year,state,county,subgroup_type,subgroup,famstruc_2par_married,famstruc_2par_married_ub,famstruc_2par_married_lb,famstruc_2par_unmarried,famstruc_2par_unmarried_ub,famstruc_2par_unmarried_lb,famstruc_1par_plusadults,famstruc_1par_plusadults_ub,famstruc_1par_plusadults_lb,famstruc_1par_noadults,famstruc_1par_noadults_ub,famstruc_1par_noadults_lb,famstruc_0par_2adults,famstruc_0par_2adults_ub,famstruc_0par_2adults_lb,famstruc_0par_other,famstruc_0par_other_ub,famstruc_0par_other_lb,famstruc_quality
2021,17,029,race-ethnicity,Other Races and Ethnicities,0.46044,0.59591,0.32496,0.00000,0.00000,0.00000,0.25680,0.37555,0.13806,0.21141,0.32239,0.10043,0.05447,0.11616,0.00000,0.01686,0.05185,0.00000,3
2021,17,029,race-ethnicity,"White, Non-Hispanic",0.68149,0.70915,0.65383,0.09720,0.11478,0.07961,0.06641,0.08120,0.05163,0.12678,0.14653,0.10703,0.02175,0.03042,0.01309,0.00633,0.01105,0.00162,2
2021,17,031,all,All,0.59795,0.60282,0.59307,0.06967,0.07220,0.06714,0.14386,0.14735,0.14037,0.15442,0.15801,0.15083,0.02449,0.02602,0.02295,0.00958,0.01055,0.00861,1
2021,17,031,race-ethnicity,"Black, Non-Hispanic",0.25339,0.26343,0.24336,0.06278,0.06838,0.05718,0.26612,0.27632,0.25593,0.34039,0.35133,0.32946,0.04881,0.05378,0.04384,0.02847,0.03230,0.02463,1
2021,17,031,race-ethnicity,Hispanic,0.58746,0.59638,0.57853,0.11386,0.11962,0.10810,0.15892,0.16555,0.15229,0.11450,0.12027,0.10873,0.02186,0.02452,0.01921,0.00337,0.00442,0.00232,1
2021,17,031,race-ethnicity,Other Races and Ethnicities,0.78941,0.80085,0.77797,0.03709,0.04239,0.03179,0.06873,0.07583,0.06163,0.08801,0.09597,0.08006,0.01279,0.01595,0.00964,0.00393,0.00569,0.00218,1
2021,17,031,race-ethnicity,"White, Non-Hispanic",0.81672,0.82291,0.81054,0.03682,0.03983,0.03381,0.05600,0.05967,0.05232,0.07471,0.07891,0.07050,0.01218,0.01394,0.01043,0.00354,0.00449,0.00259,1
2021,17,033,all,All,0.64808,0.67153,0.62462,0.11427,0.12989,0.09864,0.06993,0.08246,0.05741,0.11978,0.13573,0.10384,0.03632,0.04551,0.02713,0.01159,0.01685,0.00634,2
2021,17,033,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,17,033,race-ethnicity,Hispanic,0.41554,0.58120,0.24989,0.12600,0.23755,0.01445,0.16621,0.29135,0.04108,0.13404,0.24857,0.01952,0.08042,0.17184,0.00000,0.07774,0.16775,0.00000,3
2021,17,033,race-ethnicity,Other Races and Ethnicities,0.41159,0.53216,0.29102,0.27439,0.38372,0.16507,0.12446,0.20534,0.04359,0.14285,0.22858,0.05712,0.00424,0.02016,0.00000,0.04243,0.09181,0.00000,3
2021,17,033,race-ethnicity,"White, Non-Hispanic",0.67144,0.69544,0.64744,0.10908,0.12501,0.09315,0.06781,0.08066,0.05496,0.10847,0.12436,0.09258,0.03353,0.04273,0.02433,0.00964,0.01464,0.00465,2
2021,17,035,all,All,0.65530,0.68231,0.62828,0.10343,0.12074,0.08612,0.07154,0.08619,0.05689,0.13966,0.15936,0.11996,0.02158,0.02984,0.01332,0.00847,0.01367,0.00326,2
2021,17,035,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,17,035,race-ethnicity,Hispanic,0.33833,0.50227,0.17440,0.37066,0.53801,0.20332,0.02424,0.07754,0.00000,0.21824,0.36136,0.07512,0.00000,0.00000,0.00000,0.04849,0.12292,0.00000,3
2021,17,035,race-ethnicity,Other Races and Ethnicities,0.46044,0.59591,0.32496,0.00000,0.00000,0.00000,0.25680,0.37555,0.13806,0.21141,0.32239,0.10043,0.05447,0.11616,0.00000,0.01686,0.05185,0.00000,3
2021,17,035,race-ethnicity,"White, Non-Hispanic",0.68149,0.70915,0.65383,0.09720,0.11478,0.07961,0.06641,0.08120,0.05163,0.12678,0.14653,0.10703,0.02175,0.03042,0.01309,0.00633,0.01105,0.00162,2
2021,17,037,all,All,0.65510,0.68314,0.62706,0.10429,0.12232,0.08626,0.06948,0.08448,0.05448,0.16709,0.18909,0.14508,0.00401,0.00774,0.00028,0.00000,0.00000,0.00000,1
2021,17,037,race-ethnicity,"Black, Non-Hispanic",0.25703,0.37359,0.14048,0.00000,0.00000,0.00000,0.18508,0.28867,0.08150,0.55787,0.69033,0.42540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3
2021,17,037,race-ethnicity,Hispanic,0.61336,0.69078,0.53594,0.15057,0.20743,0.09372,0.07541,0.11738,0.03343,0.16064,0.21902,0.10227,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1
2021,17,037,race-ethnicity,Other Races and Ethnicities,0.73267,0.83945,0.62590,0.05138,0.10465,0.00000,0.07448,0.13782,0.01113,0.12933,0.21028,0.04837,0.01212,0.03852,0.00000,0.00000,0.00000,0.00000,3
2021,17,037,race-ethnicity,"White, Non-Hispanic",0.70951,0.74036,0.67867,0.11133,0.13270,0.08995,0.05215,0.06726,0.03704,0.12229,0.14455,0.10003,0.00469,0.00934,0.00005,0.00000,0.00000,0.00000,1
2021,17,039,all,All,0.67660,0.69540,0.65780,0.09326,0.10494,0.08157,0.05495,0.06410,0.04579,0.13167,0.14526,0.11808,0.02923,0.03600,0.02246,0.01426,0.01903,0.00950,2
2021,17,039,race-ethnicity,"Black, Non-Hispanic",0.62847,0.78013,0.47682,0.01636,0.05618,0.00000,0.03927,0.10024,0.00000,0.24386,0.37863,0.10909,0.07201,0.15314,0.00000,0.00000,0.00000,0.00000,3
2021,17,039,race-ethnicity,Hispanic,0.42985,0.55114,0.30857,0.17234,0.26487,0.07981,0.02404,0.06158,0.00000,0.18136,0.27576,0.08695,0.14028,0.22536,0.05519,0.05210,0.10655,0.00000,3
2021,17,039,race-ethnicity,Other Races and Ethnicities,0.45614,0.55007,0.36220,0.08587,0.13871,0.03303,0.08402,0.13634,0.03170,0.27977,0.36443,0.19511,0.00554,0.01953,0.00000,0.08864,0.14224,0.03503,2
2021,17,039,race-ethnicity,"White, Non-Hispanic",0.69465,0.71404,0.67526,0.09242,0.10461,0.08023,0.05526,0.06488,0.04564,0.12189,0.13567,0.10812,0.02533,0.03194,0.01871,0.01042,0.01469,0.00614,2
2021,17,041,all,All,0.65530,0.68231,0.62828,0.10343,0.12074,0.08612,0.07154,0.08619,0.05689,0.13966,0.15936,0.11996,0.02158,0.02984,0.01332,0.00847,0.01367,0.00326,2
2021,17,041,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,17,041,race-ethnicity,Hispanic,0.33833,0.50227,0.17440,0.37066,0.53801,0.20332,0.02424,0.07754,0.00000,0.21824,0.36136,0.07512,0.00000,0.00000,0.00000,0.04849,0.12292,0.00000,3
2021,17,041,race-ethnicity,Other Races and Ethnicities,0.46044,0.59591,0.32496,0.00000,0.00000,0.00000,0.25680,0.37555,0.13806,0.21141,0.32239,0.10043,0.05447,0.11616,0.00000,0.01686,0.05185,0.00000,3
2021,17,041,race-ethnicity,"White, Non-Hispanic",0.68149,0.70915,0.65383,0.09720,0.11478,0.07961,0.06641,0.08120,0.05163,0.12678,0.14653,0.10703,0.02175,0.03042,0.01309,0.00633,0.01105,0.00162,2
2021,17,043,all,All,0.77879,0.78702,0.77057,0.04341,0.04745,0.03937,0.06650,0.07144,0.06156,0.09500,0.10081,0.08919,0.01263,0.01484,0.01042,0.00364,0.00483,0.00245,1
2021,17,043,race-ethnicity,"Black, Non-Hispanic",0.40066,0.45461,0.34672,0.08212,0.11234,0.05189,0.10835,0.14257,0.07413,0.35349,0.40611,0.30086,0.03124,0.05040,0.01209,0.02411,0.04100,0.00722,1
2021,17,043,race-ethnicity,Hispanic,0.66748,0.69091,0.64406,0.08784,0.10192,0.07377,0.12697,0.14352,0.11041,0.09315,0.10760,0.07870,0.02011,0.02709,0.01313,0.00442,0.00772,0.00112,1
2021,17,043,race-ethnicity,Other Races and Ethnicities,0.85993,0.87547,0.84439,0.01988,0.02613,0.01363,0.05367,0.06376,0.04358,0.05445,0.06462,0.04429,0.01007,0.01454,0.00559,0.00197,0.00396,0.00000,1
2021,17,043,race-ethnicity,"White, Non-Hispanic",0.82960,0.83912,0.82009,0.03093,0.03531,0.02655,0.04418,0.04938,0.03898,0.08441,0.09144,0.07737,0.00890,0.01128,0.00653,0.00194,0.00306,0.00083,1
2021,17,045,all,All,0.65530,0.68231,0.62828,0.10343,0.12074,0.08612,0.07154,0.08619,0.05689,0.13966,0.15936,0.11996,0.02158,0.02984,0.01332,0.00847,0.01367,0.00326,2
2021,17,045,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,17,045,race-ethnicity,Hispanic,0.33833,0.50227,0.17440,0.37066,0.53801,0.20332,0.02424,0.07754,0.00000,0.21824,0.36136,0.07512,0.00000,0.00000,0.00000,0.04849,0.12292,0.00000,3
2021,17,045,race-ethnicity,Other Races and Ethnicities,0.46044,0.59591,0.32496,0.00000,0.00000,0.00000,0.25680,0.37555,0.13806,0.21141,0.32239,0.10043,0.05447,0.11616,0.00000,0.01686,0.05185,0.00000,3
2021,17,045,race-ethnicity,"White, Non-Hispanic",0.68149,0.70915,0.65383,0.09720,0.11478,0.07961,0.06641,0.08120,0.05163,0.12678,0.14653,0.10703,0.02175,0.03042,0.01309,0.00633,0.01105,0.00162,2
2021,17,047,all,All,0.58960,0.61110,0.56809,0.09688,0.10981,0.08394,0.10431,0.11768,0.09095,0.16539,0.18163,0.14914,0.03277,0.04055,0.02499,0.01103,0.01559,0.00646,2
2021,17,047,race-ethnicity,"Black, Non-Hispanic",0.11587,0.18557,0.04616,0.31212,0.41303,0.21121,0.18084,0.26466,0.09702,0.31681,0.41812,0.21549,0.04688,0.09292,0.00084,0.02746,0.06305,0.00000,3
2021,17,047,race-ethnicity,Hispanic,0.74703,0.84744,0.64661,0.04018,0.08554,0.00000,0.11872,0.19343,0.04400,0.09406,0.16149,0.02663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3
2021,17,047,race-ethnicity,Other Races and Ethnicities,0.66063,0.75486,0.56640,0.02639,0.05829,0.00000,0.08748,0.14370,0.03125,0.18627,0.26375,0.10879,0.02413,0.05467,0.00000,0.01508,0.03933,0.00000,3
2021,17,047,race-ethnicity,"White, Non-Hispanic",0.60762,0.63043,0.58480,0.09010,0.10347,0.07672,0.09991,0.11392,0.08590,0.15821,0.17526,0.14116,0.03384,0.04229,0.02540,0.01030,0.01501,0.00558,2
2021,17,049,all,All,0.68856,0.70725,0.66987,0.07369,0.08423,0.06314,0.07536,0.08601,0.06470,0.12307,0.13633,0.10981,0.02497,0.03127,0.01867,0.01432,0.01912,0.00953,2
2021,17,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,17,049,race-ethnicity,Hispanic,0.77852,0.88448,0.67256,0.02852,0.07099,0.00000,0.09228,0.16613,0.01842,0.07718,0.14528,0.00908,0.02348,0.06213,0.00000,0.00000,0.00000,0.00000,3
2021,17,049,race-ethnicity,Other Races and Ethnicities,0.67739,0.77919,0.57558,0.08956,0.15175,0.02737,0.07739,0.13558,0.01919,0.14434,0.22088,0.06781,0.00869,0.02891,0.00000,0.00260,0.01371,0.00000,3
2021,17,049,race-ethnicity,"White, Non-Hispanic",0.68912,0.70845,0.66979,0.07577,0.08682,0.06472,0.07533,0.08635,0.06431,0.11817,0.13165,0.10469,0.02599,0.03263,0.01934,0.01560,0.02077,0.01042,2
2021,17,051,all,All,0.68856,0.70725,0.66987,0.07369,0.08423,0.06314,0.07536,0.08601,0.06470,0.12307,0.13633,0.10981,0.02497,0.03127,0.01867,0.01432,0.01912,0.00953,2
2021,17,051,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2021,17,051,race-ethnicity,Hispanic,0.77852,0.88448,0.67256,0.02852,0.07099,0.00000,0.09228,0.16613,0.01842,0.07718,0.14528,0.00908,0.02348,0.06213,0.00000,0.00000,0.00000,0.00000,3
2021,17,051,race-ethnicity,Other Races and Ethnicities,0.67739,0.77919,0.57558,0.08956,0.15175,0.02737,0.07739,0.13558,0.01919,0.14434,0.22088,0.06781,0.00869,0.02891,0.00000,0.00260,0.01371,0.00000,3
2021,17,051,race-ethnicity,"White, Non-Hispanic",0.68912,0.70845,0.66979,0.07577,0.08682,0.06472,0.07533,0.08635,0.06431,0.11817,0.13165,0.10469,0.02599,0.03263,0.01934,0.01560,0.02077,0.01042,2
2021,17,053,all,All,0.52681,0.54567,0.50795,0.09780,0.10903,0.08658,0.11901,0.13124,0.10678,0.19564,0.21063,0.18066,0.04859,0.05671,0.04047,0.01211,0.01624,0.00798,2
2021,17,053,race-ethnicity,"Black, Non-Hispanic",0.16250,0.22405,0.10095,0.18600,0.25092,0.12107,0.14439,0.20304,0.08575,0.46622,0.54945,0.38299,0.02594,0.05246,0.00000,0.01492,0.03516,0.00000,2
2021,17,053,race-ethnicity,Hispanic,0.42301,0.48905,0.35697,0.08151,0.11809,0.04494,0.11204,0.15420,0.06988,0.30895,0.37072,0.24719,0.05166,0.08124,0.02207,0.02281,0.04276,0.00285,2
2021,17,053,race-ethnicity,Other Races and Ethnicities,0.51170,0.59223,0.43116,0.10436,0.15362,0.05510,0.15559,0.21399,0.09719,0.18722,0.25007,0.12437,0.03921,0.07048,0.00794,0.00189,0.00890,0.00000,2
2021,17,053,race-ethnicity,"White, Non-Hispanic",0.59405,0.61462,0.57349,0.08591,0.09765,0.07418,0.11382,0.12712,0.10052,0.14286,0.15752,0.12821,0.05222,0.06153,0.04290,0.01110,0.01549,0.00672,2
2021,17,055,all,All,0.59141,0.61169,0.57113,0.09773,0.10998,0.08548,0.07435,0.08518,0.06353,0.17578,0.19149,0.16008,0.04840,0.05726,0.03955,0.01229,0.01683,0.00774,2
2021,17,055,race-ethnicity,"Black, Non-Hispanic",0.22512,0.30213,0.14811,0.13129,0.19355,0.06902,0.13772,0.20126,0.07418,0.43889,0.53039,0.34739,0.04351,0.08112,0.00589,0.02345,0.05136,0.00000,2
2021,17,055,race-ethnicity,Hispanic,0.43961,0.54331,0.33590,0.25714,0.34846,0.16582,0.08831,0.14759,0.02902,0.16038,0.23706,0.08371,0.05454,0.10199,0.00709,0.00000,0.00000,0.00000,3
2021,17,055,race-ethnicity,Other Races and Ethnicities,0.50958,0.59151,0.42764,0.01182,0.02953,0.00000,0.04606,0.08042,0.01170,0.35996,0.43863,0.28129,0.03383,0.06347,0.00420,0.03872,0.07035,0.00710,2
2021,17,055,race-ethnicity,"White, Non-Hispanic",0.63592,0.65748,0.61435,0.09381,0.10688,0.08075,0.07056,0.08203,0.05908,0.14014,0.15569,0.12458,0.04965,0.05938,0.03991,0.00989,0.01433,0.00546,2
2021,17,057,all,All,0.64183,0.66014,0.62352,0.10120,0.11272,0.08968,0.07204,0.08191,0.06216,0.14499,0.15843,0.13154,0.03134,0.03799,0.02469,0.00858,0.01211,0.00506,2
2021,17,057,race-ethnicity,"Black, Non-Hispanic",0.21323,0.34346,0.08300,0.19393,0.31964,0.06822,0.05974,0.13510,0.00000,0.35661,0.50891,0.20431,0.17647,0.29768,0.05526,0.00000,0.00000,0.00000,3
2021,17,057,race-ethnicity,Hispanic,0.54894,0.63582,0.46205,0.01366,0.03394,0.00000,0.22663,0.29973,0.15353,0.19841,0.26804,0.12877,0.01102,0.02925,0.00000,0.00132,0.00766,0.00000,2
2021,17,057,race-ethnicity,Other Races and Ethnicities,0.69859,0.77433,0.62285,0.03575,0.06641,0.00510,0.06513,0.10586,0.02440,0.15772,0.21788,0.09756,0.03384,0.06369,0.00399,0.00893,0.02447,0.00000,2
2021,17,057,race-ethnicity,"White, Non-Hispanic",0.66119,0.68042,0.64197,0.10779,0.12039,0.09520,0.06129,0.07103,0.05154,0.13276,0.14654,0.11897,0.02753,0.03417,0.02088,0.00941,0.01334,0.00549,2
2021,17,059,all,All,0.58960,0.61110,0.56809,0.09688,0.10981,0.08394,0.10431,0.11768,0.09095,0.16539,0.18163,0.14914,0.03277,0.04055,0.02499,0.01103,0.01559,0.00646,2
2021,17,059,race-ethnicity,"Black, Non-Hispanic",0.11587,0.18557,0.04616,0.31212,0.41303,0.21121,0.18084,0.26466,0.09702,0.31681,0.41812,0.21549,0.04688,0.09292,0.00084,0.02746,0.06305,0.00000,3
2021,17,059,race-ethnicity,Hispanic,0.74703,0.84744,0.64661,0.04018,0.08554,0.00000,0.11872,0.19343,0.04400,0.09406,0.16149,0.02663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3
2021,17,059,race-ethnicity,Other Races and Ethnicities,0.66063,0.75486,0.56640,0.02639,0.05829,0.00000,0.08748,0.14370,0.03125,0.18627,0.26375,0.10879,0.02413,0.05467,0.00000,0.01508,0.03933,0.00000,3
2021,17,059,race-ethnicity,"White, Non-Hispanic",0.60762,0.63043,0.58480,0.09010,0.10347,0.07672,0.09991,0.11392,0.08590,0.15821,0.17526,0.14116,0.03384,0.04229,0.02540,0.01030,0.01501,0.00558,2
2021,17,061,all,All,0.61223,0.63353,0.59092,0.10867,0.12228,0.09506,0.08290,0.09495,0.07084,0.14401,0.15937,0.12866,0.04493,0.05399,0.03587,0.00723,0.01094,0.00353,2
2021,17,061,race-ethnicity,"Black, Non-Hispanic",0.23684,0.36106,0.11262,0.08552,0.16723,0.00381,0.20394,0.32167,0.08621,0.45394,0.59941,0.30847,0.01973,0.06037,0.00000,0.00000,0.00000,0.00000,3
2021,17,061,race-ethnicity,Hispanic,0.60012,0.73078,0.46946,0.13930,0.23165,0.04694,0.09390,0.17170,0.01610,0.02798,0.07197,0.00000,0.13868,0.23086,0.04649,0.00000,0.00000,0.00000,3
2021,17,061,race-ethnicity,Other Races and Ethnicities,0.65324,0.75689,0.54959,0.01314,0.03795,0.00000,0.01889,0.04855,0.00000,0.15447,0.23318,0.07577,0.07806,0.13648,0.01963,0.08216,0.14197,0.02236,3
2021,17,061,race-ethnicity,"White, Non-Hispanic",0.61764,0.63991,0.59536,0.11166,0.12609,0.09722,0.08309,0.09574,0.07044,0.14526,0.16141,0.12911,0.03802,0.04679,0.02926,0.00430,0.00730,0.00130,2
2021,17,063,all,All,0.74802,0.77000,0.72604,0.07394,0.08719,0.06069,0.07768,0.09123,0.06413,0.08414,0.09820,0.07009,0.01601,0.02237,0.00966,0.00018,0.00086,0.00000,2
2021,17,063,race-ethnicity,"Black, Non-Hispanic",0.29084,0.44820,0.13349,0.04352,0.11421,0.00000,0.38825,0.55711,0.21939,0.27737,0.43249,0.12225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3
2021,17,063,race-ethnicity,Hispanic,0.67733,0.73471,0.61995,0.18030,0.22748,0.13311,0.06505,0.09532,0.03478,0.03477,0.05726,0.01228,0.04253,0.06730,0.01776,0.00000,0.00000,0.00000,2
2021,17,063,race-ethnicity,Other Races and Ethnicities,0.80347,0.88512,0.72183,0.02329,0.05428,0.00000,0.07447,0.12841,0.02053,0.09350,0.15332,0.03368,0.00524,0.02009,0.00000,0.00000,0.00000,0.00000,3
2021,17,063,race-ethnicity,"White, Non-Hispanic",0.80568,0.82884,0.78252,0.04750,0.05995,0.03505,0.05460,0.06790,0.04130,0.08193,0.09799,0.06588,0.00999,0.01581,0.00417,0.00027,0.00124,0.00000,2
2021,17,065,all,All,0.58960,0.61110,0.56809,0.09688,0.10981,0.08394,0.10431,0.11768,0.09095,0.16539,0.18163,0.14914,0.03277,0.04055,0.02499,0.01103,0.01559,0.00646,2
2021,17,065,race-ethnicity,"Black, Non-Hispanic",0.11587,0.18557,0.04616,0.31212,0.41303,0.21121,0.18084,0.26466,0.09702,0.31681,0.41812,0.21549,0.04688,0.09292,0.00084,0.02746,0.06305,0.00000,3
2021,17,065,race-ethnicity,Hispanic,0.74703,0.84744,0.64661,0.04018,0.08554,0.00000,0.11872,0.19343,0.04400,0.09406,0.16149,0.02663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3
2021,17,065,race-ethnicity,Other Races and Ethnicities,0.66063,0.75486,0.56640,0.02639,0.05829,0.00000,0.08748,0.14370,0.03125,0.18627,0.26375,0.10879,0.02413,0.05467,0.00000,0.01508,0.03933,0.00000,3
2021,17,065,race-ethnicity,"White, Non-Hispanic",0.60762,0.63043,0.58480,0.09010,0.10347,0.07672,0.09991,0.11392,0.08590,0.15821,0.17526,0.14116,0.03384,0.04229,0.02540,0.01030,0.01501,0.00558,2
2021,17,067,all,All,0.64183,0.66014,0.62352,0.10120,0.11272,0.08968,0.07204,0.08191,0.06216,0.14499,0.15843,0.13154,0.03134,0.03799,0.02469,0.00858,0.01211,0.00506,2
2021,17,067,race-ethnicity,"Black, Non-Hispanic",0.21323,0.34346,0.08300,0.19393,0.31964,0.06822,0.05974,0.13510,0.00000,0.35661,0.50891,0.20431,0.17647,0.29768,0.05526,0.00000,0.00000,0.00000,3
2021,17,067,race-ethnicity,Hispanic,0.54894,0.63582,0.46205,0.01366,0.03394,0.00000,0.22663,0.29973,0.15353,0.19841,0.26804,0.12877,0.01102,0.02925,0.00000,0.00132,0.00766,0.00000,2
2021,17,067,race-ethnicity,Other Races and Ethnicities,0.69859,0.77433,0.62285,0.03575,0.06641,0.00510,0.06513,0.10586,0.02440,0.15772,0.21788,0.09756,0.03384,0.06369,0.00399,0.00893,0.02447,0.00000,2
2021,17,067,race-ethnicity,"White, Non-Hispanic",0.66119,0.68042,0.64197,0.10779,0.12039,0.09520,0.06129,0.07103,0.05154,0.13276,0.14654,0.11897,0.02753,0.03417,0.02088,0.00941,0.01334,0.00549,2
2021,17,069,all,All,0.58960,0.61110,0.56809,0.09688,0.10981,0.08394,0.10431,0.11768,0.09095,0.16539,0.18163,0.14914,0.03277,0.04055,0.02499,0.01103,0.01559,0.00646,2
2021,17,069,race-ethnicity,"Black, Non-Hispanic",0.11587,0.18557,0.04616,0.31212,0.41303,0.21121,0.18084,0.26466,0.09702,0.31681,0.41812,0.21549,0.04688,0.09292,0.00084,0.02746,0.06305,0.00000,3
2021,17,069,race-ethnicity,Hispanic,0.74703,0.84744,0.64661,0.04018,0.08554,0.00000,0.11872,0.19343,0.04400,0.09406,0.16149,0.02663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3
2021,17,069,race-ethnicity,Other Races and Ethnicities,0.66063,0.75486,0.56640,0.02639,0.05829,0.00000,0.08748,0.14370,0.03125,0.18627,0.26375,0.10879,0.02413,0.05467,0.00000,0.01508,0.03933,0.00000,3
2021,17,069,race-ethnicity,"White, Non-Hispanic",0.60762,0.63043,0.58480,0.09010,0.10347,0.07672,0.09991,0.11392,0.08590,0.15821,0.17526,0.14116,0.03384,0.04229,0.02540,0.01030,0.01501,0.00558,2
2021,17,071,all,All,0.64183,0.66014,0.62352,0.10120,0.11272,0.08968,0.07204,0.08191,0.06216,0.14499,0.15843,0.13154,0.03134,0.03799,0.02469,0.00858,0.01211,0.00506,2
2021,17,071,race-ethnicity,"Black, Non-Hispanic",0.21323,0.34346,0.08300,0.19393,0.31964,0.06822,0.05974,0.13510,0.00000,0.35661,0.50891,0.20431,0.17647,0.29768,0.05526,0.00000,0.00000,0.00000,3
2021,17,071,race-ethnicity,Hispanic,0.54894,0.63582,0.46205,0.01366,0.03394,0.00000,0.22663,0.29973,0.15353,0.19841,0.26804,0.12877,0.01102,0.02925,0.00000,0.00132,0.00766,0.00000,2
2021,17,071,race-ethnicity,Other Races and Ethnicities,0.69859,0.77433,0.62285,0.03575,0.06641,0.00510,0.06513,0.10586,0.02440,0.15772,0.21788,0.09756,0.03384,0.06369,0.00399,0.00893,0.02447,0.00000,2
2021,17,071,race-ethnicity,"White, Non-Hispanic",0.66119,0.68042,0.64197,0.10779,0.12039,0.09520,0.06129,0.07103,0.05154,0.13276,0.14654,0.11897,0.02753,0.03417,0.02088,0.00941,0.01334,0.00549,2
2021,17,073,all,All,0.64183,0.66014,0.62352,0.10120,0.11272,0.08968,0.07204,0.08191,0.06216,0.14499,0.15843,0.13154,0.03134,0.03799,0.02469,0.00858,0.01211,0.00506,2
2021,17,073,race-ethnicity,"Black, Non-Hispanic",0.21323,0.34346,0.08300,0.19393,0.31964,0.06822,0.05974,0.13510,0.00000,0.35661,0.50891,0.20431,0.17647,0.29768,0.05526,0.00000,0.00000,0.00000,3
2021,17,073,race-ethnicity,Hispanic,0.54894,0.63582,0.46205,0.01366,0.03394,0.00000,0.22663,0.29973,0.15353,0.19841,0.26804,0.12877,0.01102,0.02925,0.00000,0.00132,0.00766,0.00000,2
2021,17,073,race-ethnicity,Other Races and Ethnicities,0.69859,0.77433,0.62285,0.03575,0.06641,0.00510,0.06513,0.10586,0.02440,0.15772,0.21788,0.09756,0.03384,0.06369,0.00399,0.00893,0.02447,0.00000,2
2021,17,073,race-ethnicity,"White, Non-Hispanic",0.66119,0.68042,0.64197,0.10779,0.12039,0.09520,0.06129,0.07103,0.05154,0.13276,0.14654,0.11897,0.02753,0.03417,0.02088,0.00941,0.01334,0.00549,2
2021,17,075,all,All,0.52681,0.54567,0.50795,0.09780,0.10903,0.08658,0.11901,0.13124,0.10678,0.19564,0.21063,0.18066,0.04859,0.05671,0.04047,0.01211,0.01624,0.00798,2
2021,17,075,race-ethnicity,"Black, Non-Hispanic",0.16250,0.22405,0.10095,0.18600,0.25092,0.12107,0.14439,0.20304,0.08575,0.46622,0.54945,0.38299,0.02594,0.05246,0.00000,0.01492,0.03516,0.00000,2
2021,17,075,race-ethnicity,Hispanic,0.42301,0.48905,0.35697,0.08151,0.11809,0.04494,0.11204,0.15420,0.06988,0.30895,0.37072,0.24719,0.05166,0.08124,0.02207,0.02281,0.04276,0.00285,2
2021,17,075,race-ethnicity,Other Races and Ethnicities,0.51170,0.59223,0.43116,0.10436,0.15362,0.05510,0.15559,0.21399,0.09719,0.18722,0.25007,0.12437,0.03921,0.07048,0.00794,0.00189,0.00890,0.00000,2
2021,17,075,race-ethnicity,"White, Non-Hispanic",0.59405,0.61462,0.57349,0.08591,0.09765,0.07418,0.11382,0.12712,0.10052,0.14286,0.15752,0.12821,0.05222,0.06153,0.04290,0.01110,0.01549,0.00672,2
2021,17,077,all,All,0.59141,0.61169,0.57113,0.09773,0.10998,0.08548,0.07435,0.08518,0.06353,0.17578,0.19149,0.16008,0.04840,0.05726,0.03955,0.01229,0.01683,0.00774,2
2021,17,077,race-ethnicity,"Black, Non-Hispanic",0.22512,0.30213,0.14811,0.13129,0.19355,0.06902,0.13772,0.20126,0.07418,0.43889,0.53039,0.34739,0.04351,0.08112,0.00589,0.02345,0.05136,0.00000,2
2021,17,077,race-ethnicity,Hispanic,0.43961,0.54331,0.33590,0.25714,0.34846,0.16582,0.08831,0.14759,0.02902,0.16038,0.23706,0.08371,0.05454,0.10199,0.00709,0.00000,0.00000,0.00000,3
2021,17,077,race-ethnicity,Other Races and Ethnicities,0.50958,0.59151,0.42764,0.01182,0.02953,0.00000,0.04606,0.08042,0.01170,0.35996,0.43863,0.28129,0.03383,0.06347,0.00420,0.03872,0.07035,0.00710,2
