year,state,county,share_desc_rep_other,share_desc_rep_other_quality,share_desc_rep_black_nonhispanic,share_desc_rep_black_nonhispanic_quality,share_desc_rep_hispanic,share_desc_rep_hispanic_quality,share_desc_rep_white_nonhispanic,share_desc_rep_white_nonhispanic_quality
2014,01,001,0.028221125943122462,1,0.1841990713871155,1,0.02522852582704585,1,0.7623512768427162,1
2014,01,003,0.02978478596271018,1,0.09326638947726262,1,0.04513480296017364,1,0.8318140215998535,1
2014,01,005,0.0296102363656477,1,0.4619639367233305,1,0.047310004056196765,1,0.46111582285482505,1
2014,01,007,0.020791948086346178,1,0.2114951662031519,1,0.02008563987109875,1,0.7476272458394032,1
2014,01,009,0.01904761904761905,1,0.014693381906496661,1,0.08465608465608465,1,0.8816029143897997,1
2014,01,011,0.023379781165248293,1,0.7144861124099878,1,0.04030674272888806,1,0.2218273636958758,1
2014,01,013,0.015056278321882766,1,0.4373142328119671,1,0.011353116016176973,1,0.5362763728499732,1
2014,01,015,0.026556073251070948,1,0.2063898417899749,1,0.03427883876913625,1,0.7327752461898179,1
2014,01,017,0.01663195564811827,1,0.40230559385174974,1,0.004634654307588513,1,0.5764277961925435,1
2014,01,019,0.019122955226173105,1,0.0476153905230013,1,0.014399815682359266,1,0.9188618385684664,1
2014,01,021,0.01450400858820036,1,0.10136817340855622,1,0.07688266599666523,1,0.8072451520065782,1
2014,01,023,0.00679167281854422,1,0.4316403366307397,1,0.004134061715635612,1,0.5574339288350805,1
2014,01,025,0.010737831116023845,1,0.450080928506573,1,0.004342505230744937,1,0.5348387351466583,1
2014,01,027,0.022545347727105824,1,0.14584710288609826,1,0.03113754865241977,1,0.8004700007343761,1
2014,01,029,0.022148098732488325,1,0.028685790527018012,1,0.022081387591727817,1,0.9270847231487659,1
2014,01,031,0.04889011552261168,1,0.16906517367819265,1,0.0637937152545046,1,0.7182509955446911,1
2014,01,033,0.02615110752234314,1,0.15949422840469069,1,0.023416711016498136,1,0.7909379530564681,1
2014,01,035,0.02587601078167116,1,0.4477474008471313,1,0.015864458991143627,1,0.5105121293800539,1
2014,01,037,0.015470792211256334,1,0.3133279985773984,1,0.02116119854183338,1,0.6500400106695119,1
2014,01,039,0.021435548163987222,1,0.12800612444233256,1,0.014888730498138908,1,0.8356695968955413,1
2014,01,041,0.04068015497201894,1,0.2345386712584302,1,0.016429903859951214,1,0.7083512699095996,1
2014,01,043,0.02277235087023355,1,0.010983289532404423,1,0.04315217930282144,1,0.9230921802945405,1
2014,01,045,0.048787315298022514,1,0.1905104672785076,1,0.058564773158978664,1,0.7021374442644912,1
2014,01,047,0.013897012376295533,1,0.69573965327656,1,0.003743302996981962,1,0.2866200313501626,1
2014,01,049,0.033401806567802575,1,0.016588344542308016,1,0.13960097926105186,1,0.8104088696288375,1
2014,01,051,0.02756439785361238,1,0.2053385789519553,1,0.027141096350892045,1,0.7399559268435403,1
2014,01,053,0.04615950791230745,1,0.3243520319646706,1,0.02018821302770622,1,0.6093002470953157,1
2014,01,055,0.02447035322589939,1,0.15322782014098305,1,0.035236156195378676,1,0.7870656704377389,1
2014,01,057,0.014748222574769376,1,0.12227510429519949,1,0.007521005934543745,1,0.8554556671954874,1
2014,01,059,0.013264693806651297,1,0.043931402583457034,1,0.15418627420017056,1,0.7886176294097211,1
2014,01,061,0.02722255369928401,1,0.09535352028639618,1,0.035314737470167064,1,0.8421091885441527,1
2014,01,063,0.01113889520345533,1,0.8072289156626506,1,0.004432825642191407,1,0.17719936349170265,1
2014,01,065,0.008250503475605795,1,0.5829922692132787,1,0.010654193464561814,1,0.39810303384655366,1
2014,01,067,0.017834394904458598,1,0.27660683265778807,1,0.024203821656050957,1,0.6813549507817024,1
2014,01,069,0.029142696378505806,1,0.2596552159023661,1,0.0315389167531699,1,0.6796631709659582,1
2014,01,071,0.04429185844714404,1,0.03235116577378707,1,0.026654342413038556,1,0.8967026333660303,1
2014,01,073,0.02853526077889119,1,0.42123812675119987,1,0.03812189413418251,1,0.5121047183357265,1
2014,01,075,0.010092514718250631,1,0.11627417998317914,1,0.013666947014297728,1,0.8599663582842725,1
2014,01,077,0.026870015089458934,1,0.09893295968958828,1,0.023431774089243372,1,0.8507652511317094,1
2014,01,079,0.1043298359686715,1,0.11062509235998226,1,0.019595093837741984,1,0.7654499778336042,1
2014,01,081,0.048582448068204886,1,0.22858109479667096,1,0.03676838757696732,1,0.6860680695581568,1
2014,01,083,0.03751419688643638,1,0.12749090825656498,1,0.05660399004210309,1,0.7783909048148956,1
2014,01,085,0.0034804909324052022,1,0.7349331379373512,1,0.0093423703975087,1,0.25224400073273495,1
2014,01,087,0.015508412582297001,1,0.8108753962448183,1,0.014874420872957815,1,0.15874177029992684,1
2014,01,089,0.057914686696054235,1,0.2373896145139251,1,0.04656949150567114,1,0.6581262072843496,1
2014,01,091,0.009907755380936112,1,0.5111035189613939,1,0.02074283762018644,1,0.4582458880374835,1
2014,01,093,0.02073574212991778,1,0.035476791037442265,1,0.02312706784158286,1,0.9206603989910571,1
2014,01,095,0.02603032266975489,1,0.01797685957437766,1,0.1256892723196736,1,0.8303035454361939,1
2014,01,097,0.0410921518192467,1,0.34854182516393145,1,0.025866753613737636,1,0.5844992694030842,1
2014,01,099,0.02443467057621396,1,0.41725532009418453,1,0.010395841663334666,1,0.5479141676662668,1
2014,01,101,0.038077343237928774,1,0.5539873279440681,1,0.03476512999781516,1,0.37317019882018787,1
2014,01,103,0.03246926777124532,1,0.11922935595938002,1,0.07769909139497595,1,0.7706022848743987,1
2014,01,105,0.009408997353719493,1,0.6835244535920808,1,0.008624914240909536,1,0.2984416348132902,1
2014,01,107,0.00855876509246523,1,0.4272759692292017,1,0.007845534668093127,1,0.5563197310102399,1
2014,01,109,0.041666666666666664,1,0.36389089595375723,1,0.022579479768786128,1,0.57186295761079,1
2014,01,111,0.020066889632107024,1,0.19868861116000705,1,0.028956169688435136,1,0.7522883295194508,1
2014,01,113,0.034345384345384346,1,0.41404001404001406,1,0.04548964548964549,1,0.5061249561249561,1
2014,01,115,0.020119190070622465,1,0.09253654301869971,1,0.02183196077051219,1,0.8655123061401656,1
2014,01,117,0.03496579972957926,1,0.11437703809751054,1,0.05911476974469101,1,0.7915423924282192,1
2014,01,119,0.020620859078389044,1,0.7299188565473088,1,0.004689942678478374,1,0.2447703416958237,1
2014,01,121,0.020043343577436853,1,0.3183671470375767,1,0.02132895816242822,1,0.6402605512225582,1
2014,01,123,0.009202082576583122,1,0.2743189248092989,1,0.025087783024579247,1,0.6913912095895387,1
2014,01,125,0.026148890119293302,1,0.3028036442341571,1,0.031806513313535005,1,0.6392409523330146,1
2014,01,127,0.025026053072752262,1,0.05464348824213499,1,0.021718445575508602,1,0.8986120131096041,1
2014,01,129,0.09470735834743538,1,0.24035712201668905,1,0.011670654140164556,1,0.6532648654957111,1
2014,01,131,0.001759479194158529,1,0.7211225477258731,1,0.005982229260138999,1,0.27113574381982936,1
2014,01,133,0.02259234828496042,1,0.005235817941952507,1,0.02741589709762533,1,0.9447559366754618,1
2014,02,013,0.627123786407767,1,0.10072815533980582,1,0.1337985436893204,1,0.1383495145631068,1
2014,02,016,0.5543362831858407,1,0.051150442477876104,1,0.10548672566371682,1,0.2890265486725664,1
2014,02,020,0.25075625968381304,1,0.05575528711038373,1,0.08279282844475448,1,0.6106956247610488,1
2014,02,050,0.8642467000455166,1,0.006656804733727811,1,0.015987710514337734,1,0.11310878470641784,1
2014,02,060,0.40603015075376886,1,0.003015075376884422,1,0.05628140703517588,1,0.5346733668341709,1
2014,02,068,0.11181640625,1,0.01904296875,1,0.02392578125,1,0.84521484375,1
2014,02,070,0.794592413236481,1,0.00221953188054883,1,0.026230831315577078,1,0.17695722356739305,1
2014,02,090,0.16340277288333552,1,0.04256990102598697,1,0.06904016351352713,1,0.7249871625771503,1
2014,02,100,0.18302698474775128,1,3.9108330074305825e-4,1,0.012514665623777864,1,0.8040672663277278,1
2014,02,105,0.4816556914393227,1,0.005644402634054563,1,0.017873941674506115,1,0.49482596425211667,1
2014,02,110,0.26527950310559006,1,0.011677018633540372,1,0.05850931677018634,1,0.6645341614906832,1
2014,02,122,0.13886781801824052,1,0.005539188879284492,1,0.034963924709368994,1,0.820629068393106,1
2014,02,130,0.2949692892658672,1,0.00402164375548406,1,0.04650482597250658,1,0.6545042410061421,1
2014,02,150,0.3933496121804079,1,0.008115484056305659,1,0.08101120367710428,1,0.5175237000861821,1
2014,02,164,0.7644295302013423,1,0.005369127516778523,1,0.02080536912751678,1,0.20939597315436242,1
2014,02,170,0.13478895602229254,1,0.008183881589463253,1,0.04243257355370139,1,0.8145945888345428,1
2014,02,180,0.8107638888888888,1,0.006535947712418301,1,0.01715686274509804,1,0.16554330065359477,1
2014,02,185,0.6404657933042213,1,0.004470783946766479,1,0.0330630068621335,1,0.3220004158868788,1
2014,02,188,0.8657455683003128,1,0.0031282586027111575,1,0.014598540145985401,1,0.11652763295099061,1
2014,02,195,0.1930261519302615,1,0.02303860523038605,1,0.07534246575342465,1,0.7085927770859277,1
2014,02,198,0.5061359345500315,1,0.0029893014474512273,1,0.02910635619886721,1,0.4617684078036501,1
2014,02,220,0.29898403483309144,1,0.00993636262141342,1,0.05615719548956124,1,0.634922407055934,1
2014,02,230,0.19979919678714858,1,0,1,0.03112449799196787,1,0.7690763052208835,1
2014,02,240,0.17092561044860874,1,0.010647359454855196,1,0.0434412265758092,1,0.7749858035207269,1
2014,02,261,0.2503871966959215,1,0.002994321115126484,1,0.042436757872999484,1,0.7041817243159525,1
