year,state,county,share_desc_rep_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_desc_rep_other_quality,share_desc_rep_black_nonhispanic_quality,share_desc_rep_hispanic_quality,share_desc_rep_white_nonhispanic_quality
2021,01,001,0.04170744689984375,0.19684403921770635,0.03047785847971291,0.730970655402737,1,1,1,1
2021,01,003,0.04050525907956201,0.08694982190894242,0.04681879620131114,0.8257261228101844,1,1,1,1
2021,01,005,0.0348786571123164,0.47246525990735977,0.04655766261530544,0.4460984203650184,1,1,1,1
2021,01,007,0.012359450294485097,0.21885597001606283,0.028288416919507408,0.7404961627699447,1,1,1,1
2021,01,009,0.03279328849942259,0.012668976292371441,0.09530602540588275,0.8592317098023232,1,1,1,1
2021,01,011,0.020989793953398807,0.6897746967071057,0.0854997111496245,0.20373579818987098,1,1,1,1
2021,01,013,0.02679735154580053,0.4479432772013972,0.016057556957405766,0.5092018142953965,1,1,1,1
2021,01,015,0.036177796864934504,0.21035001073652565,0.03993987545630234,0.7135323169422375,1,1,1,1
2021,01,017,0.02382729517138428,0.4008440029855888,0.02715737497846931,0.5481713268645576,1,1,1,1
2021,01,019,0.026746746746746746,0.046206206206206205,0.017697697697697697,0.9093493493493493,1,1,1,1
2021,01,021,0.03954789664935238,0.08825824286064606,0.07951936152662907,0.7926744989633725,1,1,1,1
2021,01,023,0.01235146966854284,0.4123671044402752,0.010787992495309569,0.5644934333958724,1,1,1,1
2021,01,025,0.017561894971301294,0.453268225820269,0.013963848196693223,0.5152060310117365,1,1,1,1
2021,01,027,0.031866892272983643,0.1327552171460801,0.031232374506486183,0.8041455160744501,1,1,1,1
2021,01,029,0.02359431078027383,0.0259869732819354,0.026452213212814036,0.9239665027249767,1,1,1,1
2021,01,031,0.06611616989989254,0.1617367041833984,0.08072695737420583,0.6914201685425032,1,1,1,1
2021,01,033,0.028385778936061562,0.16297170226628396,0.030815827008751694,0.7778266917889027,1,1,1,1
2021,01,035,0.01672609950755646,0.48089658685685177,0.001358464934623875,0.5010188487009679,1,1,1,1
2021,01,037,0.026240183872821298,0.30683777054204175,0.026240183872821298,0.6406818617123157,1,1,1,1
2021,01,039,0.029767938116831157,0.12325953587623366,0.018484929314483863,0.8284875966924513,1,1,1,1
2021,01,041,0.048195488721804514,0.241203007518797,0.008345864661654136,0.7022556390977444,1,1,1,1
2021,01,043,0.03260682436387426,0.011224735736666323,0.04520882828908859,0.9109596116103709,1,1,1,1
2021,01,045,0.055457799890783324,0.2018283680197399,0.06876605383977509,0.6739477782497016,1,1,1,1
2021,01,047,0.013686737143148971,0.7160002042796588,0.0013278177825443032,0.26898524079464786,1,1,1,1
2021,01,049,0.03661570282583783,0.015568661430527993,0.1514660256589429,0.7963496100846913,1,1,1,1
2021,01,051,0.031820163862942646,0.20723842746655038,0.030741514240470016,0.730199894430037,1,1,1,1
2021,01,053,0.06423709970443885,0.3111255728192196,0.025109140703381327,0.5995281867729603,1,1,1,1
2021,01,055,0.03339196659836858,0.1531971237484053,0.042679862372907565,0.7707310472803186,1,1,1,1
2021,01,057,0.028597616865261227,0.12746715551481821,0.005438435685915063,0.8384967919340055,1,1,1,1
2021,01,059,0.017231691327964038,0.04286071049509896,0.18183804707498283,0.7580695511019542,1,1,1,1
2021,01,061,0.04939106901217862,0.0926176514809803,0.04262516914749662,0.8153661103593445,1,1,1,1
2021,01,063,0.008279200101897848,0.7918736466692141,0.025601834161253344,0.17424531906763469,1,1,1,1
2021,01,065,0.026115122477899995,0.5897833861934003,7.422903029894055e-4,0.38335920102571025,1,1,1,1
2021,01,067,0.0162540052432275,0.2638508593067288,0.02738129915525779,0.6925138362947859,1,1,1,1
2021,01,069,0.04116402613887452,0.27139297635278076,0.034770344600629964,0.6526726529077147,1,1,1,1
2021,01,071,0.0445307147750628,0.034749181700540456,0.03139986298241608,0.8893202405419807,1,1,1,1
2021,01,073,0.04004906698386737,0.4275815924466582,0.040504051743364806,0.4918652888261096,1,1,1,1
2021,01,075,0.018809677650944073,0.1112068346614976,0.01026635077895039,0.859717136908608,1,1,1,1
2021,01,077,0.03568597201688414,0.09723382828737331,0.0289044588716762,0.8381757408240663,1,1,1,1
2021,01,079,0.1093414729970685,0.10429447852760736,0.02408655444407507,0.762277494031249,1,1,1,1
2021,01,081,0.0703738757308838,0.22066739053436532,0.03801466703053599,0.6709440667042149,1,1,1,1
2021,01,083,0.05581078277364474,0.12954345613879092,0.06181767884841479,0.7528280822391495,1,1,1,1
2021,01,085,0.003193342365008709,0.7465647377588542,0.0019353590090961873,0.24830656086704084,1,1,1,1
2021,01,087,0.02047203694202155,0.8095433555669574,0.005284761416110826,0.1646998460749102,1,1,1,1
2021,01,089,0.06690584039209838,0.24039052830178806,0.05183580226560844,0.6408678290405051,1,1,1,1
2021,01,091,0.013558797752229726,0.5125019332886529,0.027530030417074806,0.44640923854204256,1,1,1,1
2021,01,093,0.025142896026129558,0.03973870440936309,0.026231627653783344,0.908886771910724,1,1,1,1
2021,01,095,0.026363720556910445,0.02842177836775435,0.14664690931168256,0.7985675917636527,1,1,1,1
2021,01,097,0.04983117071053012,0.35848970141334235,0.02970913125271333,0.5619699966234142,1,1,1,1
2021,01,099,0.03564504101416853,0.4216753666418096,0.003629132488192891,0.539050459855829,1,1,1,1
2021,01,101,0.05593001327093665,0.5831703569183488,0.03663040441433261,0.3242692253963819,1,1,1,1
2021,01,103,0.03823567793292444,0.12815640088738092,0.0865359519770325,0.7470719692026622,1,1,1,1
2021,01,105,0.0026430705584923006,0.6932888991036543,0.01011261778901402,0.29395541254883933,1,1,1,1
2021,01,107,0.018191268191268192,0.39506237006237005,0.05150727650727651,0.5352390852390853,1,1,1,1
2021,01,109,0.05579334458644804,0.3641789245237521,0.023661683144441763,0.5563660477453581,1,1,1,1
2021,01,111,0.03684497816593887,0.185589519650655,0.029157569141193596,0.7484079330422125,1,1,1,1
2021,01,113,0.055336911150864636,0.44240565635914475,0.05739841553795042,0.4448590169520402,1,1,1,1
2021,01,115,0.027905587753837988,0.09523072158563023,0.025029863292483297,0.8518338273680485,1,1,1,1
2021,01,117,0.052713108071383276,0.12433644351843465,0.0580940302563638,0.7648564181538183,1,1,1,1
2021,01,119,0.02804037814452812,0.7114244512097421,0.012177535651337926,0.24835763499439192,1,1,1,1
2021,01,121,0.03373243738546121,0.3207574832009774,0.024483811850946852,0.6210262675626146,1,1,1,1
2021,01,123,0.01819106675709718,0.2704437554500533,0.024610018409068887,0.6867551593837806,1,1,1,1
2021,01,125,0.033137600750184196,0.3219138627788073,0.03948290874991627,0.6054656277210922,1,1,1,1
2021,01,127,0.0375954842470166,0.05854833266865049,0.0269196551829923,0.8769365279013406,1,1,1,1
2021,01,129,0.10023115448824965,0.2380249133170669,0.010594580711442148,0.6511493514832413,1,1,1,1
2021,01,131,0.018809657495788883,0.7084970990080479,0.005427662361968931,0.2672655811341943,1,1,1,1
2021,01,133,0.026553911205073995,0.009175475687103593,0.03171247357293869,0.9325581395348838,1,1,1,1
2021,02,013,0.7491933118216486,0.01760046934584922,0.10530947491933118,0.12789674391317102,1,1,1,1
2021,02,016,0.639497238621215,0.03466006474957151,0.09731479718148923,0.22852789944772425,1,1,1,1
2021,02,020,0.2921089063221043,0.051602317592165305,0.09497000461467467,0.5613187714710557,1,1,1,1
2021,02,050,0.8781462676893161,0.00918224046667387,0.02068704763962407,0.09198444420438587,1,1,1,1
2021,02,060,0.4534746760895171,0.005889281507656066,0.12838633686690223,0.4122497055359246,1,1,1,1
2021,02,063,0.2105488239486814,0.016535994297933,0.059729151817533854,0.7131860299358518,1,1,1,1
2021,02,066,0.3726755218216319,0.0011385199240986717,0.04857685009487666,0.5776091081593928,1,1,1,1
2021,02,068,0.18564243255601282,0.01188843164151806,0.00594421582075903,0.7965249199817102,1,1,1,1
2021,02,070,0.8097570932843438,0.013472137170851195,0.032659726474790776,0.1441110430700143,1,1,1,1
2021,02,090,0.19034678689435816,0.043448723095451315,0.08251242936108452,0.683692060649106,1,1,1,1
2021,02,100,0.13727359389895138,0,0.0657769304099142,0.7969494756911344,1,1,1,1
2021,02,105,0.4383326171035668,0.019338203695745595,0.09883970777825526,0.44348947142243234,1,1,1,1
2021,02,110,0.2948821339950372,0.009646401985111663,0.07040942928039702,0.6250620347394541,1,1,1,1
2021,02,122,0.16325731123639523,0.006148762582820937,0.04360341332969971,0.7869905128510841,1,1,1,1
2021,02,130,0.31099791950642086,0.007748045053447163,0.05667551474280795,0.624578520697324,1,1,1,1
2021,02,150,0.42797700105916175,0.00892722045695264,0.08904524133756998,0.4740505371463156,1,1,1,1
2021,02,158,0.9566674646875748,2.3940627244433804e-4,0.010294469715106535,0.03279865932487431,1,1,1,1
2021,02,164,0.7332657200811359,0.02231237322515213,0.0010141987829614604,0.2434077079107505,1,1,1,1
2021,02,170,0.15591674702968908,0.01309839242746262,0.05393841227634893,0.7770464482664994,1,1,1,1
2021,02,180,0.8284011916583912,0.008639523336643496,0.020059582919563057,0.14289970208540217,1,1,1,1
2021,02,185,0.6691210308329498,0.008467556373676945,0.040312931431201106,0.28209848136217214,1,1,1,1
2021,02,188,0.8609825102880658,0.011188271604938271,0.025334362139917695,0.10249485596707819,1,1,1,1
2021,02,195,0.3263064133016627,0.010095011876484561,0.05671021377672209,0.6068883610451307,1,1,1,1
2021,02,198,0.5146109412164458,0.0027183146449201497,0.03686714237172953,0.44580360176690453,1,1,1,1
2021,02,220,0.3094623150974407,0.0046959380136182205,0.07137825780699694,0.6144634890819441,1,1,1,1
2021,02,230,0.1948833709556057,0.029345372460496615,0.03762227238525207,0.7381489841986456,1,1,1,1
2021,02,240,0.20046722149218865,0.008030369396992261,0.070959264126149807,0.7205431449846693,1,1,1,1
2021,02,275,0.379740980573543,0.0013876040703052729,0.05041628122109158,0.5684551341350601,1,1,1,1
2021,02,282,0.5516014234875445,0.03202846975088968,0.11209964412811388,0.304270462633452,1,1,1,1
2021,02,290,0.7577765507086325,9.203018590097553e-4,0.027424995398490706,0.21387815203386712,1,1,1,1
2021,04,001,0.7461826606291276,0.008469604200201585,0.06822318836219217,0.17712454680847864,1,1,1,1
2021,04,003,0.07056406484827167,0.03301570044447287,0.357137147059764,0.5392830876474914,1,1,1,1
2021,04,005,0.31055180692966844,0.013570945619627161,0.14558237087938625,0.5302948765713181,1,1,1,1
2021,04,007,0.19099434327488676,0.006709139087782602,0.1915393433688523,0.6107571742684783,1,1,1,1
2021,04,009,0.14292829990824485,0.019819111285882814,0.3328614497312885,0.5043911390745838,1,1,1,1
