year,state,place,juv_arrest_rate_quality,subgroup,juv_arrest_rate,subgroup_type
2021,06,60466,NA,asian_other,NA,race-ethnicity
2021,06,60466,NA,hispanic,NA,race-ethnicity
2021,06,60620,NA,all,NA,race-ethnicity
2021,06,60620,NA,white,NA,race-ethnicity
2021,06,60620,NA,black,NA,race-ethnicity
2021,06,60620,NA,asian_other,NA,race-ethnicity
2021,06,60620,NA,hispanic,NA,race-ethnicity
2021,06,62000,NA,all,NA,race-ethnicity
2021,06,62000,NA,white,NA,race-ethnicity
2021,06,62000,NA,black,NA,race-ethnicity
2021,06,62000,NA,asian_other,NA,race-ethnicity
2021,06,62000,NA,hispanic,NA,race-ethnicity
2021,06,62938,NA,all,NA,race-ethnicity
2021,06,62938,NA,white,NA,race-ethnicity
2021,06,62938,NA,black,NA,race-ethnicity
2021,06,62938,NA,asian_other,NA,race-ethnicity
2021,06,62938,NA,hispanic,NA,race-ethnicity
2021,06,64000,NA,all,NA,race-ethnicity
2021,06,64000,NA,white,NA,race-ethnicity
2021,06,64000,NA,black,NA,race-ethnicity
2021,06,64000,NA,asian_other,NA,race-ethnicity
2021,06,64000,NA,hispanic,NA,race-ethnicity
2021,06,64224,NA,all,NA,race-ethnicity
2021,06,64224,NA,white,NA,race-ethnicity
2021,06,64224,NA,black,NA,race-ethnicity
2021,06,64224,NA,asian_other,NA,race-ethnicity
2021,06,64224,NA,hispanic,NA,race-ethnicity
2021,06,65000,NA,all,NA,race-ethnicity
2021,06,65000,NA,white,NA,race-ethnicity
2021,06,65000,NA,black,NA,race-ethnicity
2021,06,65000,NA,asian_other,NA,race-ethnicity
2021,06,65000,NA,hispanic,NA,race-ethnicity
2021,06,65042,NA,all,NA,race-ethnicity
2021,06,65042,NA,white,NA,race-ethnicity
2021,06,65042,NA,black,NA,race-ethnicity
2021,06,65042,NA,asian_other,NA,race-ethnicity
2021,06,65042,NA,hispanic,NA,race-ethnicity
2021,06,66000,2,all,1511.7788907438323,race-ethnicity
2021,06,66000,2,white,1951.4365624205439,race-ethnicity
2021,06,66000,2,black,6544.543604196024,race-ethnicity
2021,06,66000,2,asian_other,241.4429768498793,race-ethnicity
2021,06,66000,2,hispanic,0,race-ethnicity
2021,06,67000,NA,all,NA,race-ethnicity
2021,06,67000,NA,white,NA,race-ethnicity
2021,06,67000,NA,black,NA,race-ethnicity
2021,06,67000,NA,asian_other,NA,race-ethnicity
2021,06,67000,NA,hispanic,NA,race-ethnicity
2021,06,68000,NA,all,NA,race-ethnicity
2021,06,68000,NA,white,NA,race-ethnicity
2021,06,68000,NA,black,NA,race-ethnicity
2021,06,68000,NA,asian_other,NA,race-ethnicity
2021,06,68000,NA,hispanic,NA,race-ethnicity
2021,06,68084,NA,all,NA,race-ethnicity
2021,06,68084,NA,white,NA,race-ethnicity
2021,06,68084,NA,black,NA,race-ethnicity
2021,06,68084,NA,asian_other,NA,race-ethnicity
2021,06,68084,NA,hispanic,NA,race-ethnicity
2021,06,68196,NA,all,NA,race-ethnicity
2021,06,68196,NA,white,NA,race-ethnicity
2021,06,68196,NA,black,NA,race-ethnicity
2021,06,68196,NA,asian_other,NA,race-ethnicity
2021,06,68196,NA,hispanic,NA,race-ethnicity
2021,06,68252,NA,all,NA,race-ethnicity
2021,06,68252,NA,white,NA,race-ethnicity
2021,06,68252,NA,black,NA,race-ethnicity
2021,06,68252,NA,asian_other,NA,race-ethnicity
2021,06,68252,NA,hispanic,NA,race-ethnicity
2021,06,68378,NA,all,NA,race-ethnicity
2021,06,68378,NA,white,NA,race-ethnicity
2021,06,68378,NA,black,NA,race-ethnicity
2021,06,68378,NA,asian_other,NA,race-ethnicity
2021,06,68378,NA,hispanic,NA,race-ethnicity
2021,06,69000,NA,all,NA,race-ethnicity
2021,06,69000,NA,white,NA,race-ethnicity
2021,06,69000,NA,black,NA,race-ethnicity
2021,06,69000,NA,asian_other,NA,race-ethnicity
2021,06,69000,NA,hispanic,NA,race-ethnicity
2021,06,69070,NA,all,NA,race-ethnicity
2021,06,69070,NA,white,NA,race-ethnicity
2021,06,69070,NA,black,NA,race-ethnicity
2021,06,69070,NA,asian_other,NA,race-ethnicity
2021,06,69070,NA,hispanic,NA,race-ethnicity
2021,06,69084,NA,all,NA,race-ethnicity
2021,06,69084,NA,white,NA,race-ethnicity
2021,06,69084,NA,black,NA,race-ethnicity
2021,06,69084,NA,asian_other,NA,race-ethnicity
2021,06,69084,NA,hispanic,NA,race-ethnicity
2021,06,69088,NA,all,NA,race-ethnicity
2021,06,69088,NA,white,NA,race-ethnicity
2021,06,69088,NA,black,NA,race-ethnicity
2021,06,69088,NA,asian_other,NA,race-ethnicity
2021,06,69088,NA,hispanic,NA,race-ethnicity
2021,06,69196,NA,all,NA,race-ethnicity
2021,06,69196,NA,white,NA,race-ethnicity
2021,06,69196,NA,black,NA,race-ethnicity
2021,06,69196,NA,asian_other,NA,race-ethnicity
2021,06,69196,NA,hispanic,NA,race-ethnicity
2021,06,70000,NA,all,NA,race-ethnicity
2021,06,70000,NA,white,NA,race-ethnicity
2021,06,70000,NA,black,NA,race-ethnicity
2021,06,70000,NA,asian_other,NA,race-ethnicity
2021,06,70000,NA,hispanic,NA,race-ethnicity
2021,06,70098,NA,all,NA,race-ethnicity
2021,06,70098,NA,white,NA,race-ethnicity
2021,06,70098,NA,black,NA,race-ethnicity
2021,06,70098,NA,asian_other,NA,race-ethnicity
2021,06,70098,NA,hispanic,NA,race-ethnicity
2021,06,72016,NA,all,NA,race-ethnicity
2021,06,72016,NA,white,NA,race-ethnicity
2021,06,72016,NA,black,NA,race-ethnicity
2021,06,72016,NA,asian_other,NA,race-ethnicity
2021,06,72016,NA,hispanic,NA,race-ethnicity
2021,06,73080,NA,all,NA,race-ethnicity
2021,06,73080,NA,white,NA,race-ethnicity
2021,06,73080,NA,black,NA,race-ethnicity
2021,06,73080,NA,asian_other,NA,race-ethnicity
2021,06,73080,NA,hispanic,NA,race-ethnicity
2021,06,75000,NA,all,NA,race-ethnicity
2021,06,75000,NA,white,NA,race-ethnicity
2021,06,75000,NA,black,NA,race-ethnicity
2021,06,75000,NA,asian_other,NA,race-ethnicity
2021,06,75000,NA,hispanic,NA,race-ethnicity
2021,06,77000,NA,all,NA,race-ethnicity
2021,06,77000,NA,white,NA,race-ethnicity
2021,06,77000,NA,black,NA,race-ethnicity
2021,06,77000,NA,asian_other,NA,race-ethnicity
2021,06,77000,NA,hispanic,NA,race-ethnicity
2021,06,78120,NA,all,NA,race-ethnicity
2021,06,78120,NA,white,NA,race-ethnicity
2021,06,78120,NA,black,NA,race-ethnicity
2021,06,78120,NA,asian_other,NA,race-ethnicity
2021,06,78120,NA,hispanic,NA,race-ethnicity
2021,06,78582,NA,all,NA,race-ethnicity
2021,06,78582,NA,white,NA,race-ethnicity
2021,06,78582,NA,black,NA,race-ethnicity
2021,06,78582,NA,asian_other,NA,race-ethnicity
2021,06,78582,NA,hispanic,NA,race-ethnicity
2021,06,80000,NA,all,NA,race-ethnicity
2021,06,80000,NA,white,NA,race-ethnicity
2021,06,80000,NA,black,NA,race-ethnicity
2021,06,80000,NA,asian_other,NA,race-ethnicity
2021,06,80000,NA,hispanic,NA,race-ethnicity
2021,06,80238,NA,all,NA,race-ethnicity
2021,06,80238,NA,white,NA,race-ethnicity
2021,06,80238,NA,black,NA,race-ethnicity
2021,06,80238,NA,asian_other,NA,race-ethnicity
2021,06,80238,NA,hispanic,NA,race-ethnicity
2021,06,80854,NA,all,NA,race-ethnicity
2021,06,80854,NA,white,NA,race-ethnicity
2021,06,80854,NA,black,NA,race-ethnicity
2021,06,80854,NA,asian_other,NA,race-ethnicity
2021,06,80854,NA,hispanic,NA,race-ethnicity
2021,06,81344,NA,all,NA,race-ethnicity
2021,06,81344,NA,white,NA,race-ethnicity
2021,06,81344,NA,black,NA,race-ethnicity
2021,06,81344,NA,asian_other,NA,race-ethnicity
2021,06,81344,NA,hispanic,NA,race-ethnicity
2021,06,81554,NA,all,NA,race-ethnicity
2021,06,81554,NA,white,NA,race-ethnicity
2021,06,81554,NA,black,NA,race-ethnicity
2021,06,81554,NA,asian_other,NA,race-ethnicity
2021,06,81554,NA,hispanic,NA,race-ethnicity
2021,06,81666,NA,all,NA,race-ethnicity
2021,06,81666,NA,white,NA,race-ethnicity
2021,06,81666,NA,black,NA,race-ethnicity
2021,06,81666,NA,asian_other,NA,race-ethnicity
2021,06,81666,NA,hispanic,NA,race-ethnicity
2021,06,82590,NA,all,NA,race-ethnicity
2021,06,82590,NA,white,NA,race-ethnicity
2021,06,82590,NA,black,NA,race-ethnicity
2021,06,82590,NA,asian_other,NA,race-ethnicity
2021,06,82590,NA,hispanic,NA,race-ethnicity
2021,06,82954,NA,all,NA,race-ethnicity
2021,06,82954,NA,white,NA,race-ethnicity
2021,06,82954,NA,black,NA,race-ethnicity
2021,06,82954,NA,asian_other,NA,race-ethnicity
2021,06,82954,NA,hispanic,NA,race-ethnicity
2021,06,82996,NA,all,NA,race-ethnicity
2021,06,82996,NA,white,NA,race-ethnicity
2021,06,82996,NA,black,NA,race-ethnicity
2021,06,82996,NA,asian_other,NA,race-ethnicity
2021,06,82996,NA,hispanic,NA,race-ethnicity
2021,06,84200,NA,all,NA,race-ethnicity
2021,06,84200,NA,white,NA,race-ethnicity
2021,06,84200,NA,black,NA,race-ethnicity
2021,06,84200,NA,asian_other,NA,race-ethnicity
2021,06,84200,NA,hispanic,NA,race-ethnicity
2021,06,84550,NA,all,NA,race-ethnicity
2021,06,84550,NA,white,NA,race-ethnicity
2021,06,84550,NA,black,NA,race-ethnicity
2021,06,84550,NA,asian_other,NA,race-ethnicity
2021,06,84550,NA,hispanic,NA,race-ethnicity
2021,06,85292,NA,all,NA,race-ethnicity
2021,06,85292,NA,white,NA,race-ethnicity
2021,06,85292,NA,black,NA,race-ethnicity
2021,06,85292,NA,asian_other,NA,race-ethnicity
2021,06,85292,NA,hispanic,NA,race-ethnicity
2021,08,03455,1,all,2599.428125812321,race-ethnicity
2021,08,03455,1,white,3059.083379348426,race-ethnicity
2021,08,03455,1,black,9251.101321585902,race-ethnicity
2021,08,03455,1,asian_other,88.53474988933156,race-ethnicity
2021,08,03455,1,hispanic,4556.962025316456,race-ethnicity
2021,08,04000,1,all,1591.0045257313488,race-ethnicity
2021,08,04000,1,white,1970.1892825829077,race-ethnicity
2021,08,04000,1,black,3584.784010315925,race-ethnicity
2021,08,04000,1,asian_other,139.93130644956113,race-ethnicity
2021,08,04000,1,hispanic,1375.2783964365256,race-ethnicity
2021,08,07850,1,all,1453.125,race-ethnicity
2021,08,07850,1,white,1624.4440146973504,race-ethnicity
2021,08,07850,NA,black,NA,race-ethnicity
2021,08,07850,1,asian_other,325.99837000814995,race-ethnicity
2021,08,07850,1,hispanic,3203.203203203203,race-ethnicity
2021,08,12815,1,all,387.22168441432723,race-ethnicity
2021,08,12815,1,white,402.18624316799014,race-ethnicity
2021,08,12815,1,black,2093.0232558139533,race-ethnicity
2021,08,12815,1,asian_other,0,race-ethnicity
2021,08,12815,1,hispanic,406.77966101694915,race-ethnicity
2021,08,16000,1,all,1280.1173266289545,race-ethnicity
2021,08,16000,1,white,1346.4686081343998,race-ethnicity
2021,08,16000,1,black,6485.8490566037735,race-ethnicity
2021,08,16000,1,asian_other,78.09449433814916,race-ethnicity
2021,08,16000,1,hispanic,1138.2901428917412,race-ethnicity
2021,08,20000,2,all,1150.2307297897794,race-ethnicity
2021,08,20000,2,white,1376.0735608697041,race-ethnicity
2021,08,20000,2,black,3203.3426183844012,race-ethnicity
2021,08,20000,2,asian_other,59.973012144534955,race-ethnicity
2021,08,20000,2,hispanic,938.9671361502348,race-ethnicity
2021,08,27425,1,all,1504.9448186899813,race-ethnicity
2021,08,27425,1,white,1691.255847427132,race-ethnicity
2021,08,27425,1,black,14393.939393939396,race-ethnicity
2021,08,27425,1,asian_other,110.86474501108647,race-ethnicity
2021,08,27425,1,hispanic,2356.020942408377,race-ethnicity
2021,08,32155,1,all,2866.8879056047194,race-ethnicity
2021,08,32155,1,white,3650.7153428712386,race-ethnicity
2021,08,32155,1,black,2464.065708418891,race-ethnicity
2021,08,32155,1,asian_other,133.15579227696406,race-ethnicity
2021,08,32155,1,hispanic,16.46090534979424,race-ethnicity
2021,08,43000,1,all,3702.5189924030387,race-ethnicity
2021,08,43000,1,white,4196.316450397656,race-ethnicity
2021,08,43000,1,black,40625,race-ethnicity
2021,08,43000,1,asian_other,354.4842254519674,race-ethnicity
2021,08,43000,1,hispanic,4644.088420198743,race-ethnicity
2021,08,45970,1,all,1967.8826696370554,race-ethnicity
2021,08,45970,1,white,2348.099733720649,race-ethnicity
2021,08,45970,1,black,17171.71717171717,race-ethnicity
2021,08,45970,1,asian_other,41.459369817578775,race-ethnicity
2021,08,45970,1,hispanic,1682.6923076923076,race-ethnicity
2021,08,46465,1,all,4087.3460246360587,race-ethnicity
2021,08,46465,1,white,4468.911917098446,race-ethnicity
2021,08,46465,1,black,16049.382716049382,race-ethnicity
2021,08,46465,1,asian_other,338.21871476888384,race-ethnicity
2021,08,46465,1,hispanic,4729.34472934473,race-ethnicity
2021,08,62000,2,all,297.6972244111724,race-ethnicity
2021,08,62000,2,white,420.16806722689074,race-ethnicity
2021,08,62000,2,black,510.204081632653,race-ethnicity
2021,08,62000,2,asian_other,0,race-ethnicity
2021,08,62000,2,hispanic,395.2011291460833,race-ethnicity
2021,08,77290,1,all,2813.586520460016,race-ethnicity
2021,08,77290,1,white,3645.116918844567,race-ethnicity
2021,08,77290,1,black,30370.37037037037,race-ethnicity
2021,08,77290,1,asian_other,146.14541468761416,race-ethnicity
2021,08,77290,1,hispanic,3778.6774628879893,race-ethnicity
2021,08,83835,1,all,1650.8573513316308,race-ethnicity
2021,08,83835,1,white,1967.578270016087,race-ethnicity
2021,08,83835,1,black,8333.333333333332,race-ethnicity
2021,08,83835,1,asian_other,186.6368047779022,race-ethnicity
2021,08,83835,1,hispanic,1974.3863393810034,race-ethnicity
2021,09,08000,1,all,919.3117584943165,race-ethnicity
2021,09,08000,1,white,1152.3046092184368,race-ethnicity
2021,09,08000,1,black,1479.3882978723404,race-ethnicity
2021,09,08000,1,asian_other,0,race-ethnicity
2021,09,08000,1,hispanic,0,race-ethnicity
2021,09,18430,1,all,1424.2780608911537,race-ethnicity
2021,09,18430,1,white,2356.020942408377,race-ethnicity
2021,09,18430,1,black,2863.68843069874,race-ethnicity
2021,09,18430,1,asian_other,0,race-ethnicity
2021,09,18430,1,hispanic,0,race-ethnicity
2021,09,37000,1,all,127.80033077732672,race-ethnicity
2021,09,37000,1,white,322.0035778175313,race-ethnicity
2021,09,37000,1,black,174.86338797814207,race-ethnicity
2021,09,37000,1,asian_other,0,race-ethnicity
2021,09,37000,1,hispanic,101.34279199391943,race-ethnicity
2021,09,52000,2,all,1897.4099992785514,race-ethnicity
2021,09,52000,2,white,1821.103374397429,race-ethnicity
2021,09,52000,2,black,3323.1083844580776,race-ethnicity
2021,09,52000,2,asian_other,0,race-ethnicity
2021,09,52000,2,hispanic,639.1818472355385,race-ethnicity
2021,09,55990,1,all,782.2356800403735,race-ethnicity
2021,09,55990,1,white,638.433709299851,race-ethnicity
2021,09,55990,1,black,1818.181818181818,race-ethnicity
2021,09,55990,1,asian_other,166.9449081803005,race-ethnicity
2021,09,55990,1,hispanic,1043.8413361169103,race-ethnicity
2021,09,73000,1,all,1263.30362550835,race-ethnicity
2021,09,73000,1,white,1198.5688729874776,race-ethnicity
2021,09,73000,1,black,4370.327774583094,race-ethnicity
2021,09,73000,1,asian_other,70.95553453169347,race-ethnicity
2021,09,73000,1,hispanic,1168.5393258426966,race-ethnicity
2021,09,80000,1,all,3023.4774322099975,race-ethnicity
2021,09,80000,1,white,2836.3765289842227,race-ethnicity
2021,09,80000,1,black,7455.960671855796,race-ethnicity
2021,09,80000,1,asian_other,57.78676683039584,race-ethnicity
2021,09,80000,1,hispanic,0,race-ethnicity
2021,11,50000,2,all,1046.9198850941589,race-ethnicity
2021,11,50000,2,white,124.3008079552517,race-ethnicity
2021,11,50000,2,black,1652.2587841606244,race-ethnicity
2021,11,50000,2,asian_other,0,race-ethnicity
2021,11,50000,2,hispanic,252.59239563945758,race-ethnicity
2021,12,07300,NA,all,NA,race-ethnicity
2021,12,07300,NA,white,NA,race-ethnicity
2021,12,07300,NA,black,NA,race-ethnicity
2021,12,07300,NA,asian_other,NA,race-ethnicity
2021,12,07300,NA,hispanic,NA,race-ethnicity
2021,12,07875,NA,all,NA,race-ethnicity
2021,12,07875,NA,white,NA,race-ethnicity
2021,12,07875,NA,black,NA,race-ethnicity
2021,12,07875,NA,asian_other,NA,race-ethnicity
2021,12,07875,NA,hispanic,NA,race-ethnicity
2021,12,10275,NA,all,NA,race-ethnicity
2021,12,10275,NA,white,NA,race-ethnicity
2021,12,10275,NA,black,NA,race-ethnicity
2021,12,10275,NA,asian_other,NA,race-ethnicity
2021,12,10275,NA,hispanic,NA,race-ethnicity
2021,12,12875,NA,all,NA,race-ethnicity
2021,12,12875,NA,white,NA,race-ethnicity
2021,12,12875,NA,black,NA,race-ethnicity
2021,12,12875,NA,asian_other,NA,race-ethnicity
2021,12,12875,NA,hispanic,NA,race-ethnicity
2021,12,14400,NA,all,NA,race-ethnicity
2021,12,14400,NA,white,NA,race-ethnicity
2021,12,14400,NA,black,NA,race-ethnicity
2021,12,14400,NA,asian_other,NA,race-ethnicity
2021,12,14400,NA,hispanic,NA,race-ethnicity
2021,12,16475,NA,all,NA,race-ethnicity
2021,12,16475,NA,white,NA,race-ethnicity
2021,12,16475,NA,black,NA,race-ethnicity
2021,12,16475,NA,asian_other,NA,race-ethnicity
2021,12,16475,NA,hispanic,NA,race-ethnicity
2021,12,16725,NA,all,NA,race-ethnicity
2021,12,16725,NA,white,NA,race-ethnicity
2021,12,16725,NA,black,NA,race-ethnicity
2021,12,16725,NA,asian_other,NA,race-ethnicity
2021,12,16725,NA,hispanic,NA,race-ethnicity
2021,12,17200,NA,all,NA,race-ethnicity
2021,12,17200,NA,white,NA,race-ethnicity
2021,12,17200,NA,black,NA,race-ethnicity
2021,12,17200,NA,asian_other,NA,race-ethnicity
2021,12,17200,NA,hispanic,NA,race-ethnicity
2021,12,17935,NA,all,NA,race-ethnicity
2021,12,17935,NA,white,NA,race-ethnicity
2021,12,17935,NA,black,NA,race-ethnicity
2021,12,17935,NA,asian_other,NA,race-ethnicity
2021,12,17935,NA,hispanic,NA,race-ethnicity
2021,12,24000,NA,all,NA,race-ethnicity
2021,12,24000,NA,white,NA,race-ethnicity
2021,12,24000,NA,black,NA,race-ethnicity
2021,12,24000,NA,asian_other,NA,race-ethnicity
2021,12,24000,NA,hispanic,NA,race-ethnicity
2021,12,24125,NA,all,NA,race-ethnicity
2021,12,24125,NA,white,NA,race-ethnicity
2021,12,24125,NA,black,NA,race-ethnicity
2021,12,24125,NA,asian_other,NA,race-ethnicity
2021,12,24125,NA,hispanic,NA,race-ethnicity
2021,12,25175,NA,all,NA,race-ethnicity
2021,12,25175,NA,white,NA,race-ethnicity
2021,12,25175,NA,black,NA,race-ethnicity
2021,12,25175,NA,asian_other,NA,race-ethnicity
2021,12,25175,NA,hispanic,NA,race-ethnicity
2021,12,30000,NA,all,NA,race-ethnicity
2021,12,30000,NA,white,NA,race-ethnicity
2021,12,30000,NA,black,NA,race-ethnicity
2021,12,30000,NA,asian_other,NA,race-ethnicity
2021,12,30000,NA,hispanic,NA,race-ethnicity
2021,12,32000,3,all,117.46821448313986,race-ethnicity
2021,12,32000,3,white,96.78199854827002,race-ethnicity
2021,12,32000,3,black,32.59452411994785,race-ethnicity
2021,12,32000,3,asian_other,254.93945188017844,race-ethnicity
2021,12,32000,3,hispanic,80.45052292839902,race-ethnicity
2021,12,32275,NA,all,NA,race-ethnicity
2021,12,32275,NA,white,NA,race-ethnicity
2021,12,32275,NA,black,NA,race-ethnicity
2021,12,32275,NA,asian_other,NA,race-ethnicity
2021,12,32275,NA,hispanic,NA,race-ethnicity
2021,12,35000,NA,all,NA,race-ethnicity
2021,12,35000,NA,white,NA,race-ethnicity
2021,12,35000,NA,black,NA,race-ethnicity
2021,12,35000,NA,asian_other,NA,race-ethnicity
2021,12,35000,NA,hispanic,NA,race-ethnicity
2021,12,36950,NA,all,NA,race-ethnicity
2021,12,36950,NA,white,NA,race-ethnicity
2021,12,36950,NA,black,NA,race-ethnicity
2021,12,36950,NA,asian_other,NA,race-ethnicity
2021,12,36950,NA,hispanic,NA,race-ethnicity
2021,12,38250,NA,all,NA,race-ethnicity
2021,12,38250,NA,white,NA,race-ethnicity
2021,12,38250,NA,black,NA,race-ethnicity
2021,12,38250,NA,asian_other,NA,race-ethnicity
2021,12,38250,NA,hispanic,NA,race-ethnicity
2021,12,39425,NA,all,NA,race-ethnicity
2021,12,39425,NA,white,NA,race-ethnicity
2021,12,39425,NA,black,NA,race-ethnicity
2021,12,39425,NA,asian_other,NA,race-ethnicity
2021,12,39425,NA,hispanic,NA,race-ethnicity
2021,12,43975,NA,all,NA,race-ethnicity
2021,12,43975,NA,white,NA,race-ethnicity
2021,12,43975,NA,black,NA,race-ethnicity
2021,12,43975,NA,asian_other,NA,race-ethnicity
2021,12,43975,NA,hispanic,NA,race-ethnicity
2021,12,45000,3,all,3.280624630929729,race-ethnicity
2021,12,45000,3,white,0,race-ethnicity
2021,12,45000,3,black,15.659254619480114,race-ethnicity
2021,12,45000,3,asian_other,0,race-ethnicity
2021,12,45000,3,hispanic,0,race-ethnicity
2021,12,45025,NA,all,NA,race-ethnicity
2021,12,45025,NA,white,NA,race-ethnicity
2021,12,45025,NA,black,NA,race-ethnicity
2021,12,45025,NA,asian_other,NA,race-ethnicity
2021,12,45025,NA,hispanic,NA,race-ethnicity
2021,12,45060,NA,all,NA,race-ethnicity
2021,12,45060,NA,white,NA,race-ethnicity
2021,12,45060,NA,black,NA,race-ethnicity
2021,12,45060,NA,asian_other,NA,race-ethnicity
2021,12,45060,NA,hispanic,NA,race-ethnicity
2021,12,45975,NA,all,NA,race-ethnicity
2021,12,45975,NA,white,NA,race-ethnicity
2021,12,45975,NA,black,NA,race-ethnicity
2021,12,45975,NA,asian_other,NA,race-ethnicity
2021,12,45975,NA,hispanic,NA,race-ethnicity
2021,12,49675,NA,all,NA,race-ethnicity
2021,12,49675,NA,white,NA,race-ethnicity
2021,12,49675,NA,black,NA,race-ethnicity
2021,12,49675,NA,asian_other,NA,race-ethnicity
2021,12,49675,NA,hispanic,NA,race-ethnicity
2021,12,53000,NA,all,NA,race-ethnicity
2021,12,53000,NA,white,NA,race-ethnicity
2021,12,53000,NA,black,NA,race-ethnicity
2021,12,53000,NA,asian_other,NA,race-ethnicity
2021,12,53000,NA,hispanic,NA,race-ethnicity
2021,12,54000,NA,all,NA,race-ethnicity
2021,12,54000,NA,white,NA,race-ethnicity
2021,12,54000,NA,black,NA,race-ethnicity
2021,12,54000,NA,asian_other,NA,race-ethnicity
2021,12,54000,NA,hispanic,NA,race-ethnicity
2021,12,54200,NA,all,NA,race-ethnicity
2021,12,54200,NA,white,NA,race-ethnicity
2021,12,54200,NA,black,NA,race-ethnicity
2021,12,54200,NA,asian_other,NA,race-ethnicity
2021,12,54200,NA,hispanic,NA,race-ethnicity
2021,12,55775,NA,all,NA,race-ethnicity
2021,12,55775,NA,white,NA,race-ethnicity
2021,12,55775,NA,black,NA,race-ethnicity
2021,12,55775,NA,asian_other,NA,race-ethnicity
2021,12,55775,NA,hispanic,NA,race-ethnicity
2021,12,57425,NA,all,NA,race-ethnicity
2021,12,57425,NA,white,NA,race-ethnicity
2021,12,57425,NA,black,NA,race-ethnicity
2021,12,57425,NA,asian_other,NA,race-ethnicity
2021,12,57425,NA,hispanic,NA,race-ethnicity
2021,12,58050,NA,all,NA,race-ethnicity
2021,12,58050,NA,white,NA,race-ethnicity
2021,12,58050,NA,black,NA,race-ethnicity
2021,12,58050,NA,asian_other,NA,race-ethnicity
2021,12,58050,NA,hispanic,NA,race-ethnicity
2021,12,58715,NA,all,NA,race-ethnicity
2021,12,58715,NA,white,NA,race-ethnicity
2021,12,58715,NA,black,NA,race-ethnicity
2021,12,58715,NA,asian_other,NA,race-ethnicity
2021,12,58715,NA,hispanic,NA,race-ethnicity
2021,12,63000,NA,all,NA,race-ethnicity
2021,12,63000,NA,white,NA,race-ethnicity
2021,12,63000,NA,black,NA,race-ethnicity
2021,12,63000,NA,asian_other,NA,race-ethnicity
2021,12,63000,NA,hispanic,NA,race-ethnicity
2021,12,69700,NA,all,NA,race-ethnicity
2021,12,69700,NA,white,NA,race-ethnicity
2021,12,69700,NA,black,NA,race-ethnicity
2021,12,69700,NA,asian_other,NA,race-ethnicity
2021,12,69700,NA,hispanic,NA,race-ethnicity
2021,12,70600,NA,all,NA,race-ethnicity
2021,12,70600,NA,white,NA,race-ethnicity
2021,12,70600,NA,black,NA,race-ethnicity
2021,12,70600,NA,asian_other,NA,race-ethnicity
2021,12,70600,NA,hispanic,NA,race-ethnicity
2021,12,71000,NA,all,NA,race-ethnicity
2021,12,71000,NA,white,NA,race-ethnicity
2021,12,71000,NA,black,NA,race-ethnicity
2021,12,71000,NA,asian_other,NA,race-ethnicity
2021,12,71000,NA,hispanic,NA,race-ethnicity
2021,12,76600,NA,all,NA,race-ethnicity
2021,12,76600,NA,white,NA,race-ethnicity
2021,12,76600,NA,black,NA,race-ethnicity
2021,12,76600,NA,asian_other,NA,race-ethnicity
2021,12,76600,NA,hispanic,NA,race-ethnicity
2021,13,03440,NA,all,NA,race-ethnicity
2021,13,03440,NA,white,NA,race-ethnicity
2021,13,03440,NA,black,NA,race-ethnicity
2021,13,03440,NA,asian_other,NA,race-ethnicity
2021,13,03440,NA,hispanic,NA,race-ethnicity
2021,13,04000,2,all,2364.514504133456,race-ethnicity
2021,13,04000,2,white,742.8807263722658,race-ethnicity
2021,13,04000,2,black,3358.5064965523716,race-ethnicity
2021,13,04000,2,asian_other,146.09203798392988,race-ethnicity
2021,13,04000,2,hispanic,3384.7980997624704,race-ethnicity
2021,13,04204,3,all,341.93191532156686,race-ethnicity
2021,13,04204,3,white,271.4554186677803,race-ethnicity
2021,13,04204,3,black,420.07001166861147,race-ethnicity
2021,13,04204,3,asian_other,44.58314757021846,race-ethnicity
2021,13,04204,3,hispanic,0,race-ethnicity
2021,13,19000,2,all,212.60234314922874,race-ethnicity
2021,13,19000,2,white,181.4176493456006,race-ethnicity
2021,13,19000,2,black,322.95948326482676,race-ethnicity
2021,13,19000,2,asian_other,0,race-ethnicity
2021,13,19000,2,hispanic,0,race-ethnicity
2021,13,42425,1,all,218.7447417129396,race-ethnicity
2021,13,42425,1,white,316.1222339304531,race-ethnicity
2021,13,42425,1,black,529.450694904037,race-ethnicity
2021,13,42425,1,asian_other,0,race-ethnicity
2021,13,42425,1,hispanic,190.11406844106463,race-ethnicity
2021,13,49008,3,all,0,race-ethnicity
2021,13,49008,3,white,0,race-ethnicity
2021,13,49008,3,black,0,race-ethnicity
2021,13,49008,3,asian_other,0,race-ethnicity
2021,13,49008,3,hispanic,0,race-ethnicity
2021,13,67284,1,all,271.8062762540153,race-ethnicity
2021,13,67284,1,white,249.75024975024974,race-ethnicity
2021,13,67284,1,black,866.6666666666666,race-ethnicity
2021,13,67284,1,asian_other,0,race-ethnicity
2021,13,67284,1,hispanic,176.00469345849223,race-ethnicity
2021,13,68516,1,all,536.78560151563,race-ethnicity
2021,13,68516,1,white,610.7360977177756,race-ethnicity
2021,13,68516,1,black,709.2198581560284,race-ethnicity
2021,13,68516,1,asian_other,0,race-ethnicity
2021,13,68516,1,hispanic,482.8326180257511,race-ethnicity
2021,13,69000,NA,all,NA,race-ethnicity
