year,state,place,juv_arrest_rate_quality,subgroup,juv_arrest_rate,subgroup_type
2021,05,35710,1,all,2233.192289609779,race-ethnicity
2021,05,35710,1,white,960.3596240294238,race-ethnicity
2021,05,35710,1,black,5648.369132856006,race-ethnicity
2021,05,35710,1,asian_other,0,race-ethnicity
2021,05,35710,1,hispanic,731.7073170731708,race-ethnicity
2021,05,41000,1,all,2642.09057221233,race-ethnicity
2021,05,41000,1,white,594.500866980431,race-ethnicity
2021,05,41000,1,black,5150.571131879543,race-ethnicity
2021,05,41000,1,asian_other,32.520325203252035,race-ethnicity
2021,05,41000,1,hispanic,1058.66784296427,race-ethnicity
2021,05,66080,1,all,3746.7152665932012,race-ethnicity
2021,05,66080,1,white,5965.909090909091,race-ethnicity
2021,05,66080,1,black,15306.122448979591,race-ethnicity
2021,05,66080,1,asian_other,1172.7257497068185,race-ethnicity
2021,05,66080,1,hispanic,3792.347884712624,race-ethnicity
2021,06,00562,NA,all,NA,race-ethnicity
2021,06,00562,NA,white,NA,race-ethnicity
2021,06,00562,NA,black,NA,race-ethnicity
2021,06,00562,NA,asian_other,NA,race-ethnicity
2021,06,00562,NA,hispanic,NA,race-ethnicity
2021,06,00884,NA,all,NA,race-ethnicity
2021,06,00884,NA,white,NA,race-ethnicity
2021,06,00884,NA,black,NA,race-ethnicity
2021,06,00884,NA,asian_other,NA,race-ethnicity
2021,06,00884,NA,hispanic,NA,race-ethnicity
2021,06,02000,NA,all,NA,race-ethnicity
2021,06,02000,NA,white,NA,race-ethnicity
2021,06,02000,NA,black,NA,race-ethnicity
2021,06,02000,NA,asian_other,NA,race-ethnicity
2021,06,02000,NA,hispanic,NA,race-ethnicity
2021,06,02252,NA,all,NA,race-ethnicity
2021,06,02252,NA,white,NA,race-ethnicity
2021,06,02252,NA,black,NA,race-ethnicity
2021,06,02252,NA,asian_other,NA,race-ethnicity
2021,06,02252,NA,hispanic,NA,race-ethnicity
2021,06,02364,NA,all,NA,race-ethnicity
2021,06,02364,NA,white,NA,race-ethnicity
2021,06,02364,NA,black,NA,race-ethnicity
2021,06,02364,NA,asian_other,NA,race-ethnicity
2021,06,02364,NA,hispanic,NA,race-ethnicity
2021,06,03526,NA,all,NA,race-ethnicity
2021,06,03526,NA,white,NA,race-ethnicity
2021,06,03526,NA,black,NA,race-ethnicity
2021,06,03526,NA,asian_other,NA,race-ethnicity
2021,06,03526,NA,hispanic,NA,race-ethnicity
2021,06,04982,NA,all,NA,race-ethnicity
2021,06,04982,NA,white,NA,race-ethnicity
2021,06,04982,NA,black,NA,race-ethnicity
2021,06,04982,NA,asian_other,NA,race-ethnicity
2021,06,04982,NA,hispanic,NA,race-ethnicity
2021,06,06000,NA,all,NA,race-ethnicity
2021,06,06000,NA,white,NA,race-ethnicity
2021,06,06000,NA,black,NA,race-ethnicity
2021,06,06000,NA,asian_other,NA,race-ethnicity
2021,06,06000,NA,hispanic,NA,race-ethnicity
2021,06,08786,NA,all,NA,race-ethnicity
2021,06,08786,NA,white,NA,race-ethnicity
2021,06,08786,NA,black,NA,race-ethnicity
2021,06,08786,NA,asian_other,NA,race-ethnicity
2021,06,08786,NA,hispanic,NA,race-ethnicity
2021,06,08954,NA,all,NA,race-ethnicity
2021,06,08954,NA,white,NA,race-ethnicity
2021,06,08954,NA,black,NA,race-ethnicity
2021,06,08954,NA,asian_other,NA,race-ethnicity
2021,06,08954,NA,hispanic,NA,race-ethnicity
2021,06,11194,1,all,2255.123723353211,race-ethnicity
2021,06,11194,1,white,2765.4524816840367,race-ethnicity
2021,06,11194,1,black,35000,race-ethnicity
2021,06,11194,1,asian_other,291.78824510212587,race-ethnicity
2021,06,11194,1,hispanic,0,race-ethnicity
2021,06,11530,NA,all,NA,race-ethnicity
2021,06,11530,NA,white,NA,race-ethnicity
2021,06,11530,NA,black,NA,race-ethnicity
2021,06,11530,NA,asian_other,NA,race-ethnicity
2021,06,11530,NA,hispanic,NA,race-ethnicity
2021,06,13014,NA,all,NA,race-ethnicity
2021,06,13014,NA,white,NA,race-ethnicity
2021,06,13014,NA,black,NA,race-ethnicity
2021,06,13014,NA,asian_other,NA,race-ethnicity
2021,06,13014,NA,hispanic,NA,race-ethnicity
2021,06,13210,NA,all,NA,race-ethnicity
2021,06,13210,NA,white,NA,race-ethnicity
2021,06,13210,NA,black,NA,race-ethnicity
2021,06,13210,NA,asian_other,NA,race-ethnicity
2021,06,13210,NA,hispanic,NA,race-ethnicity
2021,06,13214,NA,all,NA,race-ethnicity
2021,06,13214,NA,white,NA,race-ethnicity
2021,06,13214,NA,black,NA,race-ethnicity
2021,06,13214,NA,asian_other,NA,race-ethnicity
2021,06,13214,NA,hispanic,NA,race-ethnicity
2021,06,13392,1,all,1418.0461789820895,race-ethnicity
2021,06,13392,1,white,2319.554230918751,race-ethnicity
2021,06,13392,1,black,3470.715835140998,race-ethnicity
2021,06,13392,1,asian_other,166.4319549353476,race-ethnicity
2021,06,13392,1,hispanic,0,race-ethnicity
2021,06,13588,NA,all,NA,race-ethnicity
2021,06,13588,NA,white,NA,race-ethnicity
2021,06,13588,NA,black,NA,race-ethnicity
2021,06,13588,NA,asian_other,NA,race-ethnicity
2021,06,13588,NA,hispanic,NA,race-ethnicity
2021,06,14218,NA,all,NA,race-ethnicity
2021,06,14218,NA,white,NA,race-ethnicity
2021,06,14218,NA,black,NA,race-ethnicity
2021,06,14218,NA,asian_other,NA,race-ethnicity
2021,06,14218,NA,hispanic,NA,race-ethnicity
2021,06,15044,NA,all,NA,race-ethnicity
2021,06,15044,NA,white,NA,race-ethnicity
2021,06,15044,NA,black,NA,race-ethnicity
2021,06,15044,NA,asian_other,NA,race-ethnicity
2021,06,15044,NA,hispanic,NA,race-ethnicity
2021,06,16000,NA,all,NA,race-ethnicity
2021,06,16000,NA,white,NA,race-ethnicity
2021,06,16000,NA,black,NA,race-ethnicity
2021,06,16000,NA,asian_other,NA,race-ethnicity
2021,06,16000,NA,hispanic,NA,race-ethnicity
2021,06,16350,NA,all,NA,race-ethnicity
2021,06,16350,NA,white,NA,race-ethnicity
2021,06,16350,NA,black,NA,race-ethnicity
2021,06,16350,NA,asian_other,NA,race-ethnicity
2021,06,16350,NA,hispanic,NA,race-ethnicity
2021,06,16532,NA,all,NA,race-ethnicity
2021,06,16532,NA,white,NA,race-ethnicity
2021,06,16532,NA,black,NA,race-ethnicity
2021,06,16532,NA,asian_other,NA,race-ethnicity
2021,06,16532,NA,hispanic,NA,race-ethnicity
2021,06,17918,NA,all,NA,race-ethnicity
2021,06,17918,NA,white,NA,race-ethnicity
2021,06,17918,NA,black,NA,race-ethnicity
2021,06,17918,NA,asian_other,NA,race-ethnicity
2021,06,17918,NA,hispanic,NA,race-ethnicity
2021,06,19766,NA,all,NA,race-ethnicity
2021,06,19766,NA,white,NA,race-ethnicity
2021,06,19766,NA,black,NA,race-ethnicity
2021,06,19766,NA,asian_other,NA,race-ethnicity
2021,06,19766,NA,hispanic,NA,race-ethnicity
2021,06,21712,1,all,1478.7581699346404,race-ethnicity
2021,06,21712,1,white,1708.5839256424276,race-ethnicity
2021,06,21712,1,black,3305.785123966942,race-ethnicity
2021,06,21712,1,asian_other,230.4147465437788,race-ethnicity
2021,06,21712,1,hispanic,22.558087074216107,race-ethnicity
2021,06,22020,NA,all,NA,race-ethnicity
2021,06,22020,NA,white,NA,race-ethnicity
2021,06,22020,NA,black,NA,race-ethnicity
2021,06,22020,NA,asian_other,NA,race-ethnicity
2021,06,22020,NA,hispanic,NA,race-ethnicity
2021,06,22230,NA,all,NA,race-ethnicity
2021,06,22230,NA,white,NA,race-ethnicity
2021,06,22230,NA,black,NA,race-ethnicity
2021,06,22230,NA,asian_other,NA,race-ethnicity
2021,06,22230,NA,hispanic,NA,race-ethnicity
2021,06,22804,1,all,1361.68625256482,race-ethnicity
2021,06,22804,1,white,2381.5055762081784,race-ethnicity
2021,06,22804,1,black,6077.348066298342,race-ethnicity
2021,06,22804,1,asian_other,13.709898546750754,race-ethnicity
2021,06,22804,1,hispanic,0,race-ethnicity
2021,06,23182,NA,all,NA,race-ethnicity
2021,06,23182,NA,white,NA,race-ethnicity
2021,06,23182,NA,black,NA,race-ethnicity
2021,06,23182,NA,asian_other,NA,race-ethnicity
2021,06,23182,NA,hispanic,NA,race-ethnicity
2021,06,24638,NA,all,NA,race-ethnicity
2021,06,24638,NA,white,NA,race-ethnicity
2021,06,24638,NA,black,NA,race-ethnicity
2021,06,24638,NA,asian_other,NA,race-ethnicity
2021,06,24638,NA,hispanic,NA,race-ethnicity
2021,06,24680,NA,all,NA,race-ethnicity
2021,06,24680,NA,white,NA,race-ethnicity
2021,06,24680,NA,black,NA,race-ethnicity
2021,06,24680,NA,asian_other,NA,race-ethnicity
2021,06,24680,NA,hispanic,NA,race-ethnicity
2021,06,26000,NA,all,NA,race-ethnicity
2021,06,26000,NA,white,NA,race-ethnicity
2021,06,26000,NA,black,NA,race-ethnicity
2021,06,26000,NA,asian_other,NA,race-ethnicity
2021,06,26000,NA,hispanic,NA,race-ethnicity
2021,06,27000,NA,all,NA,race-ethnicity
2021,06,27000,NA,white,NA,race-ethnicity
2021,06,27000,NA,black,NA,race-ethnicity
2021,06,27000,NA,asian_other,NA,race-ethnicity
2021,06,27000,NA,hispanic,NA,race-ethnicity
2021,06,28000,NA,all,NA,race-ethnicity
2021,06,28000,NA,white,NA,race-ethnicity
2021,06,28000,NA,black,NA,race-ethnicity
2021,06,28000,NA,asian_other,NA,race-ethnicity
2021,06,28000,NA,hispanic,NA,race-ethnicity
2021,06,29000,NA,all,NA,race-ethnicity
2021,06,29000,NA,white,NA,race-ethnicity
2021,06,29000,NA,black,NA,race-ethnicity
2021,06,29000,NA,asian_other,NA,race-ethnicity
2021,06,29000,NA,hispanic,NA,race-ethnicity
2021,06,30000,NA,all,NA,race-ethnicity
2021,06,30000,NA,white,NA,race-ethnicity
2021,06,30000,NA,black,NA,race-ethnicity
2021,06,30000,NA,asian_other,NA,race-ethnicity
2021,06,30000,NA,hispanic,NA,race-ethnicity
2021,06,32548,NA,all,NA,race-ethnicity
2021,06,32548,NA,white,NA,race-ethnicity
2021,06,32548,NA,black,NA,race-ethnicity
2021,06,32548,NA,asian_other,NA,race-ethnicity
2021,06,32548,NA,hispanic,NA,race-ethnicity
2021,06,33000,NA,all,NA,race-ethnicity
2021,06,33000,NA,white,NA,race-ethnicity
2021,06,33000,NA,black,NA,race-ethnicity
2021,06,33000,NA,asian_other,NA,race-ethnicity
2021,06,33000,NA,hispanic,NA,race-ethnicity
2021,06,33182,NA,all,NA,race-ethnicity
2021,06,33182,NA,white,NA,race-ethnicity
2021,06,33182,NA,black,NA,race-ethnicity
2021,06,33182,NA,asian_other,NA,race-ethnicity
2021,06,33182,NA,hispanic,NA,race-ethnicity
2021,06,33434,NA,all,NA,race-ethnicity
2021,06,33434,NA,white,NA,race-ethnicity
2021,06,33434,NA,black,NA,race-ethnicity
2021,06,33434,NA,asian_other,NA,race-ethnicity
2021,06,33434,NA,hispanic,NA,race-ethnicity
2021,06,36000,NA,all,NA,race-ethnicity
2021,06,36000,NA,white,NA,race-ethnicity
2021,06,36000,NA,black,NA,race-ethnicity
2021,06,36000,NA,asian_other,NA,race-ethnicity
2021,06,36000,NA,hispanic,NA,race-ethnicity
2021,06,36448,NA,all,NA,race-ethnicity
2021,06,36448,NA,white,NA,race-ethnicity
2021,06,36448,NA,black,NA,race-ethnicity
2021,06,36448,NA,asian_other,NA,race-ethnicity
2021,06,36448,NA,hispanic,NA,race-ethnicity
2021,06,36546,NA,all,NA,race-ethnicity
2021,06,36546,NA,white,NA,race-ethnicity
2021,06,36546,NA,black,NA,race-ethnicity
2021,06,36546,NA,asian_other,NA,race-ethnicity
2021,06,36546,NA,hispanic,NA,race-ethnicity
2021,06,36770,NA,all,NA,race-ethnicity
2021,06,36770,NA,white,NA,race-ethnicity
2021,06,36770,NA,black,NA,race-ethnicity
2021,06,36770,NA,asian_other,NA,race-ethnicity
2021,06,36770,NA,hispanic,NA,race-ethnicity
2021,06,37692,NA,all,NA,race-ethnicity
2021,06,37692,NA,white,NA,race-ethnicity
2021,06,37692,NA,black,NA,race-ethnicity
2021,06,37692,NA,asian_other,NA,race-ethnicity
2021,06,37692,NA,hispanic,NA,race-ethnicity
2021,06,39496,NA,all,NA,race-ethnicity
2021,06,39496,NA,white,NA,race-ethnicity
2021,06,39496,NA,black,NA,race-ethnicity
2021,06,39496,NA,asian_other,NA,race-ethnicity
2021,06,39496,NA,hispanic,NA,race-ethnicity
2021,06,39892,NA,all,NA,race-ethnicity
2021,06,39892,NA,white,NA,race-ethnicity
2021,06,39892,NA,black,NA,race-ethnicity
2021,06,39892,NA,asian_other,NA,race-ethnicity
2021,06,39892,NA,hispanic,NA,race-ethnicity
2021,06,40130,NA,all,NA,race-ethnicity
2021,06,40130,NA,white,NA,race-ethnicity
2021,06,40130,NA,black,NA,race-ethnicity
2021,06,40130,NA,asian_other,NA,race-ethnicity
2021,06,40130,NA,hispanic,NA,race-ethnicity
2021,06,41992,NA,all,NA,race-ethnicity
2021,06,41992,NA,white,NA,race-ethnicity
2021,06,41992,NA,black,NA,race-ethnicity
2021,06,41992,NA,asian_other,NA,race-ethnicity
2021,06,41992,NA,hispanic,NA,race-ethnicity
2021,06,43000,NA,all,NA,race-ethnicity
2021,06,43000,NA,white,NA,race-ethnicity
2021,06,43000,NA,black,NA,race-ethnicity
2021,06,43000,NA,asian_other,NA,race-ethnicity
2021,06,43000,NA,hispanic,NA,race-ethnicity
2021,06,44000,NA,all,NA,race-ethnicity
2021,06,44000,NA,white,NA,race-ethnicity
2021,06,44000,NA,black,NA,race-ethnicity
2021,06,44000,NA,asian_other,NA,race-ethnicity
2021,06,44000,NA,hispanic,NA,race-ethnicity
2021,06,45484,NA,all,NA,race-ethnicity
2021,06,45484,NA,white,NA,race-ethnicity
2021,06,45484,NA,black,NA,race-ethnicity
2021,06,45484,NA,asian_other,NA,race-ethnicity
2021,06,45484,NA,hispanic,NA,race-ethnicity
2021,06,46842,NA,all,NA,race-ethnicity
2021,06,46842,NA,white,NA,race-ethnicity
2021,06,46842,NA,black,NA,race-ethnicity
2021,06,46842,NA,asian_other,NA,race-ethnicity
2021,06,46842,NA,hispanic,NA,race-ethnicity
2021,06,46898,NA,all,NA,race-ethnicity
2021,06,46898,NA,white,NA,race-ethnicity
2021,06,46898,NA,black,NA,race-ethnicity
2021,06,46898,NA,asian_other,NA,race-ethnicity
2021,06,46898,NA,hispanic,NA,race-ethnicity
2021,06,47766,NA,all,NA,race-ethnicity
2021,06,47766,NA,white,NA,race-ethnicity
2021,06,47766,NA,black,NA,race-ethnicity
2021,06,47766,NA,asian_other,NA,race-ethnicity
2021,06,47766,NA,hispanic,NA,race-ethnicity
2021,06,48256,NA,all,NA,race-ethnicity
2021,06,48256,NA,white,NA,race-ethnicity
2021,06,48256,NA,black,NA,race-ethnicity
2021,06,48256,NA,asian_other,NA,race-ethnicity
2021,06,48256,NA,hispanic,NA,race-ethnicity
2021,06,48354,NA,all,NA,race-ethnicity
2021,06,48354,NA,white,NA,race-ethnicity
2021,06,48354,NA,black,NA,race-ethnicity
2021,06,48354,NA,asian_other,NA,race-ethnicity
2021,06,48354,NA,hispanic,NA,race-ethnicity
2021,06,49270,NA,all,NA,race-ethnicity
2021,06,49270,NA,white,NA,race-ethnicity
2021,06,49270,NA,black,NA,race-ethnicity
2021,06,49270,NA,asian_other,NA,race-ethnicity
2021,06,49270,NA,hispanic,NA,race-ethnicity
2021,06,49670,NA,all,NA,race-ethnicity
2021,06,49670,NA,white,NA,race-ethnicity
2021,06,49670,NA,black,NA,race-ethnicity
2021,06,49670,NA,asian_other,NA,race-ethnicity
2021,06,49670,NA,hispanic,NA,race-ethnicity
2021,06,50076,NA,all,NA,race-ethnicity
2021,06,50076,NA,white,NA,race-ethnicity
2021,06,50076,NA,black,NA,race-ethnicity
2021,06,50076,NA,asian_other,NA,race-ethnicity
2021,06,50076,NA,hispanic,NA,race-ethnicity
2021,06,50258,NA,all,NA,race-ethnicity
2021,06,50258,NA,white,NA,race-ethnicity
2021,06,50258,NA,black,NA,race-ethnicity
2021,06,50258,NA,asian_other,NA,race-ethnicity
2021,06,50258,NA,hispanic,NA,race-ethnicity
2021,06,51182,NA,all,NA,race-ethnicity
2021,06,51182,NA,white,NA,race-ethnicity
2021,06,51182,NA,black,NA,race-ethnicity
2021,06,51182,NA,asian_other,NA,race-ethnicity
2021,06,51182,NA,hispanic,NA,race-ethnicity
2021,06,52526,NA,all,NA,race-ethnicity
2021,06,52526,NA,white,NA,race-ethnicity
2021,06,52526,NA,black,NA,race-ethnicity
2021,06,52526,NA,asian_other,NA,race-ethnicity
2021,06,52526,NA,hispanic,NA,race-ethnicity
2021,06,53000,NA,all,NA,race-ethnicity
2021,06,53000,NA,white,NA,race-ethnicity
2021,06,53000,NA,black,NA,race-ethnicity
2021,06,53000,NA,asian_other,NA,race-ethnicity
2021,06,53000,NA,hispanic,NA,race-ethnicity
2021,06,53322,1,all,450.97809534965444,race-ethnicity
2021,06,53322,1,white,784.1800204568701,race-ethnicity
2021,06,53322,1,black,872.4100327153762,race-ethnicity
2021,06,53322,1,asian_other,0,race-ethnicity
2021,06,53322,1,hispanic,0,race-ethnicity
2021,06,53896,NA,all,NA,race-ethnicity
2021,06,53896,NA,white,NA,race-ethnicity
2021,06,53896,NA,black,NA,race-ethnicity
2021,06,53896,NA,asian_other,NA,race-ethnicity
2021,06,53896,NA,hispanic,NA,race-ethnicity
2021,06,53980,NA,all,NA,race-ethnicity
2021,06,53980,NA,white,NA,race-ethnicity
2021,06,53980,NA,black,NA,race-ethnicity
2021,06,53980,NA,asian_other,NA,race-ethnicity
2021,06,53980,NA,hispanic,NA,race-ethnicity
2021,06,54652,NA,all,NA,race-ethnicity
2021,06,54652,NA,white,NA,race-ethnicity
2021,06,54652,NA,black,NA,race-ethnicity
2021,06,54652,NA,asian_other,NA,race-ethnicity
2021,06,54652,NA,hispanic,NA,race-ethnicity
2021,06,55156,NA,all,NA,race-ethnicity
2021,06,55156,NA,white,NA,race-ethnicity
2021,06,55156,NA,black,NA,race-ethnicity
2021,06,55156,NA,asian_other,NA,race-ethnicity
2021,06,55156,NA,hispanic,NA,race-ethnicity
2021,06,56000,NA,all,NA,race-ethnicity
2021,06,56000,NA,white,NA,race-ethnicity
2021,06,56000,NA,black,NA,race-ethnicity
2021,06,56000,NA,asian_other,NA,race-ethnicity
2021,06,56000,NA,hispanic,NA,race-ethnicity
2021,06,56700,NA,all,NA,race-ethnicity
2021,06,56700,NA,white,NA,race-ethnicity
2021,06,56700,NA,black,NA,race-ethnicity
2021,06,56700,NA,asian_other,NA,race-ethnicity
2021,06,56700,NA,hispanic,NA,race-ethnicity
2021,06,57456,NA,all,NA,race-ethnicity
2021,06,57456,NA,white,NA,race-ethnicity
2021,06,57456,NA,black,NA,race-ethnicity
2021,06,57456,NA,asian_other,NA,race-ethnicity
2021,06,57456,NA,hispanic,NA,race-ethnicity
2021,06,57792,NA,all,NA,race-ethnicity
2021,06,57792,NA,white,NA,race-ethnicity
2021,06,57792,NA,black,NA,race-ethnicity
2021,06,57792,NA,asian_other,NA,race-ethnicity
2021,06,57792,NA,hispanic,NA,race-ethnicity
2021,06,58072,NA,all,NA,race-ethnicity
2021,06,58072,NA,white,NA,race-ethnicity
2021,06,58072,NA,black,NA,race-ethnicity
2021,06,58072,NA,asian_other,NA,race-ethnicity
2021,06,58072,NA,hispanic,NA,race-ethnicity
2021,06,59444,NA,all,NA,race-ethnicity
2021,06,59444,NA,white,NA,race-ethnicity
2021,06,59444,NA,black,NA,race-ethnicity
2021,06,59444,NA,asian_other,NA,race-ethnicity
2021,06,59444,NA,hispanic,NA,race-ethnicity
2021,06,59451,NA,all,NA,race-ethnicity
2021,06,59451,NA,white,NA,race-ethnicity
2021,06,59451,NA,black,NA,race-ethnicity
2021,06,59451,NA,asian_other,NA,race-ethnicity
2021,06,59451,NA,hispanic,NA,race-ethnicity
2021,06,59920,NA,all,NA,race-ethnicity
2021,06,59920,NA,white,NA,race-ethnicity
2021,06,59920,NA,black,NA,race-ethnicity
2021,06,59920,NA,asian_other,NA,race-ethnicity
2021,06,59920,NA,hispanic,NA,race-ethnicity
2021,06,60102,NA,all,NA,race-ethnicity
2021,06,60102,NA,white,NA,race-ethnicity
2021,06,60102,NA,black,NA,race-ethnicity
2021,06,60102,NA,asian_other,NA,race-ethnicity
2021,06,60102,NA,hispanic,NA,race-ethnicity
2021,06,60466,NA,all,NA,race-ethnicity
2021,06,60466,NA,white,NA,race-ethnicity
2021,06,60466,NA,black,NA,race-ethnicity
