year,state,county,juv_arrest_rate_quality,subgroup,juv_arrest_rate,subgroup_type
2021,16,039,3,hispanic,813.0081300813009,race-ethnicity
2021,16,041,1,all,570.6134094151213,race-ethnicity
2021,16,041,1,white,616.0164271047228,race-ethnicity
2021,16,041,NA,black,NA,race-ethnicity
2021,16,041,1,asian_other,0,race-ethnicity
2021,16,041,1,hispanic,0,race-ethnicity
2021,16,043,1,all,2845.287492590397,race-ethnicity
2021,16,043,1,white,3083.989501312336,race-ethnicity
2021,16,043,1,black,0,race-ethnicity
2021,16,043,1,asian_other,781.25,race-ethnicity
2021,16,043,1,hispanic,5113.636363636364,race-ethnicity
2021,16,045,1,all,587.7034358047016,race-ethnicity
2021,16,045,1,white,677.9661016949152,race-ethnicity
2021,16,045,NA,black,NA,race-ethnicity
2021,16,045,1,asian_other,0,race-ethnicity
2021,16,045,1,hispanic,0,race-ethnicity
2021,16,047,3,all,241.196333815726,race-ethnicity
2021,16,047,3,white,288.35063437139564,race-ethnicity
2021,16,047,NA,black,NA,race-ethnicity
2021,16,047,3,asian_other,0,race-ethnicity
2021,16,047,3,hispanic,0,race-ethnicity
2021,16,049,3,all,0,race-ethnicity
2021,16,049,3,white,0,race-ethnicity
2021,16,049,NA,black,NA,race-ethnicity
2021,16,049,3,asian_other,0,race-ethnicity
2021,16,049,3,hispanic,0,race-ethnicity
2021,16,051,1,all,551.5067953515855,race-ethnicity
2021,16,051,1,white,564.1748942172073,race-ethnicity
2021,16,051,NA,black,NA,race-ethnicity
2021,16,051,1,asian_other,244.49877750611248,race-ethnicity
2021,16,051,1,hispanic,287.35632183908046,race-ethnicity
2021,16,053,1,all,1617.324561403509,race-ethnicity
2021,16,053,1,white,2316.450726344719,race-ethnicity
2021,16,053,NA,black,NA,race-ethnicity
2021,16,053,1,asian_other,0,race-ethnicity
2021,16,053,1,hispanic,2104.032729398013,race-ethnicity
2021,16,055,2,all,2113.839667255427,race-ethnicity
2021,16,055,2,white,2173.913043478261,race-ethnicity
2021,16,055,2,black,22857.142857142855,race-ethnicity
2021,16,055,2,asian_other,198.60973187686196,race-ethnicity
2021,16,055,2,hispanic,0,race-ethnicity
2021,16,057,3,all,188.79798615481434,race-ethnicity
2021,16,057,3,white,225.8185923974407,race-ethnicity
2021,16,057,3,black,0,race-ethnicity
2021,16,057,3,asian_other,0,race-ethnicity
2021,16,057,3,hispanic,0,race-ethnicity
2021,16,059,1,all,147.05882352941177,race-ethnicity
2021,16,059,1,white,165.8374792703151,race-ethnicity
2021,16,059,NA,black,NA,race-ethnicity
2021,16,059,1,asian_other,0,race-ethnicity
2021,16,059,1,hispanic,0,race-ethnicity
2021,16,061,3,all,0,race-ethnicity
2021,16,061,3,white,0,race-ethnicity
2021,16,061,NA,black,NA,race-ethnicity
2021,16,061,3,asian_other,0,race-ethnicity
2021,16,061,NA,hispanic,NA,race-ethnicity
2021,16,063,3,all,1073.6196319018406,race-ethnicity
2021,16,063,3,white,977.1986970684038,race-ethnicity
2021,16,063,NA,black,NA,race-ethnicity
2021,16,063,3,asian_other,0,race-ethnicity
2021,16,063,3,hispanic,0,race-ethnicity
2021,16,065,1,all,788.7817703768624,race-ethnicity
2021,16,065,1,white,884.0864440078585,race-ethnicity
2021,16,065,1,black,0,race-ethnicity
2021,16,065,1,asian_other,0,race-ethnicity
2021,16,065,1,hispanic,781.25,race-ethnicity
2021,16,067,3,all,3838.028169014084,race-ethnicity
2021,16,067,3,white,4892.54686785551,race-ethnicity
2021,16,067,NA,black,NA,race-ethnicity
2021,16,067,3,asian_other,0,race-ethnicity
2021,16,067,3,hispanic,3025.4777070063697,race-ethnicity
2021,16,069,2,all,3507.109004739337,race-ethnicity
2021,16,069,2,white,2847.282139775669,race-ethnicity
2021,16,069,NA,black,NA,race-ethnicity
2021,16,069,2,asian_other,945.945945945946,race-ethnicity
2021,16,069,2,hispanic,0,race-ethnicity
2021,16,071,3,all,1739.1304347826087,race-ethnicity
2021,16,071,3,white,1622.4188790560472,race-ethnicity
2021,16,071,NA,black,NA,race-ethnicity
2021,16,071,NA,asian_other,NA,race-ethnicity
2021,16,071,3,hispanic,0,race-ethnicity
2021,16,073,1,all,329.3807641633729,race-ethnicity
2021,16,073,1,white,387.22168441432723,race-ethnicity
2021,16,073,NA,black,NA,race-ethnicity
2021,16,073,1,asian_other,0,race-ethnicity
2021,16,073,1,hispanic,179.53321364452424,race-ethnicity
2021,16,075,3,all,723.725613593455,race-ethnicity
2021,16,075,3,white,831.129580657348,race-ethnicity
2021,16,075,NA,black,NA,race-ethnicity
2021,16,075,3,asian_other,0,race-ethnicity
2021,16,075,3,hispanic,1045.751633986928,race-ethnicity
2021,16,077,1,all,6969.903737283957,race-ethnicity
2021,16,077,1,white,9076.946861446124,race-ethnicity
2021,16,077,NA,black,NA,race-ethnicity
2021,16,077,1,asian_other,1730.8979538816307,race-ethnicity
2021,16,077,1,hispanic,1380.670611439842,race-ethnicity
2021,16,079,3,all,253.80710659898475,race-ethnicity
2021,16,079,3,white,269.7841726618705,race-ethnicity
2021,16,079,NA,black,NA,race-ethnicity
2021,16,079,3,asian_other,0,race-ethnicity
2021,16,079,NA,hispanic,NA,race-ethnicity
2021,16,081,3,all,1785.7142857142856,race-ethnicity
2021,16,081,3,white,2071.973827699019,race-ethnicity
2021,16,081,NA,black,NA,race-ethnicity
2021,16,081,3,asian_other,0,race-ethnicity
2021,16,081,3,hispanic,1587.3015873015872,race-ethnicity
2021,16,083,1,all,2253.228182684808,race-ethnicity
2021,16,083,1,white,2631.009094846254,race-ethnicity
2021,16,083,1,black,7558.13953488372,race-ethnicity
2021,16,083,1,asian_other,93.85265133740027,race-ethnicity
2021,16,083,1,hispanic,2031.3020313020313,race-ethnicity
2021,16,085,3,all,374.88284910965325,race-ethnicity
2021,16,085,3,white,281.69014084507046,race-ethnicity
2021,16,085,NA,black,NA,race-ethnicity
2021,16,085,NA,asian_other,NA,race-ethnicity
2021,16,085,NA,hispanic,NA,race-ethnicity
2021,16,087,1,all,668.5768863419294,race-ethnicity
2021,16,087,1,white,597.3715651135007,race-ethnicity
2021,16,087,NA,black,NA,race-ethnicity
2021,16,087,1,asian_other,0,race-ethnicity
2021,16,087,1,hispanic,431.0344827586207,race-ethnicity
2021,17,001,3,all,29.962546816479403,race-ethnicity
2021,17,001,3,white,16.75603217158177,race-ethnicity
2021,17,001,3,black,383.1417624521073,race-ethnicity
2021,17,001,3,asian_other,0,race-ethnicity
2021,17,001,3,hispanic,0,race-ethnicity
2021,17,003,NA,all,NA,race-ethnicity
2021,17,003,NA,white,NA,race-ethnicity
2021,17,003,NA,black,NA,race-ethnicity
2021,17,003,NA,asian_other,NA,race-ethnicity
2021,17,003,NA,hispanic,NA,race-ethnicity
2021,17,005,NA,all,NA,race-ethnicity
2021,17,005,NA,white,NA,race-ethnicity
2021,17,005,NA,black,NA,race-ethnicity
2021,17,005,NA,asian_other,NA,race-ethnicity
2021,17,005,NA,hispanic,NA,race-ethnicity
2021,17,007,3,all,112.22111320752265,race-ethnicity
2021,17,007,3,white,85.75605113930624,race-ethnicity
2021,17,007,3,black,1071.58726614328,race-ethnicity
2021,17,007,3,asian_other,0,race-ethnicity
2021,17,007,3,hispanic,54.024113881491054,race-ethnicity
2021,17,009,NA,all,NA,race-ethnicity
2021,17,009,NA,white,NA,race-ethnicity
2021,17,009,NA,black,NA,race-ethnicity
2021,17,009,NA,asian_other,NA,race-ethnicity
2021,17,009,NA,hispanic,NA,race-ethnicity
2021,17,011,3,all,132.64566011209018,race-ethnicity
2021,17,011,3,white,56.46504896375944,race-ethnicity
2021,17,011,3,black,0,race-ethnicity
2021,17,011,3,asian_other,0,race-ethnicity
2021,17,011,3,hispanic,578.0346820809249,race-ethnicity
2021,17,013,NA,all,NA,race-ethnicity
2021,17,013,NA,white,NA,race-ethnicity
2021,17,013,NA,black,NA,race-ethnicity
2021,17,013,NA,asian_other,NA,race-ethnicity
2021,17,013,NA,hispanic,NA,race-ethnicity
2021,17,015,NA,all,NA,race-ethnicity
2021,17,015,NA,white,NA,race-ethnicity
2021,17,015,NA,black,NA,race-ethnicity
2021,17,015,NA,asian_other,NA,race-ethnicity
2021,17,015,NA,hispanic,NA,race-ethnicity
2021,17,017,NA,all,NA,race-ethnicity
2021,17,017,NA,white,NA,race-ethnicity
2021,17,017,NA,black,NA,race-ethnicity
2021,17,017,NA,asian_other,NA,race-ethnicity
2021,17,017,NA,hispanic,NA,race-ethnicity
2021,17,019,2,all,1399.3362831858408,race-ethnicity
2021,17,019,2,white,496.5691585409895,race-ethnicity
2021,17,019,2,black,5291.43164114961,race-ethnicity
2021,17,019,2,asian_other,0,race-ethnicity
2021,17,019,2,hispanic,908.0590238365494,race-ethnicity
2021,17,021,3,all,64.82982171799027,race-ethnicity
2021,17,021,3,white,68.51661527920521,race-ethnicity
2021,17,021,3,black,0,race-ethnicity
2021,17,021,3,asian_other,0,race-ethnicity
2021,17,021,NA,hispanic,NA,race-ethnicity
2021,17,023,NA,all,NA,race-ethnicity
2021,17,023,NA,white,NA,race-ethnicity
2021,17,023,NA,black,NA,race-ethnicity
2021,17,023,NA,asian_other,NA,race-ethnicity
2021,17,023,NA,hispanic,NA,race-ethnicity
2021,17,025,NA,all,NA,race-ethnicity
2021,17,025,NA,white,NA,race-ethnicity
2021,17,025,NA,black,NA,race-ethnicity
2021,17,025,NA,asian_other,NA,race-ethnicity
2021,17,025,NA,hispanic,NA,race-ethnicity
2021,17,027,3,all,337.55274261603375,race-ethnicity
2021,17,027,3,white,377.35849056603774,race-ethnicity
2021,17,027,NA,black,NA,race-ethnicity
2021,17,027,3,asian_other,0,race-ethnicity
2021,17,027,3,hispanic,0,race-ethnicity
2021,17,029,NA,all,NA,race-ethnicity
2021,17,029,NA,white,NA,race-ethnicity
2021,17,029,NA,black,NA,race-ethnicity
2021,17,029,NA,asian_other,NA,race-ethnicity
2021,17,029,NA,hispanic,NA,race-ethnicity
2021,17,031,3,all,259.42112821071487,race-ethnicity
2021,17,031,3,white,265.1982542005528,race-ethnicity
2021,17,031,3,black,526.8391221667281,race-ethnicity
2021,17,031,3,asian_other,15.852041621541074,race-ethnicity
2021,17,031,3,hispanic,126.6817116269116,race-ethnicity
2021,17,033,NA,all,NA,race-ethnicity
2021,17,033,NA,white,NA,race-ethnicity
2021,17,033,NA,black,NA,race-ethnicity
2021,17,033,NA,asian_other,NA,race-ethnicity
2021,17,033,NA,hispanic,NA,race-ethnicity
2021,17,035,NA,all,NA,race-ethnicity
2021,17,035,NA,white,NA,race-ethnicity
2021,17,035,NA,black,NA,race-ethnicity
2021,17,035,NA,asian_other,NA,race-ethnicity
2021,17,035,NA,hispanic,NA,race-ethnicity
2021,17,037,3,all,1496.5772055247944,race-ethnicity
2021,17,037,3,white,848.0633257370885,race-ethnicity
2021,17,037,3,black,8044.901777362021,race-ethnicity
2021,17,037,3,asian_other,0,race-ethnicity
2021,17,037,3,hispanic,1172.5293132328306,race-ethnicity
2021,17,039,3,all,121.5066828675577,race-ethnicity
2021,17,039,3,white,65.14657980456026,race-ethnicity
2021,17,039,NA,black,NA,race-ethnicity
2021,17,039,3,asian_other,0,race-ethnicity
2021,17,039,3,hispanic,0,race-ethnicity
2021,17,041,3,all,0,race-ethnicity
2021,17,041,3,white,0,race-ethnicity
2021,17,041,NA,black,NA,race-ethnicity
2021,17,041,3,asian_other,0,race-ethnicity
2021,17,041,3,hispanic,0,race-ethnicity
2021,17,043,2,all,81.37730117938185,race-ethnicity
2021,17,043,2,white,65.04813529478999,race-ethnicity
2021,17,043,2,black,537.2669034445138,race-ethnicity
2021,17,043,2,asian_other,6.707306133559811,race-ethnicity
2021,17,043,2,hispanic,23.70357726626901,race-ethnicity
2021,17,045,3,all,0,race-ethnicity
2021,17,045,3,white,0,race-ethnicity
2021,17,045,NA,black,NA,race-ethnicity
2021,17,045,3,asian_other,0,race-ethnicity
2021,17,045,NA,hispanic,NA,race-ethnicity
2021,17,047,3,all,0,race-ethnicity
2021,17,047,3,white,0,race-ethnicity
2021,17,047,NA,black,NA,race-ethnicity
2021,17,047,3,asian_other,0,race-ethnicity
2021,17,047,3,hispanic,0,race-ethnicity
2021,17,049,3,all,0,race-ethnicity
2021,17,049,3,white,0,race-ethnicity
2021,17,049,3,black,0,race-ethnicity
2021,17,049,3,asian_other,0,race-ethnicity
2021,17,049,3,hispanic,0,race-ethnicity
2021,17,051,3,all,0,race-ethnicity
2021,17,051,3,white,0,race-ethnicity
2021,17,051,NA,black,NA,race-ethnicity
2021,17,051,3,asian_other,0,race-ethnicity
2021,17,051,NA,hispanic,NA,race-ethnicity
2021,17,053,NA,all,NA,race-ethnicity
2021,17,053,NA,white,NA,race-ethnicity
2021,17,053,NA,black,NA,race-ethnicity
2021,17,053,NA,asian_other,NA,race-ethnicity
2021,17,053,NA,hispanic,NA,race-ethnicity
2021,17,055,NA,all,NA,race-ethnicity
2021,17,055,NA,white,NA,race-ethnicity
2021,17,055,NA,black,NA,race-ethnicity
2021,17,055,NA,asian_other,NA,race-ethnicity
2021,17,055,NA,hispanic,NA,race-ethnicity
2021,17,057,NA,all,NA,race-ethnicity
2021,17,057,NA,white,NA,race-ethnicity
2021,17,057,NA,black,NA,race-ethnicity
2021,17,057,NA,asian_other,NA,race-ethnicity
2021,17,057,NA,hispanic,NA,race-ethnicity
2021,17,059,NA,all,NA,race-ethnicity
2021,17,059,NA,white,NA,race-ethnicity
2021,17,059,NA,black,NA,race-ethnicity
2021,17,059,NA,asian_other,NA,race-ethnicity
2021,17,059,NA,hispanic,NA,race-ethnicity
2021,17,061,3,all,0,race-ethnicity
2021,17,061,3,white,0,race-ethnicity
2021,17,061,NA,black,NA,race-ethnicity
2021,17,061,3,asian_other,0,race-ethnicity
2021,17,061,3,hispanic,0,race-ethnicity
2021,17,063,3,all,35.48740826562517,race-ethnicity
2021,17,063,3,white,38.87134014775028,race-ethnicity
2021,17,063,3,black,0,race-ethnicity
2021,17,063,3,asian_other,0,race-ethnicity
2021,17,063,3,hispanic,0,race-ethnicity
2021,17,065,NA,all,NA,race-ethnicity
2021,17,065,NA,white,NA,race-ethnicity
2021,17,065,NA,black,NA,race-ethnicity
2021,17,065,NA,asian_other,NA,race-ethnicity
2021,17,065,NA,hispanic,NA,race-ethnicity
2021,17,067,NA,all,NA,race-ethnicity
2021,17,067,NA,white,NA,race-ethnicity
2021,17,067,NA,black,NA,race-ethnicity
2021,17,067,NA,asian_other,NA,race-ethnicity
2021,17,067,NA,hispanic,NA,race-ethnicity
2021,17,069,NA,all,NA,race-ethnicity
2021,17,069,NA,white,NA,race-ethnicity
2021,17,069,NA,black,NA,race-ethnicity
2021,17,069,NA,asian_other,NA,race-ethnicity
2021,17,069,NA,hispanic,NA,race-ethnicity
2021,17,071,NA,all,NA,race-ethnicity
2021,17,071,NA,white,NA,race-ethnicity
2021,17,071,NA,black,NA,race-ethnicity
2021,17,071,NA,asian_other,NA,race-ethnicity
2021,17,071,NA,hispanic,NA,race-ethnicity
2021,17,073,3,all,468.9069749620649,race-ethnicity
2021,17,073,3,white,472.44074172956084,race-ethnicity
2021,17,073,3,black,450.45045045045043,race-ethnicity
2021,17,073,3,asian_other,0,race-ethnicity
2021,17,073,3,hispanic,0,race-ethnicity
2021,17,075,3,all,346.6204506065858,race-ethnicity
2021,17,075,3,white,208.24656393169514,race-ethnicity
2021,17,075,3,black,7812.5,race-ethnicity
2021,17,075,3,asian_other,0,race-ethnicity
2021,17,075,3,hispanic,0,race-ethnicity
2021,17,077,3,all,21.44082332761578,race-ethnicity
2021,17,077,3,white,0,race-ethnicity
2021,17,077,3,black,140.4494382022472,race-ethnicity
2021,17,077,3,asian_other,0,race-ethnicity
2021,17,077,3,hispanic,0,race-ethnicity
2021,17,079,NA,all,NA,race-ethnicity
2021,17,079,NA,white,NA,race-ethnicity
2021,17,079,NA,black,NA,race-ethnicity
2021,17,079,NA,asian_other,NA,race-ethnicity
2021,17,079,NA,hispanic,NA,race-ethnicity
2021,17,081,3,all,27.329871549603716,race-ethnicity
2021,17,081,3,white,33.311125916055964,race-ethnicity
2021,17,081,3,black,0,race-ethnicity
2021,17,081,3,asian_other,0,race-ethnicity
2021,17,081,3,hispanic,0,race-ethnicity
2021,17,083,3,all,652.2625356706075,race-ethnicity
2021,17,083,3,white,624.442462087422,race-ethnicity
2021,17,083,NA,black,NA,race-ethnicity
2021,17,083,3,asian_other,0,race-ethnicity
2021,17,083,3,hispanic,0,race-ethnicity
2021,17,085,NA,all,NA,race-ethnicity
2021,17,085,NA,white,NA,race-ethnicity
2021,17,085,NA,black,NA,race-ethnicity
2021,17,085,NA,asian_other,NA,race-ethnicity
2021,17,085,NA,hispanic,NA,race-ethnicity
2021,17,087,NA,all,NA,race-ethnicity
2021,17,087,NA,white,NA,race-ethnicity
2021,17,087,NA,black,NA,race-ethnicity
2021,17,087,NA,asian_other,NA,race-ethnicity
2021,17,087,NA,hispanic,NA,race-ethnicity
2021,17,089,3,all,183.30929263993986,race-ethnicity
2021,17,089,3,white,213.57608035474075,race-ethnicity
2021,17,089,3,black,836.9787933440886,race-ethnicity
2021,17,089,3,asian_other,24.52396527116028,race-ethnicity
2021,17,089,3,hispanic,29.626698545786954,race-ethnicity
2021,17,091,NA,all,NA,race-ethnicity
2021,17,091,NA,white,NA,race-ethnicity
2021,17,091,NA,black,NA,race-ethnicity
2021,17,091,NA,asian_other,NA,race-ethnicity
2021,17,091,NA,hispanic,NA,race-ethnicity
2021,17,093,2,all,620.0520815716219,race-ethnicity
2021,17,093,2,white,550.4983222874561,race-ethnicity
2021,17,093,2,black,1053.8547379795862,race-ethnicity
2021,17,093,2,asian_other,4.2586059424770415,race-ethnicity
2021,17,093,2,hispanic,310.5249661946941,race-ethnicity
2021,17,095,NA,all,NA,race-ethnicity
2021,17,095,NA,white,NA,race-ethnicity
2021,17,095,NA,black,NA,race-ethnicity
2021,17,095,NA,asian_other,NA,race-ethnicity
2021,17,095,NA,hispanic,NA,race-ethnicity
2021,17,097,3,all,263.06488382447446,race-ethnicity
2021,17,097,3,white,331.0624961305446,race-ethnicity
2021,17,097,3,black,543.0374895564578,race-ethnicity
2021,17,097,3,asian_other,14.458535640261918,race-ethnicity
2021,17,097,3,hispanic,215.70312214099778,race-ethnicity
2021,17,099,3,all,99.37663745595808,race-ethnicity
2021,17,099,3,white,84.25487098472881,race-ethnicity
2021,17,099,3,black,934.5794392523363,race-ethnicity
2021,17,099,3,asian_other,0,race-ethnicity
2021,17,099,3,hispanic,0,race-ethnicity
2021,17,101,NA,all,NA,race-ethnicity
2021,17,101,NA,white,NA,race-ethnicity
2021,17,101,NA,black,NA,race-ethnicity
2021,17,101,NA,asian_other,NA,race-ethnicity
2021,17,101,NA,hispanic,NA,race-ethnicity
2021,17,103,NA,all,NA,race-ethnicity
2021,17,103,NA,white,NA,race-ethnicity
2021,17,103,NA,black,NA,race-ethnicity
2021,17,103,NA,asian_other,NA,race-ethnicity
2021,17,103,NA,hispanic,NA,race-ethnicity
2021,17,105,3,all,49.6031746031746,race-ethnicity
2021,17,105,3,white,55.74136008918617,race-ethnicity
2021,17,105,3,black,0,race-ethnicity
2021,17,105,3,asian_other,0,race-ethnicity
2021,17,105,3,hispanic,0,race-ethnicity
2021,17,107,3,all,205.9308072487644,race-ethnicity
2021,17,107,3,white,175.13134851138355,race-ethnicity
2021,17,107,3,black,3333.3333333333335,race-ethnicity
2021,17,107,3,asian_other,0,race-ethnicity
2021,17,107,3,hispanic,0,race-ethnicity
2021,17,109,3,all,43.66812227074236,race-ethnicity
2021,17,109,3,white,50.505050505050505,race-ethnicity
2021,17,109,3,black,0,race-ethnicity
2021,17,109,3,asian_other,0,race-ethnicity
2021,17,109,3,hispanic,0,race-ethnicity
2021,17,111,3,all,424.07321356243204,race-ethnicity
2021,17,111,3,white,353.7672359236488,race-ethnicity
2021,17,111,3,black,2636.429620237511,race-ethnicity
2021,17,111,3,asian_other,61.9594740536691,race-ethnicity
2021,17,111,3,hispanic,194.9589193705612,race-ethnicity
2021,17,113,2,all,946.9036830486813,race-ethnicity
2021,17,113,2,white,651.0520047637951,race-ethnicity
2021,17,113,2,black,4159.913560237709,race-ethnicity
2021,17,113,2,asian_other,36.127167630057805,race-ethnicity
2021,17,113,2,hispanic,0,race-ethnicity
2021,17,115,2,all,1565.8696671354899,race-ethnicity
2021,17,115,2,white,852.0421963754396,race-ethnicity
2021,17,115,2,black,4541.484716157205,race-ethnicity
2021,17,115,2,asian_other,0,race-ethnicity
2021,17,115,2,hispanic,0,race-ethnicity
2021,17,117,3,all,0,race-ethnicity
2021,17,117,3,white,0,race-ethnicity
2021,17,117,NA,black,NA,race-ethnicity
2021,17,117,3,asian_other,0,race-ethnicity
2021,17,117,3,hispanic,0,race-ethnicity
2021,17,119,3,all,646.6393230610058,race-ethnicity
2021,17,119,3,white,442.07456020417465,race-ethnicity
2021,17,119,3,black,2423.1464737793854,race-ethnicity
2021,17,119,3,asian_other,127.3344651952462,race-ethnicity
2021,17,119,3,hispanic,0,race-ethnicity
2021,17,121,3,all,102.69576379974326,race-ethnicity
2021,17,121,3,white,120.1923076923077,race-ethnicity
2021,17,121,3,black,0,race-ethnicity
2021,17,121,3,asian_other,0,race-ethnicity
2021,17,121,3,hispanic,0,race-ethnicity
2021,17,123,3,all,245.7002457002457,race-ethnicity
2021,17,123,3,white,265.2519893899204,race-ethnicity
2021,17,123,NA,black,NA,race-ethnicity
2021,17,123,3,asian_other,0,race-ethnicity
2021,17,123,3,hispanic,0,race-ethnicity
2021,17,125,3,all,206.18556701030928,race-ethnicity
2021,17,125,3,white,212.76595744680853,race-ethnicity
2021,17,125,NA,black,NA,race-ethnicity
2021,17,125,3,asian_other,0,race-ethnicity
2021,17,125,NA,hispanic,NA,race-ethnicity
2021,17,127,3,all,522.3880597014926,race-ethnicity
2021,17,127,3,white,652.9850746268656,race-ethnicity
2021,17,127,3,black,0,race-ethnicity
2021,17,127,3,asian_other,0,race-ethnicity
2021,17,127,3,hispanic,0,race-ethnicity
2021,17,129,NA,all,NA,race-ethnicity
2021,17,129,NA,white,NA,race-ethnicity
2021,17,129,NA,black,NA,race-ethnicity
2021,17,129,NA,asian_other,NA,race-ethnicity
2021,17,129,NA,hispanic,NA,race-ethnicity
2021,17,131,3,all,807.8476630121177,race-ethnicity
2021,17,131,3,white,874.4534665833853,race-ethnicity
2021,17,131,NA,black,NA,race-ethnicity
2021,17,131,3,asian_other,0,race-ethnicity
2021,17,131,3,hispanic,1351.3513513513515,race-ethnicity
2021,17,133,3,all,51.16398055768739,race-ethnicity
2021,17,133,3,white,53.77789728421619,race-ethnicity
2021,17,133,NA,black,NA,race-ethnicity
2021,17,133,3,asian_other,0,race-ethnicity
2021,17,133,3,hispanic,0,race-ethnicity
2021,17,135,NA,all,NA,race-ethnicity
2021,17,135,NA,white,NA,race-ethnicity
2021,17,135,NA,black,NA,race-ethnicity
2021,17,135,NA,asian_other,NA,race-ethnicity
2021,17,135,NA,hispanic,NA,race-ethnicity
2021,17,137,3,all,957.107408720312,race-ethnicity
2021,17,137,3,white,575.8946935417524,race-ethnicity
2021,17,137,3,black,11926.605504587156,race-ethnicity
2021,17,137,3,asian_other,0,race-ethnicity
2021,17,137,NA,hispanic,NA,race-ethnicity
2021,17,139,3,all,0,race-ethnicity
2021,17,139,3,white,0,race-ethnicity
2021,17,139,NA,black,NA,race-ethnicity
2021,17,139,3,asian_other,0,race-ethnicity
2021,17,139,3,hispanic,0,race-ethnicity
2021,17,141,2,all,812.7478184090016,race-ethnicity
2021,17,141,2,white,315.2350522447274,race-ethnicity
2021,17,141,2,black,19859.529895016083,race-ethnicity
2021,17,141,2,asian_other,240.76264734968666,race-ethnicity
2021,17,141,2,hispanic,895.3039063283424,race-ethnicity
2021,17,143,NA,all,NA,race-ethnicity
2021,17,143,NA,white,NA,race-ethnicity
2021,17,143,NA,black,NA,race-ethnicity
2021,17,143,NA,asian_other,NA,race-ethnicity
2021,17,143,NA,hispanic,NA,race-ethnicity
2021,17,145,NA,all,NA,race-ethnicity
2021,17,145,NA,white,NA,race-ethnicity
2021,17,145,NA,black,NA,race-ethnicity
2021,17,145,NA,asian_other,NA,race-ethnicity
2021,17,145,NA,hispanic,NA,race-ethnicity
2021,17,147,NA,all,NA,race-ethnicity
2021,17,147,NA,white,NA,race-ethnicity
2021,17,147,NA,black,NA,race-ethnicity
2021,17,147,NA,asian_other,NA,race-ethnicity
2021,17,147,NA,hispanic,NA,race-ethnicity
2021,17,149,3,all,318.47133757961785,race-ethnicity
2021,17,149,3,white,266.6666666666667,race-ethnicity
2021,17,149,NA,black,NA,race-ethnicity
2021,17,149,3,asian_other,0,race-ethnicity
2021,17,149,3,hispanic,0,race-ethnicity
2021,17,151,NA,all,NA,race-ethnicity
2021,17,151,NA,white,NA,race-ethnicity
2021,17,151,NA,black,NA,race-ethnicity
2021,17,151,NA,asian_other,NA,race-ethnicity
2021,17,151,NA,hispanic,NA,race-ethnicity
2021,17,153,3,all,0,race-ethnicity
2021,17,153,3,white,0,race-ethnicity
2021,17,153,3,black,0,race-ethnicity
2021,17,153,3,asian_other,0,race-ethnicity
2021,17,153,NA,hispanic,NA,race-ethnicity
2021,17,155,3,all,0,race-ethnicity
2021,17,155,3,white,0,race-ethnicity
2021,17,155,NA,black,NA,race-ethnicity
2021,17,155,NA,asian_other,NA,race-ethnicity
2021,17,155,NA,hispanic,NA,race-ethnicity
2021,17,157,3,all,0,race-ethnicity
2021,17,157,3,white,0,race-ethnicity
2021,17,157,3,black,0,race-ethnicity
2021,17,157,3,asian_other,0,race-ethnicity
2021,17,157,3,hispanic,0,race-ethnicity
2021,17,159,NA,all,NA,race-ethnicity
2021,17,159,NA,white,NA,race-ethnicity
2021,17,159,NA,black,NA,race-ethnicity
2021,17,159,NA,asian_other,NA,race-ethnicity
2021,17,159,NA,hispanic,NA,race-ethnicity
2021,17,161,2,all,1268.6910809014234,race-ethnicity
2021,17,161,2,white,747.7736570636475,race-ethnicity
2021,17,161,2,black,5622.879301987397,race-ethnicity
2021,17,161,2,asian_other,0,race-ethnicity
2021,17,161,2,hispanic,210.27335536197054,race-ethnicity
2021,17,163,3,all,245.9129952895539,race-ethnicity
2021,17,163,3,white,96.79292766341874,race-ethnicity
2021,17,163,3,black,576.3688760806916,race-ethnicity
2021,17,163,3,asian_other,49.92511233150275,race-ethnicity
2021,17,163,3,hispanic,115.07479861910241,race-ethnicity
2021,17,165,3,all,0,race-ethnicity
2021,17,165,3,white,0,race-ethnicity
2021,17,165,3,black,0,race-ethnicity
2021,17,165,3,asian_other,0,race-ethnicity
2021,17,165,3,hispanic,0,race-ethnicity
2021,17,167,2,all,1693.0800275617678,race-ethnicity
2021,17,167,2,white,840.2222523377152,race-ethnicity
2021,17,167,2,black,5633.400057191879,race-ethnicity
2021,17,167,2,asian_other,96.94619486185168,race-ethnicity
2021,17,167,2,hispanic,0,race-ethnicity
2021,17,169,NA,all,NA,race-ethnicity
2021,17,169,NA,white,NA,race-ethnicity
2021,17,169,NA,black,NA,race-ethnicity
2021,17,169,NA,asian_other,NA,race-ethnicity
2021,17,169,NA,hispanic,NA,race-ethnicity
2021,17,171,NA,all,NA,race-ethnicity
2021,17,171,NA,white,NA,race-ethnicity
2021,17,171,NA,black,NA,race-ethnicity
2021,17,171,NA,asian_other,NA,race-ethnicity
2021,17,171,NA,hispanic,NA,race-ethnicity
2021,17,173,3,all,0,race-ethnicity
2021,17,173,3,white,0,race-ethnicity
2021,17,173,NA,black,NA,race-ethnicity
2021,17,173,3,asian_other,0,race-ethnicity
2021,17,173,NA,hispanic,NA,race-ethnicity
2021,17,175,NA,all,NA,race-ethnicity
