year,state,county,share_digital_access,share_digital_access_quality
2022,01,001,0.9066387569986896,1
2022,01,003,0.9048196384200154,1
2022,01,005,0.6547815251035093,1
2022,01,007,0.8097164172396746,1
2022,01,009,0.8587775276334275,1
2022,01,011,0.6273237800154918,1
2022,01,013,0.7773563036720932,1
2022,01,015,0.8374081024775745,1
2022,01,017,0.8159019993065989,1
2022,01,019,0.837408751844908,1
2022,01,021,0.8420469649977846,1
2022,01,023,0.772752387718052,1
2022,01,025,0.757394396738659,1
2022,01,027,0.798930255471884,1
2022,01,029,0.7958267300581088,1
2022,01,031,0.874885640135178,1
2022,01,033,0.8073336825563122,1
2022,01,035,0.7532826537664132,1
2022,01,037,0.7855552328395778,1
2022,01,039,0.811331308933994,1
2022,01,041,0.7078379401741764,1
2022,01,043,0.8721059308594988,1
2022,01,045,0.8475786068142757,1
2022,01,047,0.7944215415122893,1
2022,01,049,0.8699916294642858,1
2022,01,051,0.8643008643692841,1
2022,01,053,0.7195755679499388,1
2022,01,055,0.8613229090064636,1
2022,01,057,0.792293060072406,1
2022,01,059,0.6892943050826279,1
2022,01,061,0.7994520959207415,1
2022,01,063,0.5826628601090059,1
2022,01,065,0.7679419346086013,1
2022,01,067,0.8373452146742275,1
2022,01,069,0.8603325859491778,1
2022,01,071,0.8616823140370216,1
2022,01,073,0.8745152581199378,1
2022,01,075,0.7834353619013323,1
2022,01,077,0.8163131168569581,1
2022,01,079,0.7354451020654669,1
2022,01,081,0.8499537475874513,1
2022,01,083,0.8856706878185011,1
2022,01,085,0.6451295183689549,1
2022,01,087,0.6375664131680383,1
2022,01,089,0.8924575595013611,1
2022,01,091,0.8018769551616267,1
2022,01,093,0.8062870253056192,1
2022,01,095,0.8964900993637859,1
2022,01,097,0.8243830307481915,1
2022,01,099,0.6581045619701251,1
2022,01,101,0.8577884733399962,1
2022,01,103,0.8379798865981056,1
2022,01,105,0.6163462672484963,1
2022,01,107,0.6997622192866578,1
2022,01,109,0.7756462708731097,1
2022,01,111,0.8210469362910862,1
2022,01,113,0.7897160529490731,1
2022,01,115,0.8958013061633904,1
2022,01,117,0.9248870112006288,1
2022,01,119,0.651361102000656,1
2022,01,121,0.8311694716725233,1
2022,01,123,0.8331676807834961,1
2022,01,125,0.8366154483973778,1
2022,01,127,0.8395610822124411,1
2022,01,129,0.7468575871452637,1
2022,01,131,0.7880471219231875,1
2022,01,133,0.8124709363770873,1
2022,02,013,0.38156736131493985,1
2022,02,016,0.588618509292968,1
2022,02,020,0.9267770767251285,1
2022,02,050,0.7422052001294638,1
2022,02,060,0.7224824355971897,1
2022,02,063,0.8834285714285715,1
2022,02,066,0.8217291507268554,1
2022,02,068,0.5126130414088529,2
2022,02,070,0.7140502678203543,2
2022,02,090,0.8851597628220439,1
2022,02,100,0.8460798460798461,1
2022,02,105,0.6534993559467582,1
2022,02,110,0.9235081599601346,1
2022,02,122,0.8595425002110239,1
2022,02,130,0.9070452911574407,1
2022,02,150,0.912743972445465,1
2022,02,158,0.7631390348781654,1
2022,02,164,0.7127127127127127,2
2022,02,170,0.9149096732038173,1
2022,02,180,0.8165302455579956,1
2022,02,185,0.44168802636396925,1
2022,02,188,0.8402759697995313,1
2022,02,195,0.8497332542975696,1
2022,02,198,0.7503017761683048,1
2022,02,220,0.880879224769558,1
2022,02,230,0.7467382962394474,1
2022,02,240,0.7346109175377468,1
2022,02,275,0.8636363636363636,1
2022,02,282,0.7269503546099291,2
2022,02,290,0.5154061624649859,1
2022,04,001,0.49364156599146153,1
2022,04,003,0.8542755609382968,1
2022,04,005,0.7655298711171004,1
2022,04,007,0.7676856549167899,1
2022,04,009,0.7712792239877253,1
2022,04,011,0.8875883159337762,1
2022,04,012,0.7467777711168395,1
2022,04,013,0.9108687659830313,1
2022,04,015,0.8755957410061196,1
2022,04,017,0.6873774624218093,1
2022,04,019,0.8977036491994862,1
2022,04,021,0.879488990118568,1
2022,04,023,0.865023621388854,1
2022,04,025,0.8960560063911197,1
2022,04,027,0.8436298159257049,1
2022,05,001,0.8043937969924813,1
2022,05,003,0.7990850772951941,1
2022,05,005,0.8541900911461449,1
2022,05,007,0.9153450971632789,1
2022,05,009,0.8841537889650045,1
2022,05,011,0.7982028486760347,1
2022,05,013,0.8118583699979048,1
2022,05,015,0.83900994288132,1
2022,05,017,0.7598202071526285,1
2022,05,019,0.7133075597372956,1
2022,05,021,0.8141294627502236,1
2022,05,023,0.8491261824595158,1
2022,05,025,0.7901430842607313,1
2022,05,027,0.7456731404412736,1
2022,05,029,0.8221537869309979,1
2022,05,031,0.8518975485869702,1
2022,05,033,0.8375059825392372,1
2022,05,035,0.8766920429658984,1
2022,05,037,0.8128602840672728,1
2022,05,039,0.7827564894932015,1
2022,05,041,0.7665928223305273,1
2022,05,043,0.7885493096077185,1
2022,05,045,0.8891831379252233,1
2022,05,047,0.7855477855477856,1
2022,05,049,0.6043667405400969,1
2022,05,051,0.8374041451295228,1
2022,05,053,0.8730995450005549,1
2022,05,055,0.867889628759194,1
2022,05,057,0.8240255527274543,1
2022,05,059,0.7575839898578285,1
2022,05,061,0.7740042256827607,1
2022,05,063,0.7068847269849644,1
2022,05,065,0.6016147803316846,1
2022,05,067,0.7054933269780743,1
2022,05,069,0.7375324946962679,1
2022,05,071,0.7432594021215043,1
2022,05,073,0.6808985184005097,1
2022,05,075,0.8196580145159306,1
2022,05,077,0.624394184168013,1
2022,05,079,0.3885986478180701,1
2022,05,081,0.8059713905522289,1
2022,05,083,0.7754977173247988,1
2022,05,085,0.8924379475582835,1
2022,05,087,0.8739320069307522,1
2022,05,089,0.8745341614906832,1
2022,05,091,0.8052574855911157,1
