year,state,place,share_burdened_80_ami,share_burdened_80_ami_ub,share_burdened_80_ami_lb,share_burdened_80_ami_quality,share_burdened_50_ami,share_burdened_50_ami_ub,share_burdened_50_ami_lb,share_burdened_50_ami_quality,share_burdened_30_ami,share_burdened_30_ami_ub,share_burdened_30_ami_lb,share_burdened_30_ami_quality
2021,01,03076,0.5169271448132584,0.6111736337519745,0.4226806558745423,2,0.6522490318736968,0.7540981619152624,0.5503999018321312,2,0.7888905637624359,0.887347497703928,0.6904336298209439,2
2021,01,07000,0.399605118024947,0.4273654396350709,0.37184479641482315,2,0.4799426158483763,0.513140983926804,0.44674424776994864,2,0.6162448251968197,0.6539802720456587,0.5785093783479807,2
2021,01,35896,0.3805222095091285,0.4220934805361686,0.33895093848208846,3,0.578521336567186,0.630552736321658,0.5264899368127139,3,0.7931108145904154,0.8437310719152642,0.7424905572655667,3
2021,01,37000,0.3358024604509971,0.3629337320795474,0.3086711888224468,2,0.45232026339105197,0.4860396527247651,0.4186008740573388,2,0.6539169505312994,0.6927674218278218,0.615066479234777,2
2021,01,50000,0.41763603479609124,0.471587070242701,0.36368499934948145,1,0.5856278621257489,0.6497118133431652,0.5215439109083326,1,0.6130903170429381,0.6797627293309572,0.5464179047549191,1
2021,01,51000,0.48843299247470723,0.5530349849927966,0.4238309999566179,1,0.6207900604438703,0.6952760347073321,0.5463040861804085,1,0.7493659333267126,0.8238651006316661,0.6748667660217592,1
2021,01,77256,0.43763385148755246,0.5078069246062623,0.3674607783688426,2,0.5634374799245899,0.6464879085360321,0.48038705131314774,2,0.700686806983449,0.7862692400162492,0.6151043739506488,2
2021,02,03000,0.3312851710230515,0.39095827049659093,0.27161207154951206,1,0.49837571274235154,0.574668206700633,0.42208321878407007,1,0.722860380601836,0.8057544726772039,0.6399662885264681,1
2021,04,04720,0.5434344083368846,0.6430771366771898,0.4437916799965794,2,0.8017300211693388,0.9034655434058577,0.6999944989328198,2,0.8371361018248413,0.9515652128901794,0.7227069907595033,2
2021,04,07940,0.40521872670895676,0.5245688274605725,0.28586862595734097,2,0.6347818988505616,0.7754637999808758,0.4940999977202474,2,0.68848476025772265,0.8515126995780994,0.5254568209373459,2
2021,04,12000,0.5111034058441604,0.5695508876982018,0.4526559239901189,1,0.8315356470694554,0.8895306433577639,0.7735406507811469,1,0.8804437024356557,0.949826762925498,0.8110606419458135,1
2021,04,23620,0.6080179689627009,0.6984325234352758,0.5176034144901259,2,0.7508965275955567,0.8450840776930895,0.6567089774980239,2,0.8659184878913172,0.9528651714469996,0.7789718043356348,2
2021,04,27400,0.5520847947776606,0.6235509461845625,0.4806186433707587,1,0.7546479557750384,0.8316376311958934,0.6776582803541834,1,0.8171801389188823,0.9104313954057206,0.723928882432044,1
2021,04,27820,0.4621790037173587,0.5117246220911971,0.4126333853435203,1,0.6904886182251894,0.7480255640706874,0.6329516723796913,1,0.8083636238816694,0.870527497216608,0.7461997505467307,1
2021,04,28380,0.45485419796220966,0.5435812037439716,0.36612719218044776,2,0.6825152103109369,0.7864900687515621,0.5785403518703116,2,0.7183389364396415,0.8383129816959088,0.5983648911833742,2
2021,04,46000,0.3819804851333466,0.4250014071344778,0.33895956313221537,1,0.6142881169326161,0.6690069523990987,0.5595692814661335,1,0.7556116476172258,0.8190993062698676,0.6921239889645839,1
2021,04,54050,0.4389095047214111,0.49424206686892513,0.3835769425738971,2,0.6890826919951806,0.7529147000526205,0.6252506839377406,2,0.8132285066633331,0.8787295487901945,0.7477274645364718,2
2021,04,55000,0.3887020880046215,0.411949581749813,0.36545459425943005,1,0.5933704915669538,0.6229693973118686,0.5637715858220389,1,0.7627406898939801,0.7944824945978877,0.7309988851900726,1
2021,04,65000,0.5114119980826941,0.5634848418413234,0.4593391543240648,2,0.7720615368195424,0.8300568381190307,0.714066235520054,2,0.8608841602717605,0.9201468109969595,0.8016215095465615,2
2021,04,71510,0.5004466528399967,0.5704466249101647,0.43044668076982856,1,0.7171168492323958,0.7967148242317091,0.6375188742330825,1,0.8381038252443637,0.9178328313631903,0.7583748191255371,1
2021,04,73000,0.48285501596274955,0.5302526502638639,0.43545738166163517,1,0.697559089867575,0.7520451640278757,0.6430730157072743,1,0.8675825654783342,0.9196169308281008,0.8155482001285677,1
2021,04,77000,0.41081131941431587,0.443134155967786,0.37848848286084574,1,0.5797620961476903,0.6192910372074535,0.540233155087927,1,0.6872860661553826,0.7293786416089743,0.6451934907017909,1
2021,04,85540,0.36901646264246524,0.4622064695547095,0.27582645573022097,2,0.5896175702657043,0.7196208516039073,0.4596142889275012,2,0.5907971683594953,0.7219409519341907,0.4596533847847998,2
2021,05,23290,0.3612509413769868,0.4371201128211421,0.28538176993283154,2,0.4676270216859951,0.5588207460048152,0.376433297367175,2,0.6685212757620875,0.7736680986912212,0.5633744528329538,2
2021,05,24550,0.3519745739789018,0.4404247556209914,0.2635243923368122,2,0.46497273943009976,0.5809916006001448,0.3489538782600548,2,0.4705392463043931,0.5874681463756063,0.3536103462331799,2
2021,05,35710,0.4174086184556449,0.4784159380625098,0.35640129884878,2,0.5547811050092625,0.6263983864696745,0.48316382354885046,2,0.5663548000661622,0.6393645738417213,0.4933450262906031,2
2021,05,41000,0.4296473211975398,0.485295002943614,0.3739996394514656,1,0.5785286363412134,0.6456361070425966,0.5114211656398303,1,0.6688893382815104,0.742504956659454,0.5952737199035668,1
2021,05,66080,0.3530949683607988,0.3916602133427677,0.3145297233788299,3,0.4629717869899606,0.5118372355756646,0.4141063384042566,3,0.6631858593907423,0.720634821145199,0.6057368976362856,3
2021,06,00562,0.29528846333239733,0.33317260084079725,0.2574043258239974,2,0.46683272727410746,0.5165392036677547,0.4171262508804601,2,0.6336484571846663,0.6915497760799295,0.5757471382894032,2
2021,06,00884,0.3717141284937668,0.42049713667385946,0.3229311203136741,2,0.6179601519989403,0.6786789387676432,0.5572413652302374,2,0.830090499728523,0.8886502317811996,0.7715307676758464,2
2021,06,02000,0.4082015108693562,0.4332254802215423,0.3831775415171701,1,0.5868728631541842,0.6171953784931329,0.5565503478152355,1,0.789825898143474,0.8213673980523338,0.7582843982346142,1
2021,06,02252,0.5337799218911163,0.6014130588910632,0.46614678489116945,1,0.6263288245155012,0.7012909821992134,0.551366666831789,1,0.7460992685862367,0.829350699132794,0.6628478380396793,1
