year,state,place,subgroup_type,subgroup,share_digital_access,share_digital_access_quality
2018,01,03076,all,All,0.8129087561114992,1
2018,01,03076,race-ethnicity,Other Races and Ethnicities,0.8937243771680857,1
2018,01,03076,race-ethnicity,Black,0.7246903231815218,1
2018,01,03076,race-ethnicity,Hispanic,0.8647058823529412,2
2018,01,03076,race-ethnicity,White,0.8223751551712873,1
2018,01,07000,all,All,0.690667433886266,1
2018,01,07000,race-ethnicity,Other Races and Ethnicities,0.7012943162633652,1
2018,01,07000,race-ethnicity,Black,0.668220611054631,1
2018,01,07000,race-ethnicity,Hispanic,0.6338496991422353,2
2018,01,07000,race-ethnicity,White,0.7514918693122482,1
2018,01,35896,all,All,0.931451231060606,1
2018,01,35896,race-ethnicity,Other Races and Ethnicities,0.8776290630975143,2
2018,01,35896,race-ethnicity,Black,0.924036822366178,1
2018,01,35896,race-ethnicity,Hispanic,0.8340619654058163,2
2018,01,35896,race-ethnicity,White,0.9405503930216284,1
2018,01,37000,all,All,0.8204200079519578,1
2018,01,37000,race-ethnicity,Other Races and Ethnicities,0.8619501854795972,1
2018,01,37000,race-ethnicity,Black,0.7192119891192322,1
2018,01,37000,race-ethnicity,Hispanic,0.7453057708871662,1
2018,01,37000,race-ethnicity,White,0.8653459540961635,1
2018,01,50000,all,All,0.7129853513330026,1
2018,01,50000,race-ethnicity,Other Races and Ethnicities,0.8285812830535755,1
2018,01,50000,race-ethnicity,Black,0.6170829294450059,1
2018,01,50000,race-ethnicity,Hispanic,0.771887060735324,2
2018,01,50000,race-ethnicity,White,0.8096442263992635,1
2018,01,51000,all,All,0.776684186334659,1
2018,01,51000,race-ethnicity,Other Races and Ethnicities,0.8308310772007548,1
2018,01,51000,race-ethnicity,Black,0.7407337227407914,1
2018,01,51000,race-ethnicity,Hispanic,0.5164141414141414,1
2018,01,51000,race-ethnicity,White,0.8323070915808127,1
2018,01,77256,all,All,0.7134636583367887,1
2018,01,77256,race-ethnicity,Other Races and Ethnicities,0.7295373665480427,2
2018,01,77256,race-ethnicity,Black,0.6951950228425813,1
2018,01,77256,race-ethnicity,Hispanic,0.7019889142484512,2
2018,01,77256,race-ethnicity,White,0.7276881986348798,1
2018,02,03000,all,All,0.8911729345652997,1
2018,02,03000,race-ethnicity,Other Races and Ethnicities,0.8624920827473672,1
2018,02,03000,race-ethnicity,Black,0.8498692134558063,1
2018,02,03000,race-ethnicity,Hispanic,0.8455320892464707,1
2018,02,03000,race-ethnicity,White,0.9091367238181018,1
2018,04,04720,all,All,0.8565330007674598,1
2018,04,04720,race-ethnicity,Other Races and Ethnicities,0.8305520702634881,1
2018,04,04720,race-ethnicity,Black,0.8500346340337105,1
2018,04,04720,race-ethnicity,Hispanic,0.8185953334904549,1
2018,04,04720,race-ethnicity,White,0.8645347848273516,1
2018,04,07940,all,All,0.829331098582965,1
2018,04,07940,race-ethnicity,Other Races and Ethnicities,0.7066513558872891,1
2018,04,07940,race-ethnicity,Black,0.8604860486048604,1
2018,04,07940,race-ethnicity,Hispanic,0.7943449024767155,1
2018,04,07940,race-ethnicity,White,0.854268367723674,1
2018,04,12000,all,All,0.9127663083042742,1
2018,04,12000,race-ethnicity,Other Races and Ethnicities,0.9413590674888082,1
2018,04,12000,race-ethnicity,Black,0.8917768657850738,1
2018,04,12000,race-ethnicity,Hispanic,0.8291055746108326,1
2018,04,12000,race-ethnicity,White,0.9070365782996752,1
2018,04,23620,all,All,0.7322547119462937,1
2018,04,23620,race-ethnicity,Other Races and Ethnicities,0.6941368540601931,1
2018,04,23620,race-ethnicity,Black,0.39079029247044184,3
2018,04,23620,race-ethnicity,Hispanic,0.6612628617958398,1
2018,04,23620,race-ethnicity,White,0.7518150863855009,1
2018,04,27400,all,All,0.9583803540449041,1
2018,04,27400,race-ethnicity,Other Races and Ethnicities,0.95400161180336,1
2018,04,27400,race-ethnicity,Black,0.9512534818941504,1
2018,04,27400,race-ethnicity,Hispanic,0.9389597791209611,1
2018,04,27400,race-ethnicity,White,0.9594112082032085,1
2018,04,27820,all,All,0.7891118225437246,1
2018,04,27820,race-ethnicity,Other Races and Ethnicities,0.8471176075770005,1
2018,04,27820,race-ethnicity,Black,0.7285024730349801,1
2018,04,27820,race-ethnicity,Hispanic,0.7167947551335884,1
2018,04,27820,race-ethnicity,White,0.782128950802627,1
2018,04,28380,all,All,0.8853838608085084,1
2018,04,28380,race-ethnicity,Other Races and Ethnicities,0.854125464757535,1
2018,04,28380,race-ethnicity,Black,0.8730522456461961,2
2018,04,28380,race-ethnicity,Hispanic,0.8784925276153346,1
2018,04,28380,race-ethnicity,White,0.89354766765599,1
2018,04,46000,all,All,0.8672540788364679,1
2018,04,46000,race-ethnicity,Other Races and Ethnicities,0.8942811574390521,1
2018,04,46000,race-ethnicity,Black,0.8342887757835521,1
2018,04,46000,race-ethnicity,Hispanic,0.8040477570758697,1
2018,04,46000,race-ethnicity,White,0.8643919015279301,1
2018,04,54050,all,All,0.9146270325450259,1
2018,04,54050,race-ethnicity,Other Races and Ethnicities,0.9341775740679488,1
2018,04,54050,race-ethnicity,Black,0.8455668604651163,2
2018,04,54050,race-ethnicity,Hispanic,0.8849347568208779,1
2018,04,54050,race-ethnicity,White,0.9143830898082013,1
2018,04,55000,all,All,0.8028937854293382,1
2018,04,55000,race-ethnicity,Other Races and Ethnicities,0.8051223843764881,1
2018,04,55000,race-ethnicity,Black,0.7543008776569518,1
2018,04,55000,race-ethnicity,Hispanic,0.7277244115737803,1
2018,04,55000,race-ethnicity,White,0.8069090525039563,1
2018,04,65000,all,All,0.9235609244551389,1
2018,04,65000,race-ethnicity,Other Races and Ethnicities,0.9037544813457826,1
2018,04,65000,race-ethnicity,Black,0.9331050228310502,2
2018,04,65000,race-ethnicity,Hispanic,0.8694013738959765,1
2018,04,65000,race-ethnicity,White,0.9256923283224592,1
2018,04,71510,all,All,0.9232904953951725,1
2018,04,71510,race-ethnicity,Other Races and Ethnicities,0.9489725236665897,1
