year,state,place,share_digital_access,share_digital_access_quality
2022,01,03076,0.8344247325854423,1
2022,01,07000,0.7977358791803663,1
2022,01,35896,0.9634001847926518,1
2022,01,37000,0.8694058830368562,1
2022,01,50000,0.7882683183408832,1
2022,01,51000,0.8574910293815904,1
2022,01,77256,0.7686229288165071,1
2022,02,03000,0.9267770767251285,1
2022,04,04720,0.9199340910619409,1
2022,04,07940,0.9053681530270827,1
2022,04,12000,0.9569585440718675,1
2022,04,23620,0.7732255142628353,1
2022,04,27400,0.9733375238993216,1
2022,04,27820,0.8601395500699363,1
2022,04,28380,0.9175842201308154,1
2022,04,46000,0.9237450088400644,1
2022,04,54050,0.9385442151266127,1
2022,04,55000,0.8840260311558689,1
2022,04,65000,0.9517288400537132,1
2022,04,71510,0.9505189194387016,1
2022,04,73000,0.8868373801828678,1
2022,04,77000,0.8712795707470709,1
2022,04,85540,0.878138173058953,1
2022,05,23290,0.8468038980446634,1
2022,05,24550,0.8418518725857919,1
2022,05,35710,0.838757830541344,1
2022,05,41000,0.8732358148137159,1
2022,05,66080,0.8561443976702612,1
2022,06,00562,0.9415329078837105,1
2022,06,00884,0.9317577009538854,1
2022,06,02000,0.916839281958797,1
2022,06,02252,0.952345760589831,1
2022,06,02364,0.9445921458143195,1
2022,06,03526,0.9293952082627417,1
2022,06,04982,0.8976541760261385,1
2022,06,06000,0.8548173168019113,1
2022,06,08786,0.9381748102750712,1
2022,06,08954,0.9235259284324507,1
2022,06,11194,0.962220576059959,1
2022,06,11530,0.9344906059804181,1
2022,06,13014,0.9138729448389922,1
2022,06,13210,0.8908997011251758,1
2022,06,13214,0.9819746110479015,1
2022,06,13392,0.9498737789882761,1
2022,06,13588,0.9196116014553468,1
2022,06,14218,0.9568267181838533,1
2022,06,15044,0.8033262323089578,1
2022,06,16000,0.9430511891334086,1
2022,06,16350,0.9246207671807308,1
2022,06,16532,0.9395371782222621,1
2022,06,17918,0.944803565915406,1
2022,06,19766,0.9323320242012525,1
2022,06,21712,0.902289989689844,1
2022,06,22020,0.9551006501802902,1
2022,06,22230,0.8912515411935739,1
