year,state,county,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,quality
2018,13,165,0.4344242995,0.5843354206,0.2845131784,2
2018,13,167,0.4655639098,0.6052314787,0.3258963409,2
2018,13,169,0.4002413516,0.5502144558,0.2502682474,2
2018,13,171,0.731141767,0.8847602772,0.5775232567,2
2018,13,173,0.3137955683,0.4558367593,0.1717543773,2
2018,13,175,0.4655639098,0.6052314787,0.3258963409,2
2018,13,177,0.3394670051,0.5250901428,0.1538438673,3
2018,13,179,0.5374284456,0.7050255067,0.3698313845,2
2018,13,181,0.4344242995,0.5843354206,0.2845131784,2
2018,13,183,0.5374284456,0.7050255067,0.3698313845,2
2018,13,185,0.4235632184,0.6349030642,0.2122233726,3
2018,13,187,0.1890489914,0.3809072823,-0.0028093,3
2018,13,189,0.4344242995,0.5843354206,0.2845131784,2
2018,13,191,0.471078827,0.6364517177,0.3057059363,2
2018,13,193,0.5109441359,0.6869151632,0.3349731086,2
2018,13,195,0.4699197861,0.6245907309,0.3152488413,2
2018,13,197,0.5109441359,0.6869151632,0.3349731086,2
2018,13,199,0.6622062663,0.8554985828,0.4689139499,3
2018,13,201,0.5624817943,0.7292329731,0.3957306156,2
2018,13,205,0.5624817943,0.7292329731,0.3957306156,2
2018,13,207,0.4002413516,0.5502144558,0.2502682474,2
2018,13,209,0.5196959226,0.6726274177,0.3667644274,2
2018,13,211,0.476056338,0.6896645257,0.2624481503,3
2018,13,213,0.3015545982,0.4300558151,0.1730533814,2
2018,13,215,0.5488203892,0.682790522,0.4148502564,1
2018,13,217,0.7099265398,0.8810993943,0.5387536853,3
2018,13,219,0.4699197861,0.6245907309,0.3152488413,2
2018,13,221,0.4699197861,0.6245907309,0.3152488413,2
2018,13,223,0.2977141795,0.4734766333,0.1219517257,3
2018,13,225,0.4002413516,0.5502144558,0.2502682474,2
2018,13,227,0.3015545982,0.4300558151,0.1730533814,2
2018,13,229,0.3137955683,0.4558367593,0.1717543773,2
2018,13,231,0.731141767,0.8847602772,0.5775232567,2
2018,13,233,0.3422470565,0.5017313334,0.1827627795,2
2018,13,235,0.4226669567,0.6024585695,0.2428753439,3
2018,13,237,0.4002413516,0.5502144558,0.2502682474,2
2018,13,239,0.5109441359,0.6869151632,0.3349731086,2
2018,13,241,0.1890489914,0.3809072823,-0.0028093,3
2018,13,243,0.5109441359,0.6869151632,0.3349731086,2
2018,13,245,0.5735649879,0.7636671872,0.3834627886,3
2018,13,247,0.7099265398,0.8810993943,0.5387536853,3
2018,13,249,0.5109441359,0.6869151632,0.3349731086,2
2018,13,251,0.3633874026,0.5143419901,0.212432815,2
2018,13,253,0.5624817943,0.7292329731,0.3957306156,2
2018,13,255,0.731141767,0.8847602772,0.5775232567,2
2018,13,257,0.4732370433,0.6260679264,0.3204061603,2
2018,13,259,0.5109441359,0.6869151632,0.3349731086,2
2018,13,261,0.5109441359,0.6869151632,0.3349731086,2
2018,13,263,0.5109441359,0.6869151632,0.3349731086,2
2018,13,265,0.4344242995,0.5843354206,0.2845131784,2
2018,13,267,0.5196959226,0.6726274177,0.3667644274,2
2018,13,269,0.5109441359,0.6869151632,0.3349731086,2
2018,13,271,0.5196959226,0.6726274177,0.3667644274,2
2018,13,273,0.5624817943,0.7292329731,0.3957306156,2
2018,13,275,0.1927990708,0.3750472146,0.0105509271,3
2018,13,277,0.3942770322,0.5663105161,0.2222435482,2
2018,13,279,0.5196959226,0.6726274177,0.3667644274,2
2018,13,281,0.1890489914,0.3809072823,-0.0028093,3
2018,13,283,0.4655639098,0.6052314787,0.3258963409,2
2018,13,285,0.6622062663,0.8554985828,0.4689139499,3
2018,13,287,0.3942770322,0.5663105161,0.2222435482,2
2018,13,289,0.4002413516,0.5502144558,0.2502682474,2
2018,13,291,0.1890489914,0.3809072823,-0.0028093,3
2018,13,293,0.731141767,0.8847602772,0.5775232567,2
2018,13,295,0.509045366,0.667996342,0.35009439,2
2018,13,297,0.476056338,0.6896645257,0.2624481503,3
2018,13,299,0.3137955683,0.4558367593,0.1717543773,2
2018,13,301,0.4344242995,0.5843354206,0.2845131784,2
2018,13,303,0.4344242995,0.5843354206,0.2845131784,2
2018,13,305,0.5196959226,0.6726274177,0.3667644274,2
2018,13,307,0.5109441359,0.6869151632,0.3349731086,2
2018,13,309,0.5196959226,0.6726274177,0.3667644274,2
2018,13,311,0.1890489914,0.3809072823,-0.0028093,3
2018,13,313,0.3728294178,0.5488263097,0.1968325258,3
2018,13,315,0.4655639098,0.6052314787,0.3258963409,2
2018,13,317,0.4344242995,0.5843354206,0.2845131784,2
2018,13,319,0.4002413516,0.5502144558,0.2502682474,2
2018,13,321,0.1927990708,0.3750472146,0.0105509271,3
2018,15,1,0.4968431277,0.6462887479,0.3473975076,1
2018,15,3,0.4423439679,0.50888851,0.3757994257,1
2018,15,5,,,,3
2018,15,7,0.396460177,0.5320489779,0.2608713761,2
2018,15,9,0.396460177,0.5320489779,0.2608713761,2
2018,16,1,0.324169807,0.4132760668,0.2350635471,1
2018,16,3,0.3578717201,0.5421372016,0.1736062386,3
2018,16,5,0.3276836158,0.4713576724,0.1840095592,2
2018,16,7,0.3276836158,0.4713576724,0.1840095592,2
2018,16,9,0.4495912807,0.6000381028,0.2991444585,2
2018,16,11,0.2557007243,0.3448467395,0.1665547091,2
2018,16,13,0.1831422374,0.3030075586,0.0632769161,2
2018,16,15,0.3578717201,0.5421372016,0.1736062386,3
2018,16,17,0.4495912807,0.6000381028,0.2991444585,2
2018,16,19,0.4316290131,0.5934281073,0.2698299189,1
2018,16,21,0.4495912807,0.6000381028,0.2991444585,2
2018,16,23,0.3578717201,0.5421372016,0.1736062386,3
2018,16,25,0.1831422374,0.3030075586,0.0632769161,2
2018,16,27,0.371927819,0.4835688745,0.2602867635,2
2018,16,29,0.3276836158,0.4713576724,0.1840095592,2
2018,16,31,0.3357771261,0.5076627441,0.1638915081,3
2018,16,33,0.3578717201,0.5421372016,0.1736062386,3
2018,16,35,0.3578717201,0.5421372016,0.1736062386,3
2018,16,37,0.3578717201,0.5421372016,0.1736062386,3
2018,16,39,0.1831422374,0.3030075586,0.0632769161,2
2018,16,41,0.3276836158,0.4713576724,0.1840095592,2
2018,16,43,0.2520856821,0.3712567954,0.1329145687,2
2018,16,45,0.4551642498,0.6430055386,0.2673229609,3
2018,16,47,0.1831422374,0.3030075586,0.0632769161,2
2018,16,49,0.3578717201,0.5421372016,0.1736062386,3
2018,16,51,0.2520856821,0.3712567954,0.1329145687,2
2018,16,53,0.1831422374,0.3030075586,0.0632769161,2
2018,16,55,0.5456884415,0.6569025742,0.4344743088,1
2018,16,57,0.4495912807,0.6000381028,0.2991444585,2
2018,16,59,0.3578717201,0.5421372016,0.1736062386,3
2018,16,61,0.3578717201,0.5421372016,0.1736062386,3
2018,16,63,0.1831422374,0.3030075586,0.0632769161,2
2018,16,65,0.2520856821,0.3712567954,0.1329145687,2
2018,16,67,0.1831422374,0.3030075586,0.0632769161,2
2018,16,69,0.3578717201,0.5421372016,0.1736062386,3
2018,16,71,0.3276836158,0.4713576724,0.1840095592,2
2018,16,73,0.3221903199,0.5091554336,0.1352252062,3
2018,16,75,0.4551642498,0.6430055386,0.2673229609,3
2018,16,77,0.3276836158,0.4713576724,0.1840095592,2
2018,16,79,0.4495912807,0.6000381028,0.2991444585,2
2018,16,81,0.2520856821,0.3712567954,0.1329145687,2
2018,16,83,0.3357771261,0.5076627441,0.1638915081,3
2018,16,85,0.3578717201,0.5421372016,0.1736062386,3
2018,16,87,0.4551642498,0.6430055386,0.2673229609,3
2018,17,1,0.6439880188,0.804936845,0.4830391927,2
2018,17,3,0.3598086124,0.49284234,0.2267748849,2
2018,17,5,0.5248634665,0.6580595871,0.3916673459,2
2018,17,7,0.448700028,0.6210269439,0.276373112,2
2018,17,9,0.6439880188,0.804936845,0.4830391927,2
2018,17,11,0.4231905465,0.5615287702,0.2848523228,2
2018,17,13,0.4421144605,0.5941356251,0.2900932959,2
2018,17,15,0.523222061,0.6863791396,0.3600649823,2
2018,17,17,0.4421144605,0.5941356251,0.2900932959,2
2018,17,19,0.5512763099,0.6851799246,0.4173726952,1
2018,17,21,0.5391224302,0.6831725561,0.3950723043,2
2018,17,23,0.5759327378,0.7351750465,0.416690429,2
2018,17,25,0.5759327378,0.7351750465,0.416690429,2
2018,17,27,0.5248634665,0.6580595871,0.3916673459,2
2018,17,29,0.6567095588,0.8212219468,0.4921971708,2
2018,17,31,0.5480846718,0.5813475028,0.5148218407,1
2018,17,33,0.5759327378,0.7351750465,0.416690429,2
2018,17,35,0.6567095588,0.8212219468,0.4921971708,2
2018,17,37,0.3857769118,0.5805287813,0.1910250424,3
2018,17,39,0.5391224302,0.6831725561,0.3950723043,2
2018,17,41,0.6567095588,0.8212219468,0.4921971708,2
2018,17,43,0.5907470324,0.6577304947,0.5237635702,1
2018,17,45,0.6567095588,0.8212219468,0.4921971708,2
2018,17,47,0.3598086124,0.49284234,0.2267748849,2
2018,17,49,0.5248634665,0.6580595871,0.3916673459,2
2018,17,51,0.5248634665,0.6580595871,0.3916673459,2
2018,17,53,0.3887207703,0.5163942664,0.2610472742,2
2018,17,55,0.5466916142,0.6807167387,0.4126664897,2
2018,17,57,0.7984700607,0.9035358102,0.6934043111,2
2018,17,59,0.3598086124,0.49284234,0.2267748849,2
2018,17,61,0.4421144605,0.5941356251,0.2900932959,2
2018,17,63,0.6923458013,0.8548139303,0.5298776724,2
2018,17,65,0.3598086124,0.49284234,0.2267748849,2
2018,17,67,0.7984700607,0.9035358102,0.6934043111,2
2018,17,69,0.3598086124,0.49284234,0.2267748849,2
2018,17,71,0.7984700607,0.9035358102,0.6934043111,2
2018,17,73,0.7984700607,0.9035358102,0.6934043111,2
2018,17,75,0.3887207703,0.5163942664,0.2610472742,2
2018,17,77,0.5466916142,0.6807167387,0.4126664897,2
2018,17,79,0.5759327378,0.7351750465,0.416690429,2
2018,17,81,0.4966850829,0.6242674116,0.3691027541,2
2018,17,83,0.4421144605,0.5941356251,0.2900932959,2
2018,17,85,0.523222061,0.6863791396,0.3600649823,2
2018,17,87,0.3598086124,0.49284234,0.2267748849,2
2018,17,89,0.5464067501,0.6465186234,0.4462948767,1
2018,17,91,0.5706713781,0.7280523561,0.4132904001,1
2018,17,93,0.6923458013,0.8548139303,0.5298776724,2
2018,17,95,0.4231905465,0.5615287702,0.2848523228,2
2018,17,97,0.5468227425,0.623958086,0.469687399,1
2018,17,99,0.558451514,0.7332578463,0.3836451817,1
2018,17,101,0.5759327378,0.7351750465,0.416690429,2
2018,17,103,0.523222061,0.6863791396,0.3600649823,2
2018,17,105,0.3887207703,0.5163942664,0.2610472742,2
2018,17,107,0.5391224302,0.6831725561,0.3950723043,2
2018,17,109,0.7984700607,0.9035358102,0.6934043111,2
2018,17,111,0.6328045408,0.7499924585,0.5156166231,1
2018,17,113,0.4649265905,0.6140070494,0.3158461316,1
2018,17,115,0.4737787356,0.6495497276,0.2980077437,1
2018,17,117,0.4421144605,0.5941356251,0.2900932959,2
2018,17,119,0.5288246429,0.6645001727,0.3931491131,1
2018,17,121,0.4966850829,0.6242674116,0.3691027541,2
2018,17,123,0.4231905465,0.5615287702,0.2848523228,2
2018,17,125,0.6439880188,0.804936845,0.4830391927,2
2018,17,127,0.3598086124,0.49284234,0.2267748849,2
2018,17,129,0.5391224302,0.6831725561,0.3950723043,2
2018,17,131,0.7984700607,0.9035358102,0.6934043111,2
2018,17,133,0.4966850829,0.6242674116,0.3691027541,2
2018,17,135,0.5248634665,0.6580595871,0.3916673459,2
2018,17,137,0.4421144605,0.5941356251,0.2900932959,2
2018,17,139,0.5391224302,0.6831725561,0.3950723043,2
2018,17,141,0.6243523316,0.8694367265,0.3792679367,3
2018,17,143,0.5377394636,0.683412502,0.3920664252,1
2018,17,145,0.5466916142,0.6807167387,0.4126664897,2
2018,17,147,0.5391224302,0.6831725561,0.3950723043,2
2018,17,149,0.6439880188,0.804936845,0.4830391927,2
2018,17,151,0.3598086124,0.49284234,0.2267748849,2
2018,17,153,0.3598086124,0.49284234,0.2267748849,2
2018,17,155,0.4231905465,0.5615287702,0.2848523228,2
2018,17,157,0.4966850829,0.6242674116,0.3691027541,2
2018,17,159,0.5759327378,0.7351750465,0.416690429,2
2018,17,161,0.36756238,0.5320652491,0.203059511,1
2018,17,163,0.6881112469,0.8335074124,0.5427150815,1
2018,17,165,0.3598086124,0.49284234,0.2267748849,2
2018,17,167,0.4780500943,0.6273546156,0.328745573,1
2018,17,169,0.6439880188,0.804936845,0.4830391927,2
2018,17,171,0.4421144605,0.5941356251,0.2900932959,2
2018,17,173,0.5391224302,0.6831725561,0.3950723043,2
2018,17,175,0.4231905465,0.5615287702,0.2848523228,2
2018,17,177,0.6243523316,0.8694367265,0.3792679367,3
2018,17,179,0.3754623921,0.5459283815,0.2049964027,1
2018,17,181,0.3598086124,0.49284234,0.2267748849,2
2018,17,183,0.3887207703,0.5163942664,0.2610472742,2
2018,17,185,0.3598086124,0.49284234,0.2267748849,2
2018,17,187,0.7984700607,0.9035358102,0.6934043111,2
2018,17,189,0.4966850829,0.6242674116,0.3691027541,2
2018,17,191,0.5759327378,0.7351750465,0.416690429,2
2018,17,193,0.3598086124,0.49284234,0.2267748849,2
2018,17,195,0.523222061,0.6863791396,0.3600649823,2
2018,17,197,0.5139284388,0.5933860874,0.4344707902,1
2018,17,199,0.5466916142,0.6807167387,0.4126664897,2
2018,17,201,0.3924020848,0.5021820442,0.2826221254,1
2018,17,203,0.4231905465,0.5615287702,0.2848523228,2
2018,18,1,0.347440273,0.4881356883,0.2067448577,2
2018,18,3,0.4171161453,0.5137602983,0.3204719922,1
2018,18,5,0.3147815679,0.4664949837,0.1630681521,2
2018,18,7,0.3354632588,0.4637956773,0.2071308402,2
2018,18,9,0.2504159734,0.4054534244,0.0953785223,2
2018,18,11,0.5675600223,0.774580615,0.3605394296,3
2018,18,13,0.3471915082,0.5671279849,0.1272550315,3
2018,18,15,0.3354632588,0.4637956773,0.2071308402,2
2018,18,17,0.426106958,0.6239520327,0.2282618833,3
2018,18,19,0.1704774714,0.3547428188,-0.013787876,3
2018,18,21,0.4804760134,0.6372819228,0.323670104,2
2018,18,23,0.3354632588,0.4637956773,0.2071308402,2
2018,18,25,0.5617433414,0.7083531279,0.4151335549,2
2018,18,27,0.391765286,0.5298622178,0.2536683542,2
2018,18,29,0.1148825065,0.2236819101,0.0060831029,2
2018,18,31,0.3719362745,0.5892641301,0.154608419,3
2018,18,33,0.2407960199,0.353796065,0.1277959748,2
2018,18,35,0.6086375779,0.8173822343,0.3998929215,3
2018,18,37,0.5617433414,0.7083531279,0.4151335549,2
2018,18,39,0.1936049058,0.3192357825,0.0679740291,1
2018,18,41,0.3453020134,0.5355282905,0.1550757363,3
2018,18,43,0.4055358867,0.5705777355,0.2404940379,2
2018,18,45,0.4804760134,0.6372819228,0.323670104,2
2018,18,47,0.1148825065,0.2236819101,0.0060831029,2
2018,18,49,0.2585798817,0.4237394498,0.0934203135,3
2018,18,51,0.4893120871,0.6778700817,0.3007540924,3
2018,18,53,0.3709919089,0.5206969451,0.2212868727,2
2018,18,55,0.391765286,0.5298622178,0.2536683542,2
2018,18,57,0.5454503054,0.6629400084,0.4279606025,1
2018,18,59,0.4808823529,0.7337322366,0.2280324693,3
2018,18,61,0.4055358867,0.5705777355,0.2404940379,2
2018,18,63,0.477080292,0.6558149144,0.2983456696,1
2018,18,65,0.2504159734,0.4054534244,0.0953785223,2
2018,18,67,0.426106958,0.6239520327,0.2282618833,3
2018,18,69,0.347440273,0.4881356883,0.2067448577,2
2018,18,71,0.3147815679,0.4664949837,0.1630681521,2
2018,18,73,0.2585798817,0.4237394498,0.0934203135,3
2018,18,75,0.2504159734,0.4054534244,0.0953785223,2
2018,18,77,0.3719362745,0.5892641301,0.154608419,3
2018,18,79,0.3719362745,0.5892641301,0.154608419,3
2018,18,81,0.2756062767,0.4473580734,0.1038544801,3
2018,18,83,0.5617433414,0.7083531279,0.4151335549,2
2018,18,85,0.2558345643,0.3964294639,0.1152396646,2
2018,18,87,0.2407960199,0.353796065,0.1277959748,2
2018,18,89,0.4012078043,0.4940802611,0.3083353475,1
2018,18,91,0.2,0.3634753006,0.0365246994,3
2018,18,93,0.391765286,0.5298622178,0.2536683542,2
2018,18,95,0.4356767097,0.6300480486,0.2413053708,3
2018,18,97,0.3255878285,0.3993590548,0.2518166022,1
2018,18,99,0.2558345643,0.3964294639,0.1152396646,2
2018,18,101,0.391765286,0.5298622178,0.2536683542,2
2018,18,103,0.3709919089,0.5206969451,0.2212868727,2
2018,18,105,0.5243902439,0.7030999427,0.3456805451,1
2018,18,107,0.3354632588,0.4637956773,0.2071308402,2
2018,18,109,0.3471915082,0.5671279849,0.1272550315,3
2018,18,111,0.2585798817,0.4237394498,0.0934203135,3
2018,18,113,0.2407960199,0.353796065,0.1277959748,2
2018,18,115,0.1148825065,0.2236819101,0.0060831029,2
2018,18,117,0.391765286,0.5298622178,0.2536683542,2
2018,18,119,0.391765286,0.5298622178,0.2536683542,2
2018,18,121,0.4804760134,0.6372819228,0.323670104,2
2018,18,123,0.5617433414,0.7083531279,0.4151335549,2
2018,18,125,0.5617433414,0.7083531279,0.4151335549,2
2018,18,127,0.4728192162,0.6295127637,0.3161256687,1
2018,18,129,0.4893120871,0.6778700817,0.3007540924,3
2018,18,131,0.2585798817,0.4237394498,0.0934203135,3
2018,18,133,0.3471915082,0.5671279849,0.1272550315,3
2018,18,135,0.2504159734,0.4054534244,0.0953785223,2
2018,18,137,0.1148825065,0.2236819101,0.0060831029,2
2018,18,139,0.3453020134,0.5355282905,0.1550757363,3
2018,18,141,0.4802735402,0.5948845623,0.3656625182,1
2018,18,143,0.3719362745,0.5892641301,0.154608419,3
2018,18,145,0.4808823529,0.7337322366,0.2280324693,3
2018,18,147,0.5617433414,0.7083531279,0.4151335549,2
2018,18,149,0.2585798817,0.4237394498,0.0934203135,3
2018,18,151,0.2407960199,0.353796065,0.1277959748,2
2018,18,153,0.4804760134,0.6372819228,0.323670104,2
2018,18,155,0.1148825065,0.2236819101,0.0060831029,2
2018,18,157,0.3945845391,0.537390587,0.2517784911,1
2018,18,159,0.426106958,0.6239520327,0.2282618833,3
2018,18,161,0.3453020134,0.5355282905,0.1550757363,3
2018,18,163,0.3788882199,0.5444040498,0.2133723901,1
2018,18,165,0.4804760134,0.6372819228,0.323670104,2
2018,18,167,0.1759299781,0.3350396987,0.0168202575,3
2018,18,169,0.3709919089,0.5206969451,0.2212868727,2
2018,18,171,0.4804760134,0.6372819228,0.323670104,2
2018,18,173,0.4893120871,0.6778700817,0.3007540924,3
2018,18,175,0.4055358867,0.5705777355,0.2404940379,2
2018,18,177,0.3453020134,0.5355282905,0.1550757363,3
2018,18,179,0.347440273,0.4881356883,0.2067448577,2
2018,18,181,0.3354632588,0.4637956773,0.2071308402,2
2018,18,183,0.347440273,0.4881356883,0.2067448577,2
2018,19,1,0.5962239152,0.7446145246,0.4478333058,2
2018,19,3,0.5962239152,0.7446145246,0.4478333058,2
2018,19,5,0.4270072993,0.6011348209,0.2528797776,2
2018,19,7,0.5962239152,0.7446145246,0.4478333058,2
2018,19,9,0.5962239152,0.7446145246,0.4478333058,2
2018,19,11,0.6141630901,0.8089205906,0.4194055896,3
2018,19,13,0.41,0.6110064935,0.2089935065,3
2018,19,15,0.2504716981,0.4357906231,0.0651527731,3
2018,19,17,0.4270072993,0.6011348209,0.2528797776,2
2018,19,19,0.5321060706,0.676300993,0.3879111482,2
2018,19,21,0.4082584083,0.5347540875,0.281762729,2
2018,19,23,0.3427940713,0.4799594613,0.2056286812,2
2018,19,25,0.4082584083,0.5347540875,0.281762729,2
2018,19,27,0.4082584083,0.5347540875,0.281762729,2
2018,19,29,0.4601719198,0.5918951946,0.3284486449,2
2018,19,31,0.2745499182,0.5004024005,0.0486974359,3
2018,19,33,0.4866328257,0.6435023271,0.3297633244,2
2018,19,35,0.4082584083,0.5347540875,0.281762729,2
2018,19,37,0.4270072993,0.6011348209,0.2528797776,2
2018,19,39,0.5962239152,0.7446145246,0.4478333058,2
2018,19,41,0.6306982112,0.7862076358,0.4751887865,2
2018,19,43,0.4270072993,0.6011348209,0.2528797776,2
2018,19,45,0.2745499182,0.5004024005,0.0486974359,3
2018,19,47,0.4082584083,0.5347540875,0.281762729,2
2018,19,49,0.4591053829,0.5742125446,0.3439982212,2
2018,19,51,0.4539459222,0.6165849269,0.2913069175,2
2018,19,53,0.5962239152,0.7446145246,0.4478333058,2
2018,19,55,0.5321060706,0.676300993,0.3879111482,2
2018,19,57,0.5698924731,0.8204430596,0.3193418866,3
2018,19,59,0.6306982112,0.7862076358,0.4751887865,2
2018,19,61,0.5321060706,0.676300993,0.3879111482,2
2018,19,63,0.6306982112,0.7862076358,0.4751887865,2
2018,19,65,0.4270072993,0.6011348209,0.2528797776,2
2018,19,67,0.4866328257,0.6435023271,0.3297633244,2
2018,19,69,0.3427940713,0.4799594613,0.2056286812,2
2018,19,71,0.4601719198,0.5918951946,0.3284486449,2
2018,19,73,0.4082584083,0.5347540875,0.281762729,2
2018,19,75,0.3427940713,0.4799594613,0.2056286812,2
2018,19,77,0.5962239152,0.7446145246,0.4478333058,2
2018,19,79,0.3427940713,0.4799594613,0.2056286812,2
2018,19,81,0.4866328257,0.6435023271,0.3297633244,2
2018,19,83,0.3427940713,0.4799594613,0.2056286812,2
2018,19,85,0.4601719198,0.5918951946,0.3284486449,2
2018,19,87,0.5698924731,0.8204430596,0.3193418866,3
2018,19,89,0.4270072993,0.6011348209,0.2528797776,2
2018,19,91,0.3427940713,0.4799594613,0.2056286812,2
2018,19,93,0.4082584083,0.5347540875,0.281762729,2
2018,19,95,0.6141630901,0.8089205906,0.4194055896,3
2018,19,97,0.5321060706,0.676300993,0.3879111482,2
2018,19,99,0.5498489426,0.7021366951,0.3975611901,2
2018,19,101,0.4539459222,0.6165849269,0.2913069175,2
2018,19,103,0.5787447054,0.8134634709,0.3440259399,3
2018,19,105,0.2745499182,0.5004024005,0.0486974359,3
2018,19,107,0.4539459222,0.6165849269,0.2913069175,2
2018,19,109,0.4866328257,0.6435023271,0.3297633244,2
2018,19,111,0.5698924731,0.8204430596,0.3193418866,3
2018,19,113,0.4186966479,0.5798561722,0.2575371237,1
2018,19,115,0.5698924731,0.8204430596,0.3193418866,3
2018,19,117,0.5962239152,0.7446145246,0.4478333058,2
2018,19,119,0.6306982112,0.7862076358,0.4751887865,2
2018,19,121,0.5498489426,0.7021366951,0.3975611901,2
2018,19,123,0.4539459222,0.6165849269,0.2913069175,2
2018,19,125,0.5498489426,0.7021366951,0.3975611901,2
2018,19,127,0.6141630901,0.8089205906,0.4194055896,3
2018,19,129,0.4601719198,0.5918951946,0.3284486449,2
2018,19,131,0.4866328257,0.6435023271,0.3297633244,2
2018,19,133,0.4082584083,0.5347540875,0.281762729,2
2018,19,135,0.5962239152,0.7446145246,0.4478333058,2
2018,19,137,0.4601719198,0.5918951946,0.3284486449,2
2018,19,139,0.2745499182,0.5004024005,0.0486974359,3
2018,19,141,0.6306982112,0.7862076358,0.4751887865,2
2018,19,143,0.6306982112,0.7862076358,0.4751887865,2
2018,19,145,0.4601719198,0.5918951946,0.3284486449,2
2018,19,147,0.6306982112,0.7862076358,0.4751887865,2
2018,19,149,0.3615340143,0.5279996319,0.1950683966,2
2018,19,151,0.4082584083,0.5347540875,0.281762729,2
2018,19,153,0.3812536535,0.4942307028,0.2682766042,1
2018,19,155,0.4601719198,0.5918951946,0.3284486449,2
2018,19,157,0.6141630901,0.8089205906,0.4194055896,3
2018,19,159,0.5962239152,0.7446145246,0.4478333058,2
2018,19,161,0.4082584083,0.5347540875,0.281762729,2
2018,19,163,0.5388451444,0.7342527426,0.3434375461,3
2018,19,165,0.4601719198,0.5918951946,0.3284486449,2
2018,19,167,0.6306982112,0.7862076358,0.4751887865,2
2018,19,169,0.2504716981,0.4357906231,0.0651527731,3
2018,19,171,0.6141630901,0.8089205906,0.4194055896,3
2018,19,173,0.5962239152,0.7446145246,0.4478333058,2
2018,19,175,0.5962239152,0.7446145246,0.4478333058,2
2018,19,177,0.4539459222,0.6165849269,0.2913069175,2
2018,19,179,0.4539459222,0.6165849269,0.2913069175,2
2018,19,181,0.5498489426,0.7021366951,0.3975611901,2
2018,19,183,0.4539459222,0.6165849269,0.2913069175,2
2018,19,185,0.5962239152,0.7446145246,0.4478333058,2
2018,19,187,0.3427940713,0.4799594613,0.2056286812,2
2018,19,189,0.4866328257,0.6435023271,0.3297633244,2
2018,19,191,0.4270072993,0.6011348209,0.2528797776,2
2018,19,193,0.3615340143,0.5279996319,0.1950683966,1
2018,19,195,0.4866328257,0.6435023271,0.3297633244,2
2018,19,197,0.3427940713,0.4799594613,0.2056286812,2
2018,20,1,0.6959126145,0.8605285979,0.5312966311,2
2018,20,3,0.6959126145,0.8605285979,0.5312966311,2
2018,20,5,0.3533289387,0.5303840112,0.1762738662,3
2018,20,7,0.5180515759,0.7101200912,0.3259830607,3
2018,20,9,0.5180515759,0.7101200912,0.3259830607,3
2018,20,11,0.6959126145,0.8605285979,0.5312966311,2
2018,20,13,0.6953724326,0.826955643,0.5637892221,2
2018,20,15,0.5283436459,0.6487793325,0.4079079593,2
2018,20,17,0.5349351008,0.6731893214,0.3966808802,2
2018,20,19,0.5349351008,0.6731893214,0.3966808802,2
2018,20,21,0.3925570228,0.5966127856,0.18850126,3
2018,20,23,0.678780284,0.8334793729,0.5240811952,2
2018,20,25,0.3587092732,0.4973133286,0.2201052178,2
2018,20,27,0.6299745978,0.7599602523,0.4999889433,2
2018,20,29,0.6299745978,0.7599602523,0.4999889433,2
2018,20,31,0.5349351008,0.6731893214,0.3966808802,2
2018,20,33,0.5180515759,0.7101200912,0.3259830607,3
2018,20,35,0.5306666315,0.6428687047,0.4184645584,2
2018,20,37,0.3925570228,0.5966127856,0.18850126,3
2018,20,39,0.678780284,0.8334793729,0.5240811952,2
2018,20,41,0.6299745978,0.7599602523,0.4999889433,2
2018,20,43,0.3533289387,0.5303840112,0.1762738662,3
2018,20,45,0.6768982229,0.9060522218,0.4477442241,3
2018,20,47,0.5180515759,0.7101200912,0.3259830607,3
2018,20,49,0.5349351008,0.6731893214,0.3966808802,2
2018,20,51,0.678780284,0.8334793729,0.5240811952,2
2018,20,53,0.6299745978,0.7599602523,0.4999889433,2
2018,20,55,0.3587092732,0.4973133286,0.2201052178,2
2018,20,57,0.3587092732,0.4973133286,0.2201052178,2
2018,20,59,0.6959126145,0.8605285979,0.5312966311,2
2018,20,61,0.5239382239,0.719713464,0.3281629839,3
2018,20,63,0.678780284,0.8334793729,0.5240811952,2
2018,20,65,0.678780284,0.8334793729,0.5240811952,2
2018,20,67,0.3587092732,0.4973133286,0.2201052178,2
2018,20,69,0.3587092732,0.4973133286,0.2201052178,2
2018,20,71,0.678780284,0.8334793729,0.5240811952,2
2018,20,73,0.5349351008,0.6731893214,0.3966808802,2
2018,20,75,0.3587092732,0.4973133286,0.2201052178,2
2018,20,77,0.5180515759,0.7101200912,0.3259830607,3
2018,20,79,0.3933467742,0.5486649657,0.2380285827,2
2018,20,81,0.3587092732,0.4973133286,0.2201052178,2
2018,20,83,0.3587092732,0.4973133286,0.2201052178,2
2018,20,85,0.6953724326,0.826955643,0.5637892221,2
2018,20,87,0.3533289387,0.5303840112,0.1762738662,3
2018,20,89,0.6299745978,0.7599602523,0.4999889433,2
2018,20,91,0.4482662968,0.5347605019,0.3617720917,1
2018,20,93,0.3587092732,0.4973133286,0.2201052178,2
2018,20,95,0.5180515759,0.7101200912,0.3259830607,3
2018,20,97,0.5180515759,0.7101200912,0.3259830607,3
