year,state,county,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,_FREQ_
2018,13,199,0.8931828273,1.0167608301,0.7696048246,24
2018,13,201,0.9968287533,1.0208763521,0.9727811545,21
2018,13,205,0.9968287527,1.0208763538,0.9727811516,21
2018,13,207,0.8251365781,0.9838658913,0.6664072648,22
2018,13,209,0.7752351362,0.9271632014,0.623307071,29
2018,13,211,0.7173766051,0.8785053793,0.5562478309,30
2018,13,213,0.777011481,0.9285112749,0.6255116871,29
2018,13,215,0.9339108976,1.0174200856,0.8504017095,34
2018,13,217,0.8091969591,0.9393762244,0.6790176938,35
2018,13,219,0.724465598,0.9155579136,0.5333732825,21
2018,13,221,0.724465625,0.9155579348,0.5333733153,21
2018,13,223,1,1,1,23
2018,13,225,0.8251366052,0.9838659087,0.6664073017,22
2018,13,227,0.7770115057,0.9285112936,0.6255117178,29
2018,13,229,0.8394872411,0.9505052045,0.7284692778,42
2018,13,231,0.962951715,1.0369927323,0.8889106978,25
2018,13,233,0.8548602029,0.9877265499,0.7219938559,27
2018,13,235,1,1,1,18
2018,13,237,0.8251366126,0.9838659135,0.6664073117,22
2018,13,239,0.7458401114,0.8900843325,0.6015958903,35
2018,13,241,1,1,1,23
2018,13,243,0.7458401477,0.890084362,0.6015959333,35
2018,13,245,0.9431504145,1.026011301,0.8602895281,30
2018,13,247,0.8091970123,0.9393762638,0.6790177609,35
2018,13,249,0.7458401114,0.8900843325,0.6015958903,35
2018,13,251,0.8901536637,0.9786164741,0.8016908532,48
2018,13,253,0.9968287529,1.0208763532,0.9727811526,21
2018,13,255,0.9629517083,1.036992732,0.8889106846,25
2018,13,257,0.8561403188,0.991040154,0.7212404836,26
2018,13,259,0.7458401642,0.8900843755,0.601595953,35
2018,13,261,0.7458401626,0.8900843742,0.6015959511,35
2018,13,263,0.7458400697,0.8900842987,0.6015958408,35
2018,13,265,0.8679245106,1.0127344977,0.7231145234,21
2018,13,267,0.7752351125,0.9271631834,0.6233070415,29
2018,13,269,0.7458401312,0.8900843486,0.6015959138,35
2018,13,271,0.7752351295,0.9271631963,0.6233070627,29
2018,13,273,0.9968287519,1.0208763558,0.972781148,21
2018,13,275,0.8676947788,1.0242226946,0.711166863,18
2018,13,277,0.9497784304,1.0431904402,0.8563664207,21
2018,13,279,0.7752351102,0.9271631817,0.6233070388,29
2018,13,281,1,1,1,23
2018,13,283,0.7544812536,0.8846473803,0.6243151269,42
2018,13,285,0.893182805,1.0167608191,0.7696047908,24
2018,13,287,0.9497784421,1.0431904416,0.8563664426,21
2018,13,289,0.8251365888,0.9838658982,0.6664072794,22
2018,13,291,1,1,1,23
2018,13,293,0.9629517169,1.0369927323,0.8889107015,25
2018,13,295,0.6883628996,0.8569368163,0.5197889828,29
2018,13,297,0.717376616,0.8785053883,0.5562478437,30
2018,13,299,0.8394872552,0.9505052146,0.7284692958,42
2018,13,301,0.8679244971,1.0127344905,0.7231145037,21
2018,13,303,0.8679245522,1.01273452,0.7231145844,21
2018,13,305,0.7752351377,0.9271632025,0.6233070728,29
2018,13,307,0.7458401547,0.8900843677,0.6015959416,35
2018,13,309,0.7752351364,0.9271632016,0.6233070712,29
2018,13,311,1,1,1,23
2018,13,313,0.8420857988,1.0019053251,0.6822662725,20
2018,13,315,0.7544812739,0.8846473969,0.6243151508,42
2018,13,317,0.8679245046,1.0127344945,0.7231145147,21
2018,13,319,0.8251366048,0.9838659085,0.666407301,22
2018,13,321,0.8676948158,1.024222713,0.7111669185,18
2018,15,001,0.8505479907,0.9803129285,0.7207830529,29
2018,15,003,0.9306795192,0.969319143,0.8920398955,166
2018,15,005,,,,8
2018,15,007,0.6607182054,0.8330420945,0.4883943163,29
2018,15,009,0.6607182165,0.8330421042,0.4883943287,29
2018,16,001,0.9282164884,0.985138405,0.8712945717,79
2018,16,003,0.9280676912,1.0336628433,0.822472539,23
2018,16,005,0.813680566,0.963347357,0.6640137749,26
2018,16,007,0.8136805919,0.963347375,0.6640138089,26
2018,16,009,0.9667612417,1.0384799504,0.895042533,24
2018,16,011,0.8482323677,0.9361372677,0.7603274677,64
2018,16,013,0.8302333311,0.9774009838,0.6830656784,25
2018,16,015,0.9280677083,1.0336628489,0.8224725677,23
2018,16,017,0.9667612425,1.0384799504,0.8950425347,24
2018,16,019,0.827628866,0.9931643708,0.6620933611,20
2018,16,021,0.9667612557,1.0384799498,0.8950425615,24
2018,16,023,0.9280676819,1.0336628404,0.8224725235,23
2018,16,025,0.8302333467,0.977400994,0.6830656994,25
2018,16,027,0.9007472511,0.9764049609,0.8250895413,60
2018,16,029,0.813680574,0.9633473625,0.6640137854,26
2018,16,031,1,1,1,10
2018,16,033,0.9280676973,1.0336628453,0.8224725493,23
2018,16,035,0.9280676896,1.0336628428,0.8224725363,23
2018,16,037,0.9280676973,1.0336628453,0.8224725492,23
2018,16,039,0.8302333747,0.9774010123,0.683065737,25
2018,16,041,0.8136805796,0.9633473664,0.6640137927,26
2018,16,043,0.8496822074,0.9633134432,0.7360509716,38
2018,16,045,0.8220407968,0.998736802,0.6453447916,18
2018,16,047,0.8302333485,0.9774009952,0.6830657018,25
2018,16,049,0.9280677038,1.0336628474,0.8224725603,23
2018,16,051,0.8496821716,0.9633134185,0.7360509246,38
2018,16,053,0.8302333447,0.9774009927,0.6830656966,25
2018,16,055,0.7862835421,0.8999100463,0.6726570378,50
2018,16,057,0.9667612539,1.0384799499,0.8950425579,24
2018,16,059,0.9280676839,1.033662841,0.8224725268,23
2018,16,061,0.9280676973,1.0336628453,0.8224725493,23
2018,16,063,0.8302333276,0.9774009815,0.6830656737,25
2018,16,065,0.849682183,0.9633134264,0.7360509397,38
2018,16,067,0.8302333699,0.9774010092,0.6830657305,25
2018,16,069,0.9280676939,1.0336628442,0.8224725436,23
2018,16,071,0.8136805959,0.9633473777,0.6640138141,26
2018,16,073,0.9549065322,1.0331794347,0.8766336296,27
2018,16,075,0.8220408066,0.998736808,0.6453448053,18
2018,16,077,0.8136806452,0.9633474117,0.6640138787,26
2018,16,079,0.9667612462,1.0384799502,0.8950425422,24
2018,16,081,0.8496822025,0.9633134398,0.7360509651,38
2018,16,083,1,1,1,10
2018,16,085,0.9280677128,1.0336628503,0.8224725753,23
2018,16,087,0.822040815,0.9987368131,0.6453448169,18
2018,17,001,0.886509649,1.0000150813,0.7730042167,30
2018,17,003,0.9084609621,1.0083775026,0.8085444215,32
2018,17,005,0.9551463645,1.0201080906,0.8901846384,39
2018,17,007,0.9579349859,1.0506709851,0.8651989867,18
2018,17,009,0.8865096191,1.0000150644,0.7730041737,30
2018,17,011,0.8577235581,0.9673622726,0.7480848436,39
2018,17,013,0.9428147025,1.0122175372,0.8734118678,43
2018,17,015,0.6960056581,0.8579308274,0.5340804889,31
2018,17,017,0.9428147038,1.0122175378,0.8734118699,43
2018,17,019,0.9937113857,1.0142336963,0.9731890751,57
2018,17,021,0.9213718157,1.0069515351,0.8357920963,38
2018,17,023,0.9091242399,1.0155906726,0.8026578073,28
2018,17,025,0.9091241955,1.0155906516,0.8026577394,28
2018,17,027,0.9551463757,1.0201080941,0.8901846573,39
2018,17,029,0.8963700219,1.0412532039,0.7514868399,17
2018,17,031,0.8859664044,0.9109460295,0.8609867794,622
2018,17,033,0.9091242269,1.0155906664,0.8026577874,28
2018,17,035,0.8963700188,1.0412532027,0.7514868349,17
2018,17,037,1,1,1,23
2018,17,039,0.9213718124,1.0069515335,0.8357920914,38
2018,17,041,0.8963700322,1.0412532079,0.7514868566,17
2018,17,043,0.9555304874,0.9884096734,0.9226513015,151
2018,17,045,0.8963700179,1.0412532024,0.7514868334,17
2018,17,047,0.9084609911,1.0083775174,0.8085444647,32
2018,17,049,0.9551463721,1.020108093,0.8901846512,39
2018,17,051,0.9551463634,1.0201080903,0.8901846366,39
2018,17,053,0.8972185536,0.9747069282,0.8197301791,59
2018,17,055,0.7846487776,0.9104762477,0.6588213074,41
2018,17,057,0.9777356673,1.0228983482,0.9325729864,41
2018,17,059,0.9084609649,1.0083775041,0.8085444258,32
2018,17,061,0.94281471,1.0122175404,0.8734118796,43
2018,17,063,0.9417125083,1.0269840127,0.8564410038,29
2018,17,065,0.9084609659,1.0083775046,0.8085444272,32
2018,17,067,0.9777356771,1.0228983482,0.9325730059,41
2018,17,069,0.908460977,1.0083775102,0.8085444437,32
2018,17,071,0.9777356754,1.0228983482,0.9325730026,41
2018,17,073,0.9777356703,1.0228983482,0.9325729925,41
2018,17,075,0.8972185551,0.9747069291,0.819730181,59
2018,17,077,0.78464878,0.9104762497,0.6588213104,41
2018,17,079,0.9091242162,1.0155906614,0.8026577711,28
2018,17,081,0.9544506314,1.0167723985,0.8921288642,43
2018,17,083,0.9428147046,1.0122175381,0.8734118711,43
2018,17,085,0.696005626,0.8579308001,0.534080452,31
2018,17,087,0.9084610058,1.0083775249,0.8085444866,32
2018,17,089,0.8351345308,0.9131066822,0.7571623795,87
2018,17,091,0.9259259259,1.01964256,0.8322092919,30
2018,17,093,0.9417125071,1.0269840123,0.8564410018,29
2018,17,095,0.8577236002,0.9673623012,0.7480848992,39
2018,17,097,0.9181789835,0.9741880413,0.8621699257,92
2018,17,099,0.7070330694,0.8756131355,0.5384530033,28
2018,17,101,0.9091242171,1.0155906618,0.8026577723,28
2018,17,103,0.6960056895,0.857930854,0.5340805249,31
2018,17,105,0.8972185412,0.9747069199,0.8197301625,59
2018,17,107,0.921371784,1.0069515192,0.8357920488,38
2018,17,109,0.9777356734,1.0228983482,0.9325729985,41
2018,17,111,1,1,1,52
2018,17,113,0.9314209955,1.0007858666,0.8620561245,51
2018,17,115,0.5578078078,0.7653433865,0.3502722291,22
2018,17,117,0.9428146987,1.0122175356,0.8734118618,43
2018,17,119,0.9202867072,1.0022007528,0.8383726617,42
2018,17,121,0.954450624,1.0167723959,0.8921288521,43
2018,17,123,0.8577235661,0.9673622781,0.7480848542,39
2018,17,125,0.8865096499,1.0000150818,0.773004218,30
2018,17,127,0.9084609815,1.0083775125,0.8085444505,32
2018,17,129,0.9213718246,1.0069515396,0.8357921096,38
2018,17,131,0.9777356723,1.0228983482,0.9325729963,41
2018,17,133,0.9544506204,1.0167723947,0.8921288462,43
2018,17,135,0.9551463667,1.0201080913,0.8901846422,39
2018,17,137,0.9428146958,1.0122175343,0.8734118573,43
2018,17,139,0.921371824,1.0069515393,0.8357921087,38
2018,17,141,0.9271771735,1.0311370085,0.8232173385,24
2018,17,143,0.8946596244,0.9935790441,0.7957402048,37
2018,17,145,0.7846487508,0.9104762266,0.658821275,41
2018,17,147,0.9213718027,1.0069515286,0.8357920768,38
2018,17,149,0.8865096094,1.000015059,0.7730041598,30
2018,17,151,0.9084609764,1.0083775099,0.8085444428,32
2018,17,153,0.9084609792,1.0083775114,0.808544447,32
2018,17,155,0.8577235983,0.9673622999,0.7480848967,39
2018,17,157,0.9544506393,1.0167724013,0.8921288774,43
2018,17,159,0.9091242309,1.0155906683,0.8026577935,28
2018,17,161,1,1,1,28
2018,17,163,0.7159783934,0.8747236922,0.5572330947,31
2018,17,165,0.9084609792,1.0083775114,0.808544447,32
2018,17,167,0.9343823234,1.0215484918,0.847216155,31
2018,17,169,0.8865096623,1.0000150888,0.7730042357,30
2018,17,171,0.9428147044,1.012217538,0.8734118708,43
2018,17,173,0.9213718092,1.0069515318,0.8357920865,38
2018,17,175,0.8577235983,0.9673622999,0.7480848967,39
2018,17,177,0.9271771772,1.0311370098,0.8232173446,24
2018,17,179,0.7989154993,0.9473780021,0.6504529966,28
2018,17,181,0.9084609661,1.0083775047,0.8085444274,32
2018,17,183,0.897218525,0.9747069091,0.819730141,59
2018,17,185,0.9084610121,1.0083775281,0.8085444961,32
2018,17,187,0.9777356763,1.0228983482,0.9325730043,41
2018,17,189,0.9544506342,1.0167723995,0.8921288689,43
2018,17,191,0.9091242169,1.0155906617,0.8026577722,28
2018,17,193,0.9084609982,1.008377521,0.8085444754,32
2018,17,195,0.6960056823,0.857930848,0.5340805167,31
2018,17,197,0.9506598581,0.9904171158,0.9109026004,114
2018,17,199,0.784648757,0.9104762315,0.6588212824,41
2018,17,201,0.9042911225,0.9769378477,0.8316443973,63
2018,17,203,0.8577235732,0.9673622829,0.7480848635,39
2018,18,001,0.8623435579,1.0063172569,0.7183698589,22
2018,18,003,0.7853000223,0.8808126298,0.6897874148,71
2018,18,005,0.9049296033,1.03681883,0.7730403766,19
2018,18,007,0.9622702263,1.0253968662,0.8991435864,35
2018,18,009,0.7684339146,0.933792522,0.6030753072,25
2018,18,011,0.6047950958,0.8522099299,0.3573802617,15
2018,18,013,0.81241033,0.9654409174,0.6593797426,25
2018,18,015,0.962270237,1.0253968683,0.8991436056,35
2018,18,017,0.885896178,1.0016135554,0.7701788006,29
2018,18,019,0.7065120428,0.9012727537,0.5117513319,21
2018,18,021,0.9807256236,1.0357321701,0.925719077,24
2018,18,023,0.9622702338,1.0253968677,0.8991435998,35
2018,18,025,1,1,1,31
2018,18,027,0.7236408596,0.8864038009,0.5608779183,29
2018,18,029,0.8443960581,0.9811240972,0.707668019,27
2018,18,031,0.967289714,1.0494648203,0.8851146077,18
2018,18,033,0.4822661293,0.6266683344,0.3378639242,46
2018,18,035,1,1,1,23
2018,18,037,1,1,1,31
2018,18,039,0.7894928858,0.9142805462,0.6647052254,41
2018,18,041,0.8707964587,1.0405449713,0.7010479461,15
2018,18,043,0.9675709428,1.0331832978,0.9019585878,28
2018,18,045,0.9807256215,1.035732171,0.9257190721,24
2018,18,047,0.8443960985,0.9811241231,0.7076680739,27
2018,18,049,0.611559719,0.8152293596,0.4078900785,22
2018,18,051,0.7940475964,0.9494923603,0.6386028325,26
2018,18,053,0.9366944637,1.0224170069,0.8509719205,31
2018,18,055,0.7236408682,0.8864038079,0.5608779285,29
2018,18,057,0.8356729304,0.9602360096,0.7111098512,34
2018,18,059,1,1,1,12
2018,18,061,0.9675709327,1.0331832975,0.9019585679,28
2018,18,063,0.8732323232,1.012264044,0.7342006024,22
2018,18,065,0.7684339212,0.9337925269,0.6030753155,25
2018,18,067,0.8858961772,1.001613555,0.7701787995,29
2018,18,069,0.8623435831,1.0063172711,0.7183698952,22
2018,18,071,0.9049295456,1.0368188081,0.7730402831,19
2018,18,073,0.6115596694,0.8152293147,0.407890024,22
2018,18,075,0.7684338729,0.9337924907,0.6030752551,25
2018,18,077,0.9672897172,1.0494648196,0.8851146147,18
2018,18,079,0.9672897233,1.0494648183,0.8851146283,18
2018,18,081,0.9430512017,1.0800036017,0.8060988017,11
2018,18,083,1,1,1,31
2018,18,085,0.7735234597,0.9285569097,0.6184900097,28
2018,18,087,0.4822661106,0.6266683155,0.3378639057,46
2018,18,089,0.8845367847,0.9563871612,0.8126864083,76
2018,18,091,0.7527922561,0.9046524086,0.6009321037,31
2018,18,093,0.7236408527,0.8864037953,0.5608779102,29
2018,18,095,0.8119378577,0.9541606358,0.6697150796,29
2018,18,097,0.8302540416,0.8920012204,0.7685068628,142
2018,18,099,0.7735233983,0.9285568631,0.6184899334,28
2018,18,101,0.7236408559,0.8864037979,0.560877914,29
2018,18,103,0.9366944544,1.0224170035,0.8509719053,31
2018,18,105,0.9220134228,0.9942066886,0.8498201571,53
2018,18,107,0.9622702463,1.0253968702,0.8991436224,35
2018,18,109,0.8124103107,0.9654409041,0.6593797173,25
2018,18,111,0.6115597518,0.8152293892,0.4078901143,22
2018,18,113,0.4822661135,0.6266683184,0.3378639085,46
2018,18,115,0.8443960735,0.981124107,0.7076680399,27
2018,18,117,0.7236408502,0.8864037932,0.5608779072,29
2018,18,119,0.7236408907,0.8864038263,0.560877955,29
2018,18,121,0.9807256225,1.0357321706,0.9257190744,24
2018,18,123,1,1,1,31
2018,18,125,1,1,1,31
2018,18,127,0.8821093319,0.9994795726,0.7647390912,29
2018,18,129,0.7940476434,0.9494923941,0.6386028927,26
2018,18,131,0.6115596909,0.8152293342,0.4078900477,22
2018,18,133,0.8124103611,0.9654409387,0.6593797834,25
2018,18,135,0.7684339429,0.9337925432,0.6030753426,25
2018,18,137,0.8443961039,0.9811241265,0.7076680812,27
2018,18,139,0.8707964539,1.0405449692,0.7010479387,15
2018,18,141,0.8214103653,0.9235671947,0.719253536,54
2018,18,143,0.9672897234,1.0494648182,0.8851146287,18
2018,18,145,1,1,1,12
2018,18,147,1,1,1,31
2018,18,149,0.6115597033,0.8152293454,0.4078900612,22
2018,18,151,0.4822661312,0.6266683364,0.3378639261,46
2018,18,153,0.9807256207,1.0357321713,0.92571907,24
2018,18,155,0.8443960638,0.9811241008,0.7076680268,27
2018,18,157,0.9615611367,1.0119153456,0.9112069277,56
2018,18,159,0.8858961807,1.0016135569,0.7701788044,29
2018,18,161,0.8707964524,1.0405449685,0.7010479363,15
2018,18,163,0.8444816054,0.9787157609,0.7102474498,28
2018,18,165,0.9807256204,1.0357321714,0.9257190694,24
2018,18,167,0.8070692194,0.9506886582,0.6634497807,29
2018,18,169,0.9366944666,1.022417008,0.8509719252,31
2018,18,171,0.9807256248,1.0357321697,0.9257190798,24
2018,18,173,0.7940476248,0.9494923808,0.6386028689,26
2018,18,175,0.9675709287,1.0331832975,0.90195856,28
2018,18,177,0.8707964358,1.0405449612,0.7010479104,15
2018,18,179,0.8623435776,1.006317268,0.7183698872,22
2018,18,181,0.9622702298,1.0253968669,0.8991435927,35
2018,18,183,0.8623435524,1.0063172538,0.7183698509,22
2018,19,001,0.8586470751,0.9652879968,0.7520061534,41
2018,19,003,0.8586470936,0.9652880095,0.7520061776,41
2018,19,005,0.903584664,1.0780130708,0.7291562572,11
2018,19,007,0.8586470985,0.9652880128,0.7520061841,41
2018,19,009,0.8586470599,0.9652879864,0.7520061334,41
2018,19,011,0.8314889052,0.972683044,0.6902947664,27
2018,19,013,1,1,1,27
2018,19,015,1,1,1,29
2018,19,017,0.9035846809,1.078013074,0.7291562877,11
2018,19,019,0.878965913,1.0019967716,0.7559350543,27
2018,19,021,0.9476141194,1.0316562541,0.8635719846,27
2018,19,023,1,1,1,25
2018,19,025,0.9476141149,1.031656253,0.8635719767,27
2018,19,027,0.9476141009,1.0316562496,0.8635719521,27
2018,19,029,0.916263166,1.0153837441,0.8171425878,30
2018,19,031,0.9605927938,1.0384337094,0.8827518781,24
2018,19,033,0.7269123908,0.894973112,0.5588516696,27
2018,19,035,0.9476140998,1.0316562494,0.8635719502,27
2018,19,037,0.9035846811,1.078013074,0.7291562881,11
2018,19,039,0.8586470793,0.9652879997,0.7520061589,41
2018,19,041,1,1,1,16
2018,19,043,0.9035846706,1.078013072,0.7291562692,11
2018,19,045,0.9605927922,1.0384337093,0.882751875,24
2018,19,047,0.9476141094,1.0316562517,0.8635719671,27
2018,19,049,0.8122478215,0.9348111475,0.6896844955,39
2018,19,051,0.9189473552,1.0238528675,0.814041843,26
2018,19,053,0.8586471108,0.9652880213,0.7520062004,41
2018,19,055,0.8789659315,1.0019967821,0.755935081,27
2018,19,057,0.7242349024,0.9153767583,0.5330930465,21
2018,19,059,1,1,1,16
2018,19,061,0.8789659085,1.0019967691,0.7559350479,27
2018,19,063,1,1,1,16
2018,19,065,0.9035846763,1.0780130731,0.7291562795,11
2018,19,067,0.726912395,0.8949731154,0.5588516747,27
2018,19,069,1,1,1,25
2018,19,071,0.916263181,1.0153837511,0.8171426109,30
2018,19,073,0.9476141035,1.0316562503,0.8635719567,27
2018,19,075,1,1,1,25
2018,19,077,0.8586470659,0.9652879906,0.7520061413,41
2018,19,079,1,1,1,25
2018,19,081,0.7269123968,0.8949731168,0.5588516767,27
2018,19,083,1,1,1,25
2018,19,085,0.9162631605,1.0153837416,0.8171425794,30
2018,19,087,0.7242349024,0.9153767583,0.5330930465,21
2018,19,089,0.9035846622,1.0780130704,0.7291562539,11
2018,19,091,1,1,1,25
2018,19,093,0.9476141041,1.0316562504,0.8635719578,27
2018,19,095,0.8314889317,0.9726830616,0.6902948018,27
2018,19,097,0.8789659006,1.0019967647,0.7559350365,27
2018,19,099,0.7456037787,0.9163281198,0.5748794376,25
2018,19,101,0.9189473427,1.0238528623,0.8140418231,26
2018,19,103,0.7933846154,0.9433531925,0.6434160382,28
2018,19,105,0.9605927855,1.038433709,0.8827518621,24
2018,19,107,0.9189473666,1.0238528721,0.814041861,26
2018,19,109,0.7269123848,0.8949731071,0.5588516624,27
2018,19,111,0.7242348782,0.9153767393,0.5330930171,21
2018,19,113,0.9266626482,1.0268684432,0.8264568531,26
2018,19,115,0.7242348845,0.9153767443,0.5330930247,21
2018,19,117,0.8586470739,0.965287996,0.7520061518,41
2018,19,119,1,1,1,16
2018,19,121,0.7456037361,0.9163280866,0.5748793855,25
2018,19,123,0.918947366,1.0238528719,0.8140418601,26
2018,19,125,0.7456037559,0.916328102,0.5748794097,25
2018,19,127,0.8314889564,0.9726830781,0.6902948348,27
2018,19,129,0.916263181,1.0153837511,0.8171426109,30
2018,19,131,0.7269123874,0.8949731092,0.5588516656,27
2018,19,133,0.9476141106,1.031656252,0.8635719693,27
2018,19,135,0.8586470927,0.9652880089,0.7520061765,41
2018,19,137,0.9162631661,1.0153837442,0.8171425881,30
2018,19,139,0.9605927879,1.0384337091,0.8827518667,24
2018,19,141,1,1,1,16
2018,19,143,1,1,1,16
2018,19,145,0.9162631737,1.0153837477,0.8171425998,30
2018,19,147,1,1,1,16
2018,19,149,0.9362692725,1.0523891139,0.8201494311,17
2018,19,151,0.9476141206,1.0316562544,0.8635719868,27
2018,19,153,0.8217118467,0.9193795742,0.7240441192,59
2018,19,155,0.9162631638,1.0153837431,0.8171425845,30
2018,19,157,0.8314889503,0.972683074,0.6902948266,27
2018,19,159,0.8586470893,0.9652880065,0.752006172,41
2018,19,161,0.9476141026,1.03165625,0.8635719551,27
2018,19,163,0.9137474242,1.0513083847,0.7761864637,16
2018,19,165,0.9162631749,1.0153837482,0.8171426015,30
2018,19,167,1,1,1,16
2018,19,169,1,1,1,29
2018,19,171,0.8314889284,0.9726830594,0.6902947974,27
2018,19,173,0.858647116,0.9652880248,0.7520062071,41
2018,19,175,0.858647116,0.9652880248,0.7520062071,41
2018,19,177,0.9189473779,1.0238528768,0.8140418791,26
2018,19,179,0.9189473838,1.0238528792,0.8140418885,26
2018,19,181,0.745603793,0.9163281309,0.574879455,25
2018,19,183,0.9189473826,1.0238528787,0.8140418864,26
2018,19,185,0.8586471022,0.9652880154,0.752006189,41
2018,19,187,1,1,1,25
2018,19,189,0.7269123994,0.8949731189,0.5588516798,27
2018,19,191,0.9035846437,1.0780130669,0.7291562206,11
2018,19,193,0.9362692496,1.0523891104,0.8201493888,17
2018,19,195,0.7269124019,0.894973121,0.5588516829,27
2018,19,197,1,1,1,25
2018,20,001,0.9238900543,1.0431268023,0.8046533063,19
2018,20,003,0.9238900874,1.0431268116,0.8046533632,19
2018,20,005,1,1,1,16
2018,20,007,0.7337434296,0.9438568972,0.523629962,17
2018,20,009,0.733743425,0.9438568938,0.5236299563,17
2018,20,011,0.9238900423,1.0431267989,0.8046532856,19
2018,20,013,0.9092526645,1.0005847775,0.8179205515,38
2018,20,015,0.9230828445,0.9878614121,0.8583042769,65
2018,20,017,0.9323979555,1.0237751129,0.841020798,29
2018,20,019,0.9323979556,1.023775113,0.8410207982,29
2018,20,021,0.7992586459,0.9339000738,0.6646172179,34
2018,20,023,0.9094087835,1.0121200447,0.8066975223,30
2018,20,025,0.9902146466,1.0254394335,0.9549898597,30
2018,20,027,0.966575091,1.0473975737,0.8857526083,19
2018,20,029,0.9665751075,1.047397571,0.885752644,19
2018,20,031,0.9323979704,1.0237751185,0.8410208222,29
2018,20,033,0.7337434411,0.9438569058,0.5236299763,17
2018,20,035,0.8570167743,0.958178065,0.7558554835,46
2018,20,037,0.7992586256,0.9339000586,0.6646171925,34
2018,20,039,0.9094087809,1.0121200435,0.8066975184,30
2018,20,041,0.9665751013,1.047397572,0.8857526305,19
2018,20,043,1,1,1,16
2018,20,045,0.9418320196,1.0602831365,0.8233809027,15
2018,20,047,0.7337434659,0.9438569243,0.5236300074,17
2018,20,049,0.9323979529,1.023775112,0.8410207938,29
2018,20,051,0.9094087822,1.0121200441,0.8066975203,30
2018,20,053,0.9665750889,1.0473975741,0.8857526036,19
2018,20,055,0.9902146495,1.0254394312,0.9549898678,30
2018,20,057,0.9902146468,1.0254394334,0.9549898602,30
2018,20,059,0.9238900632,1.0431268048,0.8046533216,19
2018,20,061,0.918654437,1.013370602,0.823938272,32
2018,20,063,0.909408789,1.0121200474,0.8066975306,30
2018,20,065,0.909408789,1.0121200474,0.8066975306,30
2018,20,067,0.9902146464,1.0254394336,0.9549898592,30
2018,20,069,0.9902146495,1.0254394312,0.9549898678,30
2018,20,071,0.9094087776,1.0121200418,0.8066975134,30
2018,20,073,0.9323979522,1.0237751117,0.8410207926,29
2018,20,075,0.9902146475,1.0254394328,0.9549898622,30
2018,20,077,0.733743379,0.9438568593,0.5236298987,17
2018,20,079,0.8152992037,0.9945713062,0.6360271013,18
2018,20,081,0.9902146437,1.0254394357,0.9549898518,30
2018,20,083,0.9902146485,1.025439432,0.954989865,30
2018,20,085,0.9092526611,1.0005847756,0.8179205465,38
2018,20,087,1,1,1,16
2018,20,089,0.96657509,1.0473975739,0.8857526062,19
2018,20,091,0.9198229858,0.9903240564,0.8493219152,57
2018,20,093,0.9902146465,1.0254394335,0.9549898596,30
2018,20,095,0.7337434201,0.9438568901,0.5236299501,17
2018,20,097,0.7337433841,0.9438568631,0.5236299051,17
2018,20,099,0.7992586459,0.9339000738,0.6646172179,34
2018,20,101,0.9094087579,1.0121200322,0.8066974836,30
2018,20,103,1,1,1,16
2018,20,105,0.9665750839,1.0473975749,0.885752593,19
2018,20,107,0.9238900596,1.0431268038,0.8046533154,19
2018,20,109,0.9094087835,1.0121200447,0.8066975223,30
2018,20,111,0.9323979627,1.0237751156,0.8410208097,29
2018,20,113,0.6140350252,0.9017286571,0.3263413934,11
2018,20,115,0.9323979535,1.0237751122,0.8410207948,29
2018,20,117,0.9665751008,1.0473975721,0.8857526294,19
2018,20,119,0.9902146452,1.0254394346,0.9549898559,30
2018,20,121,0.9238900674,1.043126806,0.8046533289,19
2018,20,123,0.9665750889,1.0473975741,0.8857526036,19
2018,20,125,0.7992586305,0.9339000623,0.6646171986,34
2018,20,127,0.9323979545,1.0237751126,0.8410207964,29
2018,20,129,0.9902146454,1.0254394344,0.9549898564,30
2018,20,131,0.9665751008,1.0473975721,0.8857526294,19
2018,20,133,0.7992586453,0.9339000734,0.6646172172,34
2018,20,135,0.9094087711,1.0121200387,0.8066975036,30
2018,20,137,0.9094087764,1.0121200412,0.8066975115,30
2018,20,139,0.909252669,1.00058478,0.817920558,38
2018,20,141,0.9094087659,1.0121200361,0.8066974957,30
2018,20,143,0.9665750955,1.047397573,0.885752618,19
2018,20,145,0.7337434792,0.9438569343,0.523630024,17
2018,20,147,0.9094087715,1.0121200388,0.8066975042,30
2018,20,149,0.9186544213,1.0133705946,0.823938248,32
2018,20,151,0.7337434296,0.9438568972,0.523629962,17
2018,20,153,0.9094087745,1.0121200403,0.8066975087,30
2018,20,155,0.6140350665,0.9017286926,0.3263414404,11
2018,20,157,0.9665751013,1.047397572,0.8857526305,19
2018,20,159,0.6140351013,0.9017287225,0.32634148,11
2018,20,161,0.918654437,1.013370602,0.823938272,32
2018,20,163,0.9094087552,1.0121200309,0.8066974796,30
2018,20,165,0.7337433719,0.943856854,0.5236298898,17
2018,20,167,0.9094087637,1.012120035,0.8066974924,30
2018,20,169,0.9665750832,1.0473975751,0.8857525913,19
2018,20,171,0.9094087728,1.0121200395,0.806697506,30
2018,20,173,0.8747981307,0.9375062119,0.8120900494,107
2018,20,175,0.990214643,1.0254394363,0.9549898496,30
2018,20,177,0.9116271977,0.9806300977,0.8426242977,65
