year,state,county,subgroup_type,subgroup,share_digital_access,share_digital_access_quality
2018,29,083,race-ethnicity,White,0.751577933028186,1
2018,29,085,all,All,0.6922502134927413,1
2018,29,085,race-ethnicity,Other Races and Ethnicities,0.8459302325581395,2
2018,29,085,race-ethnicity,Black,NA,NA
2018,29,085,race-ethnicity,Hispanic,0.8609271523178808,2
2018,29,085,race-ethnicity,White,0.6870770937326678,1
2018,29,087,all,All,0.723294434470377,1
2018,29,087,race-ethnicity,Other Races and Ethnicities,0.8813559322033898,3
2018,29,087,race-ethnicity,Black,NA,NA
2018,29,087,race-ethnicity,Hispanic,NA,NA
2018,29,087,race-ethnicity,White,0.7221448467966574,1
2018,29,089,all,All,0.7319292000395531,1
2018,29,089,race-ethnicity,Other Races and Ethnicities,0.7540983606557377,3
2018,29,089,race-ethnicity,Black,0.3107344632768362,3
2018,29,089,race-ethnicity,Hispanic,0.7189542483660131,2
2018,29,089,race-ethnicity,White,0.7553088282850059,1
2018,29,091,all,All,0.750710687746247,1
2018,29,091,race-ethnicity,Other Races and Ethnicities,0.7972560975609756,2
2018,29,091,race-ethnicity,Black,0.8882978723404256,3
2018,29,091,race-ethnicity,Hispanic,0.84198113207547165,1
2018,29,091,race-ethnicity,White,0.7484586290865758,1
2018,29,093,all,All,0.6554153213971236,1
2018,29,093,race-ethnicity,Other Races and Ethnicities,0.5875,3
2018,29,093,race-ethnicity,Black,0.5887096774193549,3
2018,29,093,race-ethnicity,Hispanic,0.6949152542372882,3
2018,29,093,race-ethnicity,White,0.6584841976066278,1
2018,29,095,all,All,0.8128938747375373,1
2018,29,095,race-ethnicity,Other Races and Ethnicities,0.7859356235266209,1
2018,29,095,race-ethnicity,Black,0.7088580484879636,1
2018,29,095,race-ethnicity,Hispanic,0.7639536780296852,1
2018,29,095,race-ethnicity,White,0.853706297952439,1
2018,29,097,all,All,0.7515640986933696,1
2018,29,097,race-ethnicity,Other Races and Ethnicities,0.7569826259071916,1
2018,29,097,race-ethnicity,Black,0.5983333333333334,2
2018,29,097,race-ethnicity,Hispanic,0.6024122104813747,1
2018,29,097,race-ethnicity,White,0.7545199732699732,1
2018,29,099,all,All,0.8550751896534737,1
2018,29,099,race-ethnicity,Other Races and Ethnicities,0.8516620295797335,1
2018,29,099,race-ethnicity,Black,0.7935103244837758,2
2018,29,099,race-ethnicity,Hispanic,0.7908727358268642,1
2018,29,099,race-ethnicity,White,0.8557678407379254,1
2018,29,101,all,All,0.812587308387193,1
2018,29,101,race-ethnicity,Other Races and Ethnicities,0.8482778252206091,1
2018,29,101,race-ethnicity,Black,0.7024474023185917,2
2018,29,101,race-ethnicity,Hispanic,0.8097345132743363,1
2018,29,101,race-ethnicity,White,0.8153280247455431,1
2018,29,103,all,All,0.6666666666666666,1
2018,29,103,race-ethnicity,Other Races and Ethnicities,0.8898305084745762,3
2018,29,103,race-ethnicity,Black,NA,NA
2018,29,103,race-ethnicity,Hispanic,0.85,2
2018,29,103,race-ethnicity,White,0.6613326337880377,1
2018,29,105,all,All,0.7337708057566114,1
2018,29,105,race-ethnicity,Other Races and Ethnicities,0.903183023872679,2
2018,29,105,race-ethnicity,Black,0.7755102040816326,3
2018,29,105,race-ethnicity,Hispanic,0.9314420803782506,1
2018,29,105,race-ethnicity,White,0.7259710676567168,1
2018,29,107,all,All,0.7733897941023045,1
2018,29,107,race-ethnicity,Other Races and Ethnicities,0.7940729483282675,2
2018,29,107,race-ethnicity,Black,0.49369085173501576,3
2018,29,107,race-ethnicity,Hispanic,0.6755852842809364,3
2018,29,107,race-ethnicity,White,0.7782891086523711,1
2018,29,109,all,All,0.7478037395431778,1
2018,29,109,race-ethnicity,Other Races and Ethnicities,0.7454422687373397,2
2018,29,109,race-ethnicity,Black,NA,NA
2018,29,109,race-ethnicity,Hispanic,0.6831468783832552,2
2018,29,109,race-ethnicity,White,0.7488739975832144,1
2018,29,111,all,All,0.7162660815797347,1
2018,29,111,race-ethnicity,Other Races and Ethnicities,0.7613168724279835,3
2018,29,111,race-ethnicity,Black,0.6545454545454545,2
2018,29,111,race-ethnicity,Hispanic,NA,NA
2018,29,111,race-ethnicity,White,0.7172625343769833,1
2018,29,113,all,All,0.80220650432842,1
2018,29,113,race-ethnicity,Other Races and Ethnicities,0.648634172469202,2
2018,29,113,race-ethnicity,Black,0.8727615457115928,1
2018,29,113,race-ethnicity,Hispanic,0.6879699248120301,2
2018,29,113,race-ethnicity,White,0.8062315949463285,1
2018,29,115,all,All,0.7305924831774168,1
2018,29,115,race-ethnicity,Other Races and Ethnicities,0.7717717717717718,2
2018,29,115,race-ethnicity,Black,0.5571428571428572,3
2018,29,115,race-ethnicity,Hispanic,0.8592592592592593,2
2018,29,115,race-ethnicity,White,0.7304591360434525,1
2018,29,117,all,All,0.6624436189970815,1
2018,29,117,race-ethnicity,Other Races and Ethnicities,0.7796934865900383,3
2018,29,117,race-ethnicity,Black,0.5158924205378973,3
2018,29,117,race-ethnicity,Hispanic,0.8150943396226416,1
2018,29,117,race-ethnicity,White,0.6623541887592789,1
2018,29,119,all,All,0.5049721820650983,1
2018,29,119,race-ethnicity,Other Races and Ethnicities,0.5053986710963455,2
2018,29,119,race-ethnicity,Black,NA,NA
2018,29,119,race-ethnicity,Hispanic,0.30015140045420136,2
2018,29,119,race-ethnicity,White,0.5135459962942561,1
2018,29,121,all,All,0.6964074996722172,1
2018,29,121,race-ethnicity,Other Races and Ethnicities,0.6684684684684684,2
2018,29,121,race-ethnicity,Black,0.5422535211267606,3
2018,29,121,race-ethnicity,Hispanic,0.8761904761904762,1
2018,29,121,race-ethnicity,White,0.7005202913631634,1
2018,29,123,all,All,0.7312576812781647,1
2018,29,123,race-ethnicity,Other Races and Ethnicities,0.6217391304347826,3
2018,29,123,race-ethnicity,Black,NA,NA
2018,29,123,race-ethnicity,Hispanic,0.8384879725085911,2
2018,29,123,race-ethnicity,White,0.7354876814039825,1
2018,29,125,all,All,0.6952949122017109,1
2018,29,125,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,29,125,race-ethnicity,Black,NA,NA
2018,29,125,race-ethnicity,Hispanic,0.8154506437768241,3
2018,29,125,race-ethnicity,White,0.6997251488776912,1
2018,29,127,all,All,0.7722516741071429,1
2018,29,127,race-ethnicity,Other Races and Ethnicities,0.9160613397901534,2
2018,29,127,race-ethnicity,Black,0.6358183376178235,2
2018,29,127,race-ethnicity,Hispanic,0.7393939393939394,2
2018,29,127,race-ethnicity,White,0.7715297342572146,1
2018,29,129,all,All,0.6997816593886463,1
2018,29,129,race-ethnicity,Other Races and Ethnicities,0.85,3
2018,29,129,race-ethnicity,Black,NA,NA
2018,29,129,race-ethnicity,Hispanic,0.7746478873239436,3
2018,29,129,race-ethnicity,White,0.6980281690140845,1
2018,29,131,all,All,0.6917242205277656,1
2018,29,131,race-ethnicity,Other Races and Ethnicities,0.5695443645083933,3
2018,29,131,race-ethnicity,Black,NA,NA
2018,29,131,race-ethnicity,Hispanic,0.5234042553191489,3
2018,29,131,race-ethnicity,White,0.6969382675074677,1
2018,29,133,all,All,0.6300552807681117,1
2018,29,133,race-ethnicity,Other Races and Ethnicities,0.2299168975069252,3
2018,29,133,race-ethnicity,Black,0.38952438290186636,2
2018,29,133,race-ethnicity,Hispanic,0.8014184397163121,1
2018,29,133,race-ethnicity,White,0.7237953303527074,1
2018,29,135,all,All,0.5977566111041483,1
2018,29,135,race-ethnicity,Other Races and Ethnicities,0.5346020761245674,3
2018,29,135,race-ethnicity,Black,0.1447587354409318,3
2018,29,135,race-ethnicity,Hispanic,0.46467391304347827,3
2018,29,135,race-ethnicity,White,0.6186480817376007,1
2018,29,137,all,All,0.7202449734226947,1
2018,29,137,race-ethnicity,Other Races and Ethnicities,0.8758169934640523,3
2018,29,137,race-ethnicity,Black,0.7679738562091504,2
2018,29,137,race-ethnicity,Hispanic,0.7323943661971831,2
2018,29,137,race-ethnicity,White,0.7155582672361196,1
2018,29,139,all,All,0.6884365526201819,1
2018,29,139,race-ethnicity,Other Races and Ethnicities,0.6533665835411472,2
2018,29,139,race-ethnicity,Black,0.3707865168539326,3
2018,29,139,race-ethnicity,Hispanic,0.5370370370370371,3
2018,29,139,race-ethnicity,White,0.6948750683932154,1
2018,29,141,all,All,0.6320703183195113,1
2018,29,141,race-ethnicity,Other Races and Ethnicities,0.5581061692969871,3
2018,29,141,race-ethnicity,Black,0.6583850931677019,3
2018,29,141,race-ethnicity,Hispanic,0.7130044843049327,3
2018,29,141,race-ethnicity,White,0.6345246122724207,1
2018,29,143,all,All,0.7452697771040369,1
2018,29,143,race-ethnicity,Other Races and Ethnicities,0.7063492063492064,3
2018,29,143,race-ethnicity,Black,0.7012847965738758,1
2018,29,143,race-ethnicity,Hispanic,0.6238244514106583,2
2018,29,143,race-ethnicity,White,0.75511892450879,1
2018,29,145,all,All,0.7303700903749012,1
2018,29,145,race-ethnicity,Other Races and Ethnicities,0.6494802494802495,1
2018,29,145,race-ethnicity,Black,0.5674255691768827,3
2018,29,145,race-ethnicity,Hispanic,0.5606407322654462,2
2018,29,145,race-ethnicity,White,0.7394975483235834,1
2018,29,147,all,All,0.6859892668647714,1
2018,29,147,race-ethnicity,Other Races and Ethnicities,0.6958698372966208,2
2018,29,147,race-ethnicity,Black,0.40816326530612246,3
2018,29,147,race-ethnicity,Hispanic,0.6951871657754011,2
2018,29,147,race-ethnicity,White,0.6939983894652078,1
2018,29,149,all,All,0.5846340779512104,1
2018,29,149,race-ethnicity,Other Races and Ethnicities,0.5183585313174947,3
2018,29,149,race-ethnicity,Black,NA,NA
2018,29,149,race-ethnicity,Hispanic,0.8043478260869565,2
2018,29,149,race-ethnicity,White,0.5885518590998043,1
2018,29,151,all,All,0.6932961304060504,1
2018,29,151,race-ethnicity,Other Races and Ethnicities,0.7732793522267206,3
2018,29,151,race-ethnicity,Black,NA,NA
2018,29,151,race-ethnicity,Hispanic,0.7777777777777778,2
2018,29,151,race-ethnicity,White,0.6938423460586515,1
2018,29,153,all,All,0.6503897791251624,1
2018,29,153,race-ethnicity,Other Races and Ethnicities,0.7191977077363897,3
2018,29,153,race-ethnicity,Black,NA,NA
2018,29,153,race-ethnicity,Hispanic,0.7453416149068323,3
2018,29,153,race-ethnicity,White,0.6479063484916704,1
2018,29,155,all,All,0.7410017027772885,1
2018,29,155,race-ethnicity,Other Races and Ethnicities,0.7904967602591793,3
2018,29,155,race-ethnicity,Black,0.6780393003670914,1
2018,29,155,race-ethnicity,Hispanic,0.7819905213270142,2
2018,29,155,race-ethnicity,White,0.7635084192008043,1
2018,29,157,all,All,0.8126501619137156,1
2018,29,157,race-ethnicity,Other Races and Ethnicities,0.7623126338329764,3
2018,29,157,race-ethnicity,Black,NA,NA
2018,29,157,race-ethnicity,Hispanic,0.8621495327102804,1
2018,29,157,race-ethnicity,White,0.8147989045803576,1
2018,29,159,all,All,0.7585376790729509,1
2018,29,159,race-ethnicity,Other Races and Ethnicities,0.7831275720164609,2
2018,29,159,race-ethnicity,Black,0.7078651685393258,1
2018,29,159,race-ethnicity,Hispanic,0.6527891156462585,1
2018,29,159,race-ethnicity,White,0.7587421644303994,1
2018,29,161,all,All,0.7648529772935319,1
2018,29,161,race-ethnicity,Other Races and Ethnicities,0.8194813829787234,1
2018,29,161,race-ethnicity,Black,0.41376451077943616,3
2018,29,161,race-ethnicity,Hispanic,0.7628959276018099,1
2018,29,161,race-ethnicity,White,0.7712384473197782,1
2018,29,163,all,All,0.6410298015035968,1
2018,29,163,race-ethnicity,Other Races and Ethnicities,0.551219512195122,2
2018,29,163,race-ethnicity,Black,0.31387900355871884,2
2018,29,163,race-ethnicity,Hispanic,0.3373493975903614,3
2018,29,163,race-ethnicity,White,0.6722933997206874,1
2018,29,165,all,All,0.9119039909333765,1
2018,29,165,race-ethnicity,Other Races and Ethnicities,0.9335552596537949,1
2018,29,165,race-ethnicity,Black,0.8506630500301386,1
2018,29,165,race-ethnicity,Hispanic,0.8598179007043464,1
2018,29,165,race-ethnicity,White,0.914783060535204,1
2018,29,167,all,All,0.7525436622396906,1
2018,29,167,race-ethnicity,Other Races and Ethnicities,0.823477493380406,2
2018,29,167,race-ethnicity,Black,0.45819397993311034,3
2018,29,167,race-ethnicity,Hispanic,0.9101717305151915,1
2018,29,167,race-ethnicity,White,0.752797423382143,1
2018,29,169,all,All,0.6888440988001749,1
2018,29,169,race-ethnicity,Other Races and Ethnicities,0.6517701683110854,2
2018,29,169,race-ethnicity,Black,0.5212962962962963,1
2018,29,169,race-ethnicity,Hispanic,0.6202114751256717,1
2018,29,169,race-ethnicity,White,0.7230424029169535,1
2018,29,171,all,All,0.6245067497403946,1
2018,29,171,race-ethnicity,Other Races and Ethnicities,0.9567901234567902,2
2018,29,171,race-ethnicity,Black,NA,NA
2018,29,171,race-ethnicity,Hispanic,NA,NA
2018,29,171,race-ethnicity,White,0.6127155172413793,1
2018,29,173,all,All,0.8048350787902515,1
2018,29,173,race-ethnicity,Other Races and Ethnicities,0.926829268292683,3
2018,29,173,race-ethnicity,Black,0.7445255474452555,3
2018,29,173,race-ethnicity,Hispanic,0.9841269841269841,1
2018,29,173,race-ethnicity,White,0.8031392405063291,1
2018,29,175,all,All,0.7395870916015234,1
2018,29,175,race-ethnicity,Other Races and Ethnicities,0.7735085945399394,2
2018,29,175,race-ethnicity,Black,0.4989802855200544,2
2018,29,175,race-ethnicity,Hispanic,0.8901960784313725,1
2018,29,175,race-ethnicity,White,0.7538358905937291,1
2018,29,177,all,All,0.784184008762322,1
2018,29,177,race-ethnicity,Other Races and Ethnicities,0.6252285191956124,3
2018,29,177,race-ethnicity,Black,0.7291139240506329,3
2018,29,177,race-ethnicity,Hispanic,0.9341864716636198,1
2018,29,177,race-ethnicity,White,0.7891513960608691,1
2018,29,179,all,All,0.7585114806017419,1
2018,29,179,race-ethnicity,Other Races and Ethnicities,0.6963350785340314,3
2018,29,179,race-ethnicity,Black,NA,NA
2018,29,179,race-ethnicity,Hispanic,0.9008264462809917,3
2018,29,179,race-ethnicity,White,0.7654506080293186,1
2018,29,181,all,All,0.66376980939166,1
2018,29,181,race-ethnicity,Other Races and Ethnicities,0.5339168490153173,3
2018,29,181,race-ethnicity,Black,NA,NA
2018,29,181,race-ethnicity,Hispanic,NA,NA
2018,29,181,race-ethnicity,White,0.6700546116504854,1
2018,29,183,all,All,0.8971037347590292,1
2018,29,183,race-ethnicity,Other Races and Ethnicities,0.888873775843308,1
2018,29,183,race-ethnicity,Black,0.8315863032844165,1
2018,29,183,race-ethnicity,Hispanic,0.8213744113656317,1
2018,29,183,race-ethnicity,White,0.9008287788982116,1
2018,29,185,all,All,0.6976446765426836,1
2018,29,185,race-ethnicity,Other Races and Ethnicities,0.7582089552238805,3
2018,29,185,race-ethnicity,Black,NA,NA
2018,29,185,race-ethnicity,Hispanic,0.6470588235294118,3
2018,29,185,race-ethnicity,White,0.7000445533526398,1
2018,29,186,all,All,0.7686755078059426,1
2018,29,186,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,29,186,race-ethnicity,Black,NA,NA
2018,29,186,race-ethnicity,Hispanic,0.9064039408866995,1
2018,29,186,race-ethnicity,White,0.76830468252590145,1
2018,29,187,all,All,0.7196496940098278,1
2018,29,187,race-ethnicity,Other Races and Ethnicities,0.6814772071552222,2
2018,29,187,race-ethnicity,Black,0.10964467005076142,3
2018,29,187,race-ethnicity,Hispanic,0.8708414872798435,1
2018,29,187,race-ethnicity,White,0.7499594511305024,1
2018,29,189,all,All,0.8667666649310493,1
2018,29,189,race-ethnicity,Other Races and Ethnicities,0.8921201994483344,1
2018,29,189,race-ethnicity,Black,0.7838518259595859,1
2018,29,189,race-ethnicity,Hispanic,0.8641486768187118,1
2018,29,189,race-ethnicity,White,0.8931422446863964,1
2018,29,195,all,All,0.7591983378062506,1
2018,29,195,race-ethnicity,Other Races and Ethnicities,0.8121918422232183,2
2018,29,195,race-ethnicity,Black,0.7128440366972477,2
2018,29,195,race-ethnicity,Hispanic,0.7408536585365854,1
2018,29,195,race-ethnicity,White,0.7557757444011931,1
2018,29,197,all,All,0.6326077298978232,1
2018,29,197,race-ethnicity,Other Races and Ethnicities,0.6458333333333334,3
2018,29,197,race-ethnicity,Black,0.8260869565217391,3
2018,29,197,race-ethnicity,Hispanic,NA,NA
2018,29,197,race-ethnicity,White,0.6313027606662104,1
2018,29,199,all,All,0.7533687219273173,1
2018,29,199,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,29,199,race-ethnicity,Black,NA,NA
2018,29,199,race-ethnicity,Hispanic,NA,NA
2018,29,199,race-ethnicity,White,0.757753562447611,1
2018,29,201,all,All,0.7891502491672907,1
2018,29,201,race-ethnicity,Other Races and Ethnicities,0.8479117415287628,2
2018,29,201,race-ethnicity,Black,0.7055655296229802,1
2018,29,201,race-ethnicity,Hispanic,0.9145785876993167,1
2018,29,201,race-ethnicity,White,0.7981759786692522,1
2018,29,203,all,All,0.6312151346107203,1
2018,29,203,race-ethnicity,Other Races and Ethnicities,0.6703910614525139,3
2018,29,203,race-ethnicity,Black,NA,NA
2018,29,203,race-ethnicity,Hispanic,0.43333333333333335,3
2018,29,203,race-ethnicity,White,0.6303961401726765,1
2018,29,205,all,All,0.7475664081834681,1
2018,29,205,race-ethnicity,Other Races and Ethnicities,0.9736842105263158,3
2018,29,205,race-ethnicity,Black,NA,NA
2018,29,205,race-ethnicity,Hispanic,0.896551724137931,2
2018,29,205,race-ethnicity,White,0.7573278800272665,1
2018,29,207,all,All,0.7741935483870968,1
2018,29,207,race-ethnicity,Other Races and Ethnicities,0.6811023622047244,3
2018,29,207,race-ethnicity,Black,0.75,3
2018,29,207,race-ethnicity,Hispanic,0.9780439121756487,1
2018,29,207,race-ethnicity,White,0.7761303377058331,1
2018,29,209,all,All,0.8043264503441495,1
2018,29,209,race-ethnicity,Other Races and Ethnicities,0.6997270245677889,2
2018,29,209,race-ethnicity,Black,NA,NA
2018,29,209,race-ethnicity,Hispanic,0.8285302593659942,1
2018,29,209,race-ethnicity,White,0.8092369477911646,1
2018,29,211,all,All,0.6811777742599335,1
2018,29,211,race-ethnicity,Other Races and Ethnicities,0.725,3
2018,29,211,race-ethnicity,Black,NA,NA
2018,29,211,race-ethnicity,Hispanic,0.6695652173913044,2
2018,29,211,race-ethnicity,White,0.6956521739130435,1
2018,29,213,all,All,0.7788377192982456,1
2018,29,213,race-ethnicity,Other Races and Ethnicities,0.7128547579298832,2
2018,29,213,race-ethnicity,Black,0.6857562408223201,3
2018,29,213,race-ethnicity,Hispanic,0.7884554392641928,1
2018,29,213,race-ethnicity,White,0.7847953216374269,1
2018,29,215,all,All,0.6332047836079623,1
2018,29,215,race-ethnicity,Other Races and Ethnicities,0.6468646864686468,2
2018,29,215,race-ethnicity,Black,NA,NA
2018,29,215,race-ethnicity,Hispanic,0.7105751391465677,2
2018,29,215,race-ethnicity,White,0.6471105527638191,1
2018,29,217,all,All,0.7674834469092843,1
2018,29,217,race-ethnicity,Other Races and Ethnicities,0.84375,2
2018,29,217,race-ethnicity,Black,0.7228260869565217,3
2018,29,217,race-ethnicity,Hispanic,0.8271889400921659,1
2018,29,217,race-ethnicity,White,0.7650599362702949,1
2018,29,219,all,All,0.8026719358263537,1
2018,29,219,race-ethnicity,Other Races and Ethnicities,0.8885202388852024,3
2018,29,219,race-ethnicity,Black,0.33946251768033947,3
2018,29,219,race-ethnicity,Hispanic,0.9069767441860465,1
2018,29,219,race-ethnicity,White,0.8089228245093708,1
2018,29,221,all,All,0.6708916609843167,1
2018,29,221,race-ethnicity,Other Races and Ethnicities,0.52,3
2018,29,221,race-ethnicity,Black,NA,NA
2018,29,221,race-ethnicity,Hispanic,0.70783132530120485,2
2018,29,221,race-ethnicity,White,0.687644803909179,1
2018,29,223,all,All,0.7312894499549143,1
2018,29,223,race-ethnicity,Other Races and Ethnicities,0.6120218579234973,2
2018,29,223,race-ethnicity,Black,0.6216216216216216,3
2018,29,223,race-ethnicity,Hispanic,0.9521739130434783,1
2018,29,223,race-ethnicity,White,0.7353124028598073,1
2018,29,225,all,All,0.6866761199516832,1
2018,29,225,race-ethnicity,Other Races and Ethnicities,0.7113316790736146,2
2018,29,225,race-ethnicity,Black,0.6567505720823799,3
2018,29,225,race-ethnicity,Hispanic,0.722875816993464,2
2018,29,225,race-ethnicity,White,0.6862169283126578,1
2018,29,227,all,All,0.7519607843137255,1
2018,29,227,race-ethnicity,Other Races and Ethnicities,0.9807692307692307,3
2018,29,227,race-ethnicity,Black,NA,NA
2018,29,227,race-ethnicity,Hispanic,NA,NA
2018,29,227,race-ethnicity,White,0.7486118122160526,1
2018,29,229,all,All,0.6748483026294211,1
2018,29,229,race-ethnicity,Other Races and Ethnicities,0.8050089445438283,3
2018,29,229,race-ethnicity,Black,NA,NA
2018,29,229,race-ethnicity,Hispanic,0.8271604938271605,2
2018,29,229,race-ethnicity,White,0.6700323330875262,1
2018,29,510,all,All,0.7169783437689745,1
2018,29,510,race-ethnicity,Other Races and Ethnicities,0.7865475070555032,1
2018,29,510,race-ethnicity,Black,0.6004642023319663,1
2018,29,510,race-ethnicity,Hispanic,0.7328318369327833,1
2018,29,510,race-ethnicity,White,0.8249187251660229,1
2018,30,001,all,All,0.7547109549664643,1
2018,30,001,race-ethnicity,Other Races and Ethnicities,0.6279569892473118,3
2018,30,001,race-ethnicity,Black,NA,NA
2018,30,001,race-ethnicity,Hispanic,0.4489311163895487,3
2018,30,001,race-ethnicity,White,0.7613763730105357,1
2018,30,003,all,All,0.6389802631578947,1
2018,30,003,race-ethnicity,Other Races and Ethnicities,0.5835876198779425,1
2018,30,003,race-ethnicity,Black,NA,NA
2018,30,003,race-ethnicity,Hispanic,0.6941457586618877,2
2018,30,003,race-ethnicity,White,0.759656652360515,1
2018,30,005,all,All,0.6777166641890887,1
2018,30,005,race-ethnicity,Other Races and Ethnicities,0.6073384446878423,1
2018,30,005,race-ethnicity,Black,NA,NA
2018,30,005,race-ethnicity,Hispanic,0.6680672268907563,3
2018,30,005,race-ethnicity,White,0.7592653328960315,1
2018,30,007,all,All,0.7819677751114158,1
2018,30,007,race-ethnicity,Other Races and Ethnicities,0.5333333333333333,3
2018,30,007,race-ethnicity,Black,NA,NA
2018,30,007,race-ethnicity,Hispanic,0.84472049689441,2
2018,30,007,race-ethnicity,White,0.7923653228683554,1
2018,30,009,all,All,0.797174284088754,1
2018,30,009,race-ethnicity,Other Races and Ethnicities,0.6378737541528239,2
2018,30,009,race-ethnicity,Black,0.5365853658536586,3
2018,30,009,race-ethnicity,Hispanic,0.694980694980695,2
2018,30,009,race-ethnicity,White,0.8029204233633869,1
2018,30,011,all,All,0.783763277693475,1
2018,30,011,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,30,011,race-ethnicity,Black,NA,NA
2018,30,011,race-ethnicity,Hispanic,NA,NA
2018,30,011,race-ethnicity,White,0.7813229571984436,1
2018,30,013,all,All,0.7739461258043207,1
2018,30,013,race-ethnicity,Other Races and Ethnicities,0.6630247268545141,1
2018,30,013,race-ethnicity,Black,0.738388625592417,2
2018,30,013,race-ethnicity,Hispanic,0.7461473802185487,1
2018,30,013,race-ethnicity,White,0.7878632146230347,1
2018,30,015,all,All,0.7382967697357057,1
2018,30,015,race-ethnicity,Other Races and Ethnicities,0.473159509202454,2
2018,30,015,race-ethnicity,Black,NA,NA
2018,30,015,race-ethnicity,Hispanic,0.5294117647058824,3
2018,30,015,race-ethnicity,White,0.8159303882195449,1
2018,30,017,all,All,0.7827775432672014,1
2018,30,017,race-ethnicity,Other Races and Ethnicities,0.7415902140672783,2
2018,30,017,race-ethnicity,Black,0.8823529411764706,3
2018,30,017,race-ethnicity,Hispanic,0.8925831202046036,1
2018,30,017,race-ethnicity,White,0.7845904881776499,1
2018,30,019,all,All,0.7455790074158585,1
2018,30,019,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,30,019,race-ethnicity,Black,NA,NA
2018,30,019,race-ethnicity,Hispanic,0.8571428571428571,3
2018,30,019,race-ethnicity,White,0.7423099245502032,1
2018,30,021,all,All,0.7896855619627897,1
2018,30,021,race-ethnicity,Other Races and Ethnicities,0.7690217391304348,3
2018,30,021,race-ethnicity,Black,NA,NA
2018,30,021,race-ethnicity,Hispanic,0.7263157894736842,2
2018,30,021,race-ethnicity,White,0.7894132506602365,1
2018,30,023,all,All,0.7097802197802198,1
2018,30,023,race-ethnicity,Other Races and Ethnicities,0.5247863247863248,3
2018,30,023,race-ethnicity,Black,NA,NA
2018,30,023,race-ethnicity,Hispanic,0.5784313725490197,3
2018,30,023,race-ethnicity,White,0.7223142451490772,1
2018,30,025,all,All,0.8597603946441156,1
2018,30,025,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,30,025,race-ethnicity,Black,NA,NA
2018,30,025,race-ethnicity,Hispanic,NA,NA
2018,30,025,race-ethnicity,White,0.8633839318770825,1
2018,30,027,all,All,0.7800940299831456,1
2018,30,027,race-ethnicity,Other Races and Ethnicities,0.7777777777777778,3
2018,30,027,race-ethnicity,Black,NA,NA
2018,30,027,race-ethnicity,Hispanic,0.9457364341085271,1
2018,30,027,race-ethnicity,White,0.780585602387169,1
2018,30,029,all,All,0.853255439326278,1
2018,30,029,race-ethnicity,Other Races and Ethnicities,0.8461232604373757,1
2018,30,029,race-ethnicity,Black,0.896358543417367,3
2018,30,029,race-ethnicity,Hispanic,0.8846153846153846,1
2018,30,029,race-ethnicity,White,0.853476455040725,1
2018,30,031,all,All,0.8644501522978354,1
2018,30,031,race-ethnicity,Other Races and Ethnicities,0.8548728813559322,1
2018,30,031,race-ethnicity,Black,0.6818181818181818,2
2018,30,031,race-ethnicity,Hispanic,0.8496160974318242,1
2018,30,031,race-ethnicity,White,0.8656509274361026,1
2018,30,033,all,All,0.7975460122699386,1
2018,30,033,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,30,033,race-ethnicity,Black,NA,NA
2018,30,033,race-ethnicity,Hispanic,NA,NA
2018,30,033,race-ethnicity,White,0.7982456140350878,1
2018,30,035,all,All,0.6524563836776407,1
2018,30,035,race-ethnicity,Other Races and Ethnicities,0.6308360477741585,1
2018,30,035,race-ethnicity,Black,NA,NA
2018,30,035,race-ethnicity,Hispanic,0.6766169154228856,3
2018,30,035,race-ethnicity,White,0.7027634239496743,1
2018,30,037,all,All,0.7734806629834254,2
2018,30,037,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,30,037,race-ethnicity,Black,NA,NA
2018,30,037,race-ethnicity,Hispanic,NA,NA
2018,30,037,race-ethnicity,White,0.7659259259259259,1
2018,30,039,all,All,0.7834200061180789,1
2018,30,039,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,30,039,race-ethnicity,Black,NA,NA
2018,30,039,race-ethnicity,Hispanic,0.9324324324324325,1
2018,30,039,race-ethnicity,White,0.7828125,1
2018,30,041,all,All,0.7706673155301418,1
2018,30,041,race-ethnicity,Other Races and Ethnicities,0.6947390309835725,1
2018,30,041,race-ethnicity,Black,NA,NA
2018,30,041,race-ethnicity,Hispanic,0.8229342327150084,1
2018,30,041,race-ethnicity,White,0.8019494522556715,1
2018,30,043,all,All,0.8104941416199695,1
2018,30,043,race-ethnicity,Other Races and Ethnicities,0.7926421404682275,2
2018,30,043,race-ethnicity,Black,NA,NA
2018,30,043,race-ethnicity,Hispanic,0.6842105263157895,2
2018,30,043,race-ethnicity,White,0.8110095033171957,1
2018,30,045,all,All,0.8282931829830856,1
2018,30,045,race-ethnicity,Other Races and Ethnicities,0.9166666666666666,3
2018,30,045,race-ethnicity,Black,NA,NA
2018,30,045,race-ethnicity,Hispanic,1,3
2018,30,045,race-ethnicity,White,0.8254891591750396,1
2018,30,047,all,All,0.7325183045610264,1
