year,state,place,share_hs_degree,share_hs_degree_quality
2021,06,69070,1,2
2021,06,69084,0.9986913655024859,2
2021,06,69088,0.9016342940744538,1
2021,06,69196,0.781967822805036,2
2021,06,70000,0.8994870648625942,3
2021,06,70098,0.9850165682093092,1
2021,06,72016,0.8805649475108173,1
2021,06,73080,0.9490250704860509,2
2021,06,75000,0.8533524221655565,1
2021,06,77000,0.9960407160223207,1
2021,06,78120,0.9996075598009251,1
2021,06,78582,0.9973473265053602,1
2021,06,80000,0.9913870582091315,1
2021,06,80238,0.9160287636279285,2
2021,06,80854,0.9344675848150245,3
2021,06,81344,0.8783744214960625,2
2021,06,81554,0.9113595597613652,2
2021,06,81666,0.7742722795758111,1
2021,06,82590,0.983297014272039,2
2021,06,82954,0.9014899211218229,3
2021,06,82996,0.9484796446450551,2
2021,06,84200,0.9023966072293036,2
2021,06,84550,0.9398240973338388,2
2021,06,85292,0.9480858113119647,2
2021,08,03455,0.9324050872674206,1
2021,08,04000,0.8007869763709577,1
2021,08,07850,0.9998049384942405,1
2021,08,12815,0.9285549055120557,2
2021,08,16000,0.8915008033769455,1
2021,08,20000,0.9083031591053853,1
2021,08,27425,0.9775895997406956,2
2021,08,32155,0.8606186344775557,2
2021,08,43000,0.9500228981395163,2
2021,08,45970,0.8671970624235006,2
2021,08,46465,0.9786772677990604,3
2021,08,62000,0.9532803180914513,2
2021,08,77290,0.9110856664087993,2
2021,08,83835,0.9649264811458318,2
2021,09,08000,0.9409282700421941,3
2021,09,18430,0.9035250463821893,2
2021,09,37000,0.8692064365286756,1
2021,09,52000,0.8736572890025576,1
2021,09,55990,0.9992059855322842,2
2021,09,73000,0.9393627954779035,2
2021,09,80000,0.9239532019704435,3
2021,11,50000,0.9277570093457944,1
2021,12,07300,0.936810552558845,1
2021,12,07875,0.9854635285935163,2
2021,12,10275,0.8145581736428132,1
2021,12,12875,0.7783719868278189,2
2021,12,14400,0.9224960431276827,1
2021,12,16475,0.9992646894319613,2
2021,12,16725,0.7453821079319087,3
2021,12,17200,0.9029649595687332,3
2021,12,17935,0.8440127573209626,2
2021,12,24000,0.8607123292098904,1
2021,12,24125,0.8385766200979151,2
2021,12,25175,0.9063321755821941,1
2021,12,30000,0.9446854183937557,1
2021,12,32000,0.9416652189482118,2
2021,12,32275,0.5318353883781229,2
2021,12,35000,0.8657613966138429,1
2021,12,36950,0.860178200633407,2
2021,12,38250,0.9510296300597398,2
2021,12,39425,0.8186640211867243,2
2021,12,43975,0.9545798818434247,2
2021,12,45000,0.8139170758760423,1
2021,12,45025,0.9493465636419729,2
2021,12,45060,0.9184358743529686,2
2021,12,45975,0.8724692056215714,2
2021,12,49675,1,3
2021,12,53000,0.837710445653745,2
2021,12,54000,0.7271359602254224,1
2021,12,54200,0.9638231353282716,3
2021,12,55775,0.973122115762624,2
2021,12,57425,0.8423103624208067,2
2021,12,58050,0.8290925756195634,2
2021,12,58715,0.8616906832342384,1
2021,12,63000,0.9462495107885037,1
2021,12,69700,0.8599463041735758,2
2021,12,70600,0.964908489637328,1
2021,12,71000,0.9441985979141276,1
2021,12,76600,0.7880206069805966,2
2021,13,03440,0.9870187671537719,1
2021,13,04000,0.948643277569031,1
2021,13,04204,0.9205194125023066,1
2021,13,19000,0.8195100988397077,1
2021,13,42425,0.791270962748381,2
2021,13,49008,0.8132920964077175,1
2021,13,67284,0.8237089665279386,2
2021,13,68516,0.9999019963694625,1
2021,13,69000,0.9128101012817543,2
2021,13,72122,0.8499706722800682,3
2021,13,80508,0.9982479989129309,2
2021,15,71550,0.965730284118967,1
2021,16,08830,0.8567803697882073,2
2021,16,52120,0.868063098242913,2
2021,16,56260,0.8394929360038588,2
2021,17,02154,0.8787022789509182,3
2021,17,03012,0.942028611352163,2
2021,17,06613,0.9957524271844661,2
2021,17,12385,0.9809721501470334,2
2021,17,14000,0.8846237911287543,1
2021,17,14351,0.9485167464114832,2
2021,17,23074,0.9224490149828444,2
2021,17,24582,0.9769243382418703,2
2021,17,38570,0.9325030517895871,2
2021,17,51622,0.9335262679129402,2
2021,17,59000,0.8994873672647382,2
2021,17,65000,0.7389368803775694,1
2021,17,68003,0.9855741089242892,2
2021,17,72000,0.9017985611510791,2
2021,17,79293,0.831411083659025,2
2021,18,05860,0.9834540602363706,2
2021,18,10342,1,2
2021,18,22000,0.9261314374891624,2
2021,18,23278,0.9804005287418964,3
2021,18,25000,0.8771007452819136,1
2021,18,31000,0.946575907590759,2
2021,18,36003,0.887253108191395,1
2021,18,71000,0.9532807634682537,1
2021,19,12000,0.8370026257321753,2
2021,19,19000,1,2
2021,19,21000,0.9023936517664368,1
2021,19,73335,0.9354757720311323,2
2021,20,36000,0.7491195359436502,3
2021,20,38900,0.9703190376569036,1
2021,20,52575,0.8749437419845664,2
2021,20,53775,0.9206235048390311,3
2021,20,71000,0.9120665314753854,1
2021,20,79000,0.838669999841701,2
2021,21,46027,0.9803852395399704,1
2021,21,48006,0.9061585503515734,2
2021,22,05000,0.8942221250097302,2
2021,22,40735,0.8676560431894546,2
2021,22,41155,0.9342757213640338,2
2021,22,55000,0.9545542075871365,1
2021,22,70000,0.8136052871602877,1
2021,24,04000,0.8512270872663054,1
2021,24,30325,1,3
2021,25,07000,0.9612914760141563,1
2021,25,09000,0.9463974071303914,1
2021,25,11000,0.9667994313922817,1
2021,25,23000,0.8413587145199342,1
2021,25,34550,0.9532961358091288,2
2021,25,37000,0.9405060405744244,1
2021,25,37490,0.8049283145844813,1
2021,25,45000,0.7267261593103461,1
2021,25,45560,0.9879439556858912,2
2021,25,55745,1,1
2021,25,62535,0.9993657810978697,2
2021,25,67000,0.896760888026204,1
2021,25,82000,0.9374756979547398,1
2021,26,03000,0.9999546466840403,1
2021,26,21000,0.9204046707936611,2
2021,26,22000,0.9174244229700425,1
2021,26,27440,1,2
2021,26,29000,0.7065452828266805,1
2021,26,34000,0.8712860552556906,1
2021,26,46000,0.7703111889815454,1
2021,26,49000,0.9446614583333333,2
2021,26,69035,0.9923558094455885,2
2021,26,74900,1,2
2021,26,76460,0.6720285969615728,3
2021,26,80700,0.9935934169878823,2
2021,26,84000,0.860128617363344,3
2021,26,86000,0.7669376693766937,2
2021,26,88940,0.7613538278217301,2
2021,27,06616,0.9999395862103343,3
2021,27,07966,1,3
2021,27,17000,0.9833688385495251,1
2021,27,43000,0.8580017812818247,1
2021,27,51730,0.8638355603661998,2
2021,27,54880,0.947772096420745,3
2021,27,58000,0.8302737250323068,1
2021,27,71428,0.9999756917612982,3
2021,28,36000,0.8993327640770808,1
2021,29,15670,0.9797512293896442,2
2021,29,35000,0.8776404498229678,2
2021,29,38000,0.9185662927763345,1
2021,29,41348,0.9091405656410413,1
2021,29,54074,1,3
2021,29,65000,0.8700209277181421,1
2021,29,70000,0.9556628023786362,2
2021,30,06550,0.8894628587847179,1
2021,31,28000,0.9201193794464463,1
2021,31,37000,0.9290384641455003,1
2021,32,31900,0.9284381419706993,1
2021,32,40000,0.7929666909335896,1
2021,32,51800,0.9066382543890874,1
2021,32,60600,0.9091159256704465,1
2021,32,68400,0.8617055128844403,2
2021,33,45140,0.9522249105934172,1
2021,33,50260,0.8747021839693471,2
2021,34,13690,0.8667162912195325,2
2021,34,21000,0.8826040393451777,1
2021,34,36000,0.9473951610393112,1
2021,34,51000,0.9208241869793456,1
2021,34,57000,0.8894825245395782,1
2021,34,74000,0.9225086999047174,2
2021,35,02000,0.8271969232179386,1
2021,35,39380,0.6642515158836907,1
2021,35,63460,0.8253968253968252,3
2021,35,70500,0.8894845360824742,3
2021,36,01000,0.9679310344827586,1
2021,36,11000,0.8873832744771829,1
2021,36,50617,0.96267367869584,2
2021,36,51000,0.9077204164917927,1
2021,36,63000,0.8755130252534586,1
2021,36,73000,0.9597683303824271,1
2021,36,84000,0.8190933401152442,1
2021,37,02140,0.981865101464568,2
2021,37,10740,0.9601127477860802,2
2021,37,12000,0.8938209628463746,1
2021,37,14100,0.9406508532964467,2
2021,37,19000,0.9262032257588197,1
2021,37,22920,0.9771448301284549,1
2021,37,25580,0.949053621929907,2
2021,37,28000,0.9654135775573671,1
2021,37,28080,0.783132530120482,2
2021,37,31400,0.9786685856501528,2
2021,37,55000,0.9324317351285041,1
2021,37,74440,0.9999129071935096,2
2021,37,75000,0.9070760820621976,1
2021,38,25700,0.9565126489650847,2
2021,39,01000,0.9748176471178847,1
2021,39,15000,0.9270738014866867,1
2021,39,16000,0.9344311377559862,1
2021,39,18000,0.9164848219952522,2
2021,39,21000,0.9171167828984651,1
2021,39,61000,0.9603723953040616,2
2021,39,77000,0.9008214911675129,1
2021,40,09050,0.8889904962332345,2
2021,40,23200,0.8949740034662046,2
2021,40,41850,0.9827952421410365,1
2021,40,52500,0.9870046673377872,2
2021,40,55000,0.780898376253407,2
2021,40,75000,0.8768628459398342,2
2021,41,05350,0.9070459747581662,2
2021,41,05800,0.7391849529780564,3
2021,41,23850,0.9488974668081466,2
2021,41,31250,0.8689909239169563,2
2021,41,34100,0.9461784688411123,1
2021,41,47000,0.8429599428143578,3
2021,41,59000,0.9455186400058736,1
2021,41,64900,0.8310244376560217,2
2021,42,02000,0.7821897329005749,1
2021,42,06088,0.9088096104841645,2
2021,42,24000,0.7411320754716981,1
2021,42,60000,0.8616858111451695,1
2021,42,61000,0.9906339596129938,1
2021,42,63624,0.9017445232915596,2
2021,42,69000,0.9128574645350146,2
2021,44,19180,0.9898302663723545,2
2021,44,54640,0.833029481712485,2
2021,44,59000,0.9815739477281361,1
2021,44,74300,0.9289972899728998,2
2021,45,13330,0.9887133182844244,2
2021,45,16000,0.9642628361737463,2
2021,45,48535,0.9538968166849615,3
2021,45,50875,0.9569518505629685,2
2021,46,59020,0.807321085642514,1
2021,47,14000,0.8632297739347734,2
2021,47,15160,0.9158143194335169,2
2021,47,27740,1,3
2021,47,40000,0.9213078973752266,1
2021,47,48000,0.8982244044358746,1
2021,47,51560,0.9978121111929154,2
2021,47,52006,0.9400590237927124,1
2021,48,01000,0.8303033704337607,1
2021,48,01924,0.8127018946671996,2
2021,48,03000,0.9454345627033383,1
2021,48,04000,0.8922176755398633,2
2021,48,05000,0.9293029787584688,1
2021,48,06128,0.9980839663566683,3
2021,48,07000,0.9307111065297905,1
2021,48,10768,0.867170594920926,1
2021,48,10912,0.9762080218970418,2
2021,48,13024,0.81045083997626,2
2021,48,13552,0.8895137583450681,3
2021,48,15976,0.9762080218970419,2
2021,48,16432,0.8633232991847503,3
2021,48,17000,0.8892312194810739,1
2021,48,19000,0.8696337775726696,1
2021,48,19972,0.9803865646723585,2
2021,48,22660,0.9219802438960271,2
2021,48,24000,0.9417283370514565,1
2021,48,26232,0.9291001357700267,2
2021,48,27000,0.8897820695641626,2
2021,48,27684,0.9459219885819131,2
2021,48,29000,0.8716859897890722,2
2021,48,30464,0.9443293453194518,2
2021,48,35000,0.8102883633071445,1
2021,48,37000,0.8169250996156815,1
2021,48,39148,0.850007704809417,1
2021,48,41464,0.9230048570769416,1
2021,48,41980,0.8946442916964521,2
2021,48,42508,0.9533309763981325,1
2021,48,43888,0.9717661542923044,2
2021,48,45000,0.9127084886059087,1
2021,48,45384,0.9946362112717789,1
2021,48,45744,0.917221170094153,1
2021,48,47892,0.9165342444737804,2
2021,48,48072,0.8543488797708965,1
2021,48,48768,0.9149616181137101,2
2021,48,50820,0.9003561421955184,2
2021,48,53388,0.8791547987931632,2
2021,48,56000,0.7561355556191538,1
2021,48,56348,0.9646715634501931,2
2021,48,57200,0.9472,2
2021,48,58016,0.9561762144017845,1
2021,48,61796,0.7719999556990277,2
2021,48,63500,0.9382967990584582,2
2021,48,64472,0.8678641294682553,1
2021,48,65000,0.8871598459106446,1
2021,48,70808,0.7945246182683926,2
2021,48,72176,0.9345500314663311,2
2021,48,74144,0.8723448757220111,1
2021,48,76000,0.9894050702399814,1
2021,48,79000,0.9426441503118819,1
2021,49,43660,0.9385193007157104,3
2021,49,44320,0.957007079951649,3
2021,49,55980,0.9304749352268973,2
2021,49,57300,0.9386465066866962,2
2021,49,62470,0.9921896806616117,1
2021,49,65330,0.6358260869565218,3
2021,49,67000,0.9182756982512197,2
2021,49,67440,0.9999866975071661,2
2021,49,70850,0.95507721361038,3
2021,49,82950,0.9606201797195575,3
2021,49,83470,0.9079387737496246,2
2021,51,01000,0.8010587071041088,3
2021,51,16000,0.8747660915768309,1
2021,51,35000,0.9816885942359785,1
2021,51,47672,0.950925526675129,2
2021,51,56000,0.9585739539448767,1
2021,51,57000,0.9638530496048162,1
2021,51,64000,0.5900990099009901,3
2021,51,67000,0.9547271463430707,1
2021,51,68000,0.9537937282982026,2
2021,51,76432,1,2
2021,51,82000,0.9323917965386826,1
2021,53,03180,0.8159872707611785,2
2021,53,05210,0.9955638200089797,1
2021,53,05280,0.9061595288010382,2
2021,53,22640,0.9660956600665435,2
2021,53,23515,0.7511560862337509,2
2021,53,35275,0.9304925959504383,3
2021,53,35415,0.8923898973430409,1
2021,53,35940,0.9545442563674728,2
2021,53,53545,0.7666579254473684,2
2021,53,57745,0.6293281779728941,2
2021,53,63000,0.9613639723852121,1
2021,53,67000,0.9200343348355675,1
2021,53,67167,0.929308489497191,2
2021,53,70000,0.8331306612735001,2
2021,53,74060,0.9762786096457909,1
2021,53,80010,0.8685847932550508,2
2021,55,02375,0.9634828745988746,3
2021,55,31000,0.9729159380090778,1
2021,55,39225,0.8849525854356772,2
2021,55,48000,0.9933043613599973,2
2021,55,53000,0.8752767878038014,1
2021,55,66000,0.6805203045685279,3
