year,state,county,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,share_in_preschool_quality
2021,18,033,0.35771,0.47335,0.24207,2
2021,18,035,0.29088,0.50070,0.08107,3
2021,18,037,0.29298,0.43403,0.15194,2
2021,18,039,0.34855,0.51113,0.18597,1
2021,18,041,0.62196,0.79844,0.44547,3
2021,18,043,0.47055,0.66621,0.27489,3
2021,18,045,0.37762,0.52977,0.22547,2
2021,18,047,0.09805,0.20109,0.00000,2
2021,18,049,0.31796,0.49362,0.14231,3
2021,18,051,0.59274,0.76297,0.42250,2
2021,18,053,0.41430,0.62014,0.20845,3
2021,18,055,0.08676,0.16811,0.00541,2
2021,18,057,0.48338,0.59724,0.36952,1
2021,18,059,0.74939,0.95540,0.54339,3
2021,18,061,0.47055,0.66621,0.27489,3
2021,18,063,0.31662,0.48307,0.15016,1
2021,18,065,0.27127,0.41081,0.13173,2
2021,18,067,0.49623,0.70516,0.28729,3
2021,18,069,0.31652,0.46640,0.16665,2
2021,18,071,0.24882,0.40617,0.09146,3
2021,18,073,0.31796,0.49362,0.14231,3
2021,18,075,0.27127,0.41081,0.13173,2
2021,18,077,0.48005,0.68882,0.27128,3
2021,18,079,0.48005,0.68882,0.27128,3
2021,18,081,0.38215,0.59511,0.16919,3
2021,18,083,0.29298,0.43403,0.15194,2
2021,18,085,0.31335,0.47934,0.14736,2
2021,18,087,0.35771,0.47335,0.24207,2
2021,18,089,0.40646,0.50908,0.30383,1
2021,18,091,0.60851,0.81726,0.39975,3
2021,18,093,0.08676,0.16811,0.00541,2
2021,18,095,0.39974,0.56687,0.23261,1
2021,18,097,0.34869,0.42521,0.27217,1
2021,18,099,0.31335,0.47934,0.14736,2
2021,18,101,0.08676,0.16811,0.00541,2
2021,18,103,0.41430,0.62014,0.20845,3
2021,18,105,0.63784,0.84848,0.42719,3
2021,18,107,0.36425,0.49261,0.23590,2
2021,18,109,0.28452,0.45471,0.11433,3
2021,18,111,0.31796,0.49362,0.14231,3
2021,18,113,0.35771,0.47335,0.24207,2
2021,18,115,0.09805,0.20109,0.00000,2
2021,18,117,0.08676,0.16811,0.00541,2
2021,18,119,0.08676,0.16811,0.00541,2
2021,18,121,0.37762,0.52977,0.22547,2
2021,18,123,0.29298,0.43403,0.15194,2
2021,18,125,0.29298,0.43403,0.15194,2
2021,18,127,0.31862,0.49121,0.14603,3
2021,18,129,0.59274,0.76297,0.42250,2
2021,18,131,0.31796,0.49362,0.14231,3
2021,18,133,0.28452,0.45471,0.11433,3
2021,18,135,0.27127,0.41081,0.13173,2
2021,18,137,0.09805,0.20109,0.00000,2
2021,18,139,0.62196,0.79844,0.44547,3
2021,18,141,0.35544,0.47863,0.23226,1
2021,18,143,0.48005,0.68882,0.27128,3
2021,18,145,0.74939,0.95540,0.54339,3
2021,18,147,0.29298,0.43403,0.15194,2
2021,18,149,0.31796,0.49362,0.14231,3
2021,18,151,0.35771,0.47335,0.24207,2
2021,18,153,0.37762,0.52977,0.22547,2
2021,18,155,0.09805,0.20109,0.00000,2
2021,18,157,0.33044,0.47103,0.18985,1
2021,18,159,0.49623,0.70516,0.28730,3
2021,18,161,0.62196,0.79844,0.44547,3
2021,18,163,0.42117,0.61871,0.22363,3
2021,18,165,0.37762,0.52977,0.22547,2
2021,18,167,0.22012,0.41709,0.02316,3
2021,18,169,0.41430,0.62014,0.20845,3
2021,18,171,0.37762,0.52977,0.22547,2
2021,18,173,0.59274,0.76297,0.42250,2
2021,18,175,0.47055,0.66621,0.27489,3
2021,18,177,0.62196,0.79844,0.44547,3
2021,18,179,0.31652,0.46640,0.16665,2
2021,18,181,0.36425,0.49261,0.23590,2
2021,18,183,0.31652,0.46640,0.16665,2
2021,19,001,0.32387,0.46889,0.17885,2
2021,19,003,0.32387,0.46889,0.17885,2
2021,19,005,0.59442,0.73191,0.45694,2
2021,19,007,0.32387,0.46889,0.17885,2
2021,19,009,0.32387,0.46889,0.17885,2
2021,19,011,0.41708,0.59066,0.24351,2
2021,19,013,0.18123,0.34599,0.01647,3
2021,19,015,NA,NA,0.00000,3
2021,19,017,0.59442,0.73191,0.45694,2
2021,19,019,0.50248,0.67307,0.33189,2
2021,19,021,0.30491,0.44583,0.16399,2
2021,19,023,0.34614,0.48362,0.20865,2
2021,19,025,0.30491,0.44583,0.16399,2
2021,19,027,0.30491,0.44583,0.16399,2
2021,19,029,0.37030,0.51464,0.22597,2
2021,19,031,0.26603,0.41913,0.11292,2
2021,19,033,0.30539,0.47302,0.13776,3
2021,19,035,0.30491,0.44583,0.16399,2
2021,19,037,0.59442,0.73191,0.45694,2
2021,19,039,0.32387,0.46889,0.17885,2
2021,19,041,0.29196,0.44709,0.13683,2
2021,19,043,0.59442,0.73191,0.45694,2
2021,19,045,0.26603,0.41913,0.11292,2
2021,19,047,0.30491,0.44583,0.16399,2
2021,19,049,0.37321,0.48341,0.26301,2
2021,19,051,0.52434,0.69473,0.35395,2
2021,19,053,0.32387,0.46889,0.17885,2
2021,19,055,0.50248,0.67307,0.33189,2
2021,19,057,0.37613,0.57411,0.17816,3
2021,19,059,0.29196,0.44709,0.13683,2
2021,19,061,0.50248,0.67307,0.33189,2
2021,19,063,0.29196,0.44709,0.13683,2
2021,19,065,0.59442,0.73191,0.45694,2
2021,19,067,0.30539,0.47302,0.13776,3
2021,19,069,0.34614,0.48362,0.20865,2
2021,19,071,0.37030,0.51464,0.22597,2
2021,19,073,0.30491,0.44583,0.16399,2
2021,19,075,0.34614,0.48362,0.20865,2
2021,19,077,0.32387,0.46889,0.17885,2
2021,19,079,0.34614,0.48362,0.20865,2
2021,19,081,0.30539,0.47302,0.13776,3
2021,19,083,0.34614,0.48362,0.20865,2
2021,19,085,0.37030,0.51464,0.22597,2
2021,19,087,0.37613,0.57411,0.17816,3
2021,19,089,0.59442,0.73191,0.45694,2
2021,19,091,0.34614,0.48362,0.20865,2
2021,19,093,0.30491,0.44583,0.16399,2
2021,19,095,0.41708,0.59066,0.24351,2
2021,19,097,0.50248,0.67307,0.33189,2
2021,19,099,0.38780,0.53695,0.23866,2
2021,19,101,0.52434,0.69473,0.35395,2
2021,19,103,0.63472,0.85716,0.41227,3
2021,19,105,0.26603,0.41913,0.11292,2
2021,19,107,0.52434,0.69473,0.35395,2
2021,19,109,0.30539,0.47302,0.13776,3
2021,19,111,0.37613,0.57411,0.17816,3
2021,19,113,0.54549,0.70177,0.38922,1
2021,19,115,0.37613,0.57411,0.17816,3
2021,19,117,0.32387,0.46889,0.17885,2
2021,19,119,0.29196,0.44709,0.13683,2
2021,19,121,0.38780,0.53695,0.23866,2
2021,19,123,0.52434,0.69473,0.35395,2
2021,19,125,0.38780,0.53695,0.23866,2
2021,19,127,0.41708,0.59066,0.24351,2
2021,19,129,0.37030,0.51464,0.22597,2
2021,19,131,0.30539,0.47302,0.13776,3
2021,19,133,0.30491,0.44583,0.16399,2
2021,19,135,0.32387,0.46889,0.17885,2
2021,19,137,0.37030,0.51464,0.22597,2
2021,19,139,0.26603,0.41913,0.11292,2
2021,19,141,0.29196,0.44709,0.13683,2
2021,19,143,0.29196,0.44709,0.13683,2
2021,19,145,0.37030,0.51464,0.22597,2
2021,19,147,0.29196,0.44709,0.13683,2
2021,19,149,0.32513,0.48259,0.16768,2
2021,19,151,0.30491,0.44583,0.16399,2
2021,19,153,0.39476,0.50188,0.28765,1
2021,19,155,0.37030,0.51464,0.22597,2
2021,19,157,0.41708,0.59066,0.24351,2
2021,19,159,0.32387,0.46889,0.17885,2
2021,19,161,0.30491,0.44583,0.16399,2
2021,19,163,0.43777,0.61242,0.26313,1
2021,19,165,0.37030,0.51464,0.22597,2
2021,19,167,0.29196,0.44709,0.13683,2
2021,19,169,NA,NA,0.00000,3
2021,19,171,0.41708,0.59066,0.24351,2
2021,19,173,0.32387,0.46889,0.17885,2
2021,19,175,0.32387,0.46889,0.17885,2
2021,19,177,0.52434,0.69473,0.35395,2
2021,19,179,0.52434,0.69473,0.35395,2
2021,19,181,0.38780,0.53695,0.23866,2
2021,19,183,0.52434,0.69473,0.35395,2
2021,19,185,0.32387,0.46889,0.17885,2
2021,19,187,0.34614,0.48362,0.20865,2
2021,19,189,0.30539,0.47302,0.13776,3
2021,19,191,0.59442,0.73191,0.45694,2
2021,19,193,0.32513,0.48259,0.16768,1
2021,19,195,0.30539,0.47302,0.13776,3
2021,19,197,0.34614,0.48362,0.20865,2
2021,20,001,0.52439,0.74895,0.29983,3
2021,20,003,0.52439,0.74894,0.29983,3
2021,20,005,0.36587,0.55102,0.18072,3
2021,20,007,0.44054,0.58099,0.30010,2
2021,20,009,0.44054,0.58099,0.30010,2
2021,20,011,0.52439,0.74894,0.29983,3
2021,20,013,0.42766,0.58496,0.27035,2
2021,20,015,0.52597,0.64554,0.40641,2
2021,20,017,0.26387,0.43012,0.09763,3
2021,20,019,0.26387,0.43012,0.09763,3
2021,20,021,0.46681,0.69114,0.24248,3
2021,20,023,0.43524,0.59288,0.27760,2
2021,20,025,0.41921,0.57213,0.26629,2
2021,20,027,0.58712,0.73782,0.43641,2
2021,20,029,0.58712,0.73782,0.43641,2
2021,20,031,0.26387,0.43012,0.09763,3
2021,20,033,0.44054,0.58099,0.30010,2
2021,20,035,0.34302,0.45046,0.23558,2
2021,20,037,0.46681,0.69114,0.24248,3
2021,20,039,0.43524,0.59288,0.27760,2
2021,20,041,0.58712,0.73782,0.43641,2
2021,20,043,0.36587,0.55102,0.18072,3
2021,20,045,0.42369,0.67376,0.17362,3
2021,20,047,0.44054,0.58099,0.30010,2
2021,20,049,0.26387,0.43012,0.09763,3
2021,20,051,0.43524,0.59288,0.27760,2
2021,20,053,0.58712,0.73782,0.43641,2
2021,20,055,0.41921,0.57213,0.26629,2
2021,20,057,0.41921,0.57213,0.26629,2
2021,20,059,0.52439,0.74894,0.29983,3
2021,20,061,0.46399,0.64550,0.28248,3
2021,20,063,0.43524,0.59288,0.27760,2
2021,20,065,0.43524,0.59288,0.27760,2
2021,20,067,0.41921,0.57213,0.26629,2
2021,20,069,0.41921,0.57213,0.26629,2
2021,20,071,0.43524,0.59288,0.27760,2
2021,20,073,0.26387,0.43012,0.09763,3
2021,20,075,0.41921,0.57213,0.26629,2
2021,20,077,0.44054,0.58099,0.30010,2
2021,20,079,0.49284,0.64975,0.33593,2
2021,20,081,0.41921,0.57213,0.26629,2
2021,20,083,0.41921,0.57213,0.26629,2
2021,20,085,0.42766,0.58496,0.27035,2
2021,20,087,0.36587,0.55102,0.18072,3
2021,20,089,0.58712,0.73782,0.43641,2
2021,20,091,0.51522,0.60820,0.42225,1
2021,20,093,0.41921,0.57213,0.26629,2
2021,20,095,0.44054,0.58099,0.30010,2
2021,20,097,0.44054,0.58099,0.30010,2
2021,20,099,0.46681,0.69114,0.24248,3
2021,20,101,0.43524,0.59288,0.27760,2
2021,20,103,0.36587,0.55102,0.18072,3
2021,20,105,0.58712,0.73782,0.43641,2
2021,20,107,0.52439,0.74895,0.29983,3
2021,20,109,0.43524,0.59288,0.27760,2
2021,20,111,0.26387,0.43012,0.09763,3
2021,20,113,0.23596,0.39612,0.07580,3
2021,20,115,0.26387,0.43012,0.09763,3
2021,20,117,0.58712,0.73782,0.43641,2
2021,20,119,0.41921,0.57213,0.26629,2
2021,20,121,0.52439,0.74894,0.29983,3
2021,20,123,0.58712,0.73782,0.43641,2
2021,20,125,0.46681,0.69114,0.24248,3
2021,20,127,0.26387,0.43012,0.09763,3
2021,20,129,0.41921,0.57213,0.26629,2
2021,20,131,0.58712,0.73782,0.43641,2
2021,20,133,0.46681,0.69114,0.24248,3
2021,20,135,0.43524,0.59288,0.27760,2
2021,20,137,0.43524,0.59288,0.27760,2
2021,20,139,0.42766,0.58496,0.27035,2
2021,20,141,0.43524,0.59288,0.27760,2
2021,20,143,0.58712,0.73782,0.43641,2
2021,20,145,0.44054,0.58099,0.30010,2
2021,20,147,0.43524,0.59288,0.27760,2
2021,20,149,0.46399,0.64550,0.28248,3
2021,20,151,0.44054,0.58099,0.30010,2
2021,20,153,0.43524,0.59288,0.27760,2
2021,20,155,0.23596,0.39612,0.07580,3
2021,20,157,0.58712,0.73782,0.43641,2
2021,20,159,0.23596,0.39612,0.07580,3
2021,20,161,0.46399,0.64550,0.28248,3
2021,20,163,0.43524,0.59288,0.27760,2
2021,20,165,0.44054,0.58099,0.30010,2
2021,20,167,0.43524,0.59288,0.27760,2
2021,20,169,0.58712,0.73782,0.43641,2
2021,20,171,0.43524,0.59288,0.27760,2
2021,20,173,0.46460,0.55134,0.37786,1
2021,20,175,0.41921,0.57213,0.26629,2
2021,20,177,0.42699,0.56840,0.28557,1
2021,20,179,0.43524,0.59288,0.27760,2
2021,20,181,0.43524,0.59288,0.27760,2
2021,20,183,0.43524,0.59288,0.27760,2
2021,20,185,0.44054,0.58099,0.30010,2
2021,20,187,0.41921,0.57213,0.26629,2
2021,20,189,0.41921,0.57213,0.26629,2
2021,20,191,0.44054,0.58099,0.30010,2
2021,20,193,0.43524,0.59288,0.27760,2
2021,20,195,0.43524,0.59288,0.27760,2
2021,20,197,0.42766,0.58496,0.27035,2
2021,20,199,0.43524,0.59288,0.27760,2
2021,20,201,0.58712,0.73782,0.43641,2
2021,20,203,0.43524,0.59288,0.27760,2
2021,20,205,0.26387,0.43012,0.09763,3
2021,20,207,0.26387,0.43012,0.09763,3
2021,20,209,0.51594,0.68392,0.34796,1
2021,21,001,0.61160,0.81079,0.41241,3
2021,21,003,0.24093,0.37183,0.11002,2
2021,21,005,0.49124,0.69125,0.29123,3
2021,21,007,0.65070,0.78154,0.51985,2
2021,21,009,0.24093,0.37183,0.11002,2
2021,21,011,0.43774,0.62844,0.24704,3
2021,21,013,0.17987,0.33354,0.02621,3
2021,21,015,0.28692,0.46789,0.10595,3
2021,21,017,0.53424,0.73381,0.33466,3
2021,21,019,0.26528,0.45410,0.07645,3
2021,21,021,0.23635,0.36801,0.10469,2
2021,21,023,0.43774,0.62844,0.24704,3
2021,21,025,0.30452,0.51145,0.09758,3
2021,21,027,0.55890,0.71277,0.40502,2
2021,21,029,0.25591,0.41755,0.09428,3
2021,21,031,0.24093,0.37183,0.11002,2
2021,21,033,0.01697,0.06761,0.00000,3
2021,21,035,0.65070,0.78154,0.51985,2
2021,21,037,0.37232,0.51682,0.22783,2
2021,21,039,0.65070,0.78154,0.51985,2
2021,21,041,0.37232,0.51682,0.22783,2
2021,21,043,0.26528,0.45410,0.07645,3
2021,21,045,0.61160,0.81079,0.41241,3
2021,21,047,0.16449,0.28731,0.04167,2
2021,21,049,0.53424,0.73381,0.33466,3
2021,21,051,0.20759,0.38107,0.03412,3
2021,21,053,0.61160,0.81079,0.41241,3
2021,21,055,0.01697,0.06761,0.00000,3
2021,21,057,0.61160,0.81079,0.41241,3
2021,21,059,0.49122,0.69123,0.29120,3
2021,21,061,0.24093,0.37183,0.11002,2
2021,21,063,0.26528,0.45410,0.07645,3
2021,21,065,0.27226,0.42413,0.12038,2
2021,21,067,0.37469,0.49821,0.25118,1
2021,21,069,0.43774,0.62844,0.24704,3
2021,21,071,0.27491,0.45354,0.09628,3
2021,21,073,0.49124,0.69125,0.29123,3
2021,21,075,0.65070,0.78154,0.51985,2
2021,21,077,0.37232,0.51682,0.22783,2
2021,21,079,0.23635,0.36801,0.10469,2
2021,21,081,0.37232,0.51682,0.22783,2
2021,21,083,0.65070,0.78154,0.51985,2
2021,21,085,0.55890,0.71277,0.40502,2
2021,21,087,0.61160,0.81079,0.41241,3
2021,21,089,0.26528,0.45410,0.07645,3
2021,21,091,0.49122,0.69123,0.29120,3
2021,21,093,0.54358,0.66285,0.42431,2
2021,21,095,0.17987,0.33354,0.02621,3
2021,21,097,0.53424,0.73381,0.33466,3
2021,21,099,0.24093,0.37183,0.11002,2
2021,21,101,0.21232,0.36380,0.06084,3
2021,21,103,0.62027,0.79112,0.44943,2
2021,21,105,0.65070,0.78154,0.51985,2
2021,21,107,0.01697,0.06761,0.00000,3
2021,21,109,0.20759,0.38107,0.03412,3
2021,21,111,0.38874,0.46180,0.31568,1
2021,21,113,0.23635,0.36801,0.10469,2
2021,21,115,0.27491,0.45354,0.09628,3
2021,21,117,0.50379,0.65684,0.35075,1
2021,21,119,0.30452,0.51145,0.09758,3
2021,21,121,0.17987,0.33354,0.02621,3
2021,21,123,0.47326,0.66159,0.28493,3
2021,21,125,0.20759,0.38107,0.03412,3
2021,21,127,0.26528,0.45410,0.07645,3
2021,21,129,0.30452,0.51145,0.09758,3
2021,21,131,0.30452,0.51145,0.09758,3
2021,21,133,0.30452,0.51145,0.09758,3
2021,21,135,0.43774,0.62844,0.24704,3
2021,21,137,0.23635,0.36801,0.10469,2
2021,21,139,0.01697,0.06761,0.00000,3
2021,21,141,0.24093,0.37183,0.11002,2
2021,21,143,0.16449,0.28731,0.04167,2
2021,21,145,0.65070,0.78154,0.51985,2
2021,21,147,0.41985,0.67838,0.16132,3
2021,21,149,0.21232,0.36380,0.06084,3
2021,21,151,0.27226,0.42413,0.12038,1
2021,21,153,0.27491,0.45354,0.09628,3
2021,21,155,0.47326,0.66159,0.28493,3
2021,21,157,0.65070,0.78154,0.51985,2
2021,21,159,0.27491,0.45354,0.09628,3
2021,21,161,0.43774,0.62844,0.24704,3
2021,21,163,0.55890,0.71277,0.40502,2
2021,21,165,0.43774,0.62844,0.24704,3
2021,21,167,0.49124,0.69125,0.29123,3
2021,21,169,0.24093,0.37183,0.11002,2
2021,21,171,0.24093,0.37183,0.11002,2
2021,21,173,0.43774,0.62844,0.24704,3
2021,21,175,0.43774,0.62844,0.24704,3
2021,21,177,0.01697,0.06761,0.00000,3
2021,21,179,0.47326,0.66159,0.28493,3
2021,21,181,0.53424,0.73381,0.33466,3
2021,21,183,0.21232,0.36380,0.06084,3
2021,21,185,0.62027,0.79112,0.44943,2
2021,21,187,0.37232,0.51682,0.22783,2
2021,21,189,0.30452,0.51145,0.09758,3
2021,21,191,0.37232,0.51682,0.22783,2
2021,21,193,0.30452,0.51145,0.09758,3
2021,21,195,0.27491,0.45354,0.09628,3
2021,21,197,0.27226,0.42413,0.12038,2
2021,21,199,0.41985,0.67838,0.16132,3
2021,21,201,0.43774,0.62844,0.24704,3
2021,21,203,0.20759,0.38107,0.03412,3
2021,21,205,0.43774,0.62844,0.24704,3
2021,21,207,0.61160,0.81079,0.41241,3
2021,21,209,0.53424,0.73381,0.33466,3
2021,21,211,0.47348,0.60089,0.34608,2
2021,21,213,0.24093,0.37183,0.11002,2
2021,21,215,0.25591,0.41755,0.09428,3
2021,21,217,0.61160,0.81079,0.41241,3
2021,21,219,0.16449,0.28731,0.04167,2
2021,21,221,0.16449,0.28731,0.04167,2
2021,21,223,0.62027,0.79112,0.44943,2
2021,21,225,0.21232,0.36380,0.06084,3
2021,21,227,0.37108,0.56436,0.17781,3
2021,21,229,0.47326,0.66159,0.28493,3
2021,21,231,0.41985,0.67838,0.16132,3
2021,21,233,0.21232,0.36380,0.06084,3
2021,21,235,0.17987,0.33354,0.02621,3
2021,21,237,0.30452,0.51145,0.09758,3
2021,21,239,0.49124,0.69125,0.29123,3
2021,22,001,0.24063,0.40495,0.07632,3
2021,22,003,0.28410,0.44035,0.12784,2
2021,22,005,0.52340,0.72322,0.32358,3
2021,22,007,0.17228,0.37009,0.00000,3
2021,22,009,0.33190,0.48573,0.17807,2
2021,22,011,0.28410,0.44035,0.12784,2
2021,22,013,0.51933,0.66372,0.37495,2
2021,22,015,0.33452,0.50625,0.16279,3
2021,22,017,0.50348,0.67155,0.33542,1
2021,22,019,0.54133,0.66957,0.41309,2
2021,22,021,0.32531,0.52569,0.12494,3
2021,22,023,0.64948,0.83288,0.46607,3
2021,22,025,0.33190,0.48573,0.17807,2
2021,22,027,0.51933,0.66372,0.37495,2
2021,22,029,0.33190,0.48573,0.17807,2
2021,22,031,0.51933,0.66372,0.37495,2
2021,22,033,0.27354,0.38541,0.16167,1
2021,22,035,0.32531,0.52569,0.12494,3
2021,22,037,0.56163,0.76898,0.35429,3
2021,22,039,0.39507,0.57001,0.22013,2
2021,22,041,0.32531,0.52569,0.12494,3
2021,22,043,0.33190,0.48573,0.17807,2
2021,22,045,0.32621,0.48380,0.16862,2
2021,22,047,0.56163,0.76898,0.35429,3
2021,22,049,0.32531,0.52569,0.12494,3
2021,22,051,0.38198,0.47447,0.28948,1
2021,22,053,0.64948,0.83288,0.46607,3
2021,22,055,0.40702,0.54899,0.26505,1
2021,22,057,0.17228,0.37009,0.00000,3
2021,22,059,0.33190,0.48573,0.17807,2
2021,22,061,0.51933,0.66372,0.37495,2
2021,22,063,0.33480,0.49831,0.17129,1
2021,22,065,0.32531,0.52569,0.12494,3
2021,22,067,0.32531,0.52569,0.12494,3
2021,22,069,0.51933,0.66372,0.37495,2
2021,22,071,0.51394,0.61392,0.41396,1
2021,22,073,0.40770,0.61788,0.19752,3
2021,22,075,0.39452,0.57888,0.21016,3
2021,22,077,0.56163,0.76898,0.35429,3
2021,22,079,0.14644,0.24348,0.04941,2
2021,22,081,0.51933,0.66372,0.37495,2
2021,22,083,0.32531,0.52569,0.12494,3
2021,22,085,0.51933,0.66372,0.37495,2
2021,22,087,0.39452,0.57888,0.21016,3
2021,22,089,0.42164,0.66361,0.17966,3
2021,22,091,0.33480,0.49831,0.17129,2
2021,22,093,0.42164,0.66361,0.17966,3
2021,22,095,0.42164,0.66361,0.17966,3
2021,22,097,0.39507,0.57001,0.22013,2
2021,22,099,0.32621,0.48380,0.16862,2
2021,22,101,0.32621,0.48380,0.16862,2
2021,22,103,0.52955,0.67703,0.38206,1
2021,22,105,0.39294,0.66928,0.11660,3
2021,22,107,0.32531,0.52569,0.12494,3
2021,22,109,0.32973,0.54692,0.11255,3
2021,22,111,0.32531,0.52569,0.12494,3
2021,22,113,0.24063,0.40495,0.07632,3
2021,22,115,0.14644,0.24348,0.04941,2
2021,22,117,0.39294,0.66928,0.11660,3
2021,22,119,0.33452,0.50625,0.16279,3
2021,22,121,0.56163,0.76898,0.35429,3
2021,22,123,0.32531,0.52569,0.12494,3
2021,22,125,0.56163,0.76898,0.35429,3
2021,22,127,0.33190,0.48573,0.17807,2
2021,23,001,0.21963,0.43650,0.00277,3
2021,23,003,0.21867,0.33324,0.10409,2
2021,23,005,0.48850,0.61394,0.36305,2
2021,23,007,0.39580,0.57079,0.22080,2
2021,23,009,0.35542,0.51631,0.19453,2
2021,23,011,0.29908,0.51674,0.08143,3
2021,23,013,0.35542,0.51631,0.19453,2
2021,23,015,0.35542,0.51631,0.19453,2
2021,23,017,0.39580,0.57079,0.22080,2
2021,23,019,0.19772,0.36049,0.03494,3
2021,23,021,0.39580,0.57079,0.22080,2
2021,23,023,0.55783,0.78726,0.32839,3
2021,23,025,0.39580,0.57079,0.22080,2
2021,23,027,0.35542,0.51631,0.19453,2
2021,23,029,0.21867,0.33324,0.10409,2
2021,23,031,0.44943,0.61423,0.28463,2
2021,24,001,0.27438,0.43966,0.10911,3
2021,24,003,0.37399,0.46321,0.28478,1
2021,24,005,0.31839,0.38883,0.24794,1
2021,24,009,0.40308,0.54042,0.26573,2
2021,24,011,0.44685,0.60705,0.28665,2
2021,24,013,0.28334,0.41963,0.14706,1
2021,24,015,0.37327,0.59671,0.14982,3
2021,24,017,0.35390,0.52501,0.18278,1
2021,24,019,0.44685,0.60705,0.28665,2
2021,24,021,0.51540,0.62927,0.40153,1
2021,24,023,0.27438,0.43966,0.10911,3
2021,24,025,0.20054,0.30185,0.09922,1
2021,24,027,0.32272,0.43304,0.21241,1
2021,24,029,0.44685,0.60705,0.28665,2
2021,24,031,0.42756,0.48770,0.36742,1
2021,24,033,0.25782,0.32339,0.19225,1
2021,24,035,0.44685,0.60705,0.28665,2
2021,24,037,0.40308,0.54042,0.26573,2
2021,24,039,0.46689,0.61961,0.31418,2
2021,24,041,0.44685,0.60705,0.28665,2
2021,24,043,0.20321,0.35500,0.05143,3
2021,24,045,0.46689,0.61961,0.31418,2
2021,24,047,0.46689,0.61961,0.31418,2
2021,24,510,0.33065,0.43067,0.23064,1
2021,25,001,0.49892,0.65790,0.33994,1
2021,25,003,0.19014,0.32828,0.05200,1
2021,25,005,0.40385,0.48572,0.32198,1
2021,25,007,0.56488,0.78780,0.34195,3
2021,25,009,0.45074,0.51836,0.38312,1
2021,25,011,0.80665,0.94139,0.67191,2
2021,25,013,0.45850,0.56381,0.35319,1
2021,25,015,0.46893,0.59315,0.34471,2
2021,25,017,0.51102,0.55827,0.46377,1
2021,25,019,0.56488,0.78780,0.34195,3
2021,25,021,0.53716,0.59884,0.47547,1
2021,25,023,0.45073,0.52906,0.37240,1
2021,25,025,0.56048,0.66029,0.46068,1
2021,25,027,0.39797,0.46069,0.33525,1
2021,26,001,0.45292,0.61119,0.29465,2
2021,26,003,0.48554,0.66439,0.30669,2
2021,26,005,0.42371,0.61365,0.23377,3
2021,26,007,0.45292,0.61119,0.29465,2
2021,26,009,0.38675,0.50425,0.26926,2
2021,26,011,0.29646,0.45228,0.14064,2
2021,26,013,0.22712,0.35235,0.10189,2
2021,26,015,0.27011,0.40283,0.13740,2
2021,26,017,0.60777,0.78862,0.42693,3
2021,26,019,0.43280,0.62702,0.23858,3
2021,26,021,0.33234,0.50090,0.16377,1
2021,26,023,0.19906,0.34439,0.05373,3
2021,26,025,0.27011,0.40283,0.13740,2
2021,26,027,0.36641,0.56775,0.16507,3
2021,26,029,0.38675,0.50425,0.26926,2
2021,26,031,0.45292,0.61119,0.29465,2
2021,26,033,0.48554,0.66439,0.30669,2
2021,26,035,0.14505,0.26520,0.02490,2
2021,26,037,0.50541,0.65485,0.35597,2
2021,26,039,0.45292,0.61119,0.29465,2
2021,26,041,0.48554,0.66439,0.30669,2
2021,26,043,0.22712,0.35235,0.10189,2
2021,26,045,0.50541,0.65485,0.35597,2
2021,26,047,0.38675,0.50425,0.26926,2
2021,26,049,0.29953,0.39022,0.20884,1
2021,26,051,0.29646,0.45228,0.14064,2
2021,26,053,0.22712,0.35235,0.10189,2
2021,26,055,0.43280,0.62702,0.23858,3
2021,26,057,0.14505,0.26520,0.02490,2
2021,26,059,0.34433,0.49346,0.19521,2
2021,26,061,0.22712,0.35235,0.10189,2
2021,26,063,0.26406,0.39286,0.13526,2
2021,26,065,0.42994,0.56856,0.29132,1
2021,26,067,0.30811,0.43241,0.18380,2
2021,26,069,0.29646,0.45228,0.14064,2
2021,26,071,0.22712,0.35235,0.10189,2
2021,26,073,0.14505,0.26520,0.02490,2
2021,26,075,0.26988,0.43430,0.10546,3
2021,26,077,0.43838,0.58845,0.28832,1
2021,26,079,0.38675,0.50425,0.26926,2
2021,26,081,0.47559,0.56808,0.38310,1
2021,26,083,0.22712,0.35235,0.10189,2
2021,26,085,0.39051,0.53467,0.24636,2
2021,26,087,0.09963,0.20507,0.00000,2
2021,26,089,0.43280,0.62702,0.23858,3
2021,26,091,0.34433,0.49346,0.19521,2
2021,26,093,0.42466,0.57784,0.27148,1
2021,26,095,0.48554,0.66439,0.30669,2
2021,26,097,0.48554,0.66439,0.30669,2
2021,26,099,0.40171,0.49132,0.31211,1
2021,26,101,0.43280,0.62702,0.23858,3
2021,26,103,0.22712,0.35235,0.10189,2
2021,26,105,0.39051,0.53467,0.24636,2
2021,26,107,0.30811,0.43241,0.18380,2
2021,26,109,0.48554,0.66439,0.30669,2
2021,26,111,0.60777,0.78862,0.42693,3
2021,26,113,0.38675,0.50425,0.26926,2
2021,26,115,0.57175,0.81421,0.32928,3
2021,26,117,0.30811,0.43241,0.18380,2
2021,26,119,0.45292,0.61119,0.29465,2
2021,26,121,0.22551,0.38031,0.07071,3
2021,26,123,0.39051,0.53467,0.24636,2
2021,26,125,0.51946,0.58923,0.44969,1
