year,state,place,subgroup_type,subgroup,share_in_preschool,share_in_preschool_quality
2021,06,53322,race-ethnicity,Hispanic,0.25319815619623026,2
2021,06,53322,race-ethnicity,Other Races and Ethnicities,0.5649871352073859,2
2021,06,53322,race-ethnicity,"White, Non-Hispanic",0.36248453048901597,2
2021,06,53896,race-ethnicity,"Black, Non-Hispanic",0.9832534356510506,3
2021,06,53896,race-ethnicity,Hispanic,0.3310632308025349,1
2021,06,53896,race-ethnicity,Other Races and Ethnicities,0.4782684173596036,1
2021,06,53896,race-ethnicity,"White, Non-Hispanic",0.40616903429523116,1
2021,06,53980,race-ethnicity,"Black, Non-Hispanic",0.49981684431767015,3
2021,06,53980,race-ethnicity,Hispanic,0.5264151688711819,2
2021,06,53980,race-ethnicity,Other Races and Ethnicities,0.6659215376374311,2
2021,06,53980,race-ethnicity,"White, Non-Hispanic",0.5050239218296992,2
2021,06,54652,race-ethnicity,"Black, Non-Hispanic",0.060320807486728946,3
2021,06,54652,race-ethnicity,Hispanic,0.2498336689966468,1
2021,06,54652,race-ethnicity,Other Races and Ethnicities,0.3487077362357991,1
2021,06,54652,race-ethnicity,"White, Non-Hispanic",0.4048119882296014,1
2021,06,55156,race-ethnicity,"Black, Non-Hispanic",0.07731479680088292,3
2021,06,55156,race-ethnicity,Hispanic,0.2771059813659159,1
2021,06,55156,race-ethnicity,Other Races and Ethnicities,0.3195444235847966,1
2021,06,55156,race-ethnicity,"White, Non-Hispanic",0.37459228116624704,1
2021,06,56000,race-ethnicity,"Black, Non-Hispanic",0.5386025811154913,3
2021,06,56000,race-ethnicity,Hispanic,0.407817335665389,1
2021,06,56000,race-ethnicity,Other Races and Ethnicities,0.7451660155216715,1
2021,06,56000,race-ethnicity,"White, Non-Hispanic",0.8636835386177062,1
2021,06,56700,race-ethnicity,"Black, Non-Hispanic",0.5479928090787598,2
2021,06,56700,race-ethnicity,Hispanic,0.1854870980146801,2
2021,06,56700,race-ethnicity,Other Races and Ethnicities,0.622400607464433,2
2021,06,56700,race-ethnicity,"White, Non-Hispanic",0.27555116074843133,2
2021,06,57456,race-ethnicity,"Black, Non-Hispanic",0.28209758607031915,3
2021,06,57456,race-ethnicity,Hispanic,0.33600346588886526,2
2021,06,57456,race-ethnicity,Other Races and Ethnicities,0.3804509941520468,2
2021,06,57456,race-ethnicity,"White, Non-Hispanic",0.24075295295218727,2
2021,06,57792,race-ethnicity,"Black, Non-Hispanic",NA,3
2021,06,57792,race-ethnicity,Hispanic,0.6538716082064858,3
2021,06,57792,race-ethnicity,Other Races and Ethnicities,0.5812389380530973,3
2021,06,57792,race-ethnicity,"White, Non-Hispanic",0.6540652511651994,3
2021,06,58072,race-ethnicity,"Black, Non-Hispanic",0.7673416945702566,3
2021,06,58072,race-ethnicity,Hispanic,0.38258233301592187,1
2021,06,58072,race-ethnicity,Other Races and Ethnicities,0.21180390105785413,1
2021,06,58072,race-ethnicity,"White, Non-Hispanic",0.4423650728118901,1
2021,06,59444,race-ethnicity,"Black, Non-Hispanic",0.058933971774193544,3
2021,06,59444,race-ethnicity,Hispanic,0.20019408337559147,2
2021,06,59444,race-ethnicity,Other Races and Ethnicities,0.3633754331466772,2
2021,06,59444,race-ethnicity,"White, Non-Hispanic",0.4302244658793834,2
2021,06,59451,race-ethnicity,"Black, Non-Hispanic",0.12776804633131345,3
2021,06,59451,race-ethnicity,Hispanic,0.4056897358190233,1
2021,06,59451,race-ethnicity,Other Races and Ethnicities,0.45974764314184274,1
2021,06,59451,race-ethnicity,"White, Non-Hispanic",0.47768848146884774,1
2021,06,59920,race-ethnicity,"Black, Non-Hispanic",0.2711864406779661,3
2021,06,59920,race-ethnicity,Hispanic,0.6321022727272728,3
2021,06,59920,race-ethnicity,Other Races and Ethnicities,0.4461756373937677,3
2021,06,59920,race-ethnicity,"White, Non-Hispanic",0.31782020684168655,2
2021,06,60102,race-ethnicity,"Black, Non-Hispanic",0.368421052631579,3
2021,06,60102,race-ethnicity,Hispanic,0.441361541636504,2
2021,06,60102,race-ethnicity,Other Races and Ethnicities,0.6464848014165578,2
2021,06,60102,race-ethnicity,"White, Non-Hispanic",0.7831696431443517,2
2021,06,60466,race-ethnicity,"Black, Non-Hispanic",0.42941851940755543,3
2021,06,60466,race-ethnicity,Hispanic,0.347350355420262,2
2021,06,60466,race-ethnicity,Other Races and Ethnicities,0.525305839320607,2
2021,06,60466,race-ethnicity,"White, Non-Hispanic",0.37827934591131546,2
2021,06,60620,race-ethnicity,"Black, Non-Hispanic",0.4549381208084625,3
2021,06,60620,race-ethnicity,Hispanic,0.23332593548320682,2
2021,06,60620,race-ethnicity,Other Races and Ethnicities,0.33004710542544913,2
2021,06,60620,race-ethnicity,"White, Non-Hispanic",0.5846319046777856,2
2021,06,62000,race-ethnicity,"Black, Non-Hispanic",0.6334967527930754,3
2021,06,62000,race-ethnicity,Hispanic,0.2635179596224298,1
2021,06,62000,race-ethnicity,Other Races and Ethnicities,0.2859651200813129,1
2021,06,62000,race-ethnicity,"White, Non-Hispanic",0.3584751945734231,1
2021,06,62938,race-ethnicity,"Black, Non-Hispanic",0.9801002209481998,3
2021,06,62938,race-ethnicity,Hispanic,0.372711378179553,1
2021,06,62938,race-ethnicity,Other Races and Ethnicities,0.5540049916366497,1
2021,06,62938,race-ethnicity,"White, Non-Hispanic",0.5139944198178986,1
2021,06,64000,race-ethnicity,"Black, Non-Hispanic",0.4348530396881555,1
2021,06,64000,race-ethnicity,Hispanic,0.334234932412506,1
2021,06,64000,race-ethnicity,Other Races and Ethnicities,0.3446150873455238,1
2021,06,64000,race-ethnicity,"White, Non-Hispanic",0.5122873022864031,1
2021,06,64224,race-ethnicity,"Black, Non-Hispanic",NA,3
2021,06,64224,race-ethnicity,Hispanic,0.32870627429205995,1
2021,06,64224,race-ethnicity,Other Races and Ethnicities,0.5229681978798587,3
2021,06,64224,race-ethnicity,"White, Non-Hispanic",0.26666666666666666,3
2021,06,65000,race-ethnicity,"Black, Non-Hispanic",0.39132006973102723,2
2021,06,65000,race-ethnicity,Hispanic,0.22083112112150222,2
2021,06,65000,race-ethnicity,Other Races and Ethnicities,0.3021566948126794,2
2021,06,65000,race-ethnicity,"White, Non-Hispanic",0.1920194988766807,2
2021,06,65042,race-ethnicity,"Black, Non-Hispanic",NA,3
2021,06,65042,race-ethnicity,Hispanic,0.42544028988079535,1
2021,06,65042,race-ethnicity,Other Races and Ethnicities,0.5590104299199989,3
2021,06,65042,race-ethnicity,"White, Non-Hispanic",0.5984154479171109,1
2021,06,66000,race-ethnicity,"Black, Non-Hispanic",0.35787183710283405,1
2021,06,66000,race-ethnicity,Hispanic,0.4567657401978976,1
2021,06,66000,race-ethnicity,Other Races and Ethnicities,0.5045471873621571,1
2021,06,66000,race-ethnicity,"White, Non-Hispanic",0.5845381609996193,1
2021,06,67000,race-ethnicity,"Black, Non-Hispanic",0.7527079395673983,3
2021,06,67000,race-ethnicity,Hispanic,0.6467663508879795,1
2021,06,67000,race-ethnicity,Other Races and Ethnicities,0.7166387231519844,1
2021,06,67000,race-ethnicity,"White, Non-Hispanic",0.7946493970888928,1
2021,06,68000,race-ethnicity,"Black, Non-Hispanic",0.6913033673693729,3
2021,06,68000,race-ethnicity,Hispanic,0.4363672530074888,1
2021,06,68000,race-ethnicity,Other Races and Ethnicities,0.5837062384245716,1
2021,06,68000,race-ethnicity,"White, Non-Hispanic",0.577414623636205,1
2021,06,68084,race-ethnicity,"Black, Non-Hispanic",0.7874340946896372,2
2021,06,68084,race-ethnicity,Hispanic,0.5723958639891699,2
2021,06,68084,race-ethnicity,Other Races and Ethnicities,0.5315134860160471,2
2021,06,68084,race-ethnicity,"White, Non-Hispanic",0.8451106464523569,2
2021,06,68196,race-ethnicity,"Black, Non-Hispanic",0.39361702127659576,3
2021,06,68196,race-ethnicity,Hispanic,0.4278055459575886,2
2021,06,68196,race-ethnicity,Other Races and Ethnicities,0.38654015523680973,2
2021,06,68196,race-ethnicity,"White, Non-Hispanic",0.46865063771087795,2
2021,06,68252,race-ethnicity,"Black, Non-Hispanic",0.7425742574257426,3
2021,06,68252,race-ethnicity,Hispanic,0.7101254141158354,2
2021,06,68252,race-ethnicity,Other Races and Ethnicities,0.6534506946402789,2
2021,06,68252,race-ethnicity,"White, Non-Hispanic",0.6146603376092578,2
2021,06,68378,race-ethnicity,"Black, Non-Hispanic",0,3
2021,06,68378,race-ethnicity,Hispanic,0.5642754728592847,2
2021,06,68378,race-ethnicity,Other Races and Ethnicities,0.6328652038148346,2
2021,06,68378,race-ethnicity,"White, Non-Hispanic",0.6175848405112792,2
2021,06,69000,race-ethnicity,"Black, Non-Hispanic",0.20347902353457095,3
2021,06,69000,race-ethnicity,Hispanic,0.40546535976857456,1
2021,06,69000,race-ethnicity,Other Races and Ethnicities,0.5321073348675851,1
2021,06,69000,race-ethnicity,"White, Non-Hispanic",0.7201132539318444,1
2021,06,69070,race-ethnicity,"Black, Non-Hispanic",0,3
2021,06,69070,race-ethnicity,Hispanic,0.5282784338098198,2
2021,06,69070,race-ethnicity,Other Races and Ethnicities,0.6119402985074627,3
2021,06,69070,race-ethnicity,"White, Non-Hispanic",0.6302839116719243,2
2021,06,69084,race-ethnicity,"Black, Non-Hispanic",0.07360789437596184,3
2021,06,69084,race-ethnicity,Hispanic,0.2461378382799295,2
2021,06,69084,race-ethnicity,Other Races and Ethnicities,0.5810776011100719,2
2021,06,69084,race-ethnicity,"White, Non-Hispanic",0.5366856927719367,2
2021,06,69088,race-ethnicity,"Black, Non-Hispanic",0.9655255467420276,3
2021,06,69088,race-ethnicity,Hispanic,0.4145239701906652,1
2021,06,69088,race-ethnicity,Other Races and Ethnicities,0.4669615106822098,1
2021,06,69088,race-ethnicity,"White, Non-Hispanic",0.48794828318725775,1
2021,06,69196,race-ethnicity,"Black, Non-Hispanic",0.6946564885496183,3
2021,06,69196,race-ethnicity,Hispanic,0.19207729920946495,2
2021,06,69196,race-ethnicity,Other Races and Ethnicities,0.6342447589581829,3
2021,06,69196,race-ethnicity,"White, Non-Hispanic",0.2989979636354051,2
2021,06,70000,race-ethnicity,"Black, Non-Hispanic",8.944489771250717e-4,3
2021,06,70000,race-ethnicity,Hispanic,0.584485516400913,3
2021,06,70000,race-ethnicity,Other Races and Ethnicities,0.6289216570141942,1
2021,06,70000,race-ethnicity,"White, Non-Hispanic",0.8126585985249619,1
2021,06,70098,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,70098,race-ethnicity,Hispanic,0.18499860925264247,1
2021,06,70098,race-ethnicity,Other Races and Ethnicities,0.4870278849563273,1
2021,06,70098,race-ethnicity,"White, Non-Hispanic",0.7196960788950738,1
2021,06,72016,race-ethnicity,"Black, Non-Hispanic",0.9966713738148073,3
2021,06,72016,race-ethnicity,Hispanic,0.4079737720690893,1
2021,06,72016,race-ethnicity,Other Races and Ethnicities,0.5743787004519658,1
2021,06,72016,race-ethnicity,"White, Non-Hispanic",0.7502811894587865,1
2021,06,73080,race-ethnicity,"Black, Non-Hispanic",0.2391695582929426,3
2021,06,73080,race-ethnicity,Hispanic,0.39318979685576205,2
2021,06,73080,race-ethnicity,Other Races and Ethnicities,0.9907361162577132,3
2021,06,73080,race-ethnicity,"White, Non-Hispanic",0.005066046603670906,3
2021,06,75000,race-ethnicity,"Black, Non-Hispanic",0.49612544263752206,1
2021,06,75000,race-ethnicity,Hispanic,0.36117929967240975,1
2021,06,75000,race-ethnicity,Other Races and Ethnicities,0.4522328829459518,1
2021,06,75000,race-ethnicity,"White, Non-Hispanic",0.33364243027006535,1
2021,06,77000,race-ethnicity,"Black, Non-Hispanic",0.6130997896519335,3
2021,06,77000,race-ethnicity,Hispanic,0.5530351268731439,1
2021,06,77000,race-ethnicity,Other Races and Ethnicities,0.6126147451278742,1
2021,06,77000,race-ethnicity,"White, Non-Hispanic",0.7256659481018101,1
2021,06,78120,race-ethnicity,"Black, Non-Hispanic",0.5481148971865152,3
2021,06,78120,race-ethnicity,Hispanic,0.24059377744133922,1
2021,06,78120,race-ethnicity,Other Races and Ethnicities,0.3375724946752292,1
2021,06,78120,race-ethnicity,"White, Non-Hispanic",0.3733729122356678,1
2021,06,78582,race-ethnicity,"Black, Non-Hispanic",0.10594309263075036,3
2021,06,78582,race-ethnicity,Hispanic,0.4585259340910871,1
2021,06,78582,race-ethnicity,Other Races and Ethnicities,0.3500581008832452,1
2021,06,78582,race-ethnicity,"White, Non-Hispanic",0.6441229706465917,1
2021,06,80000,race-ethnicity,"Black, Non-Hispanic",0.8505828148493435,3
2021,06,80000,race-ethnicity,Hispanic,0.4915771488226342,1
2021,06,80000,race-ethnicity,Other Races and Ethnicities,0.7477240794117026,1
2021,06,80000,race-ethnicity,"White, Non-Hispanic",0.7077266128168592,1
2021,06,80238,race-ethnicity,"Black, Non-Hispanic",0.36440677966101687,3
2021,06,80238,race-ethnicity,Hispanic,0.3363180515759312,2
2021,06,80238,race-ethnicity,Other Races and Ethnicities,0.2752012265235722,2
2021,06,80238,race-ethnicity,"White, Non-Hispanic",0.34100246507806087,2
2021,06,80854,race-ethnicity,"Black, Non-Hispanic",0.39494026704146173,3
2021,06,80854,race-ethnicity,Hispanic,0.25235282898969574,3
2021,06,80854,race-ethnicity,Other Races and Ethnicities,0.5632426997412645,3
2021,06,80854,race-ethnicity,"White, Non-Hispanic",0.6479053600008495,3
2021,06,81344,race-ethnicity,"Black, Non-Hispanic",2.489499931739518e-4,3
2021,06,81344,race-ethnicity,Hispanic,0.3514236123573532,2
2021,06,81344,race-ethnicity,Other Races and Ethnicities,0.49588850005260326,2
2021,06,81344,race-ethnicity,"White, Non-Hispanic",0.4735861286663426,2
2021,06,81554,race-ethnicity,"Black, Non-Hispanic",0.009946101050835626,3
2021,06,81554,race-ethnicity,Hispanic,0.2144098344729002,2
2021,06,81554,race-ethnicity,Other Races and Ethnicities,0.634354472830378,2
2021,06,81554,race-ethnicity,"White, Non-Hispanic",0.39337535514462896,2
2021,06,81666,race-ethnicity,"Black, Non-Hispanic",0.4265810889040594,1
2021,06,81666,race-ethnicity,Hispanic,0.25657991756657855,1
2021,06,81666,race-ethnicity,Other Races and Ethnicities,0.43739937431905007,1
2021,06,81666,race-ethnicity,"White, Non-Hispanic",0.5494477987583782,1
2021,06,82590,race-ethnicity,"Black, Non-Hispanic",0.23674303613486136,3
2021,06,82590,race-ethnicity,Hispanic,0.20589372595776248,2
2021,06,82590,race-ethnicity,Other Races and Ethnicities,0.13551879445674328,2
2021,06,82590,race-ethnicity,"White, Non-Hispanic",0.5961950651051778,2
2021,06,82954,race-ethnicity,"Black, Non-Hispanic",0.28767123287671237,3
2021,06,82954,race-ethnicity,Hispanic,0.3026726830961472,1
2021,06,82954,race-ethnicity,Other Races and Ethnicities,0.2707070707070707,3
2021,06,82954,race-ethnicity,"White, Non-Hispanic",0.2673076923076923,1
2021,06,82996,race-ethnicity,"Black, Non-Hispanic",0.3953310881205631,3
2021,06,82996,race-ethnicity,Hispanic,0.37519474991530394,2
2021,06,82996,race-ethnicity,Other Races and Ethnicities,0.19867981378125918,2
2021,06,82996,race-ethnicity,"White, Non-Hispanic",0.5365997042155137,2
2021,06,84200,race-ethnicity,"Black, Non-Hispanic",0.007186560036741744,3
2021,06,84200,race-ethnicity,Hispanic,0.4037899897261082,2
2021,06,84200,race-ethnicity,Other Races and Ethnicities,0.47693962353769626,2
2021,06,84200,race-ethnicity,"White, Non-Hispanic",0.856195409109153,3
2021,06,84550,race-ethnicity,"Black, Non-Hispanic",0.9932763494413784,3
2021,06,84550,race-ethnicity,Hispanic,0.3725243581022231,2
2021,06,84550,race-ethnicity,Other Races and Ethnicities,0.4891002016646069,2
2021,06,84550,race-ethnicity,"White, Non-Hispanic",0.48039336155825396,2
2021,06,85292,race-ethnicity,"Black, Non-Hispanic",0,3
2021,06,85292,race-ethnicity,Hispanic,0.4149547591489908,2
2021,06,85292,race-ethnicity,Other Races and Ethnicities,0.44653177355231233,2
2021,06,85292,race-ethnicity,"White, Non-Hispanic",0.38071251494322605,2
2021,08,03455,race-ethnicity,"Black, Non-Hispanic",0,3
2021,08,03455,race-ethnicity,Hispanic,0.7577284294010248,1
2021,08,03455,race-ethnicity,Other Races and Ethnicities,0.5320466523045675,1
2021,08,03455,race-ethnicity,"White, Non-Hispanic",0.5423024395093894,1
2021,08,04000,race-ethnicity,"Black, Non-Hispanic",0.28512062805613164,1
2021,08,04000,race-ethnicity,Hispanic,0.2710747099509048,1
2021,08,04000,race-ethnicity,Other Races and Ethnicities,0.44024069515873027,1
2021,08,04000,race-ethnicity,"White, Non-Hispanic",0.494865742167082,1
2021,08,07850,race-ethnicity,"Black, Non-Hispanic",0,3
2021,08,07850,race-ethnicity,Hispanic,0.8499483608564644,3
2021,08,07850,race-ethnicity,Other Races and Ethnicities,0.5741281887871544,3
2021,08,07850,race-ethnicity,"White, Non-Hispanic",0.8398979806868043,1
2021,08,12815,race-ethnicity,"Black, Non-Hispanic",0.23837209302325582,3
2021,08,12815,race-ethnicity,Hispanic,0.5577202987824059,2
2021,08,12815,race-ethnicity,Other Races and Ethnicities,0.5834922397013799,2
2021,08,12815,race-ethnicity,"White, Non-Hispanic",0.6119238715298306,2
2021,08,16000,race-ethnicity,"Black, Non-Hispanic",0.3320167915411884,1
2021,08,16000,race-ethnicity,Hispanic,0.392390642213446,1
2021,08,16000,race-ethnicity,Other Races and Ethnicities,0.5183907713120514,1
2021,08,16000,race-ethnicity,"White, Non-Hispanic",0.4818842283495479,1
2021,08,20000,race-ethnicity,"Black, Non-Hispanic",0.54730573870880594,1
2021,08,20000,race-ethnicity,Hispanic,0.3681299742244852,1
2021,08,20000,race-ethnicity,Other Races and Ethnicities,0.5894089262620013,1
2021,08,20000,race-ethnicity,"White, Non-Hispanic",0.6662051066812471,1
2021,08,27425,race-ethnicity,"Black, Non-Hispanic",1,3
2021,08,27425,race-ethnicity,Hispanic,0.5939650308980138,2
2021,08,27425,race-ethnicity,Other Races and Ethnicities,0.14114452640193373,3
2021,08,27425,race-ethnicity,"White, Non-Hispanic",0.5342993456045905,2
2021,08,32155,race-ethnicity,"Black, Non-Hispanic",0.2857142857142857,3
2021,08,32155,race-ethnicity,Hispanic,0.3121621621621622,2
2021,08,32155,race-ethnicity,Other Races and Ethnicities,0.45092024539877296,3
2021,08,32155,race-ethnicity,"White, Non-Hispanic",0.4481054365733113,2
2021,08,43000,race-ethnicity,"Black, Non-Hispanic",0.9778846458063087,3
2021,08,43000,race-ethnicity,Hispanic,0.6561011259805036,2
2021,08,43000,race-ethnicity,Other Races and Ethnicities,0.2890939154498719,2
2021,08,43000,race-ethnicity,"White, Non-Hispanic",0.5631102195455537,2
2021,08,45970,race-ethnicity,"Black, Non-Hispanic",1,3
2021,08,45970,race-ethnicity,Hispanic,0.4087912087912088,2
2021,08,45970,race-ethnicity,Other Races and Ethnicities,0.5481611208406305,3
2021,08,45970,race-ethnicity,"White, Non-Hispanic",0.5670349358017319,2
2021,08,46465,race-ethnicity,"Black, Non-Hispanic",1,3
2021,08,46465,race-ethnicity,Hispanic,0.5115384615384615,3
2021,08,46465,race-ethnicity,Other Races and Ethnicities,0.31797235023041476,3
2021,08,46465,race-ethnicity,"White, Non-Hispanic",0.5684357541899442,2
2021,08,62000,race-ethnicity,"Black, Non-Hispanic",0,3
2021,08,62000,race-ethnicity,Hispanic,0.304,2
2021,08,62000,race-ethnicity,Other Races and Ethnicities,0.4754098360655737,3
2021,08,62000,race-ethnicity,"White, Non-Hispanic",0.3713927227101631,2
2021,08,77290,race-ethnicity,"Black, Non-Hispanic",0.9461017846896289,3
2021,08,77290,race-ethnicity,Hispanic,0.2713861485399772,2
2021,08,77290,race-ethnicity,Other Races and Ethnicities,0.617301027723651,2
2021,08,77290,race-ethnicity,"White, Non-Hispanic",0.3554492613074967,2
2021,08,83835,race-ethnicity,"Black, Non-Hispanic",0.8672393165015185,3
2021,08,83835,race-ethnicity,Hispanic,0.4198007331624558,2
2021,08,83835,race-ethnicity,Other Races and Ethnicities,0.46672869985808585,2
2021,08,83835,race-ethnicity,"White, Non-Hispanic",0.5836043828806239,2
2021,09,08000,race-ethnicity,"Black, Non-Hispanic",0.6059957173447538,1
2021,09,08000,race-ethnicity,Hispanic,0.459119496855346,1
2021,09,08000,race-ethnicity,Other Races and Ethnicities,0.6675977653631285,3
2021,09,08000,race-ethnicity,"White, Non-Hispanic",0.5587392550143266,3
2021,09,18430,race-ethnicity,"Black, Non-Hispanic",0.1891025641025641,3
2021,09,18430,race-ethnicity,Hispanic,0.6570996978851964,3
2021,09,18430,race-ethnicity,Other Races and Ethnicities,0.5790598290598291,3
2021,09,18430,race-ethnicity,"White, Non-Hispanic",0.6159895150720839,2
2021,09,37000,race-ethnicity,"Black, Non-Hispanic",0.575,1
2021,09,37000,race-ethnicity,Hispanic,0.3055091819699499,1
2021,09,37000,race-ethnicity,Other Races and Ethnicities,0.13636363636363635,3
2021,09,37000,race-ethnicity,"White, Non-Hispanic",0.5403225806451613,3
2021,09,52000,race-ethnicity,"Black, Non-Hispanic",0.8416389811738649,3
2021,09,52000,race-ethnicity,Hispanic,0.5120350109409191,1
2021,09,52000,race-ethnicity,Other Races and Ethnicities,0.6339285714285714,3
2021,09,52000,race-ethnicity,"White, Non-Hispanic",0.6143410852713178,3
2021,09,55990,race-ethnicity,"Black, Non-Hispanic",0.36942675159235666,3
2021,09,55990,race-ethnicity,Hispanic,0.6412918373347053,2
2021,09,55990,race-ethnicity,Other Races and Ethnicities,0.7126303733472489,2
2021,09,55990,race-ethnicity,"White, Non-Hispanic",0.8154613410328481,2
2021,09,73000,race-ethnicity,"Black, Non-Hispanic",0.8524590163934427,3
2021,09,73000,race-ethnicity,Hispanic,0.6995544239338002,2
2021,09,73000,race-ethnicity,Other Races and Ethnicities,0.7837037037037037,2
2021,09,73000,race-ethnicity,"White, Non-Hispanic",0.7906091370558377,2
2021,09,80000,race-ethnicity,"Black, Non-Hispanic",0.22003929273084477,3
2021,09,80000,race-ethnicity,Hispanic,0.2716049382716049,1
2021,09,80000,race-ethnicity,Other Races and Ethnicities,0.8847926267281107,3
2021,09,80000,race-ethnicity,"White, Non-Hispanic",0.5511288180610889,1
2021,11,50000,race-ethnicity,"Black, Non-Hispanic",0.7300907911802853,1
2021,11,50000,race-ethnicity,Hispanic,0.6853666779317337,1
2021,11,50000,race-ethnicity,Other Races and Ethnicities,0.8503253796095445,1
2021,11,50000,race-ethnicity,"White, Non-Hispanic",0.8176795580110497,1
2021,12,07300,race-ethnicity,"Black, Non-Hispanic",0.7868269564004121,1
2021,12,07300,race-ethnicity,Hispanic,0.6003329265670219,1
2021,12,07300,race-ethnicity,Other Races and Ethnicities,0.34725952912426866,1
2021,12,07300,race-ethnicity,"White, Non-Hispanic",0.774771730409121,1
2021,12,07875,race-ethnicity,"Black, Non-Hispanic",0.5696677269477237,2
2021,12,07875,race-ethnicity,Hispanic,0.34431554117194574,2
2021,12,07875,race-ethnicity,Other Races and Ethnicities,0.2503405384023701,3
2021,12,07875,race-ethnicity,"White, Non-Hispanic",0.5530692260329598,2
2021,12,10275,race-ethnicity,"Black, Non-Hispanic",0.006960318655296549,3
2021,12,10275,race-ethnicity,Hispanic,0.4077657233696154,1
2021,12,10275,race-ethnicity,Other Races and Ethnicities,0.36528749108944136,3
2021,12,10275,race-ethnicity,"White, Non-Hispanic",0.41534561736541004,1
2021,12,12875,race-ethnicity,"Black, Non-Hispanic",0.293980569632859,3
2021,12,12875,race-ethnicity,Hispanic,0.5444699477961685,2
2021,12,12875,race-ethnicity,Other Races and Ethnicities,0.711285320390292,3
2021,12,12875,race-ethnicity,"White, Non-Hispanic",0.4635986966276469,2
2021,12,14400,race-ethnicity,"Black, Non-Hispanic",0.689336823589621,1
2021,12,14400,race-ethnicity,Hispanic,0.6018787210077633,1
2021,12,14400,race-ethnicity,Other Races and Ethnicities,0.7737848730073388,1
2021,12,14400,race-ethnicity,"White, Non-Hispanic",0.7664048138211428,1
2021,12,16475,race-ethnicity,"Black, Non-Hispanic",0.5298694118635053,2
2021,12,16475,race-ethnicity,Hispanic,0.41475754935821224,2
2021,12,16475,race-ethnicity,Other Races and Ethnicities,0.56640375790971,2
2021,12,16475,race-ethnicity,"White, Non-Hispanic",0.8067128103271982,2
2021,12,16725,race-ethnicity,"Black, Non-Hispanic",0.6898638426626325,3
2021,12,16725,race-ethnicity,Hispanic,0.1812227074235808,3
2021,12,16725,race-ethnicity,Other Races and Ethnicities,0.43167701863354035,3
2021,12,16725,race-ethnicity,"White, Non-Hispanic",0.588785046728972,3
2021,12,17200,race-ethnicity,"Black, Non-Hispanic",0.2508474576271187,3
2021,12,17200,race-ethnicity,Hispanic,0.4110127826941986,2
2021,12,17200,race-ethnicity,Other Races and Ethnicities,0.7887323943661971,3
2021,12,17200,race-ethnicity,"White, Non-Hispanic",0.35193621867881547,2
2021,12,17935,race-ethnicity,"Black, Non-Hispanic",NA,3
2021,12,17935,race-ethnicity,Hispanic,0.5535797847449696,2
2021,12,17935,race-ethnicity,Other Races and Ethnicities,0,3
2021,12,17935,race-ethnicity,"White, Non-Hispanic",0.6412825651302604,2
2021,12,24000,race-ethnicity,"Black, Non-Hispanic",0.47795459643558047,1
2021,12,24000,race-ethnicity,Hispanic,0.5371249403978355,1
2021,12,24000,race-ethnicity,Other Races and Ethnicities,0.5782246931453638,3
2021,12,24000,race-ethnicity,"White, Non-Hispanic",0.7298218523686484,1
2021,12,24125,race-ethnicity,"Black, Non-Hispanic",0.5662816245495456,2
2021,12,24125,race-ethnicity,Hispanic,0.26045926589691837,2
2021,12,24125,race-ethnicity,Other Races and Ethnicities,0.6430035485962479,3
2021,12,24125,race-ethnicity,"White, Non-Hispanic",0.6840114452708889,2
2021,12,25175,race-ethnicity,"Black, Non-Hispanic",0.18447293476494667,1
2021,12,25175,race-ethnicity,Hispanic,0.7352623847002275,3
2021,12,25175,race-ethnicity,Other Races and Ethnicities,0.37182369773135915,3
2021,12,25175,race-ethnicity,"White, Non-Hispanic",0.4964784225773089,1
2021,12,30000,race-ethnicity,"Black, Non-Hispanic",0.6054104337423996,1
2021,12,30000,race-ethnicity,Hispanic,0.5050752275005477,1
2021,12,30000,race-ethnicity,Other Races and Ethnicities,0.49422918554182416,3
2021,12,30000,race-ethnicity,"White, Non-Hispanic",0.7484842722280521,1
2021,12,32000,race-ethnicity,"Black, Non-Hispanic",0.5215901691508814,3
2021,12,32000,race-ethnicity,Hispanic,0.6235600391219707,2
2021,12,32000,race-ethnicity,Other Races and Ethnicities,0.30904374350051617,3
2021,12,32000,race-ethnicity,"White, Non-Hispanic",0.6666051088854553,2
2021,12,32275,race-ethnicity,"Black, Non-Hispanic",0.40353984286038164,2
2021,12,32275,race-ethnicity,Hispanic,0.498801208391035,2
2021,12,32275,race-ethnicity,Other Races and Ethnicities,0.5177576266517082,3
2021,12,32275,race-ethnicity,"White, Non-Hispanic",0.6282201544383181,2
2021,12,35000,race-ethnicity,"Black, Non-Hispanic",0.35550832887486467,1
2021,12,35000,race-ethnicity,Hispanic,0.3879818558461969,1
2021,12,35000,race-ethnicity,Other Races and Ethnicities,0.41247559976673054,1
2021,12,35000,race-ethnicity,"White, Non-Hispanic",0.38898004115838924,1
2021,12,36950,race-ethnicity,"Black, Non-Hispanic",0.2389714198169283,3
2021,12,36950,race-ethnicity,Hispanic,0.2697245592511021,2
2021,12,36950,race-ethnicity,Other Races and Ethnicities,0.2629992321873627,3
2021,12,36950,race-ethnicity,"White, Non-Hispanic",0.36148746252492425,2
2021,12,38250,race-ethnicity,"Black, Non-Hispanic",0.7144546621485136,2
2021,12,38250,race-ethnicity,Hispanic,0.32009819696435104,2
