year,state,county,frpl40_total,poverty_measure_used,frpl40_total_quality,frpl40_white,frpl40_white_quality,frpl40_black,frpl40_black_quality,frpl40_hispanic,frpl40_hispanic_quality
2018,19,001,.74608904,FRPL,1,.74244416,1,.75,3,.7647059,1
2018,19,003,1,FRPL,1,1,1,1,3,1,3
2018,19,005,.63799447,FRPL,1,.53383458,1,.89024389,1,.96436524,1
2018,19,007,1,FRPL,1,1,1,1,1,1,1
2018,19,009,1,FRPL,1,1,1,1,3,1,2
2018,19,011,.27015415,FRPL,1,.27008867,1,.1891892,1,.2682927,1
2018,19,013,.61147857,FRPL,1,.47021368,1,.91884327,1,.86308724,1
2018,19,015,.34047985,FRPL,1,.34019125,1,.1984127,1,.37823835,1
2018,19,017,.098516949,FRPL,1,.098202251,1,0,1,.12121212,1
2018,19,019,.25064972,FRPL,1,.24666667,1,.21428572,3,.36764705,1
2018,19,021,.82143676,FRPL,1,.63577586,1,.95348835,1,.9522059,1
2018,19,023,0,FRPL,1,0,1,0,3,0,1
2018,19,025,.61395645,FRPL,1,.61099654,1,.66666669,3,.63999999,1
2018,19,027,.66427875,FRPL,1,.6547876,1,.79746836,1,.69387758,1
2018,19,029,.78281623,FRPL,1,.78987151,1,.7647059,1,.69930071,1
2018,19,031,.12911159,FRPL,1,.13036303,1,.090909094,2,.07272727,1
2018,19,033,.57101989,FRPL,1,.53989249,1,.82288826,1,.72564614,1
2018,19,035,.37835154,FRPL,1,.3768529,1,.46153846,2,.36666667,1
2018,19,037,0,FRPL,1,0,1,0,2,0,1
2018,19,039,1,FRPL,1,1,1,1,3,1,1
2018,19,041,.73284733,FRPL,1,.74148679,1,.66666669,1,.61963189,1
2018,19,043,.17908083,FRPL,1,.18021506,1,.048780486,1,.16494845,1
2018,19,045,.57211858,FRPL,1,.52493095,1,.8611111,1,.7352246,1
2018,19,047,.92708659,FRPL,1,.87327826,1,.90769231,1,.97666883,1
2018,19,049,.099274874,FRPL,1,.05993649,1,.12357724,1,.49678925,1
2018,19,051,1,FRPL,1,1,1,1,3,1,1
2018,19,053,1,FRPL,1,1,1,1,3,1,1
2018,19,055,.34891304,FRPL,1,.33594668,1,.59649122,1,.45454547,1
2018,19,057,.74140126,FRPL,1,.67405337,1,.98989898,1,.87781352,1
2018,19,059,.0522696,FRPL,1,.053711303,1,.041666668,2,.049019609,1
2018,19,061,.36265749,FRPL,1,.30234474,1,.73144531,1,.46739131,1
2018,19,063,1,FRPL,1,1,1,1,2,1,1
2018,19,065,.92082202,FRPL,1,.9175806,1,.89285713,2,.95348835,1
2018,19,067,.91547573,FRPL,1,.90080971,1,.98453611,1,.96899223,1
2018,19,069,.81665766,FRPL,1,.73869348,1,.78947371,2,.97470486,1
2018,19,071,.56955808,FRPL,1,.56548673,1,.2,3,.60344827,1
2018,19,073,1,FRPL,1,1,1,1,3,1,1
2018,19,075,.16238956,FRPL,1,.1599099,1,.071428575,3,.34545454,1
2018,19,077,.55621302,FRPL,1,.55478352,1,.375,3,.57894737,1
2018,19,079,.67076069,FRPL,1,.63152456,1,.78571427,3,.78500003,1
2018,19,081,.45105422,FRPL,1,.4187884,1,.52631581,2,.72932333,1
2018,19,083,.52999681,FRPL,1,.52954048,1,.59090906,2,.5276596,1
2018,19,085,.44556046,FRPL,1,.43744609,1,.71428573,3,.55555558,1
2018,19,087,.91536051,FRPL,1,.90725958,1,.90476191,1,.96323532,1
2018,19,089,.88295686,FRPL,1,.87758112,1,1,3,.92424244,1
2018,19,091,.376324,FRPL,1,.37227866,1,.40000001,2,.38311687,1
2018,19,093,.57822508,FRPL,1,.59022933,1,.15384616,3,.44067797,1
2018,19,095,.25350037,FRPL,1,.2615948,1,.20833333,2,.14371258,1
2018,19,097,.59277797,FRPL,1,.57294953,1,.69999999,1,.77027029,1
2018,19,099,.64325166,FRPL,1,.62085491,1,.93984962,1,.7772727,1
2018,19,101,.69957447,FRPL,1,.67243868,1,.97368419,1,.93495935,1
2018,19,103,.25891012,FRPL,1,.17162566,1,.47441861,1,.45449764,1
2018,19,105,.64009833,FRPL,1,.64645702,1,.625,1,.4512195,1
2018,19,107,.22067767,FRPL,1,.22394881,1,.21428572,3,.07692308,2
2018,19,109,.58620691,FRPL,1,.58616841,1,.3888889,2,.62727273,1
2018,19,111,.93495429,FRPL,1,.92758203,1,.98192769,1,.96902657,1
2018,19,113,.35272175,FRPL,1,.27815259,1,.70286989,1,.50668645,1
2018,19,115,.46053204,FRPL,1,.31261426,1,.69999999,2,.83302754,1
2018,19,117,1,FRPL,1,1,1,1,3,1,1
2018,19,119,.022768671,FRPL,1,.022211254,1,0,3,.018181818,1
2018,19,121,0,FRPL,1,0,1,0,2,0,1
2018,19,123,.76225233,FRPL,1,.7505855,1,.9041096,1,.88749999,1
2018,19,125,.28622413,FRPL,1,.28468853,1,.21126761,1,.35897437,1
2018,19,127,.77939749,FRPL,1,.60377884,1,.97435898,1,.96408248,1
2018,19,129,.2730428,FRPL,1,.27145791,1,.32142857,2,.31578946,1
2018,19,131,0,FRPL,1,0,1,0,2,0,1
2018,19,133,1,FRPL,1,1,1,1,2,1,1
2018,19,135,.29799667,FRPL,1,.30046511,1,.40000001,2,.27272728,1
2018,19,137,.80594409,FRPL,1,.79500318,1,1,3,.97115386,1
2018,19,139,.83249158,FRPL,1,.76176333,1,.94666666,1,.95628661,1
2018,19,141,.64761907,FRPL,1,.64293307,1,.7027027,1,.69009584,1
2018,19,143,.62986201,FRPL,1,.63174605,1,.44444445,3,.65306121,1
2018,19,145,.83755589,FRPL,1,.86882454,1,.20895523,1,.72592592,1
2018,19,147,.61085677,FRPL,1,.61063218,1,.81818181,3,.55555558,1
2018,19,149,.11320311,FRPL,1,.092540659,1,.23076923,1,.26650944,1
2018,19,151,1,FRPL,1,1,1,1,3,1,1
2018,19,153,.4726333,FRPL,1,.31152132,1,.77655154,1,.76730907,1
2018,19,155,.61583781,FRPL,1,.57695919,1,.7955665,1,.78914988,1
2018,19,157,.17754664,FRPL,1,.17874204,1,.15000001,1,.20754717,1
2018,19,159,.58367914,FRPL,1,.58393115,1,.40000001,3,.5714286,3
2018,19,161,.85226601,FRPL,1,.84585744,1,.86666667,2,.95918369,1
2018,19,163,.56850421,FRPL,1,.47382572,1,.86495537,1,.73172343,1
2018,19,165,.34908006,FRPL,1,.33821139,1,.36000001,2,.47999999,1
2018,19,167,.4525829,FRPL,1,.40863308,1,.59523809,1,.55313534,1
2018,19,169,.087011993,FRPL,1,.081187069,1,.13851993,1,.10949868,1
2018,19,171,.77189189,FRPL,1,.67671692,1,.66666669,2,.95939088,1
2018,19,173,1,FRPL,1,1,1,1,3,1,1
2018,19,175,1,FRPL,1,1,1,1,2,1,1
2018,19,177,1,FRPL,1,1,1,1,3,1,3
2018,19,179,.81564677,FRPL,1,.78016675,1,.87915409,1,.9057548,1
2018,19,181,0,FRPL,1,0,1,0,1,0,1
2018,19,183,.35873559,FRPL,1,.32695651,1,.44680852,1,.54260087,1
2018,19,185,.87475729,FRPL,1,.87221098,1,1,3,1,3
2018,19,187,.83977902,FRPL,1,.80854309,1,.97872341,1,.9558233,1
2018,19,189,.050293379,FRPL,1,.049514562,1,0,1,.077669904,1
2018,19,191,.13766435,FRPL,1,.13756837,1,.10526316,2,.19642857,1
2018,19,193,.73534036,FRPL,1,.64500427,1,.85181642,1,.88121992,1
2018,19,195,.1431579,FRPL,1,.15071771,1,0,2,.096774191,1
2018,19,197,.89557785,FRPL,1,.88582677,1,.90476191,2,.91373026,1
2018,20,001,.86744815,FRPL,1,.86883527,1,.75555557,1,.81034482,1
2018,20,003,1,FRPL,1,1,1,1,3,1,1
2018,20,005,.88524592,FRPL,1,.85827667,1,1,1,.96551722,1
2018,20,007,.73272491,FRPL,1,.73868614,1,.77777779,3,.60465115,1
2018,20,009,1,FRPL,1,1,1,1,1,1,1
2018,20,011,1,FRPL,1,1,1,1,1,1,1
2018,20,013,.82934713,FRPL,1,.80659944,1,.66666669,2,.83200002,1
2018,20,015,.28187919,FRPL,1,.30189478,1,.16707022,1,.18957618,1
2018,20,017,0,FRPL,1,0,1,,,0,2
2018,20,019,1,FRPL,1,1,1,1,3,1,1
2018,20,021,1,FRPL,1,1,1,1,2,1,1
2018,20,023,1,FRPL,1,1,1,1,3,1,1
2018,20,025,.9323144,FRPL,1,.93239439,1,1,3,.94520545,1
2018,20,027,.35500747,FRPL,1,.35053235,1,.11111111,3,.30769232,1
2018,20,029,.92090786,FRPL,1,.91604757,1,1,3,1,1
2018,20,031,.50530505,FRPL,1,.50145137,1,0,3,.5471698,1
2018,20,033,.73134327,FRPL,1,.73144877,1,1,3,.70588237,1
2018,20,035,.95940894,FRPL,1,.94842261,1,1,1,.98729581,1
2018,20,037,1,FRPL,1,1,1,1,1,1,1
2018,20,039,.59039545,FRPL,1,.595092,1,1,3,.42857143,3
2018,20,041,.87788594,FRPL,1,.87468433,1,.85714287,1,.90909094,1
2018,20,043,.70618939,FRPL,1,.67809367,1,.96666664,1,.85714287,1
2018,20,045,.38495603,FRPL,1,.32834321,1,.53350192,1,.54040402,1
2018,20,047,1,FRPL,1,1,1,1,3,1,1
2018,20,049,1,FRPL,1,1,1,1,3,1,1
2018,20,051,.29449588,FRPL,1,.27811736,1,.31034482,2,.41736695,1
2018,20,053,.28941908,FRPL,1,.29076397,1,.83333331,3,.2857143,1
2018,20,055,.98299122,FRPL,1,.94767439,1,.9956522,1,.99439973,1
2018,20,057,.95621377,FRPL,1,.82972497,1,.99310344,1,.99296147,1
2018,20,059,.81742084,FRPL,1,.80619758,1,.93877554,1,.86190474,1
2018,20,061,.98644167,FRPL,1,.97855866,1,.99750209,1,.99392098,1
2018,20,063,.25413224,FRPL,1,.2494331,1,.66666669,3,.33333334,2
2018,20,065,1,FRPL,1,1,1,1,2,1,2
2018,20,067,1,FRPL,1,1,1,1,3,1,1
2018,20,069,.390223,FRPL,1,.37831604,1,.40000001,3,.42857143,1
2018,20,071,1,FRPL,1,1,1,,,1,1
2018,20,073,1,FRPL,1,1,1,1,3,1,1
2018,20,075,1,FRPL,1,1,1,,,1,1
2018,20,077,1,FRPL,1,1,1,1,3,1,1
2018,20,079,.73588216,FRPL,1,.68027043,1,.81343281,1,.89792532,1
2018,20,081,1,FRPL,1,1,1,,,1,1
2018,20,083,.53496504,FRPL,1,.54789275,1,.75,3,.15384616,3
2018,20,085,.6883446,FRPL,1,.64600784,1,.40909091,2,.76687115,1
2018,20,087,.35346889,FRPL,1,.35222405,1,.18181819,3,.40799999,1
2018,20,089,1,FRPL,1,1,1,1,3,1,2
2018,20,091,.22439089,FRPL,1,.16154872,1,.4108527,1,.48890746,1
2018,20,093,1,FRPL,1,1,1,1,3,1,1
2018,20,095,.5632965,FRPL,1,.55720931,1,.71428573,3,.60606062,1
2018,20,097,.27567568,FRPL,1,.39402986,1,.40000001,3,.059701491,1
2018,20,099,1,FRPL,1,1,1,1,1,1,1
2018,20,101,1,FRPL,1,1,1,,,1,1
2018,20,103,.27730969,FRPL,1,.22132899,1,.5761317,1,.32577476,1
2018,20,105,.7462039,FRPL,1,.72926831,1,.5,3,.92500001,1
2018,20,107,1,FRPL,1,1,1,1,2,1,1
2018,20,109,.28438661,FRPL,1,.27399999,1,0,3,.47826087,2
2018,20,111,.87459284,FRPL,1,.81699795,1,.97014928,1,.94336116,1
2018,20,113,.30884558,FRPL,1,.28418946,1,.32727271,1,.4310019,1
2018,20,115,.61697352,FRPL,1,.64599895,1,.31460676,1,.4654088,1
2018,20,117,.51885712,FRPL,1,.52071738,1,.5,3,.58928573,1
2018,20,119,.83132529,FRPL,1,.79166669,1,.83333331,3,.935,1
2018,20,121,.21003248,FRPL,1,.20241013,1,.36619717,1,.22525597,1
2018,20,123,.60000002,FRPL,1,.60192102,1,.55555558,3,.43333334,1
2018,20,125,.99855047,FRPL,1,.99786097,1,1,1,1,1
2018,20,127,1,FRPL,1,1,1,1,3,1,1
2018,20,129,.40905771,FRPL,1,.37791288,1,.06666667,1,.68800002,1
2018,20,131,.078715689,FRPL,1,.080690041,1,0,2,.02,1
2018,20,133,1,FRPL,1,1,1,1,1,1,1
2018,20,135,1,FRPL,1,1,1,1,3,1,1
2018,20,137,.75123763,FRPL,1,.74459457,1,.83333331,3,.82608694,1
2018,20,139,.84430063,FRPL,1,.83843136,1,.85000002,2,.88372093,1
2018,20,141,1,FRPL,1,1,1,1,3,1,3
2018,20,143,.77544153,FRPL,1,.77507031,1,.75,3,.78181821,1
2018,20,145,1,FRPL,1,1,1,1,2,1,1
2018,20,147,.41507313,FRPL,1,.40875,1,.40000001,2,.40625,1
2018,20,149,.16038752,FRPL,1,.15481928,1,.22448979,1,.20873787,1
2018,20,151,.73328924,FRPL,1,.71762872,1,1,3,.85057473,1
2018,20,153,1,FRPL,1,1,1,1,3,1,1
2018,20,155,.78921407,FRPL,1,.76109314,1,.88596493,1,.90718323,1
2018,20,157,1,FRPL,1,1,1,1,3,1,1
2018,20,159,.77970147,FRPL,1,.73208469,1,.69999999,1,.93557423,1
2018,20,161,.44145492,FRPL,1,.39325842,1,.55074877,1,.57155478,1
2018,20,163,1,FRPL,1,1,1,1,3,1,2
2018,20,165,.6673004,FRPL,1,.7027601,1,.2,2,.42307693,2
2018,20,167,1,FRPL,1,1,1,1,3,1,1
2018,20,169,.83635265,FRPL,1,.78793555,1,.88461536,1,.92929864,1
2018,20,171,1,FRPL,1,1,1,1,3,1,1
2018,20,173,.72530138,FRPL,1,.57739943,1,.93324971,1,.887716,1
2018,20,175,1,FRPL,1,1,1,1,1,1,1
2018,20,177,.5246734,FRPL,1,.37548995,1,.82319134,1,.76072979,1
2018,20,179,.15799257,FRPL,1,.12249443,1,0,3,.41428572,1
2018,20,181,1,FRPL,1,1,1,1,2,1,1
2018,20,183,1,FRPL,1,1,1,1,3,1,3
2018,20,185,1,FRPL,1,1,1,1,3,1,1
2018,20,187,1,FRPL,1,1,1,,,1,1
2018,20,189,.97242498,FRPL,1,.97849464,1,1,3,.96350366,1
2018,20,191,.80880773,FRPL,1,.80165291,1,.86206895,1,.85953176,1
2018,20,193,.44951141,FRPL,1,.42801175,1,.66666669,3,.55279505,1
2018,20,195,.71744472,FRPL,1,.71808511,1,.75,3,.63157892,2
2018,20,197,.096251264,FRPL,1,.10135135,1,0,3,.018867925,1
2018,20,199,.59666669,FRPL,1,.58778626,1,.80000001,3,.51999998,2
2018,20,201,.61816406,FRPL,1,.60303688,1,.16666667,3,.78160918,1
2018,20,203,1,FRPL,1,1,1,1,3,1,1
2018,20,205,1,FRPL,1,1,1,1,3,1,1
2018,20,207,1,FRPL,1,1,1,1,3,1,3
2018,20,209,.91313648,FRPL,1,.78027093,1,.93443316,1,.96769375,1
2018,21,001,1,FRPL,1,1,1,1,1,1,1
2018,21,003,1,FRPL,1,1,1,1,2,1,1
2018,21,005,.71912831,FRPL,1,.71888989,1,.65517241,1,.77391303,1
2018,21,007,1,FRPL,1,1,1,1,1,1,2
2018,21,009,.96999872,FRPL,1,.96870708,1,.97368419,1,.98087955,1
2018,21,011,.99699098,FRPL,1,.99736702,1,1,3,.98076922,1
2018,21,013,1,FRPL,1,1,1,1,1,1,1
2018,21,015,.38823739,FRPL,1,.3487525,1,.60454118,1,.62055767,1
2018,21,017,1,FRPL,1,1,1,1,1,1,1
2018,21,019,.9426778,FRPL,1,.94391119,1,.91379309,1,.92763156,1
2018,21,021,.99433607,FRPL,1,.99321944,1,.9946667,1,1,1
2018,21,023,1,FRPL,1,1,1,1,3,1,2
2018,21,025,.99910676,FRPL,1,.9990834,1,1,2,1,2
2018,21,027,1,FRPL,1,1,1,1,1,1,1
2018,21,029,.706231,FRPL,1,.69663858,1,.78980893,1,.84120172,1
2018,21,031,1,FRPL,1,1,1,1,2,1,1
2018,21,033,1,FRPL,1,1,1,1,1,1,1
2018,21,035,1,FRPL,1,1,1,1,1,1,1
2018,21,037,.5815292,FRPL,1,.54599917,1,.86064029,1,.79874212,1
2018,21,039,1,FRPL,1,1,1,1,3,1,1
2018,21,041,.90185183,FRPL,1,.90754825,1,.77272725,2,.86874998,1
2018,21,043,1,FRPL,1,1,1,1,3,1,1
2018,21,045,1,FRPL,1,1,1,1,3,1,1
2018,21,047,.99701494,FRPL,1,.99486494,1,.99932045,1,1,1
2018,21,049,1,FRPL,1,1,1,1,1,1,1
2018,21,051,1,FRPL,1,1,1,1,1,1,2
2018,21,053,1,FRPL,1,1,1,1,2,1,1
2018,21,055,.99643111,FRPL,1,.99621785,1,1,3,1,2
2018,21,057,1,FRPL,1,1,1,1,3,1,2
2018,21,059,.93338114,FRPL,1,.92524618,1,.96995306,1,.97727275,1
2018,21,061,1,FRPL,1,1,1,1,3,1,1
2018,21,063,1,FRPL,1,1,1,1,3,1,3
2018,21,065,.92615771,FRPL,1,.9275921,1,.75,3,.82608694,2
2018,21,067,.59209269,FRPL,1,.47623375,1,.78119123,1,.74524444,1
2018,21,069,1,FRPL,1,1,1,1,2,1,1
2018,21,071,1,FRPL,1,1,1,1,2,1,1
2018,21,073,1,FRPL,1,1,1,1,1,1,1
2018,21,075,1,FRPL,1,1,1,1,1,1,2
2018,21,077,1,FRPL,1,1,1,1,3,1,1
2018,21,079,.99962294,FRPL,1,.99957788,1,1,1,1,1
2018,21,081,1,FRPL,1,1,1,1,2,1,1
2018,21,083,1,FRPL,1,1,1,1,1,1,1
2018,21,085,1,FRPL,1,1,1,1,1,1,1
2018,21,087,1,FRPL,1,1,1,1,2,1,1
2018,21,089,.81409734,FRPL,1,.81192189,1,.80769229,1,.93506491,1
2018,21,091,1,FRPL,1,1,1,1,2,1,1
2018,21,093,.99890602,FRPL,1,.99854738,1,1,1,.99926579,1
2018,21,095,1,FRPL,1,1,1,1,1,1,1
2018,21,097,1,FRPL,1,1,1,1,1,1,1
2018,21,099,1,FRPL,1,1,1,1,1,1,1
2018,21,101,1,FRPL,1,1,1,1,1,1,1
2018,21,103,1,FRPL,1,1,1,1,1,1,1
2018,21,105,1,FRPL,1,1,1,1,1,1,1
2018,21,107,.92745763,FRPL,1,.92179698,1,.95862067,1,.96928328,1
2018,21,109,.99249178,FRPL,1,.9923591,1,1,3,1,2
2018,21,111,.75738293,FRPL,1,.66032064,1,.86021292,1,.85432512,1
2018,21,113,1,FRPL,1,1,1,1,1,1,1
2018,21,115,1,FRPL,1,1,1,1,3,1,1
2018,21,117,.77135789,FRPL,1,.73744255,1,.94929117,1,.85492802,1
2018,21,119,1,FRPL,1,1,1,1,1,1,2
2018,21,121,.99983078,FRPL,1,.99982238,1,1,1,1,1
2018,21,123,1,FRPL,1,1,1,1,1,1,1
2018,21,125,.99989599,FRPL,1,.99989045,1,1,1,1,1
2018,21,127,1,FRPL,1,1,1,1,2,1,2
2018,21,129,1,FRPL,1,1,1,1,3,1,3
2018,21,131,1,FRPL,1,1,1,1,3,1,3
2018,21,133,.99884427,FRPL,1,.99911559,1,1,3,.96428573,2
2018,21,135,1,FRPL,1,1,1,1,3,1,3
2018,21,137,1,FRPL,1,1,1,1,1,1,1
2018,21,139,1,FRPL,1,1,1,1,3,1,1
2018,21,141,1,FRPL,1,1,1,1,1,1,1
2018,21,143,1,FRPL,1,1,1,1,2,1,1
2018,21,145,.94925284,FRPL,1,.93861926,1,.98337293,1,.96421844,1
2018,21,147,1,FRPL,1,1,1,1,2,1,1
2018,21,149,1,FRPL,1,1,1,1,2,1,1
2018,21,151,.94503284,FRPL,1,.94342524,1,.97254902,1,.98842973,1
2018,21,153,1,FRPL,1,1,1,1,3,1,2
2018,21,155,.99969524,FRPL,1,.99963582,1,1,1,1,1
2018,21,157,.99517924,FRPL,1,.99625796,1,.85714287,3,.98275864,1
2018,21,159,1,FRPL,1,1,1,1,3,1,3
2018,21,161,1,FRPL,1,1,1,1,1,1,1
2018,21,163,.98621529,FRPL,1,.98772168,1,.90909094,1,.99444443,1
2018,21,165,1,FRPL,1,1,1,1,3,1,2
2018,21,167,.84682256,FRPL,1,.83250707,1,.990991,1,.93582886,1
2018,21,169,1,FRPL,1,1,1,1,2,1,1
2018,21,171,1,FRPL,1,1,1,1,2,1,1
2018,21,173,.99594015,FRPL,1,.99689144,1,.99000001,1,1,1
2018,21,175,1,FRPL,1,1,1,1,1,1,3
2018,21,177,1,FRPL,1,1,1,1,1,1,1
2018,21,179,1,FRPL,1,1,1,1,1,1,1
2018,21,181,1,FRPL,1,1,1,1,3,1,1
2018,21,183,1,FRPL,1,1,1,1,2,1,1
2018,21,185,.053351142,FRPL,1,.045278136,1,.086642601,1,.15183868,1
2018,21,187,1,FRPL,1,1,1,1,3,1,1
2018,21,189,1,FRPL,1,1,1,1,3,1,3
2018,21,191,1,FRPL,1,1,1,1,1,1,1
2018,21,193,.99920207,FRPL,1,.99915773,1,1,1,1,1
2018,21,195,.94440478,FRPL,1,.94768673,1,.88349515,1,.8888889,1
2018,21,197,1,FRPL,1,1,1,1,2,1,1
2018,21,199,.9998107,FRPL,1,.99979055,1,1,1,1,1
2018,21,201,1,FRPL,1,1,1,1,3,1,3
2018,21,203,1,FRPL,1,1,1,1,2,1,1
2018,21,205,.99596888,FRPL,1,.99659127,1,.97500002,1,1,1
2018,21,207,1,FRPL,1,1,1,1,2,1,1
2018,21,209,.40768746,FRPL,1,.38857067,1,.55912161,1,.375,1
2018,21,211,1,FRPL,1,1,1,1,1,1,1
2018,21,213,1,FRPL,1,1,1,1,1,1,1
2018,21,215,.46379647,FRPL,1,.46145573,1,.31034482,2,.51754385,1
2018,21,217,1,FRPL,1,1,1,1,1,1,1
2018,21,219,1,FRPL,1,1,1,1,1,1,1
2018,21,221,1,FRPL,1,1,1,1,1,1,1
2018,21,223,.99679232,FRPL,1,.99662447,1,1,3,1,1
2018,21,225,1,FRPL,1,1,1,1,1,1,2
2018,21,227,.84436554,FRPL,1,.80315322,1,.94360268,1,.92434782,1
2018,21,229,1,FRPL,1,1,1,1,1,1,1
2018,21,231,1,FRPL,1,1,1,1,1,1,1
2018,21,233,.85086548,FRPL,1,.81683731,1,.98360658,1,.98525071,1
2018,21,235,1,FRPL,1,1,1,1,2,1,1
2018,21,237,1,FRPL,1,1,1,1,3,1,2
2018,21,239,.68748468,FRPL,1,.68729424,1,.65359479,1,.69551778,1
2018,22,001,.68602747,FRPL,1,.57853401,1,.94944966,1,.71476507,1
2018,22,003,.90383261,FRPL,1,.87536418,1,.99520957,1,.91935486,1
2018,22,005,.51932377,FRPL,1,.39049882,1,.72138947,1,.67282051,1
2018,22,007,.83720928,FRPL,1,.69552588,1,.99928266,1,.93209875,1
2018,22,009,.80903357,FRPL,1,.73351276,1,.8884688,1,.880597,1
2018,22,011,.87623423,FRPL,1,.85212201,1,.97461212,1,.93076921,1
2018,22,013,.56003708,FRPL,1,.25140712,1,.88211787,1,.66666669,2
2018,22,015,.46265882,FRPL,1,.34987089,1,.64359969,1,.57694119,1
2018,22,017,.67215872,FRPL,1,.42541137,1,.79517692,1,.64709896,1
2018,22,019,.68202776,FRPL,1,.6020748,1,.79202467,1,.73418927,1
2018,22,021,.43300331,FRPL,1,.45384616,1,.36395758,1,.5,1
2018,22,023,.93437731,FRPL,1,.93217534,1,.94444442,2,.94936711,1
2018,22,025,1,FRPL,1,1,1,1,1,1,2
2018,22,027,.99940723,FRPL,1,.99792099,1,1,1,1,1
2018,22,029,1,FRPL,1,1,1,1,1,1,1
2018,22,031,.41279301,FRPL,1,.16091508,1,.72288013,1,.42424244,1
2018,22,033,.74702579,FRPL,1,.54765356,1,.82263684,1,.77829492,1
2018,22,035,1,FRPL,1,1,3,1,1,,
2018,22,037,.52984679,FRPL,1,.15512465,1,.76766783,1,.61538464,3
2018,22,039,.78917527,FRPL,1,.6999107,1,.9236818,1,.72000003,1
2018,22,041,1,FRPL,1,1,1,1,1,1,2
2018,22,043,1,FRPL,1,1,1,1,1,1,1
2018,22,045,.89643139,FRPL,1,.80854595,1,.9605388,1,.98185116,1
2018,22,047,.90558958,FRPL,1,.73842919,1,.97475332,1,.89622641,1
2018,22,049,1,FRPL,1,1,1,1,1,1,1
2018,22,051,.91605192,FRPL,1,.83183259,1,.96308863,1,.95605254,1
2018,22,053,.93291837,FRPL,1,.92223054,1,.95674741,1,.98148149,1
2018,22,055,.54013836,FRPL,1,.37251204,1,.7089175,1,.6756323,1
2018,22,057,.95827019,FRPL,1,.95174295,1,.96783417,1,.98415494,1
2018,22,059,.31954458,FRPL,1,.32951543,1,.24696356,1,.48148149,2
2018,22,061,.60015529,FRPL,1,.53489184,1,.64129716,1,.7363897,1
2018,22,063,.14949059,FRPL,1,.13655351,1,.18249129,1,.26368159,1
2018,22,065,1,FRPL,1,1,1,1,1,1,3
2018,22,067,.74108571,FRPL,1,.32815057,1,.94965208,1,.58620691,2
2018,22,069,.80883521,FRPL,1,.69374734,1,.91266876,1,.69871795,1
2018,22,071,.8734569,FRPL,1,.34339207,1,.94693953,1,.89047509,1
2018,22,073,.87395865,FRPL,1,.76894522,1,.97217876,1,.85500747,1
2018,22,075,1,FRPL,1,1,1,1,1,1,1
2018,22,077,1,FRPL,1,1,1,1,1,1,1
2018,22,079,.96126395,FRPL,1,.9435814,1,.98099089,1,.9785068,1
2018,22,081,1,FRPL,1,1,1,1,1,1,2
2018,22,083,1,FRPL,1,1,1,1,1,1,1
2018,22,085,1,FRPL,1,1,1,1,1,1,1
2018,22,087,1,FRPL,1,1,1,1,1,1,1
2018,22,089,1,FRPL,1,1,1,1,1,1,1
2018,22,091,1,FRPL,1,1,1,1,1,1,2
2018,22,093,.73215216,FRPL,1,.62829912,1,.78996205,1,.79104477,1
2018,22,095,.92424244,FRPL,1,.70299727,1,.96047777,1,.93873084,1
2018,22,097,.91876382,FRPL,1,.88731027,1,.93948966,1,.89438945,1
2018,22,099,.90485311,FRPL,1,.87834996,1,.9352169,1,.87614679,1
2018,22,101,1,FRPL,1,1,1,1,1,1,1
2018,22,103,.58115846,FRPL,1,.51100922,1,.80685103,1,.62504643,1
2018,22,105,.77664405,FRPL,1,.67706937,1,.86152327,1,.84250635,1
2018,22,107,1,FRPL,1,1,1,1,1,1,3
2018,22,109,1,FRPL,1,1,1,1,1,1,1
2018,22,111,1,FRPL,1,1,1,1,1,1,1
2018,22,113,.52357298,FRPL,1,.42563832,1,.80490243,1,.75398636,1
2018,22,115,.88645786,FRPL,1,.92079043,1,.84431136,1,.73533618,1
2018,22,117,1,FRPL,1,1,1,1,1,1,1
2018,22,119,.64153093,FRPL,1,.56800479,1,.74970108,1,.47967479,1
2018,22,121,1,FRPL,1,1,1,1,1,1,1
2018,22,123,1,FRPL,1,1,1,1,1,1,1
2018,22,125,0,FRPL,1,0,1,0,1,0,1
2018,22,127,.86589861,FRPL,1,.82588947,1,.94,1,.86538464,1
2018,23,001,.79316103,FRPL,1,.75066769,1,.98202616,1,.84782606,1
2018,23,003,.86842674,FRPL,1,.86727661,1,.91428572,1,.88387096,1
2018,23,005,.3039884,FRPL,1,.24347907,1,.79052883,1,.51622874,1
2018,23,007,.93734223,FRPL,1,.93971545,1,.89473683,1,.88571429,1
2018,23,009,.62276858,FRPL,1,.62210578,1,.53968257,1,.69930071,1
2018,23,011,.62390232,FRPL,1,.61775559,1,.54857141,1,.73182958,1
2018,23,013,.54030836,FRPL,1,.54256552,1,.47727272,1,.59722221,1
2018,23,015,.63952196,FRPL,1,.64165211,1,.3548387,1,.75999999,2
2018,23,017,.98243517,FRPL,1,.98191082,1,.96666664,1,.98918921,1
2018,23,019,.65678054,FRPL,1,.656596,1,.65543073,1,.67934781,1
2018,23,021,1,FRPL,1,1,1,1,3,1,2
2018,23,023,.29788557,FRPL,1,.29635429,1,.44285715,1,.21951219,1
2018,23,025,.99941683,FRPL,1,.99938166,1,1,1,1,1
