year,state,place,subgroup_type,subgroup,digital_access,digital_access_quality
2021,06,52526,race-ethnicity,White,0.8930435578889533,1
2021,06,53000,all,All,0.8892395805717316,1
2021,06,53000,race-ethnicity,Other Races and Ethnicities,0.8727386631474625,1
2021,06,53000,race-ethnicity,Black,0.8462575160688368,1
2021,06,53000,race-ethnicity,Hispanic,0.8549374411408583,1
2021,06,53000,race-ethnicity,White,0.9395272878842751,1
2021,06,53322,all,All,0.946853451487725,1
2021,06,53322,race-ethnicity,Other Races and Ethnicities,0.9466895229043263,1
2021,06,53322,race-ethnicity,Black,0.9604069624908066,1
2021,06,53322,race-ethnicity,Hispanic,0.9371519611562097,1
2021,06,53322,race-ethnicity,White,0.9459137301646428,1
2021,06,53896,all,All,0.9136300599807103,1
2021,06,53896,race-ethnicity,Other Races and Ethnicities,0.9114843783391033,1
2021,06,53896,race-ethnicity,Black,0.9415676002417892,1
2021,06,53896,race-ethnicity,Hispanic,0.9077816625277741,1
2021,06,53896,race-ethnicity,White,0.912563276576162,1
2021,06,53980,all,All,0.9046445633823054,1
2021,06,53980,race-ethnicity,Other Races and Ethnicities,0.9153282642790495,1
2021,06,53980,race-ethnicity,Black,0.6836104513064133,2
2021,06,53980,race-ethnicity,Hispanic,0.8957028164097665,1
2021,06,53980,race-ethnicity,White,0.9038042412850702,1
2021,06,54652,all,All,0.884609889595578,1
2021,06,54652,race-ethnicity,Other Races and Ethnicities,0.9166716573440813,1
2021,06,54652,race-ethnicity,Black,0.9028545119705341,2
2021,06,54652,race-ethnicity,Hispanic,0.8695518743184741,1
2021,06,54652,race-ethnicity,White,0.8606749574460694,1
2021,06,55156,all,All,0.9264824063766839,1
2021,06,55156,race-ethnicity,Other Races and Ethnicities,0.9336522062500802,1
2021,06,55156,race-ethnicity,Black,0.8903717386284923,1
2021,06,55156,race-ethnicity,Hispanic,0.9276128428198026,1
2021,06,55156,race-ethnicity,White,0.929742936985179,1
2021,06,56000,all,All,0.8878512081054399,1
2021,06,56000,race-ethnicity,Other Races and Ethnicities,0.8885335210491683,1
2021,06,56000,race-ethnicity,Black,0.8101864736988589,1
2021,06,56000,race-ethnicity,Hispanic,0.860171862509992,1
2021,06,56000,race-ethnicity,White,0.9005028334264507,1
2021,06,56700,all,All,0.9267021739687092,1
2021,06,56700,race-ethnicity,Other Races and Ethnicities,0.9211837267228087,1
2021,06,56700,race-ethnicity,Black,0.9475150271221229,1
2021,06,56700,race-ethnicity,Hispanic,0.9250052460815806,1
2021,06,56700,race-ethnicity,White,0.9333301125658244,1
2021,06,57456,all,All,0.9367511657705975,1
2021,06,57456,race-ethnicity,Other Races and Ethnicities,0.9410800046854867,1
2021,06,57456,race-ethnicity,Black,0.9439757322969001,1
2021,06,57456,race-ethnicity,Hispanic,0.9338213145370203,1
2021,06,57456,race-ethnicity,White,0.9251346419192593,1
2021,06,57792,all,All,0.9704995097915986,1
2021,06,57792,race-ethnicity,Other Races and Ethnicities,0.9760777411438062,1
2021,06,57792,race-ethnicity,Black,0.9438202247191011,3
2021,06,57792,race-ethnicity,Hispanic,0.9395700174317257,1
2021,06,57792,race-ethnicity,White,0.9656022914125073,1
2021,06,58072,all,All,0.8967755554382817,1
2021,06,58072,race-ethnicity,Other Races and Ethnicities,0.9184201618274932,1
2021,06,58072,race-ethnicity,Black,0.8442311983932158,1
2021,06,58072,race-ethnicity,Hispanic,0.9130904856952761,1
2021,06,58072,race-ethnicity,White,0.8671720436426319,1
2021,06,59444,all,All,0.9359988769493861,1
2021,06,59444,race-ethnicity,Other Races and Ethnicities,0.9331356059468389,1
2021,06,59444,race-ethnicity,Black,0.9246278279216973,2
2021,06,59444,race-ethnicity,Hispanic,0.8954539899792252,1
2021,06,59444,race-ethnicity,White,0.9400106503669746,1
2021,06,59451,all,All,0.9389178250721488,1
2021,06,59451,race-ethnicity,Other Races and Ethnicities,0.9535694050991501,1
2021,06,59451,race-ethnicity,Black,0.9209005538165181,1
2021,06,59451,race-ethnicity,Hispanic,0.9270057555478345,1
2021,06,59451,race-ethnicity,White,0.9304425023635483,1
2021,06,59920,all,All,0.8979635607124856,1
2021,06,59920,race-ethnicity,Other Races and Ethnicities,0.8901092233009709,1
2021,06,59920,race-ethnicity,Black,0.8243801652892562,2
2021,06,59920,race-ethnicity,Hispanic,0.859848829796922,1
2021,06,59920,race-ethnicity,White,0.9011006518939444,1
2021,06,60102,all,All,0.909647815982361,1
2021,06,60102,race-ethnicity,Other Races and Ethnicities,0.8690091785105896,1
2021,06,60102,race-ethnicity,Black,0.8548123980424144,2
2021,06,60102,race-ethnicity,Hispanic,0.8426829680164815,1
2021,06,60102,race-ethnicity,White,0.9494091494091494,1
2021,06,60466,all,All,0.900133912658118,1
2021,06,60466,race-ethnicity,Other Races and Ethnicities,0.9333771293947082,1
2021,06,60466,race-ethnicity,Black,0.8848129126925899,1
2021,06,60466,race-ethnicity,Hispanic,0.9076481491015806,1
2021,06,60466,race-ethnicity,White,0.8727865290602933,1
2021,06,60620,all,All,0.9263725719027983,1
2021,06,60620,race-ethnicity,Other Races and Ethnicities,0.9450583127607048,1
2021,06,60620,race-ethnicity,Black,0.8568136932192232,1
2021,06,60620,race-ethnicity,Hispanic,0.9365038661827363,1
2021,06,60620,race-ethnicity,White,0.9370725417647718,1
2021,06,62000,all,All,0.8831504995902915,1
2021,06,62000,race-ethnicity,Other Races and Ethnicities,0.8780286820256075,1
2021,06,62000,race-ethnicity,Black,0.8645884072089625,1
2021,06,62000,race-ethnicity,Hispanic,0.8961845659126794,1
2021,06,62000,race-ethnicity,White,0.8902743962624202,1
2021,06,62938,all,All,0.9440444240048872,1
2021,06,62938,race-ethnicity,Other Races and Ethnicities,0.9383192623861364,1
2021,06,62938,race-ethnicity,Black,0.9651791751183232,2
2021,06,62938,race-ethnicity,Hispanic,0.8999393046041793,1
2021,06,62938,race-ethnicity,White,0.9453903168073763,1
2021,06,64000,all,All,0.9200528340451789,1
2021,06,64000,race-ethnicity,Other Races and Ethnicities,0.9343817283742137,1
2021,06,64000,race-ethnicity,Black,0.8816087992877861,1
2021,06,64000,race-ethnicity,Hispanic,0.9316950102784526,1
2021,06,64000,race-ethnicity,White,0.9166733461264633,1
2021,06,64224,all,All,0.9165173860764153,1
2021,06,64224,race-ethnicity,Other Races and Ethnicities,0.9132011458937366,1
2021,06,64224,race-ethnicity,Black,0.8682136602451839,2
2021,06,64224,race-ethnicity,Hispanic,0.9171627213018935,1
2021,06,64224,race-ethnicity,White,0.9274409544679815,1
2021,06,65000,all,All,0.8104075246466595,1
2021,06,65000,race-ethnicity,Other Races and Ethnicities,0.8466656089692739,1
2021,06,65000,race-ethnicity,Black,0.7429326383610236,1
2021,06,65000,race-ethnicity,Hispanic,0.8374417591258003,1
2021,06,65000,race-ethnicity,White,0.7945544303540837,1
2021,06,65042,all,All,0.9190030025684621,1
2021,06,65042,race-ethnicity,Other Races and Ethnicities,0.936338206099982,1
2021,06,65042,race-ethnicity,Black,0.7257405515832482,2
2021,06,65042,race-ethnicity,Hispanic,0.9047571531918078,1
2021,06,65042,race-ethnicity,White,0.9189358010410642,1
2021,06,66000,all,All,0.9196772335458836,1
2021,06,66000,race-ethnicity,Other Races and Ethnicities,0.9359524482299277,1
2021,06,66000,race-ethnicity,Black,0.8473407195558653,1
2021,06,66000,race-ethnicity,Hispanic,0.9075361796673272,1
2021,06,66000,race-ethnicity,White,0.9171434946449821,1
2021,06,67000,all,All,0.9114227082233844,1
2021,06,67000,race-ethnicity,Other Races and Ethnicities,0.9091203439297391,1
2021,06,67000,race-ethnicity,Black,0.7912041652819319,1
2021,06,67000,race-ethnicity,Hispanic,0.8779729962999377,1
2021,06,67000,race-ethnicity,White,0.9285744676324803,1
2021,06,68000,all,All,0.9398413361004286,1
2021,06,68000,race-ethnicity,Other Races and Ethnicities,0.9497404443541887,1
2021,06,68000,race-ethnicity,Black,0.8840357938857656,1
2021,06,68000,race-ethnicity,Hispanic,0.9247574744914993,1
2021,06,68000,race-ethnicity,White,0.9269168876498719,1
2021,06,68084,all,All,0.9302228656664034,1
2021,06,68084,race-ethnicity,Other Races and Ethnicities,0.9376179708086491,1
2021,06,68084,race-ethnicity,Black,0.9278339542309739,1
2021,06,68084,race-ethnicity,Hispanic,0.932713695583095,1
2021,06,68084,race-ethnicity,White,0.9170203735144312,1
2021,06,68196,all,All,0.9574501924443077,1
2021,06,68196,race-ethnicity,Other Races and Ethnicities,0.9757671582072215,1
2021,06,68196,race-ethnicity,Black,0.9600997506234414,2
2021,06,68196,race-ethnicity,Hispanic,0.9529593934378087,1
2021,06,68196,race-ethnicity,White,0.9481836741307236,1
2021,06,68252,all,All,0.9399735457287771,1
2021,06,68252,race-ethnicity,Other Races and Ethnicities,0.9418423332370777,1
2021,06,68252,race-ethnicity,Black,0.9215202369200395,2
2021,06,68252,race-ethnicity,Hispanic,0.9119181221844622,1
2021,06,68252,race-ethnicity,White,0.9388058533531575,1
2021,06,68378,all,All,0.9817127252357389,1
2021,06,68378,race-ethnicity,Other Races and Ethnicities,0.9862897697487802,1
2021,06,68378,race-ethnicity,Black,0.9883720930232558,2
2021,06,68378,race-ethnicity,Hispanic,0.967531504818384,1
2021,06,68378,race-ethnicity,White,0.9743535904973304,1
2021,06,69000,all,All,0.8900413615535119,1
2021,06,69000,race-ethnicity,Other Races and Ethnicities,0.8868575005638484,1
2021,06,69000,race-ethnicity,Black,0.8715203426124197,2
2021,06,69000,race-ethnicity,Hispanic,0.8884574010773812,1
2021,06,69000,race-ethnicity,White,0.8981048750160785,1
2021,06,69070,all,All,0.9183009469102006,1
2021,06,69070,race-ethnicity,Other Races and Ethnicities,0.9340762129407458,1
2021,06,69070,race-ethnicity,Black,0.8557951482479784,3
2021,06,69070,race-ethnicity,Hispanic,0.8949505594990855,1
2021,06,69070,race-ethnicity,White,0.9136205775543539,1
2021,06,69084,all,All,0.9306061506230359,1
2021,06,69084,race-ethnicity,Other Races and Ethnicities,0.9586924410763599,1
2021,06,69084,race-ethnicity,Black,0.9057412167952014,2
2021,06,69084,race-ethnicity,Hispanic,0.8966831683168317,1
2021,06,69084,race-ethnicity,White,0.8855173302409484,1
2021,06,69088,all,All,0.9523465767534399,1
2021,06,69088,race-ethnicity,Other Races and Ethnicities,0.9570192110129443,1
2021,06,69088,race-ethnicity,Black,0.9056564391567522,2
2021,06,69088,race-ethnicity,Hispanic,0.9451634538950715,1
2021,06,69088,race-ethnicity,White,0.9529442917668614,1
2021,06,69196,all,All,0.9122945045696146,1
2021,06,69196,race-ethnicity,Other Races and Ethnicities,0.9222696879643388,1
2021,06,69196,race-ethnicity,Black,0.8026624902114331,2
2021,06,69196,race-ethnicity,Hispanic,0.9255189687968903,1
2021,06,69196,race-ethnicity,White,0.9078355911330049,1
2021,06,70000,all,All,0.9159413108113931,1
2021,06,70000,race-ethnicity,Other Races and Ethnicities,0.9246533531002006,1
2021,06,70000,race-ethnicity,Black,0.763696998570748,2
2021,06,70000,race-ethnicity,Hispanic,0.9105627873842368,1
2021,06,70000,race-ethnicity,White,0.9226284705309303,1
2021,06,70098,all,All,0.9223326432792264,1
2021,06,70098,race-ethnicity,Other Races and Ethnicities,0.9239478910905025,1
2021,06,70098,race-ethnicity,Black,0.8565096952908587,2
2021,06,70098,race-ethnicity,Hispanic,0.9186886430048922,1
2021,06,70098,race-ethnicity,White,0.9235357334766254,1
2021,06,72016,all,All,0.9464470187447264,1
2021,06,72016,race-ethnicity,Other Races and Ethnicities,0.9639060990166544,1
2021,06,72016,race-ethnicity,Black,0.8758782201405152,2
2021,06,72016,race-ethnicity,Hispanic,0.918285086112129,1
2021,06,72016,race-ethnicity,White,0.9409553467163432,1
2021,06,73080,all,All,0.8997192094997214,1
2021,06,73080,race-ethnicity,Other Races and Ethnicities,0.9252122730617034,1
2021,06,73080,race-ethnicity,Black,0.8218298555377207,3
2021,06,73080,race-ethnicity,Hispanic,0.9089386667865532,1
2021,06,73080,race-ethnicity,White,0.87062458722521,1
2021,06,75000,all,All,0.8789653197742104,1
2021,06,75000,race-ethnicity,Other Races and Ethnicities,0.9132074808614822,1
2021,06,75000,race-ethnicity,Black,0.8301047775214697,1
2021,06,75000,race-ethnicity,Hispanic,0.8798413210165548,1
2021,06,75000,race-ethnicity,White,0.8421715808042625,1
2021,06,77000,all,All,0.9554291224686596,1
2021,06,77000,race-ethnicity,Other Races and Ethnicities,0.9617452957729553,1
2021,06,77000,race-ethnicity,Black,0.9358786098874204,2
2021,06,77000,race-ethnicity,Hispanic,0.9189725582993016,1
2021,06,77000,race-ethnicity,White,0.9444175209692451,1
2021,06,78120,all,All,0.970194558221182,1
2021,06,78120,race-ethnicity,Other Races and Ethnicities,0.9805007221954742,1
2021,06,78120,race-ethnicity,Black,0.986322188449848,2
2021,06,78120,race-ethnicity,Hispanic,0.9644567219152854,1
2021,06,78120,race-ethnicity,White,0.9635960142265072,1
2021,06,78582,all,All,0.9401213130725835,1
2021,06,78582,race-ethnicity,Other Races and Ethnicities,0.9476289373485636,1
2021,06,78582,race-ethnicity,Black,0.9572413793103448,2
2021,06,78582,race-ethnicity,Hispanic,0.929305600517967,1
2021,06,78582,race-ethnicity,White,0.9374798615514142,1
2021,06,80000,all,All,0.9456155372529832,1
2021,06,80000,race-ethnicity,Other Races and Ethnicities,0.960156567335032,1
2021,06,80000,race-ethnicity,Black,0.8517905195611675,2
2021,06,80000,race-ethnicity,Hispanic,0.9569205113952196,1
2021,06,80000,race-ethnicity,White,0.9336956877639894,1
2021,06,80238,all,All,0.9431739805155617,1
2021,06,80238,race-ethnicity,Other Races and Ethnicities,0.9417612386733527,1
2021,06,80238,race-ethnicity,Black,0.9330508474576271,2
2021,06,80238,race-ethnicity,Hispanic,0.9409733042484678,1
2021,06,80238,race-ethnicity,White,0.9458032109661064,1
2021,06,80854,all,All,0.9510607672570248,1
2021,06,80854,race-ethnicity,Other Races and Ethnicities,0.9644710870677681,1
2021,06,80854,race-ethnicity,Black,0.9207786328655501,3
2021,06,80854,race-ethnicity,Hispanic,0.9526804994836165,1
2021,06,80854,race-ethnicity,White,0.9378700646675217,1
2021,06,81344,all,All,0.9319037444037443,1
2021,06,81344,race-ethnicity,Other Races and Ethnicities,0.9452167319600657,1
2021,06,81344,race-ethnicity,Black,0.8928803289331314,2
2021,06,81344,race-ethnicity,Hispanic,0.927386834781621,1
2021,06,81344,race-ethnicity,White,0.926211895823003,1
2021,06,81554,all,All,0.8976881552182757,1
2021,06,81554,race-ethnicity,Other Races and Ethnicities,0.8854755555555556,1
2021,06,81554,race-ethnicity,Black,0.6447956743267131,2
2021,06,81554,race-ethnicity,Hispanic,0.8916291835023252,1
2021,06,81554,race-ethnicity,White,0.9407105434479338,1
2021,06,81666,all,All,0.9232788193059434,1
2021,06,81666,race-ethnicity,Other Races and Ethnicities,0.938638024722743,1
2021,06,81666,race-ethnicity,Black,0.894081969406413,1
2021,06,81666,race-ethnicity,Hispanic,0.926218161683278,1
2021,06,81666,race-ethnicity,White,0.9154767561079297,1
2021,06,82590,all,All,0.9052165147001294,1
2021,06,82590,race-ethnicity,Other Races and Ethnicities,0.9311884378164411,1
2021,06,82590,race-ethnicity,Black,0.8474751267129716,1
2021,06,82590,race-ethnicity,Hispanic,0.9256228727025188,1
2021,06,82590,race-ethnicity,White,0.9067102869549909,1
2021,06,82954,all,All,0.9071080373138056,1
2021,06,82954,race-ethnicity,Other Races and Ethnicities,0.8981360995546432,1
2021,06,82954,race-ethnicity,Black,0.9522439585730725,2
2021,06,82954,race-ethnicity,Hispanic,0.8961666936048704,1
2021,06,82954,race-ethnicity,White,0.9111612038503716,1
2021,06,82996,all,All,0.9190885039178518,1
2021,06,82996,race-ethnicity,Other Races and Ethnicities,0.932344137242911,1
2021,06,82996,race-ethnicity,Black,0.8063994828700711,2
2021,06,82996,race-ethnicity,Hispanic,0.9177360774818402,1
2021,06,82996,race-ethnicity,White,0.9181087954348096,1
2021,06,84200,all,All,0.931779955391422,1
2021,06,84200,race-ethnicity,Other Races and Ethnicities,0.9407755807256671,1
2021,06,84200,race-ethnicity,Black,0.8956404320987654,2
2021,06,84200,race-ethnicity,Hispanic,0.9221687040289346,1
2021,06,84200,race-ethnicity,White,0.9167998465767436,1
2021,06,84550,all,All,0.9389154897169842,1
2021,06,84550,race-ethnicity,Other Races and Ethnicities,0.9394783210622365,1
2021,06,84550,race-ethnicity,Black,0.9472168905950096,3
2021,06,84550,race-ethnicity,Hispanic,0.950246505947804,1
2021,06,84550,race-ethnicity,White,0.9372491654476576,1
2021,06,85292,all,All,0.8831436960910258,1
2021,06,85292,race-ethnicity,Other Races and Ethnicities,0.9037020166466521,1
2021,06,85292,race-ethnicity,Black,0.6854410201912858,3
2021,06,85292,race-ethnicity,Hispanic,0.9037159288120598,1
2021,06,85292,race-ethnicity,White,0.8618790354460403,1
2021,08,03455,all,All,0.9452250962140876,1
2021,08,03455,race-ethnicity,Other Races and Ethnicities,0.9630728443378361,1
2021,08,03455,race-ethnicity,Black,0.9074509803921569,2
2021,08,03455,race-ethnicity,Hispanic,0.9267992069020953,1
2021,08,03455,race-ethnicity,White,0.943007581343467,1
2021,08,04000,all,All,0.9306511671568934,1
2021,08,04000,race-ethnicity,Other Races and Ethnicities,0.932188073610392,1
2021,08,04000,race-ethnicity,Black,0.9045283789943572,1
2021,08,04000,race-ethnicity,Hispanic,0.9174830952145763,1
2021,08,04000,race-ethnicity,White,0.9376661673843849,1
2021,08,07850,all,All,0.8448108262651292,1
2021,08,07850,race-ethnicity,Other Races and Ethnicities,0.78703763895209,1
2021,08,07850,race-ethnicity,Black,0.7559055118110236,2
2021,08,07850,race-ethnicity,Hispanic,0.7436425501432665,1
2021,08,07850,race-ethnicity,White,0.8560133025654948,1
2021,08,12815,all,All,0.9538213610936168,1
2021,08,12815,race-ethnicity,Other Races and Ethnicities,0.9581380417335473,1
2021,08,12815,race-ethnicity,Black,0.8219512195121951,2
2021,08,12815,race-ethnicity,Hispanic,0.9329412978438049,1
2021,08,12815,race-ethnicity,White,0.957297798429524,1
2021,08,16000,all,All,0.9310135877226573,1
2021,08,16000,race-ethnicity,Other Races and Ethnicities,0.9329805996472663,1
2021,08,16000,race-ethnicity,Black,0.8915756907649088,1
2021,08,16000,race-ethnicity,Hispanic,0.9145976906576605,1
2021,08,16000,race-ethnicity,White,0.9336223169964343,1
2021,08,20000,all,All,0.9060991880294115,1
2021,08,20000,race-ethnicity,Other Races and Ethnicities,0.8979710218833864,1
2021,08,20000,race-ethnicity,Black,0.8627729395431024,1
2021,08,20000,race-ethnicity,Hispanic,0.8804927756361574,1
2021,08,20000,race-ethnicity,White,0.914364345642067,1
2021,08,27425,all,All,0.8844701057630046,1
2021,08,27425,race-ethnicity,Other Races and Ethnicities,0.8623436696933356,1
2021,08,27425,race-ethnicity,Black,0.811412383650344,2
2021,08,27425,race-ethnicity,Hispanic,0.835694589711895,1
2021,08,27425,race-ethnicity,White,0.8894154033865601,1
2021,08,32155,all,All,0.843908273683817,1
2021,08,32155,race-ethnicity,Other Races and Ethnicities,0.8742197744558091,1
2021,08,32155,race-ethnicity,Black,0.66512455516014235,2
2021,08,32155,race-ethnicity,Hispanic,0.8368591974019949,1
2021,08,32155,race-ethnicity,White,0.8430214120438342,1
2021,08,43000,all,All,0.9201005089712612,1
2021,08,43000,race-ethnicity,Other Races and Ethnicities,0.9432228679126747,1
2021,08,43000,race-ethnicity,Black,0.8358795285901353,2
2021,08,43000,race-ethnicity,Hispanic,0.9093351432368995,1
2021,08,43000,race-ethnicity,White,0.9170036527465995,1
2021,08,45970,all,All,0.9212260474344309,1
2021,08,45970,race-ethnicity,Other Races and Ethnicities,0.8803608869686765,1
2021,08,45970,race-ethnicity,Black,0.752129471890971,3
2021,08,45970,race-ethnicity,Hispanic,0.8721746243595815,1
2021,08,45970,race-ethnicity,White,0.9315061800771899,1
2021,08,46465,all,All,0.928494297979931,1
2021,08,46465,race-ethnicity,Other Races and Ethnicities,0.9643119400793068,2
2021,08,46465,race-ethnicity,Black,0.9263157894736842,3
2021,08,46465,race-ethnicity,Hispanic,0.9573110893032385,1
2021,08,46465,race-ethnicity,White,0.9249589084932145,1
2021,08,62000,all,All,0.8349727168294084,1
2021,08,62000,race-ethnicity,Other Races and Ethnicities,0.8231144665599024,1
2021,08,62000,race-ethnicity,Black,0.7093333333333334,2
2021,08,62000,race-ethnicity,Hispanic,0.8524155947823878,1
2021,08,62000,race-ethnicity,White,0.8427330967749749,1
2021,08,77290,all,All,0.9469894263473224,1
2021,08,77290,race-ethnicity,Other Races and Ethnicities,0.958034373435675,1
2021,08,77290,race-ethnicity,Black,0.9560357675111774,2
2021,08,77290,race-ethnicity,Hispanic,0.9406745146713729,1
2021,08,77290,race-ethnicity,White,0.942853497683913,1
2021,08,83835,all,All,0.9302289349547757,1
2021,08,83835,race-ethnicity,Other Races and Ethnicities,0.9439512943254171,1
2021,08,83835,race-ethnicity,Black,0.8966346153846154,3
2021,08,83835,race-ethnicity,Hispanic,0.8756038647342995,1
2021,08,83835,race-ethnicity,White,0.9276371353704225,1
2021,09,08000,all,All,0.8665917093631547,1
2021,09,08000,race-ethnicity,Other Races and Ethnicities,0.9020400266557751,1
2021,09,08000,race-ethnicity,Black,0.8835599169947443,1
2021,09,08000,race-ethnicity,Hispanic,0.8895941340827237,1
2021,09,08000,race-ethnicity,White,0.8165599540111405,1
2021,09,18430,all,All,0.8735106790259521,1
2021,09,18430,race-ethnicity,Other Races and Ethnicities,0.9056043995803031,1
2021,09,18430,race-ethnicity,Black,0.8472271491072484,2
2021,09,18430,race-ethnicity,Hispanic,0.8671388878018237,1
2021,09,18430,race-ethnicity,White,0.8602423105327239,1
2021,09,37000,all,All,0.787046939010546,1
2021,09,37000,race-ethnicity,Other Races and Ethnicities,0.8282315658943211,1
2021,09,37000,race-ethnicity,Black,0.7963803972073477,1
2021,09,37000,race-ethnicity,Hispanic,0.8316532440503122,1
2021,09,37000,race-ethnicity,White,0.72167910889915865,1
2021,09,52000,all,All,0.8387812420634327,1
2021,09,52000,race-ethnicity,Other Races and Ethnicities,0.8564656534605108,1
2021,09,52000,race-ethnicity,Black,0.8629583866554874,1
2021,09,52000,race-ethnicity,Hispanic,0.85603467382471,1
2021,09,52000,race-ethnicity,White,0.8069401804819053,1
2021,09,55990,all,All,0.9257990993272481,1
2021,09,55990,race-ethnicity,Other Races and Ethnicities,0.9168051568716322,1
2021,09,55990,race-ethnicity,Black,0.9135705564276992,1
2021,09,55990,race-ethnicity,Hispanic,0.9046349544883269,1
2021,09,55990,race-ethnicity,White,0.9311573498268849,1
2021,09,73000,all,All,0.9279112891262424,1
2021,09,73000,race-ethnicity,Other Races and Ethnicities,0.9426831548302663,1
2021,09,73000,race-ethnicity,Black,0.8819775797643001,1
2021,09,73000,race-ethnicity,Hispanic,0.9054544484175695,1
2021,09,73000,race-ethnicity,White,0.9309861972394479,1
2021,09,80000,all,All,0.8277950133148185,1
2021,09,80000,race-ethnicity,Other Races and Ethnicities,0.8257067561092477,1
2021,09,80000,race-ethnicity,Black,0.8610570824524313,1
2021,09,80000,race-ethnicity,Hispanic,0.8209453816602639,1
2021,09,80000,race-ethnicity,White,0.8165127748160211,1
2021,11,50000,all,All,0.8407679673982733,1
2021,11,50000,race-ethnicity,Other Races and Ethnicities,0.8473325989456291,1
2021,11,50000,race-ethnicity,Black,0.7739561927049022,1
2021,11,50000,race-ethnicity,Hispanic,0.8422618274401809,1
2021,11,50000,race-ethnicity,White,0.9121115304316992,1
2021,12,07300,all,All,0.902083966983754,1
2021,12,07300,race-ethnicity,Other Races and Ethnicities,0.9047701198999396,1
2021,12,07300,race-ethnicity,Black,0.8250819928158676,3
2021,12,07300,race-ethnicity,Hispanic,0.9192296426479203,1
2021,12,07300,race-ethnicity,White,0.9080554873240165,1
2021,12,07875,all,All,0.8738786346078838,1
2021,12,07875,race-ethnicity,Other Races and Ethnicities,0.9449796220822527,1
2021,12,07875,race-ethnicity,Black,0.8017035265989241,1
2021,12,07875,race-ethnicity,Hispanic,0.9237078977932637,1
2021,12,07875,race-ethnicity,White,0.9016581176189908,1
2021,12,10275,all,All,0.9269182344315892,1
2021,12,10275,race-ethnicity,Other Races and Ethnicities,0.9235558028727437,1
2021,12,10275,race-ethnicity,Black,0.9297159504734159,2
2021,12,10275,race-ethnicity,Hispanic,0.9394622336271338,1
2021,12,10275,race-ethnicity,White,0.9273902007537882,1
2021,12,12875,all,All,0.844069424435755,1
2021,12,12875,race-ethnicity,Other Races and Ethnicities,0.8619909502262444,1
2021,12,12875,race-ethnicity,Black,0.6721163211353833,1
2021,12,12875,race-ethnicity,Hispanic,0.7938180540920267,1
2021,12,12875,race-ethnicity,White,0.869284475677649,1
2021,12,14400,all,All,0.9476187982916083,1
2021,12,14400,race-ethnicity,Other Races and Ethnicities,0.970413994981879,1
2021,12,14400,race-ethnicity,Black,0.9194641971225401,1
2021,12,14400,race-ethnicity,Hispanic,0.9436285888821014,1
2021,12,14400,race-ethnicity,White,0.9502554773815575,1
2021,12,16475,all,All,0.9331373709224867,1
2021,12,16475,race-ethnicity,Other Races and Ethnicities,0.920783071635555,1
2021,12,16475,race-ethnicity,Black,0.9336782690498588,1
2021,12,16475,race-ethnicity,Hispanic,0.9268553244686897,1
2021,12,16475,race-ethnicity,White,0.9385735735735736,1
2021,12,16725,all,All,0.8855941065743301,1
2021,12,16725,race-ethnicity,Other Races and Ethnicities,0.8880543633762518,1
2021,12,16725,race-ethnicity,Black,0.913303701095806,1
2021,12,16725,race-ethnicity,Hispanic,0.8762216732896574,1
2021,12,16725,race-ethnicity,White,0.8721408456411192,1
2021,12,17200,all,All,0.8972545579046478,1
2021,12,17200,race-ethnicity,Other Races and Ethnicities,0.8541996093386661,1
2021,12,17200,race-ethnicity,Black,0.929821521400104,1
2021,12,17200,race-ethnicity,Hispanic,0.8503407303861611,1
2021,12,17200,race-ethnicity,White,0.9063555114200595,1
2021,12,17935,all,All,0.9600962721877307,1
2021,12,17935,race-ethnicity,Other Races and Ethnicities,0.9735249193867738,1
2021,12,17935,race-ethnicity,Black,0.9379232505643341,3
2021,12,17935,race-ethnicity,Hispanic,0.9559200745012826,1
2021,12,17935,race-ethnicity,White,0.956105785972179,1
2021,12,24000,all,All,0.8651171212694859,1
2021,12,24000,race-ethnicity,Other Races and Ethnicities,0.9434091845611464,1
2021,12,24000,race-ethnicity,Black,0.7705227606994353,1
2021,12,24000,race-ethnicity,Hispanic,0.8779123689609624,1
2021,12,24000,race-ethnicity,White,0.898341450447628,1
2021,12,24125,all,All,0.837190355869365,1
2021,12,24125,race-ethnicity,Other Races and Ethnicities,0.8845229590179905,1
2021,12,24125,race-ethnicity,Black,0.7699403700117221,1
2021,12,24125,race-ethnicity,Hispanic,0.8134619331007593,1
2021,12,24125,race-ethnicity,White,0.8490820516949835,1
2021,12,25175,all,All,0.7603664381833777,1
2021,12,25175,race-ethnicity,Other Races and Ethnicities,0.7917842583882094,1
2021,12,25175,race-ethnicity,Black,0.7281363037084615,1
2021,12,25175,race-ethnicity,Hispanic,0.7490161527165933,1
2021,12,25175,race-ethnicity,White,0.7632691133963633,1
2021,12,30000,all,All,0.8467075529724285,1
2021,12,30000,race-ethnicity,Other Races and Ethnicities,0.8832911201945984,1
2021,12,30000,race-ethnicity,Black,0.7432803071859572,2
2021,12,30000,race-ethnicity,Hispanic,0.8473689351548219,1
2021,12,30000,race-ethnicity,White,0.8286843262723287,1
2021,12,32000,all,All,0.9105814662149322,1
2021,12,32000,race-ethnicity,Other Races and Ethnicities,0.9321083402935211,1
2021,12,32000,race-ethnicity,Black,0.9111655028435678,1
2021,12,32000,race-ethnicity,Hispanic,0.9178317313693671,1
