year,state,place,subgroup_type,subgroup,share_hs_degree,share_hs_degree_quality
2021,06,53896,race-ethnicity,"White, Non-Hispanic",0.7906414431353936,1
2021,06,53980,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,53980,race-ethnicity,Hispanic,0.906935491745664,2
2021,06,53980,race-ethnicity,Other Races and Ethnicities,0.9742181575228582,2
2021,06,53980,race-ethnicity,"White, Non-Hispanic",0.9846546197967013,2
2021,06,54652,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,54652,race-ethnicity,Hispanic,0.8642523441684817,1
2021,06,54652,race-ethnicity,Other Races and Ethnicities,0.9957724516686601,1
2021,06,54652,race-ethnicity,"White, Non-Hispanic",0.964666224547013,1
2021,06,55156,race-ethnicity,"Black, Non-Hispanic",0.8889952298113452,1
2021,06,55156,race-ethnicity,Hispanic,0.9118257950034832,1
2021,06,55156,race-ethnicity,Other Races and Ethnicities,0.7724333671809984,1
2021,06,55156,race-ethnicity,"White, Non-Hispanic",0.8152334091717769,1
2021,06,56000,race-ethnicity,"Black, Non-Hispanic",0.9935884780194661,1
2021,06,56000,race-ethnicity,Hispanic,0.9475742230158244,1
2021,06,56000,race-ethnicity,Other Races and Ethnicities,0.9970911182963346,1
2021,06,56000,race-ethnicity,"White, Non-Hispanic",0.9694212466533713,1
2021,06,56700,race-ethnicity,"Black, Non-Hispanic",0.9951474676999074,2
2021,06,56700,race-ethnicity,Hispanic,0.9424945202085429,2
2021,06,56700,race-ethnicity,Other Races and Ethnicities,0.9576837345459532,2
2021,06,56700,race-ethnicity,"White, Non-Hispanic",0.936649421689129,2
2021,06,57456,race-ethnicity,"Black, Non-Hispanic",0.9999482439068353,3
2021,06,57456,race-ethnicity,Hispanic,0.8454457406579081,2
2021,06,57456,race-ethnicity,Other Races and Ethnicities,0.9817202087330802,2
2021,06,57456,race-ethnicity,"White, Non-Hispanic",0.9167306750786424,2
2021,06,57792,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,57792,race-ethnicity,Hispanic,0.9258620689655171,3
2021,06,57792,race-ethnicity,Other Races and Ethnicities,0.9954379562043796,3
2021,06,57792,race-ethnicity,"White, Non-Hispanic",0.9709379128137385,3
2021,06,58072,race-ethnicity,"Black, Non-Hispanic",0.997232856729684,1
2021,06,58072,race-ethnicity,Hispanic,0.8810109711687388,1
2021,06,58072,race-ethnicity,Other Races and Ethnicities,0.8979445615712079,1
2021,06,58072,race-ethnicity,"White, Non-Hispanic",0.9985056483892301,1
2021,06,59444,race-ethnicity,"Black, Non-Hispanic",0.9432740538075696,3
2021,06,59444,race-ethnicity,Hispanic,0.9452125526977608,2
2021,06,59444,race-ethnicity,Other Races and Ethnicities,0.9527651858567543,2
2021,06,59444,race-ethnicity,"White, Non-Hispanic",0.9310530833563954,2
2021,06,59451,race-ethnicity,"Black, Non-Hispanic",0.8889331834190773,3
2021,06,59451,race-ethnicity,Hispanic,0.9799982146133664,1
2021,06,59451,race-ethnicity,Other Races and Ethnicities,0.8912078614040555,1
2021,06,59451,race-ethnicity,"White, Non-Hispanic",0.924871435662827,1
2021,06,59920,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,59920,race-ethnicity,Hispanic,0.9256844850065189,2
2021,06,59920,race-ethnicity,Other Races and Ethnicities,0.7499999999999999,3
2021,06,59920,race-ethnicity,"White, Non-Hispanic",0.914329423763386,2
2021,06,60102,race-ethnicity,"Black, Non-Hispanic",0.4409166920473287,3
2021,06,60102,race-ethnicity,Hispanic,0.9139421140456873,2
2021,06,60102,race-ethnicity,Other Races and Ethnicities,1,2
2021,06,60102,race-ethnicity,"White, Non-Hispanic",0.958545783855776,2
2021,06,60466,race-ethnicity,"Black, Non-Hispanic",0.9272942173172722,2
2021,06,60466,race-ethnicity,Hispanic,0.9621251457891099,2
2021,06,60466,race-ethnicity,Other Races and Ethnicities,0.8376848672767769,2
2021,06,60466,race-ethnicity,"White, Non-Hispanic",0.9826132991776643,2
2021,06,60620,race-ethnicity,"Black, Non-Hispanic",0.8132952886974796,2
2021,06,60620,race-ethnicity,Hispanic,0.8922733194340884,2
2021,06,60620,race-ethnicity,Other Races and Ethnicities,0.9689146989672778,2
2021,06,60620,race-ethnicity,"White, Non-Hispanic",0.9850867638308531,2
2021,06,62000,race-ethnicity,"Black, Non-Hispanic",0.9313134173131543,1
2021,06,62000,race-ethnicity,Hispanic,0.9178262971992437,1
2021,06,62000,race-ethnicity,Other Races and Ethnicities,0.9777788079900918,1
2021,06,62000,race-ethnicity,"White, Non-Hispanic",0.9614053645867568,1
2021,06,62938,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,62938,race-ethnicity,Hispanic,0.8874007295947495,1
2021,06,62938,race-ethnicity,Other Races and Ethnicities,0.9223831920150869,1
2021,06,62938,race-ethnicity,"White, Non-Hispanic",0.9345369224491717,1
2021,06,64000,race-ethnicity,"Black, Non-Hispanic",0.8530204043464438,1
2021,06,64000,race-ethnicity,Hispanic,0.8823474551016091,1
2021,06,64000,race-ethnicity,Other Races and Ethnicities,0.8714029928554514,1
2021,06,64000,race-ethnicity,"White, Non-Hispanic",0.9562134284997392,1
2021,06,64224,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,64224,race-ethnicity,Hispanic,0.8446093408991707,1
2021,06,64224,race-ethnicity,Other Races and Ethnicities,1,3
2021,06,64224,race-ethnicity,"White, Non-Hispanic",0.9448979591836734,3
2021,06,65000,race-ethnicity,"Black, Non-Hispanic",0.9520549679663034,2
2021,06,65000,race-ethnicity,Hispanic,0.9077273272223493,2
2021,06,65000,race-ethnicity,Other Races and Ethnicities,0.9170491718753363,2
2021,06,65000,race-ethnicity,"White, Non-Hispanic",0.966154663977493,2
2021,06,65042,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,65042,race-ethnicity,Hispanic,0.940513411906395,1
2021,06,65042,race-ethnicity,Other Races and Ethnicities,0.9206275443496028,3
2021,06,65042,race-ethnicity,"White, Non-Hispanic",0.9245454799054588,1
2021,06,66000,race-ethnicity,"Black, Non-Hispanic",0.908140486109279,1
2021,06,66000,race-ethnicity,Hispanic,0.916169795147589,1
2021,06,66000,race-ethnicity,Other Races and Ethnicities,0.9859900971303202,1
2021,06,66000,race-ethnicity,"White, Non-Hispanic",0.9743646965272023,1
2021,06,67000,race-ethnicity,"Black, Non-Hispanic",0.9633048833035659,1
2021,06,67000,race-ethnicity,Hispanic,0.9631072959456359,1
2021,06,67000,race-ethnicity,Other Races and Ethnicities,0.9744348274622696,1
2021,06,67000,race-ethnicity,"White, Non-Hispanic",0.9898706475838155,1
2021,06,68000,race-ethnicity,"Black, Non-Hispanic",0.9780712469419145,1
2021,06,68000,race-ethnicity,Hispanic,0.8906893297570112,1
2021,06,68000,race-ethnicity,Other Races and Ethnicities,0.9573931347312914,1
2021,06,68000,race-ethnicity,"White, Non-Hispanic",0.9361288282931549,1
2021,06,68084,race-ethnicity,"Black, Non-Hispanic",0.9373729821797763,2
2021,06,68084,race-ethnicity,Hispanic,0.9837932680970052,2
2021,06,68084,race-ethnicity,Other Races and Ethnicities,0.9336916481860827,2
2021,06,68084,race-ethnicity,"White, Non-Hispanic",0.9981739736283971,2
2021,06,68196,race-ethnicity,"Black, Non-Hispanic",0.9996194197419666,3
2021,06,68196,race-ethnicity,Hispanic,0.9010262849253587,2
2021,06,68196,race-ethnicity,Other Races and Ethnicities,0.9976957688798097,2
2021,06,68196,race-ethnicity,"White, Non-Hispanic",0.9619185210505793,2
2021,06,68252,race-ethnicity,"Black, Non-Hispanic",0.9928881864875543,3
2021,06,68252,race-ethnicity,Hispanic,0.907029332791619,2
2021,06,68252,race-ethnicity,Other Races and Ethnicities,0.9598059543897465,2
2021,06,68252,race-ethnicity,"White, Non-Hispanic",0.9628306607860891,2
2021,06,68378,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,68378,race-ethnicity,Hispanic,0.9269849803434024,2
2021,06,68378,race-ethnicity,Other Races and Ethnicities,0.9819134280380549,2
2021,06,68378,race-ethnicity,"White, Non-Hispanic",0.9999296200442114,2
2021,06,69000,race-ethnicity,"Black, Non-Hispanic",0.9993852475591901,1
2021,06,69000,race-ethnicity,Hispanic,0.9208054731429846,1
2021,06,69000,race-ethnicity,Other Races and Ethnicities,0.9354098410646391,1
2021,06,69000,race-ethnicity,"White, Non-Hispanic",0.819640125990576,1
2021,06,69070,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,69070,race-ethnicity,Hispanic,0.984947802864773,2
2021,06,69070,race-ethnicity,Other Races and Ethnicities,0.9986548291633037,2
2021,06,69070,race-ethnicity,"White, Non-Hispanic",0.9949026271075676,2
2021,06,69084,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,69084,race-ethnicity,Hispanic,0.991100852974847,2
2021,06,69084,race-ethnicity,Other Races and Ethnicities,0.9804144964546274,2
2021,06,69084,race-ethnicity,"White, Non-Hispanic",0.9937583698753534,2
2021,06,69088,race-ethnicity,"Black, Non-Hispanic",0.9538254350809396,3
2021,06,69088,race-ethnicity,Hispanic,0.9423183844790982,1
2021,06,69088,race-ethnicity,Other Races and Ethnicities,0.9339662706474128,1
2021,06,69088,race-ethnicity,"White, Non-Hispanic",0.9407358936322446,1
2021,06,69196,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,69196,race-ethnicity,Hispanic,0.8684619029561627,2
2021,06,69196,race-ethnicity,Other Races and Ethnicities,0.9479163723689787,3
2021,06,69196,race-ethnicity,"White, Non-Hispanic",0.9491378981741484,2
2021,06,70000,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,70000,race-ethnicity,Hispanic,0.7779118960405458,1
2021,06,70000,race-ethnicity,Other Races and Ethnicities,0.9999463140779826,3
2021,06,70000,race-ethnicity,"White, Non-Hispanic",0.96718991976052,1
2021,06,70098,race-ethnicity,"Black, Non-Hispanic",0.9697575828334037,3
2021,06,70098,race-ethnicity,Hispanic,0.8552220695076599,1
2021,06,70098,race-ethnicity,Other Races and Ethnicities,0.9980617883952214,1
2021,06,70098,race-ethnicity,"White, Non-Hispanic",0.9485590336560246,1
2021,06,72016,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,72016,race-ethnicity,Hispanic,0.7737585114811449,1
2021,06,72016,race-ethnicity,Other Races and Ethnicities,0.981627453283852,1
2021,06,72016,race-ethnicity,"White, Non-Hispanic",0.9563684703637807,1
2021,06,73080,race-ethnicity,"Black, Non-Hispanic",0.9994401231729019,3
2021,06,73080,race-ethnicity,Hispanic,0.9082071795666845,2
2021,06,73080,race-ethnicity,Other Races and Ethnicities,1,3
2021,06,73080,race-ethnicity,"White, Non-Hispanic",0.9997930020155067,3
2021,06,75000,race-ethnicity,"Black, Non-Hispanic",0.7373476848611116,1
2021,06,75000,race-ethnicity,Hispanic,0.8882801464729608,1
2021,06,75000,race-ethnicity,Other Races and Ethnicities,0.940764788568672,1
2021,06,75000,race-ethnicity,"White, Non-Hispanic",0.9634869263992678,1
2021,06,77000,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,77000,race-ethnicity,Hispanic,0.8322373873957887,1
2021,06,77000,race-ethnicity,Other Races and Ethnicities,0.9036909344117036,1
2021,06,77000,race-ethnicity,"White, Non-Hispanic",0.9981620581156276,1
2021,06,78120,race-ethnicity,"Black, Non-Hispanic",0.9471988858439283,3
2021,06,78120,race-ethnicity,Hispanic,0.9988849933368183,1
2021,06,78120,race-ethnicity,Other Races and Ethnicities,0.9449153669343852,1
2021,06,78120,race-ethnicity,"White, Non-Hispanic",0.9747855153372166,1
2021,06,78582,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,78582,race-ethnicity,Hispanic,0.9946702930651996,1
2021,06,78582,race-ethnicity,Other Races and Ethnicities,1,1
2021,06,78582,race-ethnicity,"White, Non-Hispanic",0.9947544107679219,1
2021,06,80000,race-ethnicity,"Black, Non-Hispanic",0.8380278455262323,3
2021,06,80000,race-ethnicity,Hispanic,0.9986592727540297,1
2021,06,80000,race-ethnicity,Other Races and Ethnicities,0.9962064887775294,1
2021,06,80000,race-ethnicity,"White, Non-Hispanic",0.9731728513862993,1
2021,06,80238,race-ethnicity,"Black, Non-Hispanic",0.5493421052631579,3
2021,06,80238,race-ethnicity,Hispanic,0.9682539682539681,2
2021,06,80238,race-ethnicity,Other Races and Ethnicities,0.9984591679506933,2
2021,06,80238,race-ethnicity,"White, Non-Hispanic",0.9096385542168675,2
2021,06,80854,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,80854,race-ethnicity,Hispanic,0.9605767629610161,3
2021,06,80854,race-ethnicity,Other Races and Ethnicities,0.9539953174409184,3
2021,06,80854,race-ethnicity,"White, Non-Hispanic",0.990977597669728,3
2021,06,81344,race-ethnicity,"Black, Non-Hispanic",0.999820205119181,3
2021,06,81344,race-ethnicity,Hispanic,0.8933516620194897,2
2021,06,81344,race-ethnicity,Other Races and Ethnicities,0.9246387764004989,2
2021,06,81344,race-ethnicity,"White, Non-Hispanic",0.9999560152578183,2
2021,06,81554,race-ethnicity,"Black, Non-Hispanic",0.8933330947716219,3
2021,06,81554,race-ethnicity,Hispanic,0.9689608894342753,2
2021,06,81554,race-ethnicity,Other Races and Ethnicities,0.7247226516836985,2
2021,06,81554,race-ethnicity,"White, Non-Hispanic",0.9829523181088997,2
2021,06,81666,race-ethnicity,"Black, Non-Hispanic",0.8742524586229214,1
2021,06,81666,race-ethnicity,Hispanic,0.8059034678963487,1
2021,06,81666,race-ethnicity,Other Races and Ethnicities,0.9409220174837706,1
2021,06,81666,race-ethnicity,"White, Non-Hispanic",0.8790601963805371,1
2021,06,82590,race-ethnicity,"Black, Non-Hispanic",0.7276389678870973,3
2021,06,82590,race-ethnicity,Hispanic,0.9563497241842894,2
2021,06,82590,race-ethnicity,Other Races and Ethnicities,1,3
2021,06,82590,race-ethnicity,"White, Non-Hispanic",0.7047065039367528,2
2021,06,82954,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,82954,race-ethnicity,Hispanic,0.8585384915982807,1
2021,06,82954,race-ethnicity,Other Races and Ethnicities,0.6011904761904762,3
2021,06,82954,race-ethnicity,"White, Non-Hispanic",0.8940397350993377,1
2021,06,82996,race-ethnicity,"Black, Non-Hispanic",0.9971687921421564,2
2021,06,82996,race-ethnicity,Hispanic,0.832596570611231,2
2021,06,82996,race-ethnicity,Other Races and Ethnicities,0.998539791718672,2
2021,06,82996,race-ethnicity,"White, Non-Hispanic",0.9962197476274367,2
2021,06,84200,race-ethnicity,"Black, Non-Hispanic",0.8767805804529667,3
2021,06,84200,race-ethnicity,Hispanic,0.9667457114114271,2
2021,06,84200,race-ethnicity,Other Races and Ethnicities,0.9941631843722113,2
2021,06,84200,race-ethnicity,"White, Non-Hispanic",0.9256109648015701,2
2021,06,84550,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,84550,race-ethnicity,Hispanic,0.8440782570205164,2
2021,06,84550,race-ethnicity,Other Races and Ethnicities,0.9471820643637671,2
2021,06,84550,race-ethnicity,"White, Non-Hispanic",0.9919027154399145,2
2021,06,85292,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,85292,race-ethnicity,Hispanic,0.9266840016114108,2
2021,06,85292,race-ethnicity,Other Races and Ethnicities,0.9973868909658574,2
2021,06,85292,race-ethnicity,"White, Non-Hispanic",0.975077249143073,2
2021,08,03455,race-ethnicity,"Black, Non-Hispanic",0.9234012019015159,3
2021,08,03455,race-ethnicity,Hispanic,0.8009966128357036,1
2021,08,03455,race-ethnicity,Other Races and Ethnicities,1,3
2021,08,03455,race-ethnicity,"White, Non-Hispanic",0.9283460366332144,1
2021,08,04000,race-ethnicity,"Black, Non-Hispanic",0.7845492664378899,1
2021,08,04000,race-ethnicity,Hispanic,0.8244967824410114,1
2021,08,04000,race-ethnicity,Other Races and Ethnicities,0.9238094797257144,1
2021,08,04000,race-ethnicity,"White, Non-Hispanic",0.9081236681265352,1
2021,08,07850,race-ethnicity,"Black, Non-Hispanic",1,3
2021,08,07850,race-ethnicity,Hispanic,0.983028354934392,1
2021,08,07850,race-ethnicity,Other Races and Ethnicities,1,1
2021,08,07850,race-ethnicity,"White, Non-Hispanic",0.9910066723309547,1
2021,08,12815,race-ethnicity,"Black, Non-Hispanic",0.939567431828424,3
2021,08,12815,race-ethnicity,Hispanic,0.9135473874921555,2
2021,08,12815,race-ethnicity,Other Races and Ethnicities,0.9099093808492169,2
2021,08,12815,race-ethnicity,"White, Non-Hispanic",0.9753714981192555,2
2021,08,16000,race-ethnicity,"Black, Non-Hispanic",0.9215253861910401,1
2021,08,16000,race-ethnicity,Hispanic,0.9207220034537615,1
2021,08,16000,race-ethnicity,Other Races and Ethnicities,0.9261844478682328,1
2021,08,16000,race-ethnicity,"White, Non-Hispanic",0.935826167558529,1
2021,08,20000,race-ethnicity,"Black, Non-Hispanic",0.8854775089930068,1
2021,08,20000,race-ethnicity,Hispanic,0.8661405096996934,1
2021,08,20000,race-ethnicity,Other Races and Ethnicities,0.923703551299538,1
2021,08,20000,race-ethnicity,"White, Non-Hispanic",0.9681175108652812,1
2021,08,27425,race-ethnicity,"Black, Non-Hispanic",0.8754578754578755,3
2021,08,27425,race-ethnicity,Hispanic,0.9829349380234145,2
2021,08,27425,race-ethnicity,Other Races and Ethnicities,0.9858999747862079,2
2021,08,27425,race-ethnicity,"White, Non-Hispanic",0.9793848783934128,2
2021,08,32155,race-ethnicity,"Black, Non-Hispanic",0.955,3
2021,08,32155,race-ethnicity,Hispanic,0.79601593625498,2
2021,08,32155,race-ethnicity,Other Races and Ethnicities,0.9494252873563219,2
2021,08,32155,race-ethnicity,"White, Non-Hispanic",0.9444748358862145,2
2021,08,43000,race-ethnicity,"Black, Non-Hispanic",0.9998773515378693,3
2021,08,43000,race-ethnicity,Hispanic,0.9371913806752094,2
2021,08,43000,race-ethnicity,Other Races and Ethnicities,0.9105281318082354,2
2021,08,43000,race-ethnicity,"White, Non-Hispanic",0.8754185524568078,2
2021,08,45970,race-ethnicity,"Black, Non-Hispanic",NA,3
2021,08,45970,race-ethnicity,Hispanic,0.943778801843318,2
2021,08,45970,race-ethnicity,Other Races and Ethnicities,0.9358974358974358,3
2021,08,45970,race-ethnicity,"White, Non-Hispanic",0.8924050632911393,2
2021,08,46465,race-ethnicity,"Black, Non-Hispanic",NA,3
2021,08,46465,race-ethnicity,Hispanic,1,3
2021,08,46465,race-ethnicity,Other Races and Ethnicities,0.9307692307692308,3
2021,08,46465,race-ethnicity,"White, Non-Hispanic",0.8532467532467533,2
2021,08,62000,race-ethnicity,"Black, Non-Hispanic",0.9113924050632911,3
2021,08,62000,race-ethnicity,Hispanic,0.8887050062060406,2
2021,08,62000,race-ethnicity,Other Races and Ethnicities,0.6991150442477877,3
2021,08,62000,race-ethnicity,"White, Non-Hispanic",0.9424083769633507,2
2021,08,77290,race-ethnicity,"Black, Non-Hispanic",0.9870407649723201,3
2021,08,77290,race-ethnicity,Hispanic,0.8506914073588834,2
2021,08,77290,race-ethnicity,Other Races and Ethnicities,0.9797115467293772,2
2021,08,77290,race-ethnicity,"White, Non-Hispanic",0.9088911079621254,2
2021,08,83835,race-ethnicity,"Black, Non-Hispanic",0.9783716355015486,3
2021,08,83835,race-ethnicity,Hispanic,0.8882958881735337,2
2021,08,83835,race-ethnicity,Other Races and Ethnicities,0.9997797802389077,2
2021,08,83835,race-ethnicity,"White, Non-Hispanic",0.9322267478657668,2
2021,09,08000,race-ethnicity,"Black, Non-Hispanic",0.888054094665665,1
2021,09,08000,race-ethnicity,Hispanic,0.8160377358490567,1
2021,09,08000,race-ethnicity,Other Races and Ethnicities,0.8409542743538767,3
2021,09,08000,race-ethnicity,"White, Non-Hispanic",1,1
2021,09,18430,race-ethnicity,"Black, Non-Hispanic",0.9592760180995475,3
2021,09,18430,race-ethnicity,Hispanic,0.942578548212351,2
2021,09,18430,race-ethnicity,Other Races and Ethnicities,0.78900709219858145,3
2021,09,18430,race-ethnicity,"White, Non-Hispanic",0.9605723370429253,2
2021,09,37000,race-ethnicity,"Black, Non-Hispanic",0.8616810059563204,1
2021,09,37000,race-ethnicity,Hispanic,0.7213327563825184,1
2021,09,37000,race-ethnicity,Other Races and Ethnicities,0.786046511627907,3
2021,09,37000,race-ethnicity,"White, Non-Hispanic",0.9994977398292315,1
2021,09,52000,race-ethnicity,"Black, Non-Hispanic",0.8962536023054755,1
2021,09,52000,race-ethnicity,Hispanic,0.8729894620077648,1
2021,09,52000,race-ethnicity,Other Races and Ethnicities,0.9952380952380953,1
2021,09,52000,race-ethnicity,"White, Non-Hispanic",0.9709856915739269,1
2021,09,55990,race-ethnicity,"Black, Non-Hispanic",0.931504600650885,3
2021,09,55990,race-ethnicity,Hispanic,0.8101624218928883,2
2021,09,55990,race-ethnicity,Other Races and Ethnicities,0.9995364896722768,3
2021,09,55990,race-ethnicity,"White, Non-Hispanic",0.9832759476591736,2
2021,09,73000,race-ethnicity,"Black, Non-Hispanic",0.8921282798833818,3
2021,09,73000,race-ethnicity,Hispanic,0.9426987060998151,2
2021,09,73000,race-ethnicity,Other Races and Ethnicities,1,3
2021,09,73000,race-ethnicity,"White, Non-Hispanic",1,2
2021,09,80000,race-ethnicity,"Black, Non-Hispanic",0.9654036243822074,3
2021,09,80000,race-ethnicity,Hispanic,0.7811816192560175,1
2021,09,80000,race-ethnicity,Other Races and Ethnicities,0.762962962962963,3
2021,09,80000,race-ethnicity,"White, Non-Hispanic",0.9391592920353982,1
2021,11,50000,race-ethnicity,"Black, Non-Hispanic",0.876497468198098,1
2021,11,50000,race-ethnicity,Hispanic,0.9029170464904285,1
2021,11,50000,race-ethnicity,Other Races and Ethnicities,0.9788300835654596,1
2021,11,50000,race-ethnicity,"White, Non-Hispanic",0.997168475696083,1
2021,12,07300,race-ethnicity,"Black, Non-Hispanic",0.9988217085226421,1
2021,12,07300,race-ethnicity,Hispanic,0.9979148437482425,1
2021,12,07300,race-ethnicity,Other Races and Ethnicities,0.7198971877155497,1
2021,12,07300,race-ethnicity,"White, Non-Hispanic",0.9841444149267363,1
2021,12,07875,race-ethnicity,"Black, Non-Hispanic",0.7354223199265705,2
2021,12,07875,race-ethnicity,Hispanic,0.8125545012803049,3
2021,12,07875,race-ethnicity,Other Races and Ethnicities,0.773986764170049,3
2021,12,07875,race-ethnicity,"White, Non-Hispanic",0.8819163743929723,2
2021,12,10275,race-ethnicity,"Black, Non-Hispanic",0.9502686108979279,3
2021,12,10275,race-ethnicity,Hispanic,0.811319893971418,1
2021,12,10275,race-ethnicity,Other Races and Ethnicities,0.9908137708994349,3
2021,12,10275,race-ethnicity,"White, Non-Hispanic",0.8026198707148966,1
2021,12,12875,race-ethnicity,"Black, Non-Hispanic",0.743288028947317,2
2021,12,12875,race-ethnicity,Hispanic,0.8516227569031242,2
2021,12,12875,race-ethnicity,Other Races and Ethnicities,0.9979416713535261,3
2021,12,12875,race-ethnicity,"White, Non-Hispanic",0.871581608591094,2
2021,12,14400,race-ethnicity,"Black, Non-Hispanic",0.9387074263649796,1
2021,12,14400,race-ethnicity,Hispanic,0.8818774890010809,1
2021,12,14400,race-ethnicity,Other Races and Ethnicities,0.9628412779725234,3
2021,12,14400,race-ethnicity,"White, Non-Hispanic",0.9992914223150314,1
2021,12,16475,race-ethnicity,"Black, Non-Hispanic",0.9860280465521067,2
2021,12,16475,race-ethnicity,Hispanic,0.9364948273670359,2
2021,12,16475,race-ethnicity,Other Races and Ethnicities,0.9716122223776297,2
2021,12,16475,race-ethnicity,"White, Non-Hispanic",0.950123667111346,2
2021,12,16725,race-ethnicity,"Black, Non-Hispanic",1,3
2021,12,16725,race-ethnicity,Hispanic,0.7154811715481171,3
2021,12,16725,race-ethnicity,Other Races and Ethnicities,0.7000000000000001,3
2021,12,16725,race-ethnicity,"White, Non-Hispanic",0.9058380414312618,3
2021,12,17200,race-ethnicity,"Black, Non-Hispanic",0.8445945945945946,3
2021,12,17200,race-ethnicity,Hispanic,0.8277777777777778,2
2021,12,17200,race-ethnicity,Other Races and Ethnicities,1,3
2021,12,17200,race-ethnicity,"White, Non-Hispanic",0.8816521048451151,2
2021,12,17935,race-ethnicity,"Black, Non-Hispanic",1,3
2021,12,17935,race-ethnicity,Hispanic,0.8175723359209598,2
2021,12,17935,race-ethnicity,Other Races and Ethnicities,1,3
2021,12,17935,race-ethnicity,"White, Non-Hispanic",0.8913857677902622,3
2021,12,24000,race-ethnicity,"Black, Non-Hispanic",0.7912958593435129,1
2021,12,24000,race-ethnicity,Hispanic,0.8187441261136058,1
2021,12,24000,race-ethnicity,Other Races and Ethnicities,0.4726571017025682,3
2021,12,24000,race-ethnicity,"White, Non-Hispanic",0.9529399029949541,1
2021,12,24125,race-ethnicity,"Black, Non-Hispanic",0.7858985475959899,2
2021,12,24125,race-ethnicity,Hispanic,0.8236392658691402,2
2021,12,24125,race-ethnicity,Other Races and Ethnicities,0.3780403469069793,3
2021,12,24125,race-ethnicity,"White, Non-Hispanic",0.9338344711993203,2
2021,12,25175,race-ethnicity,"Black, Non-Hispanic",0.9174550572420478,1
2021,12,25175,race-ethnicity,Hispanic,0.9985738801243474,1
2021,12,25175,race-ethnicity,Other Races and Ethnicities,0.9636875432826099,1
2021,12,25175,race-ethnicity,"White, Non-Hispanic",0.9762429401140856,1
2021,12,30000,race-ethnicity,"Black, Non-Hispanic",0.8505703745697899,1
2021,12,30000,race-ethnicity,Hispanic,0.8509924431769446,1
2021,12,30000,race-ethnicity,Other Races and Ethnicities,1,3
2021,12,30000,race-ethnicity,"White, Non-Hispanic",0.7520754002049523,1
2021,12,32000,race-ethnicity,"Black, Non-Hispanic",0.7525317563447499,2
2021,12,32000,race-ethnicity,Hispanic,0.9081210369596662,2
2021,12,32000,race-ethnicity,Other Races and Ethnicities,0.675073574835296,3
2021,12,32000,race-ethnicity,"White, Non-Hispanic",0.9880241649333921,2
2021,12,32275,race-ethnicity,"Black, Non-Hispanic",0.8898238655422622,3
2021,12,32275,race-ethnicity,Hispanic,0.690757154112967,2
2021,12,32275,race-ethnicity,Other Races and Ethnicities,0.8305985617542561,3
2021,12,32275,race-ethnicity,"White, Non-Hispanic",0.8619571408051183,2
2021,12,35000,race-ethnicity,"Black, Non-Hispanic",0.8475183102510255,1
2021,12,35000,race-ethnicity,Hispanic,0.8356372032652349,1
2021,12,35000,race-ethnicity,Other Races and Ethnicities,0.8832791633724582,1
2021,12,35000,race-ethnicity,"White, Non-Hispanic",0.9176596942286885,1
2021,12,36950,race-ethnicity,"Black, Non-Hispanic",0.9768167191818965,3
2021,12,36950,race-ethnicity,Hispanic,0.8576411401100634,2
2021,12,36950,race-ethnicity,Other Races and Ethnicities,0.9986831693864621,3
2021,12,36950,race-ethnicity,"White, Non-Hispanic",0.7670324115429504,2
2021,12,38250,race-ethnicity,"Black, Non-Hispanic",0.8753660990590667,2
2021,12,38250,race-ethnicity,Hispanic,0.8664976372628995,2
2021,12,38250,race-ethnicity,Other Races and Ethnicities,0.7834917785965092,2
2021,12,38250,race-ethnicity,"White, Non-Hispanic",0.926757145176159,2
2021,12,39425,race-ethnicity,"Black, Non-Hispanic",0.7410503673474544,2
2021,12,39425,race-ethnicity,Hispanic,0.9114764076822539,2
2021,12,39425,race-ethnicity,Other Races and Ethnicities,0.8042302826775793,3
2021,12,39425,race-ethnicity,"White, Non-Hispanic",0.9552010696230006,2
2021,12,43975,race-ethnicity,"Black, Non-Hispanic",0.8565383206249523,3
2021,12,43975,race-ethnicity,Hispanic,0.9760245776616452,2
2021,12,43975,race-ethnicity,Other Races and Ethnicities,0.9662221542929197,3
2021,12,43975,race-ethnicity,"White, Non-Hispanic",0.909862531252248,2
2021,12,45000,race-ethnicity,"Black, Non-Hispanic",0.7783328698602892,1
