year,state,county,digital_access,digital_access_quality
2021,01,001,0.8798399697797009,1
2021,01,003,0.8978827196639825,1
2021,01,005,0.646581416524803,1
2021,01,007,0.7606193110833482,1
2021,01,009,0.8516744786359622,1
2021,01,011,0.6251684960523782,1
2021,01,013,0.777748813930452,1
2021,01,015,0.8301653424951686,1
2021,01,017,0.800740655681231,1
2021,01,019,0.8307507507507508,1
2021,01,021,0.8201172615199411,1
2021,01,023,0.7107567229518449,1
2021,01,025,0.72907564465004715,1
2021,01,027,0.7914551607445008,1
2021,01,029,0.7740927821347866,1
2021,01,031,0.8653168184303301,1
2021,01,033,0.7892197432601384,1
2021,01,035,0.7208354559347937,1
2021,01,037,0.750814020302624,1
2021,01,039,0.8037343291544412,1
2021,01,041,0.7127819548872181,1
2021,01,043,0.856431268578774,1
2021,01,045,0.8372064801893089,1
2021,01,047,0.7682447270313059,1
2021,01,049,0.8442854347765324,1
2021,01,051,0.845087554219356,1
2021,01,053,0.691152146207869,1
2021,01,055,0.8543221092511695,1
2021,01,057,0.7850290253589979,1
2021,01,059,0.6682587251045764,1
2021,01,061,0.7807472560517216,1
2021,01,063,0.5827283148643485,1
2021,01,065,0.7486335110331331,1
2021,01,067,0.8424701427323041,1
2021,01,069,0.8416247473085422,1
2021,01,071,0.8285377178960189,1
2021,01,073,0.8664619730875028,1
2021,01,075,0.7467154856773638,1
2021,01,077,0.8033146922071522,1
2021,01,079,0.721659766085406,1
2021,01,081,0.8578993514222839,1
2021,01,083,0.8763350030133278,1
2021,01,085,0.5790594155215792,1
2021,01,087,0.6295023088763468,1
2021,01,089,0.8871487299456494,1
2021,01,091,0.7719234933237098,1
2021,01,093,0.7929708764289602,1
2021,01,095,0.8826186727585178,1
2021,01,097,0.8199387390863924,1
2021,01,099,0.5669898086005468,1
2021,01,101,0.8429533072571069,1
2021,01,103,0.8242529035625734,1
2021,01,105,0.5280395311422661,1
2021,01,107,0.6967775467775468,1
2021,01,109,0.7590125391849529,1
2021,01,111,0.7995360262008734,1
2021,01,113,0.8001362978107164,1
2021,01,115,0.8724394991815245,1
2021,01,117,0.9252604402572697,1
2021,01,119,0.6929178016343535,1
2021,01,121,0.8100549786194258,1
2021,01,123,0.8339550431159771,1
2021,01,125,0.8318738976087878,1
2021,01,127,0.8249838942233948,1
2021,01,129,0.7161294465134198,1
2021,01,131,0.7726932434961632,1
2021,01,133,0.8110782241014799,1
2021,02,013,0.433264887063655,1
2021,02,016,0.6581603504094459,1
2021,02,020,0.9214001264762686,1
2021,02,050,0.7199956789456627,1
2021,02,060,0.7455830388692579,1
2021,02,063,0.8851033499643621,1
2021,02,066,0.8117647058823529,1
2021,02,068,0.4983996342021033,3
2021,02,070,0.7089201877934272,1
2021,02,090,0.8757784434219601,1
2021,02,100,0.8679694947569113,1
2021,02,105,0.6239793725827245,1
2021,02,110,0.9252171215880893,1
2021,02,122,0.8620871727614927,1
2021,02,130,0.8967644737786068,1
2021,02,150,0.9176123467998184,1
2021,02,158,0.7034953315776873,1
2021,02,164,0.6947261663286004,3
2021,02,170,0.9093785987809788,1
