year,state,place,digital_access,digital_access_quality
2021,48,03000,0.8697965274415959,1
2021,48,04000,0.9021880990252458,1
2021,48,05000,0.890381492561329,1
2021,48,06128,0.8915716656772834,1
2021,48,07000,0.8362098197595055,1
2021,48,10768,0.6908135098924396,1
2021,48,10912,0.7772405051406037,1
2021,48,13024,0.9279766797576643,1
2021,48,13552,0.96604273424225,1
2021,48,15976,0.7879528019539715,1
2021,48,16432,0.9079267599226658,1
2021,48,17000,0.87785698121747,1
2021,48,19000,0.8372683791210693,1
2021,48,19972,0.8559955334135029,1
2021,48,22660,0.7696007452485343,1
2021,48,24000,0.8813444806658831,1
2021,48,26232,0.9745369753497668,1
2021,48,27000,0.90302806149687,1
2021,48,27684,0.9790255773014394,1
2021,48,29000,0.9348444353769254,1
2021,48,30464,0.9125321441691497,1
2021,48,35000,0.8591031741325119,1
2021,48,37000,0.8955953167783968,1
2021,48,39148,0.9043722764888528,1
2021,48,41464,0.7968645095937525,1
2021,48,41980,0.9579693688699742,1
2021,48,42508,0.9492627887751302,1
2021,48,43888,0.8524406163456025,1
2021,48,45000,0.828208830815107,1
2021,48,45384,0.8986057587307402,1
2021,48,45744,0.9314075419495865,1
2021,48,47892,0.919311569056644,1
2021,48,48072,0.8933736091461782,1
2021,48,48768,0.8951248959688669,1
2021,48,50820,0.9427292144970245,1
2021,48,53388,0.8924005681818182,1
2021,48,56000,0.9146574188623622,1
2021,48,56348,0.9639341320783955,1
2021,48,57200,0.6598351836145676,1
2021,48,58016,0.957119721030119,1
2021,48,61796,0.9346441882937604,1
2021,48,63500,0.9511275321697031,1
2021,48,64472,0.8120039033812537,1
2021,48,65000,0.8622757120749509,1
2021,48,70808,0.9725678322692978,1
2021,48,72176,0.8828487616501429,1
2021,48,74144,0.8517223307446757,1
2021,48,76000,0.8032236842105264,1
2021,48,79000,0.7615806869923851,1
2021,49,43660,0.9315095599693289,1
2021,49,44320,0.9748481281541314,1
2021,49,55980,0.8956334920450586,1
2021,49,57300,0.9172679719643558,1
2021,49,62470,0.6991051454138703,1
2021,49,65330,0.8991224764468372,1
2021,49,67000,0.8843351594000592,1
2021,49,67440,0.9428702010968921,1
2021,49,70850,0.9538595818400624,1
2021,49,82950,0.9658408376061011,1
2021,49,83470,0.9358931121332367,1
2021,51,01000,0.9251003571767235,1
2021,51,16000,0.9302064958814105,1
2021,51,35000,0.8563050282271039,1
2021,51,47672,0.8012358654223596,1
2021,51,56000,0.7882519492729738,1
2021,51,57000,0.7906822716678683,1
2021,51,64000,0.8519711864058941,1
2021,51,67000,0.7969566989843847,1
2021,51,68000,0.8413002872120348,1
2021,51,76432,0.8894047261654586,1
2021,51,82000,0.9264953305743591,1
2021,53,03180,0.928633390382857,1
2021,53,05210,0.9575469487497071,1
2021,53,05280,0.88459881826716,1
2021,53,22640,0.8933700356761259,1
2021,53,23515,0.9140211640211641,1
2021,53,35275,0.8789870248669989,1
2021,53,35415,0.9452072058714508,1
2021,53,35940,0.9453609147246225,1
2021,53,53545,0.9263200607345742,1
2021,53,57745,0.9440999686648373,1
2021,53,63000,0.9162514082974544,1
2021,53,67000,0.9026224031828594,1
2021,53,67167,0.9118792695100707,1
2021,53,70000,0.8937432131485469,1
2021,53,74060,0.9206875129426382,1
2021,53,80010,0.875345397128789,1
2021,55,02375,0.9104906892123288,1
2021,55,31000,0.8659544465508063,1
2021,55,39225,0.8789418201897495,1
2021,55,48000,0.8817315697672229,1
2021,55,53000,0.8111633039201104,1
2021,55,66000,0.8784376809729104,1
