year,state,county,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality
2021,02,130,0.85174,0.97890,0.72458,2
2021,02,150,0.40233,0.58080,0.22385,3
2021,02,158,0.40233,0.58080,0.22385,3
2021,02,164,0.40233,0.58080,0.22385,3
2021,02,170,0.86204,0.95960,0.76448,2
2021,02,180,0.40233,0.58080,0.22385,3
2021,02,185,0.40233,0.58080,0.22385,3
2021,02,188,0.40233,0.58080,0.22385,3
2021,02,195,0.40233,0.58080,0.22385,3
2021,02,198,0.40233,0.58080,0.22385,3
2021,02,220,0.40233,0.58080,0.22385,3
2021,02,230,0.85174,0.97890,0.72458,2
2021,02,240,0.85174,0.97890,0.72458,2
2021,02,261,0.85174,0.97890,0.72458,2
2021,02,275,0.40233,0.58080,0.22385,3
2021,02,282,0.40233,0.58080,0.22385,3
2021,02,290,0.40233,0.58080,0.22385,3
2021,04,001,0.76639,0.90461,0.62817,2
2021,04,003,0.72182,0.90495,0.53868,3
2021,04,005,0.93050,0.99833,0.86267,1
2021,04,007,0.75059,0.97724,0.52395,3
2021,04,009,0.75059,0.97724,0.52395,3
2021,04,011,0.75059,0.97724,0.52395,3
2021,04,012,0.83479,0.96768,0.70190,2
2021,04,013,0.86462,0.88721,0.84203,1
2021,04,015,0.83479,0.96768,0.70190,1
2021,04,017,0.76639,0.90461,0.62817,2
2021,04,019,0.84380,0.89475,0.79284,1
2021,04,021,0.83446,0.91641,0.75250,1
2021,04,023,0.72182,0.90495,0.53868,3
2021,04,025,0.77276,0.92272,0.62281,1
2021,04,027,0.73988,0.87101,0.60876,1
2021,05,001,0.88674,1.00000,0.76721,3
2021,05,003,0.90046,1.00000,0.71490,3
2021,05,005,0.88675,0.98886,0.78464,2
2021,05,007,0.92880,1.00000,0.85103,1
2021,05,009,0.88675,0.98886,0.78464,2
2021,05,011,0.90046,1.00000,0.71490,3
2021,05,013,0.99054,1.00000,0.94158,3
2021,05,015,0.88675,0.98886,0.78464,2
2021,05,017,0.90046,1.00000,0.71490,3
2021,05,019,1.00000,1.00000,1.00000,3
2021,05,021,0.94924,1.00000,0.87851,2
2021,05,023,0.65993,0.80861,0.51125,2
2021,05,025,0.90046,1.00000,0.71490,3
2021,05,027,0.99054,1.00000,0.94158,3
2021,05,029,0.97821,1.00000,0.92841,2
2021,05,031,0.95106,1.00000,0.90123,2
2021,05,033,0.95057,1.00000,0.87028,3
2021,05,035,0.96222,1.00000,0.89905,2
2021,05,037,0.95074,1.00000,0.85343,3
2021,05,039,0.99054,1.00000,0.94158,3
2021,05,041,0.90046,1.00000,0.71490,3
2021,05,043,0.90046,1.00000,0.71490,3
2021,05,045,0.95694,1.00000,0.89890,2
2021,05,047,0.66188,0.84732,0.47644,3
2021,05,049,0.65993,0.80861,0.51125,2
2021,05,051,1.00000,1.00000,1.00000,3
2021,05,053,0.87751,1.00000,0.72165,3
2021,05,055,0.94924,1.00000,0.87851,2
2021,05,057,1.00000,1.00000,1.00000,3
2021,05,059,1.00000,1.00000,1.00000,3
2021,05,061,0.66188,0.84732,0.47644,3
2021,05,063,0.65993,0.80861,0.51125,2
2021,05,065,0.65993,0.80861,0.51125,2
2021,05,067,0.93791,1.00000,0.84853,3
2021,05,069,0.87751,1.00000,0.72165,3
2021,05,071,0.97821,1.00000,0.92841,2
2021,05,073,1.00000,1.00000,1.00000,3
2021,05,075,0.94924,1.00000,0.87851,2
2021,05,077,0.95074,1.00000,0.85343,3
2021,05,079,0.90046,1.00000,0.71490,3
2021,05,081,1.00000,1.00000,1.00000,3
2021,05,083,0.66188,0.84732,0.47644,3
2021,05,085,0.95694,1.00000,0.89890,2
2021,05,087,0.88675,0.98886,0.78464,2
2021,05,089,0.88675,0.98886,0.78464,2
2021,05,091,1.00000,1.00000,1.00000,3
2021,05,093,0.96222,1.00000,0.89905,2
2021,05,095,0.95074,1.00000,0.85343,3
2021,05,097,1.00000,1.00000,1.00000,3
2021,05,099,1.00000,1.00000,1.00000,3
2021,05,101,0.88675,0.98886,0.78464,2
2021,05,103,0.99054,1.00000,0.94158,3
2021,05,105,0.97821,1.00000,0.92841,2
2021,05,107,0.95074,1.00000,0.85343,3
2021,05,109,1.00000,1.00000,1.00000,3
2021,05,111,0.95074,1.00000,0.85343,3
2021,05,113,0.66188,0.84732,0.47644,3
2021,05,115,0.97821,1.00000,0.92841,2
2021,05,117,0.93791,1.00000,0.84853,3
2021,05,119,0.85223,0.94777,0.75669,1
2021,05,121,0.94924,1.00000,0.87851,2
2021,05,123,0.95074,1.00000,0.85343,3
2021,05,125,0.91182,1.00000,0.79055,3
2021,05,127,0.66188,0.84732,0.47644,3
2021,05,129,0.88675,0.98886,0.78464,2
2021,05,131,0.95057,1.00000,0.87028,3
2021,05,133,0.66188,0.84732,0.47644,3
2021,05,135,0.65993,0.80861,0.51125,2
2021,05,137,0.65993,0.80861,0.51125,2
2021,05,139,0.99054,1.00000,0.94158,3
2021,05,141,0.65993,0.80861,0.51125,2
2021,05,143,0.90356,0.98981,0.81732,1
2021,05,145,0.93791,1.00000,0.84853,3
2021,05,147,0.93791,1.00000,0.84853,3
2021,05,149,0.97821,1.00000,0.92841,2
2021,06,001,0.95471,0.97832,0.93111,1
2021,06,003,1.00000,1.00000,1.00000,3
2021,06,005,1.00000,1.00000,1.00000,3
2021,06,007,0.99187,1.00000,0.96793,1
2021,06,009,1.00000,1.00000,1.00000,3
2021,06,011,1.00000,1.00000,1.00000,3
2021,06,013,0.89434,0.94015,0.84854,1
2021,06,015,0.85964,1.00000,0.69451,3
2021,06,017,1.00000,1.00000,1.00000,1
2021,06,019,0.82622,0.87848,0.77397,1
2021,06,021,1.00000,1.00000,1.00000,3
2021,06,023,0.89692,1.00000,0.78626,3
2021,06,025,0.90349,1.00000,0.79210,3
2021,06,027,1.00000,1.00000,1.00000,3
2021,06,029,0.94094,0.97781,0.90406,1
2021,06,031,0.88219,1.00000,0.76058,3
2021,06,033,0.72167,0.89072,0.55262,3
2021,06,035,0.85964,1.00000,0.69451,3
2021,06,037,0.91093,0.92269,0.89917,1
2021,06,039,0.89266,0.98981,0.79551,1
2021,06,041,0.98825,1.00000,0.94904,3
2021,06,043,1.00000,1.00000,1.00000,3
2021,06,045,0.72167,0.89072,0.55262,3
2021,06,047,0.86903,0.94922,0.78885,1
2021,06,049,0.85964,1.00000,0.69451,3
2021,06,051,1.00000,1.00000,1.00000,3
2021,06,053,0.91263,0.97163,0.85363,1
2021,06,055,0.95898,1.00000,0.89026,1
2021,06,057,1.00000,1.00000,1.00000,3
2021,06,059,0.95308,0.96876,0.93740,1
2021,06,061,0.92875,0.98736,0.87014,1
2021,06,063,0.85964,1.00000,0.69451,3
2021,06,065,0.91487,0.93893,0.89082,1
2021,06,067,0.89328,0.92695,0.85961,1
2021,06,069,0.91144,1.00000,0.79534,3
2021,06,071,0.91874,0.94463,0.89286,1
2021,06,073,0.94519,0.96404,0.92634,1
2021,06,075,0.95167,0.99622,0.90711,1
2021,06,077,0.89092,0.93584,0.84600,1
2021,06,079,0.97775,1.00000,0.94675,1
2021,06,081,0.93456,0.98328,0.88585,1
2021,06,083,0.91126,0.95820,0.86433,1
2021,06,085,0.92715,0.95392,0.90038,1
2021,06,087,0.96869,1.00000,0.91403,1
2021,06,089,0.92686,1.00000,0.84617,1
2021,06,091,1.00000,1.00000,1.00000,3
2021,06,093,0.85964,1.00000,0.69451,3
2021,06,095,0.82506,0.91282,0.73731,1
2021,06,097,0.87866,0.95994,0.79739,1
2021,06,099,0.92187,0.97500,0.86873,1
2021,06,101,0.98656,1.00000,0.94465,3
2021,06,103,1.00000,1.00000,1.00000,3
2021,06,105,1.00000,1.00000,1.00000,3
2021,06,107,0.96010,0.99846,0.92174,1
2021,06,109,1.00000,1.00000,1.00000,3
2021,06,111,0.93855,0.97434,0.90277,1
2021,06,113,0.98243,1.00000,0.95574,1
2021,06,115,0.98656,1.00000,0.94465,3
2021,08,001,0.87467,0.91924,0.83010,1
2021,08,003,0.80218,0.95834,0.64603,3
2021,08,005,0.87384,0.92390,0.82378,1
2021,08,007,1.00000,1.00000,1.00000,3
2021,08,009,0.80218,0.95834,0.64603,3
2021,08,011,0.68691,0.86517,0.50865,3
2021,08,013,0.96695,0.99431,0.93959,2
2021,08,014,0.94002,1.00000,0.87994,2
2021,08,015,0.42036,0.68869,0.15203,3
2021,08,017,0.68691,0.86517,0.50865,3
2021,08,019,0.97480,1.00000,0.89548,3
2021,08,021,0.80218,0.95834,0.64603,3
2021,08,023,0.80218,0.95834,0.64603,3
2021,08,025,0.68691,0.86517,0.50865,3
2021,08,027,0.42036,0.68869,0.15203,3
2021,08,029,0.94710,1.00000,0.82543,3
2021,08,031,0.88636,0.95157,0.82115,1
2021,08,033,1.00000,1.00000,1.00000,3
2021,08,035,0.97182,1.00000,0.93062,1
2021,08,037,0.96808,1.00000,0.85324,3
2021,08,039,0.91494,0.99737,0.83250,2
2021,08,041,0.86453,0.92791,0.80115,1
2021,08,043,0.42036,0.68869,0.15203,3
2021,08,045,0.91164,1.00000,0.79566,3
2021,08,047,0.97480,1.00000,0.89548,3
2021,08,049,0.96808,1.00000,0.85324,3
2021,08,051,1.00000,1.00000,1.00000,3
2021,08,053,1.00000,1.00000,1.00000,3
2021,08,055,0.42036,0.68869,0.15203,3
2021,08,057,0.96808,1.00000,0.85324,3
2021,08,059,0.95735,0.98720,0.92750,1
2021,08,061,0.68691,0.86517,0.50865,3
2021,08,063,0.68691,0.86517,0.50865,3
2021,08,065,0.42036,0.68869,0.15203,3
2021,08,067,1.00000,1.00000,1.00000,3
2021,08,069,0.98026,1.00000,0.95259,1
2021,08,071,0.80218,0.95834,0.64603,3
2021,08,073,0.68691,0.86517,0.50865,3
2021,08,075,0.68691,0.86517,0.50865,3
2021,08,077,0.82139,0.93723,0.70556,1
2021,08,079,0.80218,0.95834,0.64603,3
2021,08,081,0.91164,1.00000,0.79566,3
2021,08,083,1.00000,1.00000,1.00000,3
2021,08,085,0.94710,1.00000,0.82543,3
2021,08,087,0.68691,0.86517,0.50865,3
2021,08,089,0.80218,0.95834,0.64603,3
2021,08,091,0.94710,1.00000,0.82543,3
2021,08,093,0.42036,0.68869,0.15203,3
2021,08,095,0.68691,0.86517,0.50865,3
2021,08,097,0.96808,1.00000,0.85324,3
2021,08,099,0.80218,0.95834,0.64603,3
2021,08,101,0.93640,0.99056,0.88225,1
2021,08,103,0.91164,1.00000,0.79566,3
2021,08,105,0.80218,0.95834,0.64603,3
2021,08,107,0.91164,1.00000,0.79566,3
2021,08,109,0.80218,0.95834,0.64603,3
2021,08,111,1.00000,1.00000,1.00000,3
2021,08,113,0.94710,1.00000,0.82543,3
2021,08,115,0.68691,0.86517,0.50865,3
2021,08,117,0.96808,1.00000,0.85324,3
2021,08,119,0.86118,1.00000,0.68621,3
2021,08,121,0.68691,0.86517,0.50865,3
2021,08,123,0.87873,0.93619,0.82127,1
2021,08,125,0.68691,0.86517,0.50865,3
2021,09,001,0.93187,0.97317,0.89058,1
2021,09,003,0.84172,0.89828,0.78516,1
2021,09,005,0.93936,1.00000,0.86029,1
2021,09,007,0.88881,1.00000,0.73937,3
2021,09,009,0.88832,0.94087,0.83577,1
2021,09,011,0.95728,1.00000,0.90232,1
2021,09,013,0.76612,0.93547,0.59677,3
2021,09,015,1.00000,1.00000,1.00000,3
2021,10,001,0.78463,0.93690,0.63237,3
2021,10,003,0.92414,0.97296,0.87532,1
2021,10,005,0.87394,0.97554,0.77234,1
2021,11,001,0.82371,0.91053,0.73688,1
2021,12,001,0.84569,0.93561,0.75576,1
2021,12,003,1.00000,1.00000,1.00000,3
2021,12,005,0.81067,0.93208,0.68926,2
2021,12,007,0.81275,0.93519,0.69031,2
2021,12,009,0.83946,0.91290,0.76603,1
2021,12,011,0.89529,0.93251,0.85807,1
2021,12,013,0.86356,0.97894,0.74818,2
2021,12,015,0.89484,1.00000,0.77211,3
2021,12,017,1.00000,1.00000,1.00000,3
2021,12,019,0.87560,0.98341,0.76780,1
2021,12,021,0.99013,1.00000,0.96492,1
2021,12,023,0.81275,0.93519,0.69031,2
2021,12,027,0.84914,0.98414,0.71413,3
2021,12,029,0.81275,0.93519,0.69031,2
2021,12,031,0.83744,0.89922,0.77566,1
2021,12,033,0.85188,0.94751,0.75625,1
2021,12,035,0.96382,1.00000,0.87232,3
2021,12,037,0.86356,0.97894,0.74818,2
2021,12,039,0.86356,0.97894,0.74818,2
2021,12,041,0.81275,0.93519,0.69031,2
2021,12,043,0.85179,1.00000,0.69983,3
2021,12,045,0.86356,0.97894,0.74818,2
2021,12,047,0.77475,0.98616,0.56334,3
2021,12,049,0.84914,0.98414,0.71413,3
2021,12,051,0.85179,1.00000,0.69983,3
2021,12,053,0.95374,1.00000,0.86596,3
2021,12,055,0.84946,0.95063,0.74830,2
2021,12,057,0.92615,0.95672,0.89557,1
2021,12,059,0.81067,0.93208,0.68926,2
2021,12,061,0.95275,1.00000,0.86604,3
2021,12,063,0.86356,0.97894,0.74818,2
2021,12,065,0.86356,0.97894,0.74818,2
2021,12,067,0.77475,0.98616,0.56334,3
2021,12,069,0.95224,1.00000,0.88993,1
2021,12,071,0.86069,0.92091,0.80046,1
2021,12,073,0.93174,0.98535,0.87813,1
2021,12,075,0.81275,0.93519,0.69031,2
2021,12,077,0.86356,0.97894,0.74818,2
2021,12,079,0.77475,0.98616,0.56334,3
2021,12,081,0.88852,0.98370,0.79334,1
2021,12,083,0.81527,0.94384,0.68670,1
2021,12,085,0.82089,0.98489,0.65688,3
2021,12,086,0.88175,0.91006,0.85345,1
2021,12,087,0.89431,1.00000,0.71264,3
2021,12,089,1.00000,1.00000,1.00000,3
2021,12,091,0.92313,1.00000,0.84159,1
2021,12,093,0.85179,1.00000,0.69983,3
2021,12,095,0.86893,0.91425,0.82361,1
2021,12,097,0.91965,0.98787,0.85144,1
2021,12,099,0.85142,0.89739,0.80546,1
2021,12,101,0.89140,0.95035,0.83245,1
2021,12,103,0.86848,0.92549,0.81146,1
2021,12,105,0.85728,0.91585,0.79871,1
2021,12,107,0.85671,1.00000,0.67318,3
2021,12,109,0.98726,1.00000,0.95707,1
2021,12,111,0.86129,0.97266,0.74992,1
2021,12,113,0.77932,0.92530,0.63333,1
2021,12,115,1.00000,1.00000,1.00000,1
2021,12,117,0.91189,0.96772,0.85605,1
2021,12,119,0.95712,1.00000,0.88692,2
2021,12,121,0.77475,0.98616,0.56334,3
2021,12,123,0.77475,0.98616,0.56334,3
2021,12,125,0.81275,0.93519,0.69031,2
2021,12,127,0.80850,0.88524,0.73177,1
2021,12,129,0.86356,0.97894,0.74818,2
2021,12,131,0.81067,0.93208,0.68926,2
2021,12,133,0.81067,0.93208,0.68926,2
2021,13,001,0.69924,0.85117,0.54731,2
2021,13,003,0.69370,0.87812,0.50928,3
2021,13,005,0.69370,0.87812,0.50928,3
2021,13,007,0.85023,0.98739,0.71306,3
2021,13,009,0.77101,0.93911,0.60290,3
2021,13,011,0.67166,0.82298,0.52035,2
2021,13,013,0.94586,1.00000,0.86980,2
2021,13,015,0.98031,1.00000,0.90171,3
2021,13,017,0.73513,0.92386,0.54639,3
2021,13,019,0.73513,0.92386,0.54639,3
2021,13,021,0.67647,0.88151,0.47144,3
2021,13,023,0.84581,0.96217,0.72944,2
2021,13,025,0.69370,0.87812,0.50928,3
2021,13,027,0.73513,0.92386,0.54639,3
2021,13,029,0.90350,0.99617,0.81083,2
2021,13,031,0.95334,1.00000,0.89030,2
2021,13,033,0.88888,1.00000,0.77034,3
2021,13,035,0.80228,0.94724,0.65732,3
2021,13,037,0.85023,0.98739,0.71306,3
2021,13,039,0.91874,1.00000,0.79899,3
2021,13,043,0.84581,0.96217,0.72944,2
2021,13,045,0.91004,1.00000,0.79788,3
2021,13,047,0.83261,0.95290,0.71232,2
2021,13,049,0.69370,0.87812,0.50928,3
2021,13,051,0.92288,0.98876,0.85700,1
2021,13,053,0.76765,0.89388,0.64142,2
2021,13,055,0.83261,0.95290,0.71232,2
2021,13,057,0.89149,0.99171,0.79128,1
2021,13,059,0.97855,1.00000,0.93918,1
2021,13,061,0.89501,1.00000,0.78532,2
2021,13,063,0.92352,1.00000,0.84314,1
2021,13,065,0.69370,0.87812,0.50928,3
2021,13,067,0.91704,0.96702,0.86706,1
2021,13,069,0.69370,0.87812,0.50928,3
2021,13,071,0.70582,0.89205,0.51960,3
2021,13,073,0.94592,1.00000,0.85141,3
2021,13,075,0.73513,0.92386,0.54639,3
2021,13,077,1.00000,1.00000,1.00000,3
2021,13,079,0.77101,0.93911,0.60290,3
2021,13,081,0.89501,1.00000,0.78532,2
2021,13,083,0.83261,0.95290,0.71232,2
2021,13,085,0.91919,1.00000,0.83677,2
2021,13,087,0.85023,0.98739,0.71306,3
2021,13,089,0.89089,0.95200,0.82978,1
2021,13,091,0.84581,0.96217,0.72944,2
2021,13,093,0.89501,1.00000,0.78532,2
2021,13,095,0.90870,1.00000,0.78550,3
2021,13,097,0.73157,0.94871,0.51443,3
2021,13,099,0.85023,0.98739,0.71306,3
2021,13,101,0.69370,0.87812,0.50928,3
2021,13,103,0.95334,1.00000,0.89030,2
2021,13,105,0.76009,0.94273,0.57745,3
2021,13,107,0.84581,0.96217,0.72944,2
2021,13,109,0.69924,0.85117,0.54731,2
2021,13,111,0.84072,0.96557,0.71586,2
2021,13,113,0.74423,0.92655,0.56192,3
2021,13,115,1.00000,1.00000,1.00000,3
2021,13,117,0.92512,0.99666,0.85359,1
2021,13,119,0.67166,0.82298,0.52035,2
2021,13,121,0.87548,0.93775,0.81321,1
2021,13,123,0.84072,0.96557,0.71586,2
2021,13,125,0.88888,1.00000,0.77034,3
2021,13,127,0.91874,1.00000,0.79899,3
2021,13,129,0.84072,0.96557,0.71586,2
2021,13,131,0.85023,0.98739,0.71306,3
2021,13,133,0.76009,0.94273,0.57745,3
2021,13,135,0.87816,0.93050,0.82581,1
2021,13,137,0.67166,0.82298,0.52035,2
2021,13,139,0.84868,0.95113,0.74622,1
2021,13,141,0.88888,1.00000,0.77034,3
2021,13,143,1.00000,1.00000,1.00000,3
2021,13,145,0.89501,1.00000,0.78532,2
2021,13,147,0.67166,0.82298,0.52035,2
2021,13,149,0.95244,1.00000,0.84815,3
2021,13,151,0.89946,1.00000,0.78158,3
2021,13,153,1.00000,1.00000,1.00000,3
2021,13,155,0.73513,0.92386,0.54639,3
2021,13,157,0.94586,1.00000,0.86980,2
2021,13,159,0.65692,0.85530,0.45854,3
2021,13,161,0.69924,0.85117,0.54731,2
2021,13,163,0.88888,1.00000,0.77034,3
2021,13,165,0.88888,1.00000,0.77034,3
2021,13,167,0.84581,0.96217,0.72944,2
2021,13,169,0.77101,0.93911,0.60290,3
2021,13,171,0.80228,0.94724,0.65732,3
2021,13,173,0.69370,0.87812,0.50928,3
2021,13,175,0.84581,0.96217,0.72944,2
2021,13,177,0.90870,1.00000,0.78550,3
2021,13,179,0.90350,0.99617,0.81083,2
2021,13,181,0.88888,1.00000,0.77034,3
2021,13,183,0.90350,0.99617,0.81083,2
2021,13,185,0.82352,0.96473,0.68232,3
2021,13,187,0.91919,1.00000,0.83677,2
2021,13,189,0.88888,1.00000,0.77034,3
2021,13,191,0.91874,1.00000,0.79899,3
2021,13,193,0.89501,1.00000,0.78532,2
2021,13,195,0.76009,0.94273,0.57745,3
2021,13,197,0.89501,1.00000,0.78532,2
2021,13,199,0.95244,1.00000,0.84815,3
2021,13,201,0.85023,0.98739,0.71306,3
2021,13,205,0.85023,0.98739,0.71306,3
2021,13,207,0.77101,0.93911,0.60290,3
2021,13,209,0.69924,0.85117,0.54731,2
2021,13,211,0.65692,0.85530,0.45854,3
2021,13,213,0.84072,0.96557,0.71586,2
2021,13,215,0.76765,0.89388,0.64142,1
2021,13,217,0.84885,1.00000,0.69186,3
2021,13,219,0.76009,0.94273,0.57745,3
2021,13,221,0.76009,0.94273,0.57745,3
2021,13,223,0.65020,0.87691,0.42349,3
2021,13,225,0.77101,0.93911,0.60290,3
2021,13,227,0.84072,0.96557,0.71586,2
2021,13,229,0.69370,0.87812,0.50928,3
2021,13,231,0.80228,0.94724,0.65732,3
2021,13,233,1.00000,1.00000,1.00000,3
2021,13,235,1.00000,1.00000,1.00000,3
2021,13,237,0.77101,0.93911,0.60290,3
2021,13,239,0.89501,1.00000,0.78532,2
2021,13,241,0.91919,1.00000,0.83677,2
2021,13,243,0.89501,1.00000,0.78532,2
2021,13,245,0.86834,0.99358,0.74310,3
2021,13,247,0.84885,1.00000,0.69186,3
2021,13,249,0.89501,1.00000,0.78532,2
2021,13,251,0.95334,1.00000,0.89030,2
2021,13,253,0.85023,0.98739,0.71306,3
2021,13,255,0.80228,0.94724,0.65732,3
2021,13,257,0.67166,0.82298,0.52035,2
2021,13,259,0.89501,1.00000,0.78532,2
2021,13,261,0.89501,1.00000,0.78532,2
2021,13,263,0.89501,1.00000,0.78532,2
2021,13,265,0.88888,1.00000,0.77034,3
2021,13,267,0.69924,0.85117,0.54731,2
2021,13,269,0.89501,1.00000,0.78532,2
2021,13,271,0.69924,0.85117,0.54731,2
2021,13,273,0.85023,0.98739,0.71306,3
2021,13,275,0.70582,0.89205,0.51960,3
2021,13,277,0.73513,0.92386,0.54639,3
2021,13,279,0.69924,0.85117,0.54731,2
2021,13,281,0.91919,1.00000,0.83677,2
2021,13,283,0.84581,0.96217,0.72944,2
2021,13,285,0.95244,1.00000,0.84815,3
2021,13,287,0.73513,0.92386,0.54639,3
2021,13,289,0.77101,0.93911,0.60290,3
2021,13,291,0.91919,1.00000,0.83677,2
2021,13,293,0.80228,0.94724,0.65732,3
2021,13,295,0.83261,0.95290,0.71232,2
2021,13,297,0.65692,0.85530,0.45854,3
2021,13,299,0.69370,0.87812,0.50928,3
2021,13,301,0.88888,1.00000,0.77034,3
2021,13,303,0.88888,1.00000,0.77034,3
2021,13,305,0.69924,0.85117,0.54731,2
2021,13,307,0.89501,1.00000,0.78532,2
2021,13,309,0.69924,0.85117,0.54731,2
2021,13,311,0.91919,1.00000,0.83677,2
2021,13,313,0.84980,0.99909,0.70051,3
2021,13,315,0.84581,0.96217,0.72944,2
2021,13,317,0.88888,1.00000,0.77034,3
2021,13,319,0.77101,0.93911,0.60290,3
2021,13,321,0.70582,0.89205,0.51960,3
2021,15,001,0.94126,1.00000,0.85979,1
2021,15,003,0.94292,0.97557,0.91028,1
2021,15,005,NA,NA,NA,
2021,15,007,0.90881,1.00000,0.80747,2
2021,15,009,0.90881,1.00000,0.80747,2
2021,16,001,0.85871,0.92950,0.78792,1
2021,16,003,0.88865,1.00000,0.75411,3
2021,16,005,0.96491,1.00000,0.90013,2
2021,16,007,0.96491,1.00000,0.90013,2
2021,16,009,0.91166,1.00000,0.81176,2
2021,16,011,0.98918,1.00000,0.96384,2
2021,16,013,0.92619,1.00000,0.80190,3
2021,16,015,0.88865,1.00000,0.75411,3
2021,16,017,0.91166,1.00000,0.81176,2
2021,16,019,0.76787,0.94845,0.58730,3
2021,16,021,0.91166,1.00000,0.81176,2
2021,16,023,0.88865,1.00000,0.75411,3
2021,16,025,0.92619,1.00000,0.80190,3
2021,16,027,0.85719,0.95139,0.76299,2
2021,16,029,0.96491,1.00000,0.90013,2
2021,16,031,0.75320,0.93337,0.57304,3
2021,16,033,0.88865,1.00000,0.75411,3
2021,16,035,0.88865,1.00000,0.75411,3
2021,16,037,0.88865,1.00000,0.75411,3
2021,16,039,0.92619,1.00000,0.80190,3
2021,16,041,0.96491,1.00000,0.90013,2
2021,16,043,0.98997,1.00000,0.95597,2
2021,16,045,0.93682,1.00000,0.81371,3
2021,16,047,0.92619,1.00000,0.80190,3
2021,16,049,0.88865,1.00000,0.75411,3
2021,16,051,0.98997,1.00000,0.95597,2
2021,16,053,0.92619,1.00000,0.80190,3
2021,16,055,0.90250,0.98162,0.82338,1
