year,state,county,share_hs_degree,share_hs_degree_ub,share_hs_degree_lb,share_hs_degree_quality
2021,16,057,0.91166,1.00000,0.81176,2
2021,16,059,0.88865,1.00000,0.75411,3
2021,16,061,0.88865,1.00000,0.75411,3
2021,16,063,0.92619,1.00000,0.80190,3
2021,16,065,0.98997,1.00000,0.95597,2
2021,16,067,0.92619,1.00000,0.80190,3
2021,16,069,0.88865,1.00000,0.75411,3
2021,16,071,0.96491,1.00000,0.90013,2
2021,16,073,0.90714,1.00000,0.78586,3
2021,16,075,0.93682,1.00000,0.81371,3
2021,16,077,0.96491,1.00000,0.90013,2
2021,16,079,0.91166,1.00000,0.81176,2
2021,16,081,0.98997,1.00000,0.95597,2
2021,16,083,0.75320,0.93337,0.57304,3
2021,16,085,0.88865,1.00000,0.75411,3
2021,16,087,0.93682,1.00000,0.81371,3
2021,17,001,0.81067,0.97078,0.65057,3
2021,17,003,0.81886,0.93821,0.69951,2
2021,17,005,0.93115,1.00000,0.85365,2
2021,17,007,0.91283,1.00000,0.78920,3
2021,17,009,0.81067,0.97078,0.65057,3
2021,17,011,0.86649,0.96271,0.77027,2
2021,17,013,0.94197,1.00000,0.85832,2
2021,17,015,0.93508,1.00000,0.85459,2
2021,17,017,0.94197,1.00000,0.85832,2
2021,17,019,0.97118,1.00000,0.93019,1
2021,17,021,0.72188,0.87961,0.56414,2
2021,17,023,0.92829,1.00000,0.83890,2
2021,17,025,0.92829,1.00000,0.83890,2
2021,17,027,0.93115,1.00000,0.85365,2
2021,17,029,0.82722,0.97542,0.67903,3
2021,17,031,0.90827,0.92955,0.88700,1
2021,17,033,0.92829,1.00000,0.83890,2
2021,17,035,0.82722,0.97542,0.67903,3
2021,17,037,1.00000,1.00000,1.00000,3
2021,17,039,0.72188,0.87961,0.56414,2
2021,17,041,0.82722,0.97542,0.67903,3
2021,17,043,0.97918,1.00000,0.95594,1
2021,17,045,0.82722,0.97542,0.67903,3
2021,17,047,0.81886,0.93821,0.69951,2
2021,17,049,0.93115,1.00000,0.85365,2
2021,17,051,0.93115,1.00000,0.85365,2
2021,17,053,0.66745,0.81166,0.52324,2
2021,17,055,0.94593,1.00000,0.88127,2
2021,17,057,0.88684,0.98501,0.78867,2
2021,17,059,0.81886,0.93821,0.69951,2
2021,17,061,0.94197,1.00000,0.85832,2
2021,17,063,0.99249,1.00000,0.96258,2
2021,17,065,0.81886,0.93821,0.69951,2
2021,17,067,0.88684,0.98501,0.78867,2
2021,17,069,0.81886,0.93821,0.69951,2
2021,17,071,0.88684,0.98501,0.78867,2
2021,17,073,0.88684,0.98501,0.78867,2
2021,17,075,0.66745,0.81166,0.52324,2
2021,17,077,0.94592,1.00000,0.88127,2
2021,17,079,0.92829,1.00000,0.83890,2
2021,17,081,0.80383,0.91176,0.69590,2
2021,17,083,0.94197,1.00000,0.85832,2
2021,17,085,0.93508,1.00000,0.85459,2
2021,17,087,0.81886,0.93821,0.69951,2
2021,17,089,0.91715,0.97610,0.85821,1
2021,17,091,1.00000,1.00000,1.00000,3
2021,17,093,0.99249,1.00000,0.96258,2
2021,17,095,0.86649,0.96271,0.77027,2
2021,17,097,0.90254,0.96067,0.84441,1
2021,17,099,0.95772,1.00000,0.88689,1
2021,17,101,0.92829,1.00000,0.83890,2
2021,17,103,0.93508,1.00000,0.85459,2
2021,17,105,0.66745,0.81166,0.52324,2
2021,17,107,0.72188,0.87961,0.56414,2
2021,17,109,0.88684,0.98501,0.78867,2
2021,17,111,0.87689,0.95803,0.79576,1
2021,17,113,0.99212,1.00000,0.96711,1
2021,17,115,0.88865,1.00000,0.75720,3
2021,17,117,0.94197,1.00000,0.85832,2
2021,17,119,0.94703,1.00000,0.88300,1
2021,17,121,0.80383,0.91176,0.69590,2
2021,17,123,0.86649,0.96271,0.77027,2
2021,17,125,0.81067,0.97078,0.65057,3
2021,17,127,0.81886,0.93821,0.69951,2
2021,17,129,0.72188,0.87961,0.56414,2
2021,17,131,0.88684,0.98501,0.78867,2
2021,17,133,0.80383,0.91176,0.69590,2
2021,17,135,0.93115,1.00000,0.85365,2
2021,17,137,0.94197,1.00000,0.85832,2
2021,17,139,0.72188,0.87961,0.56414,2
2021,17,141,0.94905,1.00000,0.87037,2
2021,17,143,0.86139,0.97427,0.74852,1
2021,17,145,0.94592,1.00000,0.88127,2
2021,17,147,0.72188,0.87961,0.56414,2
2021,17,149,0.81067,0.97078,0.65057,3
2021,17,151,0.81886,0.93821,0.69951,2
2021,17,153,0.81886,0.93821,0.69951,2
2021,17,155,0.86649,0.96271,0.77027,2
2021,17,157,0.80383,0.91176,0.69590,2
2021,17,159,0.92829,1.00000,0.83890,2
2021,17,161,0.79730,0.92862,0.66598,1
2021,17,163,0.99338,1.00000,0.96571,1
2021,17,165,0.81886,0.93821,0.69951,2
2021,17,167,0.87904,0.98138,0.77670,1
2021,17,169,0.81067,0.97078,0.65057,3
2021,17,171,0.94197,1.00000,0.85832,2
2021,17,173,0.72188,0.87961,0.56414,2
2021,17,175,0.86649,0.96271,0.77027,2
2021,17,177,0.94905,1.00000,0.87037,2
2021,17,179,0.98153,1.00000,0.93254,3
2021,17,181,0.81886,0.93821,0.69951,2
2021,17,183,0.66745,0.81166,0.52324,2
2021,17,185,0.81886,0.93821,0.69951,2
2021,17,187,0.88684,0.98501,0.78867,2
2021,17,189,0.80383,0.91176,0.69590,2
2021,17,191,0.92829,1.00000,0.83890,2
2021,17,193,0.81886,0.93821,0.69951,2
2021,17,195,0.93508,1.00000,0.85459,2
2021,17,197,0.92226,0.97448,0.87004,1
2021,17,199,0.94593,1.00000,0.88127,2
2021,17,201,0.80500,0.90696,0.70303,1
2021,17,203,0.86649,0.96271,0.77027,2
2021,18,001,0.82131,0.94822,0.69439,2
2021,18,003,0.88146,0.95100,0.81192,1
2021,18,005,0.95987,1.00000,0.85318,3
2021,18,007,0.84006,0.96327,0.71685,2
2021,18,009,0.74129,0.92429,0.55830,3
2021,18,011,1.00000,1.00000,1.00000,3
2021,18,013,0.89956,1.00000,0.76440,3
2021,18,015,0.84006,0.96327,0.71685,2
2021,18,017,0.75671,0.89687,0.61655,2
2021,18,019,0.86215,1.00000,0.69322,3
2021,18,021,0.87715,1.00000,0.73675,3
2021,18,023,0.84006,0.96327,0.71685,2
2021,18,025,0.82126,0.97454,0.66797,3
2021,18,027,0.93993,1.00000,0.85491,2
2021,18,029,1.00000,1.00000,1.00000,3
2021,18,031,1.00000,1.00000,1.00000,3
2021,18,033,0.74282,0.87052,0.61511,2
2021,18,035,0.82325,0.96209,0.68442,3
2021,18,037,0.82126,0.97454,0.66797,3
2021,18,039,0.86859,0.98386,0.75332,1
2021,18,041,0.77462,0.92670,0.62255,3
2021,18,043,0.87930,0.99398,0.76462,2
2021,18,045,0.87715,1.00000,0.73675,3
2021,18,047,1.00000,1.00000,1.00000,3
2021,18,049,0.88614,1.00000,0.75633,3
2021,18,051,0.92518,1.00000,0.81766,3
2021,18,053,0.84767,0.96845,0.72688,2
2021,18,055,0.93993,1.00000,0.85491,2
2021,18,057,0.98649,1.00000,0.95198,1
2021,18,059,0.71575,0.96094,0.47055,3
2021,18,061,0.87930,0.99398,0.76462,2
2021,18,063,1.00000,1.00000,1.00000,3
2021,18,065,0.74129,0.92429,0.55830,3
2021,18,067,0.75671,0.89687,0.61655,2
2021,18,069,0.82131,0.94822,0.69439,2
2021,18,071,0.95987,1.00000,0.85318,3
2021,18,073,0.88614,1.00000,0.75633,3
2021,18,075,0.74129,0.92429,0.55830,3
2021,18,077,1.00000,1.00000,1.00000,3
2021,18,079,1.00000,1.00000,1.00000,3
2021,18,081,1.00000,1.00000,1.00000,3
2021,18,083,0.82126,0.97454,0.66797,3
2021,18,085,0.73574,0.90523,0.56625,3
2021,18,087,0.74282,0.87052,0.61511,2
2021,18,089,0.91310,0.97444,0.85175,1
2021,18,091,0.93888,1.00000,0.83878,3
2021,18,093,0.93993,1.00000,0.85491,2
2021,18,095,0.92285,1.00000,0.82574,3
2021,18,097,0.87720,0.93100,0.82341,1
2021,18,099,0.73574,0.90523,0.56625,3
2021,18,101,0.93993,1.00000,0.85491,2
2021,18,103,0.84767,0.96845,0.72688,2
2021,18,105,0.96472,1.00000,0.91408,1
2021,18,107,0.84006,0.96327,0.71685,2
2021,18,109,0.89956,1.00000,0.76440,3
2021,18,111,0.88614,1.00000,0.75633,3
2021,18,113,0.74282,0.87052,0.61511,2
2021,18,115,1.00000,1.00000,1.00000,3
2021,18,117,0.93993,1.00000,0.85491,2
2021,18,119,0.93993,1.00000,0.85491,2
2021,18,121,0.87715,1.00000,0.73675,3
2021,18,123,0.82126,0.97454,0.66797,3
2021,18,125,0.82126,0.97454,0.66797,3
2021,18,127,0.97383,1.00000,0.91471,3
2021,18,129,0.92518,1.00000,0.81766,3
2021,18,131,0.88614,1.00000,0.75633,3
2021,18,133,0.89956,1.00000,0.76440,3
2021,18,135,0.74129,0.92429,0.55830,3
2021,18,137,1.00000,1.00000,1.00000,3
2021,18,139,0.77462,0.92670,0.62255,3
2021,18,141,0.92507,0.99283,0.85732,1
2021,18,143,1.00000,1.00000,1.00000,3
2021,18,145,0.71575,0.96094,0.47055,3
2021,18,147,0.82126,0.97454,0.66797,3
2021,18,149,0.88614,1.00000,0.75633,3
2021,18,151,0.74282,0.87052,0.61511,2
2021,18,153,0.87715,1.00000,0.73675,3
2021,18,155,1.00000,1.00000,1.00000,3
2021,18,157,0.96391,1.00000,0.90462,1
2021,18,159,0.75671,0.89687,0.61655,2
2021,18,161,0.77462,0.92670,0.62255,3
2021,18,163,0.89465,0.98979,0.79952,1
2021,18,165,0.87715,1.00000,0.73675,3
2021,18,167,0.88613,0.98990,0.78237,1
2021,18,169,0.84767,0.96845,0.72688,2
2021,18,171,0.87715,1.00000,0.73675,3
2021,18,173,0.92518,1.00000,0.81766,3
2021,18,175,0.87930,0.99398,0.76462,2
2021,18,177,0.77462,0.92670,0.62255,3
2021,18,179,0.82131,0.94822,0.69439,2
2021,18,181,0.84006,0.96327,0.71685,2
2021,18,183,0.82131,0.94822,0.69439,2
2021,19,001,0.88241,1.00000,0.74780,3
2021,19,003,0.88241,1.00000,0.74780,3
2021,19,005,0.69884,0.87868,0.51901,3
2021,19,007,0.88241,1.00000,0.74780,3
2021,19,009,0.88241,1.00000,0.74780,3
2021,19,011,0.79196,0.96158,0.62235,3
2021,19,013,0.90285,1.00000,0.78437,3
2021,19,015,1.00000,1.00000,1.00000,2
2021,19,017,0.69884,0.87868,0.51901,3
2021,19,019,0.95953,1.00000,0.88521,3
2021,19,021,0.97478,1.00000,0.91565,3
2021,19,023,0.88720,1.00000,0.76787,3
2021,19,025,0.97478,1.00000,0.91565,3
2021,19,027,0.97478,1.00000,0.91565,3
2021,19,029,1.00000,1.00000,1.00000,2
2021,19,031,0.93255,1.00000,0.83222,3
2021,19,033,0.99450,1.00000,0.96210,3
2021,19,035,0.97478,1.00000,0.91565,3
2021,19,037,0.69884,0.87868,0.51901,3
2021,19,039,0.88241,1.00000,0.74780,3
2021,19,041,0.94627,1.00000,0.86122,3
2021,19,043,0.69884,0.87868,0.51901,3
2021,19,045,0.93255,1.00000,0.83222,3
2021,19,047,0.97478,1.00000,0.91565,3
2021,19,049,0.99065,1.00000,0.96399,2
2021,19,051,0.90851,1.00000,0.76261,3
2021,19,053,0.88241,1.00000,0.74780,3
2021,19,055,0.95953,1.00000,0.88521,3
2021,19,057,1.00000,1.00000,1.00000,3
2021,19,059,0.94627,1.00000,0.86122,3
2021,19,061,0.95953,1.00000,0.88521,3
2021,19,063,0.94627,1.00000,0.86122,3
2021,19,065,0.69884,0.87868,0.51901,3
2021,19,067,0.99450,1.00000,0.96210,3
2021,19,069,0.88720,1.00000,0.76787,3
2021,19,071,1.00000,1.00000,1.00000,2
2021,19,073,0.97478,1.00000,0.91565,3
2021,19,075,0.88720,1.00000,0.76787,3
2021,19,077,0.88241,1.00000,0.74780,3
2021,19,079,0.88720,1.00000,0.76787,3
2021,19,081,0.99450,1.00000,0.96210,3
2021,19,083,0.88720,1.00000,0.76787,3
2021,19,085,1.00000,1.00000,1.00000,2
2021,19,087,1.00000,1.00000,1.00000,3
2021,19,089,0.69884,0.87868,0.51901,3
2021,19,091,0.88720,1.00000,0.76787,3
2021,19,093,0.97478,1.00000,0.91565,3
2021,19,095,0.79196,0.96158,0.62235,3
2021,19,097,0.95953,1.00000,0.88521,3
2021,19,099,0.97258,1.00000,0.91414,2
2021,19,101,0.90851,1.00000,0.76261,3
2021,19,103,1.00000,1.00000,1.00000,1
2021,19,105,0.93255,1.00000,0.83222,3
2021,19,107,0.90851,1.00000,0.76261,3
2021,19,109,0.99450,1.00000,0.96210,3
2021,19,111,1.00000,1.00000,1.00000,3
2021,19,113,0.78165,0.95835,0.60496,3
2021,19,115,1.00000,1.00000,1.00000,3
2021,19,117,0.88241,1.00000,0.74780,3
2021,19,119,0.94627,1.00000,0.86122,3
2021,19,121,0.97258,1.00000,0.91414,2
2021,19,123,0.90851,1.00000,0.76261,3
2021,19,125,0.97258,1.00000,0.91414,2
2021,19,127,0.79196,0.96158,0.62235,3
2021,19,129,1.00000,1.00000,1.00000,2
2021,19,131,0.99450,1.00000,0.96210,3
2021,19,133,0.97478,1.00000,0.91565,3
2021,19,135,0.88241,1.00000,0.74780,3
2021,19,137,1.00000,1.00000,1.00000,2
2021,19,139,0.93255,1.00000,0.83222,3
2021,19,141,0.94627,1.00000,0.86122,3
2021,19,143,0.94627,1.00000,0.86122,3
2021,19,145,1.00000,1.00000,1.00000,2
2021,19,147,0.94627,1.00000,0.86122,3
2021,19,149,0.92277,1.00000,0.80578,3
2021,19,151,0.97478,1.00000,0.91565,3
2021,19,153,0.93064,0.99547,0.86582,1
2021,19,155,1.00000,1.00000,1.00000,2
2021,19,157,0.79196,0.96158,0.62235,3
2021,19,159,0.88241,1.00000,0.74780,3
2021,19,161,0.97478,1.00000,0.91565,3
2021,19,163,1.00000,1.00000,1.00000,3
2021,19,165,1.00000,1.00000,1.00000,2
2021,19,167,0.94627,1.00000,0.86122,3
2021,19,169,1.00000,1.00000,1.00000,1
2021,19,171,0.79196,0.96158,0.62235,3
2021,19,173,0.88241,1.00000,0.74780,3
2021,19,175,0.88241,1.00000,0.74780,3
2021,19,177,0.90851,1.00000,0.76261,3
2021,19,179,0.90851,1.00000,0.76261,3
2021,19,181,0.97258,1.00000,0.91414,2
2021,19,183,0.90851,1.00000,0.76261,3
2021,19,185,0.88241,1.00000,0.74780,3
2021,19,187,0.88720,1.00000,0.76787,3
2021,19,189,0.99450,1.00000,0.96210,3
2021,19,191,0.69884,0.87868,0.51901,3
2021,19,193,0.92277,1.00000,0.80578,3
2021,19,195,0.99450,1.00000,0.96210,3
2021,19,197,0.88720,1.00000,0.76787,3
2021,20,001,1.00000,1.00000,1.00000,3
2021,20,003,1.00000,1.00000,1.00000,3
2021,20,005,0.98414,1.00000,0.93703,3
2021,20,007,0.72443,0.89617,0.55269,3
2021,20,009,0.72443,0.89617,0.55269,3
2021,20,011,1.00000,1.00000,1.00000,3
2021,20,013,0.99181,1.00000,0.95650,3
2021,20,015,0.96255,1.00000,0.91603,2
2021,20,017,1.00000,1.00000,1.00000,2
2021,20,019,1.00000,1.00000,1.00000,2
2021,20,021,0.91753,1.00000,0.80970,3
2021,20,023,1.00000,1.00000,1.00000,3
2021,20,025,0.86485,1.00000,0.72807,3
2021,20,027,0.88759,1.00000,0.77456,2
2021,20,029,0.88759,1.00000,0.77456,2
2021,20,031,1.00000,1.00000,1.00000,2
2021,20,033,0.72443,0.89617,0.55269,3
2021,20,035,0.89600,0.97456,0.81744,2
2021,20,037,0.91753,1.00000,0.80970,3
2021,20,039,1.00000,1.00000,1.00000,3
2021,20,041,0.88759,1.00000,0.77456,2
2021,20,043,0.98414,1.00000,0.93703,3
2021,20,045,0.93412,1.00000,0.81257,3
2021,20,047,0.72443,0.89617,0.55269,3
2021,20,049,1.00000,1.00000,1.00000,2
2021,20,051,1.00000,1.00000,1.00000,3
2021,20,053,0.88759,1.00000,0.77456,2
2021,20,055,0.86485,1.00000,0.72807,3
2021,20,057,0.86485,1.00000,0.72807,3
2021,20,059,1.00000,1.00000,1.00000,3
2021,20,061,1.00000,1.00000,1.00000,2
2021,20,063,1.00000,1.00000,1.00000,3
2021,20,065,1.00000,1.00000,1.00000,3
2021,20,067,0.86485,1.00000,0.72807,3
2021,20,069,0.86485,1.00000,0.72807,3
2021,20,071,1.00000,1.00000,1.00000,3
2021,20,073,1.00000,1.00000,1.00000,2
2021,20,075,0.86485,1.00000,0.72807,3
2021,20,077,0.72443,0.89617,0.55269,3
2021,20,079,0.80725,0.96188,0.65263,3
2021,20,081,0.86485,1.00000,0.72807,3
2021,20,083,0.86485,1.00000,0.72807,3
2021,20,085,0.99181,1.00000,0.95650,3
2021,20,087,0.98414,1.00000,0.93703,3
2021,20,089,0.88759,1.00000,0.77456,2
2021,20,091,0.89630,0.96876,0.82384,1
2021,20,093,0.86485,1.00000,0.72807,3
2021,20,095,0.72443,0.89617,0.55269,3
2021,20,097,0.72443,0.89617,0.55269,3
2021,20,099,0.91753,1.00000,0.80970,3
2021,20,101,1.00000,1.00000,1.00000,3
2021,20,103,0.98414,1.00000,0.93703,3
2021,20,105,0.88759,1.00000,0.77456,2
2021,20,107,1.00000,1.00000,1.00000,3
2021,20,109,1.00000,1.00000,1.00000,3
2021,20,111,1.00000,1.00000,1.00000,2
2021,20,113,1.00000,1.00000,1.00000,3
2021,20,115,1.00000,1.00000,1.00000,2
2021,20,117,0.88759,1.00000,0.77456,2
2021,20,119,0.86485,1.00000,0.72807,3
2021,20,121,1.00000,1.00000,1.00000,3
2021,20,123,0.88759,1.00000,0.77456,2
2021,20,125,0.91753,1.00000,0.80970,3
2021,20,127,1.00000,1.00000,1.00000,2
2021,20,129,0.86485,1.00000,0.72807,3
2021,20,131,0.88759,1.00000,0.77456,2
2021,20,133,0.91753,1.00000,0.80970,3
2021,20,135,1.00000,1.00000,1.00000,3
2021,20,137,1.00000,1.00000,1.00000,3
2021,20,139,0.99181,1.00000,0.95650,3
2021,20,141,1.00000,1.00000,1.00000,3
2021,20,143,0.88759,1.00000,0.77456,2
2021,20,145,0.72443,0.89617,0.55269,3
2021,20,147,1.00000,1.00000,1.00000,3
2021,20,149,1.00000,1.00000,1.00000,2
2021,20,151,0.72443,0.89617,0.55269,3
2021,20,153,1.00000,1.00000,1.00000,3
2021,20,155,1.00000,1.00000,1.00000,3
2021,20,157,0.88759,1.00000,0.77456,2
2021,20,159,1.00000,1.00000,1.00000,3
2021,20,161,1.00000,1.00000,1.00000,2
2021,20,163,1.00000,1.00000,1.00000,3
2021,20,165,0.72443,0.89617,0.55269,3
2021,20,167,1.00000,1.00000,1.00000,3
2021,20,169,0.88759,1.00000,0.77456,2
2021,20,171,1.00000,1.00000,1.00000,3
2021,20,173,0.83181,0.90078,0.76285,1
2021,20,175,0.86485,1.00000,0.72807,3
2021,20,177,0.93565,1.00000,0.84927,1
2021,20,179,1.00000,1.00000,1.00000,3
2021,20,181,1.00000,1.00000,1.00000,3
2021,20,183,1.00000,1.00000,1.00000,3
2021,20,185,0.72443,0.89617,0.55269,3
2021,20,187,0.86485,1.00000,0.72807,3
2021,20,189,0.86485,1.00000,0.72807,3
2021,20,191,0.72443,0.89617,0.55269,3
2021,20,193,1.00000,1.00000,1.00000,3
2021,20,195,1.00000,1.00000,1.00000,3
2021,20,197,0.99181,1.00000,0.95650,3
2021,20,199,1.00000,1.00000,1.00000,3
2021,20,201,0.88759,1.00000,0.77456,2
2021,20,203,1.00000,1.00000,1.00000,3
2021,20,205,1.00000,1.00000,1.00000,2
2021,20,207,1.00000,1.00000,1.00000,2
2021,20,209,0.74911,0.90969,0.58854,3
2021,21,001,0.90312,1.00000,0.78717,3
2021,21,003,0.84792,0.97433,0.72151,2
2021,21,005,0.86143,1.00000,0.65726,3
2021,21,007,0.90735,0.99720,0.81749,2
2021,21,009,0.84792,0.97433,0.72151,2
2021,21,011,0.99644,1.00000,0.97776,2
2021,21,013,0.95475,1.00000,0.84588,3
2021,21,015,1.00000,1.00000,1.00000,3
2021,21,017,1.00000,1.00000,1.00000,3
2021,21,019,0.90278,1.00000,0.79495,3
2021,21,021,0.91764,1.00000,0.80987,3
2021,21,023,0.99644,1.00000,0.97776,2
2021,21,025,0.73080,0.89811,0.56350,3
2021,21,027,0.93708,1.00000,0.83993,3
2021,21,029,0.75093,0.94047,0.56140,3
2021,21,031,0.84792,0.97433,0.72151,2
2021,21,033,0.82415,0.99533,0.65297,3
2021,21,035,0.90735,0.99720,0.81749,2
2021,21,037,0.96493,1.00000,0.89679,3
2021,21,039,0.90735,0.99720,0.81749,2
2021,21,041,0.96493,1.00000,0.89679,3
2021,21,043,0.90278,1.00000,0.79495,3
2021,21,045,0.90312,1.00000,0.78717,3
2021,21,047,0.88105,0.99322,0.76889,2
2021,21,049,1.00000,1.00000,1.00000,3
2021,21,051,0.71370,0.99387,0.43354,3
2021,21,053,0.90312,1.00000,0.78717,3
2021,21,055,0.82415,0.99533,0.65297,3
2021,21,057,0.90312,1.00000,0.78717,3
2021,21,059,0.93342,1.00000,0.83760,3
2021,21,061,0.84792,0.97433,0.72151,2
2021,21,063,0.90278,1.00000,0.79495,3
2021,21,065,0.93838,1.00000,0.85374,2
2021,21,067,0.97752,1.00000,0.94328,1
2021,21,069,0.99644,1.00000,0.97776,2
2021,21,071,0.76036,0.91062,0.61009,2
2021,21,073,0.86143,1.00000,0.65726,3
2021,21,075,0.90735,0.99720,0.81749,2
2021,21,077,0.96493,1.00000,0.89679,3
2021,21,079,0.91764,1.00000,0.80987,3
2021,21,081,0.96493,1.00000,0.89679,3
2021,21,083,0.90735,0.99720,0.81749,2
2021,21,085,0.93708,1.00000,0.83993,3
2021,21,087,0.90312,1.00000,0.78717,3
2021,21,089,0.90278,1.00000,0.79495,3
2021,21,091,0.93342,1.00000,0.83760,3
2021,21,093,0.94257,1.00000,0.86760,2
2021,21,095,0.95475,1.00000,0.84588,3
2021,21,097,1.00000,1.00000,1.00000,3
2021,21,099,0.84792,0.97433,0.72151,2
2021,21,101,0.95301,1.00000,0.86835,3
2021,21,103,0.92630,1.00000,0.83281,2
2021,21,105,0.90735,0.99720,0.81749,2
2021,21,107,0.82415,0.99533,0.65297,3
2021,21,109,0.71370,0.99387,0.43354,3
2021,21,111,0.89188,0.94465,0.83910,1
2021,21,113,0.91764,1.00000,0.80987,3
2021,21,115,0.76036,0.91062,0.61009,2
2021,21,117,0.93387,1.00000,0.84343,3
2021,21,119,0.73080,0.89811,0.56350,3
2021,21,121,0.95475,1.00000,0.84588,3
2021,21,123,0.98979,1.00000,0.93516,3
2021,21,125,0.71370,0.99387,0.43354,3
2021,21,127,0.90278,1.00000,0.79495,3
2021,21,129,0.73080,0.89811,0.56350,3
2021,21,131,0.73080,0.89811,0.56350,3
2021,21,133,0.73080,0.89811,0.56350,3
2021,21,135,0.99644,1.00000,0.97776,2
2021,21,137,0.91764,1.00000,0.80987,3
2021,21,139,0.82415,0.99533,0.65297,3
2021,21,141,0.84792,0.97433,0.72151,2
2021,21,143,0.88105,0.99322,0.76889,2
2021,21,145,0.90735,0.99720,0.81749,2
2021,21,147,1.00000,1.00000,1.00000,3
2021,21,149,0.95301,1.00000,0.86835,3
2021,21,151,0.93838,1.00000,0.85374,1
2021,21,153,0.76036,0.91062,0.61009,2
2021,21,155,0.98979,1.00000,0.93516,3
2021,21,157,0.90735,0.99720,0.81749,2
2021,21,159,0.76036,0.91062,0.61009,2
2021,21,161,0.99644,1.00000,0.97776,2
2021,21,163,0.93708,1.00000,0.83993,3
2021,21,165,0.99644,1.00000,0.97776,2
2021,21,167,0.86143,1.00000,0.65726,3
2021,21,169,0.84792,0.97433,0.72151,2
2021,21,171,0.84792,0.97433,0.72151,2
2021,21,173,0.99644,1.00000,0.97776,2
2021,21,175,0.99644,1.00000,0.97776,2
2021,21,177,0.82415,0.99533,0.65297,3
2021,21,179,0.98979,1.00000,0.93516,3
2021,21,181,1.00000,1.00000,1.00000,3
2021,21,183,0.95301,1.00000,0.86835,3
2021,21,185,0.92630,1.00000,0.83281,2
2021,21,187,0.96493,1.00000,0.89679,3
2021,21,189,0.73080,0.89811,0.56350,3
2021,21,191,0.96493,1.00000,0.89679,3
2021,21,193,0.73080,0.89811,0.56350,3
2021,21,195,0.76036,0.91062,0.61009,2
2021,21,197,0.93838,1.00000,0.85374,2
2021,21,199,1.00000,1.00000,1.00000,3
2021,21,201,0.99644,1.00000,0.97776,2
2021,21,203,0.71370,0.99387,0.43354,3
2021,21,205,0.99644,1.00000,0.97776,2
2021,21,207,0.90312,1.00000,0.78717,3
2021,21,209,1.00000,1.00000,1.00000,3
2021,21,211,0.88632,0.97431,0.79834,2
2021,21,213,0.84792,0.97433,0.72151,2
2021,21,215,0.75093,0.94047,0.56140,3
2021,21,217,0.90312,1.00000,0.78717,3
2021,21,219,0.88105,0.99322,0.76889,2
2021,21,221,0.88105,0.99322,0.76889,2
2021,21,223,0.92630,1.00000,0.83281,2
2021,21,225,0.95301,1.00000,0.86835,3
2021,21,227,0.89748,1.00000,0.76455,3
2021,21,229,0.98979,1.00000,0.93516,3
2021,21,231,1.00000,1.00000,1.00000,3
2021,21,233,0.95301,1.00000,0.86835,3
2021,21,235,0.95475,1.00000,0.84588,3
2021,21,237,0.73080,0.89811,0.56350,3
2021,21,239,0.86143,1.00000,0.65726,3
2021,22,001,1.00000,1.00000,1.00000,3
2021,22,003,0.83867,0.97741,0.69992,3
2021,22,005,0.94809,1.00000,0.82749,3
2021,22,007,0.78677,0.98747,0.58607,3
2021,22,009,0.90227,1.00000,0.80096,2
2021,22,011,0.83867,0.97741,0.69992,3
2021,22,013,0.96540,1.00000,0.91837,2
2021,22,015,0.91253,0.99698,0.82809,2
2021,22,017,0.81289,0.93084,0.69494,1
2021,22,019,0.90888,0.98864,0.82911,2
2021,22,021,0.90566,0.99406,0.81726,2
2021,22,023,0.93045,1.00000,0.82649,3
2021,22,025,0.90227,1.00000,0.80096,2
2021,22,027,0.96540,1.00000,0.91837,2
2021,22,029,0.90227,1.00000,0.80096,2
2021,22,031,0.96540,1.00000,0.91837,2
2021,22,033,0.87883,0.95219,0.80546,1
2021,22,035,0.90566,0.99406,0.81726,2
2021,22,037,1.00000,1.00000,1.00000,3
2021,22,039,0.94060,1.00000,0.84974,3
2021,22,041,0.90566,0.99406,0.81726,2
2021,22,043,0.90227,1.00000,0.80096,2
2021,22,045,0.97912,1.00000,0.92308,3
2021,22,047,1.00000,1.00000,1.00000,3
2021,22,049,0.90566,0.99406,0.81726,2
2021,22,051,0.79715,0.88527,0.70903,1
2021,22,053,0.93045,1.00000,0.82649,3
2021,22,055,0.83921,0.96454,0.71388,1
2021,22,057,0.78677,0.98747,0.58607,3
2021,22,059,0.90227,1.00000,0.80096,2
2021,22,061,0.96540,1.00000,0.91837,2
2021,22,063,0.85729,1.00000,0.68028,3
2021,22,065,0.90566,0.99406,0.81726,2
2021,22,067,0.90566,0.99406,0.81726,2
2021,22,069,0.96540,1.00000,0.91837,2
2021,22,071,0.92723,0.98723,0.86724,1
2021,22,073,0.87377,0.98380,0.76375,1
2021,22,075,0.83785,0.99549,0.68020,3
2021,22,077,1.00000,1.00000,1.00000,3
2021,22,079,0.86616,0.97168,0.76065,2
2021,22,081,0.96540,1.00000,0.91837,2
2021,22,083,0.90566,0.99406,0.81726,2
2021,22,085,0.96540,1.00000,0.91837,2
2021,22,087,0.83785,0.99549,0.68020,3
2021,22,089,0.87244,1.00000,0.70898,3
2021,22,091,0.85729,1.00000,0.68028,3
2021,22,093,0.87244,1.00000,0.70897,3
