year,state,place,rate_crime_violent,rate_crime_property,rate_crime_violent_quality,rate_crime_property_quality
2021,11,50000,1345.377469794512,3623.0483902604688,2,2
2021,12,07300,NA,NA,NA,NA
2021,12,07875,NA,NA,NA,NA
2021,12,10275,NA,NA,NA,NA
2021,12,12875,NA,NA,NA,NA
2021,12,14400,NA,NA,NA,NA
2021,12,16475,NA,NA,NA,NA
2021,12,16725,NA,NA,NA,NA
2021,12,17200,NA,NA,NA,NA
2021,12,17935,NA,NA,NA,NA
2021,12,24000,NA,NA,NA,NA
2021,12,24125,NA,NA,NA,NA
2021,12,25175,NA,NA,NA,NA
2021,12,30000,NA,NA,NA,NA
2021,12,32000,242.46872481110373,545.2269703860495,3,3
2021,12,32275,NA,NA,NA,NA
2021,12,35000,NA,NA,NA,NA
2021,12,36950,NA,NA,NA,NA
2021,12,38250,NA,NA,NA,NA
2021,12,39425,NA,NA,NA,NA
2021,12,43975,NA,NA,NA,NA
2021,12,45000,3.85656307635768,31.079361262411894,3,3
2021,12,45025,NA,NA,NA,NA
2021,12,45060,NA,NA,NA,NA
2021,12,45975,NA,NA,NA,NA
2021,12,49675,NA,NA,NA,NA
2021,12,53000,NA,NA,NA,NA
2021,12,54000,NA,NA,NA,NA
2021,12,54200,NA,NA,NA,NA
2021,12,55775,NA,NA,NA,NA
2021,12,57425,NA,NA,NA,NA
2021,12,58050,NA,NA,NA,NA
2021,12,58715,NA,NA,NA,NA
2021,12,63000,NA,NA,NA,NA
2021,12,69700,NA,NA,NA,NA
2021,12,70600,NA,NA,NA,NA
2021,12,71000,NA,NA,NA,NA
2021,12,76600,NA,NA,NA,NA
2021,13,03440,NA,NA,NA,NA
2021,13,04000,1786.4543969573592,6896.124371195683,2,2
2021,13,04204,30.308450592256936,16.893234756339933,3,3
2021,13,19000,267.16772848712606,1053.5020502431912,2,2
2021,13,42425,336.3064775551981,782.2781108349175,1,1
2021,13,49008,4.4668210910529575,28.715278442483296,3,3
2021,13,67284,827.5073364405317,2247.3243569825654,1,1
2021,13,68516,746.681675343558,2917.311570751841,1,1
2021,13,69000,0,0.6759954032312581,3,3
2021,13,72122,NA,NA,NA,NA
2021,13,80508,2923.7708728593147,6416.715877822313,1,1
2021,15,71550,NA,NA,NA,NA
2021,16,08830,1010.6376086759352,2525.73022886191,1,1
2021,16,52120,705.5638001510063,1713.1401494441404,1,1
2021,16,56260,1094.2445970408876,2696.170143910357,1,1
2021,17,02154,270.43463633658115,1061.0354152918494,1,1
2021,17,03012,NA,NA,NA,NA
2021,17,06613,1744.2453937630785,2245.699994896136,1,1
2021,17,12385,2003.5543280169338,2715.5518830014826,1,1
2021,17,14000,1334.0413016357058,2228.3861495434735,3,3
2021,17,14351,1157.7645603910253,2123.5498498321654,3,3
2021,17,23074,0.8759942534776972,0,3,3
2021,17,24582,822.1378132408801,3191.6792005506413,2,2
2021,17,38570,479.6338550986875,739.7404256168384,3,3
2021,17,51622,334.87011200365066,995.2151825679639,2,2
2021,17,59000,NA,NA,NA,NA
2021,17,65000,3081.065112594164,5122.128076700998,3,3
2021,17,68003,585.4995964280681,2220.28621577646,1,1
2021,17,72000,3801.2766848053584,7278.149853495186,2,2
2021,17,79293,NA,NA,NA,NA
2021,18,05860,1589.9780175859312,4543.864908073541,1,1
2021,18,10342,295.5052630506333,1262.5207617921885,1,1
2021,18,22000,2980.782359366466,4619.231294374658,1,1
2021,18,23278,325.2568087778167,1295.8807666179468,1,1
2021,18,25000,1647.657189846046,3017.0247757693887,3,3
2021,18,31000,2457.059529493748,3417.1710263127334,3,3
2021,18,36003,2088.8440457036895,4510.4896694027075,3,3
2021,18,71000,892.144844628646,1310.4897554141614,1,1
2021,19,12000,1469.4678856071262,4045.0656352555084,1,1
2021,19,19000,1937.5768001966085,6517.571884984026,1,1
2021,19,21000,2070.2896345032664,4648.200613453839,1,1
2021,19,73335,2289.582868090408,5238.537393777695,1,1
2021,20,36000,337.7315483643135,348.0047513563838,3,3
2021,20,38900,14.776505356483192,262.81070241173677,3,3
2021,20,52575,1018.248669293639,2388.502126992497,1,1
2021,20,53775,1025.3573641862442,3766.4725555572627,1,1
2021,20,71000,1613.539218624312,4640.3053579596535,2,2
2021,20,79000,1598.4327401197243,4020.792044077917,1,1
2021,21,46027,1310.0817167360606,4380.527393466396,3,3
2021,21,48006,10.947862786786406,59.49925427601307,3,3
2021,22,05000,2112.716647675125,6312.433769769309,2,2
2021,22,40735,456.4420383933894,856.5432885056626,3,3
2021,22,41155,1203.2021475480562,3419.0594889986096,1,1
2021,22,55000,0.5208686004781574,3.1252116028689443,3,3
2021,22,70000,78.68028346024269,14.78555662340131,3,3
2021,24,04000,NA,NA,NA,NA
2021,24,30325,NA,NA,NA,NA
2021,25,07000,1951.8024297948616,3178.590219585205,3,3
2021,25,09000,1629.308359560912,2737.5834804636524,1,1
2021,25,11000,1018.0337405468296,3624.7134106696776,1,1
2021,25,23000,1919.88343564855,1986.3079741587117,1,1
2021,25,34550,1082.0292033987107,1694.799425955033,1,1
2021,25,37000,1249.9564475105396,2522.5601895404343,1,1
2021,25,37490,1275.0291820059263,1414.7037402851356,1,1
2021,25,45000,2454.415855008025,3352.6403413452435,1,1
2021,25,45560,182.7473010930996,1085.203108960258,1,1
2021,25,55745,911.0439210693825,2258.712603437301,2,2
2021,25,62535,480.1012306470822,1680.974593092497,1,1
2021,25,67000,2972.972972972973,4419.978172947294,1,1
2021,25,82000,1402.8754040624526,3531.714303933447,1,1
2021,26,03000,792.7907374664917,2177.9338553421712,1,1
2021,26,21000,1072.3711626614806,2568.8753067555676,1,1
2021,26,22000,3993.755207865465,6636.640450517147,1,1
2021,26,27440,826.2785227286296,1239.4177840929444,1,1
2021,26,29000,2808.7190320722107,2883.1380833493376,1,1
2021,26,34000,2653.4181079359946,3869.4417208300906,1,1
2021,26,46000,2719.3816465948307,4130.572575533488,1,1
2021,26,49000,855.2479694419376,2266.669465024031,1,1
2021,26,69035,NA,NA,NA,NA
2021,26,74900,1818.9931229985825,3199.643025880624,1,1
2021,26,76460,1171.8458623621907,1557.488326296788,1,1
2021,26,80700,582.1980854197349,1737.3895434462445,1,1
2021,26,84000,1398.6013986013986,2659.788770899882,1,1
2021,26,86000,1887.925047963183,2206.894928261202,1,1
2021,26,88940,2195.10603588907,2504.4045676998367,1,1
2021,27,06616,714.4773916543674,5202.602978666309,1,1
2021,27,07966,1514.4227949370652,4615.998216946051,1,1
2021,27,17000,1168.2485497803048,5873.5339230316795,1,1
2021,27,43000,1925.2348320712508,6844.416842511368,1,1
2021,27,51730,407.32688607341873,2507.6842342004647,1,1
2021,27,54880,869.4417532489226,3318.2440784418536,1,1
2021,27,58000,1411.7791387275586,6335.088506574636,1,1
2021,27,71428,290.4855838084687,2926.4733699029916,3,3
2021,28,36000,0.6377429003271621,0.6377429003271621,3,3
2021,29,15670,1778.1602354795646,4449.019639381705,3,3
2021,29,35000,1115.110856581854,5173.034443262702,1,1
2021,29,38000,2165.353155709246,6084.198672097127,1,1
2021,29,41348,727.3845909578057,2529.4724725122055,1,1
2021,29,54074,828.1755908460167,2145.327195436224,3,3
2021,29,65000,1767.248924161209,8812.135263402986,1,1
2021,29,70000,2944.194350041221,8967.218851384614,3,3
2021,30,06550,2235.303269973809,7110.442652283276,1,1
2021,31,28000,1793.2737535277518,5313.416523712025,1,1
2021,31,37000,13.727848477335732,26.431230650392678,3,3
2021,32,31900,1243.0522088353414,2856.867469879518,1,1
2021,32,40000,6325.596342704471,10590.81328195644,2,2
2021,32,51800,1092.290034586617,2798.5117740854575,3,3
2021,32,60600,1672.097971244224,5526.079880575423,2,2
2021,32,68400,1789.5229186155284,4466.791393826005,3,3
2021,33,45140,2090.124640460211,4007.6701821668266,1,1
2021,33,50260,1129.5072745121831,2332.917857024675,1,1
2021,34,13690,NA,NA,NA,NA
2021,34,21000,1170.3444009074035,3551.542291488672,1,1
2021,34,36000,306.11605246111736,1165.2608777416365,3,3
2021,34,51000,1187.2769365903994,2116.5921625354695,2,2
2021,34,57000,NA,NA,NA,NA
2021,34,74000,NA,NA,NA,NA
2021,35,02000,2239.5862971604165,7529.128492573835,1,1
2021,35,39380,2123.092037040406,7056.0518129059255,1,1
2021,35,63460,NA,NA,NA,NA
2021,35,70500,75.91878990050037,126.53131650083395,3,3
2021,36,01000,NA,NA,NA,NA
2021,36,11000,2715.1091804312146,6093.960023332404,2,2
2021,36,50617,509.3883621490983,1902.4601846687735,1,1
2021,36,51000,0,0.045787299450197556,3,3
2021,36,63000,NA,NA,NA,NA
2021,36,73000,NA,NA,NA,NA
2021,36,84000,604.1100462499404,1539.1217279359178,1,1
2021,37,02140,2524.8734882923063,8180.375675443863,1,1
2021,37,10740,420.15582478161804,1685.2852222863237,1,1
2021,37,12000,1.2718659777007206,18.152996227183014,3,3
2021,37,14100,259.3452021137609,1662.3442466314375,1,1
2021,37,19000,1715.4772738672764,5647.675076852523,1,1
2021,37,22920,1935.2796443114291,5130.049832851312,1,1
2021,37,25580,2191.6636261842154,6100.675616169495,3,3
2021,37,28000,2344.297303059736,5780.704812121171,1,1
2021,37,28080,2144.2805898764445,4248.704663212436,3,3
2021,37,31400,1008.4137589705518,4190.971117474458,1,1
2021,37,55000,1614.3862541349447,3299.3018460946005,3,3
2021,37,74440,1662.4129130164863,4832.896461336828,1,1
2021,37,75000,3713.742905891891,6267.01678384298,2,2
2021,38,25700,2588.4348570559855,6796.34178541995,1,1
2021,39,01000,2784.0591592987366,6133.703775269867,3,3
2021,39,15000,2105.5257496825025,4962.677863307674,2,2
2021,39,16000,5582.069086941559,6997.527083372236,2,2
2021,39,18000,2142.1978460000246,5802.528105212644,3,3
2021,39,21000,2804.5890648479945,5412.669055600509,2,2
2021,39,61000,442.63105835806135,1107.8140454995055,1,1
2021,39,77000,4538.89056709424,3964.575950253082,2,2
2021,40,09050,850.546780072904,2907.291287882147,3,3
2021,40,23200,621.2441992258506,2729.8389683710784,1,1
2021,40,41850,1616.4915010904467,1706.3574692866616,1,1
2021,40,52500,1237.4249473140085,4970.376555727861,3,3
2021,40,55000,1436.162232260767,5563.271799792924,3,3
2021,40,75000,2738.0848017299318,6825.974304277101,1,1
2021,41,05350,636.119262101656,3392.978064145446,1,1
2021,41,05800,714.1237814554522,2948.207992415655,1,1
2021,41,23850,1251.7457496046816,6047.507473539629,2,2
2021,41,31250,736.6595424126695,3966.224028590449,1,1
2021,41,34100,722.3182165821602,3673.9087329688696,1,1
2021,41,47000,1074.280867905859,5432.657196032699,1,1
2021,41,59000,1354.0366144603631,7708.722202306636,1,1
2021,41,64900,1075.818201649894,7016.355421859662,1,1
2021,42,02000,NA,NA,NA,NA
2021,42,06088,NA,NA,NA,NA
2021,42,24000,237.6067660358399,596.6337296935187,3,3
2021,42,60000,1698.3902834616576,4197.161312947556,3,3
2021,42,61000,NA,NA,NA,NA
2021,42,63624,NA,NA,NA,NA
2021,42,69000,1056.7597088975747,2811.0071459591773,3,3
2021,44,19180,498.46347424202094,2158.395237980013,1,1
2021,44,54640,1206.1170212765958,2909.574468085106,1,1
2021,44,59000,1217.0836599368683,4045.8233586848296,1,1
2021,44,74300,505.64923910676697,2100.0169356204483,1,1
2021,45,13330,1246.5523768319722,3620.0043264290734,1,1
2021,45,16000,1180.832774847752,6420.641627087037,3,3
2021,45,48535,403.8245219347582,1730.0337457817773,1,1
2021,45,50875,3518.3600775261475,7891.428471652321,1,1
2021,46,59020,1664.394635893859,4102.336493041245,1,1
2021,47,14000,2935.3545546788796,8644.713423120214,2,2
2021,47,15160,1967.3675069411318,3394.733301532553,2,2
2021,47,27740,607.1310299150016,1477.9654364597516,2,2
2021,47,40000,2313.8391984746936,5578.3541689773365,3,3
2021,47,48000,4469.524820268111,8461.078722488286,3,3
2021,47,51560,2026.5825333959858,3876.619453581258,3,3
2021,47,52006,2788.1215153974385,5824.981029699141,1,1
2021,48,01000,2217.1924063949505,3278.7669158550775,3,3
2021,48,01924,NA,NA,NA,NA
2021,48,03000,2637.607238572448,5165.917223550314,2,2
2021,48,04000,2097.607977486847,4058.587218075778,1,1
2021,48,05000,2082.764344344726,5384.911788181543,2,2
2021,48,06128,1392.0017445452672,4257.175048156718,1,1
2021,48,07000,3756.9666037752254,4969.872970881553,1,1
2021,48,10768,1707.8380836055076,3188.6101082061246,3,3
2021,48,10912,1583.2590019247923,2416.5532134641567,1,1
2021,48,13024,655.3109873047766,1878.405942704052,1,1
2021,48,13552,743.9022758593007,1713.9187326902234,1,1
2021,48,15976,983.8659740617152,3240.5655509305443,1,1
2021,48,16432,1327.1920846127603,3137.7231889002614,1,1
2021,48,17000,2452.477936184657,5317.316637751125,2,2
2021,48,19000,2101.613626417912,4919.941641498217,3,3
2021,48,19972,1589.07404226078,3635.543721010136,1,1
2021,48,22660,2316.750878400956,4220.374851912231,2,2
2021,48,24000,1174.9051959284147,2269.0883285654095,1,1
2021,48,26232,274.4836775483011,1227.1818787475015,1,1
2021,48,27000,1399.6074714712336,3800.129668706362,2,2
2021,48,27684,545.2003727865797,1811.639225432329,1,1
2021,48,29000,1269.407324288483,3135.3667244721,1,1
2021,48,30464,757.6839871015144,2650.1081676803133,3,3
2021,48,35000,2799.517548602705,6128.929292788346,3,3
2021,48,37000,1456.0318509426243,3868.0640795644103,2,2
2021,48,39148,1848.9892192268226,2851.1080609266933,1,1
2021,48,41464,1354.1580780299728,2041.6416369254446,2,2
2021,48,41980,716.1568928983344,1719.3129900667875,1,1
2021,48,42508,1295.456816592022,3306.776165774867,1,1
2021,48,43888,1211.4631498041895,3692.949601668964,1,1
2021,48,45000,2815.639222500068,6713.3135318955765,3,3
2021,48,45384,1859.9277164455655,3067.471695986361,1,1
2021,48,45744,706.4637739315923,1608.2874853480048,1,1
2021,48,47892,1486.1726549570233,4390.448988308152,3,3
2021,48,48072,1875.1194891599434,2593.966275379498,1,1
2021,48,48768,459.49525852469196,643.5277982909589,1,1
2021,48,50820,1289.5635586928463,2310.706004637403,1,1
2021,48,53388,2309.1264204545455,3931.107954545455,1,1
2021,48,56000,1513.5163591376906,3555.4473427917137,1,1
2021,48,56348,774.0051709091503,2157.264148635092,1,1
2021,48,57200,1646.8979834677266,2711.4953732420217,1,1
2021,48,58016,580.4784872121086,2774.4603640925507,1,1
2021,48,61796,514.2186637217008,2899.8136388735506,1,1
2021,48,63500,1219.6882830084512,3364.335159468297,1,1
2021,48,64472,2097.5644108208166,4374.2014667860485,1,1
2021,48,65000,2293.2786816679913,6308.503074156176,3,3
2021,48,70808,578.5693557748114,2044.9434126523506,1,1
2021,48,72176,1526.1223125765846,2714.34406446103,2,2
2021,48,74144,1628.472056791653,4039.2586592977273,2,2
2021,48,76000,2130.847953216374,4785.087719298245,3,3
2021,48,79000,2850.9306475044605,5372.3077523083375,3,3
2021,49,43660,1037.621509312622,2778.945806228203,1,1
2021,49,44320,NA,NA,NA,NA
2021,49,55980,2279.642317965393,5715.944721867379,1,1
2021,49,57300,865.2593710587797,2982.405359025782,1,1
2021,49,62470,592.7530870721696,2324.3319417287607,1,1
2021,49,65330,979.8115746971736,3188.1561238223417,1,1
2021,49,67000,3037.8653597987477,10995.06409644846,2,2
2021,49,67440,240.98387900947316,1186.222369951803,1,1
2021,49,70850,514.4345848155838,2656.809976592565,1,1
2021,49,82950,983.2392606316515,3790.7708216640094,1,1
2021,49,83470,1664.74121167328,4786.848544427781,1,1
2021,51,01000,1130.9542624142618,3088.788443910611,1,1
2021,51,16000,1549.9328402893532,3231.3530658812483,1,1
2021,51,35000,1618.305203732413,4090.0049726504226,2,2
2021,51,47672,1952.5660668836185,3602.497055955833,1,1
2021,51,56000,1911.7194127595653,3349.561514894445,1,1
2021,51,57000,1986.1164674122638,4903.670417009004,1,1
2021,51,64000,2137.4186795821615,6268.598518275288,1,1
2021,51,67000,1418.8482603378295,4725.8015916623835,1,1
2021,51,68000,2817.8915021390267,5817.550061258511,1,1
2021,51,76432,1845.220225586482,3380.580692198825,1,1
2021,51,82000,939.129218761608,2630.348426117319,1,1
2021,53,03180,1335.1933041052212,6783.81356528263,1,1
2021,53,05210,481.37113781675765,4401.298831720952,1,1
2021,53,05280,1231.4318846982164,9177.756916450384,1,1
2021,53,22640,1020.4820804433256,7428.602473786197,1,1
2021,53,23515,996.0718294051627,6623.777457110791,1,1
2021,53,35275,1246.960833874967,5681.134301051972,1,1
2021,53,35415,1342.5754318333456,7423.826821854846,1,1
2021,53,35940,463.69032032818365,3717.1598149602864,1,1
2021,53,53545,928.0347653079923,3616.5868216445456,1,1
2021,53,57745,736.8511010036748,6411.3642190422825,1,1
2021,53,63000,1589.1379980001486,7668.43788478543,1,1
2021,53,67000,2498.792693246614,8884.448559871338,1,1
2021,53,67167,1116.678737105835,7024.016911663959,1,1
2021,53,70000,2052.619954723649,11377.983914011742,1,1
2021,53,74060,2282.152168256952,8096.914475046593,2,2
2021,53,80010,1675.565620260528,4667.2760891695925,3,3
2021,55,02375,1323.0415239726028,3450.0749143835615,1,1
2021,55,31000,1055.25620313215,2800.6312860117855,2,2
2021,55,39225,954.7713468199388,1857.3364790924152,3,3
2021,55,48000,726.6987383545492,3881.3774501124517,3,3
2021,55,53000,2478.9086091615677,5668.300478382838,3,3
2021,55,66000,1001.222572550029,2168.457628209253,1,1
2022,01,03076,905.2961127054526,2168.0146099660838,2,2
2022,01,07000,3026.4779400392154,8354.99498580559,2,2
2022,01,35896,776.1291374531224,2466.4383933909453,1,1
2022,01,37000,1313.8007208464132,2520.172073014766,3,3
2022,01,50000,3987.848601301015,6061.744563000494,1,1
2022,01,51000,12.511322747086112,32.5294391424239,3,3
2022,01,77256,2694.783405956691,4739.264818473113,1,1
2022,02,03000,0,0.6880560352835134,3,3
2022,04,04720,1655.5697536261123,4247.091263703006,1,1
2022,04,07940,794.3856400328276,1987.5423496980284,1,1
2022,04,12000,889.2742854240288,3136.224774869566,1,1
2022,04,23620,2076.7423237985217,4337.267154127886,1,1
2022,04,27400,766.2749235782943,2270.38878724272,1,1
2022,04,27820,921.0627088514731,2377.02704336855,1,1
2022,04,28380,658.1780156240388,3041.766623608292,1,1
2022,04,46000,1268.59889946165,2693.339160491865,2,2
2022,04,54050,821.2575538966605,2626.3513372226753,1,1
2022,04,55000,0.6213279518048335,4.784225228897218,3,3
2022,04,65000,728.7860079738252,3618.9858524883907,2,2
2022,04,71510,686.1687879058458,1990.5076550061474,1,1
2022,04,73000,2340.2668434573634,7531.836137123284,1,1
2022,04,77000,12.38371781388566,65.61522125267774,3,3
2022,04,85540,998.81637145171,3345.308054903752,2,2
2022,05,23290,1705.9207341457768,6712.129822567405,1,1
2022,05,24550,3297.3184795387115,7934.837373341544,3,3
2022,05,35710,2398.601666262647,6073.055282665,1,1
2022,05,41000,4625.206460354667,9441.790542879466,1,1
2022,05,66080,1708.090652211522,4133.556311631393,1,1
2022,06,00562,816.0897311931928,5487.0108940888285,1,1
2022,06,00884,597.8492010450209,3978.3704963849564,1,1
2022,06,02000,1116.9337762272012,4207.0115899524935,1,1
2022,06,02252,1225.0469499895667,3587.3269805940045,1,1
2022,06,02364,NA,NA,NA,NA
2022,06,03526,451.12670378239073,1788.4304797425807,1,1
2022,06,04982,NA,NA,NA,NA
2022,06,06000,45.310376076121436,427.56518515467315,3,3
2022,06,08786,NA,NA,NA,NA
2022,06,08954,644.8035041216667,4346.313998627677,1,1
2022,06,11194,614.405856464334,3011.895943178352,1,1
2022,06,11530,9.526329716856312,28.57898915056893,3,3
2022,06,13014,14.592859227551317,112.85144469306353,3,3
2022,06,13210,770.2619549929676,4224.903305203938,1,1
2022,06,13214,NA,NA,NA,NA
2022,06,13392,737.7681517404736,2108.995556006273,1,1
2022,06,13588,843.5961297875515,3446.6927588462822,1,1
2022,06,14218,617.7087565398359,2858.872204764234,1,1
2022,06,15044,NA,NA,NA,NA
2022,06,16000,1223.931459838249,4178.965977905237,1,1
2022,06,16350,272.8202796407866,1488.5124979475327,1,1
2022,06,16532,NA,NA,NA,NA
2022,06,17918,687.9052176597716,3172.275393640012,1,1
2022,06,19766,NA,NA,NA,NA
