year,state,county,rate_juv_arrest_quality,subgroup,rate_juv_arrest,subgroup_type
2021,13,189,3,asian_other,0,race-ethnicity
2021,13,189,3,hispanic,0,race-ethnicity
2021,13,189,3,male,227.44503411675512,sex
2021,13,189,3,female,0,sex
2021,13,189,3,1014,0,age
2021,13,189,3,1517,333.70411568409344,age
2021,13,191,3,all,691.0167818361303,NA
2021,13,191,3,white,559.7014925373134,race-ethnicity
2021,13,191,3,black,1092.896174863388,race-ethnicity
2021,13,191,3,asian_other,0,race-ethnicity
2021,13,191,3,hispanic,0,race-ethnicity
2021,13,191,3,male,946.3722397476341,sex
2021,13,191,3,female,0,sex
2021,13,191,3,1014,0,age
2021,13,191,3,1517,3043.4782608695655,age
2021,13,193,3,all,707.9646017699115,NA
2021,13,193,3,white,257.7319587628866,race-ethnicity
2021,13,193,3,black,1088.6469673405911,race-ethnicity
2021,13,193,3,asian_other,0,race-ethnicity
2021,13,193,3,hispanic,862.0689655172414,race-ethnicity
2021,13,193,3,male,684.931506849315,sex
2021,13,193,3,female,183.15018315018315,sex
2021,13,193,3,1014,745.156482861401,age
2021,13,193,3,1517,653.5947712418301,age
2021,13,195,3,all,1007.7742585660812,NA
2021,13,195,3,white,890.3133903133903,race-ethnicity
2021,13,195,3,black,4273.504273504273,race-ethnicity
2021,13,195,3,asian_other,0,race-ethnicity
2021,13,195,3,hispanic,990.0990099009902,race-ethnicity
2021,13,195,3,male,1381.3813813813815,sex
2021,13,195,3,female,387.16814159292034,sex
2021,13,195,3,1014,432.9004329004329,age
2021,13,195,3,1517,2149.6130696474634,age
2021,13,197,3,all,462.96296296296293,NA
2021,13,197,3,white,664.4518272425249,race-ethnicity
2021,13,197,3,black,456.62100456621005,race-ethnicity
2021,13,197,3,asian_other,0,race-ethnicity
2021,13,197,3,hispanic,0,race-ethnicity
2021,13,197,3,male,682.5938566552901,sex
2021,13,197,3,female,0,sex
2021,13,197,3,1014,0,age
2021,13,197,3,1517,1045.2961672473868,age
2021,13,199,3,all,424.1309354483391,NA
2021,13,199,3,white,297.1645242075463,race-ethnicity
2021,13,199,3,black,581.8987818571691,race-ethnicity
2021,13,199,3,asian_other,0,race-ethnicity
2021,13,199,3,hispanic,0,race-ethnicity
2021,13,199,3,male,689.7329612881247,sex
2021,13,199,3,female,66.80693244404021,sex
2021,13,199,3,1014,118.48885463504378,age
2021,13,199,3,1517,1028.1762056872462,age
2021,13,201,NA,all,NA,NA
2021,13,201,NA,white,NA,race-ethnicity
2021,13,201,NA,black,NA,race-ethnicity
2021,13,201,NA,asian_other,NA,race-ethnicity
2021,13,201,NA,hispanic,NA,race-ethnicity
2021,13,201,NA,male,NA,sex
2021,13,201,NA,female,NA,sex
2021,13,201,NA,1014,NA,age
2021,13,201,NA,1517,NA,age
2021,13,205,3,all,863.9308855291578,NA
2021,13,205,3,white,429.55326460481103,race-ethnicity
2021,13,205,3,black,1447.8764478764479,race-ethnicity
2021,13,205,3,asian_other,0,race-ethnicity
2021,13,205,3,hispanic,826.4462809917355,race-ethnicity
2021,13,205,3,male,1064.7010647010648,sex
2021,13,205,3,female,365.6307129798903,sex
2021,13,205,3,1014,274.16038382453735,age
2021,13,205,3,1517,1869.1588785046727,age
2021,13,207,3,all,137.83597518952448,NA
2021,13,207,3,white,98.57072449482504,race-ethnicity
2021,13,207,3,black,332.22591362126246,race-ethnicity
2021,13,207,3,asian_other,0,race-ethnicity
2021,13,207,3,hispanic,0,race-ethnicity
2021,13,207,3,male,136.6120218579235,sex
2021,13,207,3,female,69.54102920723227,sex
2021,13,207,3,1014,0,age
2021,13,207,3,1517,351.493848857645,age
2021,13,209,3,all,445.4070012785515,NA
2021,13,209,3,white,101.88701759041125,race-ethnicity
2021,13,209,3,black,1407.8042718982788,race-ethnicity
2021,13,209,3,asian_other,0,race-ethnicity
2021,13,209,3,hispanic,0,race-ethnicity
2021,13,209,3,male,361.51023278375555,sex
2021,13,209,3,female,337.04338001247925,sex
2021,13,209,3,1014,355.86163539650937,age
2021,13,209,3,1517,595.1692856805731,age
2021,13,211,3,all,229.5684113865932,NA
2021,13,211,3,white,69.68641114982579,race-ethnicity
2021,13,211,3,black,603.3182503770739,race-ethnicity
2021,13,211,3,asian_other,0,race-ethnicity
2021,13,211,3,hispanic,0,race-ethnicity
2021,13,211,3,male,475.73739295908655,sex
2021,13,211,3,female,0,sex
2021,13,211,3,1014,0,age
2021,13,211,3,1517,609.0133982947624,age
2021,13,213,1,all,403.05473058973274,NA
2021,13,213,1,white,398.75941515285774,race-ethnicity
2021,13,213,NA,black,NA,race-ethnicity
2021,13,213,1,asian_other,0,race-ethnicity
2021,13,213,1,hispanic,78.49293563579279,race-ethnicity
2021,13,213,1,male,602.6689625484288,sex
2021,13,213,1,female,83.6470096194061,sex
2021,13,213,1,1014,34.50655624568668,age
2021,13,213,1,1517,991.1894273127754,age
2021,13,215,2,all,212.60234314922874,NA
2021,13,215,2,white,181.4176493456006,race-ethnicity
2021,13,215,2,black,322.95948326482676,race-ethnicity
2021,13,215,2,asian_other,0,race-ethnicity
2021,13,215,2,hispanic,0,race-ethnicity
2021,13,215,2,male,252.50326512842838,sex
2021,13,215,2,female,131.80192054227075,sex
2021,13,215,2,1014,98.29389875728428,age
2021,13,215,2,1517,419.63377416073246,age
2021,13,217,3,all,1542.6569574547982,NA
2021,13,217,3,white,764.3425199543152,race-ethnicity
2021,13,217,3,black,2623.5041423749617,race-ethnicity
2021,13,217,3,asian_other,0,race-ethnicity
2021,13,217,3,hispanic,546.0218408736349,race-ethnicity
2021,13,217,3,male,2036.0219263899764,sex
2021,13,217,3,female,535.6985022269814,sex
2021,13,217,3,1014,939.9773499433747,age
2021,13,217,3,1517,2516.250249501243,age
2021,13,219,3,all,591.2786400591278,NA
2021,13,219,3,white,366.8883283650539,race-ethnicity
2021,13,219,3,black,13846.153846153848,race-ethnicity
2021,13,219,3,asian_other,101.41987829614604,race-ethnicity
2021,13,219,3,hispanic,0,race-ethnicity
2021,13,219,3,male,1035.8565737051792,sex
2021,13,219,3,female,206.7539627842867,sex
2021,13,219,3,1014,452.7813712807244,age
2021,13,219,3,1517,775.8620689655172,age
2021,13,221,1,all,443.7869822485207,NA
2021,13,221,1,white,295.56650246305423,race-ethnicity
2021,13,221,1,black,906.344410876133,race-ethnicity
2021,13,221,NA,asian_other,NA,race-ethnicity
2021,13,221,1,hispanic,0,race-ethnicity
2021,13,221,1,male,625,sex
2021,13,221,1,female,181.15942028985506,sex
2021,13,221,1,1014,0,age
2021,13,221,1,1517,1204.8192771084339,age
2021,13,223,2,all,907.3842302878597,NA
2021,13,223,2,white,614.7004969918912,race-ethnicity
2021,13,223,2,black,2405.3452115812916,race-ethnicity
2021,13,223,2,asian_other,38.61003861003861,race-ethnicity
2021,13,223,2,hispanic,0,race-ethnicity
2021,13,223,2,male,1102.0479000347102,sex
2021,13,223,2,female,580.7522123893806,sex
2021,13,223,2,1014,772.1202003338899,age
2021,13,223,2,1517,1150.575287643822,age
2021,13,225,1,all,2858.2351286571943,NA
2021,13,225,1,white,1248.8937542456974,race-ethnicity
2021,13,225,1,black,5110.960190305459,race-ethnicity
2021,13,225,1,asian_other,49.398365127531115,race-ethnicity
2021,13,225,1,hispanic,0,race-ethnicity
2021,13,225,1,male,3869.4569392615417,sex
2021,13,225,1,female,1113.4481008752878,sex
2021,13,225,1,1014,1175.2662176832498,age
2021,13,225,1,1517,5372.054740415243,age
2021,13,227,3,all,313.2832080200501,NA
2021,13,227,3,white,354.4842254519674,race-ethnicity
2021,13,227,3,black,0,race-ethnicity
2021,13,227,3,asian_other,0,race-ethnicity
2021,13,227,3,hispanic,0,race-ethnicity
2021,13,227,3,male,349.65034965034965,sex
2021,13,227,3,female,203.25203252032523,sex
2021,13,227,3,1014,50.735667174023334,age
2021,13,227,3,1517,737.1007371007371,age
2021,13,229,3,all,2063.0352802017046,NA
2021,13,229,3,white,1770.8708398638819,race-ethnicity
2021,13,229,3,black,3928.0615435441814,race-ethnicity
2021,13,229,3,asian_other,0,race-ethnicity
2021,13,229,3,hispanic,0,race-ethnicity
2021,13,229,3,male,2436.5440019008583,sex
2021,13,229,3,female,673.3723907986514,sex
2021,13,229,3,1014,1079.109086634657,age
2021,13,229,3,1517,4291.143448630189,age
2021,13,231,3,all,1222.0817530552044,NA
2021,13,231,3,white,1085.9301227573183,race-ethnicity
2021,13,231,3,black,3296.703296703297,race-ethnicity
2021,13,231,3,asian_other,0,race-ethnicity
2021,13,231,3,hispanic,1265.8227848101264,race-ethnicity
2021,13,231,3,male,2081.598667776853,sex
2021,13,231,3,female,170.64846416382252,sex
2021,13,231,3,1014,610.5834464043419,age
2021,13,231,3,1517,2224.694104560623,age
2021,13,233,2,all,478.0876494023904,NA
2021,13,233,2,white,267.0940170940171,race-ethnicity
2021,13,233,2,black,998.3361064891847,race-ethnicity
2021,13,233,2,asian_other,148.14814814814815,race-ethnicity
2021,13,233,2,hispanic,0,race-ethnicity
2021,13,233,2,male,689.6551724137931,sex
2021,13,233,2,female,220.7505518763797,sex
2021,13,233,2,1014,128.6587327114828,age
2021,13,233,2,1517,1046.5724751439036,age
2021,13,235,3,all,272.10884353741494,NA
2021,13,235,3,white,561.7977528089888,race-ethnicity
2021,13,235,3,black,0,race-ethnicity
2021,13,235,NA,asian_other,NA,race-ethnicity
2021,13,235,3,hispanic,0,race-ethnicity
2021,13,235,3,male,381.6793893129771,sex
2021,13,235,3,female,0,sex
2021,13,235,3,1014,0,age
2021,13,235,3,1517,653.5947712418301,age
2021,13,237,1,all,2195.4369349978474,NA
2021,13,237,1,white,2293.5779816513764,race-ethnicity
2021,13,237,1,black,2419.3548387096776,race-ethnicity
2021,13,237,1,asian_other,0,race-ethnicity
2021,13,237,1,hispanic,1038.0622837370242,race-ethnicity
2021,13,237,1,male,3156.1461794019933,sex
2021,13,237,1,female,804.289544235925,sex
2021,13,237,1,1014,884.9557522123894,age
2021,13,237,1,1517,4449.648711943794,age
2021,13,239,NA,all,NA,NA
2021,13,239,NA,white,NA,race-ethnicity
2021,13,239,NA,black,NA,race-ethnicity
2021,13,239,NA,asian_other,NA,race-ethnicity
2021,13,239,NA,hispanic,NA,race-ethnicity
2021,13,239,NA,male,NA,sex
2021,13,239,NA,female,NA,sex
2021,13,239,NA,1014,NA,age
2021,13,239,NA,1517,NA,age
2021,13,241,3,all,215.98272138228944,NA
2021,13,241,3,white,89.20606601248885,race-ethnicity
2021,13,241,NA,black,NA,race-ethnicity
2021,13,241,3,asian_other,0,race-ethnicity
2021,13,241,3,hispanic,0,race-ethnicity
2021,13,241,3,male,451.1278195488722,sex
2021,13,241,3,female,0,sex
2021,13,241,3,1014,0,age
2021,13,241,3,1517,548.4460694698355,age
2021,13,243,NA,all,NA,NA
2021,13,243,NA,white,NA,race-ethnicity
2021,13,243,NA,black,NA,race-ethnicity
2021,13,243,NA,asian_other,NA,race-ethnicity
2021,13,243,NA,hispanic,NA,race-ethnicity
2021,13,243,NA,male,NA,sex
2021,13,243,NA,female,NA,sex
2021,13,243,NA,1014,NA,age
2021,13,243,NA,1517,NA,age
2021,13,245,3,all,334.0046171226484,NA
2021,13,245,3,white,252.8199144301828,race-ethnicity
2021,13,245,3,black,416.53810552298677,race-ethnicity
2021,13,245,3,asian_other,44.38526409232135,race-ethnicity
2021,13,245,3,hispanic,0,race-ethnicity
2021,13,245,3,male,412.9793510324484,sex
2021,13,245,3,female,166.84659927372658,sex
2021,13,245,3,1014,196.89690478065683,age
2021,13,245,3,1517,561.21117201775,age
2021,13,247,3,all,60.19434173187721,NA
2021,13,247,3,white,31.877590054191902,race-ethnicity
2021,13,247,3,black,44.12413590233858,race-ethnicity
2021,13,247,3,asian_other,118.13349084465446,race-ethnicity
2021,13,247,3,hispanic,0,race-ethnicity
2021,13,247,3,male,101.38560324433931,sex
2021,13,247,3,female,17.51006828926633,sex
2021,13,247,3,1014,69.60879855213699,age
2021,13,247,3,1517,44.9842555105713,age
2021,13,249,1,all,179.53321364452424,NA
2021,13,249,1,white,0,race-ethnicity
2021,13,249,1,black,621.1180124223602,race-ethnicity
2021,13,249,NA,asian_other,NA,race-ethnicity
2021,13,249,NA,hispanic,NA,race-ethnicity
2021,13,249,1,male,0,sex
2021,13,249,1,female,316.4556962025316,sex
2021,13,249,1,1014,0,age
2021,13,249,1,1517,392.156862745098,age
2021,13,251,3,all,0,NA
2021,13,251,3,white,0,race-ethnicity
2021,13,251,3,black,0,race-ethnicity
2021,13,251,3,asian_other,0,race-ethnicity
2021,13,251,3,hispanic,0,race-ethnicity
2021,13,251,3,male,0,sex
2021,13,251,3,female,0,sex
2021,13,251,3,1014,0,age
2021,13,251,3,1517,0,age
2021,13,253,1,all,1036.8663594470047,NA
2021,13,253,1,white,681.4310051107326,race-ethnicity
2021,13,253,1,black,1779.3594306049824,race-ethnicity
2021,13,253,NA,asian_other,NA,race-ethnicity
2021,13,253,NA,hispanic,NA,race-ethnicity
2021,13,253,1,male,1182.0330969267138,sex
2021,13,253,1,female,224.71910112359552,sex
2021,13,253,1,1014,0,age
2021,13,253,1,1517,3501.9455252918287,age
2021,13,255,3,all,3388.6487240273323,NA
2021,13,255,3,white,1239.4645513138325,race-ethnicity
2021,13,255,3,black,7701.516360734238,race-ethnicity
2021,13,255,3,asian_other,0,race-ethnicity
2021,13,255,3,hispanic,509.3378607809848,race-ethnicity
2021,13,255,3,male,5267.629566694987,sex
2021,13,255,3,female,1043.956043956044,sex
2021,13,255,3,1014,1407.1923162832254,age
2021,13,255,3,1517,6681.5144766147,age
2021,13,257,3,all,302.34315948601665,NA
2021,13,257,3,white,304.2155584528466,race-ethnicity
2021,13,257,3,black,377.35849056603774,race-ethnicity
2021,13,257,3,asian_other,0,race-ethnicity
2021,13,257,NA,hispanic,NA,race-ethnicity
2021,13,257,3,male,238.47376788553257,sex
2021,13,257,3,female,144.0922190201729,sex
2021,13,257,3,1014,0,age
2021,13,257,3,1517,845.6659619450318,age
2021,13,259,NA,all,NA,NA
2021,13,259,NA,white,NA,race-ethnicity
2021,13,259,NA,black,NA,race-ethnicity
2021,13,259,NA,asian_other,NA,race-ethnicity
2021,13,259,NA,hispanic,NA,race-ethnicity
2021,13,259,NA,male,NA,sex
2021,13,259,NA,female,NA,sex
2021,13,259,NA,1014,NA,age
2021,13,259,NA,1517,NA,age
2021,13,261,3,all,2715.09167842031,NA
2021,13,261,3,white,802.8545941123996,race-ethnicity
2021,13,261,3,black,4611.149346180317,race-ethnicity
2021,13,261,3,asian_other,0,race-ethnicity
2021,13,261,3,hispanic,0,race-ethnicity
2021,13,261,3,male,3719.00826446281,sex
2021,13,261,3,female,922.509225092251,sex
2021,13,261,3,1014,814.9010477299184,age
2021,13,261,3,1517,5635.062611806798,age
2021,13,263,3,all,124.46180982013703,NA
2021,13,263,3,white,0,race-ethnicity
2021,13,263,3,black,194.38006180733166,race-ethnicity
2021,13,263,NA,asian_other,NA,race-ethnicity
2021,13,263,NA,hispanic,NA,race-ethnicity
2021,13,263,3,male,292.43018148005643,sex
2021,13,263,3,female,0,sex
2021,13,263,3,1014,59.3793540112244,age
2021,13,263,3,1517,275.37175422705315,age
2021,13,265,3,all,0,NA
2021,13,265,NA,white,NA,race-ethnicity
2021,13,265,3,black,0,race-ethnicity
2021,13,265,NA,asian_other,NA,race-ethnicity
2021,13,265,NA,hispanic,NA,race-ethnicity
2021,13,265,3,male,0,sex
2021,13,265,3,female,0,sex
2021,13,265,3,1014,0,age
2021,13,265,NA,1517,NA,age
2021,13,267,3,all,260.41666666666663,NA
2021,13,267,3,white,162.60162601626016,race-ethnicity
2021,13,267,3,black,847.457627118644,race-ethnicity
2021,13,267,3,asian_other,0,race-ethnicity
2021,13,267,3,hispanic,0,race-ethnicity
2021,13,267,3,male,497.51243781094524,sex
2021,13,267,3,female,0,sex
2021,13,267,3,1014,134.77088948787062,age
2021,13,267,3,1517,487.8048780487805,age
2021,13,269,3,all,117.7856301531213,NA
2021,13,269,3,white,0,race-ethnicity
2021,13,269,3,black,336.70033670033666,race-ethnicity
2021,13,269,3,asian_other,0,race-ethnicity
2021,13,269,NA,hispanic,NA,race-ethnicity
2021,13,269,3,male,232.0185614849188,sex
2021,13,269,3,female,0,sex
2021,13,269,3,1014,0,age
2021,13,269,3,1517,275.4820936639118,age
2021,13,271,3,all,0,NA
2021,13,271,3,white,0,race-ethnicity
2021,13,271,3,black,0,race-ethnicity
2021,13,271,3,asian_other,0,race-ethnicity
2021,13,271,3,hispanic,0,race-ethnicity
2021,13,271,3,male,0,sex
2021,13,271,3,female,0,sex
2021,13,271,3,1014,0,age
2021,13,271,3,1517,0,age
2021,13,273,3,all,0,NA
2021,13,273,3,white,0,race-ethnicity
2021,13,273,3,black,0,race-ethnicity
2021,13,273,3,asian_other,0,race-ethnicity
2021,13,273,3,hispanic,0,race-ethnicity
2021,13,273,3,male,0,sex
2021,13,273,3,female,0,sex
2021,13,273,3,1014,0,age
2021,13,273,3,1517,0,age
2021,13,275,3,all,3410.2306920762285,NA
2021,13,275,3,white,1139.6011396011397,race-ethnicity
2021,13,275,3,black,6615.384615384616,race-ethnicity
2021,13,275,3,asian_other,1321.5859030837005,race-ethnicity
2021,13,275,3,hispanic,2976.190476190476,race-ethnicity
2021,13,275,3,male,5483.870967741936,sex
2021,13,275,3,female,638.7225548902195,sex
2021,13,275,3,1014,1711.568938193344,age
2021,13,275,3,1517,6338.79781420765,age
2021,13,277,3,all,479.83934406666776,NA
2021,13,277,3,white,346.4415275845249,race-ethnicity
2021,13,277,3,black,941.2151610001357,race-ethnicity
2021,13,277,3,asian_other,0,race-ethnicity
2021,13,277,3,hispanic,281.6918505432271,race-ethnicity
2021,13,277,3,male,713.5292110219652,sex
2021,13,277,3,female,79.87220447284345,sex
2021,13,277,3,1014,89.04719501335708,age
2021,13,277,3,1517,1250.2189521185128,age
2021,13,279,3,all,294.15587271243777,NA
2021,13,279,3,white,75.93978833460221,race-ethnicity
2021,13,279,3,black,755.980592870965,race-ethnicity
2021,13,279,3,asian_other,0,race-ethnicity
2021,13,279,3,hispanic,0,race-ethnicity
2021,13,279,3,male,244.12720975381,sex
2021,13,279,3,female,217.23580254912784,sex
2021,13,279,3,1014,223.28540717707827,age
2021,13,279,3,1517,430.9335627114622,age
2021,13,281,3,all,573.8880918220947,NA
2021,13,281,3,white,623.0529595015577,race-ethnicity
2021,13,281,NA,black,NA,race-ethnicity
2021,13,281,3,asian_other,0,race-ethnicity
2021,13,281,3,hispanic,0,race-ethnicity
2021,13,281,3,male,593.4718100890208,sex
2021,13,281,3,female,555.5555555555555,sex
2021,13,281,3,1014,240.96385542168676,age
2021,13,281,3,1517,1063.8297872340424,age
2021,13,283,3,all,736.1963190184049,NA
2021,13,283,3,white,670.0167504187605,race-ethnicity
2021,13,283,3,black,515.4639175257732,race-ethnicity
2021,13,283,NA,asian_other,NA,race-ethnicity
2021,13,283,NA,hispanic,NA,race-ethnicity
2021,13,283,3,male,816.3265306122449,sex
2021,13,283,3,female,615.3846153846154,sex
2021,13,283,3,1014,0,age
2021,13,283,3,1517,2061.855670103093,age
2021,13,285,3,all,4708.783466416157,NA
2021,13,285,3,white,1586.5608959402707,race-ethnicity
2021,13,285,3,black,8992.121706058135,race-ethnicity
2021,13,285,3,asian_other,0,race-ethnicity
2021,13,285,3,hispanic,2127.659574468085,race-ethnicity
2021,13,285,3,male,6201.550387596899,sex
2021,13,285,3,female,1124.7188202949262,sex
2021,13,285,3,1014,2704.1547277936966,age
2021,13,285,3,1517,8526.603001364256,age
2021,13,287,3,all,207.2538860103627,NA
2021,13,287,3,white,0,race-ethnicity
2021,13,287,3,black,452.48868778280547,race-ethnicity
2021,13,287,NA,asian_other,NA,race-ethnicity
2021,13,287,3,hispanic,0,race-ethnicity
2021,13,287,3,male,251.25628140703517,sex
2021,13,287,3,female,0,sex
2021,13,287,3,1014,0,age
2021,13,287,3,1517,671.1409395973154,age
2021,13,289,3,all,503.77833753148616,NA
2021,13,289,3,white,775.1937984496124,race-ethnicity
2021,13,289,3,black,254.4529262086514,race-ethnicity
2021,13,289,NA,asian_other,NA,race-ethnicity
2021,13,289,NA,hispanic,NA,race-ethnicity
2021,13,289,3,male,582.5242718446602,sex
2021,13,289,3,female,358.42293906810033,sex
2021,13,289,3,1014,189.3939393939394,age
2021,13,289,3,1517,1127.8195488721803,age
2021,13,291,3,all,863.5578583765113,NA
2021,13,291,3,white,900.9009009009009,race-ethnicity
2021,13,291,NA,black,NA,race-ethnicity
2021,13,291,3,asian_other,0,race-ethnicity
2021,13,291,3,hispanic,0,race-ethnicity
2021,13,291,3,male,1092.3535253227408,sex
2021,13,291,3,female,0,sex
2021,13,291,3,1014,289.8550724637681,age
2021,13,291,3,1517,1709.4017094017095,age
2021,13,293,NA,all,NA,NA
2021,13,293,NA,white,NA,race-ethnicity
2021,13,293,NA,black,NA,race-ethnicity
2021,13,293,NA,asian_other,NA,race-ethnicity
2021,13,293,NA,hispanic,NA,race-ethnicity
2021,13,293,NA,male,NA,sex
2021,13,293,NA,female,NA,sex
2021,13,293,NA,1014,NA,age
2021,13,293,NA,1517,NA,age
2021,13,295,3,all,0,NA
2021,13,295,3,white,0,race-ethnicity
2021,13,295,3,black,0,race-ethnicity
2021,13,295,3,asian_other,0,race-ethnicity
2021,13,295,3,hispanic,0,race-ethnicity
2021,13,295,3,male,0,sex
2021,13,295,3,female,0,sex
2021,13,295,3,1014,0,age
2021,13,295,3,1517,0,age
2021,13,297,1,all,1233.9776110237394,NA
2021,13,297,1,white,930.9605284065248,race-ethnicity
2021,13,297,1,black,2535.5509936433077,race-ethnicity
2021,13,297,1,asian_other,0,race-ethnicity
2021,13,297,1,hispanic,12.27298724802771,race-ethnicity
2021,13,297,1,male,1937.7889300564937,sex
2021,13,297,1,female,396.0029313985919,sex
2021,13,297,1,1014,575.6284629731834,age
2021,13,297,1,1517,2299.016150485499,age
2021,13,299,3,all,2592.3672455581595,NA
2021,13,299,3,white,2968.301413470146,race-ethnicity
2021,13,299,3,black,2905.4966777924337,race-ethnicity
2021,13,299,3,asian_other,0,race-ethnicity
2021,13,299,3,hispanic,1149.4252873563219,race-ethnicity
2021,13,299,3,male,4316.16040053033,sex
2021,13,299,3,female,386.45789024902274,sex
2021,13,299,3,1014,1227.1249241650003,age
2021,13,299,3,1517,4646.103709176063,age
2021,13,301,NA,all,NA,NA
2021,13,301,NA,white,NA,race-ethnicity
2021,13,301,NA,black,NA,race-ethnicity
2021,13,301,NA,asian_other,NA,race-ethnicity
2021,13,301,NA,hispanic,NA,race-ethnicity
2021,13,301,NA,male,NA,sex
2021,13,301,NA,female,NA,sex
2021,13,301,NA,1014,NA,age
2021,13,301,NA,1517,NA,age
2021,13,303,3,all,1272.3845428840716,NA
2021,13,303,3,white,379.2667509481669,race-ethnicity
2021,13,303,3,black,1915.0707743547043,race-ethnicity
2021,13,303,3,asian_other,0,race-ethnicity
2021,13,303,3,hispanic,0,race-ethnicity
2021,13,303,3,male,2023.121387283237,sex
2021,13,303,3,female,184.50184501845018,sex
2021,13,303,3,1014,515.0846210448859,age
2021,13,303,3,1517,2621.231979030144,age
2021,13,305,NA,all,NA,NA
2021,13,305,NA,white,NA,race-ethnicity
2021,13,305,NA,black,NA,race-ethnicity
2021,13,305,NA,asian_other,NA,race-ethnicity
2021,13,305,NA,hispanic,NA,race-ethnicity
2021,13,305,NA,male,NA,sex
2021,13,305,NA,female,NA,sex
2021,13,305,NA,1014,NA,age
2021,13,305,NA,1517,NA,age
2021,13,307,NA,all,NA,NA
2021,13,307,NA,white,NA,race-ethnicity
2021,13,307,NA,black,NA,race-ethnicity
2021,13,307,NA,asian_other,NA,race-ethnicity
2021,13,307,NA,hispanic,NA,race-ethnicity
2021,13,307,NA,male,NA,sex
2021,13,307,NA,female,NA,sex
2021,13,307,NA,1014,NA,age
2021,13,307,NA,1517,NA,age
2021,13,309,3,all,135.50135501355012,NA
2021,13,309,3,white,184.50184501845018,race-ethnicity
2021,13,309,3,black,0,race-ethnicity
2021,13,309,NA,asian_other,NA,race-ethnicity
2021,13,309,3,hispanic,0,race-ethnicity
2021,13,309,3,male,0,sex
2021,13,309,3,female,606.060606060606,sex
2021,13,309,3,1014,230.94688221709006,age
2021,13,309,3,1517,0,age
2021,13,311,1,all,240.88093599449414,NA
2021,13,311,1,white,196.61816751867872,race-ethnicity
2021,13,311,1,black,2127.659574468085,race-ethnicity
2021,13,311,1,asian_other,0,race-ethnicity
2021,13,311,1,hispanic,0,race-ethnicity
2021,13,311,1,male,217.54894851341552,sex
2021,13,311,1,female,65.48788474132286,sex
2021,13,311,1,1014,104.49320794148382,age
2021,13,311,1,1517,504.0322580645161,age
2021,13,313,2,all,1166.4074650077762,NA
2021,13,313,2,white,1276.136252085992,race-ethnicity
2021,13,313,2,black,4347.826086956522,race-ethnicity
2021,13,313,2,asian_other,88.53474988933156,race-ethnicity
2021,13,313,2,hispanic,92.26510841150238,race-ethnicity
2021,13,313,2,male,1568.6849435566635,sex
2021,13,313,2,female,397.4167908594138,sex
2021,13,313,2,1014,569.620253164557,age
2021,13,313,2,1517,2116.935483870968,age
2021,13,315,3,all,558.659217877095,NA
2021,13,315,3,white,207.0393374741201,race-ethnicity
2021,13,315,3,black,1020.408163265306,race-ethnicity
2021,13,315,3,asian_other,0,race-ethnicity
2021,13,315,3,hispanic,0,race-ethnicity
2021,13,315,3,male,707.5471698113208,sex
2021,13,315,3,female,0,sex
2021,13,315,3,1014,430.10752688172045,age
2021,13,315,3,1517,796.8127490039841,age
2021,13,317,3,all,871.4596949891069,NA
2021,13,317,3,white,578.0346820809249,race-ethnicity
2021,13,317,3,black,1357.4660633484164,race-ethnicity
2021,13,317,3,asian_other,0,race-ethnicity
2021,13,317,3,hispanic,1408.4507042253522,race-ethnicity
2021,13,317,3,male,1428.5714285714284,sex
2021,13,317,3,female,0,sex
2021,13,317,3,1014,175.43859649122808,age
2021,13,317,3,1517,2011.4942528735633,age
2021,13,319,3,all,651.1627906976745,NA
2021,13,319,3,white,351.493848857645,race-ethnicity
2021,13,319,3,black,1108.6474501108648,race-ethnicity
2021,13,319,3,asian_other,0,race-ethnicity
2021,13,319,3,hispanic,0,race-ethnicity
2021,13,319,3,male,808.0808080808081,sex
2021,13,319,3,female,344.82758620689657,sex
2021,13,319,3,1014,140.25245441795232,age
2021,13,319,3,1517,1657.4585635359115,age
2021,13,321,2,all,1507.8082929456111,NA
2021,13,321,2,white,1272.4550898203593,race-ethnicity
2021,13,321,2,black,2320.185614849188,race-ethnicity
2021,13,321,2,asian_other,0,race-ethnicity
2021,13,321,NA,hispanic,NA,race-ethnicity
2021,13,321,2,male,1496.7259120673527,sex
2021,13,321,2,female,1015.228426395939,sex
2021,13,321,2,1014,667.302192564347,age
2021,13,321,2,1517,2599.0099009900987,age
2021,15,001,NA,all,NA,NA
2021,15,001,NA,white,NA,race-ethnicity
2021,15,001,NA,black,NA,race-ethnicity
2021,15,001,NA,asian_other,NA,race-ethnicity
2021,15,001,NA,hispanic,NA,race-ethnicity
2021,15,001,NA,male,NA,sex
2021,15,001,NA,female,NA,sex
2021,15,001,NA,1014,NA,age
2021,15,001,NA,1517,NA,age
2021,15,003,1,all,800.171618577711,NA
2021,15,003,1,white,933.94464255391415,race-ethnicity
2021,15,003,1,black,3714.0854940434483,race-ethnicity
2021,15,003,1,asian_other,703.5301468291159,race-ethnicity
2021,15,003,1,hispanic,138.46579894765992,race-ethnicity
2021,15,003,1,male,1135.747926478556,sex
2021,15,003,1,female,269.6490142339316,sex
2021,15,003,1,1014,427.5558059758381,age
2021,15,003,1,1517,1483.8690059902087,age
2021,NA,NA,NA,all,NA,NA
