year,state,place,subgroup_type,subgroup,rate_juv_arrest,rate_juv_arrest_quality
2021,53,03180,race-ethnicity,Other Races and Ethnicities,88.30022075055187,1
2021,53,03180,race-ethnicity,"White, Non-Hispanic",283.9667977282656,1
2021,53,05210,age,Age 10 to 14,135.10470614726415,1
2021,53,05210,age,Age 15 to 17,785.8922752539775,1
2021,53,05210,all,All,375.9131853322931,1
2021,53,05210,gender,Female,372.59031265187105,1
2021,53,05210,gender,Male,378.5011355034065,1
2021,53,05210,race-ethnicity,Black,3603.6036036036035,1
2021,53,05210,race-ethnicity,Hispanic,0,1
2021,53,05210,race-ethnicity,Other Races and Ethnicities,93.17183548515906,1
2021,53,05210,race-ethnicity,"White, Non-Hispanic",447.78506316967855,1
2021,53,05280,age,Age 10 to 14,519.2425167990226,1
2021,53,05280,age,Age 15 to 17,2195.7913998170175,1
2021,53,05280,all,All,1190.4761904761904,1
2021,53,05280,gender,Female,651.9377037305325,1
2021,53,05280,gender,Male,1741.3856984068173,1
2021,53,05280,race-ethnicity,Black,3508.771929824561,1
2021,53,05280,race-ethnicity,Hispanic,800.8008008008007,1
2021,53,05280,race-ethnicity,Other Races and Ethnicities,1334.3799058084774,1
2021,53,05280,race-ethnicity,"White, Non-Hispanic",1089.8522644708162,1
2021,53,22640,age,Age 10 to 14,418.60465116279073,1
2021,53,22640,age,Age 15 to 17,1167.10875331565,1
2021,53,22640,all,All,694.7162426614482,1
2021,53,22640,gender,Female,495.5401387512388,1
2021,53,22640,gender,Male,888.8888888888889,1
2021,53,22640,race-ethnicity,Black,2124.1830065359477,1
2021,53,22640,race-ethnicity,Hispanic,0,1
2021,53,22640,race-ethnicity,Other Races and Ethnicities,78.36990595611285,1
2021,53,22640,race-ethnicity,"White, Non-Hispanic",865.0519031141869,1
2021,53,23515,age,Age 10 to 14,302.03185063152114,1
2021,53,23515,age,Age 15 to 17,881.2856402280975,1
2021,53,23515,all,All,502.60276431520373,1
2021,53,23515,gender,Female,275.33039647577095,1
2021,53,23515,gender,Male,720.0561995082543,1
2021,53,23515,race-ethnicity,Black,1694.0179989412388,1
2021,53,23515,race-ethnicity,Hispanic,186.21973929236498,1
2021,53,23515,race-ethnicity,Other Races and Ethnicities,48.03073967339097,1
2021,53,23515,race-ethnicity,"White, Non-Hispanic",465.58031260392414,1
2021,53,35275,age,Age 10 to 14,1770.244821092279,1
2021,53,35275,age,Age 15 to 17,3881.5411155836687,1
2021,53,35275,all,All,2605.8261265361857,1
2021,53,35275,gender,Female,1734.239512538083,1
2021,53,35275,gender,Male,3428.4450342844502,1
2021,53,35275,race-ethnicity,Black,5065.666041275797,1
2021,53,35275,race-ethnicity,Hispanic,1589.1360878358855,1
2021,53,35275,race-ethnicity,Other Races and Ethnicities,179.4043774668102,1
2021,53,35275,race-ethnicity,"White, Non-Hispanic",3511.338697878566,1
2021,53,35415,age,Age 10 to 14,307.9730808714497,1
2021,53,35415,age,Age 15 to 17,1876.934984520124,1
2021,53,35415,all,All,889.8457122353785,1
2021,53,35415,gender,Female,689.9724011039558,1
2021,53,35415,gender,Male,1065.6953999730204,1
2021,53,35415,race-ethnicity,Black,2255.6390977443607,1
2021,53,35415,race-ethnicity,Hispanic,765.2364033889041,1
2021,53,35415,race-ethnicity,Other Races and Ethnicities,182.52933507170795,1
2021,53,35415,race-ethnicity,"White, Non-Hispanic",1214.1565486954275,1
2021,53,35940,age,Age 10 to 14,95.23809523809524,1
2021,53,35940,age,Age 15 to 17,947.8672985781991,1
2021,53,35940,all,All,387.83935943950956,1
2021,53,35940,gender,Female,284.82651475919215,1
2021,53,35940,gender,Male,484.14427499394816,1
2021,53,35940,race-ethnicity,Black,1195.219123505976,1
2021,53,35940,race-ethnicity,Hispanic,358.10205908683974,1
2021,53,35940,race-ethnicity,Other Races and Ethnicities,0,1
2021,53,35940,race-ethnicity,"White, Non-Hispanic",461.2916165262736,1
2021,53,53545,age,Age 10 to 14,670.6314057952676,1
2021,53,53545,age,Age 15 to 17,2477.74837623286,1
2021,53,53545,all,All,1293.5323383084576,1
2021,53,53545,gender,Female,767.472240365774,1
2021,53,53545,gender,Male,1836.2533692722373,1
2021,53,53545,race-ethnicity,Black,2531.645569620253,1
2021,53,53545,race-ethnicity,Hispanic,409.74010770311406,1
2021,53,53545,race-ethnicity,Other Races and Ethnicities,0,1
2021,53,53545,race-ethnicity,"White, Non-Hispanic",2402.7072758037225,1
2021,53,57745,age,Age 10 to 14,108.34236186348862,1
2021,53,57745,age,Age 15 to 17,484.3396835647401,1
2021,53,57745,all,All,230.1736765013601,1
2021,53,57745,gender,Female,121.40833670578712,1
2021,53,57745,gender,Male,346.6204506065858,1
2021,53,57745,race-ethnicity,Black,2988.0478087649403,1
2021,53,57745,race-ethnicity,Hispanic,0,1
2021,53,57745,race-ethnicity,Other Races and Ethnicities,0,1
2021,53,57745,race-ethnicity,"White, Non-Hispanic",155.23932729624838,1
2021,53,63000,age,Age 10 to 14,71.4387769681383,1
2021,53,63000,age,Age 15 to 17,319.2284181213068,1
2021,53,63000,all,All,156.83887731454388,1
2021,53,63000,gender,Female,148.33955402430854,1
2021,53,63000,gender,Male,164.97869025250907,1
2021,53,63000,race-ethnicity,Black,680.4264005443412,1
2021,53,63000,race-ethnicity,Hispanic,217.23388848660392,1
2021,53,63000,race-ethnicity,Other Races and Ethnicities,22.215639810426538,1
2021,53,63000,race-ethnicity,"White, Non-Hispanic",76.59437232927517,1
2021,53,67000,age,Age 10 to 14,388.4491351509821,1
2021,53,67000,age,Age 15 to 17,1620.4633721708851,1
2021,53,67000,all,All,824.2148642887594,1
2021,53,67000,gender,Female,565.7984586869574,1
2021,53,67000,gender,Male,1068.1399631675874,1
2021,53,67000,race-ethnicity,Black,6071.428571428572,1
2021,53,67000,race-ethnicity,Hispanic,0,1
2021,53,67000,race-ethnicity,Other Races and Ethnicities,412.96716911005575,1
2021,53,67000,race-ethnicity,"White, Non-Hispanic",744.8433919022154,1
2021,53,67167,age,Age 10 to 14,579.9078969810677,1
2021,53,67167,age,Age 15 to 17,1568.5113939035218,1
2021,53,67167,all,All,941.3546851330881,1
2021,53,67167,gender,Female,752.5655644241733,1
2021,53,67167,gender,Male,1111.7974058060531,1
2021,53,67167,race-ethnicity,Black,7857.142857142857,1
2021,53,67167,race-ethnicity,Hispanic,0,1
2021,53,67167,race-ethnicity,Other Races and Ethnicities,556.2422744128554,1
2021,53,67167,race-ethnicity,"White, Non-Hispanic",841.7958311063602,1
2021,53,70000,age,Age 10 to 14,159.09633282952828,1
2021,53,70000,age,Age 15 to 17,1049.6747486694264,1
2021,53,70000,all,All,470.64908197569173,1
2021,53,70000,gender,Female,265.44155181214904,1
2021,53,70000,gender,Male,681.3417190775681,1
2021,53,70000,race-ethnicity,Black,2049.180327868852,1
2021,53,70000,race-ethnicity,Hispanic,51.82689816014512,1
2021,53,70000,race-ethnicity,Other Races and Ethnicities,25.693730729701954,1
2021,53,70000,race-ethnicity,"White, Non-Hispanic",318.2965645922511,1
2021,53,74060,age,Age 10 to 14,87.00191404210892,2
2021,53,74060,age,Age 15 to 17,653.490596110934,2
2021,53,74060,all,All,287.03286807744263,2
2021,53,74060,gender,Female,102.36578707916287,2
2021,53,74060,gender,Male,467.91443850267376,2
2021,53,74060,race-ethnicity,Black,1657.4585635359115,2
2021,53,74060,race-ethnicity,Hispanic,227.32439190725162,2
2021,53,74060,race-ethnicity,Other Races and Ethnicities,149.15832090347325,2
2021,53,74060,race-ethnicity,"White, Non-Hispanic",263.32588573252474,2
2021,53,80010,age,Age 10 to 14,768.1474843169889,2
2021,53,80010,age,Age 15 to 17,2402.022756005057,2
2021,53,80010,all,All,1385.6812933025406,2
2021,53,80010,gender,Female,835.3808353808353,2
2021,53,80010,gender,Male,1906.3856168629882,2
2021,53,80010,race-ethnicity,Black,4761.9047619047615,2
2021,53,80010,race-ethnicity,Hispanic,0,2
2021,53,80010,race-ethnicity,Other Races and Ethnicities,141.26787921596326,2
2021,53,80010,race-ethnicity,"White, Non-Hispanic",2252.853119905143,2
2021,55,02375,age,Age 10 to 14,2316.844082654978,1
2021,55,02375,age,Age 15 to 17,6825.633383010432,1
2021,55,02375,all,All,4173.827645470169,1
2021,55,02375,gender,Female,3174.1650565829423,1
2021,55,02375,gender,Male,4974.574397523767,1
2021,55,02375,race-ethnicity,Black,23267.326732673268,1
2021,55,02375,race-ethnicity,Hispanic,3048.780487804878,1
2021,55,02375,race-ethnicity,Other Races and Ethnicities,560.2240896358544,1
2021,55,02375,race-ethnicity,"White, Non-Hispanic",3844.216887695148,1
2021,55,31000,age,Age 10 to 14,5936.5558912386705,2
2021,55,31000,age,Age 15 to 17,11045.690061234101,2
2021,55,31000,all,All,7933.002024664091,2
2021,55,31000,gender,Female,6620.477290223249,2
2021,55,31000,gender,Male,9135.802469135802,2
2021,55,31000,race-ethnicity,Black,31714.876033057855,2
2021,55,31000,race-ethnicity,Hispanic,5391.527599486521,2
2021,55,31000,race-ethnicity,Other Races and Ethnicities,4009.496175151675,2
2021,55,31000,race-ethnicity,"White, Non-Hispanic",6517.111511380383,2
2021,55,39225,age,Age 10 to 14,1610.869869729654,1
2021,55,39225,age,Age 15 to 17,5234.220365075874,1
2021,55,39225,all,All,3020.708540133493,1
2021,55,39225,gender,Female,2085.8063422079026,1
2021,55,39225,gender,Male,3973.052340646053,1
2021,55,39225,race-ethnicity,Black,13237.221494102228,1
2021,55,39225,race-ethnicity,Hispanic,0,1
2021,55,39225,race-ethnicity,Other Races and Ethnicities,64.66214031684449,1
2021,55,39225,race-ethnicity,"White, Non-Hispanic",2009.3391821140513,1
2021,55,48000,age,Age 10 to 14,744.4980773950748,2
2021,55,48000,age,Age 15 to 17,5676.384389942928,2
2021,55,48000,all,All,2453.75815246445,2
2021,55,48000,gender,Female,1192.4862811312792,2
2021,55,48000,gender,Male,3748.6457204767066,2
2021,55,48000,race-ethnicity,Black,14823.107926556204,2
2021,55,48000,race-ethnicity,Hispanic,64.9772579597141,2
2021,55,48000,race-ethnicity,Other Races and Ethnicities,78.95775759968417,2
2021,55,48000,race-ethnicity,"White, Non-Hispanic",1051.9856228631543,2
2021,55,53000,age,Age 10 to 14,862.0295422325879,1
2021,55,53000,age,Age 15 to 17,4276.32991284187,1
2021,55,53000,all,All,2048.4893696381946,1
2021,55,53000,gender,Female,606.2490284470698,1
2021,55,53000,gender,Male,3379.2312105565115,1
2021,55,53000,race-ethnicity,Black,3725.240777757587,1
2021,55,53000,race-ethnicity,Hispanic,548.0029507851197,1
2021,55,53000,race-ethnicity,Other Races and Ethnicities,115.46738046501862,1
2021,55,53000,race-ethnicity,"White, Non-Hispanic",809.1480540323658,1
2021,55,66000,age,Age 10 to 14,1093.9209251445538,1
2021,55,66000,age,Age 15 to 17,3216.216216216216,1
2021,55,66000,all,All,1871.4724230121794,1
2021,55,66000,gender,Female,793.9581719597211,1
2021,55,66000,gender,Male,2998.986828774063,1
2021,55,66000,race-ethnicity,Black,4836.4648573416835,1
2021,55,66000,race-ethnicity,Hispanic,1237.4581939799332,1
2021,55,66000,race-ethnicity,Other Races and Ethnicities,0,1
2021,55,66000,race-ethnicity,"White, Non-Hispanic",1053.9629005059023,1
2022,01,03076,age,Age 10 to 14,86.50519031141869,2
2022,01,03076,age,Age 15 to 17,1888.412017167382,2
2022,01,03076,all,All,690.2502157031925,2
2022,01,03076,gender,Female,378.4806704514734,2
2022,01,03076,gender,Male,1044.546850998464,2
2022,01,03076,race-ethnicity,Black,3102.189781021898,2
2022,01,03076,race-ethnicity,Hispanic,1587.3015873015872,2
2022,01,03076,race-ethnicity,Other Races and Ethnicities,0,2
2022,01,03076,race-ethnicity,"White, Non-Hispanic",290.51670471052086,2
2022,01,07000,age,Age 10 to 14,164.06890894175555,2
2022,01,07000,age,Age 15 to 17,1541.395201017003,2
2022,01,07000,all,All,666.1260426320667,2
2022,01,07000,gender,Female,346.35136749074405,2
2022,01,07000,gender,Male,967.2702733100889,2
2022,01,07000,race-ethnicity,Black,774.8115799112488,2
2022,01,07000,race-ethnicity,Hispanic,173.46053772766695,2
2022,01,07000,race-ethnicity,Other Races and Ethnicities,0,2
2022,01,07000,race-ethnicity,"White, Non-Hispanic",195.95035924232528,2
2022,01,35896,age,Age 10 to 14,66.03929337956085,1
2022,01,35896,age,Age 15 to 17,1227.1611671666212,1
2022,01,35896,all,All,503.90785684903335,1
2022,01,35896,gender,Female,432.6328800988875,1
2022,01,35896,gender,Male,574.9486652977413,1
2022,01,35896,race-ethnicity,Black,961.0250934329953,1
2022,01,35896,race-ethnicity,Hispanic,665.1884700665189,1
2022,01,35896,race-ethnicity,Other Races and Ethnicities,0,1
2022,01,35896,race-ethnicity,"White, Non-Hispanic",440.3948367501898,1
2022,01,37000,age,Age 10 to 14,583.0094392004441,2
2022,01,37000,age,Age 15 to 17,1650.0079327304459,2
2022,01,37000,all,All,976.0944532117599,2
2022,01,37000,gender,Female,591.7159763313609,2
2022,01,37000,gender,Male,1382.0454272323038,2
2022,01,37000,race-ethnicity,Black,2085.2387049570148,2
2022,01,37000,race-ethnicity,Hispanic,0,2
2022,01,37000,race-ethnicity,Other Races and Ethnicities,108.45986984815619,2
2022,01,37000,race-ethnicity,"White, Non-Hispanic",563.3168093735917,2
2022,01,50000,age,Age 10 to 14,885.4034910194789,2
2022,01,50000,age,Age 15 to 17,4232.182218956649,2
2022,01,50000,all,All,2105.657951135877,2
2022,01,50000,gender,Female,992.3417107108187,2
2022,01,50000,gender,Male,3204.513999787075,2
2022,01,50000,race-ethnicity,Black,2518.229608275394,2
2022,01,50000,race-ethnicity,Hispanic,1682.2429906542056,2
2022,01,50000,race-ethnicity,Other Races and Ethnicities,294.4062806673209,2
2022,01,50000,race-ethnicity,"White, Non-Hispanic",1264.7410699025806,2
2022,01,51000,age,Age 10 to 14,0,3
2022,01,51000,age,Age 15 to 17,0,3
2022,01,51000,all,All,0,3
2022,01,51000,gender,Female,0,3
2022,01,51000,gender,Male,0,3
2022,01,51000,race-ethnicity,Black,0,3
2022,01,51000,race-ethnicity,Hispanic,0,3
2022,01,51000,race-ethnicity,Other Races and Ethnicities,0,3
2022,01,51000,race-ethnicity,"White, Non-Hispanic",0,3
2022,01,77256,age,Age 10 to 14,1185.8515640973214,2
2022,01,77256,age,Age 15 to 17,4834.123222748815,2
2022,01,77256,all,All,2619.165839126117,2
2022,01,77256,gender,Female,1020.408163265306,2
2022,01,77256,gender,Male,4372.722540343571,2
2022,01,77256,race-ethnicity,Black,3893.26334208224,2
2022,01,77256,race-ethnicity,Hispanic,0,2
2022,01,77256,race-ethnicity,Other Races and Ethnicities,0,2
2022,01,77256,race-ethnicity,"White, Non-Hispanic",1073.519843851659,2
2022,02,03000,age,Age 10 to 14,0,3
2022,02,03000,age,Age 15 to 17,0,3
2022,02,03000,all,All,0,3
2022,02,03000,gender,Female,0,3
2022,02,03000,gender,Male,0,3
2022,02,03000,race-ethnicity,Black,0,3
2022,02,03000,race-ethnicity,Hispanic,0,3
2022,02,03000,race-ethnicity,Other Races and Ethnicities,0,3
2022,02,03000,race-ethnicity,"White, Non-Hispanic",0,3
2022,04,04720,age,Age 10 to 14,1419.1973142072334,1
2022,04,04720,age,Age 15 to 17,3170.676860805037,1
2022,04,04720,all,All,2127.2727272727275,1
2022,04,04720,gender,Female,1550.0871924045728,1
2022,04,04720,gender,Male,2637.4379174516184,1
2022,04,04720,race-ethnicity,Black,5704.0998217468805,1
2022,04,04720,race-ethnicity,Hispanic,0,1
2022,04,04720,race-ethnicity,Other Races and Ethnicities,80.43434546551377,1
2022,04,04720,race-ethnicity,"White, Non-Hispanic",3384.3017329255863,1
2022,04,07940,age,Age 10 to 14,556.8505568505568,1
2022,04,07940,age,Age 15 to 17,2415.795586527294,1
2022,04,07940,all,All,1222.2499376403093,1
2022,04,07940,gender,Female,823.8589553468446,1
2022,04,07940,gender,Male,1628.0631084256463,1
2022,04,07940,race-ethnicity,Black,6125.827814569537,1
2022,04,07940,race-ethnicity,Hispanic,0,1
2022,04,07940,race-ethnicity,Other Races and Ethnicities,46.1361014994233,1
2022,04,07940,race-ethnicity,"White, Non-Hispanic",1481.3769751693003,1
2022,04,12000,age,Age 10 to 14,749.4866529774127,1
2022,04,12000,age,Age 15 to 17,3510.444656323134,1
2022,04,12000,all,All,1776.4451752264886,1
2022,04,12000,gender,Female,1436.4936192957841,1
2022,04,12000,gender,Male,2093.457943925234,1
2022,04,12000,race-ethnicity,Black,6239.826370048833,1
2022,04,12000,race-ethnicity,Hispanic,0,1
2022,04,12000,race-ethnicity,Other Races and Ethnicities,422.4866356268322,1
2022,04,12000,race-ethnicity,"White, Non-Hispanic",2127.9016841147018,1
2022,04,23620,age,Age 10 to 14,1542.080501829587,1
2022,04,23620,age,Age 15 to 17,4478.827361563518,1
2022,04,23620,all,All,2690.2260426615726,1
2022,04,23620,gender,Female,2977.23292469352,1
2022,04,23620,gender,Male,2451.1234315728043,1
2022,04,23620,race-ethnicity,Black,6730.7692307692305,1
2022,04,23620,race-ethnicity,Hispanic,0,1
2022,04,23620,race-ethnicity,Other Races and Ethnicities,1641.7365924844946,1
2022,04,23620,race-ethnicity,"White, Non-Hispanic",3200.465522257783,1
2022,04,27400,age,Age 10 to 14,545.1065246338216,1
2022,04,27400,age,Age 15 to 17,2847.6638097871164,1
2022,04,27400,all,All,1410.3896103896104,1
2022,04,27400,gender,Female,749.2975335622854,1
2022,04,27400,gender,Male,2069.287418317602,1
2022,04,27400,race-ethnicity,Black,6566.347469220246,1
2022,04,27400,race-ethnicity,Hispanic,0,1
2022,04,27400,race-ethnicity,Other Races and Ethnicities,247.2743621445431,1
2022,04,27400,race-ethnicity,"White, Non-Hispanic",1474.7166056643332,1
2022,04,27820,age,Age 10 to 14,173.80578605068402,1
2022,04,27820,age,Age 15 to 17,822.8550295857989,1
2022,04,27820,all,All,418.8189306156638,1
2022,04,27820,gender,Female,216.7316861725184,1
2022,04,27820,gender,Male,607.6975016880485,1
2022,04,27820,race-ethnicity,Black,1683.0294530154276,1
2022,04,27820,race-ethnicity,Hispanic,344.54156830217573,1
2022,04,27820,race-ethnicity,Other Races and Ethnicities,61.53846153846154,1
2022,04,27820,race-ethnicity,"White, Non-Hispanic",562.4213720121364,1
2022,04,28380,age,Age 10 to 14,372.19194470291103,1
2022,04,28380,age,Age 15 to 17,2227.7227722772277,1
2022,04,28380,all,All,976.7900349493682,1
2022,04,28380,gender,Female,373.69207772795215,1
2022,04,28380,gender,Male,1532.6330291028069,1
2022,04,28380,race-ethnicity,Black,4081.632653061224,1
2022,04,28380,race-ethnicity,Hispanic,874.9544294567992,1
2022,04,28380,race-ethnicity,Other Races and Ethnicities,21.321961620469082,1
2022,04,28380,race-ethnicity,"White, Non-Hispanic",1394.3206937595646,1
2022,04,46000,age,Age 10 to 14,1080.7189256896502,2
2022,04,46000,age,Age 15 to 17,3580.080753701211,2
2022,04,46000,all,All,1958.2640254045061,2
2022,04,46000,gender,Female,1286.1736334405145,2
2022,04,46000,gender,Male,2598.6489978221553,2
2022,04,46000,race-ethnicity,Black,6273.885350318471,2
2022,04,46000,race-ethnicity,Hispanic,0,2
2022,04,46000,race-ethnicity,Other Races and Ethnicities,365.8749056275045,2
2022,04,46000,race-ethnicity,"White, Non-Hispanic",2372.100168996774,2
2022,04,54050,age,Age 10 to 14,1287.1210358998217,1
2022,04,54050,age,Age 15 to 17,4596.7552316012225,1
2022,04,54050,all,All,2602.4389104331167,1
2022,04,54050,gender,Female,1647.0805959100583,1
2022,04,54050,gender,Male,3576.821442053605,1
2022,04,54050,race-ethnicity,Black,8154.943934760448,1
2022,04,54050,race-ethnicity,Hispanic,3030.3030303030305,1
2022,04,54050,race-ethnicity,Other Races and Ethnicities,59.171597633136095,1
2022,04,54050,race-ethnicity,"White, Non-Hispanic",3447.5186649099696,1
2022,04,55000,age,Age 10 to 14,0,3
2022,04,55000,age,Age 15 to 17,1.462843768285547,3
2022,04,55000,all,All,0.5443243302089117,3
2022,04,55000,gender,Female,0,3
2022,04,55000,gender,Male,1.0562450488513335,3
2022,04,55000,race-ethnicity,Black,0,3
2022,04,55000,race-ethnicity,Hispanic,0.9563795296525474,3
2022,04,55000,race-ethnicity,Other Races and Ethnicities,0,3
2022,04,55000,race-ethnicity,"White, Non-Hispanic",1.0563789442548832,3
2022,04,65000,age,Age 10 to 14,955.3844726834246,2
2022,04,65000,age,Age 15 to 17,3005.0083472454094,2
2022,04,65000,all,All,1775.2796482831543,2
2022,04,65000,gender,Female,1468.130818811172,2
2022,04,65000,gender,Male,2043.5825252841205,2
2022,04,65000,race-ethnicity,Black,5590.851334180432,2
2022,04,65000,race-ethnicity,Hispanic,0,2
2022,04,65000,race-ethnicity,Other Races and Ethnicities,326.53061224489795,2
2022,04,65000,race-ethnicity,"White, Non-Hispanic",1939.7349522469829,2
2022,04,71510,age,Age 10 to 14,1620.3101984230136,1
2022,04,71510,age,Age 15 to 17,4729.2257198269435,1
2022,04,71510,all,All,2762.552071914054,1
2022,04,71510,gender,Female,1923.8599348534203,1
2022,04,71510,gender,Male,3741.0926365795726,1
2022,04,71510,race-ethnicity,Black,7024.16918429003,1
2022,04,71510,race-ethnicity,Hispanic,0,1
2022,04,71510,race-ethnicity,Other Races and Ethnicities,336.7813326918451,1
2022,04,71510,race-ethnicity,"White, Non-Hispanic",2859.829193763222,1
2022,04,73000,age,Age 10 to 14,762.4964699237504,1
2022,04,73000,age,Age 15 to 17,3429.6807592752375,1
2022,04,73000,all,All,1817.716333845366,1
2022,04,73000,gender,Female,1631.7016317016316,1
2022,04,73000,gender,Male,1986.6471258752645,1
2022,04,73000,race-ethnicity,Black,4022.627278441232,1
2022,04,73000,race-ethnicity,Hispanic,98.15950920245399,1
2022,04,73000,race-ethnicity,Other Races and Ethnicities,412.37113402061857,1
2022,04,73000,race-ethnicity,"White, Non-Hispanic",2117.320374869837,1
2022,04,77000,age,Age 10 to 14,9.813863718145834,3
2022,04,77000,age,Age 15 to 17,32.42191721603804,3
2022,04,77000,all,All,18.339276617422314,3
2022,04,77000,gender,Female,4.319841029850101,3
2022,04,77000,gender,Male,30.85705469412944,3
2022,04,77000,race-ethnicity,Black,38.729666924864446,3
2022,04,77000,race-ethnicity,Hispanic,19.738790012172252,3
2022,04,77000,race-ethnicity,Other Races and Ethnicities,27.802233446086834,3
2022,04,77000,race-ethnicity,"White, Non-Hispanic",8.028259473346179,3
2022,04,85540,age,Age 10 to 14,1740.139211136891,2
2022,04,85540,age,Age 15 to 17,3854.875283446712,2
2022,04,85540,all,All,2512.6553152323977,2
2022,04,85540,gender,Female,2506.7329604309093,2
2022,04,85540,gender,Male,2517.3898641934416,2
2022,04,85540,race-ethnicity,Black,3076.923076923077,2
2022,04,85540,race-ethnicity,Hispanic,2383.9397741530743,2
2022,04,85540,race-ethnicity,Other Races and Ethnicities,253.91451544646637,2
2022,04,85540,race-ethnicity,"White, Non-Hispanic",4222.745625841185,2
2022,05,23290,age,Age 10 to 14,944.8818897637796,1
2022,05,23290,age,Age 15 to 17,4015.2963671128105,1
2022,05,23290,all,All,1927.4896741624598,1
2022,05,23290,gender,Female,1476.1414349467902,1
2022,05,23290,gender,Male,2290.2869757174394,1
2022,05,23290,race-ethnicity,Black,6542.056074766355,1
2022,05,23290,race-ethnicity,Hispanic,1595.0920245398775,1
2022,05,23290,race-ethnicity,Other Races and Ethnicities,325.0975292587776,1
2022,05,23290,race-ethnicity,"White, Non-Hispanic",1814.5161290322583,1
2022,05,24550,age,Age 10 to 14,5230.71797434616,2
2022,05,24550,age,Age 15 to 17,10250.633624331174,2
2022,05,24550,all,All,7096.504082059871,2
2022,05,24550,gender,Female,5566.9259107654525,2
2022,05,24550,gender,Male,8697.51499571551,2
2022,05,24550,race-ethnicity,Black,20314.13612565445,2
2022,05,24550,race-ethnicity,Hispanic,2338.9830508474574,2
2022,05,24550,race-ethnicity,Other Races and Ethnicities,166.86531585220501,2
2022,05,24550,race-ethnicity,"White, Non-Hispanic",10808.35603996367,2
2022,05,35710,age,Age 10 to 14,1810.1153504880212,1
2022,05,35710,age,Age 15 to 17,7008.264462809917,1
2022,05,35710,all,All,3625.8660508083144,1
2022,05,35710,gender,Female,2780.511811023622,1
2022,05,35710,gender,Male,4373.368146214099,1
2022,05,35710,race-ethnicity,Black,8324.363114459993,1
2022,05,35710,race-ethnicity,Hispanic,1314.2174432497013,1
2022,05,35710,race-ethnicity,Other Races and Ethnicities,0,1
2022,05,35710,race-ethnicity,"White, Non-Hispanic",1735.8171041490261,1
2022,05,41000,age,Age 10 to 14,1597.0880998365772,1
2022,05,41000,age,Age 15 to 17,5806.713589604765,1
2022,05,41000,all,All,3088.729016786571,1
2022,05,41000,gender,Female,2308.674722467826,1
2022,05,41000,gender,Male,3832.817917720926,1
2022,05,41000,race-ethnicity,Black,5711.937538524759,1
2022,05,41000,race-ethnicity,Hispanic,1746.3617463617466,1
2022,05,41000,race-ethnicity,Other Races and Ethnicities,0,1
2022,05,41000,race-ethnicity,"White, Non-Hispanic",1002.995961964309,1
2022,05,66080,age,Age 10 to 14,2793.1246163290366,1
2022,05,66080,age,Age 15 to 17,7101.687937422808,1
2022,05,66080,all,All,4633.374362581326,1
2022,05,66080,gender,Female,3125.56787206978,1
2022,05,66080,gender,Male,6046.670073241356,1
2022,05,66080,race-ethnicity,Black,9771.98697068404,1
2022,05,66080,race-ethnicity,Hispanic,0,1
2022,05,66080,race-ethnicity,Other Races and Ethnicities,1684.7740513304993,1
2022,05,66080,race-ethnicity,"White, Non-Hispanic",7548.770144189991,1
2022,06,00562,age,Age 10 to 14,260.8695652173913,1
2022,06,00562,age,Age 15 to 17,1062.9599345870809,1
2022,06,00562,all,All,539.31308543854675,1
2022,06,00562,gender,Female,459.37410278495554,1
2022,06,00562,gender,Male,617.4571989896154,1
2022,06,00562,race-ethnicity,Black,2213.541666666667,1
2022,06,00562,race-ethnicity,Hispanic,489.853044086774,1
2022,06,00562,race-ethnicity,Other Races and Ethnicities,127.64871074802144,1
2022,06,00562,race-ethnicity,"White, Non-Hispanic",550.6141465480729,1
2022,06,00884,age,Age 10 to 14,537.7720870678617,1
2022,06,00884,age,Age 15 to 17,1673.48456675344,1
2022,06,00884,all,All,1000.9099181073703,1
2022,06,00884,gender,Female,783.5171213000581,1
2022,06,00884,gender,Male,1238.881829733164,1
2022,06,00884,race-ethnicity,Black,16326.530612244896,1
2022,06,00884,race-ethnicity,Hispanic,0,1
2022,06,00884,race-ethnicity,Other Races and Ethnicities,70.32348804500704,1
2022,06,00884,race-ethnicity,"White, Non-Hispanic",6184.364060676779,1
2022,06,02000,age,Age 10 to 14,135.35935726137456,1
2022,06,02000,age,Age 15 to 17,915.5077224124676,1
2022,06,02000,all,All,435.35513692187794,1
2022,06,02000,gender,Female,100.12119934657744,1
2022,06,02000,gender,Male,784.2492047822749,1
2022,06,02000,race-ethnicity,Black,1300.578034682081,1
2022,06,02000,race-ethnicity,Hispanic,520.7343494621613,1
2022,06,02000,race-ethnicity,Other Races and Ethnicities,11.069293779056895,1
2022,06,02000,race-ethnicity,"White, Non-Hispanic",802.1245460950627,1
2022,06,02252,age,Age 10 to 14,285.9370938393553,1
2022,06,02252,age,Age 15 to 17,613.8292110489258,1
2022,06,02252,all,All,423.1844630847125,1
2022,06,02252,gender,Female,254.48700776855077,1
2022,06,02252,gender,Male,641.5814114791052,1
2022,06,02252,race-ethnicity,Black,1119.507416736636,1
2022,06,02252,race-ethnicity,Hispanic,35.24229074889868,1
2022,06,02252,race-ethnicity,Other Races and Ethnicities,14.688601645123384,1
2022,06,02252,race-ethnicity,"White, Non-Hispanic",490.88359046283307,1
