year,state,place,rate_juv_arrest,rate_juv_arrest_quality
2022,36,50617,477.26701833710126,1
2022,36,51000,40.49012207069295,2
2022,36,63000,880.3971152945584,1
2022,36,73000,NA,NA
2022,36,84000,0,1
2022,37,02140,14.86546751895347,2
2022,37,10740,299.65352561101224,1
2022,37,12000,0,3
2022,37,14100,1387.7239801753717,1
2022,37,19000,735.3827606992164,1
2022,37,22920,1182.1185215775345,1
2022,37,25580,564.1430666817105,2
2022,37,28000,748.8651048742503,1
2022,37,28080,1033.934252386002,2
2022,37,31400,2174.2911810749697,1
2022,37,55000,748.9479065122803,2
2022,37,74440,1111.111111111111,1
2022,37,75000,123.86031309134698,2
2022,38,25700,8165.668858572971,1
2022,39,01000,1364.7421824007595,1
2022,39,15000,2418.903803131991,2
2022,39,16000,275.7045783669377,2
2022,39,18000,1056.0253056755278,1
2022,39,21000,19137.741479503693,2
2022,39,61000,1064.9627263045793,1
2022,39,77000,2329.364785920284,2
2022,40,09050,574.8799301411731,3
2022,40,23200,3409.3014637761717,1
2022,40,41850,2292.9784959011527,1
2022,40,52500,2519.893899204244,3
2022,40,55000,2357.847149148447,2
2022,40,75000,995.68384754162,2
2022,41,05350,821.7301985847979,1
2022,41,05800,1491.9144496609285,2
2022,41,23850,1204.3899657924742,2
2022,41,31250,114.06224539677366,1
2022,41,34100,473.55958958168907,1
2022,41,47000,1998.262380538662,2
2022,41,59000,323.7714215008971,2
2022,41,64900,1253.8865385595598,2
2022,42,02000,NA,NA
2022,42,06088,229.25263640531864,2
2022,42,24000,2483.564645726808,2
2022,42,60000,1276.8161265263032,2
2022,42,61000,15.693659761456372,3
2022,42,63624,1088.7096774193549,2
2022,42,69000,3385.3824957354677,2
2022,44,19180,1797.27765296683,1
2022,44,54640,3252.7105921601337,1
2022,44,59000,936.0744119912317,1
2022,44,74300,1115.933044017359,1
2022,45,13330,1958.844479620103,2
2022,45,16000,839.9109492005667,2
2022,45,48535,790.7425265188043,1
2022,45,50875,4045.5580865603642,2
2022,46,59020,5791.921664626682,1
2022,47,14000,756.9974554707379,2
2022,47,15160,1850.5180342401243,2
2022,47,27740,1609.4960265566845,2
2022,47,40000,2027.916776402423,2
2022,47,48000,2726.8917624521073,2
2022,47,51560,841.7114800093524,2
2022,47,52006,1395.7724032854067,2
2022,48,01000,3000.150761344791,2
2022,48,01924,561.7977528089888,1
2022,48,03000,2262.386248736097,2
2022,48,04000,2590.3159710988893,1
2022,48,05000,1219.5923302361646,2
2022,48,06128,836.4953432218006,1
2022,48,07000,3953.5438708137776,1
2022,48,10768,2536.1420900454355,2
2022,48,10912,1158.0301789683003,1
2022,48,13024,1638.4817737692597,1
2022,48,13552,405.7428214731586,1
2022,48,15976,1779.8976268031643,1
2022,48,16432,7221.350078492936,1
2022,48,17000,4077.347099483769,2
2022,48,19000,634.8002204266832,2
2022,48,19972,1195.9226262139819,1
2022,48,22660,1686.9148030643041,2
2022,48,24000,2143.449060617679,1
2022,48,26232,284.5203165288521,1
2022,48,27000,1271.9803978091668,2
2022,48,27684,1027.544830786569,1
2022,48,29000,2545.142442148351,1
2022,48,30464,1331.3879263177093,1
2022,48,35000,832.239909555286,2
2022,48,37000,1152.6446191963805,2
2022,48,39148,1826.5086206896551,1
2022,48,41464,1473.0257177992835,2
2022,48,41980,744.5056911733124,1
2022,48,42508,1993.9717134245304,1
2022,48,43888,1459.2453616843861,1
2022,48,45000,3848.7764224562466,2
2022,48,45384,1667.8030104368804,1
2022,48,45744,951.2850019179134,1
2022,48,47892,4009.947155735157,3
2022,48,48072,3100.3039513677813,1
2022,48,48768,1232.5195543967766,1
2022,48,50820,2261.513157894737,1
2022,48,53388,2995.169082125604,1
2022,48,56000,1999.3956486704271,1
2022,48,56348,2467.125105561588,1
2022,48,57200,417.75045321983134,1
2022,48,58016,1576.0228994780266,1
2022,48,61796,2994.595552405422,1
2022,48,63500,1119.4539249146758,1
2022,48,64472,2188.164422395464,1
2022,48,65000,1542.6716889338438,2
2022,48,70808,1080.7184914660504,1
2022,48,72176,1105.908139882435,2
2022,48,74144,1918.9765458422175,2
2022,48,76000,2638.2512163366,2
2022,48,79000,3596.0358659745166,2
2022,49,43660,2737.662797909099,1
2022,49,44320,2370.912562654149,1
2022,49,55980,2214.5941756173183,1
2022,49,57300,1894.5772987537891,1
2022,49,62470,3519.061583577713,1
2022,49,65330,4065.5903981066685,1
2022,49,67000,1844.6166655991804,2
2022,49,67440,4976.1181068171945,1
2022,49,70850,1233.3541871480918,1
2022,49,82950,1229.0307548928238,1
2022,49,83470,1391.7499874390796,1
2022,51,01000,2008.3438439895217,1
2022,51,16000,358.2957891376069,1
2022,51,35000,1142.0571765399352,2
2022,51,47672,2720.1683198076344,2
2022,51,56000,833.6188192303299,1
2022,51,57000,910.6722603090146,2
2022,51,64000,94.38909281594127,1
2022,51,67000,725.1068237731452,1
2022,51,68000,716.992727645191,2
2022,51,76432,491.6420845624385,1
2022,51,82000,1775.721524564882,1
2022,53,03180,281.5139192993432,1
2022,53,05210,723.3529536912275,1
2022,53,05280,2928.5099052540913,1
2022,53,22640,898.7885892926924,1
2022,53,23515,959.7465523667536,1
2022,53,35275,2929.7954671088996,1
2022,53,35415,800.0566411781365,1
2022,53,35940,287.2127872127872,1
2022,53,53545,1550.580431177446,1
2022,53,57745,256.0676909374304,1
2022,53,63000,308.25996590457953,1
2022,53,67000,773.8066450645645,1
2022,53,67167,1660.0265604249666,1
2022,53,70000,628.9984409440352,1
2022,53,74060,571.770856022653,2
2022,53,80010,2143.4392828035857,2
2022,55,02375,5018.804305537544,1
2022,55,31000,14147.611080126419,2
2022,55,39225,4771.092790738467,1
2022,55,48000,2591.191001787028,2
2022,55,53000,1962.4702084653213,1
2022,55,66000,2086.0236416012713,1
2023,01,03076,779.0077900779008,2
2023,01,07000,528.06022133588,2
2023,01,35896,409.7101300829663,1
2023,01,37000,432.04812687995627,2
2023,01,50000,2692.4535456958665,2
2023,01,51000,0,3
2023,01,77256,1837.3729476153244,2
2023,02,03000,0,3
2023,04,04720,2499.097798628654,1
2023,04,07940,1593.75778202042,1
2023,04,12000,1903.7785163434546,1
2023,04,23620,3012.337766383592,1
2023,04,27400,1539.1754969448527,1
2023,04,27820,1170.3466811825945,1
2023,04,28380,1154.8146218633326,1
2023,04,46000,2353.2949889101915,2
2023,04,54050,2718.637405830331,1
2023,04,55000,0.5405346969221955,3
2023,04,65000,1869.2687514695508,1
2023,04,71510,2632.66875702538,1
2023,04,73000,2402.8382518948556,1
2023,04,77000,21.177467174925876,3
2023,04,85540,2518.3823529411766,2
2023,05,23290,2238.705327039784,1
2023,05,24550,9397.439900093663,2
2023,05,35710,4330.175913396482,1
2023,05,41000,3496.697307034967,1
2023,05,66080,5024.105556965237,1
2023,06,00562,611.7455138662317,1
2023,06,00884,1582.131223825035,1
2023,06,02000,932.8660016176868,1
2023,06,02252,382.21242190371186,1
2023,06,NA,NA,NA
2023,06,03526,929.0318048506349,1
2023,06,04982,NA,NA
2023,06,06000,28.39698991906858,3
2023,06,08786,287.4175005322546,1
2023,06,08954,1719.8485667928612,1
2023,06,11194,858.9985334171381,1
2023,06,11530,0,3
2023,06,13014,707.3283858998145,2
2023,06,13210,1289.7329135777393,1
2023,06,NA,NA,NA
2023,06,13392,654.3634280200229,1
2023,06,13588,1052.7560917908684,1
2023,06,14218,754.0159545404873,1
2023,06,15044,NA,NA
2023,06,16000,583.1435079726651,1
2023,06,16350,624.5407788390888,1
2023,06,16532,312.31700175678316,2
2023,06,17918,1403.7433155080214,1
2023,06,19766,NA,NA
2023,06,21712,820.2209574824238,1
2023,06,22020,580.1364546308779,1
2023,06,22230,644.6280991735537,1
2023,06,22804,1250.7252917284507,1
2023,06,23182,2313.815936314262,1
2023,06,24638,533.3880397989537,1
2023,06,24680,1074.0262388688736,1
2023,06,26000,274.219118214148,1
2023,06,27000,1406.516522593888,2
2023,06,28000,1159.8191468448988,1
2023,06,29000,282.4245057571149,1
2023,06,30000,935.2517985611511,1
2023,06,32548,507.21810378462743,1
2023,06,33000,431.2632696390658,1
2023,06,33182,484.87403815747865,1
2023,06,NA,NA,NA
2023,06,36000,NA,NA
2023,06,36448,NA,NA
2023,06,36546,547.2875660105617,1
2023,06,36770,103.9814845872606,2
2023,06,NA,NA,NA
2023,06,NA,NA,NA
2023,06,39892,NA,NA
2023,06,NA,NA,NA
2023,06,41992,782.5274468582107,2
2023,06,43000,343.5291008786417,2
2023,06,44000,3.1391619008481446,3
2023,06,45484,932.0230979637322,1
2023,06,NA,NA,NA
2023,06,46898,2188.606372706791,2
2023,06,47766,1324.3126529437168,1
2023,06,NA,NA,NA
2023,06,48354,1124.6834500223447,2
2023,06,49270,NA,NA
2023,06,49670,324.4997295835587,1
2023,06,50076,325.29524078919457,1
2023,06,50258,1072.778251859076,1
2023,06,51182,526.1180007515972,1
2023,06,52526,0,3
2023,06,53000,118.18743452684735,3
2023,06,53322,453.3144942894148,1
2023,06,53896,NA,NA
2023,06,53980,554.52865064695,1
2023,06,54652,1115.7986042660568,1
2023,06,55156,NA,NA
2023,06,56000,541.6792055371652,2
2023,06,56700,19.42124684404739,3
2023,06,57456,377.22503831191796,1
2023,06,57792,NA,NA
2023,06,58072,281.3023701220972,3
2023,06,NA,NA,NA
2023,06,59451,5.397819281010472,3
2023,06,59920,518.1884133070785,2
2023,06,60102,517.5983436853002,1
2023,06,60466,NA,NA
2023,06,60620,542.2620072301601,1
2023,06,62000,501.89238110909986,3
2023,06,62938,514.2310452044966,2
2023,06,64000,1345.3606260360048,2
2023,06,64224,1060.5370960400546,2
2023,06,65000,530.9918789477337,3
2023,06,65042,2427.1844660194174,2
2023,06,66000,703.4958998705223,1
2023,06,67000,6.2052703429446074,3
2023,06,68000,462.5899065866834,2
2023,06,68084,NA,NA
2023,06,68196,1686.1571933641555,1
2023,06,68252,848.3793778551228,1
2023,06,NA,NA,NA
2023,06,69000,1649.7254987226179,2
2023,06,69070,2949.8112679994406,2
2023,06,69084,1308.5166384658771,1
2023,06,NA,NA,NA
2023,06,69196,878.4954219252661,2
2023,06,70000,0,3
2023,06,70098,1426.9122283059567,1
2023,06,72016,662.8714029478281,1
2023,06,73080,NA,NA
2023,06,75000,1112.5852477713381,2
2023,06,77000,1204.416192706591,1
2023,06,NA,NA,NA
2023,06,78582,NA,NA
2023,06,80000,1173.0823264962069,1
2023,06,80238,509.4043887147335,1
2023,06,80854,1100.9386950979256,1
2023,06,81344,416.9644984512747,1
2023,06,81554,2108.433734939759,1
2023,06,81666,549.1399499313575,1
2023,06,82590,NA,NA
2023,06,82954,1703.015986375872,2
2023,06,82996,700.9745255599248,1
2023,06,84200,225.11500440442398,1
2023,06,84550,503.75133976420153,1
2023,06,85292,380.22813688212926,1
2023,08,03455,4051.647373107747,1
2023,08,04000,3030.5802703506324,1
2023,08,07850,1372.2374693052145,1
2023,08,12815,372.74618585298197,1
2023,08,16000,2071.799676347841,2
2023,08,20000,1917.95327230496,2
2023,08,27425,1692.275012391135,1
2023,08,32155,2841.052366142725,1
2023,08,43000,5119.86301369863,1
2023,08,45970,1360.6866234038098,1
2023,08,46465,5356.365219915808,1
2023,08,62000,300.67209055535903,2
2023,08,77290,4266.429642797622,1
2023,08,83835,3394.7273383893103,1
2023,09,08000,933.7251061051257,1
2023,09,18430,3740.20422702446,1
2023,09,37000,1259.4458438287154,1
2023,09,52000,3445.2745339812864,3
2023,09,55990,1876.9422001243006,1
2023,09,73000,2801.1991755667977,1
2023,09,80000,2768.9030883919063,1
2023,11,50000,4700.273861446394,2
2023,12,07300,1188.5341412258215,1
2023,12,07875,2086.007702182285,1
2023,12,10275,241.56048070535658,1
2023,12,12875,NA,NA
2023,12,14400,855.4176450855417,1
2023,12,16475,453.1722054380665,1
2023,12,16725,NA,NA
2023,12,17200,NA,NA
2023,12,17935,340.7330924109447,1
2023,12,24000,NA,NA
2023,12,24125,NA,NA
2023,12,25175,1954.2021340366862,2
2023,12,30000,NA,NA
2023,12,32000,84.94372478233171,3
2023,12,32275,NA,NA
2023,12,35000,0,3
2023,12,36950,2219.49587329913,2
2023,12,38250,NA,NA
2023,12,39425,2622.6870474658085,1
2023,12,43975,NA,NA
2023,12,45000,1182.3707197183567,2
2023,12,45025,NA,NA
2023,12,45060,7.506380423359857,1
2023,12,45975,293.2751329968627,1
2023,12,49675,NA,NA
2023,12,53000,NA,NA
2023,12,54000,2012.9774369562012,1
2023,12,54200,NA,NA
2023,12,55775,NA,NA
2023,12,57425,NA,NA
2023,12,58050,NA,NA
2023,12,58715,NA,NA
2023,12,63000,0,3
2023,12,69700,NA,NA
2023,12,70600,337.83783783783787,2
2023,12,71000,4003.1193137509745,2
2023,12,76600,1213.6974425661033,2
2023,13,03440,NA,NA
2023,13,04000,3535.26485220954,2
2023,13,04204,497.9785031062026,3
2023,13,19000,1664.4625837931505,2
2023,13,42425,415.30944625407164,1
2023,13,49008,16.4446637066272,3
2023,13,67284,840.1934991088857,1
2023,13,68516,563.4861006761832,1
2023,13,69000,15.432098765432098,3
2023,13,NA,NA,NA
2023,13,80508,2544.4479931864153,1
2023,15,NA,NA,NA
2023,16,08830,1893.68012776637,1
2023,16,52120,2602.650187176897,1
2023,16,56260,4102.341717259324,1
2023,17,02154,656.7534076827757,1
2023,17,03012,1417.097683024263,1
2023,17,06613,NA,NA
2023,17,12385,1437.6996805111821,1
2023,17,14000,733.8988841279446,2
2023,17,14351,1457.7762442853445,3
2023,17,23074,652.2196507468967,2
2023,17,24582,1340.645947592931,2
2023,17,38570,660.7342675973783,3
2023,17,51622,374.4516957312507,2
2023,17,59000,5183.823529411765,2
2023,17,65000,3456.9414649095925,2
2023,17,68003,3492.1885256662727,1
2023,17,72000,4173.20653679254,2
2023,17,79293,557.9791011463934,1
2023,18,05860,2738.9903329752956,1
2023,18,10342,1110.7024641412283,1
2023,18,22000,4337.757192482408,2
2023,18,23278,576.5392859782689,1
2023,18,25000,2110.123119015048,1
2023,18,31000,1198.2197877439232,3
2023,18,36003,1545.9656084656085,2
2023,18,71000,87.92262808728319,2
2023,19,12000,4002.0154034405814,1
2023,19,19000,4505.552617662613,1
2023,19,21000,277.93480309025813,1
2023,19,73335,6353.8797606610315,1
2023,20,36000,435.41364296081275,2
2023,20,38900,282.9486224869695,1
2023,20,52575,2605.2544794987357,1
2023,20,53775,2590.3300658237436,1
2023,20,71000,2474.8155786467837,2
2023,20,79000,1939.0882806895504,1
2023,21,46027,1198.7030426096355,2
2023,21,48006,18.177411536597187,3
2023,22,05000,3731.492597038816,2
2023,22,40735,1345.4481915079505,3
2023,22,41155,1284.090909090909,1
2023,22,55000,0,3
2023,22,70000,0,3
2023,24,04000,1186.6214976885212,2
2023,24,30325,821.9509246947903,1
2023,25,07000,745.3278779166207,2
2023,25,09000,1640.96330623718,1
2023,25,11000,749.912800837112,1
2023,25,23000,2525.773195876289,1
2023,25,34550,1498.3459817085036,1
2023,25,37000,818.578165317199,1
2023,25,37490,1464.9122807017543,1
2023,25,45000,341.54897073756115,1
2023,25,45560,364.5200486026731,1
2023,25,55745,506.5234075211052,3
2023,25,62535,32.08213025344883,1
2023,25,67000,1448.5576327844497,1
2023,25,82000,350.87719298245617,1
2023,26,03000,607.2874493927126,2
2023,26,21000,1420.6019719771666,2
2023,26,22000,1053.0989413511302,1
2023,26,27440,720.0460829493088,1
2023,26,29000,411.4742534681401,1
2023,26,34000,1499.9723252338517,1
2023,26,46000,821.5962441314555,1
2023,26,49000,716.2661737523105,1
2023,26,NA,NA,NA
2023,26,74900,1472.2355576892303,1
2023,26,76460,16.090104585679807,1
2023,26,80700,1119.0450815304273,1
2023,26,84000,1850.332015220473,1
2023,26,86000,1956.5510727297262,1
2023,26,88940,2687.5940657923024,1
2023,27,06616,5360.824742268041,1
2023,27,07966,1909.9590723055935,1
2023,27,17000,1706.8767438043656,1
2023,27,43000,1473.2650739476678,1
2023,27,51730,724.1040746195386,1
2023,27,54880,1860.905219996846,1
2023,27,58000,975.4324316137046,2
2023,27,71428,681.3097417124263,3
2023,28,36000,0,3
2023,29,15670,5902.9126213592235,1
2023,29,35000,1555.330896648262,1
2023,29,38000,699.9901409839298,2
2023,29,41348,471.561230412072,1
2023,29,54074,1665.27118801749,1
2023,29,65000,2707.1440927175227,1
2023,29,70000,4547.911358196278,2
2023,30,06550,6717.708076068166,1
2023,31,28000,4166.10534824195,2
2023,31,37000,2246.589503608942,2
2023,32,31900,1689.0788731558168,1
2023,32,40000,4198.977298269274,2
2023,32,51800,566.3007492594529,2
2023,32,60600,2105.633252597859,2
2023,32,68400,3214.2857142857138,3
2023,33,45140,1951.9188354653727,1
2023,33,50260,2449.345986150295,1
2023,34,13690,67.82419967444385,1
2023,34,21000,700.2159544532426,1
2023,34,36000,533.175355450237,2
2023,34,51000,1134.2209845386244,2
2023,34,57000,447.2464705248411,1
2023,34,74000,105.8985491898761,3
2023,35,02000,467.1826243322815,1
2023,35,39380,3435.804701627487,1
2023,35,63460,253.06445235270857,1
2023,35,70500,131.5270288044193,2
2023,36,01000,4018.4243964421858,2
2023,36,11000,1030.2172887873182,2
2023,36,50617,134.29373702844586,1
2023,36,51000,958.4889884055406,2
2023,36,63000,1232.6080866560837,1
2023,36,73000,NA,NA
2023,36,84000,0,1
2023,37,02140,14.48225923244026,2
2023,37,10740,251.23290220526658,1
2023,37,12000,0,3
2023,37,14100,1368.8964154671182,1
2023,37,19000,846.0965960280465,2
2023,37,22920,1713.9022249754787,1
2023,37,25580,775.7019556429586,2
2023,37,28000,809.7295567290768,1
2023,37,28080,945.9060005911913,2
2023,37,31400,3093.6454849498327,1
2023,37,55000,725.6998678361168,2
2023,37,74440,1245.2299658565978,2
2023,37,75000,126.24970143651687,2
2023,38,25700,6313.896251419917,1
2023,39,01000,1276.2453684643888,1
2023,39,15000,2226.8492377188027,2
2023,39,16000,396.26777584171776,2
2023,39,18000,698.2431682045344,1
2023,39,21000,21893.94520758192,2
2023,39,61000,1603.0534351145038,1
2023,39,77000,2888.113445690103,2
2023,40,09050,1457.577955039884,3
2023,40,23200,2464.0113044246223,1
2023,40,41850,1685.7243899563834,2
2023,40,52500,3664.6499567847886,3
2023,40,55000,2542.3287991885354,2
2023,40,75000,1791.0181111681813,2
2023,41,05350,759.5772787318363,1
2023,41,05800,1751.762443922239,2
2023,41,23850,1045.780313002779,2
2023,41,31250,232.22293401665598,1
2023,41,34100,935.0120348083689,1
2023,41,47000,3328.724875039881,2
2023,41,59000,393.7869175235178,2
2023,41,64900,1708.1659973226238,2
2023,42,02000,NA,NA
2023,42,06088,4349.762470308789,2
2023,42,24000,3393.2560365918516,2
2023,42,60000,1557.902254197277,2
2023,42,61000,25.147110596992405,3
2023,42,63624,1802.096985583224,2
2023,42,69000,3181.280399631918,2
2023,44,19180,2337.228714524207,1
2023,44,54640,3283.706692639488,1
2023,44,59000,931.6064530788457,1
2023,44,74300,2009.8948670377242,1
2023,45,13330,2316.1863722057633,2
2023,45,16000,1099.3403957625424,2
2023,45,48535,1050.3369005152595,1
2023,45,50875,3596.2554453610155,2
2023,46,59020,5069.0363575557785,1
2023,47,14000,287.46177370030586,2
2023,47,15160,1649.583600256246,2
2023,47,27740,1816.0047894631812,2
2023,47,40000,1493.0259969877545,2
2023,47,48000,2212.252246933987,2
2023,47,51560,854.2267583758598,2
2023,47,52006,1065.415117932204,2
2023,48,01000,2801.640739880814,2
2023,48,01924,717.1314741035857,1
2023,48,03000,2166.9275768311772,1
2023,48,04000,3012.995969740727,1
2023,48,05000,1699.958635229441,1
2023,48,06128,1031.9366604394627,1
2023,48,07000,3350.3605769230767,1
2023,48,10768,2260.7655502392345,2
2023,48,10912,NA,NA
2023,48,13024,1734.405240434718,1
2023,48,13552,587.1990604815032,1
2023,48,15976,1742.2381058744693,1
2023,48,16432,8126.76498274239,1
2023,48,17000,6112.761372240667,2
2023,48,19000,660.9451948276359,1
2023,48,19972,1291.7377528637583,1
2023,48,22660,2032.0941859527459,2
2023,48,24000,2644.295963904435,1
2023,48,26232,603.6404160475483,1
2023,48,27000,1384.710670677756,2
2023,48,27684,1186.5351207840308,1
2023,48,29000,3156.496094889328,1
2023,48,30464,1206.2641083521444,1
2023,48,35000,1098.5237147942623,2
2023,48,37000,1254.4934340840732,1
2023,48,39148,2206.27045286604,2
2023,48,41464,1499.0918702052104,2
2023,48,41980,704.1736961783906,1
2023,48,42508,2382.015780854548,1
2023,48,43888,2011.5818348064615,1
2023,48,45000,3564.460453249287,2
2023,48,45384,3261.8625396313614,1
2023,48,45744,1026.1908408638383,1
2023,48,47892,4629.387456190825,1
2023,48,48072,2549.8676650958623,1
2023,48,48768,1209.7730687119474,1
2023,48,50820,2257.6112412177986,1
2023,48,53388,2684.268426842684,2
2023,48,56000,3008.447364521069,1
2023,48,56348,3183.509178508263,1
2023,48,57200,809.746675581309,1
2023,48,58016,1675.9209100758396,1
2023,48,61796,3943.1745742646385,1
2023,48,63500,819.7779499096308,1
2023,48,64472,1946.5374955148905,2
2023,48,65000,1514.5023378849128,2
2023,48,70808,1120.5456570155902,1
2023,48,72176,1296.456352636128,1
2023,48,74144,3052.5030525030525,2
2023,48,76000,3254.316251027679,2
2023,48,79000,3243.8926712054463,1
2023,49,43660,2773.160703350538,1
2023,49,44320,2396.694214876033,1
2023,49,55980,1908.3132265847773,1
2023,49,57300,2994.8564791770364,1
2023,49,62470,4303.664921465969,1
2023,49,65330,4062.1745052479773,1
2023,49,67000,1811.548622468235,2
2023,49,67440,4772.6876850722865,1
2023,49,70850,796.248783508803,1
2023,49,82950,1052.1281683405068,1
2023,49,83470,1297.355958958169,1
2023,51,01000,2656.4941630664584,1
2023,51,16000,447.27991401130333,1
2023,51,35000,1624.6832612908033,3
2023,51,47672,4301.552106430155,2
2023,51,56000,1175.5352376625588,1
2023,51,57000,1141.5289256198348,2
2023,51,64000,50.83367222448149,1
2023,51,67000,1114.27831044312,1
2023,51,68000,1095.3014638141058,1
2023,51,76432,620.5340353516359,1
2023,51,82000,1633.8779593197733,1
2023,53,03180,281.92544638195676,1
2023,53,05210,1126.0165427121706,1
2023,53,05280,2528.423553368403,1
2023,53,22640,1425.5383682135275,1
2023,53,23515,979.2843691148776,1
2023,53,35275,1411.838527504706,1
2023,53,35415,809.4240080942401,1
2023,53,35940,601.7925736235595,1
2023,53,53545,1923.3944196797095,1
2023,53,57745,487.54636989931106,1
2023,53,63000,469.27937002106034,1
2023,53,67000,1666.984187464279,1
2023,53,67167,1743.8692098092645,1
2023,53,70000,1040.3120936280884,1
2023,53,74060,1146.265560165975,2
2023,53,80010,940.8825978351373,2
2023,55,02375,5967.1302149178255,1
2023,55,31000,12785.553047404064,2
2023,55,39225,5026.821249351099,1
2023,55,48000,2515.2477443419525,2
2023,55,53000,1458.1479861875537,1
2023,55,66000,1344.1131884790298,1
