year,state,place,rate_juv_arrest,rate_juv_arrest_quality
2021,01,03076,1013.9603232916973,1
2021,01,07000,1154.493241283286,1
2021,01,35896,816.164029063402,1
2021,01,37000,62.817657472445894,1
2021,01,50000,3980.8408728046834,1
2021,01,51000,0,1
2021,01,77256,3400.0806343233435,1
2021,02,03000,0,1
2021,04,04720,4017.2825887111603,1
2021,04,07940,2500.2155358220534,1
2021,04,12000,3061.780641851816,1
2021,04,23620,2896.0817717206132,1
2021,04,27400,2644.387184092033,1
2021,NA,NA,NA,NA
2021,04,28380,1582.1708063967335,1
2021,04,46000,3191.647194095174,1
2021,04,54050,4924.819185382566,1
2021,04,55000,0,1
2021,04,65000,3421.990677268988,1
2021,04,71510,5040.972025996044,1
2021,NA,NA,NA,NA
2021,04,77000,28.315433934025037,1
2021,04,85540,4481.242398727664,1
2021,05,23290,3112.7181260808047,1
2021,05,24550,11636.054782885656,1
2021,05,35710,5912.0827456511515,1
2021,05,41000,5760.623706626883,1
2021,05,66080,8180.045774349411,1
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,06,11194,3173.6239632599904,1
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,06,13392,2515.490613150837,1
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,06,21712,2254.901960784314,1
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,06,22804,2909.904868494684,1
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
2021,NA,NA,NA,NA
