year,state,place,rate_juv_arrest_quality,subgroup,rate_juv_arrest,subgroup_type
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,04,28380,1,all,1582.1708063967335,NA
2021,04,28380,1,white,2070.3303394732834,race-ethnicity
2021,04,28380,1,black,6077.348066298342,race-ethnicity
2021,04,28380,1,asian_other,44.812906116961685,race-ethnicity
2021,04,28380,1,hispanic,1085.8143607705779,race-ethnicity
2021,04,28380,1,male,2529.9145299145302,sex
2021,04,28380,1,female,372.502539790044,sex
2021,04,28380,1,1014,686.4115927291217,age
2021,04,28380,1,1517,3394.1887374646435,age
2021,04,46000,1,all,3191.647194095174,NA
2021,04,46000,1,white,3607.7348066298346,race-ethnicity
2021,04,46000,1,black,10152.284263959391,race-ethnicity
2021,04,46000,1,asian_other,717.8167535721541,race-ethnicity
2021,04,46000,1,hispanic,0,race-ethnicity
2021,04,46000,1,male,4337.427981302316,sex
2021,04,46000,1,female,1439.696106362773,sex
2021,04,46000,1,1014,1841.1737839689426,age
2021,04,46000,1,1517,5696.1355214399155,age
2021,04,54050,1,all,4924.819185382566,NA
2021,04,54050,1,white,5996.521739130435,race-ethnicity
2021,04,54050,1,black,16298.633017875922,race-ethnicity
2021,04,54050,1,asian_other,228.47100175746922,race-ethnicity
2021,04,54050,1,hispanic,5536.272127733426,race-ethnicity
2021,04,54050,1,male,6718.0722891566265,sex
2021,04,54050,1,female,1823.1369232215018,sex
2021,04,54050,1,1014,2287.5048962005485,age
2021,04,54050,1,1517,9004.969094655193,age
2021,04,55000,1,all,0,NA
2021,04,55000,1,white,0,race-ethnicity
2021,04,55000,1,black,0,race-ethnicity
2021,04,55000,1,asian_other,0,race-ethnicity
2021,04,55000,1,hispanic,0,race-ethnicity
2021,04,55000,1,male,0,sex
2021,04,55000,1,female,0,sex
2021,04,55000,1,1014,0,age
2021,04,55000,1,1517,0,age
2021,04,65000,1,all,3421.990677268988,NA
2021,04,65000,1,white,3616.1335187760783,race-ethnicity
2021,04,65000,1,black,8047.210300429185,race-ethnicity
2021,04,65000,1,asian_other,992.1313718782073,race-ethnicity
2021,04,65000,1,hispanic,2798.092209856916,race-ethnicity
2021,04,65000,1,male,3785.714285714286,sex
2021,04,65000,1,female,1624.1849436870184,sex
2021,04,65000,1,1014,1569.7727480149674,age
2021,04,65000,1,1517,6210.497389392691,age
2021,04,71510,1,all,5040.972025996044,NA
2021,04,71510,1,white,4986.338797814207,race-ethnicity
2021,04,71510,1,black,10759.075907590759,race-ethnicity
2021,04,71510,1,asian_other,965.3794940079893,race-ethnicity
2021,04,71510,1,hispanic,0,race-ethnicity
2021,04,71510,1,male,6700.107488355428,sex
2021,04,71510,1,female,2188.371594078524,sex
2021,04,71510,1,1014,2947.0438882843673,age
2021,04,71510,1,1517,8504.574771261437,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,04,77000,1,all,28.315433934025037,NA
2021,04,77000,1,white,7.294212042744083,race-ethnicity
2021,04,77000,1,black,36.088054853843374,race-ethnicity
2021,04,77000,1,asian_other,46.74596166831143,race-ethnicity
2021,04,77000,1,hispanic,25.936973155232785,race-ethnicity
2021,04,77000,1,male,42.78490859587709,sex
2021,04,77000,1,female,12.640626975097966,sex
2021,04,77000,1,1014,16.313745962347877,age
2021,04,77000,1,1517,47.88762370969459,age
2021,04,85540,1,all,4481.242398727664,NA
2021,04,85540,1,white,6372.4756918474195,race-ethnicity
2021,04,85540,1,black,12105.263157894737,race-ethnicity
2021,04,85540,1,asian_other,498.16465652857886,race-ethnicity
2021,04,85540,1,hispanic,4161.937192584184,race-ethnicity
2021,04,85540,1,male,4940.88583024528,sex
2021,04,85540,1,female,2887.2958980485864,sex
2021,04,85540,1,1014,2843.5334872979215,age
2021,04,85540,1,1517,7498.005849508109,age
2021,05,23290,1,all,3112.7181260808047,NA
2021,05,23290,1,white,2879.3957989143264,race-ethnicity
2021,05,23290,1,black,10839.160839160839,race-ethnicity
2021,05,23290,1,asian_other,451.0309278350515,race-ethnicity
2021,05,23290,1,hispanic,2433.0900243309,race-ethnicity
2021,05,23290,1,male,3663.613655287261,sex
2021,05,23290,1,female,2102.9731689630166,sex
2021,05,23290,1,1014,1417.945141794514,age
2021,05,23290,1,1517,6653.715395823215,age
2021,05,24550,1,all,11636.054782885656,NA
2021,05,24550,1,white,17383.59201773836,race-ethnicity
2021,05,24550,1,black,33445.56677890011,race-ethnicity
2021,05,24550,1,asian_other,323.5440517670483,race-ethnicity
2021,05,24550,1,hispanic,2703.6516853932585,race-ethnicity
2021,05,24550,1,male,13861.797053330565,sex
2021,05,24550,1,female,4391.304347826087,sex
2021,05,24550,1,1014,8003.487358326068,age
2021,05,24550,1,1517,17290.98805646037,age
2021,05,35710,1,all,5912.0827456511515,NA
2021,05,35710,1,white,2615.447486718431,race-ethnicity
2021,05,35710,1,black,14876.690533015117,race-ethnicity
2021,05,35710,1,asian_other,0,race-ethnicity
2021,05,35710,1,hispanic,2073.1707317073174,race-ethnicity
2021,05,35710,1,male,7276.324466915806,sex
2021,05,35710,1,female,3258.39858550139,sex
2021,05,35710,1,1014,3046.0624071322436,age
2021,05,35710,1,1517,10851.472471190782,age
2021,05,41000,1,all,5760.623706626883,NA
2021,05,41000,1,white,1548.1793410948724,race-ethnicity
2021,05,41000,1,black,10965.732087227414,race-ethnicity
2021,05,41000,1,asian_other,32.520325203252035,race-ethnicity
2021,05,41000,1,hispanic,2911.3365681517425,race-ethnicity
2021,05,41000,1,male,7074.105223810859,sex
2021,05,41000,1,female,3056.1619368922406,sex
2021,05,41000,1,1014,3100.317413449472,age
2021,05,41000,1,1517,10743.91592920354,age
2021,05,66080,1,all,8180.045774349411,NA
2021,05,66080,1,white,12215.909090909092,race-ethnicity
2021,05,66080,1,black,30612.244897959183,race-ethnicity
2021,05,66080,1,asian_other,2965.3208242586697,race-ethnicity
2021,05,66080,1,hispanic,3792.347884712624,race-ethnicity
2021,05,66080,1,male,11071.370508860347,sex
2021,05,66080,1,female,4162.238753099539,sex
2021,05,66080,1,1014,4377.104377104377,age
2021,05,66080,1,1517,13411.196133709222,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,06,11194,1,all,3173.6239632599904,NA
2021,06,11194,1,white,3972.7582292849033,race-ethnicity
2021,06,11194,1,black,47000,race-ethnicity
2021,06,11194,1,asian_other,333.4722801167153,race-ethnicity
2021,06,11194,1,hispanic,0,race-ethnicity
2021,06,11194,1,male,3643.7779531702186,sex
2021,06,11194,1,female,615.42865321311,sex
2021,06,11194,1,1014,1836.1581920903955,age
2021,06,11194,1,1517,5459.610027855153,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,06,13392,1,all,2515.490613150837,NA
2021,06,13392,1,white,4081.8971102760142,race-ethnicity
2021,06,13392,1,black,7302.96456977585,race-ethnicity
2021,06,13392,1,asian_other,262.4503904749712,race-ethnicity
2021,06,13392,1,hispanic,0,race-ethnicity
2021,06,13392,1,male,3116.496047686925,sex
2021,06,13392,1,female,405.76301087915317,sex
2021,06,13392,1,1014,1615.8443926653836,age
2021,06,13392,1,1517,3914.3104670394578,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,06,21712,1,all,2254.901960784314,NA
2021,06,21712,1,white,2487.6981957353746,race-ethnicity
2021,06,21712,1,black,5922.865013774105,race-ethnicity
2021,06,21712,1,asian_other,230.4147465437788,race-ethnicity
2021,06,21712,1,hispanic,22.558087074216107,race-ethnicity
2021,06,21712,1,male,2552.5766575694333,sex
2021,06,21712,1,female,166.36167027116952,sex
2021,06,21712,1,1014,1231.4007183170856,age
2021,06,21712,1,1517,4050.4050405040502,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,06,22804,1,all,2909.904868494684,NA
2021,06,22804,1,white,5088.289962825279,race-ethnicity
2021,06,22804,1,black,11049.723756906076,race-ethnicity
2021,06,22804,1,asian_other,41.129695640252265,race-ethnicity
2021,06,22804,1,hispanic,0,race-ethnicity
2021,06,22804,1,male,4159.132007233273,sex
2021,06,22804,1,female,1348.2280431432973,sex
2021,06,22804,1,1014,1952.404079650316,age
2021,06,22804,1,1517,4612.992398064962,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
