year,state,place,rate_juv_arrest_quality,subgroup,rate_juv_arrest,subgroup_type
2021,26,49000,1,black,16577.54010695187,race-ethnicity
2021,26,49000,1,asian_other,0,race-ethnicity
2021,26,49000,1,hispanic,123.60939431396785,race-ethnicity
2021,26,49000,1,male,1541.5106804668574,sex
2021,26,49000,1,female,1059.4750782566819,sex
2021,26,49000,1,1014,566.1712668082095,age
2021,26,49000,1,1517,2695.595003287311,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,26,74900,1,all,833.922261484099,NA
2021,26,74900,1,white,306.7484662576687,race-ethnicity
2021,26,74900,1,black,1110.2139685102948,race-ethnicity
2021,26,74900,1,asian_other,0,race-ethnicity
2021,26,74900,1,hispanic,0,race-ethnicity
2021,26,74900,1,male,1378.7034320915225,sex
2021,26,74900,1,female,327.33224222585926,sex
2021,26,74900,1,1014,167.02457647339537,age
2021,26,74900,1,1517,1803.0513176144243,age
2021,26,76460,1,all,235.41281318311755,NA
2021,26,76460,1,white,177.6001776001776,race-ethnicity
2021,26,76460,1,black,1161.4401858304298,race-ethnicity
2021,26,76460,1,asian_other,0,race-ethnicity
2021,26,76460,1,hispanic,0,race-ethnicity
2021,26,76460,1,male,231.44321375433955,sex
2021,26,76460,1,female,239.52095808383234,sex
2021,26,76460,1,1014,99.78617248752673,age
2021,26,76460,1,1517,430.416068866571,age
2021,26,80700,1,all,1704.7817047817048,NA
2021,26,80700,1,white,1454.4098452358755,race-ethnicity
2021,26,80700,1,black,15122.873345935728,race-ethnicity
2021,26,80700,1,asian_other,53.648068669527895,race-ethnicity
2021,26,80700,1,hispanic,1123.5955056179776,race-ethnicity
2021,26,80700,1,male,2227.770309199155,sex
2021,26,80700,1,female,997.0541581690461,sex
2021,26,80700,1,1014,603.3717834960071,age
2021,26,80700,1,1517,3262.233375156838,age
2021,26,84000,1,all,2320.011974255351,NA
2021,26,84000,1,white,1155.4968636513702,race-ethnicity
2021,26,84000,1,black,5494.505494505494,race-ethnicity
2021,26,84000,1,asian_other,160.3592046183451,race-ethnicity
2021,26,84000,1,hispanic,447.0938897168405,race-ethnicity
2021,26,84000,1,male,3744.033412887828,sex
2021,26,84000,1,female,690.8981676179033,sex
2021,26,84000,1,1014,1142.4404472532815,age
2021,26,84000,1,1517,4207.245812232178,age
2021,26,86000,1,all,2348.993288590604,NA
2021,26,86000,1,white,1735.0527549824149,race-ethnicity
2021,26,86000,1,black,4896.142433234421,race-ethnicity
2021,26,86000,1,asian_other,85.98452278589853,race-ethnicity
2021,26,86000,1,hispanic,431.0344827586207,race-ethnicity
2021,26,86000,1,male,3424.851401075573,sex
2021,26,86000,1,female,1199.8978810314015,sex
2021,26,86000,1,1014,1305.4830287206266,age
2021,26,86000,1,1517,4451.639012545528,age
2021,26,88940,1,all,3427.0557029177717,NA
2021,26,88940,1,white,2708.0450681952957,race-ethnicity
2021,26,88940,1,black,17339.667458432305,race-ethnicity
2021,26,88940,1,asian_other,170.261066969353,race-ethnicity
2021,26,88940,1,hispanic,1846.7475192943768,race-ethnicity
2021,26,88940,1,male,4628.677226908044,sex
2021,26,88940,1,female,1292.7256792287467,sex
2021,26,88940,1,1014,1735.6475300400534,age
2021,26,88940,1,1517,6379.260122341974,age
2021,27,06616,1,all,7031.064737965378,NA
2021,27,06616,1,white,2582.5571549534293,race-ethnicity
2021,27,06616,1,black,30669.546436285094,race-ethnicity
2021,27,06616,1,asian_other,1120.206807410599,race-ethnicity
2021,27,06616,1,hispanic,4316.020482809071,race-ethnicity
2021,27,06616,1,male,7786.42936596218,sex
2021,27,06616,1,female,4391.977659304392,sex
2021,27,06616,1,1014,2817.733990147783,age
2021,27,06616,1,1517,13396.84429889848,age
2021,27,07966,1,all,6263.7582549529725,NA
2021,27,07966,1,white,2513.3282559025133,race-ethnicity
2021,27,07966,1,black,14008.983717012912,race-ethnicity
2021,27,07966,1,asian_other,394.1145559642669,race-ethnicity
2021,27,07966,1,hispanic,987.9253567508232,race-ethnicity
2021,27,07966,1,male,7950.459448661606,sex
2021,27,07966,1,female,2706.495589414595,sex
2021,27,07966,1,1014,4883.644706653556,age
2021,27,07966,1,1517,8427.543679342241,age
2021,27,17000,1,all,1347.195782691463,NA
2021,27,17000,1,white,570.3083229370878,race-ethnicity
2021,27,17000,1,black,12830.188679245282,race-ethnicity
2021,27,17000,1,asian_other,2308.4994753410283,race-ethnicity
2021,27,17000,1,hispanic,0,race-ethnicity
2021,27,17000,1,male,1863.1732168850074,sex
2021,27,17000,1,female,589.2751915144372,sex
2021,27,17000,1,1014,544.959128065395,age
2021,27,17000,1,1517,2804.1237113402062,age
2021,27,43000,1,all,2262.3366663717075,NA
2021,27,43000,1,white,401.22728345527497,race-ethnicity
2021,27,43000,1,black,5238.460882177288,race-ethnicity
2021,27,43000,1,asian_other,633.5128286347799,race-ethnicity
2021,27,43000,1,hispanic,0,race-ethnicity
2021,27,43000,1,male,3384.9185648872663,sex
2021,27,43000,1,female,834.8348348348349,sex
2021,27,43000,1,1014,638.9484733695404,age
2021,27,43000,1,1517,5228.485657104737,age
2021,27,51730,1,all,1196.1430489442207,NA
2021,27,51730,1,white,952.1880064829822,race-ethnicity
2021,27,51730,1,black,10091.743119266055,race-ethnicity
2021,27,51730,1,asian_other,35.44842254519674,race-ethnicity
2021,27,51730,1,hispanic,0,race-ethnicity
2021,27,51730,1,male,1509.9337748344371,sex
2021,27,51730,1,female,362.15482118605706,sex
2021,27,51730,1,1014,501.5432098765432,age
2021,27,51730,1,1517,2392.8215353938185,age
2021,27,54880,1,all,3680.835905960579,NA
2021,27,54880,1,white,2472.395583293327,race-ethnicity
2021,27,54880,1,black,12569.213732004431,race-ethnicity
2021,27,54880,1,asian_other,480.96192384769535,race-ethnicity
2021,27,54880,1,hispanic,86.28127696289906,race-ethnicity
2021,27,54880,1,male,4239.700374531835,sex
2021,27,54880,1,female,2400.1342732460557,sex
2021,27,54880,1,1014,1514.9618129460373,age
2021,27,54880,1,1517,7404.218682737838,age
2021,27,58000,1,all,1533.7065547002564,NA
2021,27,58000,1,white,275.6831265709884,race-ethnicity
2021,27,58000,1,black,5341.409691629956,race-ethnicity
2021,27,58000,1,asian_other,428.60058507381456,race-ethnicity
2021,27,58000,1,hispanic,0,race-ethnicity
2021,27,58000,1,male,2553.7234359188046,sex
2021,27,58000,1,female,525.8044236154769,sex
2021,27,58000,1,1014,589.1683661907999,age
2021,27,58000,1,1517,3237.6747608535693,age
2021,27,71428,1,all,1414.3691708516963,NA
2021,27,71428,1,white,622.3766102185555,race-ethnicity
2021,27,71428,1,black,8883.82687927107,race-ethnicity
2021,27,71428,1,asian_other,507.6142131979695,race-ethnicity
2021,27,71428,1,hispanic,1153.2125205930809,race-ethnicity
2021,27,71428,1,male,1851.8518518518517,sex
2021,27,71428,1,female,557.7504066930048,sex
2021,27,71428,1,1014,725.2348772045492,age
2021,27,71428,1,1517,2547.4254742547423,age
2021,28,36000,1,all,0,NA
2021,28,36000,1,white,0,race-ethnicity
2021,28,36000,1,black,0,race-ethnicity
2021,28,36000,1,asian_other,0,race-ethnicity
2021,28,36000,1,hispanic,0,race-ethnicity
2021,28,36000,1,male,0,sex
2021,28,36000,1,female,0,sex
2021,28,36000,1,1014,0,age
2021,28,36000,1,1517,0,age
2021,29,15670,1,all,11350.021394950792,NA
2021,29,15670,1,white,5991.160582746767,race-ethnicity
2021,29,15670,1,black,54077.59303246239,race-ethnicity
2021,29,15670,1,asian_other,455.4655870445344,race-ethnicity
2021,29,15670,1,hispanic,4742.268041237113,race-ethnicity
2021,29,15670,1,male,13700.062748379,sex
2021,29,15670,1,female,4598.204510619663,sex
2021,29,15670,1,1014,6867.406233491812,age
2021,29,15670,1,1517,18288.361951485418,age
2021,29,35000,1,all,7363.475313871987,NA
2021,29,35000,1,white,8137.829912023461,race-ethnicity
2021,29,35000,1,black,12900.143334925942,race-ethnicity
2021,29,35000,1,asian_other,406.50406504065046,race-ethnicity
2021,29,35000,1,hispanic,4436.396559529198,race-ethnicity
2021,29,35000,1,male,7883.302296710118,sex
2021,29,35000,1,female,2416.271601162257,sex
2021,29,35000,1,1014,5041.599403948839,age
2021,29,35000,1,1517,11156.186612576064,age
2021,29,38000,1,all,1055.6775094791458,NA
2021,29,38000,1,white,595.2139936024619,race-ethnicity
2021,29,38000,1,black,2432.554829527075,race-ethnicity
2021,29,38000,1,asian_other,20.08838891120932,race-ethnicity
2021,29,38000,1,hispanic,473.07952241495826,race-ethnicity
2021,29,38000,1,male,1544.251736313196,sex
2021,29,38000,1,female,517.7302050375971,sex
2021,29,38000,1,1014,507.1057409378326,age
2021,29,38000,1,1517,2020.4800704690597,age
2021,29,41348,1,all,627.4094791745408,NA
2021,29,41348,1,white,379.96200379962005,race-ethnicity
2021,29,41348,1,black,2551.640340218712,race-ethnicity
2021,29,41348,1,asian_other,63.21112515802782,race-ethnicity
2021,29,41348,1,hispanic,556.3282336578582,race-ethnicity
2021,29,41348,1,male,778.0320366132723,sex
2021,29,41348,1,female,374.5879532514234,sex
2021,29,41348,1,1014,203.78806041716618,age
2021,29,41348,1,1517,1350.521792510743,age
2021,29,54074,1,all,2355.5359505955007,NA
2021,29,54074,1,white,1953.8968166849613,race-ethnicity
2021,29,54074,1,black,13235.29411764706,race-ethnicity
2021,29,54074,1,asian_other,61.99628022318661,race-ethnicity
2021,29,54074,1,hispanic,1733.3333333333333,race-ethnicity
2021,29,54074,1,male,3008.5470085470083,sex
2021,29,54074,1,female,1367.365542388332,sex
2021,29,54074,1,1014,1461.347362268011,age
2021,29,54074,1,1517,3717.720391807658,age
2021,29,65000,1,all,4485.736503908648,NA
2021,29,65000,1,white,1124.8415716096324,race-ethnicity
2021,29,65000,1,black,6685.437401781037,race-ethnicity
2021,29,65000,1,asian_other,35.1000351000351,race-ethnicity
2021,29,65000,1,hispanic,0,race-ethnicity
2021,29,65000,1,male,6823.327347958466,sex
2021,29,65000,1,female,1539.9174122505162,sex
2021,29,65000,1,1014,1645.7826818776884,age
2021,29,65000,1,1517,9914.204003813156,age
2021,29,70000,1,all,7225.5291005291,NA
2021,29,70000,1,white,4964.884900507218,race-ethnicity
2021,29,70000,1,black,35901.926444833625,race-ethnicity
2021,29,70000,1,asian_other,157.10919088766693,race-ethnicity
2021,29,70000,1,hispanic,5763.239875389408,race-ethnicity
2021,29,70000,1,male,9477.459016393443,sex
2021,29,70000,1,female,4759.615384615385,sex
2021,29,70000,1,1014,4103.841615314016,age
2021,29,70000,1,1517,12553.143880062653,age
2021,30,06550,1,all,10315.304190335062,NA
2021,30,06550,1,white,9128.502015920603,race-ethnicity
2021,30,06550,1,black,30198.019801980197,race-ethnicity
2021,30,06550,1,asian_other,10827.464788732394,race-ethnicity
2021,30,06550,1,hispanic,7328.767123287672,race-ethnicity
2021,30,06550,1,male,10768.99272783537,sex
2021,30,06550,1,female,4503.870513722731,sex
2021,30,06550,1,1014,7642.403010250422,age
2021,30,06550,1,1517,14954.954954954956,age
2021,31,28000,1,all,7944.750233669125,NA
2021,31,28000,1,white,6355.6058890147215,race-ethnicity
2021,31,28000,1,black,52479.33884297521,race-ethnicity
2021,31,28000,1,asian_other,2108.2089552238804,race-ethnicity
2021,31,28000,1,hispanic,3404.4715447154467,race-ethnicity
2021,31,28000,1,male,10421.392727022754,sex
2021,31,28000,1,female,5292.887029288703,sex
2021,31,28000,1,1014,4927.712173049333,age
2021,31,28000,1,1517,13023.6878773804,age
2021,31,37000,1,all,23.88125505180395,NA
2021,31,37000,1,white,19.823850924641047,race-ethnicity
2021,31,37000,1,black,50.01875703388771,race-ethnicity
2021,31,37000,1,asian_other,17.972681524083395,race-ethnicity
2021,31,37000,1,hispanic,0,race-ethnicity
2021,31,37000,1,male,14.258724557088367,sex
2021,31,37000,1,female,26.53223666755107,sex
2021,31,37000,1,1014,0,age
2021,31,37000,1,1517,65.47139403706689,age
2021,32,31900,1,all,2878.3346560039067,NA
2021,32,31900,1,white,2762.683459448479,race-ethnicity
2021,32,31900,1,black,17557.9744439186,race-ethnicity
2021,32,31900,1,asian_other,246.3953276145282,race-ethnicity
2021,32,31900,1,hispanic,2039.9210353147619,race-ethnicity
2021,32,31900,1,male,3834.221155534742,sex
2021,32,31900,1,female,1690.15881114867,sex
2021,32,31900,1,1014,2017.1908381775725,age
2021,32,31900,1,1517,4250.0989315393745,age
2021,32,40000,1,all,6686.623914647295,NA
2021,32,40000,1,white,6084.935558842172,race-ethnicity
2021,32,40000,1,black,33137.715179968705,race-ethnicity
2021,32,40000,1,asian_other,421.0880916287687,race-ethnicity
2021,32,40000,1,hispanic,3460.4477161648465,race-ethnicity
2021,32,40000,1,male,8786.840301576422,sex
2021,32,40000,1,female,4084.21300244053,sex
2021,32,40000,1,1014,3449.668948490629,age
2021,32,40000,1,1517,12248.83335261676,age
2021,32,51800,1,all,1791.7198190884842,NA
2021,32,51800,1,white,1648.9897034915227,race-ethnicity
2021,32,51800,1,black,4680.150517403576,race-ethnicity
2021,32,51800,1,asian_other,45.90314436538903,race-ethnicity
2021,32,51800,1,hispanic,979.8400720801893,race-ethnicity
2021,32,51800,1,male,2428.6684782608695,sex
2021,32,51800,1,female,986.4511528405039,sex
2021,32,51800,1,1014,954.3664581885567,age
2021,32,51800,1,1517,3192.0663206012246,age
2021,32,60600,1,all,3335.3695784972515,NA
2021,32,60600,1,white,4132.343011478731,race-ethnicity
2021,32,60600,1,black,16644.474034620507,race-ethnicity
2021,32,60600,1,asian_other,255.72603958194355,race-ethnicity
2021,32,60600,1,hispanic,2677.4524324940185,race-ethnicity
2021,32,60600,1,male,4065.040650406504,sex
2021,32,60600,1,female,1986.4820309924169,sex
2021,32,60600,1,1014,1869.0992600153102,age
2021,32,60600,1,1517,5924.090550737696,age
2021,32,68400,1,all,3725.004423995753,NA
2021,32,68400,1,white,5174.035747883348,race-ethnicity
2021,32,68400,1,black,29130.434782608692,race-ethnicity
2021,32,68400,1,asian_other,362.1644652748189,race-ethnicity
2021,32,68400,1,hispanic,2693.861843371176,race-ethnicity
2021,32,68400,1,male,4532.163742690058,sex
2021,32,68400,1,female,2195.5403087478558,sex
2021,32,68400,1,1014,2071.8990120746435,age
2021,32,68400,1,1517,6726.457399103139,age
2021,33,45140,1,all,4833.90119250426,NA
2021,33,45140,1,white,5076.628352490421,race-ethnicity
2021,33,45140,1,black,10798.94644424934,race-ethnicity
2021,33,45140,1,asian_other,100.5530417295123,race-ethnicity
2021,33,45140,1,hispanic,5717.202654415518,race-ethnicity
2021,33,45140,1,male,5538.586845856241,sex
2021,33,45140,1,female,2588.707877705869,sex
2021,33,45140,1,1014,3089.458496010864,age
2021,33,45140,1,1517,7769.208797486433,age
2021,33,50260,1,all,2378.003467921724,NA
2021,33,50260,1,white,2801.1685856676404,race-ethnicity
2021,33,50260,1,black,5882.35294117647,race-ethnicity
2021,33,50260,1,asian_other,0,race-ethnicity
2021,33,50260,1,hispanic,3511.7056856187287,race-ethnicity
2021,33,50260,1,male,3058.4106292303836,sex
2021,33,50260,1,female,1028.1517747858018,sex
2021,33,50260,1,1014,1127.5272161741834,age
2021,33,50260,1,1517,4573.378839590444,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,34,21000,1,all,1016.7503095874339,NA
2021,34,21000,1,white,1324.9651324965132,race-ethnicity
2021,34,21000,1,black,3680.297397769517,race-ethnicity
2021,34,21000,1,asian_other,0,race-ethnicity
2021,34,21000,1,hispanic,572.3937318194614,race-ethnicity
2021,34,21000,1,male,1776.4416507242415,sex
2021,34,21000,1,female,274.1433021806854,sex
2021,34,21000,1,1014,270.6766917293233,age
2021,34,21000,1,1517,2403.129657228018,age
2021,34,36000,1,all,378.350943570341,NA
2021,34,36000,1,white,310.1058008026268,race-ethnicity
2021,34,36000,1,black,952.5226968298854,race-ethnicity
2021,34,36000,1,asian_other,10.557432432432433,race-ethnicity
2021,34,36000,1,hispanic,258.3979328165375,race-ethnicity
2021,34,36000,1,male,573.6823234134099,sex
2021,34,36000,1,female,142.62622420842445,sex
2021,34,36000,1,1014,114.37558081349633,age
2021,34,36000,1,1517,858.9276418532014,age
2021,34,51000,1,all,1998.7636513496807,NA
2021,34,51000,1,white,677.8566817301485,race-ethnicity
2021,34,51000,1,black,3770.208196623516,race-ethnicity
2021,34,51000,1,asian_other,27.243007628042136,race-ethnicity
2021,34,51000,1,hispanic,380.7643491750106,race-ethnicity
2021,34,51000,1,male,3424.420615703909,sex
2021,34,51000,1,female,499.24812030075185,sex
2021,34,51000,1,1014,599.346167816927,age
2021,34,51000,1,1517,4578.5552858458195,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,35,02000,1,all,618.8306119360318,NA
2021,35,02000,1,white,721.2093237941381,race-ethnicity
2021,35,02000,1,black,1512.6050420168067,race-ethnicity
2021,35,02000,1,asian_other,209.60620791151942,race-ethnicity
2021,35,02000,1,hispanic,469.6428105513085,race-ethnicity
2021,35,02000,1,male,908.1934846989142,sex
2021,35,02000,1,female,192.59208308972725,sex
2021,35,02000,1,1014,264.3383530919577,age
2021,35,02000,1,1517,1221.8941630706336,age
2021,35,39380,1,all,4674.400880684224,NA
2021,35,39380,1,white,6264.726264726264,race-ethnicity
2021,35,39380,1,black,10593.22033898305,race-ethnicity
2021,35,39380,1,asian_other,68.83891693437356,race-ethnicity
2021,35,39380,1,hispanic,77.34806629834254,race-ethnicity
2021,35,39380,1,male,6922.357343311505,sex
2021,35,39380,1,female,2537.1287128712875,sex
2021,35,39380,1,1014,3643.9354502863093,age
2021,35,39380,1,1517,6593.939393939394,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,35,70500,1,all,113.79441143001642,NA
2021,35,70500,1,white,131.35672734096454,race-ethnicity
2021,35,70500,1,black,0,race-ethnicity
2021,35,70500,1,asian_other,87.3743993010048,race-ethnicity
2021,35,70500,1,hispanic,123.54394634662901,race-ethnicity
2021,35,70500,1,male,151.9756838905775,sex
2021,35,70500,1,female,75.73844988639232,sex
2021,35,70500,1,1014,20.234722784297855,age
2021,35,70500,1,1517,269.6326255476913,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,36,11000,1,all,1472.8478806730877,NA
2021,36,11000,1,white,661.6729088639202,race-ethnicity
2021,36,11000,1,black,2924.6544806063307,race-ethnicity
2021,36,11000,1,asian_other,134.08420488066506,race-ethnicity
2021,36,11000,1,hispanic,977.1309771309772,race-ethnicity
2021,36,11000,1,male,2466.383835478536,sex
2021,36,11000,1,female,360.05009392611146,sex
2021,36,11000,1,1014,393.2006533180086,age
2021,36,11000,1,1517,3230.890464933018,age
2021,36,50617,1,all,501.0737294201861,NA
2021,36,50617,1,white,433.6734693877551,race-ethnicity
2021,36,50617,1,black,1522.5334957369062,race-ethnicity
2021,36,50617,1,asian_other,0,race-ethnicity
2021,36,50617,1,hispanic,558.1089954038083,race-ethnicity
2021,36,50617,1,male,675.3497346840328,sex
2021,36,50617,1,female,306.8932955618508,sex
2021,36,50617,1,1014,209.55574182732607,age
2021,36,50617,1,1517,886.426592797784,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,NA,NA,NA,all,NA,NA
2021,NA,NA,NA,white,NA,race-ethnicity
2021,NA,NA,NA,black,NA,race-ethnicity
2021,NA,NA,NA,asian_other,NA,race-ethnicity
2021,NA,NA,NA,hispanic,NA,race-ethnicity
2021,NA,NA,NA,male,NA,sex
2021,NA,NA,NA,female,NA,sex
2021,NA,NA,NA,1014,NA,age
2021,NA,NA,NA,1517,NA,age
2021,36,84000,1,all,0,NA
2021,36,84000,1,white,0,race-ethnicity
2021,36,84000,1,black,0,race-ethnicity
2021,36,84000,1,asian_other,0,race-ethnicity
2021,36,84000,1,hispanic,0,race-ethnicity
2021,36,84000,1,male,0,sex
2021,36,84000,1,female,0,sex
2021,36,84000,1,1014,0,age
2021,36,84000,1,1517,0,age
2021,37,02140,1,all,73.28154770628755,NA
2021,37,02140,1,white,96.33911368015414,race-ethnicity
2021,37,02140,1,black,0,race-ethnicity
2021,37,02140,1,asian_other,0,race-ethnicity
2021,37,02140,1,hispanic,132.1003963011889,race-ethnicity
2021,37,02140,1,male,136.2769146906514,sex
2021,37,02140,1,female,0,sex
2021,37,02140,1,1014,0,age
2021,37,02140,1,1517,193.2740626207963,age
2021,37,10740,1,all,499.51436103787984,NA
2021,37,10740,1,white,354.4099879178413,race-ethnicity
2021,37,10740,1,black,3710.691823899371,race-ethnicity
2021,37,10740,1,asian_other,65.65126050420169,race-ethnicity
2021,37,10740,1,hispanic,642.6276329882185,race-ethnicity
2021,37,10740,1,male,713.2667617689016,sex
2021,37,10740,1,female,249.87986544930322,sex
2021,37,10740,1,1014,207.68431983385253,age
2021,37,10740,1,1517,982.9217348568619,age
2021,37,12000,1,all,0,NA
2021,37,12000,1,white,0,race-ethnicity
2021,37,12000,1,black,0,race-ethnicity
2021,37,12000,1,asian_other,0,race-ethnicity
2021,37,12000,1,hispanic,0,race-ethnicity
2021,37,12000,1,male,0,sex
2021,37,12000,1,female,0,sex
2021,37,12000,1,1014,0,age
2021,37,12000,1,1517,0,age
2021,37,14100,1,all,2154.509079716836,NA
2021,37,14100,1,white,1330.4073515292828,race-ethnicity
2021,37,14100,1,black,6085.470085470086,race-ethnicity
2021,37,14100,1,asian_other,143.88489208633095,race-ethnicity
2021,37,14100,1,hispanic,1663.8370118845503,race-ethnicity
2021,37,14100,1,male,3169.5959140754094,sex
2021,37,14100,1,female,772.992585581322,sex
2021,37,14100,1,1014,1176.0426770126091,age
2021,37,14100,1,1517,3854.2544229149116,age
2021,37,19000,1,all,1409.1450638839817,NA
2021,37,19000,1,white,519.0729116368904,race-ethnicity
2021,37,19000,1,black,2790.523457252552,race-ethnicity
2021,37,19000,1,asian_other,18.59427296392711,race-ethnicity
2021,37,19000,1,hispanic,523.37752965806,race-ethnicity
2021,37,19000,1,male,2259.796458049523,sex
2021,37,19000,1,female,505.8168942842691,sex
2021,37,19000,1,1014,406.6907182682847,age
2021,37,19000,1,1517,3089.2700087950748,age
2021,37,22920,1,all,2082.902625594377,NA
2021,37,22920,1,white,1103.404791929382,race-ethnicity
2021,37,22920,1,black,3767.949454336588,race-ethnicity
2021,37,22920,1,asian_other,93.0448941614329,race-ethnicity
2021,37,22920,1,hispanic,654.3075245365321,race-ethnicity
2021,37,22920,1,male,2614.9968494013865,sex
2021,37,22920,1,female,1139.8330958681051,sex
2021,37,22920,1,1014,1267.5491375852387,age
2021,37,22920,1,1517,3559.49440650879,age
2021,37,25580,1,all,1186.6827821118559,NA
2021,37,25580,1,white,455.80657946888624,race-ethnicity
2021,37,25580,1,black,2936.0363509262497,race-ethnicity
2021,37,25580,1,asian_other,0,race-ethnicity
2021,37,25580,1,hispanic,337.83783783783787,race-ethnicity
2021,37,25580,1,male,1720.0602021070738,sex
2021,37,25580,1,female,606.7415730337078,sex
2021,37,25580,1,1014,684.0905104367655,age
2021,37,25580,1,1517,2029.4117647058824,age
2021,37,28000,1,all,1274.0598671141859,NA
2021,37,28000,1,white,649.4784491241882,race-ethnicity
2021,37,28000,1,black,2178.362573099415,race-ethnicity
2021,37,28000,1,asian_other,112.02389843166542,race-ethnicity
2021,37,28000,1,hispanic,443.61428904973155,race-ethnicity
2021,37,28000,1,male,1835.166291241553,sex
2021,37,28000,1,female,595.5757231990924,sex
2021,37,28000,1,1014,519.4243047289254,age
2021,37,28000,1,1517,2575.5879059350505,age
2021,37,28080,1,all,1984.5498135322323,NA
2021,37,28080,1,white,329.0826820238585,race-ethnicity
2021,37,28080,1,black,3342.0241763451054,race-ethnicity
2021,37,28080,1,asian_other,0,race-ethnicity
2021,37,28080,1,hispanic,0,race-ethnicity
2021,37,28080,1,male,2609.325924136265,sex
2021,37,28080,1,female,949.8367468091423,sex
2021,37,28080,1,1014,1585.6457333611518,age
2021,37,28080,1,1517,2688.766114180479,age
2021,37,31400,1,all,4022.3650171075687,NA
2021,37,31400,1,white,1852.9241459177763,race-ethnicity
2021,37,31400,1,black,9556.057185854024,race-ethnicity
2021,37,31400,1,asian_other,142.09591474245116,race-ethnicity
2021,37,31400,1,hispanic,2157.164869029276,race-ethnicity
2021,37,31400,1,male,6248.921111686518,sex
2021,37,31400,1,female,1179.3214862681746,sex
2021,37,31400,1,1014,2020.3389830508472,age
2021,37,31400,1,1517,7226.5625,age
2021,37,55000,1,all,1368.5441166357198,NA
2021,37,55000,1,white,1990.4581131688296,race-ethnicity
2021,37,55000,1,black,1169.5129244468071,race-ethnicity
2021,37,55000,1,asian_other,44.04801233344345,race-ethnicity
2021,37,55000,1,hispanic,12.153621779290228,race-ethnicity
2021,37,55000,1,male,1891.8799451885247,sex
2021,37,55000,1,female,28.571428571428573,sex
2021,37,55000,1,1014,21.742281490071026,age
2021,37,55000,1,1517,3687.5272976851566,age
