year,state,county,subgroup_type,subgroup,rate_juv_arrest,rate_juv_arrest_quality
2021,39,037,all,All,116.88094840540991,3
2021,39,037,race-ethnicity,"White, Non-Hispanic",105.83877227024166,3
2021,39,037,race-ethnicity,Black,0,3
2021,39,037,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,037,race-ethnicity,Hispanic,0,3
2021,39,037,gender,Male,169.9524133242692,3
2021,39,037,gender,Female,65.63833278634722,3
2021,39,037,age,Age 10 to 14,106.43959552953699,3
2021,39,037,age,Age 15 to 17,134.4688480502017,3
2021,39,039,all,All,4615.756404059932,3
2021,39,039,race-ethnicity,"White, Non-Hispanic",4978.9029535864975,3
2021,39,039,race-ethnicity,Black,NA,NA
2021,39,039,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,039,race-ethnicity,Hispanic,0,3
2021,39,039,gender,Male,5523.385300668152,3
2021,39,039,gender,Female,3539.3555203380874,3
2021,39,039,age,Age 10 to 14,3456.591639871383,3
2021,39,039,age,Age 15 to 17,6363.636363636363,3
2021,39,041,all,All,639.087891901085,2
2021,39,041,race-ethnicity,"White, Non-Hispanic",338.0423291204782,2
2021,39,041,race-ethnicity,Black,7677.926734695991,2
2021,39,041,race-ethnicity,Other Races and Ethnicities,35.3503641907343,2
2021,39,041,race-ethnicity,Hispanic,0,2
2021,39,041,gender,Male,913.6295027887306,2
2021,39,041,gender,Female,330.9319515925599,2
2021,39,041,age,Age 10 to 14,311.02532431877574,2
2021,39,041,age,Age 15 to 17,1182.6957001676385,2
2021,39,043,all,All,1290.638614453003,3
2021,39,043,race-ethnicity,"White, Non-Hispanic",672.3960565975535,3
2021,39,043,race-ethnicity,Black,8407.079646017699,3
2021,39,043,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,043,race-ethnicity,Hispanic,0,3
2021,39,043,gender,Male,1530.2461297902844,3
2021,39,043,gender,Female,1068.3011972473905,3
2021,39,043,age,Age 10 to 14,770.64357580119065,3
2021,39,043,age,Age 15 to 17,2165.440927023618,3
2021,39,045,all,All,494.94824116330676,2
2021,39,045,race-ethnicity,"White, Non-Hispanic",164.42673580470475,2
2021,39,045,race-ethnicity,Black,3426.480057283271,2
2021,39,045,race-ethnicity,Other Races and Ethnicities,40.335467637522434,2
2021,39,045,race-ethnicity,Hispanic,19.84017295799354,2
2021,39,045,gender,Male,672.2911801352443,2
2021,39,045,gender,Female,309.624967496736,2
2021,39,045,age,Age 10 to 14,205.1351465628409,2
2021,39,045,age,Age 15 to 17,967.268138829233,2
2021,39,047,all,All,2146.4275213172596,3
2021,39,047,race-ethnicity,"White, Non-Hispanic",2209.76253298153,3
2021,39,047,race-ethnicity,Black,6818.181818181818,3
2021,39,047,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,047,race-ethnicity,Hispanic,0,3
2021,39,047,gender,Male,2686.9158878504672,3
2021,39,047,gender,Female,1598.5790408525754,3
2021,39,047,age,Age 10 to 14,1630.1816488122963,3
2021,39,047,age,Age 15 to 17,3030.3030303030305,3
2021,39,049,all,All,1019.041213104929,2
2021,39,049,race-ethnicity,"White, Non-Hispanic",710.2968925728281,2
2021,39,049,race-ethnicity,Black,2086.2670389596856,2
2021,39,049,race-ethnicity,Other Races and Ethnicities,72.62219331871587,2
2021,39,049,race-ethnicity,Hispanic,7.111047037486738,2
2021,39,049,gender,Male,1408.2842924012919,2
2021,39,049,gender,Female,625.8411193105063,2
2021,39,049,age,Age 10 to 14,499.7829419048168,2
2021,39,049,age,Age 15 to 17,1940.7725162570487,2
2021,39,051,all,All,195.8667834492546,3
2021,39,051,race-ethnicity,"White, Non-Hispanic",201.31166821670786,3
2021,39,051,race-ethnicity,Black,NA,NA
2021,39,051,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,051,race-ethnicity,Hispanic,0,3
2021,39,051,gender,Male,290.46857068034245,3
2021,39,051,gender,Female,89.086859688196,3
2021,39,051,age,Age 10 to 14,103.79974455021733,3
2021,39,051,age,Age 15 to 17,347.96643650276957,3
2021,39,053,all,All,530.4101838755304,3
2021,39,053,race-ethnicity,"White, Non-Hispanic",382.84839203675347,3
2021,39,053,race-ethnicity,Black,0,3
2021,39,053,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,053,race-ethnicity,Hispanic,0,3
2021,39,053,gender,Male,701.2622720897615,3
2021,39,053,gender,Female,356.6333808844508,3
2021,39,053,age,Age 10 to 14,61.05006105006105,3
2021,39,053,age,Age 15 to 17,1176.4705882352941,3
2021,39,055,all,All,273.68235190253375,3
2021,39,055,race-ethnicity,"White, Non-Hispanic",265.45316647705727,3
2021,39,055,race-ethnicity,Black,2597.4025974025976,3
2021,39,055,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,055,race-ethnicity,Hispanic,0,3
2021,39,055,gender,Male,345.0655624568668,3
2021,39,055,gender,Female,198.87904538058217,3
2021,39,055,age,Age 10 to 14,44.007627988851404,3
2021,39,055,age,Age 15 to 17,620.8425720620843,3
2021,39,057,all,All,1409.00940982324,3
2021,39,057,race-ethnicity,"White, Non-Hispanic",1279.3196703339818,3
2021,39,057,race-ethnicity,Black,6065.549751928405,3
2021,39,057,race-ethnicity,Other Races and Ethnicities,77.10100231303007,3
2021,39,057,race-ethnicity,Hispanic,0,3
2021,39,057,gender,Male,1727.6875441535174,3
2021,39,057,gender,Female,1082.8647389458422,3
2021,39,057,age,Age 10 to 14,861.1716347472209,3
2021,39,057,age,Age 15 to 17,2316.2172941835443,3
2021,39,059,all,All,166.03415559772296,3
2021,39,059,race-ethnicity,"White, Non-Hispanic",161.37708445400753,3
2021,39,059,race-ethnicity,Black,0,3
2021,39,059,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,059,race-ethnicity,Hispanic,0,3
2021,39,059,gender,Male,220.26431718061676,3
2021,39,059,gender,Female,102.77492291880782,3
2021,39,059,age,Age 10 to 14,193.72336303758235,3
2021,39,059,age,Age 15 to 17,122.32415902140671,3
2021,39,061,all,All,1420.8960789271898,2
2021,39,061,race-ethnicity,"White, Non-Hispanic",610.0429339178039,2
2021,39,061,race-ethnicity,Black,3244.3220823652996,2
2021,39,061,race-ethnicity,Other Races and Ethnicities,121.63173652694611,2
2021,39,061,race-ethnicity,Hispanic,175.6440281030445,2
2021,39,061,gender,Male,1840.547836118955,2
2021,39,061,gender,Female,990.7407687568698,2
2021,39,061,age,Age 10 to 14,863.3948798023544,2
2021,39,061,age,Age 15 to 17,2401.0348965247067,2
2021,39,063,all,All,726.1268666940676,3
2021,39,063,race-ethnicity,"White, Non-Hispanic",627.3338312173264,3
2021,39,063,race-ethnicity,Black,8035.714285714286,3
2021,39,063,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,063,race-ethnicity,Hispanic,0,3
2021,39,063,gender,Male,895.5223880597016,3
2021,39,063,gender,Female,553.4034311012728,3
2021,39,063,age,Age 10 to 14,502.85714285714283,3
2021,39,063,age,Age 15 to 17,1060.1915184678523,3
2021,39,065,all,All,134.22818791946307,2
2021,39,065,race-ethnicity,"White, Non-Hispanic",105.59662090813093,2
2021,39,065,race-ethnicity,Black,NA,NA
2021,39,065,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,065,race-ethnicity,Hispanic,0,2
2021,39,065,gender,Male,122.54901960784314,2
2021,39,065,gender,Female,148.3679525222552,2
2021,39,065,age,Age 10 to 14,117.50881316098707,2
2021,39,065,age,Age 15 to 17,156.49452269170578,2
2021,39,067,all,All,1026.694045174538,3
2021,39,067,race-ethnicity,"White, Non-Hispanic",839.1608391608391,3
2021,39,067,race-ethnicity,Black,NA,NA
2021,39,067,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,067,race-ethnicity,Hispanic,NA,NA
2021,39,067,gender,Male,1788.375558867362,3
2021,39,067,gender,Female,379.746835443038,3
2021,39,067,age,Age 10 to 14,337.83783783783787,3
2021,39,067,age,Age 15 to 17,2094.2408376963353,3
2021,39,069,all,All,1856.1484918793503,3
2021,39,069,race-ethnicity,"White, Non-Hispanic",2058.252427184466,3
2021,39,069,race-ethnicity,Black,NA,NA
2021,39,069,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,069,race-ethnicity,Hispanic,0,3
2021,39,069,gender,Male,2378.048780487805,3
2021,39,069,gender,Female,1234.567901234568,3
2021,39,069,age,Age 10 to 14,927.4413529732678,3
2021,39,069,age,Age 15 to 17,3293.9189189189187,3
2021,39,071,all,All,476.38773819386915,3
2021,39,071,race-ethnicity,"White, Non-Hispanic",379.80339588918673,3
2021,39,071,race-ethnicity,Black,1600,3
2021,39,071,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,071,race-ethnicity,Hispanic,0,3
2021,39,071,gender,Male,726.4957264957266,3
2021,39,071,gender,Female,241.15755627009648,3
2021,39,071,age,Age 10 to 14,169.664065151001,3
2021,39,071,age,Age 15 to 17,956.9377990430621,3
2021,39,073,all,All,264.3754130865829,3
2021,39,073,race-ethnicity,"White, Non-Hispanic",175.43859649122808,3
2021,39,073,race-ethnicity,Black,NA,NA
2021,39,073,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,073,race-ethnicity,Hispanic,NA,NA
2021,39,073,gender,Male,298.8643156007173,3
2021,39,073,gender,Female,221.72949002217294,3
2021,39,073,age,Age 10 to 14,53.447354355959376,3
2021,39,073,age,Age 15 to 17,606.060606060606,3
2021,39,075,all,All,58.33084862179338,3
2021,39,075,race-ethnicity,"White, Non-Hispanic",60.356895299030654,3
2021,39,075,race-ethnicity,Black,NA,NA
2021,39,075,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,075,race-ethnicity,Hispanic,0,3
2021,39,075,gender,Male,116.3640908730674,3
2021,39,075,gender,Female,0,3
2021,39,075,age,Age 10 to 14,0,3
2021,39,075,age,Age 15 to 17,146.08398277739767,3
2021,39,077,all,All,344.25265150814687,3
2021,39,077,race-ethnicity,"White, Non-Hispanic",334.269772566266,3
2021,39,077,race-ethnicity,Black,4444.444444444444,3
2021,39,077,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,077,race-ethnicity,Hispanic,0,3
2021,39,077,gender,Male,491.03690551040944,3
2021,39,077,gender,Female,184.218606079214,3
2021,39,077,age,Age 10 to 14,92.78589654372536,3
2021,39,077,age,Age 15 to 17,778.4029040718718,3
2021,39,079,all,All,898.8112496375761,2
2021,39,079,race-ethnicity,"White, Non-Hispanic",805.2490307187594,2
2021,39,079,race-ethnicity,Black,NA,NA
2021,39,079,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,079,race-ethnicity,Hispanic,NA,NA
2021,39,079,gender,Male,1213.1715771230502,2
2021,39,079,gender,Female,582.0721769499419,2
2021,39,079,age,Age 10 to 14,564.4402634054563,2
2021,39,079,age,Age 15 to 17,1436.1300075585789,2
2021,39,081,all,All,891.5080084617709,2
2021,39,081,race-ethnicity,"White, Non-Hispanic",415.8380039775809,2
2021,39,081,race-ethnicity,Black,6451.612903225806,2
2021,39,081,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,081,race-ethnicity,Hispanic,0,2
2021,39,081,gender,Male,1245.4005094820268,2
2021,39,081,gender,Female,486.2236628849271,2
2021,39,081,age,Age 10 to 14,703.3997655334115,2
2021,39,081,age,Age 15 to 17,1232.4691882702932,2
2021,39,083,all,All,95.32617480643542,1
2021,39,083,race-ethnicity,"White, Non-Hispanic",102.16719455907524,1
2021,39,083,race-ethnicity,Black,0,1
2021,39,083,race-ethnicity,Other Races and Ethnicities,0,1
2021,39,083,race-ethnicity,Hispanic,0,1
2021,39,083,gender,Male,160.27285735466458,1
2021,39,083,gender,Female,35.41751485048035,1
2021,39,083,age,Age 10 to 14,69.63788300835655,1
2021,39,083,age,Age 15 to 17,139.03279450079708,1
2021,39,085,all,All,631.5883111684384,3
2021,39,085,race-ethnicity,"White, Non-Hispanic",485.43689320388347,3
2021,39,085,race-ethnicity,Black,3473.2272069464548,3
2021,39,085,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,085,race-ethnicity,Hispanic,101.47133434804667,3
2021,39,085,gender,Male,736.8325297916856,3
2021,39,085,gender,Female,530.8964316797214,3
2021,39,085,age,Age 10 to 14,333.6793711997627,3
2021,39,085,age,Age 15 to 17,1078.1371568300544,3
2021,39,087,all,All,326.57270539704365,3
2021,39,087,race-ethnicity,"White, Non-Hispanic",319.54887218045116,3
2021,39,087,race-ethnicity,Black,1694.915254237288,3
2021,39,087,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,087,race-ethnicity,Hispanic,0,3
2021,39,087,gender,Male,333.77837116154876,3
2021,39,087,gender,Female,318.92274982282066,3
2021,39,087,age,Age 10 to 14,284.6569883290635,3
2021,39,087,age,Age 15 to 17,390.45553145336225,3
2021,39,089,all,All,238.3156677184503,3
2021,39,089,race-ethnicity,"White, Non-Hispanic",178.3702598489914,3
2021,39,089,race-ethnicity,Black,1145.8135651486377,3
2021,39,089,race-ethnicity,Other Races and Ethnicities,6.221640328772604,3
2021,39,089,race-ethnicity,Hispanic,0,3
2021,39,089,gender,Male,273.8533884499487,3
2021,39,089,gender,Female,199.3542744694666,3
2021,39,089,age,Age 10 to 14,129.87836303827484,3
2021,39,089,age,Age 15 to 17,424.5822451998841,3
2021,39,091,all,All,2125.2586044762083,3
2021,39,091,race-ethnicity,"White, Non-Hispanic",1940.7558733401431,3
2021,39,091,race-ethnicity,Black,8771.929824561403,3
2021,39,091,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,091,race-ethnicity,Hispanic,0,3
2021,39,091,gender,Male,2647.278150633855,3
2021,39,091,gender,Female,1593.9278937381403,3
2021,39,091,age,Age 10 to 14,1497.7973568281936,3
2021,39,091,age,Age 15 to 17,3242.6778242677824,3
2021,39,093,all,All,1830.3159515446227,2
2021,39,093,race-ethnicity,"White, Non-Hispanic",1234.8613222418662,2
2021,39,093,race-ethnicity,Black,10036.496350364963,2
2021,39,093,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,093,race-ethnicity,Hispanic,0,2
2021,39,093,gender,Male,2301.0831152035616,2
2021,39,093,gender,Female,1314.719581656644,2
2021,39,093,age,Age 10 to 14,1250.4957718095989,2
2021,39,093,age,Age 15 to 17,2758.934930960681,2
2021,39,095,all,All,1623.1835367022275,2
2021,39,095,race-ethnicity,"White, Non-Hispanic",792.7588755238576,2
2021,39,095,race-ethnicity,Black,5230.514781889601,2
2021,39,095,race-ethnicity,Other Races and Ethnicities,38.40245775729647,2
2021,39,095,race-ethnicity,Hispanic,76.19047619047619,2
2021,39,095,gender,Male,2266.199417439861,2
2021,39,095,gender,Female,968.2863995735987,2
2021,39,095,age,Age 10 to 14,975.2775774695433,2
2021,39,095,age,Age 15 to 17,2723.0775543999766,2
2021,39,097,all,All,1091.6073430869997,3
2021,39,097,race-ethnicity,"White, Non-Hispanic",809.1793571684362,3
2021,39,097,race-ethnicity,Black,9230.76923076923,3
2021,39,097,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,097,race-ethnicity,Hispanic,0,3
2021,39,097,gender,Male,1431.4499158975095,3
2021,39,097,gender,Female,747.9722524819043,3
2021,39,097,age,Age 10 to 14,737.5776397515529,3
2021,39,097,age,Age 15 to 17,1672.8568751406085,3
2021,39,099,all,All,1277.7898871902237,2
2021,39,099,race-ethnicity,"White, Non-Hispanic",1104.192354840573,2
2021,39,099,race-ethnicity,Black,2578.8193865450994,2
2021,39,099,race-ethnicity,Other Races and Ethnicities,34.04834865509022,2
2021,39,099,race-ethnicity,Hispanic,0,2
2021,39,099,gender,Male,1692.2032576820272,2
2021,39,099,gender,Female,817.0764313389438,2
2021,39,099,age,Age 10 to 14,723.5297603126551,2
2021,39,099,age,Age 15 to 17,2156.3154331240767,2
2021,39,101,all,All,1274.074074074074,3
2021,39,101,race-ethnicity,"White, Non-Hispanic",1186.3568956994563,3
2021,39,101,race-ethnicity,Black,8974.358974358975,3
2021,39,101,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,101,race-ethnicity,Hispanic,0,3
2021,39,101,gender,Male,1786.2205840657782,3
2021,39,101,gender,Female,713.6208501396216,3
2021,39,101,age,Age 10 to 14,825.3094910591471,3
2021,39,101,age,Age 15 to 17,2093.8023450586265,3
2021,39,103,all,All,679.8610061942892,3
2021,39,103,race-ethnicity,"White, Non-Hispanic",630.6404262259433,3
2021,39,103,race-ethnicity,Black,7446.808510638298,3
2021,39,103,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,103,race-ethnicity,Hispanic,0,3
2021,39,103,gender,Male,995.4210631096954,3
2021,39,103,gender,Female,356.74243196412186,3
2021,39,103,age,Age 10 to 14,347.91252485089467,3
2021,39,103,age,Age 15 to 17,1194.6050096339113,3
2021,39,105,all,All,36.54970760233918,3
2021,39,105,race-ethnicity,"White, Non-Hispanic",39.44773175542406,3
2021,39,105,race-ethnicity,Black,NA,NA
2021,39,105,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,105,race-ethnicity,Hispanic,0,3
2021,39,105,gender,Male,72.83321194464676,3
2021,39,105,gender,Female,0,3
2021,39,105,age,Age 10 to 14,0,3
2021,39,105,age,Age 15 to 17,96.52509652509653,3
2021,39,107,all,All,59.594755661501786,2
2021,39,107,race-ethnicity,"White, Non-Hispanic",63.23777403035413,2
2021,39,107,race-ethnicity,Black,NA,NA
2021,39,107,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,107,race-ethnicity,Hispanic,0,2
2021,39,107,gender,Male,74.57121551081282,2
2021,39,107,gender,Female,42.517006802721085,2
2021,39,107,age,Age 10 to 14,30.32140691328078,2
2021,39,107,age,Age 15 to 17,115.2073732718894,2
2021,39,109,all,All,2957.629257748247,2
2021,39,109,race-ethnicity,"White, Non-Hispanic",2516.2914390921264,2
2021,39,109,race-ethnicity,Black,36511.57545785555,2
2021,39,109,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,109,race-ethnicity,Hispanic,0,2
2021,39,109,gender,Male,3657.2866163417602,2
2021,39,109,gender,Female,2205.631653568514,2
2021,39,109,age,Age 10 to 14,2351.7899831870195,2
2021,39,109,age,Age 15 to 17,4018.349843162934,2
2021,39,111,all,All,311.28404669260703,3
2021,39,111,race-ethnicity,"White, Non-Hispanic",247.32069249793898,3
2021,39,111,race-ethnicity,Black,NA,NA
2021,39,111,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,111,race-ethnicity,Hispanic,NA,NA
2021,39,111,gender,Male,293.2551319648094,3
2021,39,111,gender,Female,331.6749585406302,3
2021,39,111,age,Age 10 to 14,265.9574468085106,3
2021,39,111,age,Age 15 to 17,375.234521575985,3
2021,39,113,all,All,4430.603837943277,3
2021,39,113,race-ethnicity,"White, Non-Hispanic",2830.2029016529987,3
2021,39,113,race-ethnicity,Black,10840.847923239073,3
2021,39,113,race-ethnicity,Other Races and Ethnicities,43.208987469393634,3
2021,39,113,race-ethnicity,Hispanic,717.9487179487179,3
2021,39,113,gender,Male,5035.623505658148,3
2021,39,113,gender,Female,3796.450142732988,3
2021,39,113,age,Age 10 to 14,2900.729944742127,3
2021,39,113,age,Age 15 to 17,6952.061286030664,3
2021,39,115,all,All,586.1664712778429,3
2021,39,115,race-ethnicity,"White, Non-Hispanic",278.1641168289291,3
2021,39,115,race-ethnicity,Black,2597.4025974025976,3
2021,39,115,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,115,race-ethnicity,Hispanic,0,3
2021,39,115,gender,Male,760.8695652173914,3
2021,39,115,gender,Female,381.6793893129771,3
2021,39,115,age,Age 10 to 14,530.9734513274336,3
2021,39,115,age,Age 15 to 17,694.4444444444445,3
2021,39,117,all,All,74.90636704119851,3
2021,39,117,race-ethnicity,"White, Non-Hispanic",52.46589716684156,3
2021,39,117,race-ethnicity,Black,0,3
2021,39,117,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,117,race-ethnicity,Hispanic,0,3
2021,39,117,gender,Male,48.44961240310077,3
2021,39,117,gender,Female,103.03967027305514,3
2021,39,117,age,Age 10 to 14,82.40626287597857,3
2021,39,117,age,Age 15 to 17,63.371356147021544,3
2021,39,119,all,All,1680.5787423483584,2
2021,39,119,race-ethnicity,"White, Non-Hispanic",1192.5684157670098,2
2021,39,119,race-ethnicity,Black,15259.74025974026,2
2021,39,119,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,119,race-ethnicity,Hispanic,0,2
2021,39,119,gender,Male,1651.8424396442185,2
2021,39,119,gender,Female,1712.409101571663,2
2021,39,119,age,Age 10 to 14,1546.6666666666667,2
2021,39,119,age,Age 15 to 17,1904.761904761905,2
2021,39,121,all,All,0,3
2021,39,121,race-ethnicity,"White, Non-Hispanic",0,3
2021,39,121,race-ethnicity,Black,NA,NA
2021,39,121,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,39,121,race-ethnicity,Hispanic,NA,NA
2021,39,121,gender,Male,0,3
2021,39,121,gender,Female,0,3
2021,39,121,age,Age 10 to 14,0,3
2021,39,121,age,Age 15 to 17,0,3
2021,39,123,all,All,818.8061278394084,3
2021,39,123,race-ethnicity,"White, Non-Hispanic",822.4185196466647,3
2021,39,123,race-ethnicity,Black,3636.363636363636,3
2021,39,123,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,123,race-ethnicity,Hispanic,0,3
2021,39,123,gender,Male,1046.1245839277224,3
2021,39,123,gender,Female,534.75935828877,3
2021,39,123,age,Age 10 to 14,565.709312445605,3
2021,39,123,age,Age 15 to 17,1209.6774193548388,3
2021,39,125,all,All,0,3
2021,39,125,race-ethnicity,"White, Non-Hispanic",0,3
2021,39,125,race-ethnicity,Black,NA,NA
2021,39,125,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,125,race-ethnicity,Hispanic,0,3
2021,39,125,gender,Male,0,3
2021,39,125,gender,Female,0,3
2021,39,125,age,Age 10 to 14,0,3
2021,39,125,age,Age 15 to 17,0,3
2021,39,127,all,All,52.15123859191656,3
2021,39,127,race-ethnicity,"White, Non-Hispanic",53.79236148466917,3
2021,39,127,race-ethnicity,Black,0,3
2021,39,127,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,127,race-ethnicity,Hispanic,0,3
2021,39,127,gender,Male,109.46907498631637,3
2021,39,127,gender,Female,0,3
2021,39,127,age,Age 10 to 14,0,3
2021,39,127,age,Age 15 to 17,131.57894736842104,3
2021,39,129,all,All,846.740050804403,3
2021,39,129,race-ethnicity,"White, Non-Hispanic",828.0015054572827,3
2021,39,129,race-ethnicity,Black,2057.61316872428,3
2021,39,129,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,129,race-ethnicity,Hispanic,0,3
2021,39,129,gender,Male,1080.05082592122,3
2021,39,129,gender,Female,580.3409503083061,3
2021,39,129,age,Age 10 to 14,882.1855435401252,3
2021,39,129,age,Age 15 to 17,794.6465913843581,3
2021,39,131,all,All,98.81422924901185,3
2021,39,131,race-ethnicity,"White, Non-Hispanic",104.02219140083217,3
2021,39,131,race-ethnicity,Black,NA,NA
2021,39,131,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,131,race-ethnicity,Hispanic,NA,NA
2021,39,131,gender,Male,116.75423234092236,3
2021,39,131,gender,Female,75.58578987150416,3
2021,39,131,age,Age 10 to 14,0,3
2021,39,131,age,Age 15 to 17,259.0673575129534,3
2021,39,133,all,All,1083.431274399458,3
2021,39,133,race-ethnicity,"White, Non-Hispanic",765.0105754474571,3
2021,39,133,race-ethnicity,Black,13030.375074810558,3
2021,39,133,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,133,race-ethnicity,Hispanic,0,3
2021,39,133,gender,Male,1331.1622216569028,3
2021,39,133,gender,Female,824.4887402057442,3
2021,39,133,age,Age 10 to 14,548.4832086686081,3
2021,39,133,age,Age 15 to 17,1916.9789877560986,3
2021,39,135,all,All,884.1923657537202,3
2021,39,135,race-ethnicity,"White, Non-Hispanic",822.8571428571429,3
2021,39,135,race-ethnicity,Black,2666.666666666667,3
2021,39,135,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,135,race-ethnicity,Hispanic,0,3
2021,39,135,gender,Male,959.2326139088728,3
2021,39,135,gender,Female,796.2529274004685,3
2021,39,135,age,Age 10 to 14,802.7923211169284,3
2021,39,135,age,Age 15 to 17,1015.8013544018058,3
2021,39,137,all,All,0,3
2021,39,137,race-ethnicity,"White, Non-Hispanic",0,3
2021,39,137,race-ethnicity,Black,0,3
2021,39,137,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,137,race-ethnicity,Hispanic,0,3
2021,39,137,gender,Male,0,3
2021,39,137,gender,Female,0,3
2021,39,137,age,Age 10 to 14,0,3
2021,39,137,age,Age 15 to 17,0,3
2021,39,139,all,All,3420.7878647163534,2
2021,39,139,race-ethnicity,"White, Non-Hispanic",2577.61053621825,2
2021,39,139,race-ethnicity,Black,15885.167464114833,2
2021,39,139,race-ethnicity,Other Races and Ethnicities,0,2
2021,39,139,race-ethnicity,Hispanic,0,2
2021,39,139,gender,Male,4142.011834319527,2
2021,39,139,gender,Female,2586.782376502003,2
2021,39,139,age,Age 10 to 14,2240.0779157535912,2
2021,39,139,age,Age 15 to 17,5481.198215423837,2
2021,39,141,all,All,1042.054335690361,3
2021,39,141,race-ethnicity,"White, Non-Hispanic",909.8544232922732,3
2021,39,141,race-ethnicity,Black,6666.666666666667,3
2021,39,141,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,141,race-ethnicity,Hispanic,2285.714285714286,3
2021,39,141,gender,Male,1471.9848053181388,3
2021,39,141,gender,Female,571.5770329955833,3
2021,39,141,age,Age 10 to 14,737.5776397515529,3
2021,39,141,age,Age 15 to 17,1581.2994156067377,3
2021,39,143,all,All,1030.6242638398116,3
2021,39,143,race-ethnicity,"White, Non-Hispanic",967.1179883945842,3
2021,39,143,race-ethnicity,Black,14285.714285714284,3
2021,39,143,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,143,race-ethnicity,Hispanic,1201.716738197425,3
2021,39,143,gender,Male,971.1510996858041,3
2021,39,143,gender,Female,1093.8924339106654,3
2021,39,143,age,Age 10 to 14,583.9757066106049,3
2021,39,143,age,Age 15 to 17,1792.1146953405016,3
2021,39,145,all,All,227.211975407645,3
2021,39,145,race-ethnicity,"White, Non-Hispanic",234.46658851113713,3
2021,39,145,race-ethnicity,Black,0,3
2021,39,145,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,145,race-ethnicity,Hispanic,0,3
2021,39,145,gender,Male,388.39979285344384,3
2021,39,145,gender,Female,55.24861878453039,3
2021,39,145,age,Age 10 to 14,43.96570674873599,3
2021,39,145,age,Age 15 to 17,511.4217524718718,3
2021,39,147,all,All,732.1641409841648,3
2021,39,147,race-ethnicity,"White, Non-Hispanic",676.328502415459,3
2021,39,147,race-ethnicity,Black,2380.9523809523807,3
2021,39,147,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,147,race-ethnicity,Hispanic,0,3
2021,39,147,gender,Male,936.9951534733441,3
2021,39,147,gender,Female,503.9596832253419,3
2021,39,147,age,Age 10 to 14,565.9309564233163,3
2021,39,147,age,Age 15 to 17,983.3262077811031,3
2021,39,149,all,All,1492.7905004240881,3
2021,39,149,race-ethnicity,"White, Non-Hispanic",1283.7209302325582,3
2021,39,149,race-ethnicity,Black,9285.714285714286,3
2021,39,149,race-ethnicity,Other Races and Ethnicities,0,3
2021,39,149,race-ethnicity,Hispanic,0,3
2021,39,149,gender,Male,2169.751116783663,3
2021,39,149,gender,Female,724.3752263672582,3
2021,39,149,age,Age 10 to 14,945.179584120983,3
2021,39,149,age,Age 15 to 17,2417.883211678832,3
2021,39,151,all,All,1532.46885933978,2
2021,39,151,race-ethnicity,"White, Non-Hispanic",1090.6524621545339,2
2021,39,151,race-ethnicity,Black,6865.034009109815,2
2021,39,151,race-ethnicity,Other Races and Ethnicities,49.37052579609973,2
