year,state,county,subgroup_type,subgroup,rate_juv_arrest,rate_juv_arrest_quality
2021,41,069,gender,Female,NA,NA
2021,41,069,age,Age 10 to 14,NA,NA
2021,41,069,age,Age 15 to 17,NA,NA
2021,41,071,all,All,1194.557044185313,1
2021,41,071,race-ethnicity,"White, Non-Hispanic",1413.1028131456355,1
2021,41,071,race-ethnicity,Black,9876.543209876543,1
2021,41,071,race-ethnicity,Other Races and Ethnicities,79.77662544874352,1
2021,41,071,race-ethnicity,Hispanic,442.6285325161729,1
2021,41,071,gender,Male,1340.2385357068026,1
2021,41,071,gender,Female,1019.2081536652292,1
2021,41,071,age,Age 10 to 14,607.5529581850299,1
2021,41,071,age,Age 15 to 17,2140.58128313304,1
2021,42,001,all,All,145.02562119307743,3
2021,42,001,race-ethnicity,"White, Non-Hispanic",166.79639719782054,3
2021,42,001,race-ethnicity,Black,0,3
2021,42,001,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,001,race-ethnicity,Hispanic,67.11409395973153,3
2021,42,001,gender,Male,268.1992337164751,3
2021,42,001,gender,Female,19.519812609798947,3
2021,42,001,age,Age 10 to 14,46.35352286773795,3
2021,42,001,age,Age 15 to 17,309.9974166881943,3
2021,42,003,all,All,51.843138522524406,3
2021,42,003,race-ethnicity,"White, Non-Hispanic",30.694450842760283,3
2021,42,003,race-ethnicity,Black,173.8374619730552,3
2021,42,003,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,003,race-ethnicity,Hispanic,0,3
2021,42,003,gender,Male,84.50801838825707,3
2021,42,003,gender,Female,17.210058322975428,3
2021,42,003,age,Age 10 to 14,25.279938138504317,3
2021,42,003,age,Age 15 to 17,95.95573634502152,3
2021,42,005,all,All,NA,NA
2021,42,005,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,005,race-ethnicity,Black,NA,NA
2021,42,005,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,005,race-ethnicity,Hispanic,NA,NA
2021,42,005,gender,Male,NA,NA
2021,42,005,gender,Female,NA,NA
2021,42,005,age,Age 10 to 14,NA,NA
2021,42,005,age,Age 15 to 17,NA,NA
2021,42,007,all,All,53.24813631522897,3
2021,42,007,race-ethnicity,"White, Non-Hispanic",40.07694773966015,3
2021,42,007,race-ethnicity,Black,194.74196689386562,3
2021,42,007,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,007,race-ethnicity,Hispanic,0,3
2021,42,007,gender,Male,79.2916611603013,3
2021,42,007,gender,Female,26.820437173125924,3
2021,42,007,age,Age 10 to 14,32.54855158945427,3
2021,42,007,age,Age 15 to 17,86.10297916307904,3
2021,42,009,all,All,0,3
2021,42,009,race-ethnicity,"White, Non-Hispanic",0,3
2021,42,009,race-ethnicity,Black,0,3
2021,42,009,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,009,race-ethnicity,Hispanic,0,3
2021,42,009,gender,Male,0,3
2021,42,009,gender,Female,0,3
2021,42,009,age,Age 10 to 14,0,3
2021,42,009,age,Age 15 to 17,0,3
2021,42,011,all,All,NA,NA
2021,42,011,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,011,race-ethnicity,Black,NA,NA
2021,42,011,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,011,race-ethnicity,Hispanic,NA,NA
2021,42,011,gender,Male,NA,NA
2021,42,011,gender,Female,NA,NA
2021,42,011,age,Age 10 to 14,NA,NA
2021,42,011,age,Age 15 to 17,NA,NA
2021,42,013,all,All,NA,NA
2021,42,013,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,013,race-ethnicity,Black,NA,NA
2021,42,013,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,013,race-ethnicity,Hispanic,NA,NA
2021,42,013,gender,Male,NA,NA
2021,42,013,gender,Female,NA,NA
2021,42,013,age,Age 10 to 14,NA,NA
2021,42,013,age,Age 15 to 17,NA,NA
2021,42,015,all,All,NA,NA
2021,42,015,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,015,race-ethnicity,Black,NA,NA
2021,42,015,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,015,race-ethnicity,Hispanic,NA,NA
2021,42,015,gender,Male,NA,NA
2021,42,015,gender,Female,NA,NA
2021,42,015,age,Age 10 to 14,NA,NA
2021,42,015,age,Age 15 to 17,NA,NA
2021,42,017,all,All,NA,NA
2021,42,017,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,017,race-ethnicity,Black,NA,NA
2021,42,017,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,017,race-ethnicity,Hispanic,NA,NA
2021,42,017,gender,Male,NA,NA
2021,42,017,gender,Female,NA,NA
2021,42,017,age,Age 10 to 14,NA,NA
2021,42,017,age,Age 15 to 17,NA,NA
2021,42,019,all,All,NA,NA
2021,42,019,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,019,race-ethnicity,Black,NA,NA
2021,42,019,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,019,race-ethnicity,Hispanic,NA,NA
2021,42,019,gender,Male,NA,NA
2021,42,019,gender,Female,NA,NA
2021,42,019,age,Age 10 to 14,NA,NA
2021,42,019,age,Age 15 to 17,NA,NA
2021,42,021,all,All,NA,NA
2021,42,021,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,021,race-ethnicity,Black,NA,NA
2021,42,021,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,021,race-ethnicity,Hispanic,NA,NA
2021,42,021,gender,Male,NA,NA
2021,42,021,gender,Female,NA,NA
2021,42,021,age,Age 10 to 14,NA,NA
2021,42,021,age,Age 15 to 17,NA,NA
2021,42,023,all,All,NA,NA
2021,42,023,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,023,race-ethnicity,Black,NA,NA
2021,42,023,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,023,race-ethnicity,Hispanic,NA,NA
2021,42,023,gender,Male,NA,NA
2021,42,023,gender,Female,NA,NA
2021,42,023,age,Age 10 to 14,NA,NA
2021,42,023,age,Age 15 to 17,NA,NA
2021,42,025,all,All,NA,NA
2021,42,025,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,025,race-ethnicity,Black,NA,NA
2021,42,025,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,025,race-ethnicity,Hispanic,NA,NA
2021,42,025,gender,Male,NA,NA
2021,42,025,gender,Female,NA,NA
2021,42,025,age,Age 10 to 14,NA,NA
2021,42,025,age,Age 15 to 17,NA,NA
2021,42,027,all,All,NA,NA
2021,42,027,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,027,race-ethnicity,Black,NA,NA
2021,42,027,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,027,race-ethnicity,Hispanic,NA,NA
2021,42,027,gender,Male,NA,NA
2021,42,027,gender,Female,NA,NA
2021,42,027,age,Age 10 to 14,NA,NA
2021,42,027,age,Age 15 to 17,NA,NA
2021,42,029,all,All,NA,NA
2021,42,029,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,029,race-ethnicity,Black,NA,NA
2021,42,029,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,029,race-ethnicity,Hispanic,NA,NA
2021,42,029,gender,Male,NA,NA
2021,42,029,gender,Female,NA,NA
2021,42,029,age,Age 10 to 14,NA,NA
2021,42,029,age,Age 15 to 17,NA,NA
2021,42,031,all,All,NA,NA
2021,42,031,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,031,race-ethnicity,Black,NA,NA
2021,42,031,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,031,race-ethnicity,Hispanic,NA,NA
2021,42,031,gender,Male,NA,NA
2021,42,031,gender,Female,NA,NA
2021,42,031,age,Age 10 to 14,NA,NA
2021,42,031,age,Age 15 to 17,NA,NA
2021,42,033,all,All,NA,NA
2021,42,033,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,033,race-ethnicity,Black,NA,NA
2021,42,033,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,033,race-ethnicity,Hispanic,NA,NA
2021,42,033,gender,Male,NA,NA
2021,42,033,gender,Female,NA,NA
2021,42,033,age,Age 10 to 14,NA,NA
2021,42,033,age,Age 15 to 17,NA,NA
2021,42,035,all,All,NA,NA
2021,42,035,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,035,race-ethnicity,Black,NA,NA
2021,42,035,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,035,race-ethnicity,Hispanic,NA,NA
2021,42,035,gender,Male,NA,NA
2021,42,035,gender,Female,NA,NA
2021,42,035,age,Age 10 to 14,NA,NA
2021,42,035,age,Age 15 to 17,NA,NA
2021,42,037,all,All,NA,NA
2021,42,037,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,037,race-ethnicity,Black,NA,NA
2021,42,037,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,037,race-ethnicity,Hispanic,NA,NA
2021,42,037,gender,Male,NA,NA
2021,42,037,gender,Female,NA,NA
2021,42,037,age,Age 10 to 14,NA,NA
2021,42,037,age,Age 15 to 17,NA,NA
2021,42,039,all,All,0,3
2021,42,039,race-ethnicity,"White, Non-Hispanic",0,3
2021,42,039,race-ethnicity,Black,0,3
2021,42,039,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,039,race-ethnicity,Hispanic,0,3
2021,42,039,gender,Male,0,3
2021,42,039,gender,Female,0,3
2021,42,039,age,Age 10 to 14,0,3
2021,42,039,age,Age 15 to 17,0,3
2021,42,041,all,All,521.2856962530948,2
2021,42,041,race-ethnicity,"White, Non-Hispanic",386.25001508913255,2
2021,42,041,race-ethnicity,Black,3085.9507460818813,2
2021,42,041,race-ethnicity,Other Races and Ethnicities,60.40471156750227,2
2021,42,041,race-ethnicity,Hispanic,421.17930204572804,2
2021,42,041,gender,Male,599.4055931131968,2
2021,42,041,gender,Female,433.1172103961593,2
2021,42,041,age,Age 10 to 14,363.6611373306899,2
2021,42,041,age,Age 15 to 17,782.0387959146659,2
2021,42,043,all,All,58.34906469881586,3
2021,42,043,race-ethnicity,"White, Non-Hispanic",55.89020679376514,3
2021,42,043,race-ethnicity,Black,109.73936899862827,3
2021,42,043,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,043,race-ethnicity,Hispanic,63.6672325976231,3
2021,42,043,gender,Male,53.752603641738894,3
2021,42,043,gender,Female,63.14903171484704,3
2021,42,043,age,Age 10 to 14,33.21707357581797,3
2021,42,043,age,Age 15 to 17,99.34971098265895,3
2021,42,045,all,All,NA,NA
2021,42,045,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,045,race-ethnicity,Black,NA,NA
2021,42,045,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,045,race-ethnicity,Hispanic,NA,NA
2021,42,045,gender,Male,NA,NA
2021,42,045,gender,Female,NA,NA
2021,42,045,age,Age 10 to 14,NA,NA
2021,42,045,age,Age 15 to 17,NA,NA
2021,42,047,all,All,NA,NA
2021,42,047,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,047,race-ethnicity,Black,NA,NA
2021,42,047,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,047,race-ethnicity,Hispanic,NA,NA
2021,42,047,gender,Male,NA,NA
2021,42,047,gender,Female,NA,NA
2021,42,047,age,Age 10 to 14,NA,NA
2021,42,047,age,Age 15 to 17,NA,NA
2021,42,049,all,All,99.19905944595487,2
2021,42,049,race-ethnicity,"White, Non-Hispanic",14.6177459435755,2
2021,42,049,race-ethnicity,Black,937.5,2
2021,42,049,race-ethnicity,Other Races and Ethnicities,0,2
2021,42,049,race-ethnicity,Hispanic,129.64563526361277,2
2021,42,049,gender,Male,110.88011088011088,2
2021,42,049,gender,Female,86.01814200813263,2
2021,42,049,age,Age 10 to 14,47.72700155112755,2
2021,42,049,age,Age 15 to 17,181.71384850803366,2
2021,42,051,all,All,0,3
2021,42,051,race-ethnicity,"White, Non-Hispanic",0,3
2021,42,051,race-ethnicity,Black,0,3
2021,42,051,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,051,race-ethnicity,Hispanic,0,3
2021,42,051,gender,Male,0,3
2021,42,051,gender,Female,0,3
2021,42,051,age,Age 10 to 14,0,3
2021,42,051,age,Age 15 to 17,0,3
2021,42,053,all,All,NA,NA
2021,42,053,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,053,race-ethnicity,Black,NA,NA
2021,42,053,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,053,race-ethnicity,Hispanic,NA,NA
2021,42,053,gender,Male,NA,NA
2021,42,053,gender,Female,NA,NA
2021,42,053,age,Age 10 to 14,NA,NA
2021,42,053,age,Age 15 to 17,NA,NA
2021,42,055,all,All,276.7763972966206,3
2021,42,055,race-ethnicity,"White, Non-Hispanic",248.31342725627096,3
2021,42,055,race-ethnicity,Black,1087.8795419181386,3
2021,42,055,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,055,race-ethnicity,Hispanic,0,3
2021,42,055,gender,Male,391.44015901152886,3
2021,42,055,gender,Female,159.12404345441607,3
2021,42,055,age,Age 10 to 14,183.6708404934715,3
2021,42,055,age,Age 15 to 17,422.1176834855886,3
2021,42,057,all,All,NA,NA
2021,42,057,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,057,race-ethnicity,Black,NA,NA
2021,42,057,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,057,race-ethnicity,Hispanic,NA,NA
2021,42,057,gender,Male,NA,NA
2021,42,057,gender,Female,NA,NA
2021,42,057,age,Age 10 to 14,NA,NA
2021,42,057,age,Age 15 to 17,NA,NA
2021,42,059,all,All,NA,NA
2021,42,059,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,059,race-ethnicity,Black,NA,NA
2021,42,059,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,059,race-ethnicity,Hispanic,NA,NA
2021,42,059,gender,Male,NA,NA
2021,42,059,gender,Female,NA,NA
2021,42,059,age,Age 10 to 14,NA,NA
2021,42,059,age,Age 15 to 17,NA,NA
2021,42,061,all,All,NA,NA
2021,42,061,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,061,race-ethnicity,Black,NA,NA
2021,42,061,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,061,race-ethnicity,Hispanic,NA,NA
2021,42,061,gender,Male,NA,NA
2021,42,061,gender,Female,NA,NA
2021,42,061,age,Age 10 to 14,NA,NA
2021,42,061,age,Age 15 to 17,NA,NA
2021,42,063,all,All,NA,NA
2021,42,063,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,063,race-ethnicity,Black,NA,NA
2021,42,063,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,063,race-ethnicity,Hispanic,NA,NA
2021,42,063,gender,Male,NA,NA
2021,42,063,gender,Female,NA,NA
2021,42,063,age,Age 10 to 14,NA,NA
2021,42,063,age,Age 15 to 17,NA,NA
2021,42,065,all,All,NA,NA
2021,42,065,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,065,race-ethnicity,Black,NA,NA
2021,42,065,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,065,race-ethnicity,Hispanic,NA,NA
2021,42,065,gender,Male,NA,NA
2021,42,065,gender,Female,NA,NA
2021,42,065,age,Age 10 to 14,NA,NA
2021,42,065,age,Age 15 to 17,NA,NA
2021,42,067,all,All,NA,NA
2021,42,067,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,067,race-ethnicity,Black,NA,NA
2021,42,067,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,067,race-ethnicity,Hispanic,NA,NA
2021,42,067,gender,Male,NA,NA
2021,42,067,gender,Female,NA,NA
2021,42,067,age,Age 10 to 14,NA,NA
2021,42,067,age,Age 15 to 17,NA,NA
2021,42,069,all,All,377.4974680047878,2
2021,42,069,race-ethnicity,"White, Non-Hispanic",273.91134216557657,2
2021,42,069,race-ethnicity,Black,3555.5555555555557,2
2021,42,069,race-ethnicity,Other Races and Ethnicities,34.094783498124784,2
2021,42,069,race-ethnicity,Hispanic,0,2
2021,42,069,gender,Male,533.1437711036076,2
2021,42,069,gender,Female,210.16431027894535,2
2021,42,069,age,Age 10 to 14,210.1601565330821,2
2021,42,069,age,Age 15 to 17,668.9385333838193,2
2021,42,071,all,All,6.713436944043503,3
2021,42,071,race-ethnicity,"White, Non-Hispanic",8.35578951766205,3
2021,42,071,race-ethnicity,Black,0,3
2021,42,071,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,071,race-ethnicity,Hispanic,0,3
2021,42,071,gender,Male,12.887013112535843,3
2021,42,071,gender,Female,0,3
2021,42,071,age,Age 10 to 14,2.671725132918325,3
2021,42,071,age,Age 15 to 17,13.542183902857401,3
2021,42,073,all,All,NA,NA
2021,42,073,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,073,race-ethnicity,Black,NA,NA
2021,42,073,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,073,race-ethnicity,Hispanic,NA,NA
2021,42,073,gender,Male,NA,NA
2021,42,073,gender,Female,NA,NA
2021,42,073,age,Age 10 to 14,NA,NA
2021,42,073,age,Age 15 to 17,NA,NA
2021,42,075,all,All,69.66875672936855,3
2021,42,075,race-ethnicity,"White, Non-Hispanic",66.25258799171843,3
2021,42,075,race-ethnicity,Black,781.25,3
2021,42,075,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,075,race-ethnicity,Hispanic,117.7856301531213,3
2021,42,075,gender,Male,98.38888205632765,3
2021,42,075,gender,Female,39.174719247845395,3
2021,42,075,age,Age 10 to 14,29.661854854656912,3
2021,42,075,age,Age 15 to 17,140.96916299559473,3
2021,42,077,all,All,NA,NA
2021,42,077,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,077,race-ethnicity,Black,NA,NA
2021,42,077,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,077,race-ethnicity,Hispanic,NA,NA
2021,42,077,gender,Male,NA,NA
2021,42,077,gender,Female,NA,NA
2021,42,077,age,Age 10 to 14,NA,NA
2021,42,077,age,Age 15 to 17,NA,NA
2021,42,079,all,All,NA,NA
2021,42,079,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,079,race-ethnicity,Black,NA,NA
2021,42,079,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,079,race-ethnicity,Hispanic,NA,NA
2021,42,079,gender,Male,NA,NA
2021,42,079,gender,Female,NA,NA
2021,42,079,age,Age 10 to 14,NA,NA
2021,42,079,age,Age 15 to 17,NA,NA
2021,42,081,all,All,NA,NA
2021,42,081,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,081,race-ethnicity,Black,NA,NA
2021,42,081,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,081,race-ethnicity,Hispanic,NA,NA
2021,42,081,gender,Male,NA,NA
2021,42,081,gender,Female,NA,NA
2021,42,081,age,Age 10 to 14,NA,NA
2021,42,081,age,Age 15 to 17,NA,NA
2021,42,083,all,All,NA,NA
2021,42,083,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,083,race-ethnicity,Black,NA,NA
2021,42,083,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,083,race-ethnicity,Hispanic,NA,NA
2021,42,083,gender,Male,NA,NA
2021,42,083,gender,Female,NA,NA
2021,42,083,age,Age 10 to 14,NA,NA
2021,42,083,age,Age 15 to 17,NA,NA
2021,42,085,all,All,9.552010698251982,3
2021,42,085,race-ethnicity,"White, Non-Hispanic",11.691804045364199,3
2021,42,085,race-ethnicity,Black,0,3
2021,42,085,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,085,race-ethnicity,Hispanic,0,3
2021,42,085,gender,Male,18.646280067126607,3
2021,42,085,gender,Female,0,3
2021,42,085,age,Age 10 to 14,16.744809109176156,3
2021,42,085,age,Age 15 to 17,0,3
2021,42,087,all,All,NA,NA
2021,42,087,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,087,race-ethnicity,Black,NA,NA
2021,42,087,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,087,race-ethnicity,Hispanic,NA,NA
2021,42,087,gender,Male,NA,NA
2021,42,087,gender,Female,NA,NA
2021,42,087,age,Age 10 to 14,NA,NA
2021,42,087,age,Age 15 to 17,NA,NA
2021,42,089,all,All,NA,NA
2021,42,089,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,089,race-ethnicity,Black,NA,NA
2021,42,089,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,089,race-ethnicity,Hispanic,NA,NA
2021,42,089,gender,Male,NA,NA
2021,42,089,gender,Female,NA,NA
2021,42,089,age,Age 10 to 14,NA,NA
2021,42,089,age,Age 15 to 17,NA,NA
2021,42,091,all,All,NA,NA
2021,42,091,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,091,race-ethnicity,Black,NA,NA
2021,42,091,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,091,race-ethnicity,Hispanic,NA,NA
2021,42,091,gender,Male,NA,NA
2021,42,091,gender,Female,NA,NA
2021,42,091,age,Age 10 to 14,NA,NA
2021,42,091,age,Age 15 to 17,NA,NA
2021,42,093,all,All,NA,NA
2021,42,093,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,093,race-ethnicity,Black,NA,NA
2021,42,093,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,093,race-ethnicity,Hispanic,NA,NA
2021,42,093,gender,Male,NA,NA
2021,42,093,gender,Female,NA,NA
2021,42,093,age,Age 10 to 14,NA,NA
2021,42,093,age,Age 15 to 17,NA,NA
2021,42,095,all,All,NA,NA
2021,42,095,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,095,race-ethnicity,Black,NA,NA
2021,42,095,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,095,race-ethnicity,Hispanic,NA,NA
2021,42,095,gender,Male,NA,NA
2021,42,095,gender,Female,NA,NA
2021,42,095,age,Age 10 to 14,NA,NA
2021,42,095,age,Age 15 to 17,NA,NA
2021,42,097,all,All,NA,NA
2021,42,097,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,097,race-ethnicity,Black,NA,NA
2021,42,097,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,097,race-ethnicity,Hispanic,NA,NA
2021,42,097,gender,Male,NA,NA
2021,42,097,gender,Female,NA,NA
2021,42,097,age,Age 10 to 14,NA,NA
2021,42,097,age,Age 15 to 17,NA,NA
2021,42,099,all,All,NA,NA
2021,42,099,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,099,race-ethnicity,Black,NA,NA
2021,42,099,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,099,race-ethnicity,Hispanic,NA,NA
2021,42,099,gender,Male,NA,NA
2021,42,099,gender,Female,NA,NA
2021,42,099,age,Age 10 to 14,NA,NA
2021,42,099,age,Age 15 to 17,NA,NA
2021,42,101,all,All,727.8241091736163,2
2021,42,101,race-ethnicity,"White, Non-Hispanic",487.6170922622867,2
2021,42,101,race-ethnicity,Black,1247.4760047575583,2
2021,42,101,race-ethnicity,Other Races and Ethnicities,12.371950314247538,2
2021,42,101,race-ethnicity,Hispanic,388.0437533391446,2
2021,42,101,gender,Male,1220.488712093816,2
2021,42,101,gender,Female,214.1212276283717,2
2021,42,101,age,Age 10 to 14,251.13621343527907,2
2021,42,101,age,Age 15 to 17,1606.915172879322,2
2021,42,103,all,All,NA,NA
2021,42,103,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,103,race-ethnicity,Black,NA,NA
2021,42,103,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,103,race-ethnicity,Hispanic,NA,NA
2021,42,103,gender,Male,NA,NA
2021,42,103,gender,Female,NA,NA
2021,42,103,age,Age 10 to 14,NA,NA
2021,42,103,age,Age 15 to 17,NA,NA
2021,42,105,all,All,NA,NA
2021,42,105,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,105,race-ethnicity,Black,NA,NA
2021,42,105,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,105,race-ethnicity,Hispanic,NA,NA
2021,42,105,gender,Male,NA,NA
2021,42,105,gender,Female,NA,NA
2021,42,105,age,Age 10 to 14,NA,NA
2021,42,105,age,Age 15 to 17,NA,NA
2021,42,107,all,All,NA,NA
2021,42,107,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,107,race-ethnicity,Black,NA,NA
2021,42,107,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,107,race-ethnicity,Hispanic,NA,NA
2021,42,107,gender,Male,NA,NA
2021,42,107,gender,Female,NA,NA
2021,42,107,age,Age 10 to 14,NA,NA
2021,42,107,age,Age 15 to 17,NA,NA
2021,42,109,all,All,NA,NA
2021,42,109,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,109,race-ethnicity,Black,NA,NA
2021,42,109,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,109,race-ethnicity,Hispanic,NA,NA
2021,42,109,gender,Male,NA,NA
2021,42,109,gender,Female,NA,NA
2021,42,109,age,Age 10 to 14,NA,NA
2021,42,109,age,Age 15 to 17,NA,NA
2021,42,111,all,All,NA,NA
2021,42,111,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,111,race-ethnicity,Black,NA,NA
2021,42,111,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,111,race-ethnicity,Hispanic,NA,NA
2021,42,111,gender,Male,NA,NA
2021,42,111,gender,Female,NA,NA
2021,42,111,age,Age 10 to 14,NA,NA
2021,42,111,age,Age 15 to 17,NA,NA
2021,42,113,all,All,NA,NA
2021,42,113,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,113,race-ethnicity,Black,NA,NA
2021,42,113,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,113,race-ethnicity,Hispanic,NA,NA
2021,42,113,gender,Male,NA,NA
2021,42,113,gender,Female,NA,NA
2021,42,113,age,Age 10 to 14,NA,NA
2021,42,113,age,Age 15 to 17,NA,NA
2021,42,115,all,All,NA,NA
2021,42,115,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,115,race-ethnicity,Black,NA,NA
2021,42,115,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,115,race-ethnicity,Hispanic,NA,NA
2021,42,115,gender,Male,NA,NA
2021,42,115,gender,Female,NA,NA
2021,42,115,age,Age 10 to 14,NA,NA
2021,42,115,age,Age 15 to 17,NA,NA
2021,42,117,all,All,NA,NA
2021,42,117,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,117,race-ethnicity,Black,NA,NA
2021,42,117,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,117,race-ethnicity,Hispanic,NA,NA
2021,42,117,gender,Male,NA,NA
2021,42,117,gender,Female,NA,NA
2021,42,117,age,Age 10 to 14,NA,NA
2021,42,117,age,Age 15 to 17,NA,NA
2021,42,119,all,All,0,3
2021,42,119,race-ethnicity,"White, Non-Hispanic",0,3
2021,42,119,race-ethnicity,Black,0,3
2021,42,119,race-ethnicity,Other Races and Ethnicities,0,3
2021,42,119,race-ethnicity,Hispanic,0,3
2021,42,119,gender,Male,0,3
2021,42,119,gender,Female,0,3
2021,42,119,age,Age 10 to 14,0,3
2021,42,119,age,Age 15 to 17,0,3
2021,42,121,all,All,NA,NA
2021,42,121,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,42,121,race-ethnicity,Black,NA,NA
2021,42,121,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,42,121,race-ethnicity,Hispanic,NA,NA
2021,42,121,gender,Male,NA,NA
2021,42,121,gender,Female,NA,NA
2021,42,121,age,Age 10 to 14,NA,NA
