year,state,place,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2015,55,66000,965,964,966,.0491619557,1,1
2015,55,53000,4406,4397,4415,.0515677482,1,1
2015,55,48000,1205,1204,1206,.0434688516,1,1
2015,55,39225,612,612,612,.0276173279,1,1
2015,55,31000,1136,1136,1136,.0374521948,1,1
2015,55,02375,319,319,319,.0195334032,1,1
2015,53,80010,973,973,973,.0398574471,1,1
2015,53,74060,2206,2203,2209,.0442971885,1,1
2015,53,70000,2080,2077,2083,.0504401401,1,1
2015,53,67167,,,,,,
2015,53,67000,1658,1654,1662,.0424486026,1,1
2015,53,63000,3550,3548,3552,.0658504888,1,1
2015,53,57745,509,509,509,.0319142267,1,1
2015,53,53545,430,429,431,.0246899407,1,1
2015,53,35940,NA,NA,NA,NA,NA,NA
2015,53,35415,560,559,561,.0200904068,1,1
2015,53,35275,350,350,350,.0187095739,1,1
2015,53,23515,368,368,368,.015972916,1,1
2015,53,22640,1356,1356,1356,.0384342857,1,1
2015,53,05280,597,597,597,.0456631482,1,1
2015,53,05210,249,249,249,.0124208108,1,1
2015,53,03180,302,302,302,.019058438,1,1
2015,51,82000,738,738,738,.0105765508,1,1
2015,51,76432,90,90,90,.0062573873,1,1
2015,51,68000,632,632,632,.0225223619,1,1
2015,51,67000,1513,1513,1513,.0630942434,1,1
2015,51,64000,195,195,195,.0130635761,1,1
2015,51,57000,572,572,572,.0177927092,1,1
2015,51,56000,580,580,580,.0198650546,1,1
2015,51,47672,176,176,176,.0205463469,1,1
2015,51,35000,514,514,514,.0249296725,1,1
2015,51,16000,223,223,223,.0055829557,1,1
2015,51,01000,171,171,171,.0116097499,1,1
2015,49,83470,NA,NA,NA,NA,NA,NA
2015,49,82950,1822,1822,1822,.0343870893,1,1
2015,49,70850,NA,NA,NA,NA,NA,NA
2015,49,67440,1622,1622,1622,.0471196584,1,1
2015,49,67000,2579,2579,2579,.0269665513,1,1
2015,49,65330,927,927,927,.0317607149,1,1
2015,49,62470,242,242,242,.0139730936,1,1
2015,49,57300,,,,,,
2015,49,55980,1243,1243,1243,.0284693427,1,1
2015,49,44320,,,,,,
2015,49,43660,NA,NA,NA,NA,NA,NA
2015,48,79000,411,411,411,.0270661842,1,1
2015,48,76000,1871,1870,1872,.0542287417,1,1
2015,48,74144,423,422,424,.018009197,1,1
2015,48,72176,159,159,159,.0184113011,1,1
2015,48,70808,963,963,963,.0131710321,1,1
2015,48,65000,8502,8493,8511,.0263369847,1,1
2015,48,64472,294,294,294,.0157996565,1,1
2015,48,63500,797,796,798,.0162401181,1,1
2015,48,61796,291,291,291,.0065300809,1,1
2015,48,58016,493,493,493,.0090342676,1,1
2015,48,57200,200,200,200,.0050590644,1,1
2015,48,56348,372,372,372,.0176361818,1,1
2015,48,56000,1734,1734,1734,.0309537835,1,1
2015,48,53388,1444,1444,1444,.0440418459,1,1
2015,48,50820,919,919,919,.0310242381,1,1
2015,48,48768,228,227,229,.00876249,1,1
2015,48,48072,776,775,777,.0284113791,1,1
2015,48,47892,880,880,880,.0215659849,1,1
2015,48,45744,1476,1475,1477,.0568632744,1,1
2015,48,45384,92,91,93,.0037252996,1,1
2015,48,45000,1181,1179,1183,.0325380191,1,1
2015,48,43888,264,263,265,.0169545952,1,1
2015,48,42508,118,118,118,.0061333748,1,1
2015,48,41980,1262,1262,1262,.0306117497,1,1
2015,48,41464,582,581,583,.0085218539,1,1
2015,48,39148,1543,1543,1543,.034068577,1,1
2015,48,37000,1415,1413,1417,.0361264311,1,1
2015,48,35000,13048,13024,13072,.0216212627,1,1
2015,48,30464,1556,1556,1556,.0530352108,1,1
2015,48,29000,1872,1872,1872,.0324723758,1,1
2015,48,27684,157,157,157,.0029130718,1,1
2015,48,27000,2753,2750,2756,.0245417915,1,1
2015,48,26232,897,897,897,.0167694893,1,1
2015,48,24000,2935,2930,2940,.017495336,1,1
2015,48,22660,52,52,52,.0015041943,1,1
2015,48,19972,926,926,926,.0331436358,1,1
2015,48,19000,3960,3946,3974,.0194731429,1,1
2015,48,17000,1961,1958,1964,.0350598022,1,1
2015,48,16432,635,635,635,.0109033464,1,1
2015,48,15976,181,181,181,.0133402124,1,1
2015,48,13552,,,,,,
2015,48,13024,322,322,322,.0124825556,1,1
2015,48,10912,664,663,665,.0400458351,1,1
2015,48,10768,2508,2507,2509,.0511335842,1,1
2015,48,07000,887,887,887,.0452597216,1,1
2015,48,06128,684,684,684,.0288024247,1,1
2015,48,05000,4116,4109,4123,.0351413414,1,1
2015,48,04000,3099,3096,3102,.0468629487,1,1
2015,48,03000,2239,2239,2239,.0624877885,1,1
2015,48,01924,99,99,99,.0039970931,1,1
2015,48,01000,958,958,958,.0454933979,1,1
2015,47,52006,3078,3078,3078,.0320892408,1,1
2015,47,51560,1510,1510,1510,.0293107126,1,1
2015,47,48000,651,651,651,.0056862351,1,1
2015,47,40000,568,568,568,.009418319,1,1
2015,47,27740,216,216,216,.0053351778,1,1
2015,47,15160,451,451,451,.0138322348,1,1
2015,47,14000,1305,1305,1305,.0293832887,1,1
2015,46,59020,722,722,722,.0299225003,1,1
2015,45,50875,,,,,,
2015,45,48535,,,,,,
2015,45,16000,1685,1685,1685,.0239390805,1,1
2015,45,13330,447,447,447,.0092962319,1,1
2015,44,74300,104,104,104,.0113785556,1,1
2015,44,59000,165,163,167,.006399814,1,1
2015,44,54640,48,48,48,.0051785521,1,1
2015,44,19180,25,25,25,.0023944066,3,3
2015,42,69000,101,101,101,.0100437552,1,1
2015,42,63624,680,680,680,.0295536537,1,1
2015,42,61000,1509,1509,1509,.0214608759,1,1
2015,42,60000,3967,3948,3986,.0209344793,1,1
2015,42,24000,382,382,382,.0170057435,1,1
2015,42,06088,278,278,278,.0205849689,1,1
2015,42,02000,747,746,748,.0275920667,1,1
2015,41,64900,1205,1205,1205,.0293044746,1,1
2015,41,59000,3034,3034,3034,.0439742021,1,1
2015,41,47000,1441,1441,1441,.1038783193,1,1
2015,41,34100,459,459,459,.0219743401,1,1
2015,41,31250,355,355,355,.0292614568,1,1
2015,41,23850,1407,1406,1408,.0607696623,1,1
2015,41,05800,602,602,602,.0343666151,1,1
2015,41,05350,1489,1489,1489,.0366171561,1,1
2015,40,75000,3342,3342,3342,.0591326505,1,1
2015,40,55000,3300,3297,3303,.0665765554,1,1
2015,40,52500,183,183,183,.010562161,1,1
2015,40,41850,713,713,713,.0459584892,1,1
2015,40,23200,23,23,23,.000958573,3,3
2015,40,09050,40,40,40,.0021199915,1,1
2015,39,77000,3041,3038,3044,.0854261443,1,1
2015,39,61000,374,373,375,.0306507125,1,1
2015,39,21000,655,653,657,.0292724352,1,1
2015,39,18000,3356,3345,3367,.0369851999,1,1
2015,39,16000,2374,2358,2390,.0447941422,1,1
2015,39,15000,3172,3166,3178,.0342563391,1,1
2015,39,01000,1049,1047,1051,.0380665548,1,1
2015,38,25700,231,231,231,.0204460975,1,1
2015,37,75000,,,,,,
2015,37,74440,882,882,882,.033646144,1,1
2015,37,55000,16,15,17,.0149114635,3,3
2015,37,31400,,,,,,
2015,37,28080,183,183,183,.0076358174,1,1
2015,37,28000,2624,2624,2624,.0358710065,1,1
2015,37,25580,706,706,706,.0211783051,1,1
2015,37,22920,567,566,568,.0110105639,1,1
2015,37,19000,982,981,983,.0251453146,1,1
2015,37,14100,331,331,331,.0105387159,1,1
2015,37,12000,3938,3936,3940,.0263794269,1,1
2015,37,10740,2746,2746,2746,.0173974745,1,1
2015,37,02140,753,751,755,.0251351893,1,1
2015,36,84000,356,356,356,.0129841706,1,1
2015,36,73000,2599,2599,2599,.1054147258,1,1
2015,36,63000,3169,3168,3170,.0523801669,1,1
2015,36,51000,23117,23116,23118,.1373697817,1,1
2015,36,50617,229,229,229,.0208979733,1,1
2015,36,11000,2839,2837,2841,.0601164624,1,1
2015,36,01000,565,565,565,.0347158201,1,1
2015,35,70500,1241,1240,1242,.0783410147,1,1
2015,35,63460,498,498,498,.0289282594,1,1
2015,35,39380,617,617,617,.0245542824,1,1
2015,35,02000,2985,2980,2990,.0315876342,1,1
2015,34,74000,135,135,135,.0099038957,1,1
2015,34,57000,260,260,260,.0091671953,1,1
2015,34,51000,484,482,486,.0102017159,1,1
2015,34,36000,183,182,184,.0059772669,1,1
2015,34,21000,197,197,197,.007190831,1,1
2015,34,13690,83,83,83,.0075303935,1,1
2015,33,50260,285,285,285,.0242182184,1,1
2015,33,45140,705,705,705,.0489719361,1,1
2015,32,68400,,,,,,
2015,32,60600,3394,3394,3394,.051034525,1,1
2015,32,51800,,,,,,
2015,32,40000,14598,14598,14598,.0447805151,1,1
2015,32,31900,,,,,,
2015,31,37000,1005,1005,1005,.012255799,1,1
2015,31,28000,441,441,441,.0110687213,1,1
2015,30,06550,574,573,575,.0342707038,1,1
2015,29,70000,1420,1420,1420,.0553153381,1,1
2015,29,65000,153,151,155,.0644481853,1,1
2015,29,54074,178,178,178,.0097177485,1,1
2015,29,41348,,,,,,
2015,29,38000,3154,3152,3156,.04754081,1,1
2015,29,35000,1499,1499,1499,.0743293464,1,1
2015,29,15670,243,243,243,.0134932529,1,1
2015,28,36000,4096,4096,4096,.1461865157,1,1
2015,27,71428,NA,NA,NA,NA,NA,NA
2015,27,58000,,,,,,
2015,27,54880,540,540,540,.0310273506,1,1
2015,27,51730,100,100,100,.2237136513,1,1
2015,27,43000,3204,3194,3214,.0701938868,1,1
2015,27,17000,450,450,450,.0457224138,1,1
2015,27,07966,89,88,90,.0320489742,1,1
2015,27,06616,172,171,173,.0153818633,1,1
2015,26,88940,162,161,163,.0226067547,1,1
2015,26,86000,172,172,172,.0136768445,1,1
2015,26,84000,469,469,469,.0190171115,1,1
2015,26,80700,16,16,16,.0012551973,3,3
2015,26,76460,157,156,158,.0054854825,1,1
2015,26,74900,369,368,370,.0350760445,1,1
