year,state,place,subgroup_type,subgroup,min_all,min_black,min_hispanic,min_other,min_white,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2020,35,02000,race-ethnicity,_supp_hispanic,13,13,13,13,13,351,,,,,
2020,35,02000,race-ethnicity,_supp_other,13,13,13,13,13,806,,,,,
2020,35,02000,race-ethnicity,_supp_white,13,13,13,13,13,481,,,,,
2020,35,39380,all,All,3,3,3,3,3,667,667,667,.0277304295,1,1
2020,35,39380,race-ethnicity,"Black, Non-Hispanic",3,3,3,3,3,20,19,21,.0299850069,3,3
2020,35,39380,race-ethnicity,Hispanic,3,3,3,3,3,522,521,523,.7826086879,1,1
2020,35,39380,race-ethnicity,Other Races and Ethnicities,3,3,3,3,3,33,31,35,.0494752638,3,3
2020,35,39380,race-ethnicity,"White, Non-Hispanic",3,3,3,3,3,70,68,72,.1049475297,2,2
2020,35,39380,race-ethnicity,_supp_all,3,3,3,3,3,39,,,,,
2020,35,39380,race-ethnicity,_supp_black,3,3,3,3,3,75,,,,,
2020,35,39380,race-ethnicity,_supp_hispanic,3,3,3,3,3,81,,,,,
2020,35,39380,race-ethnicity,_supp_other,3,3,3,3,3,186,,,,,
2020,35,39380,race-ethnicity,_supp_white,3,3,3,3,3,111,,,,,
2020,35,63460,all,All,3,3,3,3,3,145,144,146,.0082475403,1,1
2020,35,63460,race-ethnicity,"Black, Non-Hispanic",3,3,3,3,3,1,0,2,.0068965517,3,3
2020,35,63460,race-ethnicity,Hispanic,3,3,3,3,3,84,82,86,.5793103576,1,1
2020,35,63460,race-ethnicity,Other Races and Ethnicities,3,3,3,3,3,18,16,20,.1241379306,3,3
2020,35,63460,race-ethnicity,"White, Non-Hispanic",3,3,3,3,3,32,31,33,.2206896544,2,2
2020,35,63460,race-ethnicity,_supp_all,3,3,3,3,3,39,,,,,
2020,35,63460,race-ethnicity,_supp_black,3,3,3,3,3,75,,,,,
2020,35,63460,race-ethnicity,_supp_hispanic,3,3,3,3,3,81,,,,,
2020,35,63460,race-ethnicity,_supp_other,3,3,3,3,3,186,,,,,
2020,35,63460,race-ethnicity,_supp_white,3,3,3,3,3,111,,,,,
2020,35,70500,all,All,9,8,8,9,8,948,947,949,.0523207672,1,1
2020,35,70500,race-ethnicity,"Black, Non-Hispanic",9,8,8,9,8,3,0,6,.003164557,3,3
2020,35,70500,race-ethnicity,Hispanic,9,8,8,9,8,843,841,845,.8892405033,1,1
2020,35,70500,race-ethnicity,Other Races and Ethnicities,9,8,8,9,8,38,33,43,.0400843881,3,3
2020,35,70500,race-ethnicity,"White, Non-Hispanic",9,8,8,9,8,36,35,37,.0379746817,2,2
2020,35,70500,race-ethnicity,_supp_all,9,8,8,9,8,110,,,,,
2020,35,70500,race-ethnicity,_supp_black,9,8,8,9,8,200,,,,,
2020,35,70500,race-ethnicity,_supp_hispanic,9,8,8,9,8,216,,,,,
2020,35,70500,race-ethnicity,_supp_other,9,8,8,9,8,502,,,,,
2020,35,70500,race-ethnicity,_supp_white,9,8,8,9,8,296,,,,,
2020,36,01000,all,All,9,9,9,9,9,597,597,597,.0364135392,1,1
2020,36,01000,race-ethnicity,"Black, Non-Hispanic",9,9,9,9,9,316,312,320,.5293132067,1,1
2020,36,01000,race-ethnicity,Hispanic,9,9,9,9,9,117,114,120,.1959798932,2,2
2020,36,01000,race-ethnicity,Other Races and Ethnicities,9,9,9,9,9,54,47,61,.0904522613,3,3
2020,36,01000,race-ethnicity,"White, Non-Hispanic",9,9,9,9,9,70,69,71,.117252931,1,1
2020,36,01000,race-ethnicity,_supp_all,9,9,9,9,9,783,,,,,
2020,36,01000,race-ethnicity,_supp_black,9,9,9,9,9,1584,,,,,
2020,36,01000,race-ethnicity,_supp_hispanic,9,9,9,9,9,2034,,,,,
2020,36,01000,race-ethnicity,_supp_other,9,9,9,9,9,5643,,,,,
2020,36,01000,race-ethnicity,_supp_white,9,9,9,9,9,2511,,,,,
2020,36,11000,all,All,19,19,19,19,19,676,673,679,.0139177702,1,1
2020,36,11000,race-ethnicity,"Black, Non-Hispanic",19,19,19,19,19,311,305,317,.460059166,1,1
2020,36,11000,race-ethnicity,Hispanic,19,19,19,19,19,147,137,157,.2174556255,3,3
2020,36,11000,race-ethnicity,Other Races and Ethnicities,19,19,19,19,19,63,48,78,.093195267,3,3
2020,36,11000,race-ethnicity,"White, Non-Hispanic",19,19,19,19,19,132,128,136,.1952662766,2,2
2020,36,11000,race-ethnicity,_supp_all,19,19,19,19,19,1653,,,,,
2020,36,11000,race-ethnicity,_supp_black,19,19,19,19,19,3344,,,,,
2020,36,11000,race-ethnicity,_supp_hispanic,19,19,19,19,19,4294,,,,,
2020,36,11000,race-ethnicity,_supp_other,19,19,19,19,19,11913,,,,,
2020,36,11000,race-ethnicity,_supp_white,19,19,19,19,19,5301,,,,,
2020,36,50617,all,All,1,1,1,1,1,105,105,105,.0102659371,1,1
2020,36,50617,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,50,50,50,.4761904776,1,1
2020,36,50617,race-ethnicity,Hispanic,1,1,1,1,1,41,41,41,.390476197,1,1
2020,36,50617,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,2,2,2,.0190476198,1,1
2020,36,50617,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,10,10,10,.095238097,1,1
2020,36,50617,race-ethnicity,_supp_all,1,1,1,1,1,87,,,,,
2020,36,50617,race-ethnicity,_supp_black,1,1,1,1,1,176,,,,,
2020,36,50617,race-ethnicity,_supp_hispanic,1,1,1,1,1,226,,,,,
2020,36,50617,race-ethnicity,_supp_other,1,1,1,1,1,627,,,,,
2020,36,50617,race-ethnicity,_supp_white,1,1,1,1,1,279,,,,,
2020,36,51000,all,All,60,60,60,60,60,19497,19496,19498,.1165809631,1,1
2020,36,51000,race-ethnicity,"Black, Non-Hispanic",60,60,60,60,60,5843,5841,5845,.2996871173,1,1
2020,36,51000,race-ethnicity,Hispanic,60,60,60,60,60,11556,11548,11564,.5927065611,1,1
2020,36,51000,race-ethnicity,Other Races and Ethnicities,60,60,60,60,60,1297,1271,1323,.0665230528,1,1
2020,36,51000,race-ethnicity,"White, Non-Hispanic",60,60,60,60,60,526,500,552,.0269785095,3,3
2020,36,51000,race-ethnicity,_supp_all,60,60,60,60,60,5220,,,,,
2020,36,51000,race-ethnicity,_supp_black,60,60,60,60,60,10560,,,,,
2020,36,51000,race-ethnicity,_supp_hispanic,60,60,60,60,60,13560,,,,,
2020,36,51000,race-ethnicity,_supp_other,60,60,60,60,60,37620,,,,,
2020,36,51000,race-ethnicity,_supp_white,60,60,60,60,60,16740,,,,,
2020,36,63000,all,All,20,20,20,20,20,1494,1493,1495,.0247367378,1,1
2020,36,63000,race-ethnicity,"Black, Non-Hispanic",20,20,20,20,20,651,647,655,.4357429743,1,1
2020,36,63000,race-ethnicity,Hispanic,20,20,20,20,20,536,530,542,.3587684035,1,1
2020,36,63000,race-ethnicity,Other Races and Ethnicities,20,20,20,20,20,80,66,94,.0535475239,3,3
2020,36,63000,race-ethnicity,"White, Non-Hispanic",20,20,20,20,20,167,160,174,.1117804572,2,2
2020,36,63000,race-ethnicity,_supp_all,20,20,20,20,20,1740,,,,,
2020,36,63000,race-ethnicity,_supp_black,20,20,20,20,20,3520,,,,,
2020,36,63000,race-ethnicity,_supp_hispanic,20,20,20,20,20,4520,,,,,
2020,36,63000,race-ethnicity,_supp_other,20,20,20,20,20,12540,,,,,
2020,36,63000,race-ethnicity,_supp_white,20,20,20,20,20,5580,,,,,
2020,36,73000,all,All,7,7,7,7,7,820,820,820,.0347546004,1,1
2020,36,73000,race-ethnicity,"Black, Non-Hispanic",7,7,7,7,7,438,434,442,.5341463685,1,1
2020,36,73000,race-ethnicity,Hispanic,7,7,7,7,7,108,106,110,.1317073107,1,1
2020,36,73000,race-ethnicity,Other Races and Ethnicities,7,7,7,7,7,91,86,96,.1109756082,3,3
2020,36,73000,race-ethnicity,"White, Non-Hispanic",7,7,7,7,7,156,154,158,.1902438998,1,1
2020,36,73000,race-ethnicity,_supp_all,7,7,7,7,7,609,,,,,
2020,36,73000,race-ethnicity,_supp_black,7,7,7,7,7,1232,,,,,
2020,36,73000,race-ethnicity,_supp_hispanic,7,7,7,7,7,1582,,,,,
2020,36,73000,race-ethnicity,_supp_other,7,7,7,7,7,4389,,,,,
2020,36,73000,race-ethnicity,_supp_white,7,7,7,7,7,1953,,,,,
2020,36,84000,all,All,1,1,1,1,1,500,500,500,.0196170751,1,1
2020,36,84000,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,206,206,206,.4120000005,1,1
2020,36,84000,race-ethnicity,Hispanic,1,1,1,1,1,255,255,255,.5099999905,1,1
2020,36,84000,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,21,21,21,.0419999994,1,1
2020,36,84000,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,18,18,18,.0359999985,1,1
2020,36,84000,race-ethnicity,_supp_all,1,1,1,1,1,87,,,,,
2020,36,84000,race-ethnicity,_supp_black,1,1,1,1,1,176,,,,,
2020,36,84000,race-ethnicity,_supp_hispanic,1,1,1,1,1,226,,,,,
2020,36,84000,race-ethnicity,_supp_other,1,1,1,1,1,627,,,,,
2020,36,84000,race-ethnicity,_supp_white,1,1,1,1,1,279,,,,,
2020,37,02140,all,All,4,4,4,4,4,685,683,687,.0240621045,1,1
2020,37,02140,race-ethnicity,"Black, Non-Hispanic",4,4,4,4,4,166,166,166,.2423357666,1,1
2020,37,02140,race-ethnicity,Hispanic,4,4,4,4,4,120,120,120,.1751824766,1,1
2020,37,02140,race-ethnicity,Other Races and Ethnicities,4,4,4,4,4,86,84,88,.1255474389,1,1
2020,37,02140,race-ethnicity,"White, Non-Hispanic",4,4,4,4,4,315,313,317,.4598540068,1,1
2020,37,02140,race-ethnicity,_supp_all,4,4,4,4,4,128,,,,,
2020,37,02140,race-ethnicity,_supp_black,4,4,4,4,4,188,,,,,
2020,37,02140,race-ethnicity,_supp_hispanic,4,4,4,4,4,152,,,,,
2020,37,02140,race-ethnicity,_supp_other,4,4,4,4,4,436,,,,,
2020,37,02140,race-ethnicity,_supp_white,4,4,4,4,4,152,,,,,
2020,37,10740,all,All,1,1,1,1,1,3797,3797,3797,.023760654,1,1
2020,37,10740,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,2231,2231,2231,.5875691175,1,1
2020,37,10740,race-ethnicity,Hispanic,1,1,1,1,1,992,992,992,.2612589002,1,1
2020,37,10740,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,202,202,202,.0531998947,1,1
2020,37,10740,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,372,372,372,.0979720801,1,1
2020,37,10740,race-ethnicity,_supp_all,1,1,1,1,1,32,,,,,
2020,37,10740,race-ethnicity,_supp_black,1,1,1,1,1,47,,,,,
2020,37,10740,race-ethnicity,_supp_hispanic,1,1,1,1,1,38,,,,,
2020,37,10740,race-ethnicity,_supp_other,1,1,1,1,1,109,,,,,
2020,37,10740,race-ethnicity,_supp_white,1,1,1,1,1,38,,,,,
2020,37,12000,all,All,16,16,16,16,16,3047,3041,3053,.0203244444,1,1
2020,37,12000,race-ethnicity,"Black, Non-Hispanic",16,16,16,16,16,2362,2356,2368,.7751886845,1,1
2020,37,12000,race-ethnicity,Hispanic,16,16,16,16,16,403,400,406,.1322612464,1,1
2020,37,12000,race-ethnicity,Other Races and Ethnicities,16,16,16,16,16,150,135,165,.0492287502,3,3
2020,37,12000,race-ethnicity,"White, Non-Hispanic",16,16,16,16,16,119,116,122,.0390548073,2,2
2020,37,12000,race-ethnicity,_supp_all,16,16,16,16,16,512,,,,,
2020,37,12000,race-ethnicity,_supp_black,16,16,16,16,16,752,,,,,
2020,37,12000,race-ethnicity,_supp_hispanic,16,16,16,16,16,608,,,,,
2020,37,12000,race-ethnicity,_supp_other,16,16,16,16,16,1744,,,,,
2020,37,12000,race-ethnicity,_supp_white,16,16,16,16,16,608,,,,,
2020,37,14100,all,All,1,1,1,1,1,365,365,365,.0111246575,1,1
2020,37,14100,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,148,148,148,.405479461,1,1
2020,37,14100,race-ethnicity,Hispanic,1,1,1,1,1,60,60,60,.1643835604,1,1
2020,37,14100,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,45,45,45,.1232876703,1,1
2020,37,14100,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,112,112,112,.3068493009,1,1
2020,37,14100,race-ethnicity,_supp_all,1,1,1,1,1,32,,,,,
2020,37,14100,race-ethnicity,_supp_black,1,1,1,1,1,47,,,,,
2020,37,14100,race-ethnicity,_supp_hispanic,1,1,1,1,1,38,,,,,
2020,37,14100,race-ethnicity,_supp_other,1,1,1,1,1,109,,,,,
2020,37,14100,race-ethnicity,_supp_white,1,1,1,1,1,38,,,,,
2020,37,19000,all,All,13,13,13,13,13,782,779,785,.0180596299,1,1
2020,37,19000,race-ethnicity,"Black, Non-Hispanic",13,13,13,13,13,554,550,558,.7084398866,1,1
2020,37,19000,race-ethnicity,Hispanic,13,13,13,13,13,96,89,103,.1227621511,3,3
2020,37,19000,race-ethnicity,Other Races and Ethnicities,13,13,13,13,13,53,43,63,.0677749366,3,3
2020,37,19000,race-ethnicity,"White, Non-Hispanic",13,13,13,13,13,60,59,61,.0767263398,1,1
2020,37,19000,race-ethnicity,_supp_all,13,13,13,13,13,416,,,,,
2020,37,19000,race-ethnicity,_supp_black,13,13,13,13,13,611,,,,,
2020,37,19000,race-ethnicity,_supp_hispanic,13,13,13,13,13,494,,,,,
2020,37,19000,race-ethnicity,_supp_other,13,13,13,13,13,1417,,,,,
2020,37,19000,race-ethnicity,_supp_white,13,13,13,13,13,494,,,,,
2020,37,22920,all,All,2,2,2,2,2,473,473,473,.0094159339,1,1
2020,37,22920,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,275,274,276,.581395328,1,1
2020,37,22920,race-ethnicity,Hispanic,2,2,2,2,2,90,90,90,.1902748346,1,1
2020,37,22920,race-ethnicity,Other Races and Ethnicities,2,2,2,2,2,58,57,59,.1226215661,1,1
2020,37,22920,race-ethnicity,"White, Non-Hispanic",2,2,2,2,2,48,48,48,.1014799178,1,1
2020,37,22920,race-ethnicity,_supp_all,2,2,2,2,2,64,,,,,
2020,37,22920,race-ethnicity,_supp_black,2,2,2,2,2,94,,,,,
2020,37,22920,race-ethnicity,_supp_hispanic,2,2,2,2,2,76,,,,,
2020,37,22920,race-ethnicity,_supp_other,2,2,2,2,2,218,,,,,
2020,37,22920,race-ethnicity,_supp_white,2,2,2,2,2,76,,,,,
2020,37,25580,all,All,3,3,3,3,3,490,490,490,.0154112279,1,1
2020,37,25580,race-ethnicity,"Black, Non-Hispanic",3,3,3,3,3,228,227,229,.465306133,1,1
2020,37,25580,race-ethnicity,Hispanic,3,3,3,3,3,33,32,34,.067346938,2,2
2020,37,25580,race-ethnicity,Other Races and Ethnicities,3,3,3,3,3,52,50,54,.106122449,2,2
2020,37,25580,race-ethnicity,"White, Non-Hispanic",3,3,3,3,3,173,173,173,.353061229,1,1
2020,37,25580,race-ethnicity,_supp_all,3,3,3,3,3,96,,,,,
2020,37,25580,race-ethnicity,_supp_black,3,3,3,3,3,141,,,,,
2020,37,25580,race-ethnicity,_supp_hispanic,3,3,3,3,3,114,,,,,
2020,37,25580,race-ethnicity,_supp_other,3,3,3,3,3,327,,,,,
2020,37,25580,race-ethnicity,_supp_white,3,3,3,3,3,114,,,,,
2020,37,28000,all,All,4,4,4,4,4,1625,1623,1627,.0224363841,1,1
2020,37,28000,race-ethnicity,"Black, Non-Hispanic",4,4,4,4,4,1144,1143,1145,.7039999962,1,1
2020,37,28000,race-ethnicity,Hispanic,4,4,4,4,4,222,222,222,.1366153806,1,1
2020,37,28000,race-ethnicity,Other Races and Ethnicities,4,4,4,4,4,112,109,115,.0689230785,2,2
2020,37,28000,race-ethnicity,"White, Non-Hispanic",4,4,4,4,4,150,149,151,.0923076943,1,1
2020,37,28000,race-ethnicity,_supp_all,4,4,4,4,4,128,,,,,
2020,37,28000,race-ethnicity,_supp_black,4,4,4,4,4,188,,,,,
2020,37,28000,race-ethnicity,_supp_hispanic,4,4,4,4,4,152,,,,,
2020,37,28000,race-ethnicity,_supp_other,4,4,4,4,4,436,,,,,
2020,37,28000,race-ethnicity,_supp_white,4,4,4,4,4,152,,,,,
2020,37,28080,all,All,2,2,2,2,2,224,223,225,.0095644752,1,1
2020,37,28080,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,161,160,162,.71875,1,1
2020,37,28080,race-ethnicity,Hispanic,2,2,2,2,2,15,15,15,.0669642836,1,1
2020,37,28080,race-ethnicity,Other Races and Ethnicities,2,2,2,2,2,13,12,14,.0580357127,3,3
2020,37,28080,race-ethnicity,"White, Non-Hispanic",2,2,2,2,2,36,36,36,.1607142836,1,1
2020,37,28080,race-ethnicity,_supp_all,2,2,2,2,2,64,,,,,
2020,37,28080,race-ethnicity,_supp_black,2,2,2,2,2,94,,,,,
2020,37,28080,race-ethnicity,_supp_hispanic,2,2,2,2,2,76,,,,,
2020,37,28080,race-ethnicity,_supp_other,2,2,2,2,2,218,,,,,
2020,37,28080,race-ethnicity,_supp_white,2,2,2,2,2,76,,,,,
2020,37,31400,all,All,,,,,,,,,,,
2020,37,31400,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2020,37,31400,race-ethnicity,Hispanic,,,,,,,,,,,
2020,37,31400,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2020,37,31400,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2020,37,31400,race-ethnicity,_supp_all,,,,,,.,,,,,
2020,37,31400,race-ethnicity,_supp_black,,,,,,.,,,,,
2020,37,31400,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2020,37,31400,race-ethnicity,_supp_other,,,,,,.,,,,,
2020,37,31400,race-ethnicity,_supp_white,,,,,,.,,,,,
2020,37,55000,all,All,6,6,6,6,6,54,52,56,.0209221225,2,2
2020,37,55000,race-ethnicity,"Black, Non-Hispanic",6,6,6,6,6,33,29,37,.6111111045,3,3
2020,37,55000,race-ethnicity,Hispanic,6,6,6,6,6,2,0,4,.0370370373,3,3
2020,37,55000,race-ethnicity,Other Races and Ethnicities,6,6,6,6,6,6,0,12,.1111111119,3,3
2020,37,55000,race-ethnicity,"White, Non-Hispanic",6,6,6,6,6,5,4,6,.0925925896,3,3
2020,37,55000,race-ethnicity,_supp_all,6,6,6,6,6,192,,,,,
2020,37,55000,race-ethnicity,_supp_black,6,6,6,6,6,282,,,,,
2020,37,55000,race-ethnicity,_supp_hispanic,6,6,6,6,6,228,,,,,
2020,37,55000,race-ethnicity,_supp_other,6,6,6,6,6,654,,,,,
2020,37,55000,race-ethnicity,_supp_white,6,6,6,6,6,228,,,,,
2020,37,74440,all,All,5,5,5,5,5,881,879,883,.0332202129,1,1
2020,37,74440,race-ethnicity,"Black, Non-Hispanic",5,5,5,5,5,424,423,425,.4812712967,1,1
2020,37,74440,race-ethnicity,Hispanic,5,5,5,5,5,209,209,209,.2372304201,1,1
2020,37,74440,race-ethnicity,Other Races and Ethnicities,5,5,5,5,5,66,62,70,.0749148726,3,3
2020,37,74440,race-ethnicity,"White, Non-Hispanic",5,5,5,5,5,179,178,180,.203178212,1,1
2020,37,74440,race-ethnicity,_supp_all,5,5,5,5,5,160,,,,,
2020,37,74440,race-ethnicity,_supp_black,5,5,5,5,5,235,,,,,
2020,37,74440,race-ethnicity,_supp_hispanic,5,5,5,5,5,190,,,,,
2020,37,74440,race-ethnicity,_supp_other,5,5,5,5,5,545,,,,,
2020,37,74440,race-ethnicity,_supp_white,5,5,5,5,5,190,,,,,
2020,37,75000,all,All,1,1,1,1,1,8,8,8,.0107095046,1,1
2020,37,75000,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,NA,NA,NA,NA,NA,NA
2020,37,75000,race-ethnicity,Hispanic,1,1,1,1,1,NA,NA,NA,NA,NA,NA
2020,37,75000,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,NA,NA,NA,NA,NA,NA
2020,37,75000,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,NA,NA,NA,NA,NA,NA
2020,37,75000,race-ethnicity,_supp_all,1,1,1,1,1,32,,,,,
2020,37,75000,race-ethnicity,_supp_black,1,1,1,1,1,47,,,,,
2020,37,75000,race-ethnicity,_supp_hispanic,1,1,1,1,1,38,,,,,
2020,37,75000,race-ethnicity,_supp_other,1,1,1,1,1,109,,,,,
2020,37,75000,race-ethnicity,_supp_white,1,1,1,1,1,38,,,,,
2020,38,25700,all,All,1,1,1,1,1,206,206,206,.0182236377,1,1
2020,38,25700,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,54,54,54,.2621359229,1,1
2020,38,25700,race-ethnicity,Hispanic,1,1,1,1,1,29,29,29,.1407766938,1,1
2020,38,25700,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,43,43,43,.2087378651,1,1
2020,38,25700,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,68,68,68,.3300970793,1,1
2020,38,25700,race-ethnicity,_supp_all,1,1,1,1,1,14,,,,,
2020,38,25700,race-ethnicity,_supp_black,1,1,1,1,1,3,,,,,
2020,38,25700,race-ethnicity,_supp_hispanic,1,1,1,1,1,6,,,,,
2020,38,25700,race-ethnicity,_supp_other,1,1,1,1,1,27,,,,,
2020,38,25700,race-ethnicity,_supp_white,1,1,1,1,1,11,,,,,
2020,39,01000,all,All,16,16,16,16,16,755,751,759,.030229019,1,1
2020,39,01000,race-ethnicity,"Black, Non-Hispanic",16,16,16,16,16,424,418,430,.5615894198,1,1
2020,39,01000,race-ethnicity,Hispanic,16,16,16,16,16,41,38,44,.054304637,3,3
2020,39,01000,race-ethnicity,Other Races and Ethnicities,16,16,16,16,16,112,98,126,.1483443677,3,3
2020,39,01000,race-ethnicity,"White, Non-Hispanic",16,16,16,16,16,172,171,173,.2278145701,1,1
2020,39,01000,race-ethnicity,_supp_all,16,16,16,16,16,2560,,,,,
2020,39,01000,race-ethnicity,_supp_black,16,16,16,16,16,2800,,,,,
2020,39,01000,race-ethnicity,_supp_hispanic,16,16,16,16,16,2752,,,,,
2020,39,01000,race-ethnicity,_supp_other,16,16,16,16,16,9008,,,,,
2020,39,01000,race-ethnicity,_supp_white,16,16,16,16,16,3936,,,,,
2020,39,15000,all,All,33,33,33,33,33,3035,3030,3040,.032798402,1,1
2020,39,15000,race-ethnicity,"Black, Non-Hispanic",33,33,33,33,33,2086,2074,2098,.6873146892,1,1
2020,39,15000,race-ethnicity,Hispanic,33,33,33,33,33,345,335,355,.1136738062,2,2
2020,39,15000,race-ethnicity,Other Races and Ethnicities,33,33,33,33,33,254,231,277,.0836902782,3,3
2020,39,15000,race-ethnicity,"White, Non-Hispanic",33,33,33,33,33,317,311,323,.1044481024,1,1
2020,39,15000,race-ethnicity,_supp_all,33,33,33,33,33,5280,,,,,
2020,39,15000,race-ethnicity,_supp_black,33,33,33,33,33,5775,,,,,
2020,39,15000,race-ethnicity,_supp_hispanic,33,33,33,33,33,5676,,,,,
2020,39,15000,race-ethnicity,_supp_other,33,33,33,33,33,18579,,,,,
2020,39,15000,race-ethnicity,_supp_white,33,33,33,33,33,8118,,,,,
2020,39,16000,all,All,25,25,25,25,25,2009,2001,2017,.0417732298,1,1
2020,39,16000,race-ethnicity,"Black, Non-Hispanic",25,25,25,25,25,1512,1503,1521,.7526132464,1,1
2020,39,16000,race-ethnicity,Hispanic,25,25,25,25,25,160,156,164,.0796416104,2,2
2020,39,16000,race-ethnicity,Other Races and Ethnicities,25,25,25,25,25,86,64,108,.0428073667,3,3
2020,39,16000,race-ethnicity,"White, Non-Hispanic",25,25,25,25,25,233,228,238,.1159780994,1,1
2020,39,16000,race-ethnicity,_supp_all,25,25,25,25,25,4000,,,,,
2020,39,16000,race-ethnicity,_supp_black,25,25,25,25,25,4375,,,,,
2020,39,16000,race-ethnicity,_supp_hispanic,25,25,25,25,25,4300,,,,,
2020,39,16000,race-ethnicity,_supp_other,25,25,25,25,25,14075,,,,,
2020,39,16000,race-ethnicity,_supp_white,25,25,25,25,25,6150,,,,,
2020,39,18000,all,All,53,53,53,53,53,1836,1827,1845,.0220904071,1,1
2020,39,18000,race-ethnicity,"Black, Non-Hispanic",53,53,53,53,53,1067,1046,1088,.5811547041,1,1
2020,39,18000,race-ethnicity,Hispanic,53,53,53,53,53,167,153,181,.0909586027,3,3
2020,39,18000,race-ethnicity,Other Races and Ethnicities,53,53,53,53,53,194,153,235,.1056644917,3,3
2020,39,18000,race-ethnicity,"White, Non-Hispanic",53,53,53,53,53,326,306,346,.1775599122,3,3
2020,39,18000,race-ethnicity,_supp_all,53,53,53,53,53,8480,,,,,
2020,39,18000,race-ethnicity,_supp_black,53,53,53,53,53,9275,,,,,
2020,39,18000,race-ethnicity,_supp_hispanic,53,53,53,53,53,9116,,,,,
2020,39,18000,race-ethnicity,_supp_other,53,53,53,53,53,29839,,,,,
2020,39,18000,race-ethnicity,_supp_white,53,53,53,53,53,13038,,,,,
2020,39,21000,all,All,21,21,21,21,21,436,431,441,.0177163761,1,1
2020,39,21000,race-ethnicity,"Black, Non-Hispanic",21,21,21,21,21,243,233,253,.5573394299,2,2
2020,39,21000,race-ethnicity,Hispanic,21,21,21,21,21,9,3,15,.0206422023,3,3
2020,39,21000,race-ethnicity,Other Races and Ethnicities,21,21,21,21,21,40,22,58,.0917431191,3,3
2020,39,21000,race-ethnicity,"White, Non-Hispanic",21,21,21,21,21,94,88,100,.2155963331,3,3
2020,39,21000,race-ethnicity,_supp_all,21,21,21,21,21,3360,,,,,
2020,39,21000,race-ethnicity,_supp_black,21,21,21,21,21,3675,,,,,
2020,39,21000,race-ethnicity,_supp_hispanic,21,21,21,21,21,3612,,,,,
2020,39,21000,race-ethnicity,_supp_other,21,21,21,21,21,11823,,,,,
2020,39,21000,race-ethnicity,_supp_white,21,21,21,21,21,5166,,,,,
2020,39,61000,all,All,4,4,4,4,4,149,148,150,.0136571955,1,1
2020,39,61000,race-ethnicity,"Black, Non-Hispanic",4,4,4,4,4,28,28,28,.1879194677,1,1
2020,39,61000,race-ethnicity,Hispanic,4,4,4,4,4,28,27,29,.1879194677,2,2
2020,39,61000,race-ethnicity,Other Races and Ethnicities,4,4,4,4,4,5,2,8,.0335570462,3,3
2020,39,61000,race-ethnicity,"White, Non-Hispanic",4,4,4,4,4,79,77,81,.5302013159,2,2
2020,39,61000,race-ethnicity,_supp_all,4,4,4,4,4,640,,,,,
2020,39,61000,race-ethnicity,_supp_black,4,4,4,4,4,700,,,,,
2020,39,61000,race-ethnicity,_supp_hispanic,4,4,4,4,4,688,,,,,
2020,39,61000,race-ethnicity,_supp_other,4,4,4,4,4,2252,,,,,
2020,39,61000,race-ethnicity,_supp_white,4,4,4,4,4,984,,,,,
2020,39,77000,all,All,15,15,15,15,15,1757,1754,1760,.0466381758,1,1
2020,39,77000,race-ethnicity,"Black, Non-Hispanic",15,15,15,15,15,906,899,913,.5156517029,1,1
2020,39,77000,race-ethnicity,Hispanic,15,15,15,15,15,225,220,230,.1280591935,1,1
2020,39,77000,race-ethnicity,Other Races and Ethnicities,15,15,15,15,15,48,40,56,.0273192935,3,3
2020,39,77000,race-ethnicity,"White, Non-Hispanic",15,15,15,15,15,387,383,391,.2202618122,1,1
2020,39,77000,race-ethnicity,_supp_all,15,15,15,15,15,2400,,,,,
2020,39,77000,race-ethnicity,_supp_black,15,15,15,15,15,2625,,,,,
2020,39,77000,race-ethnicity,_supp_hispanic,15,15,15,15,15,2580,,,,,
