year,state,place,subgroup_type,subgroup,min_all,min_black,min_hispanic,min_other,min_white,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2021,08,43000,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,08,43000,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,08,43000,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,08,43000,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,08,43000,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,08,43000,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,08,45970,all,All,1,1,1,1,1,539,539,539,.0166440215,1,1
2021,08,45970,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,23,23,23,.0426716134,1,1
2021,08,45970,race-ethnicity,Hispanic,1,1,1,1,1,335,335,335,.6215213537,1,1
2021,08,45970,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,37,37,37,.0686456412,1,1
2021,08,45970,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,144,144,144,.2671613991,1,1
2021,08,45970,race-ethnicity,_supp_all,1,1,1,1,1,10,,,,,
2021,08,45970,race-ethnicity,_supp_black,1,1,1,1,1,16,,,,,
2021,08,45970,race-ethnicity,_supp_hispanic,1,1,1,1,1,28,,,,,
2021,08,45970,race-ethnicity,_supp_other,1,1,1,1,1,79,,,,,
2021,08,45970,race-ethnicity,_supp_white,1,1,1,1,1,37,,,,,
2021,08,46465,all,All,1,1,1,1,1,805,805,805,.0526832454,1,1
2021,08,46465,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,22,22,22,.0273291934,1,1
2021,08,46465,race-ethnicity,Hispanic,1,1,1,1,1,277,277,277,.3440993726,1,1
2021,08,46465,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,61,61,61,.0757763982,1,1
2021,08,46465,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,445,445,445,.5527950525,1,1
2021,08,46465,race-ethnicity,_supp_all,1,1,1,1,1,10,,,,,
2021,08,46465,race-ethnicity,_supp_black,1,1,1,1,1,16,,,,,
2021,08,46465,race-ethnicity,_supp_hispanic,1,1,1,1,1,28,,,,,
2021,08,46465,race-ethnicity,_supp_other,1,1,1,1,1,79,,,,,
2021,08,46465,race-ethnicity,_supp_white,1,1,1,1,1,37,,,,,
2021,08,62000,all,All,2,2,2,2,2,565,565,565,.0222660098,1,1
2021,08,62000,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,26,26,26,.0460176989,1,1
2021,08,62000,race-ethnicity,Hispanic,2,2,2,2,2,377,377,377,.6672566533,1,1
2021,08,62000,race-ethnicity,Other Races and Ethnicities,2,2,2,2,2,21,21,21,.0371681415,1,1
2021,08,62000,race-ethnicity,"White, Non-Hispanic",2,2,2,2,2,132,132,132,.2336283177,1,1
2021,08,62000,race-ethnicity,_supp_all,2,2,2,2,2,20,,,,,
2021,08,62000,race-ethnicity,_supp_black,2,2,2,2,2,32,,,,,
2021,08,62000,race-ethnicity,_supp_hispanic,2,2,2,2,2,56,,,,,
2021,08,62000,race-ethnicity,_supp_other,2,2,2,2,2,158,,,,,
2021,08,62000,race-ethnicity,_supp_white,2,2,2,2,2,74,,,,,
2021,08,77290,all,All,1,1,1,1,1,1196,1196,1196,.0331503972,1,1
2021,08,77290,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,40,40,40,.0334448144,1,1
2021,08,77290,race-ethnicity,Hispanic,1,1,1,1,1,658,658,658,.5501672029,1,1
2021,08,77290,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,177,177,177,.1479933113,1,1
2021,08,77290,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,300,300,300,.250836134,1,1
2021,08,77290,race-ethnicity,_supp_all,1,1,1,1,1,10,,,,,
2021,08,77290,race-ethnicity,_supp_black,1,1,1,1,1,16,,,,,
2021,08,77290,race-ethnicity,_supp_hispanic,1,1,1,1,1,28,,,,,
2021,08,77290,race-ethnicity,_supp_other,1,1,1,1,1,79,,,,,
2021,08,77290,race-ethnicity,_supp_white,1,1,1,1,1,37,,,,,
2021,08,83835,all,All,1,1,1,1,1,552,552,552,.0663461536,1,1
2021,08,83835,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,16,16,16,.0289855078,1,1
2021,08,83835,race-ethnicity,Hispanic,1,1,1,1,1,419,419,419,.7590579987,1,1
2021,08,83835,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,21,21,21,.0380434766,1,1
2021,08,83835,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,91,91,91,.1648550779,1,1
2021,08,83835,race-ethnicity,_supp_all,1,1,1,1,1,10,,,,,
2021,08,83835,race-ethnicity,_supp_black,1,1,1,1,1,16,,,,,
2021,08,83835,race-ethnicity,_supp_hispanic,1,1,1,1,1,28,,,,,
2021,08,83835,race-ethnicity,_supp_other,1,1,1,1,1,79,,,,,
2021,08,83835,race-ethnicity,_supp_white,1,1,1,1,1,37,,,,,
2021,09,08000,all,All,1,1,1,1,1,234,234,234,.0122609381,1,1
2021,09,08000,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,92,92,92,.3931623995,1,1
2021,09,08000,race-ethnicity,Hispanic,1,1,1,1,1,109,109,109,.4658119678,1,1
2021,09,08000,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,9,9,9,.0384615399,1,1
2021,09,08000,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,24,24,24,.1025641039,1,1
2021,09,08000,race-ethnicity,_supp_all,1,1,1,1,1,32,,,,,
2021,09,08000,race-ethnicity,_supp_black,1,1,1,1,1,38,,,,,
2021,09,08000,race-ethnicity,_supp_hispanic,1,1,1,1,1,36,,,,,
2021,09,08000,race-ethnicity,_supp_other,1,1,1,1,1,113,,,,,
2021,09,08000,race-ethnicity,_supp_white,1,1,1,1,1,56,,,,,
2021,09,18430,all,All,1,1,1,1,1,60,60,60,.0050739958,1,1
2021,09,18430,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,1,0,2,.0166666675,3,3
2021,09,18430,race-ethnicity,Hispanic,1,1,1,1,1,37,37,37,.6166666746,1,1
2021,09,18430,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,8,8,8,.1333333403,1,1
2021,09,18430,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,10,10,10,.1666666716,1,1
2021,09,18430,race-ethnicity,_supp_all,1,1,1,1,1,32,,,,,
2021,09,18430,race-ethnicity,_supp_black,1,1,1,1,1,38,,,,,
2021,09,18430,race-ethnicity,_supp_hispanic,1,1,1,1,1,36,,,,,
2021,09,18430,race-ethnicity,_supp_other,1,1,1,1,1,113,,,,,
2021,09,18430,race-ethnicity,_supp_white,1,1,1,1,1,56,,,,,
2021,09,37000,all,All,4,4,4,4,4,481,481,481,.0128208548,1,1
2021,09,37000,race-ethnicity,"Black, Non-Hispanic",4,4,4,4,4,137,137,137,.2848232985,1,1
2021,09,37000,race-ethnicity,Hispanic,4,4,4,4,4,292,292,292,.6070685983,1,1
2021,09,37000,race-ethnicity,Other Races and Ethnicities,4,4,4,4,4,22,21,23,.0457380451,2,2
2021,09,37000,race-ethnicity,"White, Non-Hispanic",4,4,4,4,4,27,27,27,.0561330579,1,1
2021,09,37000,race-ethnicity,_supp_all,4,4,4,4,4,128,,,,,
2021,09,37000,race-ethnicity,_supp_black,4,4,4,4,4,152,,,,,
2021,09,37000,race-ethnicity,_supp_hispanic,4,4,4,4,4,144,,,,,
2021,09,37000,race-ethnicity,_supp_other,4,4,4,4,4,452,,,,,
2021,09,37000,race-ethnicity,_supp_white,4,4,4,4,4,224,,,,,
2021,09,52000,all,All,3,3,3,3,3,503,503,503,.0248579197,1,1
2021,09,52000,race-ethnicity,"Black, Non-Hispanic",3,3,3,3,3,194,194,194,.3856858909,1,1
2021,09,52000,race-ethnicity,Hispanic,3,3,3,3,3,251,251,251,.4990059733,1,1
2021,09,52000,race-ethnicity,Other Races and Ethnicities,3,3,3,3,3,21,19,23,.0417495035,3,3
2021,09,52000,race-ethnicity,"White, Non-Hispanic",3,3,3,3,3,28,28,28,.0556660034,1,1
2021,09,52000,race-ethnicity,_supp_all,3,3,3,3,3,96,,,,,
2021,09,52000,race-ethnicity,_supp_black,3,3,3,3,3,114,,,,,
2021,09,52000,race-ethnicity,_supp_hispanic,3,3,3,3,3,108,,,,,
2021,09,52000,race-ethnicity,_supp_other,3,3,3,3,3,339,,,,,
2021,09,52000,race-ethnicity,_supp_white,3,3,3,3,3,168,,,,,
2021,09,55990,all,All,2,2,2,2,2,58,58,58,.00498239,1,1
2021,09,55990,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,19,19,19,.3275862038,1,1
2021,09,55990,race-ethnicity,Hispanic,2,2,2,2,2,37,37,37,.6379310489,1,1
2021,09,55990,race-ethnicity,Other Races and Ethnicities,2,2,2,2,2,2,0,4,.0344827585,3,3
2021,09,55990,race-ethnicity,"White, Non-Hispanic",2,2,2,2,2,1,0,2,.0172413792,3,3
2021,09,55990,race-ethnicity,_supp_all,2,2,2,2,2,64,,,,,
2021,09,55990,race-ethnicity,_supp_black,2,2,2,2,2,76,,,,,
2021,09,55990,race-ethnicity,_supp_hispanic,2,2,2,2,2,72,,,,,
2021,09,55990,race-ethnicity,_supp_other,2,2,2,2,2,226,,,,,
2021,09,55990,race-ethnicity,_supp_white,2,2,2,2,2,112,,,,,
2021,09,73000,all,All,1,1,1,1,1,103,103,103,.0064528254,1,1
2021,09,73000,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,23,23,23,.2233009636,1,1
2021,09,73000,race-ethnicity,Hispanic,1,1,1,1,1,69,69,69,.6699029207,1,1
2021,09,73000,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,2,2,2,.0194174759,1,1
2021,09,73000,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,9,9,9,.0873786435,1,1
2021,09,73000,race-ethnicity,_supp_all,1,1,1,1,1,32,,,,,
2021,09,73000,race-ethnicity,_supp_black,1,1,1,1,1,38,,,,,
2021,09,73000,race-ethnicity,_supp_hispanic,1,1,1,1,1,36,,,,,
2021,09,73000,race-ethnicity,_supp_other,1,1,1,1,1,113,,,,,
2021,09,73000,race-ethnicity,_supp_white,1,1,1,1,1,56,,,,,
2021,09,80000,all,All,2,2,2,2,2,551,551,551,.0290458612,1,1
2021,09,80000,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,129,129,129,.2341197878,1,1
2021,09,80000,race-ethnicity,Hispanic,2,2,2,2,2,339,339,339,.6152449846,1,1
2021,09,80000,race-ethnicity,Other Races and Ethnicities,2,2,2,2,2,44,43,45,.0798548087,1,1
2021,09,80000,race-ethnicity,"White, Non-Hispanic",2,2,2,2,2,40,40,40,.0725952834,1,1
2021,09,80000,race-ethnicity,_supp_all,2,2,2,2,2,64,,,,,
2021,09,80000,race-ethnicity,_supp_black,2,2,2,2,2,76,,,,,
2021,09,80000,race-ethnicity,_supp_hispanic,2,2,2,2,2,72,,,,,
2021,09,80000,race-ethnicity,_supp_other,2,2,2,2,2,226,,,,,
2021,09,80000,race-ethnicity,_supp_white,2,2,2,2,2,112,,,,,
2021,11,50000,all,All,61,61,61,61,61,6064,6060,6068,.0679097399,1,1
2021,11,50000,race-ethnicity,"Black, Non-Hispanic",61,61,61,61,61,4724,4703,4745,.7790237665,1,1
2021,11,50000,race-ethnicity,Hispanic,61,61,61,61,61,848,825,871,.1398416907,2,2
2021,11,50000,race-ethnicity,Other Races and Ethnicities,61,61,61,61,61,126,73,179,.0207783636,3,3
2021,11,50000,race-ethnicity,"White, Non-Hispanic",61,61,61,61,61,34,26,42,.0056068604,3,3
2021,11,50000,race-ethnicity,_supp_all,61,61,61,61,61,244,,,,,
2021,11,50000,race-ethnicity,_supp_black,61,61,61,61,61,1342,,,,,
2021,11,50000,race-ethnicity,_supp_hispanic,61,61,61,61,61,1464,,,,,
2021,11,50000,race-ethnicity,_supp_other,61,61,61,61,61,3355,,,,,
2021,11,50000,race-ethnicity,_supp_white,61,61,61,61,61,488,,,,,
2021,12,07300,all,All,1,1,1,1,1,25,25,25,.0091945566,1,1
2021,12,07300,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,8,8,8,.3199999928,3,3
2021,12,07300,race-ethnicity,Hispanic,1,1,1,1,1,1,0,2,.0399999991,3,3
2021,12,07300,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,1,0,2,.0399999991,3,3
2021,12,07300,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,10,10,10,.400000006,3,3
2021,12,07300,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,07300,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,07300,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,07300,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,07300,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,07875,all,All,1,1,1,1,1,60,60,60,.0349650346,1,1
2021,12,07875,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,28,28,28,.4666666687,1,1
2021,12,07875,race-ethnicity,Hispanic,1,1,1,1,1,26,26,26,.4333333373,1,1
2021,12,07875,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,1,0,2,.0166666675,3,3
2021,12,07875,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,1,0,2,.0166666675,3,3
2021,12,07875,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,07875,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,07875,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,07875,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,07875,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,10275,all,All,,,,,,,,,,,
2021,12,10275,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,10275,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,10275,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,10275,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,10275,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,10275,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,10275,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,10275,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,10275,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,12875,all,All,,,,,,,,,,,
2021,12,12875,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,12875,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,12875,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,12875,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,12875,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,12875,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,12875,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,12875,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,12875,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,14400,all,All,,,,,,,,,,,
2021,12,14400,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,14400,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,14400,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,14400,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,14400,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,14400,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,14400,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,14400,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,14400,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,16475,all,All,,,,,,,,,,,
2021,12,16475,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,16475,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,16475,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,16475,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,16475,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,16475,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,16475,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,16475,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,16475,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,16725,all,All,,,,,,,,,,,
2021,12,16725,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,16725,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,16725,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,16725,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,16725,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,16725,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,16725,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,16725,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,16725,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,17200,all,All,,,,,,,,,,,
2021,12,17200,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,17200,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,17200,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,17200,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,17200,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,17200,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,17200,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,17200,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,17200,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,17935,all,All,,,,,,,,,,,
2021,12,17935,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,17935,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,17935,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,17935,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,17935,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,17935,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,17935,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,17935,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,17935,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,24000,all,All,1,1,1,1,1,4200,4200,4200,.01640388,1,1
2021,12,24000,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,2749,2749,2749,.6545237899,1,1
2021,12,24000,race-ethnicity,Hispanic,1,1,1,1,1,1016,1016,1016,.2419047654,1,1
2021,12,24000,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,147,147,147,.0350000001,1,1
2021,12,24000,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,278,278,278,.0661904737,1,1
2021,12,24000,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,24000,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,24000,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,24000,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,24000,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,24125,all,All,1,1,1,1,1,1512,1512,1512,.0155453198,1,1
2021,12,24125,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,558,558,558,.369047612,1,1
2021,12,24125,race-ethnicity,Hispanic,1,1,1,1,1,573,573,573,.3789682686,1,1
2021,12,24125,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,88,88,88,.0582010597,1,1
2021,12,24125,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,288,288,288,.190476194,1,1
2021,12,24125,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,24125,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,24125,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,24125,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,24125,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,25175,all,All,2,2,2,2,2,898,897,899,.0298646446,1,1
2021,12,25175,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,532,532,532,.5924276114,1,1
2021,12,25175,race-ethnicity,Hispanic,2,2,2,2,2,112,111,113,.1247216016,1,1
2021,12,25175,race-ethnicity,Other Races and Ethnicities,2,2,2,2,2,95,94,96,.1057906449,1,1
2021,12,25175,race-ethnicity,"White, Non-Hispanic",2,2,2,2,2,160,160,160,.1781737208,1,1
2021,12,25175,race-ethnicity,_supp_all,2,2,2,2,2,6,,,,,
2021,12,25175,race-ethnicity,_supp_black,2,2,2,2,2,20,,,,,
2021,12,25175,race-ethnicity,_supp_hispanic,2,2,2,2,2,20,,,,,
2021,12,25175,race-ethnicity,_supp_other,2,2,2,2,2,30,,,,,
2021,12,25175,race-ethnicity,_supp_white,2,2,2,2,2,8,,,,,
2021,12,30000,all,All,,,,,,,,,,,
2021,12,30000,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,30000,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,30000,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,30000,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,30000,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,30000,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,30000,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,30000,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,30000,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,32000,all,All,,,,,,,,,,,
2021,12,32000,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,32000,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,32000,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,32000,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,32000,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,32000,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,32000,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,32000,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,32000,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,32275,all,All,,,,,,,,,,,
2021,12,32275,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,32275,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,32275,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,32275,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,32275,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,32275,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,32275,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,32275,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,32275,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,35000,all,All,1,1,1,1,1,3248,3248,3248,.0251884479,1,1
2021,12,35000,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,1860,1860,1860,.5726600885,1,1
2021,12,35000,race-ethnicity,Hispanic,1,1,1,1,1,590,590,590,.1816502512,1,1
2021,12,35000,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,232,232,232,.0714285746,1,1
2021,12,35000,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,566,566,566,.1742610782,1,1
2021,12,35000,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,35000,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,35000,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,35000,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,35000,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,36950,all,All,1,1,1,1,1,2943,2943,2943,.0406340174,1,1
2021,12,36950,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,435,435,435,.1478083581,1,1
2021,12,36950,race-ethnicity,Hispanic,1,1,1,1,1,1921,1921,1921,.6527352929,1,1
2021,12,36950,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,121,121,121,.0411145091,1,1
2021,12,36950,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,466,466,466,.158341825,1,1
2021,12,36950,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,36950,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,36950,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,36950,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,36950,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,38250,all,All,,,,,,,,,,,
2021,12,38250,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,38250,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,38250,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,38250,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,38250,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,38250,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,38250,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,38250,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,38250,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,39425,all,All,1,1,1,1,1,4673,4673,4673,.0489596203,1,1
2021,12,39425,race-ethnicity,"Black, Non-Hispanic",1,1,1,1,1,1933,1933,1933,.4136528969,1,1
2021,12,39425,race-ethnicity,Hispanic,1,1,1,1,1,803,803,803,.1718382239,1,1
2021,12,39425,race-ethnicity,Other Races and Ethnicities,1,1,1,1,1,414,414,414,.0885940492,1,1
2021,12,39425,race-ethnicity,"White, Non-Hispanic",1,1,1,1,1,1523,1523,1523,.32591483,1,1
2021,12,39425,race-ethnicity,_supp_all,1,1,1,1,1,3,,,,,
2021,12,39425,race-ethnicity,_supp_black,1,1,1,1,1,10,,,,,
2021,12,39425,race-ethnicity,_supp_hispanic,1,1,1,1,1,10,,,,,
2021,12,39425,race-ethnicity,_supp_other,1,1,1,1,1,15,,,,,
2021,12,39425,race-ethnicity,_supp_white,1,1,1,1,1,4,,,,,
2021,12,43975,all,All,,,,,,,,,,,
2021,12,43975,race-ethnicity,"Black, Non-Hispanic",,,,,,,,,,,
2021,12,43975,race-ethnicity,Hispanic,,,,,,,,,,,
2021,12,43975,race-ethnicity,Other Races and Ethnicities,,,,,,,,,,,
2021,12,43975,race-ethnicity,"White, Non-Hispanic",,,,,,,,,,,
2021,12,43975,race-ethnicity,_supp_all,,,,,,.,,,,,
2021,12,43975,race-ethnicity,_supp_black,,,,,,.,,,,,
2021,12,43975,race-ethnicity,_supp_hispanic,,,,,,.,,,,,
2021,12,43975,race-ethnicity,_supp_other,,,,,,.,,,,,
2021,12,43975,race-ethnicity,_supp_white,,,,,,.,,,,,
2021,12,45000,all,All,2,2,2,2,2,8494,8494,8494,.0257725865,1,1
2021,12,45000,race-ethnicity,"Black, Non-Hispanic",2,2,2,2,2,2833,2833,2833,.3335295618,1,1
