year,state,place,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2021,48,01000,1085,1085,1085,.0528391935,1,1
2021,48,01924,78,78,78,.0030223187,1,1
2021,48,03000,1706,1706,1706,.0516468883,1,1
2021,48,04000,2252,2251,2253,.0379488729,1,1
2021,48,05000,1556,1553,1559,.014548583,1,1
2021,48,06128,285,285,285,.0119206961,1,1
2021,48,07000,729,729,729,.0434730761,1,1
2021,48,10768,1574,1574,1574,.0409384109,1,1
2021,48,10912,336,336,336,.0201874543,1,1
2021,48,13024,734,734,734,.0282101538,1,1
2021,48,13552,,,,,,
2021,48,15976,97,97,97,.0068372455,1,1
2021,48,16432,831,831,831,.0122636911,1,1
2021,48,17000,1011,1011,1011,.0209282115,1,1
2021,48,19000,4337,4333,4341,.0220881086,1,1
2021,48,19972,715,715,715,.0219016112,1,1
2021,48,22660,105,104,106,.0028043373,1,1
2021,48,24000,2127,2126,2128,.0135718891,1,1
2021,48,26232,,,,,,
2021,48,27000,3466,3466,3466,.0317416713,1,1
2021,48,27684,112,112,112,.0017014812,1,1
2021,48,29000,1041,1041,1041,.0193948653,1,1
2021,48,30464,1226,1226,1226,.0387594439,1,1
2021,48,35000,15908,15902,15914,.0275524743,1,1
2021,48,37000,1084,1084,1084,.0329293124,1,1
2021,48,39148,655,655,655,.0149263935,1,1
2021,48,41464,758,758,758,.0128315808,1,1
2021,48,41980,746,746,746,.0182699841,1,1
2021,48,42508,1103,1103,1103,.0154748373,1,1
2021,48,43888,83,83,83,.005549612,1,1
2021,48,45000,890,888,892,.0254046191,1,1
2021,48,45384,602,602,602,.0288107209,1,1
2021,48,45744,547,547,547,.0233970657,1,1
2021,48,47892,943,943,943,.0236684904,1,1
2021,48,48072,349,349,349,.0118357241,1,1
2021,48,48768,165,165,165,.0070233685,1,1
2021,48,50820,672,672,672,.0181798507,1,1
2021,48,53388,1792,1792,1792,.0563344844,1,1
2021,48,56000,655,655,655,.0132790012,1,1
2021,48,56348,171,171,171,.0081401439,1,1
2021,48,57200,78,77,79,.0023607749,1,1
2021,48,58016,888,888,888,.0179757085,1,1
2021,48,61796,1117,1117,1117,.0189836845,1,1
2021,48,63500,971,971,971,.0205864273,1,1
2021,48,64472,189,189,189,.0102140075,1,1
2021,48,65000,6196,6189,6203,.0187201072,1,1
2021,48,70808,942,942,942,.0115388855,1,1
2021,48,72176,267,267,267,.0316163413,1,1
2021,48,74144,486,486,486,.0216983669,1,1
2021,48,76000,988,987,989,.0472976193,1,1
2021,48,79000,276,276,276,.0190331694,1,1
2021,49,43660,NA,NA,NA,NA,NA,NA
2021,49,44320,NA,NA,NA,NA,NA,NA
2021,49,55980,542,542,542,.0121995136,1,1
2021,49,57300,NA,NA,NA,NA,NA,NA
2021,49,62470,352,352,352,.0220247786,1,1
2021,49,65330,662,662,662,.0177005343,1,1
2021,49,67000,1844,1842,1846,.0210540742,1,1
2021,49,67440,2158,2158,2158,.0640318096,1,1
2021,49,70850,NA,NA,NA,NA,NA,NA
2021,49,82950,1889,1886,1892,.0304893795,1,1
2021,49,83470,NA,NA,NA,NA,NA,NA
2021,51,01000,192,192,192,.0122495852,1,1
2021,51,16000,203,203,203,.0050175493,1,1
2021,51,35000,272,272,272,.0138641112,1,1
2021,51,47672,125,125,125,.0159642398,1,1
2021,51,56000,610,610,610,.0228910241,1,1
2021,51,57000,612,612,612,.0222723633,1,1
2021,51,64000,284,284,284,.0210105795,1,1
2021,51,67000,654,654,654,.0308825616,1,1
2021,51,68000,643,643,643,.0234603044,1,1
2021,51,76432,97,97,97,.0069048973,1,1
2021,51,82000,688,688,688,.0105118407,1,1
2021,53,03180,172,172,172,.0099164024,1,1
2021,53,05210,445,445,445,.0228088163,1,1
2021,53,05280,560,560,560,.0423792936,1,1
2021,53,22640,1629,1629,1629,.0461944193,1,1
2021,53,23515,1021,1021,1021,.0483062081,1,1
2021,53,35275,430,430,430,.0219454933,1,1
2021,53,35415,561,561,561,.0225210767,1,1
2021,53,35940,136,136,136,.2014814764,1,1
2021,53,53545,360,360,360,.0193226337,1,1
2021,53,57745,645,645,645,.0421293266,1,1
2021,53,63000,1664,1664,1664,.0315797478,1,1
2021,53,67000,1619,1619,1619,.0448128879,1,1
2021,53,67167,,,,,,
2021,53,70000,2640,2640,2640,.0656863451,1,1
2021,53,74060,2194,2193,2195,.0491884127,1,1
2021,53,80010,1075,1075,1075,.0435416587,1,1
2021,55,02375,453,453,453,.0297693368,1,1
2021,55,31000,1085,1085,1085,.0383365117,1,1
2021,55,39225,534,534,534,.0275527574,1,1
2021,55,48000,870,870,870,.0341216624,1,1
2021,55,53000,4151,4150,4152,.0553193763,1,1
2021,55,66000,797,797,797,.0467695557,1,1
2020,01,03076,22,22,22,.0024523465,3,3
2020,01,07000,380,380,380,.0065961918,1,1
2020,01,35896,40,40,40,.0029325513,1,1
2020,01,37000,338,338,338,.0079238564,1,1
2020,01,50000,2427,2426,2428,.0459737442,1,1
2020,01,51000,175,175,175,.0063870945,1,1
2020,01,77256,216,216,216,.0073195528,1,1
2020,02,03000,1300,1300,1300,.0305522922,1,1
2020,04,04720,214,214,214,.0108883688,1,1
2020,04,07940,28,28,28,.0020357715,3,3
2020,04,12000,457,454,460,.0078364797,1,1
2020,04,23620,179,178,180,.0191116799,1,1
2020,04,27400,379,379,379,.0076717543,1,1
2020,04,27820,1092,1092,1092,.0124298548,1,1
2020,04,28380,NA,NA,NA,NA,NA,NA
2020,04,46000,1030,1029,1031,.01516423,1,1
2020,04,54050,NA,NA,NA,NA,NA,NA
2020,04,55000,3861,3855,3867,.0198342782,1,1
2020,04,65000,154,153,155,.0057825171,1,1
2020,04,71510,118,116,120,.0041561001,1,1
2020,04,73000,464,463,465,.011629656,1,1
2020,04,77000,1622,1617,1627,.0175851341,1,1
2020,04,85540,172,171,173,.006691826,1,1
2020,05,23290,200,200,200,.0195446108,1,1
2020,05,24550,159,159,159,.0108978748,1,1
2020,05,35710,222,222,222,.0149324005,1,1
2020,05,41000,305,303,307,.0068272376,1,1
2020,05,66080,510,510,510,.0225036405,1,1
2020,06,00562,79,79,79,.0075547481,1,1
2020,06,00884,250,250,250,.0158760399,1,1
2020,06,02000,5765,5763,5767,.1073336899,1,1
2020,06,02252,365,365,365,.0225225221,1,1
2020,06,02364,709,709,709,.0493801348,1,1
2020,06,03526,3023,3023,3023,.0242177118,1,1
2020,06,04982,168,168,168,.0156672578,1,1
2020,06,06000,243,243,243,.0188226178,1,1
2020,06,08786,675,675,675,.0825486109,1,1
2020,06,08954,127,127,127,.0086371051,1,1
2020,06,11194,42,42,42,.0038663354,1,1
2020,06,11530,22,22,22,.0527577922,3,3
2020,06,13014,718,717,719,.0487242118,1,1
2020,06,13210,1965,1965,1965,.0740950257,1,1
2020,06,13214,,,,,,
2020,06,13392,926,923,929,.0138351433,1,1
2020,06,13588,,,,,,
2020,06,14218,122,122,122,.0028511335,1,1
2020,06,15044,164,163,165,.0082569728,1,1
2020,06,16000,578,578,578,.0176284015,1,1
2020,06,16350,815,814,816,.045436807,1,1
2020,06,16532,1158,1158,1158,.053885527,1,1
2020,06,17918,46,45,47,.0045124581,1,1
2020,06,19766,456,456,456,.0190834906,1,1
2020,06,21712,916,915,917,.0238330644,1,1
2020,06,22020,704,703,705,.0110091167,1,1
2020,06,22230,2260,2260,2260,.1039797589,1,1
2020,06,22804,1495,1494,1496,.0534730665,1,1
2020,06,23182,363,363,363,.0137787061,1,1
2020,06,24638,,,,,,
2020,06,24680,676,676,676,.0180459153,1,1
2020,06,26000,220,220,220,.0061963103,1,1
2020,06,27000,995,994,996,.0100189298,1,1
2020,06,28000,459,459,459,.0179198869,1,1
2020,06,29000,897,897,897,.022355698,1,1
2020,06,30000,1517,1517,1517,.0608650297,1,1
2020,06,32548,34,34,34,.0044848965,1,1
2020,06,33000,618,617,619,.0315644331,1,1
2020,06,33182,430,430,430,.0199323222,1,1
2020,06,33434,1816,1816,1816,.0719549879,1,1
2020,06,36000,1309,1309,1309,.0462380797,1,1
2020,06,36448,,,,,,
2020,06,36546,195,194,196,.0186139755,1,1
2020,06,36770,64,64,64,.0017128328,1,1
2020,06,37692,156,156,156,.0083120205,1,1
2020,06,39496,NA,NA,NA,NA,NA,NA
2020,06,39892,,,,,,
2020,06,40130,1220,1219,1221,.0278259274,1,1
2020,06,41992,131,131,131,.0098459227,1,1
2020,06,43000,6583,6582,6584,.0942650512,1,1
2020,06,44000,9521,9492,9550,.0184395798,1,1
2020,06,45484,1309,1309,1309,.0553254448,1,1
2020,06,46842,74,73,75,.0060945479,1,1
2020,06,46898,191,191,191,.011884761,1,1
2020,06,47766,302,302,302,.0290022083,1,1
2020,06,48256,1410,1409,1411,.0546914376,1,1
2020,06,48354,741,737,745,.0148589304,1,1
2020,06,49270,6089,6089,6089,.187787205,1,1
2020,06,49670,243,243,243,.0260841567,1,1
2020,06,50076,411,410,412,.0175378714,1,1
2020,06,50258,574,573,575,.0330950171,1,1
2020,06,51182,15,15,15,.0237341765,3,3
2020,06,52526,4626,4626,4626,.2853969932,1,1
