year,state,county,subgroup_type,subgroup,share_affordable_30ami_quality,share_affordable_50ami_quality,share_affordable_80ami_quality,share_available_30ami,share_available_50ami,share_available_80ami,share_affordable_30ami,share_affordable_50ami,share_affordable_80ami,share_available_30ami_quality,share_available_50ami_quality,share_available_80ami_quality
2023,35,027,tenure,All,NA,NA,3,NA,NA,1.3248054449905677,NA,NA,1.9520442895914578,NA,NA,3
2022,35,027,tenure,All,NA,NA,3,NA,NA,1.4025561064603038,NA,NA,2.0547215321553876,NA,NA,3
2021,35,027,tenure,All,NA,NA,3,NA,NA,1.1818963327741676,NA,NA,1.829797840050675,NA,NA,3
2019,35,027,tenure,All,NA,NA,3,NA,NA,1.6914424448051895,NA,NA,2.2444373976668217,NA,NA,3
2018,35,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,027,tenure,All,NA,NA,3,NA,NA,2.150394680391296,NA,NA,2.796075391409852,NA,NA,3
2015,35,027,tenure,All,NA,NA,3,NA,NA,1.6415245834165206,NA,NA,2.197840660411283,NA,NA,3
2014,35,027,tenure,All,NA,NA,3,NA,NA,1.6125155676680902,NA,NA,2.203166402900969,NA,NA,3
2023,35,028,tenure,All,3,3,3,0.9743152921073703,1.062503325660578,1.0876978506738384,1.8864309528490648,1.6753732721432653,1.5036119341495524,3,3,3
2022,35,028,tenure,All,3,3,3,0.9287353998659512,1.0557471945946464,1.0655651578884406,1.991359148239544,1.6340238535580007,1.5249018619761947,3,3,3
2021,35,028,tenure,All,3,3,3,1.4367882593408141,1.4463623559649517,1.4143076195228428,2.383459342480927,2.044414868571455,1.8926021470045316,3,3,3
2019,35,028,tenure,All,3,3,3,0.9709359874907484,1.3246746763531534,1.3064085391694438,1.7307564732352045,1.9434395668723832,1.7976576241498126,3,3,3
2018,35,028,tenure,All,3,3,3,1.0439742175312874,1.406300090038597,1.435528977616557,1.522852619437271,1.807217332834134,1.7870612181891716,3,3,3
2017,35,028,tenure,All,3,3,3,0.9451371479673367,1.382421176290932,1.4545366620772209,1.5008383911685799,1.8595149089587082,1.7848864104367803,3,3,3
2016,35,028,tenure,All,3,3,3,1.1621525542022884,1.4143379104238365,1.4797992668070785,1.8041373975676405,1.81647118888184,1.8004852395440594,3,3,3
2015,35,028,tenure,All,3,3,3,1.1614612312378552,1.3213505715419902,1.456418836581164,1.795625418350679,1.8264322412334602,1.8501937767248193,3,3,3
2014,35,028,tenure,All,3,3,3,1.3298453145094835,1.5436795363510862,1.5912092217263027,2.022483418032755,2.053029949508877,1.9494447372801853,3,3,3
2023,35,029,tenure,All,NA,NA,3,NA,NA,1.232195249962018,NA,NA,1.8802960437396536,NA,NA,3
2022,35,029,tenure,All,NA,NA,3,NA,NA,1.2631086482058724,NA,NA,1.9617282118098505,NA,NA,3
2021,35,029,tenure,All,NA,3,3,NA,1.1447781856480372,1.3203181211008672,NA,2.1020997456186037,1.9832146049956296,NA,3,3
2019,35,029,tenure,All,NA,3,3,NA,0.9594706517350805,1.3424941473629077,NA,1.8937135504154652,2.0339227187914792,NA,3,3
2018,35,029,tenure,All,3,3,3,1.0820902014656772,1.0820127258860297,1.2132717142068576,1.985241361882202,1.874548939978836,1.7100636112247345,3,3,3
2017,35,029,tenure,All,3,3,3,1.1495335309823773,1.2176573340399972,1.312170981320838,2.020113344869278,2.0117235342552826,1.8013893101618084,3,3,3
2016,35,029,tenure,All,NA,3,3,NA,1.6362735152513694,1.5620776931523592,NA,2.4359325724704624,2.075938756377444,NA,3,3
2015,35,029,tenure,All,3,3,3,1.1200281878256921,1.1200281878256921,1.3798368598485957,1.926479800728918,1.926479800728918,1.973167263637473,3,3,3
2014,35,029,tenure,All,3,3,3,0.9013578819310676,0.9013578819310676,1.0840762405532347,1.623679188008719,1.623679188008719,1.6536648078206657,3,3,3
2023,35,031,tenure,All,2,2,2,0.6758406229026693,0.7143794115767936,0.8944676702040618,1.4607556664169667,1.5332404778126578,1.4712079553592197,2,2,2
2022,35,031,tenure,All,2,2,2,0.7308502082093625,0.7565613878925613,0.9356441823471437,1.6480387955440878,1.5747687692633876,1.6208034052592206,2,2,2
2021,35,031,tenure,All,2,2,2,0.7734223190308395,0.785448910861003,0.8934283956196258,1.6826489326219682,1.680577367971771,1.536416912794155,2,2,2
2019,35,031,tenure,All,2,2,2,0.7899708874878272,0.8006815264946222,0.905388129181188,2.0027091558794674,1.9900911972154767,1.679612211281522,2,2,2
2018,35,031,tenure,All,2,2,2,0.8022625522360567,0.8288254519477971,0.9449760918927047,1.7114858853486832,1.7244127329341696,1.5082997750798455,2,2,2
2017,35,031,tenure,All,2,2,2,0.8234545218250471,0.8377818468633115,0.9221132151443158,1.661427128023368,1.675688477109152,1.421478891683097,2,2,2
2016,35,031,tenure,All,2,2,2,0.8426266633309623,0.8526274582843199,0.9716213235839617,1.8242939314652098,1.7692028757494171,1.640296607868149,2,2,2
2015,35,031,tenure,All,2,2,2,0.8495885240165009,0.8495885240165009,0.9396761902171299,1.6765927434257835,1.6765927434257835,1.492899724201486,2,2,2
2014,35,031,tenure,All,2,2,2,0.8807303538114943,0.8807303538114943,0.99930473652669,1.77271328666575,1.77271328666575,1.5407509446395649,2,2,2
2023,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,35,033,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,035,tenure,All,2,2,2,0.7355667191452329,0.7500868416451982,0.9977793362313149,1.8901563330467803,1.7757002145219845,1.6458801300089505,2,2,2
2022,35,035,tenure,All,2,2,2,0.755223656250596,0.7566979669156454,0.9881012739012687,1.8799776217478752,1.796840062830388,1.6867208375052467,2,2,2
2021,35,035,tenure,All,2,2,2,0.5439503130694923,0.540738648430919,0.9853924790907497,1.4656066887563444,1.4701739086106593,1.7450135131683053,2,2,2
2019,35,035,tenure,All,2,2,2,0.8425804565062565,0.9618800715549638,1.1590073589715555,1.7157670905730862,1.7911855675271264,1.7187877638500606,2,2,2
2018,35,035,tenure,All,2,2,2,0.6755180857314299,0.676068513690519,1.0254031132710584,1.7395473410505788,1.6785587955175356,1.7702641011444684,2,2,2
2017,35,035,tenure,All,2,2,2,0.7354790493651844,0.7943231835300095,1.185988077119491,2.0712282350329367,2.0615953693549054,2.0272151811051313,2,2,2
2016,35,035,tenure,All,2,2,2,0.9893136886522128,0.956474013048284,1.1960175609195691,1.8794758244561869,1.7644041281994554,1.8489726082676996,2,2,2
2015,35,035,tenure,All,2,2,2,0.6967683791351179,0.6967683791351179,1.033778203487691,1.3350186829018251,1.3350186829018251,1.5911563707966296,2,2,2
2014,35,035,tenure,All,2,2,2,0.5130031090916819,0.5130031090916819,1.0320380531465263,1.2174935793814088,1.2174935793814088,1.697567063385434,2,2,2
2023,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,35,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,039,tenure,All,3,3,3,0.7350631337208785,0.743965043932685,0.9454196100759918,1.7910226877066115,1.8642961563897817,1.7325893221832613,3,3,3
2022,35,039,tenure,All,3,3,3,0.6654892305263711,0.6431015140105395,0.8688604671220055,2.0053659910897514,1.9423603157400022,1.7671631611837857,3,3,3
2021,35,039,tenure,All,3,3,3,0.9367015704491696,0.9379508586895715,1.056024545760223,2.100374978236673,2.1342808601814407,1.9127434325949022,3,3,3
2019,35,039,tenure,All,3,3,3,0.739575188723156,0.7128420176962488,0.96343648251568,1.6815835747653707,1.6168425528849026,1.7238627806323767,3,3,3
2018,35,039,tenure,All,3,3,3,0.7803872988141465,0.8203070516296244,1.09136424118973,1.3667782260990031,1.3828962948471397,1.5327693896407633,3,3,3
2017,35,039,tenure,All,3,3,3,0.629399515044767,0.6627032423874883,1.0443506512090768,1.364592028077868,1.3619337341513453,1.493508708640135,3,3,3
2016,35,039,tenure,All,3,3,3,0.8372189531709656,0.840521290007698,1.0745149297203982,1.6295569617486867,1.6176331621538167,1.5766350993339673,3,3,3
2015,35,039,tenure,All,3,3,3,0.7203589339358616,0.7247663428674993,1.0088856478226937,1.5037112714501149,1.5009767433456822,1.516816048404114,3,3,3
2014,35,039,tenure,All,3,3,3,0.8206602357145152,0.8404912106293677,1.118995087962818,1.7524389147411663,1.7610038465282807,1.7573041902131903,3,3,3
2023,35,041,tenure,All,NA,NA,3,NA,NA,1.3320698310793797,NA,NA,2.0051319480452876,NA,NA,3
2022,35,041,tenure,All,NA,NA,3,NA,NA,1.0400518039267228,NA,NA,1.647170258489118,NA,NA,3
2021,35,041,tenure,All,NA,NA,3,NA,NA,1.0259890941048493,NA,NA,1.629767369024064,NA,NA,3
2019,35,041,tenure,All,NA,NA,3,NA,NA,1.5270645021938594,NA,NA,2.1750849764443556,NA,NA,3
2018,35,041,tenure,All,NA,NA,3,NA,NA,1.1591098258032972,NA,NA,1.7298660066246485,NA,NA,3
2017,35,041,tenure,All,NA,NA,3,NA,NA,1.37188161320506,NA,NA,1.8123987698268278,NA,NA,3
2016,35,041,tenure,All,NA,NA,3,NA,NA,1.2507472308265457,NA,NA,1.8803229612642487,NA,NA,3
2015,35,041,tenure,All,NA,NA,3,NA,NA,1.6065377163818602,NA,NA,2.1612075429465483,NA,NA,3
2014,35,041,tenure,All,NA,NA,3,NA,NA,1.5927619337275183,NA,NA,2.238536698073475,NA,NA,3
2023,35,043,tenure,All,1,1,1,0.5289925494007127,0.5640901771336554,0.7549151736166164,1.7594212288089839,1.8250402576489533,1.42964166798795,1,1,1
2022,35,043,tenure,All,1,1,1,0.5598383587193037,0.5971762414800389,0.8434567195464723,2.326857320484924,2.02317429406037,1.8094897813348578,1,1,1
2021,35,043,tenure,All,1,1,1,0.5422189128816084,0.583274189732671,0.8705300852373027,2.230379746835443,2.1712798675183347,1.8727492812830988,1,1,1
2019,35,043,tenure,All,1,1,1,0.5083459787556904,0.5888509419411699,0.7834329280857202,2.2931714719271623,2.0848297895780545,1.8449412734391097,1,1,1
2018,35,043,tenure,All,1,1,1,0.3515882955709894,0.4170420707032145,0.8213896508962459,1.4814983490834566,1.2658624112392152,1.449363045357183,1,1,1
2017,35,043,tenure,All,1,1,1,0.35655835385715423,0.4607196499706132,0.808342589164507,1.042265829824422,1.0260562920394436,1.3293841786992473,1,1,1
2016,35,043,tenure,All,1,1,1,0.36536430834213307,0.4655448717948718,0.71773087304748,1.2454241464273144,1.2041812354312353,1.3685561308022478,1,1,1
2015,35,043,tenure,All,1,1,1,0.4727096696115212,0.5354275391409072,0.7253483386923901,1.297712695147041,1.3138297872340425,1.4954448017148982,1,1,1
2014,35,043,tenure,All,1,1,1,0.39444380668120765,0.49025252940692604,0.7681212176366201,1.5630811617495122,1.3755860820926216,1.498839696045866,1,1,1
2023,35,045,tenure,All,1,1,1,0.5590348624928,0.5901164895906439,0.8008674690378104,1.5974567728977,1.5864647371945737,1.5552117216633374,1,1,1
2022,35,045,tenure,All,1,1,1,0.6148321156253437,0.61257842391329,0.8974603902885316,1.395005326331566,1.3511348530718816,1.5057413462977085,1,1,1
2021,35,045,tenure,All,1,1,1,0.5380495851380495,0.5369549060061102,0.8727553649494809,1.584336768669113,1.4660134996693397,1.636857817620992,1,1,1
2019,35,045,tenure,All,1,1,1,0.5909870196670057,0.7625786371213922,1.0095048699394709,1.6023441859440464,1.4778217314826896,1.4915454259184584,1,1,1
2018,35,045,tenure,All,1,1,1,0.6404716935530846,0.6209975095174822,0.9282234838749168,1.553500507720134,1.4382324458166378,1.5517900484110732,1,1,1
2017,35,045,tenure,All,1,1,1,0.6619159569469246,0.6294765557568851,0.9051264934841788,1.6951475900947433,1.584642053919759,1.5725681279286203,1,1,1
2016,35,045,tenure,All,1,1,1,0.7607699200628173,0.7666959436496759,0.9805970692077892,1.7713308551922835,1.701911309123134,1.7402250586677535,1,1,1
2015,35,045,tenure,All,1,1,1,0.5560550351131958,0.5966695961746922,0.9308973074777968,1.8386098657757368,1.7171968355766383,1.6743281808877295,1,1,1
2014,35,045,tenure,All,1,1,1,0.6833422802856332,0.7922137052170025,1.0702373792418796,2.123527218042519,1.9613016159195413,1.8846970502969072,1,1,1
2023,35,047,tenure,All,3,3,3,0.7779197570347309,0.7856102948936321,0.991074223298038,1.8338793110204643,1.905941407350729,1.778243935405308,3,3,3
2022,35,047,tenure,All,3,3,3,0.7028644732134144,0.6784401670691713,0.9261996093806413,2.0427412337767947,1.9776989687986337,1.824502303442421,3,3,3
2021,35,047,tenure,All,3,3,3,1.0167104662674395,1.01704066082173,1.153991267819954,2.1803838740549435,2.213370662313599,2.010710154654633,3,3,3
2019,35,047,tenure,All,3,3,3,0.7751262915060457,0.7463073352810791,1.0167129031631212,1.71713467754826,1.650307870469733,1.777139201279818,3,3,3
2018,35,047,tenure,All,3,3,3,0.8115212948184645,0.8528437891052477,1.1610864304944537,1.397912222103321,1.415433032322763,1.602491578945487,3,3,3
2017,35,047,tenure,All,3,3,3,0.6372726000154775,0.6831669252622512,1.1088982353230243,1.3724651130485783,1.3823974170261084,1.5580562927540829,3,3,3
2016,35,047,tenure,All,3,3,3,0.9028023773287374,0.9065530179064005,1.1448530899536808,1.6951403859064587,1.683664890052519,1.64697325956725,3,3,3
2015,35,047,tenure,All,3,3,3,0.7698417884016394,0.7698417884016394,1.0762909259266846,1.5531941259158926,1.5531941259158926,1.588552973602898,3,3,3
2014,35,047,tenure,All,3,3,3,0.8959879814442039,0.8959879814442039,1.231594201644972,1.7930042039239258,1.7930042039239258,1.8890656900941383,3,3,3
2023,35,049,tenure,All,1,1,1,0.3761626817105423,0.5315970057326103,0.7995158259719316,1.683958620032654,1.4253386772337935,1.5333400055646462,1,1,1
2022,35,049,tenure,All,1,1,1,0.3888088999813531,0.5478601265899835,0.826086184134885,1.481296201840286,1.4044911847320662,1.6035303987052565,1,1,1
2021,35,049,tenure,All,1,1,1,0.35277394200308665,0.43639364790255564,0.7575533227569188,1.456014945983267,1.345381068928226,1.5075268817204301,1,1,1
2019,35,049,tenure,All,1,1,1,0.5241095430107527,0.6114850652082456,0.8030218242865137,1.6401209677419355,1.3190997055111484,1.393627176668093,1,1,1
2018,35,049,tenure,All,1,1,1,0.3266897746967071,0.48980794155767643,0.8110962061018815,1.5310032736375891,1.3154825026511134,1.4086265607264472,1,1,1
2017,35,049,tenure,All,1,1,1,0.5250236885175295,0.5771837830924671,0.7314199172576832,1.4330261004393143,1.3402609029287633,1.3532432033096926,1,1,1
2016,35,049,tenure,All,1,1,1,0.40991601192088867,0.48935740266738514,0.8328192238851442,1.4711460308859388,1.4538596254883471,1.5760310750599795,1,1,1
2015,35,049,tenure,All,1,1,1,0.3606426344816561,0.4896030245746692,0.8109077463486781,1.1214131564223484,1.2355631440941521,1.397633573673507,1,1,1
2014,35,049,tenure,All,1,1,1,0.4901878211067127,0.5336269430051813,0.859425032548647,1.3262865324686264,1.1670466321243522,1.437981632006756,1,1,1
2023,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,35,051,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,053,tenure,All,NA,NA,3,NA,NA,1.4316810283118169,NA,NA,2.0797818220894526,NA,NA,3
2022,35,053,tenure,All,NA,NA,3,NA,NA,1.4971373847451146,NA,NA,2.1957569483490924,NA,NA,3
2021,35,053,tenure,All,NA,NA,3,NA,NA,1.5028165483060694,NA,NA,2.1657130322008324,NA,NA,3
2019,35,053,tenure,All,NA,NA,3,NA,NA,1.5093780563072685,NA,NA,2.20080662773584,NA,NA,3
2018,35,053,tenure,All,NA,NA,3,NA,NA,1.358964924898978,NA,NA,1.8557568219168545,NA,NA,3
2017,35,053,tenure,All,NA,NA,3,NA,NA,1.4796526644741888,NA,NA,1.9688709933151591,NA,NA,3
2016,35,053,tenure,All,NA,NA,3,NA,NA,1.855139213585075,NA,NA,2.3690002768101603,NA,NA,3
2015,35,053,tenure,All,NA,NA,3,NA,NA,1.6182999834375427,NA,NA,2.2116303872264202,NA,NA,3
2014,35,053,tenure,All,NA,NA,3,NA,NA,1.151604716162817,NA,NA,1.7211932834302481,NA,NA,3
2023,35,055,tenure,All,3,3,3,0.7501397437192908,0.7586155030326968,0.9614805300681338,1.806099297705024,1.8789466154897934,1.7486502421754033,3,3,3
2022,35,055,tenure,All,3,3,3,0.6786375355960901,0.6555333634852969,0.8890319089816704,2.0185142961594704,1.9547921652147595,1.7873346030434505,3,3,3
2021,35,055,tenure,All,3,3,3,0.9848357540019251,0.9855321059252209,1.1149623442819727,2.1485091617894287,2.18186210741709,1.971681231116652,3,3,3
2019,35,055,tenure,All,3,3,3,0.7609631017714915,0.7329751006841488,0.9954881310761411,1.702971487813706,1.636975635872803,1.7559144291928377,3,3,3
2018,35,055,tenure,All,3,3,3,0.7991178345011594,0.8398814911696567,1.1333098351561346,1.3855087617860158,1.4024707343871723,1.5747149836071679,3,3,3
2017,35,055,tenure,All,3,3,3,0.6341360448172486,0.6750144067597167,1.083183148893893,1.3693285578503496,1.374244898523574,1.5323412063249515,3,3,3
2016,35,055,tenure,All,3,3,3,0.8766746229954645,0.8802466640236204,1.116831098201489,1.6690126315731857,1.661182737082981,1.6189512678150582,3,3,3
2015,35,055,tenure,All,3,3,3,0.7501283336408647,0.7501283336408647,1.047927352858236,1.5334806711551179,1.5334806711551179,1.5601894005344494,3,3,3
2014,35,055,tenure,All,3,3,3,0.8718165303026426,0.9101121778183148,1.2148993058233446,1.8035952093292937,1.725815266181683,1.8432936251090921,3,3,3
2023,35,057,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,35,057,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,35,057,tenure,All,NA,NA,3,NA,NA,1.492384372188293,NA,NA,1.9612653654415166,NA,NA,3
2019,35,057,tenure,All,NA,NA,3,NA,NA,1.5197684336084811,NA,NA,2.1268271581583718,NA,NA,3
2018,35,057,tenure,All,NA,NA,3,NA,NA,1.4210004883657936,NA,NA,1.8252169965918434,NA,NA,3
2017,35,057,tenure,All,NA,NA,3,NA,NA,1.5763643481252914,NA,NA,1.9707343419638619,NA,NA,3
2016,35,057,tenure,All,NA,NA,3,NA,NA,1.967471446053579,NA,NA,2.366192930134802,NA,NA,3
2015,35,057,tenure,All,NA,NA,3,NA,NA,1.6345562638002469,NA,NA,2.1008366906091833,NA,NA,3
2014,35,057,tenure,All,NA,NA,3,NA,NA,1.1769316754885883,NA,NA,1.5941717218743632,NA,NA,3
2023,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,35,059,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,061,tenure,All,2,2,2,0.5616594912511099,0.6896306895938851,0.946604451432009,1.4453768373249327,1.6237986787786263,1.5172225903843406,2,2,2
2022,35,061,tenure,All,2,2,2,0.623491364265603,0.719457695611016,0.8968957651690143,1.9901291542357635,1.554767683807295,1.4599564511848453,2,2,2
2021,35,061,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,35,061,tenure,All,1,1,1,0.6088849876523588,0.8533287605592302,1.0605164807257597,1.7540482655328271,1.8224578659936912,1.945004702243875,1,1,1
2018,35,061,tenure,All,1,1,1,0.6456595963763819,0.7691020621785573,0.9775222418748429,1.5234710829335534,1.5895708121785572,1.6677901329795541,1,1,1
2017,35,061,tenure,All,1,1,1,0.7038901144695902,0.7785938841556607,0.9478597563947512,1.6854278569327827,1.6798858257859237,1.567060644297082,1,1,1
2016,35,061,tenure,All,1,1,1,0.4636246612754336,0.7058401985209101,0.9751348799992848,1.7076246612754336,1.7794560352051043,1.6658728915625995,1,1,1
2015,35,061,tenure,All,1,1,1,0.5386545630308086,0.6044503049381615,0.8683623552836396,1.3687540410176104,1.349184588800767,1.460606122596659,1,1,1
2014,35,061,tenure,All,1,1,1,0.5585142811333368,0.8197814033172229,0.9343849277843311,1.5385969170057807,1.6759712361157366,1.5484237700078611,1,1,1
2023,36,001,tenure,All,1,1,1,0.31296970636088944,0.6232185822691098,0.9243816058878866,0.7959634306965213,1.3599851934110678,1.5346134690941287,1,1,1
2022,36,001,tenure,All,1,1,1,0.3688759810531411,0.672677737415672,0.9515749612714441,0.9784254745358365,1.3401660612350805,1.6015979115267658,1,1,1
2021,36,001,tenure,All,1,1,1,0.34504408845390333,0.6686663473899125,0.9307045875491742,1.2304602742255666,1.4745040707786152,1.601601126605336,1,1,1
2019,36,001,tenure,All,1,1,1,0.37175194529592076,0.6311878569917495,0.9811576029567054,1.1264796038670124,1.441056695578591,1.7102692713833156,1,1,1
2018,36,001,tenure,All,1,1,1,0.3738738738738739,0.6836884005853029,0.9888783868935098,0.9762612612612612,1.3748914957466332,1.6497164461247638,1,1,1
2017,36,001,tenure,All,1,1,1,0.3290547825640499,0.584536788629488,0.9352599741249694,1.0173538019202135,1.389234545350762,1.7220707017727892,1,1,1
2016,36,001,tenure,All,1,1,1,0.3696057538625466,0.6612541852327367,0.9585892425088405,0.825297460486592,1.298794149485185,1.5330200384639245,1,1,1
2015,36,001,tenure,All,1,1,1,0.22812474751555303,0.6442587463047881,0.9791342644635735,0.8524682879534621,1.3084425409091966,1.58183834059656,1,1,1
2014,36,001,tenure,All,1,1,1,0.3759913651508752,0.6711834509300834,0.9831709333808913,0.9386174855694777,1.302918537524054,1.5975939947145705,1,1,1
2023,36,003,tenure,All,2,2,2,0.7055650178849707,0.9751827227234668,1.0997203193212357,1.8704072072577234,1.979844209959871,1.7276175400868363,2,2,2
2022,36,003,tenure,All,2,2,2,0.6428920937954716,0.9443718291313273,1.074953365314372,1.6506311761614196,1.8416124472328725,1.672857078229632,2,2,2
2021,36,003,tenure,All,2,2,2,0.6997194533966004,0.9144891445715236,1.0581126869707322,2.099633283642184,2.351908499410233,2.015119056397484,2,2,2
2019,36,003,tenure,All,2,2,2,0.7182962803097722,0.9426123438772447,1.0509678106063813,1.8781158388726849,2.122723523617825,1.7782439780172645,2,2,2
2018,36,003,tenure,All,2,2,2,0.8836322195992757,1.030632488855965,1.1060925692771773,1.9556419836350771,2.057216166361637,1.7384767596724175,2,2,2
2017,36,003,tenure,All,2,2,2,0.7401124948740623,0.9493868060244471,1.109739774843462,1.8925932657302875,2.0545459039546294,1.8748075213004003,2,2,2
2016,36,003,tenure,All,2,2,2,0.8328994002909254,1.0517638426770046,1.1590102394280455,1.9641614426801355,2.166025011061884,1.9070024853433045,2,2,2
2015,36,003,tenure,All,2,2,2,0.8378668045901904,0.9827216096077778,1.1409666252418829,1.8717651096749361,1.9539483497869645,1.7603840314829367,2,2,2
2014,36,003,tenure,All,2,2,2,0.7593656359707996,0.8650753926255585,1.0831400045344024,1.7584094468192002,1.8575478486578585,1.7656886145295816,2,2,2
2023,36,005,tenure,All,1,1,1,0.37663532526984267,0.6197746128659002,0.9247769757326274,0.5719632879294482,0.8774434378000443,1.1244317983044325,1,1,1
2022,36,005,tenure,All,1,1,1,0.36882565063036366,0.566497242211196,0.9198127670517487,0.5699270399463282,0.81368296090719,1.1578325288811522,1,1,1
2021,36,005,tenure,All,1,1,1,0.366045009879042,0.5258070647869476,0.9069820057988692,0.5604404607006891,0.7491335339775067,1.1296630114280515,1,1,1
2019,36,005,tenure,All,1,1,1,0.3728330122981182,0.5299495459868447,0.8966010348766884,0.5365503884173317,0.7415317152540394,1.1512586519723136,1,1,1
2018,36,005,tenure,All,1,1,1,0.3845971978084107,0.5310395541450577,0.8952616652397261,0.5532786463954935,0.7407307067110458,1.1543022260273972,1,1,1
2017,36,005,tenure,All,1,1,1,0.35342830515244306,0.48014870597207,0.8463471144417796,0.5338836373319132,0.692795312975476,1.0861090664138786,1,1,1
2016,36,005,tenure,All,1,1,1,0.36566344400798284,0.4987400416334069,0.842898857456525,0.56287060095587,0.713692069305536,1.0928210467939177,1,1,1
2015,36,005,tenure,All,1,1,1,0.34084022694304583,0.4706857175213756,0.8296927610622484,0.5194486605767669,0.6518148015326249,1.0729089185030405,1,1,1
2014,36,005,tenure,All,1,1,1,0.3532628320866649,0.44841792378004175,0.8161702005070293,0.5106640300346774,0.6207059856307898,1.060437312744872,1,1,1
2023,36,007,tenure,All,1,1,1,0.4877078578821893,0.7229374173188277,1.013154454884304,1.2516340588108892,1.614963130027514,1.6737053663085775,1,1,1
2022,36,007,tenure,All,1,1,1,0.4129135457620666,0.6515820271684964,0.9277849565653035,1.007587669027072,1.4290228507467757,1.5791485226105462,1,1,1
2021,36,007,tenure,All,1,1,1,0.46578382679695557,0.7662360441243801,1.0188421109240084,1.4056694500191305,1.7325545054803293,1.6792031767726368,1,1,1
2019,36,007,tenure,All,1,1,1,0.5216915249566971,0.7916450562172773,1.052437715127791,1.2142426443194927,1.658772572005151,1.7386230104881921,1,1,1
