year,state,county,subgroup_type,subgroup,share_affordable_30ami_quality,share_affordable_50ami_quality,share_affordable_80ami_quality,share_available_30ami,share_available_50ami,share_available_80ami,share_affordable_30ami,share_affordable_50ami,share_affordable_80ami,share_available_30ami_quality,share_available_50ami_quality,share_available_80ami_quality
2023,01,001,tenure,All,2,2,2,0.6421965224907992,0.7962568479183404,0.9183936499715365,1.444597786313864,1.4885488855677933,1.3909368512283002,2,2,2
2022,01,001,tenure,All,2,2,2,0.7148380881862024,0.8239080072800403,0.9362503888698955,1.5545169441104325,1.3791533922417691,1.4244729420037796,2,2,2
2021,01,001,tenure,All,3,3,3,0.9395023068237901,1.0442352132041686,1.11769192521191,2.3071426536973636,2.0667144798999346,1.8609879012366346,3,3,3
2019,01,001,tenure,All,3,3,3,0.5564591874926481,0.6875779607317394,0.9991885871012093,1.8558034497877303,1.7995478478082765,1.7726990280048114,3,3,3
2018,01,001,tenure,All,3,3,3,0.4988364092310046,0.6217673129320702,0.9647065701313005,1.428290349439698,1.508023483365949,1.691498827191707,3,3,3
2017,01,001,tenure,All,3,3,3,0.6072438327018095,0.6911837795450445,1.1443817130757423,1.4910468756497457,1.490385907204619,1.9977402750435758,3,3,3
2016,01,001,tenure,All,3,3,3,0.48285201097356667,0.7278364033757795,1.016287038937076,1.3555212319186498,1.4528224006261488,1.6484996270476118,3,3,3
2015,01,001,tenure,All,3,3,3,0.6134691374349535,0.7429777799962713,1.0666254711510195,1.5731955326276914,1.523706842056926,1.8148985109283973,3,3,3
2014,01,001,tenure,All,3,3,3,0.6813786649026061,0.7426834750476925,0.9101832652288682,1.4410116924255418,1.4275572058469634,1.5652350787003708,3,3,3
2023,01,003,tenure,All,1,1,1,0.5223562378167641,0.7401366325630047,0.9229861316022425,1.9454800194931774,1.6752525087438304,1.6352316317497786,1,1,1
2022,01,003,tenure,All,1,1,1,0.36110013825794984,0.5647179137549003,0.8959741105593096,1.485877937981434,1.4830748252940174,1.6026418627371164,1,1,1
2021,01,003,tenure,All,1,1,1,0.5460911723116288,0.7494968526527641,1.0585093025910284,1.9006127533499428,1.8158694814370744,1.8529848190845795,1,1,1
2019,01,003,tenure,All,1,1,1,0.8091695969705166,0.9759353040474228,1.2336749765027077,2.1920476061671628,1.8849762493620696,1.7695922660341046,1,1,1
2018,01,003,tenure,All,1,1,1,0.5405438435685915,0.7244725572624052,1.138893480365534,1.672899480598839,1.522020979845205,1.7262509150157028,1,1,1
2017,01,003,tenure,All,1,1,1,0.7949769349051768,0.9605768112571229,1.2139191500855318,2.319323423885187,2.1854285382021166,2.0063623540710065,1,1,1
2016,01,003,tenure,All,1,1,1,0.4662654228107132,0.6486130657829028,0.9783813114005027,1.4022269034005417,1.4559858355654425,1.5842186429061,1,1,1
2015,01,003,tenure,All,1,1,1,0.6923952095808383,0.8206051873198847,1.0977917030699245,1.769940119760479,1.6939481268011527,1.7687162956044948,1,1,1
2014,01,003,tenure,All,1,1,1,0.5819728279483959,0.7497912840207046,1.0935008078386408,1.3757278228108232,1.4174737017866088,1.592614791264919,1,1,1
2023,01,005,tenure,All,3,3,3,0.9586923841970922,1.1615014125762324,1.34027511781743,1.9639119314013724,2.1820447785277306,2.0549479152556436,3,3,3
2022,01,005,tenure,All,3,3,3,1.0932231126787817,1.3890925247419448,1.5912356052875742,1.8948232800165425,2.2177560506531773,2.115876881940384,3,3,3
2021,01,005,tenure,All,3,3,3,0.857207721012749,0.9051011738932535,1.3122240600014272,1.5825433597434242,1.6671888940668975,1.9156699688427232,3,3,3
2019,01,005,tenure,All,3,3,3,0.7525914785050407,0.7525914785050407,1.2563418844306393,1.42043513502017,1.42043513502017,1.903036391791908,3,3,3
2018,01,005,tenure,All,3,3,3,1.0714189413749207,1.0714189413749207,1.62685334300778,1.6800674835341012,1.6800674835341012,2.160326518248652,3,3,3
2017,01,005,tenure,All,3,3,3,1.2076787166979996,1.2076787166979996,1.7544834571359769,1.8131702587426184,1.8131702587426184,2.2558694585219787,3,3,3
2016,01,005,tenure,All,3,3,3,1.3420482432905472,1.3420482432905472,1.7039774008022557,2.088696090855826,2.088696090855826,2.310078551457862,3,3,3
2015,01,005,tenure,All,3,3,3,1.3242519498724412,1.3242519498724412,1.4987750362190164,1.8784060491321066,1.8784060491321066,1.9865631676559956,3,3,3
2014,01,005,tenure,All,3,3,3,1.2973393484604847,1.2973393484604847,1.4809991990867037,1.9001027336072898,1.9001027336072898,1.9695162372277508,3,3,3
2023,01,007,tenure,All,3,3,3,0.8753276381969592,1.1663402002165382,1.2383225875092843,1.650430207836346,1.6623805438848234,1.6134612224422897,3,3,3
2022,01,007,tenure,All,3,3,3,0.757257129579505,1.0025291766767956,1.0997948397745514,1.8675135398359153,1.7370335681448006,1.5270571536348037,3,3,3
2021,01,007,tenure,All,3,3,3,0.7212763332408008,0.9356530654706364,1.0313157224705534,1.3776564572345085,1.4042706597255736,1.3353783013249567,3,3,3
2019,01,007,tenure,All,NA,3,3,NA,0.8479508722876403,1.0618237440352347,NA,1.4572887886474077,1.4301269100864482,NA,3,3
2018,01,007,tenure,All,3,3,3,0.8853404408640924,1.058658799980187,1.1552807210830716,1.400778549348098,1.590464045730514,1.5014079165760972,3,3,3
2017,01,007,tenure,All,3,3,3,0.8384814659845046,1.1194484678430798,1.3819027170585751,1.5215677332276587,1.6470297974046073,1.7529692768019591,3,3,3
2016,01,007,tenure,All,3,3,3,0.65698364808961085,1.0323456754938325,1.1697959112166387,1.1681967198626337,1.5981060867222976,1.4603652039135913,3,3,3
2015,01,007,tenure,All,3,3,3,0.696138398289674,0.8456203741398086,1.0688704029141258,1.190603817888095,1.3036727380501496,1.3899605545848508,3,3,3
2014,01,007,tenure,All,3,3,3,0.686971417206262,0.8344521051501104,1.114563077202406,1.2870652038416663,1.3583213563853822,1.4129823783671314,3,3,3
2023,01,009,tenure,All,2,2,2,0.7242833989792664,0.8637267561672956,0.938786878048205,2.190545512918221,2.0063472826387536,1.7097108968753985,2,2,2
2022,01,009,tenure,All,2,2,2,0.6018117224716938,0.860447652926335,0.9435575567013005,1.797686435993466,1.843699571977277,1.667726350416287,2,2,2
2021,01,009,tenure,All,2,2,2,0.7256803456842222,0.8057269241989905,0.9906034363923237,2.3379158137555653,1.9486083473478204,1.5894723718025827,2,2,2
2019,01,009,tenure,All,2,2,2,0.6792931354694769,0.8938308963958854,1.01789933794557,2.17594264503537,2.0719558963958855,1.8215784807277813,2,2,2
2018,01,009,tenure,All,2,2,2,0.843134640303802,1.020114919753455,1.0985168352677617,1.7832746156022785,1.759655414352347,1.7414300525101254,2,2,2
2017,01,009,tenure,All,2,2,2,0.7765741291328055,0.8367657426554707,0.9940727779576054,2.031435789211857,1.877032667882186,1.6086345446932853,2,2,2
2016,01,009,tenure,All,2,2,2,0.7600313431051808,0.8611488123152321,1.0285554609870897,2.3133079814243405,2.038821243376192,1.783480142331238,2,2,2
2015,01,009,tenure,All,2,2,2,0.8749601657702407,0.9774810519841332,1.1357204289054166,2.0578004024566314,2.0179323110217795,1.9527915725224378,2,2,2
2014,01,009,tenure,All,2,2,2,0.744774431387935,0.8607431241513746,1.008225939580214,1.5177470441686374,1.6158303710834927,1.6529717022920782,2,2,2
2023,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,011,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,01,013,tenure,All,3,3,3,1.0810994162385446,1.3153067486466825,1.4966843155899412,2.0863189634428245,2.335850114598181,2.2113571130281544,3,3,3
2022,01,013,tenure,All,3,3,3,1.244212480720452,1.6086842687612148,1.814494499647441,2.0458126480582126,2.437347794672447,2.33913577630025,3,3,3
2021,01,013,tenure,All,3,3,3,2.298195790780481,2.2684915492089694,2.029646785133933,3.3726462575073706,3.352549732090338,2.829693416050231,3,3,3
2019,01,013,tenure,All,3,3,3,1.1685704259451004,1.1685704259451004,1.5210273602573503,2.5603032244102613,2.5603032244102613,2.5149729239093004,3,3,3
2018,01,013,tenure,All,3,3,3,2.0771136144234132,2.0771136144234132,2.4149456581510176,3.1171102104577932,3.1171102104577932,3.334564334350779,3,3,3
2017,01,013,tenure,All,3,3,3,3.122216261482948,3.122216261482948,2.718248511248273,4.5191161632403984,4.5191161632403984,3.769172350815646,3,3,3
2016,01,013,tenure,All,3,3,3,1.6782497222685047,1.6782497222685047,1.763197163892622,2.760293298526957,2.760293298526957,2.4989641394931517,3,3,3
2015,01,013,tenure,All,3,3,3,1.3434108200976158,1.3434108200976158,1.4186813009972565,2.2417622757272193,2.2417622757272193,2.0394237259021577,3,3,3
2014,01,013,tenure,All,3,3,3,1.3323360138008202,1.3323360138008202,1.6407073932028151,2.3419936081818564,2.3419936081818564,2.5054889596623817,3,3,3
2023,01,015,tenure,All,1,1,1,0.524415963659961,0.7672874792550249,0.8926049101304137,1.712037637897469,1.7176224721863667,1.4781211464444528,1,1,1
2022,01,015,tenure,All,1,1,1,0.6801217920835145,0.7887687478200209,0.9882582406865613,2.080817746846455,2.1201255667945587,1.6588258240686562,1,1,1
2021,01,015,tenure,All,1,1,1,0.6598139660285791,0.7663858517058015,0.9698336382589456,1.4569964950121326,1.5922208281053953,1.672254605795005,1,1,1
2019,01,015,tenure,All,1,1,1,0.5078208172958808,0.6593171595015117,0.9639349069051458,1.4638440750143313,1.6085096969250054,1.8358012021697698,1,1,1
2018,01,015,tenure,All,1,1,1,0.5667897298204396,0.6385650846516792,0.9324984870350542,1.5190468199362308,1.3803774632250903,1.622270844001676,1,1,1
2017,01,015,tenure,All,1,1,1,0.6662563597570983,0.6662563597570983,0.9113607352565739,1.6791399967175447,1.6967831938289841,1.7737043655859075,1,1,1
2016,01,015,tenure,All,1,1,1,0.6918810800981907,0.6918810800981907,1.000725313439022,1.8063460314574051,1.8063460314574051,1.8627085276137187,1,1,1
2015,01,015,tenure,All,1,1,1,0.7504508372692142,0.7548969511156532,0.9865514420126815,1.8599398883641047,1.8903082950093681,1.8143280834526487,1,1,1
2014,01,015,tenure,All,1,1,1,0.6364868528056384,0.6736566186107471,0.9225456770696739,1.4888181078883167,1.4458590775759845,1.6282017658886265,1,1,1
2023,01,017,tenure,All,3,3,3,1.0531695090060895,1.1068705592877237,1.2150271859870643,2.026025687264023,2.0299857311442717,1.8854164124610338,3,3,3
2022,01,017,tenure,All,3,3,3,0.7929652177008794,0.9004661143002645,1.0950043174922097,1.5462494214817186,1.7090230822851986,1.8708925781049195,3,3,3
2021,01,017,tenure,All,3,3,3,0.9767789325697516,0.9638348466689511,1.0858009046893182,2.3488472499678066,2.2923218626851227,1.9645076021489027,3,3,3
2019,01,017,tenure,All,3,3,3,0.8736622903459629,0.8736622903459629,1.287012141092032,2.107336145813235,2.107336145813235,2.184507481789337,3,3,3
2018,01,017,tenure,All,3,3,3,1.0855424664013584,1.0855424664013584,1.5202542341930938,2.043332025944588,2.043332025944588,2.3233672871696096,3,3,3
2017,01,017,tenure,All,3,3,3,0.9381806051575328,0.9381806051575328,1.2901986204096014,2.3478341807208065,2.3478341807208065,2.246622248932317,3,3,3
2016,01,017,tenure,All,NA,NA,3,NA,NA,1.0316745981278252,NA,NA,1.9507413134030716,NA,NA,3
2015,01,017,tenure,All,3,3,3,1.0069286928643413,1.0069286928643413,1.1936610834951038,2.0250619599574295,2.0250619599574295,1.9125064901007103,3,3,3
2014,01,017,tenure,All,3,3,3,0.7146629420915326,0.7146629420915326,1.164678409815114,1.6241491080994375,1.6241491080994375,1.8826539489203602,3,3,3
2023,01,019,tenure,All,3,3,3,0.8389751576230027,0.8600713826950082,1.031130046005174,1.8838451604186417,1.822638899338646,1.8170533094006431,3,3,3
2022,01,019,tenure,All,3,3,3,0.5746229117006364,0.6366110766152161,0.9919917548244938,1.5187107736318874,1.5820927309650152,1.8699171185183585,3,3,3
2021,01,019,tenure,All,3,3,3,0.8447622698478525,0.8593109272438738,1.173071665522379,1.7837690080559883,1.7595279515988291,1.9255321864249388,3,3,3
2019,01,019,tenure,All,3,3,3,1.1916270139180398,1.1916270139180398,1.3717448964754733,2.0533598299928433,2.0533598299928433,2.102497176368344,3,3,3
2018,01,019,tenure,All,NA,NA,3,NA,NA,1.2240665376308868,NA,NA,1.881195930387047,NA,NA,3
2017,01,019,tenure,All,NA,NA,3,NA,NA,1.2737020527475145,NA,NA,2.1106504712217236,NA,NA,3
2016,01,019,tenure,All,NA,NA,3,NA,NA,1.4118466510025165,NA,NA,2.1581326879127816,NA,NA,3
2015,01,019,tenure,All,3,3,3,1.1517657485944839,1.1633858994241262,1.2354144648556102,2.0365983031116177,2.0206922710380137,1.8674490968902424,3,3,3
2014,01,019,tenure,All,3,3,3,0.7768651187889295,0.8492812934459265,1.4001111525072036,1.8208694014441755,1.8223232621991177,2.034575581705547,3,3,3
2023,01,021,tenure,All,NA,3,3,NA,0.6277078036747107,0.7894110990037128,NA,1.8404484086242983,1.921091802430801,NA,3,3
2022,01,021,tenure,All,3,3,3,0.7862179202689731,0.7589466504940287,0.9745613480193644,2.2624509039779666,2.0355744261808937,2.0049741719104492,3,3,3
2021,01,021,tenure,All,3,3,3,0.9003333223180228,0.8923795188016731,1.0283421955859835,2.272401639716078,2.2168912229913253,1.8957640635899236,3,3,3
2019,01,021,tenure,All,3,3,3,0.8256989654392581,0.835172315973669,1.2360756508567805,2.05937282090653,1.9618357978545127,2.148056411678818,3,3,3
2018,01,021,tenure,All,3,3,3,0.9887123463364302,1.1440090721149323,1.4115611829408548,1.9089213381444674,1.9543106529350922,2.1356862913984838,3,3,3
2017,01,021,tenure,All,3,3,3,0.9448018634703204,1.0301636334127096,1.235170588087333,2.3358655567159485,2.3739552569142637,2.136261105522149,3,3,3
2016,01,021,tenure,All,3,3,3,0.7215308835240674,0.8047733115192056,1.0576546208401274,1.8390370476663709,1.7575297058574226,1.8279142278787135,3,3,3
2015,01,021,tenure,All,3,3,3,0.9071654511384075,0.9088781861480072,1.1531942579585932,1.925298718231496,1.8254135336456978,1.8035239282882631,3,3,3
2014,01,021,tenure,All,3,3,3,0.6784206266996834,0.7452438150171292,1.114574516639811,1.5733486329261717,1.6625862617270457,1.756241786865059,3,3,3
2023,01,023,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,023,tenure,All,NA,NA,3,NA,NA,1.4907258636512333,NA,NA,2.1475321562258447,NA,NA,3
2021,01,023,tenure,All,NA,NA,3,NA,NA,1.5182000503007371,NA,NA,2.0313291923390677,NA,NA,3
2019,01,023,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,023,tenure,All,NA,NA,3,NA,NA,1.4194576658857574,NA,NA,1.9595935267528486,NA,NA,3
2017,01,023,tenure,All,NA,NA,3,NA,NA,2.5409549937022624,NA,NA,3.1089366243579875,NA,NA,3
2016,01,023,tenure,All,NA,NA,3,NA,NA,1.5442878008731686,NA,NA,1.9744803620330365,NA,NA,3
2015,01,023,tenure,All,NA,NA,3,NA,NA,1.1233057455382842,NA,NA,1.690132412204951,NA,NA,3
2014,01,023,tenure,All,NA,NA,3,NA,NA,0.8350237743074145,NA,NA,1.411972110559604,NA,NA,3
2023,01,025,tenure,All,3,3,3,1.1133614785007455,1.1416852084730467,1.1988938480999802,2.3956421203580347,2.4065239586299043,1.9854922770454697,3,3,3
2022,01,025,tenure,All,3,3,3,0.8785041108395847,0.9314595972438312,1.1962830744158561,1.8928984278884382,1.803266749223397,1.8530893669904673,3,3,3
2021,01,025,tenure,All,3,3,3,1.1173683293324008,1.1055576193634027,1.2042975494276726,2.0062383378285773,1.9629886519661723,1.717426691466003,3,3,3
2019,01,025,tenure,All,3,3,3,0.686741731907796,0.6998496957049409,0.9192865714475762,1.770649311964545,1.7352310400869937,1.6744579085797282,3,3,3
2018,01,025,tenure,All,3,3,3,1.0083831764701183,1.0083831764701183,1.1524045982479745,2.105363573401812,2.105363573401812,1.6925404591150655,3,3,3
2017,01,025,tenure,All,3,3,3,1.61743650548361,1.61743650548361,1.7838406108918956,2.4731730974727477,2.4731730974727477,2.425926227602244,3,3,3
2016,01,025,tenure,All,3,3,3,0.9780334778369212,0.9780334778369212,1.2247616588785435,1.7350581912866478,1.7350581912866478,1.64109881771739,3,3,3
2015,01,025,tenure,All,3,3,3,0.7231649169133074,0.7231649169133074,0.9372929059353963,1.515000426443549,1.515000426443549,1.5041195726020629,3,3,3
2014,01,025,tenure,All,3,3,3,0.715219688563826,0.7433042531582975,0.8378898470330639,1.3884258291298175,1.411092925776474,1.4049167579978508,3,3,3
2023,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,027,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,029,tenure,All,NA,NA,3,NA,NA,1.4231196080265769,NA,NA,2.158486184257593,NA,NA,3
2019,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,029,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,01,031,tenure,All,2,2,2,0.7135405824472684,0.752827782533035,0.9640511212411698,1.6668933521265688,1.5686907266954715,1.6794187885504508,2,2,2
2022,01,031,tenure,All,2,2,2,0.811130958169989,0.9196041452490794,1.1339237407856093,1.7322653793044105,1.7747088846185555,1.7448825217448398,2,2,2
2021,01,031,tenure,All,2,2,2,1.3900263798139003,1.4030951832271303,1.373713357295951,2.46447684654079,2.4164929563826423,1.9580483708671028,2,2,2
2019,01,031,tenure,All,2,2,2,0.8675548559991568,1.0789093841552422,1.146286396350376,2.259287654464318,2.2325200330737114,1.8485122825828577,2,2,2
2018,01,031,tenure,All,2,2,2,1.305793028480617,1.4389460356583847,1.4356379166268405,2.313189478184759,2.3152290268607305,2.1098369893472784,2,2,2
2017,01,031,tenure,All,2,2,2,1.4736213535957576,1.5559934441874406,1.4965874766418936,2.722264945737946,2.685201475836317,2.1286719689923803,2,2,2
2016,01,031,tenure,All,2,2,2,1.1247406210881936,1.1937249651238884,1.231536686604517,2.1258000179382535,2.0647664650667257,1.7897377448055751,2,2,2
2015,01,031,tenure,All,2,2,2,0.9670885040874692,1.0478859646346184,1.1263900516037135,1.8654399597170728,1.8052303891897408,1.616643179331383,2,2,2
2014,01,031,tenure,All,2,2,2,0.8963330977886486,1.0032806039262658,1.1557306206846705,1.8903242655291825,1.90677196310422,1.762899603859506,2,2,2
2023,01,033,tenure,All,3,3,3,0.6904808049973051,0.9018138967877866,1.0731089296560545,1.9627114101276448,1.9667188196266643,1.9506967611273158,3,3,3
2022,01,033,tenure,All,3,3,3,0.5769666652189956,0.7500452259554095,0.9966454073734079,1.635602505788093,1.734180225744998,1.7870540725400659,3,3,3
2021,01,033,tenure,All,3,3,3,0.8015578139566821,0.8952842611897653,0.9812948581521136,1.9139358263048198,1.962604030092051,1.7013830678038906,3,3,3
2019,01,033,tenure,All,3,3,3,0.7364769244954253,0.9243654818329382,1.0889611730732882,1.8801575701215962,1.9418091254458811,1.7581170962063462,3,3,3
2018,01,033,tenure,All,3,3,3,0.9758920571029542,1.0972219505539642,1.19859220440429,2.127227666663107,2.1386736263983903,2.0230042538319992,3,3,3
2017,01,033,tenure,All,3,3,3,0.8270453636342884,0.9271600822055577,1.1677882339540557,1.9515127212017565,2.0674652193241365,1.9263310488485308,3,3,3
2016,01,033,tenure,All,3,3,3,0.7039224840046682,0.8650986545326168,1.2750795560447312,1.609018528211317,1.784350213784176,2.0022160680584307,3,3,3
2015,01,033,tenure,All,3,3,3,0.8598747343111579,0.9555591116234455,1.1379416114244836,1.7562533956705662,1.825507821601686,1.8242857970054251,3,3,3
2014,01,033,tenure,All,3,3,3,0.8105176715365082,0.8461706812878144,1.1487661348514189,1.7210253766048278,1.7170048135984568,1.820787928776617,3,3,3
2023,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,035,tenure,All,NA,NA,3,NA,NA,1.550548459988763,NA,NA,2.0636776020270937,NA,NA,3
2019,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,035,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,035,tenure,All,NA,NA,3,NA,NA,1.5667392227877108,NA,NA,1.9830763816265575,NA,NA,3
2015,01,035,tenure,All,NA,NA,3,NA,NA,1.142474817227651,NA,NA,1.7093014838943177,NA,NA,3
2014,01,035,tenure,All,NA,NA,3,NA,NA,0.8356379141938792,NA,NA,1.4125862504460682,NA,NA,3
2023,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,037,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,01,039,tenure,All,3,3,3,0.834533104253206,1.0015691139447298,1.1863391711765288,1.8397526514574862,2.00828570928472,1.8784860206678635,3,3,3
2022,01,039,tenure,All,3,3,3,0.9400723426406052,1.2472421802599556,1.3646582809378998,1.741672509978366,2.0802165291927928,1.8858716169437792,3,3,3
2021,01,039,tenure,All,3,3,3,1.6016620551542167,1.5884902425871124,1.5050350491500872,2.6761125218811057,2.662698967993443,2.2527848140508975,3,3,3
2019,01,039,tenure,All,3,3,3,0.937702157443341,0.9437924135721926,1.2292529338304334,2.3294349559085017,2.2956856938771057,2.1813590180738034,3,3,3
2018,01,039,tenure,All,3,3,3,1.4462611633237565,1.4462611633237565,1.7091183479906673,2.4862577593581365,2.4862577593581365,2.628737024190429,3,3,3
2017,01,039,tenure,All,3,3,3,1.9618356516380622,1.9618356516380622,1.8883724470751964,3.3427524162496653,3.3427524162496653,2.913250556838917,3,3,3
2016,01,039,tenure,All,3,3,3,1.2007709206788608,1.2007709206788608,1.3471121163550408,2.2828144969373136,2.2828144969373136,2.0828790919555704,3,3,3
2015,01,039,tenure,All,3,3,3,1.0547849476504312,1.0547849476504312,1.1692901968509406,1.953136403280035,1.953136403280035,1.7900326217558422,3,3,3
2014,01,039,tenure,All,3,3,3,0.9762193861059177,0.9762193861059177,1.2930885179456089,1.9858769804869538,1.9858769804869538,2.1578700844051757,3,3,3
2023,01,041,tenure,All,NA,NA,3,NA,NA,1.7711365529698462,NA,NA,2.464761252248114,NA,NA,3
2022,01,041,tenure,All,NA,NA,3,NA,NA,2.2050851239063625,NA,NA,2.7195093103822456,NA,NA,3
2021,01,041,tenure,All,NA,NA,3,NA,NA,2.5325375185384074,NA,NA,3.2483665873395275,NA,NA,3
2019,01,041,tenure,All,NA,NA,3,NA,NA,1.8351588051839918,NA,NA,2.7459975214242642,NA,NA,3
2018,01,041,tenure,All,NA,NA,3,NA,NA,3.08571944698418,NA,NA,3.959832654531349,NA,NA,3
2017,01,041,tenure,All,NA,NA,3,NA,NA,3.441746928051007,NA,NA,4.302485642141295,NA,NA,3
2016,01,041,tenure,All,NA,NA,3,NA,NA,2.19820810942537,NA,NA,2.928286373388372,NA,NA,3
2015,01,041,tenure,All,NA,NA,3,NA,NA,1.7521153615479261,NA,NA,2.3386916712504786,NA,NA,3
2014,01,041,tenure,All,NA,3,3,NA,1.7938994307756604,1.9102263179744563,NA,2.751153741403078,2.6702509669466825,NA,3,3
2023,01,043,tenure,All,2,2,2,0.7180271762375653,0.7600663040633938,0.9174764585675405,1.9048635584813929,1.9322350340037884,1.6066064469308783,2,2,2
2022,01,043,tenure,All,2,2,2,0.7103116509859034,0.7800670851431883,0.8955183899938896,1.8402470910130866,1.8590699152750605,1.8019239797181688,2,2,2
2021,01,043,tenure,All,1,1,1,0.6673658499903667,0.6933077273406818,0.9075347965901579,1.9744721603940052,1.9237469510383323,1.8084842881346266,1,1,1
2019,01,043,tenure,All,1,1,1,0.852483827331531,0.8494989500336261,0.9589326342706729,2.204308796224107,2.1925939254623694,1.9039422420473204,1,1,1
2018,01,043,tenure,All,1,1,1,0.4858422940749931,0.4858422940749931,0.8723907714330874,1.759923029486664,1.759923029486664,1.782366440532844,1,1,1
2017,01,043,tenure,All,1,1,1,0.6312290393348594,0.6312290393348594,0.9204763946436116,1.671443273176544,1.671443273176544,1.6943957190129861,1,1,1
2016,01,043,tenure,All,1,1,1,0.5844134263875042,0.5844134263875042,0.8483887019762036,1.544865403788634,1.5476902625456963,1.3607192187771469,1,1,1
2015,01,043,tenure,All,1,1,1,0.6841623347580327,0.7111835553372623,0.9398663297895631,1.644551612545296,1.621782861924682,1.5377789775612403,1,1,1
2014,01,043,tenure,All,1,1,1,0.6464802714268942,0.6637855924129532,0.9145257307711413,1.5171950781373247,1.4970124294736562,1.4686307229564866,1,1,1
2023,01,045,tenure,All,2,2,2,0.7184069677914059,0.750852123939271,0.8976372372213992,1.6717597374707063,1.7127467400172847,1.647303938072594,2,2,2
