year,state,place,subgroup_type,subgroup,share_affordable_30ami_quality,share_affordable_50ami_quality,share_affordable_80ami_quality,share_available_30ami,share_available_50ami,share_available_80ami,share_affordable_30ami,share_affordable_50ami,share_affordable_80ami,share_available_30ami_quality,share_available_50ami_quality,share_available_80ami_quality
2019,48,48072,tenure,All,1,1,1,0.2614425206133866,0.43686425782355737,0.7912778289954123,1.0242665093347834,1.3419711291476142,1.4804164057744387,1,1,1
2018,48,48072,tenure,All,1,1,1,0.4140046000511117,0.6710264369778446,0.8537604491558843,1.8290314336825966,1.809406176728789,1.799286420347504,1,1,1
2017,48,48072,tenure,All,1,1,1,0.5358740713376842,0.6533552505463452,0.9260860142600651,1.7446493847417346,1.5621064649548349,1.8375378958541875,1,1,1
2016,48,48072,tenure,All,1,1,1,0.37559688363910526,0.5611870904948983,0.8152066180606434,1.5383262126162351,1.514289706795886,1.4665827648496341,1,1,1
2015,48,48072,tenure,All,1,1,1,0.27913972025868555,0.5428017450315076,0.833479738271984,1.3251616784478868,1.561512360639845,1.711163537881613,1,1,1
2014,48,48072,tenure,All,1,1,1,0.40774958373468706,0.5193965102609358,0.8621003135669107,1.6134530571770442,1.5127298435942693,1.6534388962440763,1,1,1
2023,48,48768,tenure,All,2,2,2,0.7552057750621699,0.8451487994728805,1.086590432190237,1.6891619318234383,1.7260761206042128,1.8251169568899948,2,2,2
2022,48,48768,tenure,All,2,2,2,0.7344915140082652,0.829071719218684,1.103811582536324,1.4810964725824167,1.5535699086769215,1.668080442171753,2,2,2
2021,48,48768,tenure,All,2,2,2,0.6481206776841205,0.7047514368180781,1.0391481400706604,1.377357726546752,1.4335775298052846,1.6430159479533177,2,2,2
2019,48,48768,tenure,All,2,2,2,0.7929706460478788,0.8139473391666179,1.1021595054158082,1.7094634449304513,1.647087220249651,1.9036339767360406,2,2,2
2018,48,48768,tenure,All,2,2,2,0.839634535169307,0.8448970187953516,1.1677204836695791,1.3360865797372496,1.3274220640024654,1.5502863171356889,2,2,2
2017,48,48768,tenure,All,2,2,2,0.6302434606452104,0.7746709990863465,1.178829402209944,1.406696862724618,1.4444012982218961,1.7854273127730098,2,2,2
