year,state,place,subgroup_type,subgroup,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2022,01,77256,race-ethnicity,"White, Non-Hispanic",46,46,46,.0034935824,1,1
2022,02,03000,all,All,1879,1879,1879,.0423541628,1,1
2022,02,03000,race-ethnicity,"Black, Non-Hispanic",172,172,172,.0878896266,1,1
2022,02,03000,race-ethnicity,Hispanic,205,205,205,.0393172242,1,1
2022,02,03000,race-ethnicity,Other Races and Ethnicities,1264,1264,1264,.067155458,1,1
2022,02,03000,race-ethnicity,"White, Non-Hispanic",236,236,236,.0128463339,1,1
2022,04,04720,all,All,381,380,382,.017616868,1,1
2022,04,04720,race-ethnicity,"Black, Non-Hispanic",68,68,68,.0307971016,1,1
2022,04,04720,race-ethnicity,Hispanic,239,239,239,.017592933,1,1
2022,04,04720,race-ethnicity,Other Races and Ethnicities,7,6,8,.0046511628,3,3
2022,04,04720,race-ethnicity,"White, Non-Hispanic",56,56,56,.0129360128,1,1
2022,04,07940,all,All,62,62,62,.0039591314,1,1
2022,04,07940,race-ethnicity,"Black, Non-Hispanic",16,13,19,.0139130438,3,3
2022,04,07940,race-ethnicity,Hispanic,33,33,33,.0034791776,1,1
2022,04,07940,race-ethnicity,Other Races and Ethnicities,4,0,8,.0045506256,3,3
2022,04,07940,race-ethnicity,"White, Non-Hispanic",6,3,9,.001447178,3,3
2022,04,12000,all,All,493,489,497,.0100712962,1,1
2022,04,12000,race-ethnicity,"Black, Non-Hispanic",80,77,83,.0272665303,2,2
2022,04,12000,race-ethnicity,Hispanic,227,226,228,.0158386827,1,1
2022,04,12000,race-ethnicity,Other Races and Ethnicities,85,78,92,.0092815021,3,3
2022,04,12000,race-ethnicity,"White, Non-Hispanic",99,97,101,.0043947264,1,1
2022,04,23620,all,All,224,223,225,.0243134703,1,1
2022,04,23620,race-ethnicity,"Black, Non-Hispanic",10,10,10,.1428571492,1,1
2022,04,23620,race-ethnicity,Hispanic,61,61,61,.0222871751,1,1
2022,04,23620,race-ethnicity,Other Races and Ethnicities,90,89,91,.0324441232,1,1
2022,04,23620,race-ethnicity,"White, Non-Hispanic",54,54,54,.0148678413,1,1
2022,04,27400,all,All,542,542,542,.0104066664,1,1
2022,04,27400,race-ethnicity,"Black, Non-Hispanic",72,69,75,.0312228967,2,2
2022,04,27400,race-ethnicity,Hispanic,210,208,212,.0149946446,1,1
2022,04,27400,race-ethnicity,Other Races and Ethnicities,73,70,76,.0123498561,2,2
2022,04,27400,race-ethnicity,"White, Non-Hispanic",149,146,152,.0049899532,1,1
2022,04,27820,all,All,1456,1454,1458,.0164276604,1,1
2022,04,27820,race-ethnicity,"Black, Non-Hispanic",314,313,315,.0463947989,1,1
2022,04,27820,race-ethnicity,Hispanic,676,675,677,.0151640903,1,1
2022,04,27820,race-ethnicity,Other Races and Ethnicities,173,168,178,.0204274412,2,2
2022,04,27820,race-ethnicity,"White, Non-Hispanic",246,243,249,.0085372198,1,1
2022,04,28380,all,All,NA,NA,NA,NA,NA,NA
2022,04,28380,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,04,28380,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,04,28380,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,04,28380,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,04,46000,all,All,1648,1644,1652,.0199344382,1,1
2022,04,46000,race-ethnicity,"Black, Non-Hispanic",298,291,305,.0762538388,1,1
2022,04,46000,race-ethnicity,Hispanic,626,623,629,.0180528313,1,1
2022,04,46000,race-ethnicity,Other Races and Ethnicities,329,314,344,.0415089577,2,2
2022,04,46000,race-ethnicity,"White, Non-Hispanic",376,370,382,.0103979427,1,1
2022,04,54050,all,All,13,13,13,.0085865259,3,3
2022,04,54050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,04,54050,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,04,54050,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,04,54050,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,04,55000,all,All,5298,5284,5312,.0257178228,1,1
2022,04,55000,race-ethnicity,"Black, Non-Hispanic",1066,1037,1095,.0671200082,2,2
2022,04,55000,race-ethnicity,Hispanic,2778,2757,2799,.0226609018,1,1
2022,04,55000,race-ethnicity,Other Races and Ethnicities,642,566,718,.0401576273,3,3
2022,04,55000,race-ethnicity,"White, Non-Hispanic",640,605,675,.0124160945,3,3
2022,04,65000,all,All,275,273,277,.0103356261,1,1
2022,04,65000,race-ethnicity,"Black, Non-Hispanic",51,50,52,.0533472821,1,1
2022,04,65000,race-ethnicity,Hispanic,92,91,93,.0154960416,1,1
2022,04,65000,race-ethnicity,Other Races and Ethnicities,48,45,51,.015846815,3,3
2022,04,65000,race-ethnicity,"White, Non-Hispanic",79,78,80,.0047347918,1,1
2022,04,71510,all,All,163,163,163,.0064375987,1,1
2022,04,71510,race-ethnicity,"Black, Non-Hispanic",37,37,37,.0201634876,1,1
2022,04,71510,race-ethnicity,Hispanic,70,70,70,.0063856961,1,1
2022,04,71510,race-ethnicity,Other Races and Ethnicities,23,22,24,.0093344152,2,2
2022,04,71510,race-ethnicity,"White, Non-Hispanic",31,30,32,.0030818172,2,2
2022,04,73000,all,All,680,678,682,.0152606657,1,1
2022,04,73000,race-ethnicity,"Black, Non-Hispanic",237,235,239,.0502118655,1,1
2022,04,73000,race-ethnicity,Hispanic,237,237,237,.012837179,1,1
2022,04,73000,race-ethnicity,Other Races and Ethnicities,127,121,133,.0177473444,2,2
2022,04,73000,race-ethnicity,"White, Non-Hispanic",61,57,65,.004289431,3,3
2022,04,77000,all,All,2320,2316,2324,.0232861582,1,1
2022,04,77000,race-ethnicity,"Black, Non-Hispanic",242,234,250,.0453183539,2,2
2022,04,77000,race-ethnicity,Hispanic,1421,1411,1431,.0223931167,1,1
2022,04,77000,race-ethnicity,Other Races and Ethnicities,223,195,251,.0276984219,3,3
2022,04,77000,race-ethnicity,"White, Non-Hispanic",394,379,409,.0172943547,2,2
2022,04,85540,all,All,339,339,339,.0119987261,1,1
2022,04,85540,race-ethnicity,"Black, Non-Hispanic",5,4,6,.0176056344,3,3
2022,04,85540,race-ethnicity,Hispanic,275,275,275,.0116121946,1,1
2022,04,85540,race-ethnicity,Other Races and Ethnicities,13,11,15,.0181058496,3,3
2022,04,85540,race-ethnicity,"White, Non-Hispanic",24,23,25,.0067245727,2,2
2022,05,23290,all,All,253,253,253,.0239583328,1,1
2022,05,23290,race-ethnicity,"Black, Non-Hispanic",89,89,89,.0821033195,1,1
2022,05,23290,race-ethnicity,Hispanic,54,54,54,.0384889506,1,1
2022,05,23290,race-ethnicity,Other Races and Ethnicities,49,49,49,.0337698124,1,1
2022,05,23290,race-ethnicity,"White, Non-Hispanic",61,61,61,.0092117181,1,1
2022,05,24550,all,All,241,241,241,.0165840909,1,1
2022,05,24550,race-ethnicity,"Black, Non-Hispanic",40,40,40,.0263504609,1,1
2022,05,24550,race-ethnicity,Hispanic,42,42,42,.0082288403,1,1
2022,05,24550,race-ethnicity,Other Races and Ethnicities,42,42,42,.017449107,1,1
2022,05,24550,race-ethnicity,"White, Non-Hispanic",116,116,116,.0210794117,1,1
2022,05,35710,all,All,254,254,254,.0167546179,1,1
2022,05,35710,race-ethnicity,"Black, Non-Hispanic",137,137,137,.026366435,1,1
2022,05,35710,race-ethnicity,Hispanic,16,14,18,.0098219765,3,3
2022,05,35710,race-ethnicity,Other Races and Ethnicities,13,11,15,.0140388766,3,3
2022,05,35710,race-ethnicity,"White, Non-Hispanic",84,84,84,.0113375625,1,1
2022,05,41000,all,All,1212,1212,1212,.0259118322,1,1
2022,05,41000,race-ethnicity,"Black, Non-Hispanic",813,813,813,.0337877162,1,1
2022,05,41000,race-ethnicity,Hispanic,160,158,162,.0225638133,1,1
2022,05,41000,race-ethnicity,Other Races and Ethnicities,37,31,43,.0126366122,3,3
2022,05,41000,race-ethnicity,"White, Non-Hispanic",184,183,185,.0144961793,1,1
2022,05,66080,all,All,804,804,804,.0352029428,1,1
2022,05,66080,race-ethnicity,"Black, Non-Hispanic",21,21,21,.0399239548,1,1
2022,05,66080,race-ethnicity,Hispanic,222,221,223,.019994596,1,1
2022,05,66080,race-ethnicity,Other Races and Ethnicities,397,396,398,.097687006,1,1
2022,05,66080,race-ethnicity,"White, Non-Hispanic",159,158,160,.022250209,1,1
2022,06,00562,all,All,97,96,98,.0093638385,1,1
2022,06,00562,race-ethnicity,"Black, Non-Hispanic",30,29,31,.0434153415,2,2
2022,06,00562,race-ethnicity,Hispanic,21,20,22,.0116214724,2,2
2022,06,00562,race-ethnicity,Other Races and Ethnicities,36,34,38,.0072014402,3,3
2022,06,00562,race-ethnicity,"White, Non-Hispanic",10,10,10,.0035423308,1,1
2022,06,00884,all,All,284,284,284,.0190323014,1,1
2022,06,00884,race-ethnicity,"Black, Non-Hispanic",8,8,8,.095238097,1,1
2022,06,00884,race-ethnicity,Hispanic,235,235,235,.0364736915,1,1
2022,06,00884,race-ethnicity,Other Races and Ethnicities,28,28,28,.0034589253,1,1
2022,06,00884,race-ethnicity,"White, Non-Hispanic",8,8,8,.0270270277,1,1
2022,06,02000,all,All,4330,4329,4331,.0851507336,1,1
2022,06,02000,race-ethnicity,"Black, Non-Hispanic",115,115,115,.1005244777,1,1
2022,06,02000,race-ethnicity,Hispanic,3606,3605,3607,.0967638046,1,1
2022,06,02000,race-ethnicity,Other Races and Ethnicities,383,381,385,.0439573042,1,1
2022,06,02000,race-ethnicity,"White, Non-Hispanic",217,215,219,.0585379004,1,1
2022,06,02252,all,All,332,331,333,.0207928848,1,1
2022,06,02252,race-ethnicity,"Black, Non-Hispanic",100,100,100,.02644803,1,1
2022,06,02252,race-ethnicity,Hispanic,160,160,160,.0200778022,1,1
2022,06,02252,race-ethnicity,Other Races and Ethnicities,44,42,46,.0170542635,2,2
2022,06,02252,race-ethnicity,"White, Non-Hispanic",28,27,29,.0172732882,2,2
2022,06,02364,all,All,927,927,927,.0614436269,1,1
2022,06,02364,race-ethnicity,"Black, Non-Hispanic",120,119,121,.1080107987,1,1
2022,06,02364,race-ethnicity,Hispanic,551,550,552,.0647397488,1,1
2022,06,02364,race-ethnicity,Other Races and Ethnicities,60,59,61,.0651465803,1,1
2022,06,02364,race-ethnicity,"White, Non-Hispanic",185,185,185,.0408208296,1,1
2022,06,03526,all,All,3986,3984,3988,.0313468277,1,1
2022,06,03526,race-ethnicity,"Black, Non-Hispanic",593,589,597,.0792780742,1,1
2022,06,03526,race-ethnicity,Hispanic,2622,2621,2623,.0297991801,1,1
2022,06,03526,race-ethnicity,Other Races and Ethnicities,181,175,187,.0193997864,2,2
2022,06,03526,race-ethnicity,"White, Non-Hispanic",458,455,461,.0205206331,1,1
2022,06,04982,all,All,172,172,172,.01721894,1,1
2022,06,04982,race-ethnicity,"Black, Non-Hispanic",48,48,48,.0380348638,1,1
2022,06,04982,race-ethnicity,Hispanic,110,110,110,.0163958855,1,1
2022,06,04982,race-ethnicity,Other Races and Ethnicities,7,7,7,.0054263566,1,1
2022,06,04982,race-ethnicity,"White, Non-Hispanic",4,4,4,.0055248621,1,1
2022,06,06000,all,All,251,251,251,.0199174732,1,1
2022,06,06000,race-ethnicity,"Black, Non-Hispanic",149,148,150,.1254208684,1,1
2022,06,06000,race-ethnicity,Hispanic,63,63,63,.0245231614,1,1
2022,06,06000,race-ethnicity,Other Races and Ethnicities,26,26,26,.006289308,1,1
2022,06,06000,race-ethnicity,"White, Non-Hispanic",9,8,10,.0019210245,3,3
2022,06,08786,all,All,625,625,625,.0772081539,1,1
2022,06,08786,race-ethnicity,"Black, Non-Hispanic",25,25,25,.1016260162,1,1
2022,06,08786,race-ethnicity,Hispanic,484,484,484,.1019376591,1,1
2022,06,08786,race-ethnicity,Other Races and Ethnicities,68,68,68,.0283333343,1,1
2022,06,08786,race-ethnicity,"White, Non-Hispanic",46,46,46,.0658082962,1,1
2022,06,08954,all,All,70,70,70,.0048503326,1,1
2022,06,08954,race-ethnicity,"Black, Non-Hispanic",8,8,8,.0267558526,1,1
2022,06,08954,race-ethnicity,Hispanic,45,45,45,.0097171236,1,1
2022,06,08954,race-ethnicity,Other Races and Ethnicities,9,9,9,.0035771066,1,1
2022,06,08954,race-ethnicity,"White, Non-Hispanic",5,5,5,.0007187006,1,1
2022,06,11194,all,All,113,113,113,.0102905016,1,1
2022,06,11194,race-ethnicity,"Black, Non-Hispanic",8,8,8,.064000003,1,1
2022,06,11194,race-ethnicity,Hispanic,71,71,71,.0240108222,1,1
2022,06,11194,race-ethnicity,Other Races and Ethnicities,6,6,6,.0033259424,1,1
2022,06,11194,race-ethnicity,"White, Non-Hispanic",28,28,28,.004602992,1,1
2022,06,11530,all,All,10,10,10,.0263852235,3,3
2022,06,11530,race-ethnicity,"Black, Non-Hispanic",6,6,6,.0447761193,3,3
2022,06,11530,race-ethnicity,Hispanic,4,4,4,.0174672492,3,3
2022,06,11530,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,06,11530,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,06,13014,all,All,779,777,781,.0523697473,1,1
2022,06,13014,race-ethnicity,"Black, Non-Hispanic",34,33,35,.1118421033,2,2
2022,06,13014,race-ethnicity,Hispanic,293,289,297,.0744032487,1,1
2022,06,13014,race-ethnicity,Other Races and Ethnicities,146,138,154,.0606816299,3,3
2022,06,13014,race-ethnicity,"White, Non-Hispanic",285,281,289,.0349650346,1,1
2022,06,13210,all,All,1525,1525,1525,.0594657846,1,1
2022,06,13210,race-ethnicity,"Black, Non-Hispanic",78,78,78,.0804123729,1,1
2022,06,13210,race-ethnicity,Hispanic,1153,1153,1153,.0815878883,1,1
2022,06,13210,race-ethnicity,Other Races and Ethnicities,187,187,187,.0248109326,1,1
2022,06,13210,race-ethnicity,"White, Non-Hispanic",107,107,107,.0357620306,1,1
2022,06,13214,all,All,12,12,12,.0385852084,3,3
2022,06,13214,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,06,13214,race-ethnicity,Hispanic,7,7,7,.0614035092,3,3
2022,06,13214,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,06,13214,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,06,13392,all,All,1530,1528,1532,.0224679504,1,1
2022,06,13392,race-ethnicity,"Black, Non-Hispanic",63,57,69,.02768014,3,3
2022,06,13392,race-ethnicity,Hispanic,1242,1240,1244,.0259084646,1,1
2022,06,13392,race-ethnicity,Other Races and Ethnicities,81,72,90,.0073689958,3,3
2022,06,13392,race-ethnicity,"White, Non-Hispanic",78,73,83,.011335562,3,3
2022,06,13588,all,All,,,,,,
2022,06,13588,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,06,13588,race-ethnicity,Hispanic,,,,,,
2022,06,13588,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,06,13588,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,06,14218,all,All,110,110,110,.0025699735,1,1
2022,06,14218,race-ethnicity,"Black, Non-Hispanic",13,13,13,.0092857145,1,1
2022,06,14218,race-ethnicity,Hispanic,57,57,57,.0033319693,1,1
2022,06,14218,race-ethnicity,Other Races and Ethnicities,15,15,15,.0015362556,1,1
2022,06,14218,race-ethnicity,"White, Non-Hispanic",25,25,25,.0017268771,1,1
2022,06,15044,all,All,333,332,334,.0178189203,1,1
2022,06,15044,race-ethnicity,"Black, Non-Hispanic",146,144,148,.0526315793,1,1
2022,06,15044,race-ethnicity,Hispanic,174,172,176,.0111509869,1,1
2022,06,15044,race-ethnicity,Other Races and Ethnicities,7,4,10,.0271317828,3,3
2022,06,15044,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,06,16000,all,All,769,768,770,.0238420032,1,1
2022,06,16000,race-ethnicity,"Black, Non-Hispanic",49,49,49,.0521831736,1,1
2022,06,16000,race-ethnicity,Hispanic,495,495,495,.0357065573,1,1
2022,06,16000,race-ethnicity,Other Races and Ethnicities,135,133,137,.014389256,1,1
2022,06,16000,race-ethnicity,"White, Non-Hispanic",88,87,89,.0109670991,1,1
2022,06,16350,all,All,1202,1202,1202,.0691758767,1,1
2022,06,16350,race-ethnicity,"Black, Non-Hispanic",52,51,53,.0795107037,1,1
2022,06,16350,race-ethnicity,Hispanic,1037,1037,1037,.0739446655,1,1
2022,06,16350,race-ethnicity,Other Races and Ethnicities,38,37,39,.02929838,2,2
2022,06,16350,race-ethnicity,"White, Non-Hispanic",75,74,76,.0539956801,1,1
2022,06,16532,all,All,1423,1423,1423,.0702057332,1,1
2022,06,16532,race-ethnicity,"Black, Non-Hispanic",29,29,29,.1277533025,1,1
2022,06,16532,race-ethnicity,Hispanic,1194,1194,1194,.1190072745,1,1
2022,06,16532,race-ethnicity,Other Races and Ethnicities,94,93,95,.0353516378,1,1
2022,06,16532,race-ethnicity,"White, Non-Hispanic",97,97,97,.0132441288,1,1
2022,06,17918,all,All,147,145,149,.0153061226,1,1
2022,06,17918,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,06,17918,race-ethnicity,Hispanic,93,93,93,.0264129508,1,1
2022,06,17918,race-ethnicity,Other Races and Ethnicities,42,40,44,.0084084086,2,2
2022,06,17918,race-ethnicity,"White, Non-Hispanic",7,7,7,.0073452257,1,1
2022,06,19766,all,All,270,270,270,.0113008535,1,1
2022,06,19766,race-ethnicity,"Black, Non-Hispanic",39,39,39,.0464285724,1,1
2022,06,19766,race-ethnicity,Hispanic,212,212,212,.0102713183,1,1
2022,06,19766,race-ethnicity,Other Races and Ethnicities,7,7,7,.0063985377,1,1
2022,06,19766,race-ethnicity,"White, Non-Hispanic",9,8,10,.0069390903,3,3
2022,06,21712,all,All,1169,1168,1170,.0302881133,1,1
2022,06,21712,race-ethnicity,"Black, Non-Hispanic",124,123,125,.0611741506,1,1
2022,06,21712,race-ethnicity,Hispanic,592,592,592,.0410882831,1,1
2022,06,21712,race-ethnicity,Other Races and Ethnicities,155,152,158,.0299690645,1,1
2022,06,21712,race-ethnicity,"White, Non-Hispanic",292,292,292,.0172058214,1,1
2022,06,22020,all,All,1164,1163,1165,.0184888095,1,1
2022,06,22020,race-ethnicity,"Black, Non-Hispanic",367,367,367,.0566882901,1,1
2022,06,22020,race-ethnicity,Hispanic,414,414,414,.0236774385,1,1
2022,06,22020,race-ethnicity,Other Races and Ethnicities,292,290,294,.0100755664,1,1
2022,06,22020,race-ethnicity,"White, Non-Hispanic",88,87,89,.0087868199,1,1
2022,06,22230,all,All,2014,2014,2014,.1013537347,1,1
2022,06,22230,race-ethnicity,"Black, Non-Hispanic",7,6,8,.078651689,3,3
2022,06,22230,race-ethnicity,Hispanic,1740,1740,1740,.1057300866,1,1
2022,06,22230,race-ethnicity,Other Races and Ethnicities,246,246,246,.0780209303,1,1
2022,06,22230,race-ethnicity,"White, Non-Hispanic",13,12,14,.081249997,3,3
2022,06,22804,all,All,1423,1422,1424,.0506423712,1,1
2022,06,22804,race-ethnicity,"Black, Non-Hispanic",34,31,37,.0845771134,3,3
2022,06,22804,race-ethnicity,Hispanic,1127,1124,1130,.059721265,1,1
2022,06,22804,race-ethnicity,Other Races and Ethnicities,101,95,107,.0359047279,3,3
2022,06,22804,race-ethnicity,"White, Non-Hispanic",121,118,124,.0201733913,2,2
2022,06,23182,all,All,513,513,513,.0195413679,1,1
2022,06,23182,race-ethnicity,"Black, Non-Hispanic",128,128,128,.0376470573,1,1
2022,06,23182,race-ethnicity,Hispanic,277,277,277,.024789691,1,1
2022,06,23182,race-ethnicity,Other Races and Ethnicities,55,55,55,.0075301207,1,1
2022,06,23182,race-ethnicity,"White, Non-Hispanic",38,38,38,.0087577784,1,1
2022,06,24638,all,All,,,,,,
2022,06,24638,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,06,24638,race-ethnicity,Hispanic,,,,,,
2022,06,24638,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,06,24638,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,06,24680,all,All,1496,1496,1496,.0413488112,1,1
2022,06,24680,race-ethnicity,"Black, Non-Hispanic",115,114,116,.0617947355,1,1
2022,06,24680,race-ethnicity,Hispanic,1270,1270,1270,.0409175865,1,1
2022,06,24680,race-ethnicity,Other Races and Ethnicities,50,49,51,.03045067,1,1
2022,06,24680,race-ethnicity,"White, Non-Hispanic",54,54,54,.0340050384,1,1
2022,06,26000,all,All,251,250,252,.007514745,1,1
2022,06,26000,race-ethnicity,"Black, Non-Hispanic",36,36,36,.0559006222,1,1
2022,06,26000,race-ethnicity,Hispanic,151,151,151,.0282983501,1,1
2022,06,26000,race-ethnicity,Other Races and Ethnicities,37,36,38,.0014966427,2,2
2022,06,26000,race-ethnicity,"White, Non-Hispanic",27,27,27,.0100222714,1,1
2022,06,27000,all,All,1690,1686,1694,.0168088954,1,1
2022,06,27000,race-ethnicity,"Black, Non-Hispanic",308,301,315,.0409628935,1,1
2022,06,27000,race-ethnicity,Hispanic,1057,1054,1060,.0155003518,1,1
2022,06,27000,race-ethnicity,Other Races and Ethnicities,152,138,166,.0101211881,3,3
2022,06,27000,race-ethnicity,"White, Non-Hispanic",143,138,148,.014728602,2,2
2022,06,28000,all,All,527,527,527,.021250857,1,1
2022,06,28000,race-ethnicity,"Black, Non-Hispanic",27,27,27,.0830769241,1,1
2022,06,28000,race-ethnicity,Hispanic,396,396,396,.028753994,1,1
2022,06,28000,race-ethnicity,Other Races and Ethnicities,50,50,50,.0067622396,1,1
2022,06,28000,race-ethnicity,"White, Non-Hispanic",54,54,54,.0165542606,1,1
2022,06,29000,all,All,1046,1046,1046,.027408028,1,1
2022,06,29000,race-ethnicity,"Black, Non-Hispanic",21,21,21,.1044776142,1,1
2022,06,29000,race-ethnicity,Hispanic,718,718,718,.0351340771,1,1
2022,06,29000,race-ethnicity,Other Races and Ethnicities,240,240,240,.0159404892,1,1
2022,06,29000,race-ethnicity,"White, Non-Hispanic",49,49,49,.0199918393,1,1
2022,06,30000,all,All,1363,1363,1363,.0557327457,1,1
2022,06,30000,race-ethnicity,"Black, Non-Hispanic",19,19,19,.0748031512,1,1
2022,06,30000,race-ethnicity,Hispanic,477,477,477,.0991683975,1,1
2022,06,30000,race-ethnicity,Other Races and Ethnicities,114,114,114,.0246113986,1,1
2022,06,30000,race-ethnicity,"White, Non-Hispanic",748,748,748,.0507221818,1,1
2022,06,32548,all,All,47,45,49,.0052773412,2,2
2022,06,32548,race-ethnicity,"Black, Non-Hispanic",25,25,25,.0149075733,1,1
2022,06,32548,race-ethnicity,Hispanic,15,14,16,.0024760647,3,3
2022,06,32548,race-ethnicity,Other Races and Ethnicities,5,2,8,.0067024129,3,3
2022,06,32548,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,06,33000,all,All,803,801,805,.0410238057,1,1
2022,06,33000,race-ethnicity,"Black, Non-Hispanic",159,159,159,.1078697443,1,1
2022,06,33000,race-ethnicity,Hispanic,548,548,548,.0427557155,1,1
2022,06,33000,race-ethnicity,Other Races and Ethnicities,74,71,77,.016625477,2,2
2022,06,33000,race-ethnicity,"White, Non-Hispanic",21,21,21,.0254854374,1,1
2022,06,33182,all,All,1353,1353,1353,.0604773834,1,1
2022,06,33182,race-ethnicity,"Black, Non-Hispanic",221,221,221,.127377525,1,1
2022,06,33182,race-ethnicity,Hispanic,784,784,784,.0519583821,1,1
2022,06,33182,race-ethnicity,Other Races and Ethnicities,127,127,127,.0826822892,1,1
2022,06,33182,race-ethnicity,"White, Non-Hispanic",221,221,221,.0553607233,1,1
2022,06,33434,all,All,1888,1887,1889,.0690285563,1,1
2022,06,33434,race-ethnicity,"Black, Non-Hispanic",162,159,165,.0858505592,1,1
2022,06,33434,race-ethnicity,Hispanic,1414,1414,1414,.0696757659,1,1
2022,06,33434,race-ethnicity,Other Races and Ethnicities,64,58,70,.0600375235,3,3
2022,06,33434,race-ethnicity,"White, Non-Hispanic",240,236,244,.0587227792,1,1
2022,06,36000,all,All,1506,1505,1507,.0567916147,1,1
2022,06,36000,race-ethnicity,"Black, Non-Hispanic",7,6,8,.0324074067,3,3
2022,06,36000,race-ethnicity,Hispanic,1220,1219,1221,.1446525902,1,1
2022,06,36000,race-ethnicity,Other Races and Ethnicities,132,130,134,.0162241887,1,1
2022,06,36000,race-ethnicity,"White, Non-Hispanic",137,137,137,.0141339106,1,1
2022,06,36448,all,All,,,,,,
2022,06,36448,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,06,36448,race-ethnicity,Hispanic,,,,,,
