year,state,county,pop_per_1_pcp
2020,40,069,3695
2020,40,071,2561
2020,40,073,2252
2020,40,075,2903
2020,40,077,5037
2020,40,079,3561
2020,40,081,4360
2020,40,083,24006
2020,40,085,3418
2020,40,087,2130
2020,40,089,2345
2020,40,091,3919
2020,40,093,1907
2020,40,095,4233
2020,40,097,2936
2020,40,099,3518
2020,40,101,2125
2020,40,103,2783
2020,40,105,10076
2020,40,107,NA
2020,40,109,1146
2020,40,111,2564
2020,40,113,5218
2020,40,115,1945
2020,40,117,3275
2020,40,119,1995
2020,40,121,2183
2020,40,123,1472
2020,40,125,2904
2020,40,127,5548
2020,40,129,1792
2020,40,131,2568
2020,40,133,2695
2020,40,135,3464
2020,40,137,2397
2020,40,139,2220
2020,40,141,3625
2020,40,143,902
2020,40,145,3387
2020,40,147,2342
2020,40,149,5458
2020,40,151,1466
2020,40,153,2526
2020,41,001,1344
2020,41,003,870
2020,41,005,1092
2020,41,007,1490
2020,41,009,2909
2020,41,011,1112
2020,41,013,3486
2020,41,015,1528
2020,41,017,974
2020,41,019,1480
2020,41,021,1912
2020,41,023,1200
2020,41,025,1479
2020,41,027,468
2020,41,029,1057
2020,41,031,1644
2020,41,033,1232
2020,41,035,1004
2020,41,037,1967
2020,41,039,1198
2020,41,041,1850
2020,41,043,1663
2020,41,045,4367
2020,41,047,1474
2020,41,049,2901
2020,41,051,682
2020,41,053,1655
2020,41,055,1780
2020,41,057,1423
2020,41,059,2165
2020,41,061,1167
2020,41,063,655
2020,41,065,1026
2020,41,067,1108
2020,41,069,1332:0
2020,41,071,1648
2020,42,001,1944
2020,42,003,887
2020,42,005,2312
2020,42,007,2246
2020,42,009,3991
2020,42,011,1589
2020,42,013,1243
2020,42,015,887
2020,42,017,1199
2020,42,019,1527
2020,42,021,1217
2020,42,023,2224
2020,42,025,2377
2020,42,027,1310
2020,42,029,1174
2020,42,031,2402
2020,42,033,2086
2020,42,035,2575
2020,42,037,1969
2020,42,039,1539
2020,42,041,1121
2020,42,043,909
2020,42,045,954
2020,42,047,2493
2020,42,049,1199
2020,42,051,3006
2020,42,053,NA
2020,42,055,1667
2020,42,057,4843
2020,42,059,2416
2020,42,061,2822
2020,42,063,1955
2020,42,065,2286
2020,42,067,4953
2020,42,069,1133
2020,42,071,1375
2020,42,073,2591
2020,42,075,1751
2020,42,077,962
2020,42,079,1280
2020,42,081,1333
2020,42,083,1766
2020,42,085,1609
2020,42,087,1846
2020,42,089,2432
2020,42,091,725
2020,42,093,170
2020,42,095,1193
2020,42,097,2216
2020,42,099,3856
2020,42,101,1339
2020,42,103,3283
2020,42,105,2361
2020,42,107,1885
2020,42,109,2523
2020,42,111,2720
2020,42,113,NA
2020,42,115,2689
2020,42,117,2255
2020,42,119,1070
2020,42,121,1747
2020,42,123,1960
2020,42,125,1261
2020,42,127,2140
2020,42,129,1327
2020,42,131,1914
2020,42,133,1403
2020,44,001,495
2020,44,003,1141
2020,44,005,1109
2020,44,007,1009
2020,44,009,1073
2020,45,001,1887
2020,45,003,3051
2020,45,005,1738
2020,45,007,1500
2020,45,009,2813
2020,45,011,5217
2020,45,013,1445
2020,45,015,3165
2020,45,017,3638
2020,45,019,800
2020,45,021,2729
2020,45,023,4031
2020,45,025,3261
2020,45,027,3749
2020,45,029,1983
2020,45,031,1959
2020,45,033,2177
2020,45,035,3072
2020,45,037,2726
2020,45,039,2483
2020,45,041,1017
2020,45,043,1492
2020,45,045,920
2020,45,047,885
2020,45,049,3204
2020,45,051,1678
2020,45,053,5012
2020,45,055,1479
2020,45,057,2178
2020,45,059,2045
2020,45,061,5609
2020,45,063,1598
2020,45,065,3154
2020,45,067,2358
2020,45,069,6530
2020,45,071,1538
2020,45,073,1850
2020,45,075,2210
2020,45,077,1692
2020,45,079,1178
2020,45,081,6824
2020,45,083,1537
2020,45,085,1976
2020,45,087,2483
2020,45,089,5061
2020,45,091,2066
2020,46,003,NA
2020,46,005,2050
2020,46,007,NA
2020,46,009,1725
2020,46,011,1754
2020,46,013,1554
2020,46,015,662
2020,46,017,1962:0
2020,46,019,3476
2020,46,021,1376:0
2020,46,023,2323
2020,46,025,NA
2020,46,027,1759
2020,46,029,1037
2020,46,031,NA
2020,46,033,2243
2020,46,035,1413
2020,46,037,2712
2020,46,039,4351
2020,46,041,5892
2020,46,043,2921
2020,46,045,1915
2020,46,047,1678
2020,46,049,2299
2020,46,051,1007
2020,46,053,2093
2020,46,055,950
2020,46,057,6164
2020,46,059,3191
2020,46,061,NA
2020,46,063,1298:0
2020,46,065,1348
2020,46,067,1215
2020,46,069,1301:0
2020,46,071,NA
2020,46,073,2013
2020,46,075,903:0
2020,46,077,2470
2020,46,079,1422
2020,46,081,1124
2020,46,083,643
2020,46,085,3781
2020,46,087,5586
2020,46,089,2379
2020,46,091,4935
2020,46,093,1491
2020,46,095,NA
2020,46,097,2216
2020,46,099,1006
2020,46,101,3288
2020,46,102,3544
2020,46,103,940
2020,46,105,2865
2020,46,107,NA
2020,46,109,2079
2020,46,111,NA
2020,46,115,3188
2020,46,117,775
2020,46,119,1391:0
2020,46,121,3392
2020,46,123,1088
2020,46,125,NA
2020,46,127,1328
2020,46,129,906
2020,46,135,992
2020,46,137,NA
2020,47,001,2138
2020,47,003,3551
2020,47,005,5387
2020,47,007,15064
2020,47,009,1447
2020,47,011,2162
2020,47,013,2490
2020,47,015,14678
2020,47,017,2314
2020,47,019,2968
2020,47,021,1627
2020,47,023,4324
2020,47,025,1598
2020,47,027,3808
2020,47,029,2250
2020,47,031,1615
2020,47,033,NA
2020,47,035,1441
2020,47,037,1041
2020,47,039,2916
2020,47,041,2561
2020,47,043,3173
2020,47,045,2858
2020,47,047,2742
2020,47,049,2058
2020,47,051,1688
2020,47,053,2730
2020,47,055,2946
2020,47,057,4664
2020,47,059,1727
2020,47,061,NA
2020,47,063,1755
2020,47,065,908
2020,47,067,6620
2020,47,069,8350
2020,47,071,1973
2020,47,073,3549
2020,47,075,3461
2020,47,077,4686
2020,47,079,1470
2020,47,081,5036
2020,47,083,4101
2020,47,085,4646
2020,47,087,5893
2020,47,089,2477
2020,47,091,2965
2020,47,093,889
2020,47,095,NA
2020,47,097,12817
2020,47,099,2597
2020,47,101,6134
2020,47,103,1909
2020,47,105,1931
2020,47,107,1992
2020,47,109,2855
2020,47,111,6151
2020,47,113,742
2020,47,115,2628
2020,47,117,6875
2020,47,119,1854
2020,47,121,2070
2020,47,123,5172
2020,47,125,2459
2020,47,127,NA
2020,47,129,7134
2020,47,131,2005
2020,47,133,1853
2020,47,135,4038
2020,47,137,1683
2020,47,139,2104
2020,47,141,1514
2020,47,143,2764
2020,47,145,2810
2020,47,147,2762
2020,47,149,2308
2020,47,151,2759
2020,47,153,3005
2020,47,155,2807
2020,47,157,1139
2020,47,159,2240
2020,47,161,13715
2020,47,163,800
2020,47,165,2149
2020,47,167,3623
2020,47,169,3761
2020,47,171,2981
2020,47,173,6657
2020,47,175,NA
2020,47,177,1966
2020,47,179,551
2020,47,181,3335
2020,47,183,1754
2020,47,185,2735
2020,47,187,695
2020,47,189,3215
2020,48,001,2624
2020,48,003,2672
2020,48,005,1606
2020,48,007,3359
2020,48,009,NA
2020,48,011,1887:0
2020,48,013,5684
2020,48,015,6006
2020,48,017,3500
2020,48,019,4622
2020,48,021,3697
2020,48,023,702
2020,48,025,4652
2020,48,027,1296
2020,48,029,1309
2020,48,031,2386
2020,48,033,654:0
2020,48,035,1869
2020,48,037,1392
2020,48,039,1559
2020,48,041,1175
2020,48,043,1150
2020,48,045,1546
2020,48,047,NA
2020,48,049,1721
2020,48,051,2305
2020,48,053,2534
2020,48,055,3639
2020,48,057,1935
2020,48,059,13943
2020,48,061,2015
2020,48,063,1190
2020,48,065,NA
2020,48,067,4289
2020,48,069,7530
2020,48,071,8767
2020,48,073,2393
2020,48,075,731
2020,48,077,2618
2020,48,079,1427
2020,48,081,NA
2020,48,083,1635
2020,48,085,991
2020,48,087,2920
2020,48,089,2149
2020,48,091,1502
2020,48,093,1948
2020,48,095,2726
2020,48,097,3438
2020,48,099,5425
2020,48,101,1398:0
2020,48,103,4797
2020,48,105,3464
2020,48,107,2869
2020,48,109,2171
2020,48,111,1457
2020,48,113,1415
2020,48,115,2546
2020,48,117,9273
2020,48,119,5331
2020,48,121,1852
2020,48,123,1833
2020,48,125,2211
2020,48,127,2531
2020,48,129,NA
2020,48,131,NA
2020,48,133,3672
2020,48,135,1679
2020,48,137,1932
2020,48,139,2432
2020,48,141,2003
2020,48,143,1779
2020,48,145,8649
2020,48,147,5073
2020,48,149,3168
2020,48,151,3830
2020,48,153,1904
2020,48,155,1155:0
2020,48,157,1180
2020,48,159,3575
2020,48,161,3286
2020,48,163,5077
2020,48,165,10746
2020,48,167,1311
2020,48,169,6229
2020,48,171,818
2020,48,173,1409:0
2020,48,175,NA
2020,48,177,2605
2020,48,179,2189
2020,48,181,2197
2020,48,183,1158
2020,48,185,3610
2020,48,187,3337
2020,48,189,3037
2020,48,191,NA
2020,48,193,1058
2020,48,195,1800
2020,48,197,787
2020,48,199,4800
2020,48,201,1691
2020,48,203,3328
2020,48,205,NA
2020,48,207,1886
2020,48,209,2349
2020,48,211,955
2020,48,213,3309
2020,48,215,2161
2020,48,217,4072
2020,48,219,1644
2020,48,221,2126
2020,48,223,3371
2020,48,225,5742
2020,48,227,3666
2020,48,229,NA
2020,48,231,3286
2020,48,233,3490
2020,48,235,1536:0
2020,48,237,2234
2020,48,239,7380
2020,48,241,2961
2020,48,243,2274
2020,48,245,1877
2020,48,247,5200
2020,48,249,4498
2020,48,251,2283
2020,48,253,3347
2020,48,255,3900
2020,48,257,3890
2020,48,259,1157
2020,48,261,404:0
2020,48,263,762:0
2020,48,265,1119
2020,48,267,1084
2020,48,269,272:0
2020,48,271,NA
2020,48,273,2360
2020,48,275,3664
2020,48,277,2266
2020,48,279,2579
2020,48,281,2381
2020,48,283,NA
2020,48,285,1440
2020,48,287,4310
2020,48,289,NA
2020,48,291,4411
2020,48,293,2604
2020,48,295,NA
2020,48,297,12207
2020,48,299,1453
2020,48,301,169:0
2020,48,303,1199
2020,48,305,1190
2020,48,307,1996
2020,48,309,1309
2020,48,311,743:0
2020,48,313,7142
2020,48,315,NA
2020,48,317,5771
2020,48,319,NA
2020,48,321,2617
2020,48,323,4194
2020,48,325,4299
2020,48,327,2138
2020,48,329,2763
2020,48,331,12412
2020,48,333,4873
2020,48,335,2136
2020,48,337,3303
2020,48,339,1655
2020,48,341,2618
2020,48,343,6194
2020,48,345,1200:0
2020,48,347,1417
2020,48,349,2506
2020,48,351,NA
2020,48,353,2943
2020,48,355,1249
2020,48,357,2459
2020,48,359,NA
2020,48,361,5560
2020,48,363,2654
2020,48,365,2899
2020,48,367,2507
2020,48,369,9605
2020,48,371,1758
2020,48,373,1834
2020,48,375,1151
2020,48,377,3352
2020,48,379,12514
2020,48,381,1583
2020,48,383,1925
2020,48,385,1726
2020,48,387,6012
2020,48,389,3195
2020,48,391,6948
2020,48,393,854:0
2020,48,395,17074
2020,48,397,1345
2020,48,399,2053
2020,48,401,4946
2020,48,403,5271
2020,48,405,4119
2020,48,407,14430
2020,48,409,3925
2020,48,411,3028
2020,48,413,NA
2020,48,415,1518
2020,48,417,3265
2020,48,419,5055
2020,48,421,NA
2020,48,423,974
2020,48,425,1521
2020,48,427,4617
2020,48,429,3122
2020,48,431,1291:0
2020,48,433,1350
2020,48,435,944
2020,48,437,7397
2020,48,439,1689
2020,48,441,1394
2020,48,443,776:0
2020,48,445,2467
2020,48,447,1501
2020,48,449,2339
2020,48,451,1355
2020,48,453,1138
2020,48,455,7326
2020,48,457,5418
2020,48,459,3479
2020,48,461,1829
2020,48,463,2674
2020,48,465,2884
2020,48,467,8084
2020,48,469,1335
2020,48,471,3475
2020,48,473,6906
2020,48,475,5999
2020,48,477,1794
2020,48,479,3293
2020,48,481,2770
2020,48,483,2528
2020,48,485,1191
2020,48,487,3192
2020,48,489,3051
2020,48,491,1455
2020,48,493,2321
2020,48,495,4005
2020,48,497,2499
2020,48,499,2397
2020,48,501,2904
2020,48,503,1126
2020,48,505,14179
2020,48,507,11840
2020,49,001,1118
2020,49,003,3297
2020,49,005,2251
2020,49,007,2923
2020,49,009,950:0
2020,49,011,2043
2020,49,013,2215
2020,49,015,10012
2020,49,017,2526
2020,49,019,813
2020,49,021,2611
2020,49,023,1502
2020,49,025,2629
2020,49,027,2198
2020,49,029,1102
2020,49,031,1479:0
2020,49,033,NA
2020,49,035,1284
2020,49,037,1531
2020,49,039,2063
2020,49,041,2162
2020,49,043,739
2020,49,045,7226
2020,49,047,3249
2020,49,049,2392
2020,49,051,2005
2020,49,053,1793
2020,49,055,2711
2020,49,057,2323
2020,50,001,876
2020,50,003,985
2020,50,005,1200
2020,50,007,535
2020,50,009,6163
2020,50,011,1830
2020,50,013,1447
2020,50,015,1153
2020,50,017,1111
2020,50,019,1423
2020,50,021,1293
2020,50,023,958
2020,50,025,1005
2020,50,027,888
2020,51,001,2308
2020,51,003,696
2020,51,005,2123
2020,51,007,13145
2020,51,009,4515
2020,51,011,7956
2020,51,013,1280
2020,51,015,2099
2020,51,017,NA
2020,51,019,1274
2020,51,021,NA
2020,51,023,1966
2020,51,025,4058
2020,51,027,4201
2020,51,029,4287
2020,51,031,6861
2020,51,033,6145
2020,51,035,1103
2020,51,036,3482
2020,51,037,1980
2020,51,041,1176
2020,51,043,2924
2020,51,045,2566
2020,51,047,2923
2020,51,049,2483
2020,51,051,3580
2020,51,053,7136
2020,51,057,5477
2020,51,059,901
2020,51,061,1978
2020,51,063,2250
2020,51,065,5454
2020,51,067,2547
2020,51,069,2077
2020,51,071,2787
2020,51,073,1778
2020,51,075,1320
2020,51,077,3888
2020,51,079,4955
2020,51,081,2834
2020,51,083,2826
2020,51,085,1400
2020,51,087,924
2020,51,089,1743
2020,51,091,730
2020,51,093,2651
2020,51,095,814
2020,51,097,3513
2020,51,099,4473
2020,51,101,4287
2020,51,103,2121
2020,51,105,3904
2020,51,107,1325
2020,51,109,9398
2020,51,111,6098
2020,51,113,4420
2020,51,115,2945
2020,51,117,2039
2020,51,119,3527
2020,51,121,1471
2020,51,125,995
2020,51,127,2886
2020,51,131,836
2020,51,133,1344
2020,51,135,1523
2020,51,137,2316
2020,51,139,2988
2020,51,141,3522
2020,51,143,12071
2020,51,145,2471
2020,51,147,1754
2020,51,149,4794
2020,51,153,2317
2020,51,155,2836
2020,51,157,2457
2020,51,159,9023
2020,51,161,760
2020,51,163,1254
2020,51,165,3278
2020,51,167,4431
2020,51,169,3081
2020,51,171,2423
2020,51,173,1771
2020,51,175,4408
2020,51,177,1724
2020,51,179,3397
2020,51,181,3211
2020,51,183,3720
2020,51,185,1845
2020,51,187,1674
2020,51,191,1344
2020,51,193,6005
2020,51,195,2077
2020,51,197,2390
2020,51,199,794
2020,51,510,1318
2020,51,520,1676
2020,51,530,3239
2020,51,540,348
2020,51,550,1243
2020,51,570,724
2020,51,580,1846
2020,51,590,910
2020,51,595,NA
2020,51,600,8006
2020,51,610,332
2020,51,620,885
2020,51,630,708
2020,51,640,NA
2020,51,650,2402
2020,51,660,736
2020,51,670,2503
2020,51,678,NA
2020,51,680,754
2020,51,683,1053
2020,51,685,NA
2020,51,690,12554
2020,51,700,1810
2020,51,710,979
2020,51,720,1327
2020,51,730,1425
2020,51,735,1023
2020,51,740,1781
2020,51,750,1825
2020,51,760,941
2020,51,770,918
2020,51,775,937
2020,51,790,2770
2020,51,800,1166
2020,51,810,1331
2020,51,820,1029
2020,51,830,7477
2020,51,840,395
2020,53,001,2220
2020,53,003,1328
2020,53,005,1400
2020,53,007,867
2020,53,009,1074
2020,53,011,1327
2020,53,013,1328
2020,53,015,1626
2020,53,017,4825
2020,53,019,1271
2020,53,021,4534
2020,53,023,1113
2020,53,025,2384
2020,53,027,3002
2020,53,029,2433
2020,53,031,1151
2020,53,033,828
2020,53,035,1467
2020,53,037,1712
2020,53,039,1725
2020,53,041,2242
2020,53,043,2735
2020,53,045,4173
2020,53,047,1320
2020,53,049,4494
2020,53,051,2287
2020,53,053,1335
2020,53,055,1256
2020,53,057,1219
2020,53,059,NA
2020,53,061,1934
2020,53,063,1122
2020,53,065,1345
2020,53,067,1041
2020,53,069,NA
2020,53,071,832
2020,53,073,1092
2020,53,075,1670
2020,53,077,1425
2020,54,001,2349
2020,54,003,2249
2020,54,005,3576
2020,54,007,2326
2020,54,009,4388
2020,54,011,571
2020,54,013,2370
2020,54,015,8508
2020,54,017,8448
2020,54,019,2120
2020,54,021,2608
2020,54,023,1653
2020,54,025,754
2020,54,027,3863
2020,54,029,1601
2020,54,031,6888
2020,54,033,841
2020,54,035,2858
2020,54,037,1905
2020,54,039,736
2020,54,041,1591
2020,54,043,2268
2020,54,045,1779
2020,54,047,4406
2020,54,049,1934
2020,54,051,3053
2020,54,053,2210
2020,54,055,1728
2020,54,057,3359
2020,54,059,5856
2020,54,061,681
2020,54,063,2655
2020,54,065,1987
2020,54,067,1166
2020,54,069,600
2020,54,071,2323
2020,54,073,7460
2020,54,075,2749
2020,54,077,2572
2020,54,079,973
2020,54,081,1265
2020,54,083,1435
2020,54,085,4777
2020,54,087,1955
2020,54,089,3143
2020,54,091,2783
2020,54,093,2280
2020,54,095,2864
2020,54,097,1612
2020,54,099,1713
2020,54,101,2705
2020,54,103,2152
2020,54,105,5821
2020,54,107,1160
2020,54,109,4079
2020,55,001,20220
2020,55,003,556
2020,55,005,905
2020,55,007,2506
2020,55,009,1400
2020,55,011,6516
2020,55,013,7707
2020,55,015,8348
2020,55,017,1293
2020,55,019,4347
2020,55,021,2301
2020,55,023,1466
2020,55,025,769
2020,55,027,1830
2020,55,029,1318
2020,55,031,4315
2020,55,033,1418
2020,55,035,747
2020,55,037,2148
2020,55,039,2068
2020,55,041,9004
2020,55,043,2858
2020,55,045,1478
2020,55,047,1113
2020,55,049,1821
2020,55,051,1896
2020,55,053,1147
2020,55,055,2231
2020,55,057,1271
2020,55,059,2174
2020,55,061,1858
2020,55,063,690
2020,55,065,4166
2020,55,067,1199
2020,55,069,1725
2020,55,071,2025
2020,55,073,1020
2020,55,075,1441
2020,55,077,15574
2020,55,078,2278
2020,55,079,1325
2020,55,081,1652
2020,55,083,2918
2020,55,085,1483
2020,55,087,1146
2020,55,089,744
2020,55,091,2429
2020,55,093,2375
2020,55,095,1327
2020,55,097,2283
2020,55,099,6676
2020,55,101,2206
2020,55,103,1438
2020,55,105,2017
2020,55,107,2025
2020,55,109,2015
2020,55,111,1007
2020,55,113,1274
2020,55,115,1778
2020,55,117,1580
2020,55,119,3391
2020,55,121,3294
2020,55,123,963
2020,55,125,1707
2020,55,127,2533
2020,55,129,1048
2020,55,131,1889
2020,55,133,714
2020,55,135,1758
2020,55,137,3492
2020,55,139,1228
2020,55,141,682
2020,56,001,1341
2020,56,003,2948
2020,56,005,2015
2020,56,007,1850
2020,56,009,1728
2020,56,011,2528
2020,56,013,1155
2020,56,015,1321
2020,56,017,1103
2020,56,019,768
2020,56,021,1382
2020,56,023,1416
2020,56,025,1268
2020,56,027,1178
2020,56,029,768
2020,56,031,2798
2020,56,033,1452
2020,56,035,2458
2020,56,037,2229
2020,56,039,869
2020,56,041,2247
2020,56,043,1561
2020,56,045,2309
