year,state,county,pc_phys_ratio,population,pc_phys_quality
2019,56,015,1321:1,12498,1
2019,56,017,1103:1,4621,1
2019,56,019,768:1,8447,1
2019,56,021,1382:1,100512,1
2019,56,023,1416:1,19581,1
2019,56,025,1268:1,79955,1
2019,56,027,1178:1,2467,2
2019,56,029,768:1,29624,1
2019,56,031,2798:1,8605,2
2019,56,033,1452:1,30921,1
2019,56,035,2458:1,8728,2
2019,56,037,2229:1,42272,1
2019,56,039,869:1,23331,1
2019,56,041,2247:1,20450,1
2019,56,043,1561:1,7685,1
2019,56,045,2309:1,6838,2
