year,state,county,pc_phys_ratio,population,pc_phys_quality
2019,19,087,1330:1,20482,1
2019,19,089,1832:1,9469,1
2019,19,091,9558:1,9597,2
2019,19,093,3430:1,7005,2
2019,19,095,1349:1,16662,1
2019,19,097,3240:1,19485,1
2019,19,099,2479:1,37813,1
2019,19,101,1525:1,15663,1
2019,19,103,512:1,152854,1
2019,19,105,2954:1,20646,1
2019,19,107,10246:1,10033,2
2019,19,109,2116:1,14828,1
2019,19,111,1603:1,33555,1
2019,19,113,1532:1,230299,1
2019,19,115,11035:1,10837,2
2019,19,117,1229:1,8634,1
2019,19,119,2939:1,11934,2
2019,19,121,1815:1,16548,1
2019,19,123,1473:1,22190,1
2019,19,125,1008:1,33414,1
2019,19,127,2072:1,40105,1
2019,19,129,1679:1,14484,1
2019,19,131,3529:1,10565,2
2019,19,133,1077:1,8751,1
2019,19,135,1927:1,7577,2
2019,19,137,1653:1,10330,1
2019,19,139,2133:1,43235,1
2019,19,141,1528:1,14182,1
2019,19,143,2979:1,6192,2
2019,19,145,2158:1,15211,1
2019,19,147,2222:1,8996,2
2019,19,149,1937:1,25698,1
2019,19,151,3310:1,7078,2
2019,19,153,1025:1,492401,1
2019,19,155,2071:1,93667,1
2019,19,157,1157:1,18662,1
2019,19,159,816:1,4663,1
2019,19,161,1620:1,9814,1
2019,19,163,1048:1,174669,1
2019,19,165,1909:1,11746,1
2019,19,167,1202:1,35872,1
2019,19,169,1517:1,98537,1
2019,19,171,4214:1,17135,2
2019,19,173,3061:1,5896,2
2019,19,175,1224:1,12138,1
2019,19,177,1006:1,7203,1
2019,19,179,1943:1,35437,1
2019,19,181,1716:1,52403,1
2019,19,183,1690:1,22565,1
2019,19,185,2147:1,6497,2
2019,19,187,1795:1,36999,1
2019,19,189,2071:1,10679,1
2019,19,191,909:1,20070,1
2019,19,193,1539:1,105941,1
2019,19,195,3691:1,7443,2
2019,19,197,2512:1,12943,1
2019,20,001,1374:1,12526,1
2019,20,003,2619:1,7836,2
2019,20,005,2296:1,16348,1
2019,20,007,2214:1,4228,2
2019,20,009,1719:1,25493,1
2019,20,011,1817:1,14360,1
2019,20,013,1063:1,9508,1
2019,20,015,1521:1,67380,1
2019,20,017,0,2572,NA
2019,20,019,0,3379,NA
2019,20,021,3988:1,19362,1
2019,20,023,2657:1,2616,2
2019,20,025,399:1,1991,1
2019,20,027,800:1,8117,1
2019,20,029,2197:1,9032,2
2019,20,031,1168:1,8360,1
2019,20,033,850:1,1689,2
2019,20,035,2182:1,34549,1
2019,20,037,1294:1,38972,1
2019,20,039,0,2764,NA
2019,20,041,2052:1,18402,1
2019,20,043,2533:1,7510,2
2019,20,045,1101:1,118785,1
2019,20,047,0,2907,NA
2019,20,049,2530:1,2483,2
2019,20,051,1586:1,28934,1
2019,20,053,3051:1,6376,2
2019,20,055,1737:1,38470,1
2019,20,057,2241:1,34287,1
2019,20,059,2322:1,25996,1
2019,20,061,2111:1,36739,1
2019,20,063,439:1,2718,1
2019,20,065,1241:1,2415,2
2019,20,067,1788:1,7352,2
2019,20,069,5988:1,5653,2
2019,20,071,1232:1,1284,2
2019,20,073,1994:1,6016,2
2019,20,075,0,2518,NA
2019,20,077,1812:1,5485,2
2019,20,079,1230:1,34024,1
2019,20,081,3968:1,3780,2
2019,20,083,598:1,1723,2
2019,20,085,1463:1,13232,1
2019,20,087,1731:1,18368,1
2019,20,089,0,2932,NA
2019,20,091,811:1,609863,1
2019,20,093,640:1,3983,1
2019,20,095,3576:1,7470,2
2019,20,097,2475:1,2460,2
2019,20,099,1962:1,20184,1
2019,20,101,1535:1,1574,2
2019,20,103,2271:1,81881,1
2019,20,105,2962:1,2939,2
2019,20,107,9703:1,9591,2
2019,20,109,931:1,2762,2
2019,20,111,1747:1,32179,1
2019,20,113,1427:1,30223,1
2019,20,115,5942:1,11823,2
2019,20,117,1941:1,10038,1
2019,20,119,0,4055,NA
2019,20,121,1902:1,34191,1
2019,20,123,997:1,5796,1
2019,20,125,3183:1,31486,1
2019,20,127,1873:1,5386,2
2019,20,129,647:1,2701,2
2019,20,131,1023:1,10273,1
2019,20,133,1601:1,15904,1
2019,20,135,1375:1,2687,2
2019,20,137,2681:1,5459,2
2019,20,139,15949:1,15766,2
2019,20,141,1711:1,3500,2
2019,20,143,2852:1,5735,2
2019,20,145,916:1,6253,1
2019,20,147,1745:1,4981,2
2019,20,149,1524:1,25348,1
2019,20,151,1146:1,9157,1
2019,20,153,0,2561,NA
2019,20,155,1823:1,61898,1
2019,20,157,1545:1,4674,2
2019,20,159,1907:1,9427,1
2019,20,161,1428:1,71959,1
2019,20,163,984:1,4919,1
2019,20,165,3036:1,2956,2
2019,20,167,1714:1,6691,2
2019,20,169,1043:1,54303,1
2019,20,171,1206:1,5151,2
2019,20,173,1112:1,523824,1
2019,20,175,2679:1,21964,1
2019,20,177,1350:1,178909,1
2019,20,179,2521:1,2447,2
2019,20,181,5917:1,5927,2
2019,20,183,717:1,3570,1
2019,20,185,4156:1,4072,2
2019,20,187,0,2084,NA
2019,20,189,2743:1,5250,2
2019,20,191,3262:1,22382,1
2019,20,193,1555:1,7930,1
2019,20,195,1402:1,2808,2
2019,20,197,2310:1,6877,2
2019,20,199,0,1512,1
2019,20,201,1802:1,5530,2
2019,20,203,1060:1,2152,2
2019,20,205,2131:1,8624,1
2019,20,207,0,3115,NA
2019,20,209,1946:1,169245,1
2019,21,001,2743:1,18903,1
2019,21,003,7105:1,20588,2
2019,21,005,3791:1,23852,1
2019,21,007,0,7728,NA
2019,21,009,1264:1,44485,1
2019,21,011,12500:1,12750,2
2019,21,013,2002:1,24097,1
2019,21,015,1590:1,135968,1
2019,21,017,1237:1,20252,1
2019,21,019,916:1,48261,1
2019,21,021,1503:1,30614,1
2019,21,023,4152:1,8400,2
2019,21,025,1804:1,13718,1
2019,21,027,4095:1,20432,1
2019,21,029,5445:1,82217,1
2019,21,031,12879:1,12371,2
2019,21,033,2549:1,12649,1
2019,21,035,2294:1,37103,1
2019,21,037,1560:1,93076,1
2019,21,039,2380:1,4826,2
2019,21,041,3544:1,10810,2
2019,21,043,5359:1,26627,1
2019,21,045,16159:1,15941,2
2019,21,047,1566:1,72748,1
2019,21,049,2133:1,36972,1
2019,21,051,2843:1,20345,1
2019,21,053,2044:1,9253,1
2019,21,055,2202:1,8990,2
2019,21,057,2205:1,5888,2
2019,21,059,1846:1,103312,1
2019,21,061,12150:1,12126,2
2019,21,063,7517:1,7354,2
2019,21,065,4702:1,14163,2
2019,21,067,784:1,322570,1
2019,21,069,2430:1,15082,1
2019,21,071,1779:1,35942,1
2019,21,073,2833:1,51541,1
2019,21,075,5969:1,6515,2
2019,21,077,2217:1,8690,1
2019,21,079,4417:1,16953,2
2019,21,081,2507:1,24941,1
2019,21,083,3727:1,36649,1
2019,21,085,1762:1,26420,1
2019,21,087,5471:1,11107,2
2019,21,089,1595:1,35962,1
2019,21,091,0,9095,NA
2019,21,093,1656:1,110702,1
2019,21,095,3251:1,26831,1
2019,21,097,2098:1,18692,1
2019,21,099,3173:1,19288,1
2019,21,101,1966:1,44793,1
2019,21,103,2016:1,15678,1
2019,21,105,4380:1,4521,2
2019,21,107,971:1,45423,1
2019,21,109,4443:1,12955,2
2019,21,111,1065:1,782969,1
2019,21,113,1288:1,52991,1
2019,21,115,1387:1,22680,1
2019,21,117,1136:1,169064,1
2019,21,119,2961:1,14251,1
2019,21,121,3893:1,30193,1
2019,21,123,14398:1,14867,2
2019,21,125,2534:1,62613,1
2019,21,127,3063:1,16293,1
2019,21,129,3702:1,7395,2
2019,21,131,4939:1,10513,2
2019,21,133,1437:1,21548,1
2019,21,135,6638:1,13080,2
2019,21,137,4092:1,24275,1
2019,21,139,3065:1,8888,2
2019,21,141,3388:1,27432,1
2019,21,143,2053:1,8680,2
2019,21,145,976:1,67875,1
2019,21,147,8616:1,16888,2
2019,21,149,0,9152,NA
2019,21,151,1898:1,92701,1
2019,21,153,2432:1,11637,1
2019,21,155,2141:1,19581,1
2019,21,157,2221:1,31659,1
2019,21,159,3732:1,11287,2
2019,21,161,1552:1,17120,1
2019,21,163,4762:1,30003,1
2019,21,165,2163:1,6113,2
2019,21,167,4387:1,22641,1
2019,21,169,5036:1,10286,2
2019,21,171,2130:1,11338,1
2019,21,173,2346:1,28114,1
2019,21,175,4436:1,13726,2
2019,21,177,2356:1,30928,1
2019,21,179,1849:1,46738,1
2019,21,181,7269:1,7537,2
2019,21,183,4799:1,23772,1
2019,21,185,1670:1,67607,1
2019,21,187,2725:1,11278,1
2019,21,189,0,4051,NA
2019,21,191,4863:1,14644,2
2019,21,193,831:1,28473,1
2019,21,195,1092:1,58669,1
2019,21,197,12359:1,13129,2
2019,21,199,1300:1,65034,1
2019,21,201,0,2193,NA
2019,21,203,2385:1,16037,1
2019,21,205,1359:1,24662,1
2019,21,207,2987:1,17991,1
2019,21,209,1727:1,57155,1
2019,21,211,2580:1,48065,1
2019,21,213,3714:1,19594,1
2019,21,215,2419:1,19490,1
2019,21,217,1356:1,26023,1
2019,21,219,4098:1,12243,2
2019,21,221,7326:1,14061,2
2019,21,223,4236:1,8474,2
2019,21,225,4794:1,13668,2
2019,21,227,1493:1,134554,1
2019,21,229,3024:1,12027,2
2019,21,231,1848:1,19555,1
2019,21,233,4314:1,13017,2
2019,21,235,1170:1,36712,1
2019,21,237,7157:1,6562,2
2019,21,239,1573:1,26871,1
2019,22,001,2955:1,57576,1
2019,22,003,8542:1,22750,2
2019,22,005,2345:1,126500,1
2019,22,007,7297:1,21039,2
2019,22,009,4014:1,39693,1
2019,22,011,2344:1,36549,1
2019,22,013,6621:1,12981,2
2019,22,015,2190:1,128746,1
2019,22,017,795:1,237848,1
2019,22,019,1248:1,216785,1
2019,22,021,3306:1,9645,2
2019,22,023,3487:1,5617,2
2019,22,025,9494:1,8906,2
2019,22,027,2612:1,14170,1
2019,22,029,3852:1,18687,1
2019,22,031,5493:1,26812,1
2019,22,033,1076:1,456781,1
2019,22,035,2287:1,7459,2
2019,22,037,3189:1,19539,1
2019,22,039,1590:1,32350,1
2019,22,041,2224:1,19774,1
2019,22,043,22389:1,22169,2
2019,22,045,1995:1,69929,1
2019,22,047,3251:1,30241,1
2019,22,049,5248:1,15031,2
2019,22,051,1022:1,440781,1
2019,22,053,2241:1,32250,1
2019,22,055,929:1,241753,1
2019,22,057,2077:1,97557,1
2019,22,059,1489:1,14791,1
2019,22,061,1508:1,48396,1
2019,22,063,5632:1,142282,1
2019,22,065,3650:1,10017,2
2019,22,067,3109:1,25629,1
2019,22,069,1908:1,37515,1
2019,22,071,942:1,383997,1
2019,22,073,1072:1,160368,1
2019,22,075,4639:1,23515,1
2019,22,077,3622:1,20758,1
2019,22,079,1089:1,130023,1
2019,22,081,2814:1,7620,2
2019,22,083,1437:1,20043,1
2019,22,085,7961:1,22155,2
2019,22,087,4295:1,43764,1
2019,22,089,2950:1,52549,1
2019,22,091,5066:1,10920,2
2019,22,093,4219:1,20192,1
2019,22,095,3570:1,42477,1
2019,22,097,1467:1,82540,1
2019,22,099,5937:1,51767,1
2019,22,101,1974:1,49406,1
2019,22,103,1258:1,264570,1
2019,22,105,2807:1,133157,1
2019,22,107,0,4147,NA
2019,22,109,2350:1,109580,1
2019,22,111,7369:1,21107,2
2019,22,113,2705:1,57359,1
2019,22,115,2964:1,48750,1
2019,22,117,6599:1,45463,1
2019,22,119,1667:1,36967,1
2019,22,121,5293:1,27199,1
2019,22,123,2708:1,9751,2
2019,22,125,1415:1,15310,1
2019,22,127,1738:1,13755,1
2019,23,001,1177:1,111139,1
2019,23,003,882:1,67105,1
2019,23,005,595:1,303069,1
2019,23,007,944:1,29456,1
2019,23,009,846:1,55478,1
2019,23,011,832:1,123642,1
2019,23,013,947:1,40607,1
2019,23,015,911:1,35237,1
2019,23,017,1526:1,57777,1
2019,23,019,776:1,152199,1
2019,23,021,1526:1,16800,1
2019,23,023,1494:1,36699,1
2019,23,025,1870:1,50477,1
2019,23,027,1369:1,39607,1
2019,23,029,2092:1,31095,1
2019,23,031,1366:1,211972,1
2019,24,001,1717:1,68106,1
2019,24,003,1441:1,588261,1
2019,24,005,1092:1,854535,1
2019,24,009,2103:1,92783,1
2019,24,011,3037:1,33293,1
2019,24,013,2216:1,172891,1
2019,24,015,2449:1,103725,1
2019,24,017,2721:1,166617,1
2019,24,019,2281:1,32531,1
2019,24,021,1573:1,271717,1
2019,24,023,1934:1,28806,1
2019,24,025,1838:1,260924,1
2019,24,027,515:1,332317,1
2019,24,029,1387:1,19198,1
2019,24,031,716:1,1062061,1
2019,24,033,1887:1,967201,1
2019,24,035,2964:1,49874,1
2019,24,037,2468:1,113777,1
2019,24,039,2562:1,24620,1
2019,24,041,978:1,37526,1
2019,24,043,1736:1,154705,1
2019,24,045,1699:1,103588,1
2019,24,047,1188:1,52460,1
2019,24,510,799:1,585708,1
2019,25,001,1070:1,228996,1
2019,25,003,839:1,129026,1
2019,25,005,1910:1,579200,1
2019,25,007,1444:1,20600,1
2019,25,009,1384:1,809829,1
2019,25,011,1526:1,71029,1
2019,25,013,1485:1,465825,1
2019,25,015,728:1,162308,1
2019,25,017,782:1,1632002,1
2019,25,019,1900:1,14255,1
2019,25,021,780:1,725981,1
2019,25,023,1589:1,530819,1
2019,25,025,648:1,797936,1
2019,25,027,1002:1,862111,1
2019,26,001,1734:1,10167,1
2019,26,003,1301:1,8842,1
2019,26,005,4542:1,120502,1
2019,26,007,1578:1,28907,1
2019,26,009,1666:1,23431,1
2019,26,011,2977:1,15002,1
2019,26,013,1026:1,8158,1
2019,26,015,2931:1,62423,1
2019,26,017,2578:1,103856,1
2019,26,019,1777:1,17970,1
2019,26,021,1268:1,154316,1
2019,26,023,2290:1,44862,1
2019,26,025,1656:1,134310,1
2019,26,027,5179:1,51589,1
2019,26,029,1245:1,26054,1
2019,26,031,1805:1,25579,1
2019,26,033,1556:1,36785,1
2019,26,035,3439:1,30856,1
2019,26,037,3316:1,79128,1
2019,26,039,1275:1,12988,1
2019,26,041,1325:1,36903,1
2019,26,043,1147:1,25947,1
2019,26,045,2689:1,109175,1
2019,26,047,759:1,34112,1
2019,26,049,1124:1,406211,1
2019,26,051,5090:1,25386,1
2019,26,053,1270:1,14380,1
2019,26,055,757:1,95238,1
2019,26,057,1939:1,41761,1
2019,26,059,3040:1,45746,1
2019,26,061,1427:1,37361,1
2019,26,063,1822:1,31407,1
2019,26,065,952:1,284900,1
2019,26,067,3806:1,66804,1
2019,26,069,2284:1,25237,1
2019,26,071,1581:1,11631,1
2019,26,073,2254:1,64394,1
2019,26,075,2264:1,160366,1
2019,26,077,1000:1,261670,1
2019,26,079,3608:1,17939,1
2019,26,081,1079:1,657974,1
2019,26,083,0,2046,NA
2019,26,085,11853:1,12096,2
2019,26,087,2826:1,88619,1
2019,26,089,2720:1,22301,1
2019,26,091,4475:1,99423,1
2019,26,093,2064:1,193866,1
2019,26,095,890:1,5339,1
2019,26,097,1350:1,10834,1
2019,26,099,1836:1,881217,1
2019,26,101,2047:1,25032,1
2019,26,103,855:1,66017,1
2019,26,105,1325:1,29052,1
2019,26,107,1889:1,39714,1
2019,26,109,3797:1,23502,1
2019,26,111,990:1,83494,1
2019,26,113,5039:1,15052,2
2019,26,115,3010:1,154809,1
2019,26,117,2556:1,66614,1
2019,26,119,1333:1,9153,1
2019,26,121,1702:1,175824,1
2019,26,123,2449:1,49978,1
2019,26,125,690:1,1274395,1
2019,26,127,1891:1,26659,1
2019,26,129,4199:1,20770,1
2019,26,131,2860:1,5816,2
2019,26,133,3910:1,22891,1
2019,26,135,4121:1,8219,2
2019,26,137,1233:1,25091,1
2019,26,139,1504:1,296200,1
2019,26,141,12592:1,12982,2
2019,26,143,2402:1,23459,1
2019,26,145,1162:1,190124,1
2019,26,147,2122:1,160383,1
2019,26,149,3810:1,60939,1
2019,26,151,3743:1,40611,1
2019,26,153,1156:1,8047,1
2019,26,155,2197:1,68094,1
2019,26,157,3073:1,53323,1
2019,26,159,2045:1,75587,1
2019,26,161,566:1,372258,1
2019,26,163,1343:1,1793561,1
2019,26,165,1160:1,33673,1
2019,27,001,1222:1,15697,1
2019,27,003,1972:1,363887,1
2019,27,005,1275:1,35183,1
2019,27,007,1004:1,46228,1
2019,27,009,3407:1,41379,1
2019,27,011,555:1,5166,1
2019,27,013,1057:1,69112,1
2019,27,015,1000:1,25912,1
2019,27,017,1329:1,36207,1
2019,27,019,1130:1,106922,1
2019,27,021,2482:1,30066,1
2019,27,023,1073:1,12598,1
2019,27,025,2096:1,56621,1
2019,27,027,4014:1,65318,1
2019,27,029,2939:1,8524,2
2019,27,031,683:1,5600,1
2019,27,033,1400:1,11517,1
2019,27,035,943:1,66123,1
2019,27,037,1554:1,439882,1
2019,27,039,2326:1,20867,1
2019,27,041,812:1,39006,1
2019,27,043,1707:1,13921,1
2019,27,045,2633:1,21228,1
2019,27,047,1781:1,30895,1
2019,27,049,1287:1,47582,1
2019,27,051,2986:1,6074,2
2019,27,053,816:1,1281565,1
2019,27,055,1860:1,18843,1
2019,27,057,1653:1,21344,1
2019,27,059,1504:1,41135,1
2019,27,061,1101:1,45014,1
2019,27,063,9846:1,9989,2
2019,27,065,1021:1,16032,1
2019,27,067,1080:1,43732,1
2019,27,069,0,4207,NA
2019,27,071,3057:1,12062,1
2019,27,073,1104:1,6719,1
2019,27,075,1064:1,10905,1
2019,27,077,1870:1,3763,2
2019,27,079,7222:1,28674,2
2019,27,081,1880:1,5640,2
2019,27,083,1498:1,25269,1
2019,27,085,1088:1,36771,1
2019,27,087,5527:1,5411,2
2019,27,089,9336:1,9040,2
2019,27,091,1230:1,20025,1
2019,27,093,1786:1,23400,1
2019,27,095,1383:1,26459,1
2019,27,097,1964:1,34010,1
2019,27,099,2862:1,40029,1
2019,27,101,8194:1,8179,2
2019,27,103,1142:1,34454,1
2019,27,105,1664:1,22290,1
2019,27,107,0,6441,NA
2019,27,109,412:1,162847,1
2019,27,111,1678:1,60081,1
2019,27,113,1412:1,13992,1
2019,27,115,4226:1,28876,1
2019,27,117,1825:1,9424,1
2019,27,119,1960:1,31192,1
2019,27,121,750:1,11308,1
2019,27,123,919:1,552352,1
2019,27,125,0,3935,NA
2019,27,127,2528:1,15425,1
2019,27,129,3637:1,14723,2
2019,27,131,1063:1,67097,1
2019,27,133,932:1,9704,1
2019,27,135,1517:1,15331,1
2019,27,137,766:1,200231,1
2019,27,139,1935:1,150928,1
2019,27,141,2628:1,97183,1
2019,27,143,7433:1,14836,2
2019,27,145,1007:1,158292,1
2019,27,147,1593:1,37406,1
2019,27,149,1226:1,9671,1
2019,27,151,2317:1,9838,2
2019,27,153,1174:1,25262,1
2019,27,155,0,3360,NA
2019,27,157,1138:1,21387,1
2019,27,159,1710:1,14065,1
2019,27,161,3102:1,18968,1
2019,27,163,941:1,267568,1
2019,27,165,2179:1,11253,1
2019,27,167,6207:1,6506,2
2019,27,169,2657:1,49671,1
2019,27,171,2268:1,141337,1
2019,27,173,1387:1,9528,1
2019,28,001,1228:1,29538,1
2019,28,003,2310:1,34740,1
2019,28,005,6149:1,12720,2
2019,28,007,2272:1,17889,1
2019,28,009,8259:1,7646,2
2019,28,011,1802:1,30985,1
2019,28,013,7181:1,13266,2
2019,28,015,4974:1,9998,2
2019,28,017,1710:1,17106,1
2019,28,019,4105:1,8246,2
2019,28,021,2247:1,9135,2
2019,28,023,3885:1,15615,1
2019,28,025,1932:1,18636,1
2019,28,027,1702:1,21390,1
2019,28,029,3118:1,28368,1
2019,28,031,2330:1,18340,1
2019,28,033,3303:1,185314,1
2019,28,035,1152:1,78158,1
2019,28,037,3857:1,7675,2
2019,28,039,2450:1,24350,1
2019,28,041,0,13530,NA
2019,28,043,2306:1,21629,1
2019,28,045,2977:1,46053,1
2019,28,047,1734:1,208621,1
2019,28,049,1201:1,227742,1
2019,28,051,1546:1,17000,1
2019,28,053,2688:1,7785,2
2019,28,055,0,1338,1
2019,28,057,5848:1,23863,2
2019,28,059,2209:1,143252,1
2019,28,061,5461:1,16367,2
2019,28,063,3495:1,7260,2
2019,28,065,3709:1,11321,2
2019,28,067,2128:1,67246,1
2019,28,069,9742:1,8988,2
2019,28,071,1422:1,55813,1
2019,28,073,792:1,64222,1
2019,28,075,1059:1,72984,1
2019,28,077,4195:1,12016,2
2019,28,079,4557:1,21275,1
2019,28,081,929:1,83343,1
2019,28,083,1174:1,28339,1
2019,28,085,2277:1,34907,1
2019,28,087,2170:1,58879,1
2019,28,089,754:1,109145,1
2019,28,091,2730:1,24441,1
2019,28,093,8824:1,33752,2
2019,28,095,2203:1,34180,1
2019,28,097,1629:1,9822,1
2019,28,099,1618:1,29087,1
2019,28,101,5255:1,21291,2
2019,28,103,0,10285,NA
2019,28,105,2361:1,51788,1
2019,28,107,4885:1,33208,1
2019,28,109,3702:1,56145,1
2019,28,111,11973:1,11511,2
2019,28,113,2183:1,40324,1
2019,28,115,4596:1,31184,1
2019,28,117,2792:1,25008,1
2019,28,119,6792:1,6176,2
2019,28,121,1584:1,157031,1
2019,28,123,5625:1,27990,1
2019,28,125,4321:1,3800,2
2019,28,127,2423:1,25949,1
2019,28,129,0,14209,NA
2019,28,131,3667:1,18333,1
2019,28,133,3139:1,25971,1
2019,28,135,4603:1,12715,2
2019,28,137,3540:1,28064,1
2019,28,139,7338:1,21815,2
2019,28,141,3231:1,18850,1
2019,28,143,0,9782,NA
2019,28,145,1921:1,27777,1
2019,28,147,2381:1,13884,1
2019,28,149,1745:1,44722,1
2019,28,151,2091:1,44922,1
2019,28,153,2883:1,19779,1
2019,28,155,3230:1,9926,2
2019,28,157,2877:1,8587,2
2019,28,159,2993:1,17714,1
2019,28,161,12108:1,12481,2
2019,28,163,5938:1,26743,1
2019,29,001,874:1,25314,1
2019,29,003,8856:1,18135,2
2019,29,005,2572:1,5305,2
2019,29,007,1953:1,24962,1
2019,29,009,1556:1,34534,1
2019,29,011,3918:1,11637,2
2019,29,013,4043:1,16042,2
2019,29,015,3241:1,19394,1
2019,29,017,12133:1,10567,2
2019,29,019,851:1,183610,1
2019,29,021,1680:1,84793,1
2019,29,023,1062:1,42130,1
2019,29,025,9020:1,8815,2
2019,29,027,2632:1,44283,1
2019,29,029,1403:1,42745,1
2019,29,031,1127:1,81710,1
2019,29,033,2893:1,8495,2
2019,29,035,5982:1,5202,2
2019,29,037,4231:1,107824,1
2019,29,039,3587:1,14188,1
2019,29,041,7426:1,7408,2
2019,29,043,2161:1,88842,1
2019,29,045,2266:1,6634,2
2019,29,047,1572:1,253335,1
2019,29,049,1699:1,21184,1
2019,29,051,1535:1,77279,1
2019,29,053,2530:1,17103,1
2019,29,055,23920:1,23056,2
2019,29,057,1260:1,7569,1
2019,29,059,16878:1,17071,2
2019,29,061,8278:1,8430,2
2019,29,063,4182:1,11029,2
2019,29,065,3893:1,14421,1
2019,29,067,6593:1,11578,2
2019,29,069,3641:1,28283,1
2019,29,071,1552:1,104682,1
2019,29,073,2101:1,14794,1
2019,29,075,3286:1,6162,2
2019,29,077,1011:1,298915,1
2019,29,079,4925:1,9808,2
2019,29,081,2784:1,8157,2
2019,29,083,1455:1,21946,1
2019,29,085,9544:1,8279,2
2019,29,087,4403:1,4223,2
2019,29,089,2500:1,10151,1
2019,29,091,1084:1,39750,1
2019,29,093,10125:1,9537,2
2019,29,095,1180:1,717204,1
2019,29,097,1589:1,122761,NA
2019,29,099,4092:1,226739,1
2019,29,101,2351:1,54013,1
2019,29,103,0,3744,NA
2019,29,105,1985:1,36039,1
2019,29,107,3634:1,32984,1
2019,29,109,1826:1,38001,1
2019,29,111,4888:1,10032,2
2019,29,113,9836:1,59574,1
2019,29,115,2980:1,11874,2
2019,29,117,1269:1,14557,1
2019,29,119,7612:1,23303,2
2019,29,121,3023:1,15209,1
2019,29,123,4029:1,12626,2
2019,29,125,0,8432,NA
2019,29,127,1019:1,28525,1
2019,29,129,3617:1,3538,2
2019,29,131,2847:1,24722,1
2019,29,133,6590:1,12577,2
2019,29,135,8066:1,15473,2
2019,29,137,2881:1,8666,2
2019,29,139,5776:1,11322,2
2019,29,141,4125:1,21006,1
2019,29,143,17076:1,16434,2
2019,29,145,1589:1,58648,NA
2019,29,147,2209:1,21241,1
2019,29,149,0,8635,NA
2019,29,151,4538:1,13274,2
2019,29,153,4587:1,8553,2
2019,29,155,3161:1,15661,1
2019,29,157,2126:1,18956,1
2019,29,159,1925:1,42980,1
2019,29,161,1238:1,44638,1
2019,29,163,3660:1,17587,1
2019,29,165,1228:1,106718,1
2019,29,167,1398:1,31519,1
2019,29,169,3095:1,53955,1
2019,29,171,2348:1,4681,2
2019,29,173,10309:1,10355,2
2019,29,175,2750:1,24716,1
2019,29,177,2877:1,23158,1
2019,29,179,2090:1,6096,2
2019,29,181,4429:1,10679,2
2019,29,183,2197:1,405262,1
2019,29,185,2349:1,9284,1
2019,29,186,2556:1,18479,1
2019,29,187,1494:1,66922,1
2019,29,189,797:1,1004125,1
2019,29,195,1897:1,23333,1
2019,29,197,1553:1,4032,2
2019,29,199,700:1,4716,1
2019,29,201,1914:1,38059,1
2019,29,203,0,7031,NA
2019,29,205,5930:1,6103,2
2019,29,207,2073:1,28672,1
2019,29,209,2905:1,31076,1
2019,29,211,3045:1,5999,2
2019,29,213,1332:1,56066,1
2019,29,215,2309:1,24487,1
2019,29,217,2938:1,19707,1
2019,29,219,5942:1,35532,1
2019,29,221,3533:1,23514,1
2019,29,223,2575:1,10974,1
2019,29,225,4399:1,39085,1
2019,29,227,2013:1,1973,2
2019,29,229,6096:1,18188,2
2019,29,510,1055:1,301578,1
2019,30,001,630:1,9371,1
2019,30,003,1903:1,13124,1
2019,30,005,1336:1,7044,1
2019,30,007,3119:1,6774,2
2019,30,009,1788:1,10473,1
2019,30,011,0,1415,1
2019,30,013,1214:1,84414,1
2019,30,015,0,5895,NA
2019,30,017,1267:1,11867,1
2019,30,019,0,1661,1
2019,30,021,1723:1,8940,1
2019,30,023,1016:1,9421,1
2019,30,025,949:1,3049,2
2019,30,027,1228:1,11446,1
2019,30,029,1153:1,104357,1
2019,30,031,1244:1,118960,1
2019,30,033,0,1173,1
2019,30,035,1250:1,13778,1
2019,30,037,821:1,823,2
2019,30,039,3379:1,3309,2
2019,30,041,2061:1,16309,1
2019,30,043,1358:1,12085,1
2019,30,045,0,2023,NA
2019,30,047,1218:1,31134,1
2019,30,049,1036:1,70973,1
2019,30,051,2337:1,1959,2
2019,30,053,1249:1,19677,1
2019,30,055,0,1729,1
2019,30,057,1433:1,8623,1
2019,30,059,931:1,1927,2
2019,30,061,2199:1,4535,2
2019,30,063,965:1,117922,1
2019,30,065,0,4730,NA
2019,30,067,874:1,17191,1
2019,30,069,0,496,1
2019,30,071,3954:1,4217,2
2019,30,073,1970:1,5898,2
2019,30,075,0,1694,1
2019,30,077,1148:1,6946,1
2019,30,079,0,1088,1
2019,30,081,1752:1,44174,1
2019,30,083,2161:1,11491,1
2019,30,085,3668:1,10794,2
2019,30,087,1490:1,8329,1
2019,30,089,1346:1,12400,1
2019,30,091,1655:1,3539,2
2019,30,093,1518:1,35133,1
2019,30,095,4821:1,8963,2
2019,30,097,1869:1,3678,2
2019,30,099,6147:1,6226,2
2019,30,101,1579:1,4971,2
2019,30,103,0,762,1
2019,30,105,1233:1,7578,1
2019,30,107,0,2069,NA
2019,30,109,0,937,1
2019,30,111,938:1,164731,1
2019,31,001,1120:1,31205,1
2019,31,003,3149:1,6295,2
2019,31,005,0,434,1
2019,31,007,0,674,1
2019,31,009,0,431,1
2019,31,011,649:1,5379,1
2019,31,013,2157:1,10842,1
2019,31,015,960:1,1810,2
2019,31,017,985:1,2903,2
2019,31,019,1182:1,50084,1
