year,state,county,index_air_hazard,index_air_hazard_quality
2014,26,077,83,1
2014,26,079,97,1
2014,26,081,67,1
2014,26,083,99,1
2014,26,085,96,1
2014,26,087,91,1
2014,26,089,98,1
2014,26,091,81,1
2014,26,093,83,1
2014,26,095,98,1
2014,26,097,98,1
2014,26,099,57,1
2014,26,101,97,1
2014,26,103,98,1
2014,26,105,96,1
2014,26,107,96,1
2014,26,109,93,1
2014,26,111,84,1
2014,26,113,97,1
2014,26,115,79,1
2014,26,117,93,1
2014,26,119,96,1
2014,26,121,88,1
2014,26,123,94,1
2014,26,125,72,1
2014,26,127,96,1
2014,26,129,96,1
2014,26,131,99,1
2014,26,133,97,1
2014,26,135,96,1
2014,26,137,96,1
2014,26,139,86,1
2014,26,141,97,1
2014,26,143,97,1
2014,26,145,89,1
2014,26,147,85,1
2014,26,149,88,1
2014,26,151,96,1
2014,26,153,99,1
2014,26,155,90,1
2014,26,157,94,1
2014,26,159,90,1
2014,26,161,78,1
2014,26,163,57,1
2014,26,165,96,1
2014,27,001,98,1
2014,27,003,43,1
2014,27,005,97,1
2014,27,007,95,1
2014,27,009,86,1
2014,27,011,92,1
2014,27,013,84,1
2014,27,015,83,1
2014,27,017,96,1
2014,27,019,84,1
2014,27,021,98,1
2014,27,023,93,1
2014,27,025,82,1
2014,27,027,87,1
2014,27,029,98,1
2014,27,031,99,1
2014,27,033,76,1
2014,27,035,97,1
2014,27,037,60,1
2014,27,039,94,1
2014,27,041,96,1
2014,27,043,95,1
2014,27,045,95,1
2014,27,047,94,1
2014,27,049,92,1
2014,27,051,98,1
2014,27,053,36,1
2014,27,055,93,1
2014,27,057,98,1
2014,27,059,89,1
2014,27,061,97,1
2014,27,063,91,1
2014,27,065,95,1
2014,27,067,96,1
2014,27,069,99,1
2014,27,071,97,1
2014,27,073,97,1
2014,27,075,98,1
2014,27,077,99,1
2014,27,079,93,1
2014,27,081,99,1
2014,27,083,97,1
2014,27,085,93,1
2014,27,087,98,1
2014,27,089,98,1
2014,27,091,95,1
2014,27,093,96,1
2014,27,095,95,1
2014,27,097,96,1
2014,27,099,92,1
2014,27,101,98,1
2014,27,103,86,1
2014,27,105,97,1
2014,27,107,98,1
2014,27,109,88,1
2014,27,111,97,1
2014,27,113,96,1
2014,27,115,95,1
2014,27,117,98,1
2014,27,119,96,1
2014,27,121,97,1
2014,27,123,21,1
2014,27,125,94,1
2014,27,127,93,1
2014,27,129,95,1
2014,27,131,88,1
2014,27,133,97,1
2014,27,135,98,1
2014,27,137,93,1
2014,27,139,80,1
2014,27,141,86,1
2014,27,143,93,1
2014,27,145,86,1
2014,27,147,91,1
2014,27,149,96,1
2014,27,151,96,1
2014,27,153,97,1
2014,27,155,94,1
2014,27,157,92,1
2014,27,159,98,1
2014,27,161,94,1
2014,27,163,57,1
2014,27,165,92,1
2014,27,167,96,1
2014,27,169,89,1
2014,27,171,88,1
2014,27,173,96,1
2014,28,001,43,1
2014,28,003,38,1
2014,28,005,33,1
2014,28,007,32,1
2014,28,009,41,1
2014,28,011,56,1
2014,28,013,35,1
2014,28,015,46,1
2014,28,017,31,1
2014,28,019,33,1
2014,28,021,40,1
2014,28,023,20,1
2014,28,025,20,1
2014,28,027,60,1
2014,28,029,26,1
2014,28,031,25,1
2014,28,033,35,1
2014,28,035,19,1
2014,28,037,34,1
2014,28,039,29,1
2014,28,041,27,1
2014,28,043,34,1
2014,28,045,48,1
2014,28,047,39,1
2014,28,049,18,1
2014,28,051,39,1
2014,28,053,56,1
2014,28,055,58,1
2014,28,057,33,1
2014,28,059,30,1
2014,28,061,16,1
2014,28,063,44,1
2014,28,065,30,1
2014,28,067,17,1
2014,28,069,24,1
2014,28,071,36,1
2014,28,073,24,1
2014,28,075,14,1
2014,28,077,26,1
2014,28,079,25,1
2014,28,081,23,1
2014,28,083,48,1
2014,28,085,26,1
2014,28,087,10,1
2014,28,089,21,1
2014,28,091,28,1
2014,28,093,43,1
2014,28,095,16,1
2014,28,097,37,1
2014,28,099,25,1
2014,28,101,23,1
2014,28,103,22,1
2014,28,105,21,1
2014,28,107,47,1
2014,28,109,27,1
2014,28,111,24,1
2014,28,113,24,1
2014,28,115,33,1
2014,28,117,39,1
2014,28,119,58,1
2014,28,121,20,1
2014,28,123,23,1
2014,28,125,57,1
2014,28,127,28,1
2014,28,129,22,1
2014,28,131,27,1
2014,28,133,60,1
2014,28,135,57,1
2014,28,137,45,1
2014,28,139,40,1
2014,28,141,39,1
2014,28,143,62,1
2014,28,145,34,1
2014,28,147,34,1
2014,28,149,35,1
2014,28,151,54,1
2014,28,153,24,1
2014,28,155,35,1
2014,28,157,38,1
2014,28,159,25,1
2014,28,161,42,1
2014,28,163,40,1
2014,29,001,87,1
2014,29,003,84,1
2014,29,005,89,1
2014,29,007,78,1
2014,29,009,68,1
2014,29,011,68,1
2014,29,013,76,1
2014,29,015,70,1
2014,29,017,68,1
2014,29,019,64,1
2014,29,021,75,1
2014,29,023,56,1
2014,29,025,87,1
2014,29,027,74,1
2014,29,029,66,1
2014,29,031,32,1
2014,29,033,85,1
2014,29,035,61,1
2014,29,037,74,1
2014,29,039,75,1
2014,29,041,86,1
2014,29,043,61,1
2014,29,045,88,1
2014,29,047,60,1
2014,29,049,83,1
2014,29,051,60,1
2014,29,053,69,1
2014,29,055,64,1
2014,29,057,72,1
2014,29,059,71,1
2014,29,061,88,1
2014,29,063,86,1
2014,29,065,70,1
2014,29,067,67,1
2014,29,069,63,1
2014,29,071,59,1
2014,29,073,76,1
2014,29,075,91,1
2014,29,077,49,1
2014,29,079,89,1
2014,29,081,89,1
2014,29,083,72,1
2014,29,085,73,1
2014,29,087,88,1
2014,29,089,81,1
2014,29,091,59,1
2014,29,093,73,1
2014,29,095,56,1
2014,29,097,56,1
2014,29,099,53,1
2014,29,101,78,1
2014,29,103,89,1
2014,29,105,57,1
2014,29,107,76,1
2014,29,109,51,1
2014,29,111,86,1
2014,29,113,70,1
2014,29,115,87,1
2014,29,117,86,1
2014,29,119,68,1
2014,29,121,86,1
2014,29,123,72,1
2014,29,125,74,1
2014,29,127,78,1
2014,29,129,91,1
2014,29,131,69,1
2014,29,133,63,1
2014,29,135,78,1
2014,29,137,85,1
2014,29,139,78,1
2014,29,141,71,1
2014,29,143,62,1
2014,29,145,64,1
2014,29,147,87,1
2014,29,149,57,1
2014,29,151,75,1
2014,29,153,59,1
2014,29,155,59,1
2014,29,157,54,1
2014,29,159,74,1
2014,29,161,64,1
2014,29,163,82,1
2014,29,165,61,1
2014,29,167,68,1
2014,29,169,65,1
2014,29,171,92,1
2014,29,173,82,1
2014,29,175,81,1
2014,29,177,82,1
2014,29,179,70,1
2014,29,181,63,1
2014,29,183,41,1
2014,29,185,73,1
2014,29,186,65,1
2014,29,187,64,1
2014,29,189,31,1
2014,29,195,78,1
2014,29,197,91,1
2014,29,199,91,1
2014,29,201,53,1
2014,29,203,61,1
2014,29,205,88,1
2014,29,207,55,1
2014,29,209,63,1
2014,29,211,90,1
2014,29,213,54,1
2014,29,215,72,1
2014,29,217,69,1
2014,29,219,65,1
2014,29,221,70,1
2014,29,223,67,1
2014,29,225,71,1
2014,29,227,92,1
2014,29,229,69,1
2014,29,510,21,1
2014,30,001,100,1
2014,30,003,96,1
2014,30,005,99,1
2014,30,007,99,1
2014,30,009,99,1
2014,30,011,99,1
2014,30,013,94,1
2014,30,015,99,1
2014,30,017,96,1
2014,30,019,99,1
2014,30,021,97,1
2014,30,023,99,1
2014,30,025,98,1
2014,30,027,99,1
2014,30,029,78,1
2014,30,031,96,1
2014,30,033,99,1
2014,30,035,99,1
2014,30,037,99,1
2014,30,039,99,1
2014,30,041,99,1
2014,30,043,98,1
2014,30,045,100,1
2014,30,047,93,1
2014,30,049,95,1
2014,30,051,99,1
2014,30,053,87,1
2014,30,055,99,1
2014,30,057,100,1
2014,30,059,100,1
2014,30,061,90,1
2014,30,063,81,1
2014,30,065,99,1
2014,30,067,99,1
2014,30,069,99,1
2014,30,071,98,1
2014,30,073,99,1
2014,30,075,98,1
2014,30,077,99,1
2014,30,079,99,1
2014,30,081,94,1
2014,30,083,98,1
2014,30,085,99,1
2014,30,087,97,1
2014,30,089,88,1
2014,30,091,99,1
2014,30,093,99,1
2014,30,095,97,1
2014,30,097,99,1
2014,30,099,99,1
2014,30,101,99,1
2014,30,103,98,1
2014,30,105,99,1
2014,30,107,100,1
2014,30,109,99,1
2014,30,111,84,1
2014,31,001,66,1
2014,31,003,98,1
2014,31,005,99,1
2014,31,007,99,1
2014,31,009,99,1
2014,31,011,98,1
2014,31,013,98,1
2014,31,015,99,1
2014,31,017,99,1
2014,31,019,94,1
2014,31,021,95,1
2014,31,023,95,1
2014,31,025,89,1
2014,31,027,97,1
2014,31,029,98,1
2014,31,031,99,1
2014,31,033,98,1
2014,31,035,96,1
2014,31,037,95,1
2014,31,039,96,1
2014,31,041,98,1
2014,31,043,90,1
2014,31,045,95,1
2014,31,047,96,1
2014,31,049,98,1
2014,31,051,97,1
2014,31,053,74,1
2014,31,055,68,1
2014,31,057,98,1
2014,31,059,95,1
2014,31,061,97,1
2014,31,063,98,1
2014,31,065,97,1
2014,31,067,86,1
2014,31,069,99,1
2014,31,071,98,1
2014,31,073,98,1
2014,31,075,99,1
2014,31,077,98,1
2014,31,079,90,1
2014,31,081,95,1
2014,31,083,97,1
2014,31,085,99,1
2014,31,087,98,1
2014,31,089,98,1
2014,31,091,99,1
2014,31,093,97,1
2014,31,095,92,1
2014,31,097,91,1
2014,31,099,97,1
2014,31,101,95,1
2014,31,103,99,1
2014,31,105,99,1
2014,31,107,98,1
2014,31,109,77,1
2014,31,111,95,1
2014,31,113,99,1
2014,31,115,99,1
2014,31,117,99,1
2014,31,119,95,1
2014,31,121,96,1
2014,31,123,98,1
2014,31,125,97,1
2014,31,127,91,1
2014,31,129,96,1
2014,31,131,79,1
2014,31,133,92,1
2014,31,135,99,1
2014,31,137,97,1
2014,31,139,97,1
2014,31,141,88,1
2014,31,143,96,1
2014,31,145,97,1
2014,31,147,90,1
2014,31,149,99,1
2014,31,151,93,1
2014,31,153,77,1
2014,31,155,92,1
2014,31,157,96,1
2014,31,159,93,1
2014,31,161,99,1
2014,31,163,98,1
2014,31,165,99,1
2014,31,167,95,1
2014,31,169,95,1
2014,31,171,99,1
2014,31,173,96,1
2014,31,175,98,1
2014,31,177,87,1
2014,31,179,97,1
2014,31,181,97,1
2014,31,183,99,1
2014,31,185,94,1
2014,32,001,85,1
2014,32,003,31,1
2014,32,005,86,1
2014,32,007,98,1
2014,32,009,99,1
2014,32,011,99,1
2014,32,013,97,1
2014,32,015,96,1
2014,32,017,96,1
2014,32,019,88,1
2014,32,021,97,1
2014,32,023,89,1
2014,32,027,93,1
2014,32,029,84,1
2014,32,031,61,1
2014,32,033,99,1
2014,32,510,78,1
2014,33,001,90,1
2014,33,003,94,1
2014,33,005,90,1
2014,33,007,97,1
2014,33,009,93,1
2014,33,011,70,1
2014,33,013,84,1
2014,33,015,80,1
2014,33,017,86,1
2014,33,019,91,1
2014,34,001,79,1
2014,34,003,34,1
2014,34,005,45,1
2014,34,007,28,1
2014,34,009,90,1
2014,34,011,75,1
2014,34,013,30,1
2014,34,015,32,1
2014,34,017,13,1
2014,34,019,66,1
2014,34,021,52,1
2014,34,023,45,1
2014,34,025,63,1
2014,34,027,69,1
2014,34,029,72,1
2014,34,031,41,1
2014,34,033,54,1
2014,34,035,57,1
2014,34,037,82,1
2014,34,039,31,1
2014,34,041,60,1
2014,35,001,65,1
2014,35,003,99,1
2014,35,005,77,1
2014,35,006,92,1
2014,35,007,99,1
2014,35,009,94,1
2014,35,011,94,1
2014,35,013,60,1
2014,35,015,76,1
2014,35,017,97,1
2014,35,019,94,1
2014,35,021,99,1
2014,35,023,82,1
2014,35,025,85,1
2014,35,027,99,1
2014,35,028,98,1
2014,35,029,77,1
2014,35,031,97,1
2014,35,033,100,1
2014,35,035,93,1
2014,35,037,94,1
2014,35,039,97,1
2014,35,041,95,1
2014,35,043,82,1
2014,35,045,76,1
2014,35,047,98,1
2014,35,049,92,1
2014,35,051,91,1
2014,35,053,95,1
2014,35,055,99,1
2014,35,057,97,1
2014,35,059,99,1
2014,35,061,85,1
2014,36,001,68,1
2014,36,003,97,1
2014,36,005,6,1
2014,36,007,86,1
2014,36,009,97,1
2014,36,011,92,1
2014,36,013,94,1
2014,36,015,92,1
2014,36,017,95,1
2014,36,019,93,1
2014,36,021,84,1
2014,36,023,94,1
2014,36,025,97,1
2014,36,027,73,1
2014,36,029,74,1
2014,36,031,97,1
2014,36,033,97,1
2014,36,035,92,1
2014,36,037,94,1
2014,36,039,88,1
2014,36,041,98,1
2014,36,043,93,1
2014,36,045,96,1
2014,36,047,6,1
2014,36,049,97,1
2014,36,051,96,1
2014,36,053,94,1
2014,36,055,80,1
2014,36,057,88,1
2014,36,059,42,1
2014,36,061,3,1
2014,36,063,76,1
2014,36,065,89,1
2014,36,067,80,1
2014,36,069,93,1
2014,36,071,78,1
2014,36,073,94,1
2014,36,075,93,1
2014,36,077,96,1
2014,36,079,80,1
2014,36,081,10,1
2014,36,083,79,1
2014,36,085,25,1
2014,36,087,66,1
2014,36,089,94,1
2014,36,091,79,1
2014,36,093,76,1
2014,36,095,97,1
2014,36,097,96,1
2014,36,099,91,1
2014,36,101,95,1
2014,36,103,71,1
2014,36,105,93,1
2014,36,107,92,1
2014,36,109,90,1
2014,36,111,82,1
2014,36,113,81,1
2014,36,115,84,1
2014,36,117,93,1
2014,36,119,42,1
2014,36,121,97,1
2014,36,123,96,1
2014,37,001,46,1
2014,37,003,49,1
2014,37,005,91,1
2014,37,007,44,1
2014,37,009,92,1
2014,37,011,93,1
2014,37,013,75,1
2014,37,015,79,1
2014,37,017,64,1
2014,37,019,74,1
2014,37,021,73,1
2014,37,023,54,1
2014,37,025,31,1
2014,37,027,56,1
2014,37,029,84,1
2014,37,031,80,1
2014,37,033,63,1
2014,37,035,37,1
2014,37,037,50,1
2014,37,039,80,1
2014,37,041,83,1
2014,37,043,84,1
2014,37,045,41,1
2014,37,047,63,1
2014,37,049,63,1
2014,37,051,40,1
2014,37,053,88,1
2014,37,055,92,1
2014,37,057,41,1
2014,37,059,50,1
2014,37,061,69,1
2014,37,063,34,1
2014,37,065,66,1
2014,37,067,42,1
2014,37,069,56,1
2014,37,071,28,1
2014,37,073,80,1
2014,37,075,88,1
2014,37,077,49,1
2014,37,079,73,1
2014,37,081,36,1
2014,37,083,59,1
2014,37,085,47,1
2014,37,087,86,1
2014,37,089,73,1
2014,37,091,74,1
2014,37,093,41,1
2014,37,095,93,1
2014,37,097,38,1
2014,37,099,88,1
2014,37,101,53,1
2014,37,103,66,1
2014,37,105,35,1
2014,37,107,68,1
2014,37,109,42,1
2014,37,111,73,1
2014,37,113,85,1
2014,37,115,86,1
2014,37,117,78,1
2014,37,119,19,1
2014,37,121,90,1
2014,37,123,42,1
2014,37,125,45,1
2014,37,127,60,1
2014,37,129,45,1
2014,37,131,67,1
2014,37,133,54,1
2014,37,135,43,1
2014,37,137,80,1
2014,37,139,81,1
2014,37,141,69,1
2014,37,143,86,1
2014,37,145,60,1
2014,37,147,66,1
2014,37,149,66,1
2014,37,151,47,1
2014,37,153,44,1
2014,37,155,54,1
2014,37,157,58,1
2014,37,159,35,1
2014,37,161,49,1
2014,37,163,63,1
2014,37,165,44,1
2014,37,167,37,1
2014,37,169,67,1
2014,37,171,72,1
2014,37,173,87,1
2014,37,175,86,1
2014,37,177,88,1
2014,37,179,32,1
2014,37,181,55,1
2014,37,183,38,1
2014,37,185,63,1
2014,37,187,81,1
2014,37,189,90,1
2014,37,191,59,1
2014,37,193,72,1
2014,37,195,58,1
2014,37,197,64,1
2014,37,199,91,1
2014,38,001,100,1
2014,38,003,98,1
2014,38,005,99,1
2014,38,007,99,1
2014,38,009,99,1
2014,38,011,99,1
2014,38,013,99,1
2014,38,015,91,1
2014,38,017,79,1
2014,38,019,99,1
2014,38,021,99,1
2014,38,023,99,1
2014,38,025,99,1
2014,38,027,99,1
2014,38,029,99,1
2014,38,031,99,1
2014,38,033,99,1
2014,38,035,92,1
2014,38,037,100,1
2014,38,039,99,1
2014,38,041,100,1
2014,38,043,99,1
2014,38,045,99,1
2014,38,047,100,1
2014,38,049,99,1
2014,38,051,99,1
2014,38,053,93,1
2014,38,055,99,1
2014,38,057,99,1
2014,38,059,94,1
2014,38,061,95,1
2014,38,063,99,1
2014,38,065,99,1
2014,38,067,99,1
2014,38,069,99,1
2014,38,071,99,1
2014,38,073,99,1
2014,38,075,99,1
2014,38,077,96,1
2014,38,079,99,1
2014,38,081,99,1
2014,38,083,99,1
2014,38,085,99,1
2014,38,087,100,1
2014,38,089,97,1
2014,38,091,99,1
2014,38,093,98,1
2014,38,095,99,1
2014,38,097,99,1
2014,38,099,99,1
2014,38,101,97,1
2014,38,103,99,1
2014,38,105,94,1
2014,39,001,81,1
2014,39,003,77,1
2014,39,005,84,1
2014,39,007,85,1
2014,39,009,71,1
2014,39,011,83,1
2014,39,013,77,1
2014,39,015,80,1
2014,39,017,49,1
2014,39,019,82,1
2014,39,021,84,1
2014,39,023,73,1
2014,39,025,63,1
2014,39,027,80,1
2014,39,029,78,1
2014,39,031,77,1
2014,39,033,86,1
2014,39,035,51,1
2014,39,037,85,1
2014,39,039,82,1
2014,39,041,68,1
2014,39,043,81,1
2014,39,045,71,1
2014,39,047,82,1
2014,39,049,46,1
2014,39,051,83,1
2014,39,053,67,1
2014,39,055,84,1
2014,39,057,66,1
2014,39,059,78,1
2014,39,061,36,1
2014,39,063,81,1
2014,39,065,89,1
2014,39,067,84,1
2014,39,069,88,1
2014,39,071,84,1
2014,39,073,80,1
2014,39,075,85,1
2014,39,077,88,1
2014,39,079,70,1
2014,39,081,70,1
2014,39,083,82,1
2014,39,085,74,1
2014,39,087,40,1
2014,39,089,71,1
2014,39,091,88,1
2014,39,093,70,1
2014,39,095,63,1
2014,39,097,80,1
2014,39,099,67,1
2014,39,101,80,1
2014,39,103,76,1
2014,39,105,70,1
2014,39,107,88,1
2014,39,109,72,1
2014,39,111,81,1
2014,39,113,51,1
2014,39,115,78,1
2014,39,117,87,1
2014,39,119,72,1
2014,39,121,79,1
2014,39,123,88,1
2014,39,125,89,1
2014,39,127,81,1
2014,39,129,76,1
2014,39,131,77,1
2014,39,133,76,1
2014,39,135,82,1
2014,39,137,89,1
2014,39,139,84,1
2014,39,141,67,1
2014,39,143,83,1
2014,39,145,63,1
2014,39,147,84,1
2014,39,149,78,1
2014,39,151,69,1
2014,39,153,57,1
2014,39,155,65,1
2014,39,157,73,1
2014,39,159,80,1
2014,39,161,87,1
2014,39,163,79,1
2014,39,165,56,1
2014,39,167,52,1
2014,39,169,77,1
2014,39,171,88,1
2014,39,173,80,1
2014,39,175,89,1
2014,40,001,51,1
2014,40,003,63,1
2014,40,005,63,1
2014,40,007,93,1
2014,40,009,80,1
2014,40,011,77,1
2014,40,013,62,1
2014,40,015,77,1
2014,40,017,50,1
2014,40,019,53,1
2014,40,021,49,1
2014,40,023,58,1
2014,40,025,98,1
2014,40,027,46,1
2014,40,029,58,1
2014,40,031,70,1
2014,40,033,78,1
2014,40,035,65,1
2014,40,037,52,1
2014,40,039,77,1
2014,40,041,64,1
2014,40,043,82,1
2014,40,045,85,1
2014,40,047,59,1
2014,40,049,61,1
2014,40,051,57,1
2014,40,053,72,1
2014,40,055,85,1
2014,40,057,85,1
2014,40,059,91,1
2014,40,061,47,1
2014,40,063,61,1
2014,40,065,77,1
2014,40,067,76,1
2014,40,069,68,1
2014,40,071,53,1
2014,40,073,65,1
2014,40,075,85,1
2014,40,077,53,1
2014,40,079,47,1
2014,40,081,63,1
2014,40,083,59,1
2014,40,085,65,1
2014,40,087,59,1
2014,40,089,46,1
2014,40,091,57,1
2014,40,093,76,1
2014,40,095,60,1
2014,40,097,51,1
2014,40,099,70,1
2014,40,101,47,1
2014,40,103,68,1
2014,40,105,65,1
2014,40,107,61,1
2014,40,109,44,1
2014,40,111,54,1
2014,40,113,54,1
2014,40,115,64,1
2014,40,117,63,1
2014,40,119,56,1
2014,40,121,49,1
2014,40,123,63,1
2014,40,125,64,1
2014,40,127,57,1
2014,40,129,84,1
2014,40,131,49,1
2014,40,133,67,1
2014,40,135,37,1
2014,40,137,68,1
2014,40,139,93,1
2014,40,141,83,1
2014,40,143,35,1
2014,40,145,51,1
2014,40,147,54,1
2014,40,149,82,1
2014,40,151,70,1
2014,40,153,86,1
2014,41,001,95,1
2014,41,003,76,1
2014,41,005,23,1
2014,41,007,97,1
2014,41,009,72,1
2014,41,011,81,1
2014,41,013,87,1
2014,41,015,84,1
2014,41,017,76,1
2014,41,019,55,1
2014,41,021,93,1
2014,41,023,94,1
2014,41,025,96,1
2014,41,027,82,1
2014,41,029,44,1
2014,41,031,76,1
2014,41,033,44,1
2014,41,035,75,1
2014,41,037,96,1
2014,41,039,41,1
2014,41,041,93,1
2014,41,043,45,1
2014,41,045,83,1
2014,41,047,40,1
2014,41,049,86,1
2014,41,051,19,1
2014,41,053,65,1
2014,41,055,93,1
2014,41,057,95,1
2014,41,059,81,1
2014,41,061,94,1
2014,41,063,94,1
2014,41,065,81,1
2014,41,067,36,1
2014,41,069,93,1
2014,41,071,64,1
2014,42,001,74,1
2014,42,003,38,1
2014,42,005,80,1
2014,42,007,64,1
2014,42,009,87,1
2014,42,011,44,1
2014,42,013,87,1
2014,42,015,92,1
2014,42,017,44,1
2014,42,019,70,1
2014,42,021,89,1
2014,42,023,96,1
2014,42,025,82,1
2014,42,027,85,1
2014,42,029,56,1
2014,42,031,90,1
2014,42,033,92,1
2014,42,035,85,1
2014,42,037,79,1
2014,42,039,91,1
2014,42,041,55,1
2014,42,043,55,1
2014,42,045,26,1
2014,42,047,94,1
2014,42,049,83,1
2014,42,051,73,1
2014,42,053,95,1
2014,42,055,69,1
2014,42,057,84,1
2014,42,059,72,1
2014,42,061,88,1
2014,42,063,86,1
2014,42,065,91,1
2014,42,067,85,1
2014,42,069,81,1
2014,42,071,50,1
2014,42,073,69,1
2014,42,075,63,1
2014,42,077,25,1
2014,42,079,80,1
2014,42,081,67,1
2014,42,083,96,1
2014,42,085,70,1
2014,42,087,84,1
2014,42,089,80,1
2014,42,091,32,1
2014,42,093,79,1
2014,42,095,35,1
2014,42,097,78,1
2014,42,099,78,1
2014,42,101,13,1
2014,42,103,88,1
2014,42,105,98,1
2014,42,107,83,1
2014,42,109,80,1
2014,42,111,90,1
2014,42,113,95,1
2014,42,115,83,1
2014,42,117,96,1
2014,42,119,78,1
2014,42,121,87,1
2014,42,123,93,1
2014,42,125,56,1
2014,42,127,92,1
2014,42,129,59,1
2014,42,131,82,1
2014,42,133,53,1
2014,44,001,86,1
2014,44,003,80,1
2014,44,005,88,1
2014,44,007,64,1
2014,44,009,91,1
2014,45,001,36,1
2014,45,003,25,1
2014,45,005,26,1
2014,45,007,29,1
2014,45,009,33,1
2014,45,011,28,1
2014,45,013,53,1
2014,45,015,27,1
2014,45,017,35,1
2014,45,019,36,1
2014,45,021,33,1
2014,45,023,27,1
2014,45,025,44,1
2014,45,027,40,1
2014,45,029,32,1
2014,45,031,38,1
2014,45,033,47,1
2014,45,035,29,1
2014,45,037,31,1
2014,45,039,36,1
2014,45,041,33,1
2014,45,043,51,1
2014,45,045,29,1
2014,45,047,28,1
2014,45,049,27,1
2014,45,051,59,1
2014,45,053,30,1
2014,45,055,32,1
2014,45,057,32,1
2014,45,059,31,1
2014,45,061,38,1
2014,45,063,28,1
2014,45,065,26,1
2014,45,067,49,1
2014,45,069,42,1
2014,45,071,31,1
2014,45,073,45,1
2014,45,075,30,1
2014,45,077,40,1
2014,45,079,20,1
2014,45,081,37,1
2014,45,083,28,1
2014,45,085,26,1
2014,45,087,30,1
2014,45,089,43,1
2014,45,091,15,1
2014,46,003,99,1
2014,46,005,97,1
2014,46,007,99,1
2014,46,009,98,1
2014,46,011,95,1
2014,46,013,96,1
2014,46,015,98,1
2014,46,017,99,1
2014,46,019,95,1
2014,46,021,99,1
2014,46,023,99,1
2014,46,025,99,1
2014,46,027,96,1
2014,46,029,97,1
2014,46,031,99,1
2014,46,033,98,1
2014,46,035,96,1
2014,46,037,99,1
2014,46,039,99,1
2014,46,041,99,1
2014,46,043,99,1
2014,46,045,99,1
2014,46,047,99,1
2014,46,049,99,1
2014,46,051,98,1
2014,46,053,99,1
2014,46,055,99,1
2014,46,057,99,1
2014,46,059,99,1
2014,46,061,98,1
2014,46,063,99,1
2014,46,065,98,1
2014,46,067,98,1
2014,46,069,99,1
2014,46,071,99,1
2014,46,073,99,1
2014,46,075,99,1
2014,46,077,99,1
2014,46,079,98,1
2014,46,081,94,1
2014,46,083,89,1
2014,46,085,98,1
2014,46,087,98,1
2014,46,089,99,1
2014,46,091,99,1
2014,46,093,95,1
2014,46,095,99,1
2014,46,097,99,1
2014,46,099,83,1
2014,46,101,98,1
2014,46,102,NA,NA
2014,46,103,87,1
2014,46,105,100,1
2014,46,107,99,1
2014,46,109,99,1
2014,46,111,99,1
2014,46,115,99,1
2014,46,117,98,1
2014,46,119,99,1
2014,46,121,99,1
2014,46,123,98,1
2014,46,125,98,1
2014,46,127,95,1
2014,46,129,99,1
2014,46,135,95,1
2014,46,137,99,1
2014,47,001,42,1
2014,47,003,49,1
2014,47,005,55,1
2014,47,007,70,1
2014,47,009,36,1
2014,47,011,10,1
2014,47,013,64,1
2014,47,015,71,1
2014,47,017,63,1
2014,47,019,73,1
2014,47,021,50,1
2014,47,023,55,1
2014,47,025,63,1
2014,47,027,74,1
2014,47,029,66,1
2014,47,031,57,1
2014,47,033,67,1
2014,47,035,71,1
2014,47,037,24,1
2014,47,039,56,1
2014,47,041,67,1
2014,47,043,55,1
2014,47,045,65,1
2014,47,047,50,1
2014,47,049,80,1
2014,47,051,41,1
2014,47,053,65,1
2014,47,055,51,1
2014,47,057,50,1
2014,47,059,66,1
2014,47,061,71,1
2014,47,063,36,1
2014,47,065,24,1
2014,47,067,56,1
2014,47,069,54,1
2014,47,071,50,1
2014,47,073,43,1
2014,47,075,56,1
2014,47,077,56,1
2014,47,079,61,1
2014,47,081,63,1
2014,47,083,60,1
2014,47,085,52,1
2014,47,087,73,1
2014,47,089,37,1
2014,47,091,90,1
2014,47,093,21,1
2014,47,095,71,1
2014,47,097,66,1
2014,47,099,57,1
2014,47,101,64,1
2014,47,103,50,1
2014,47,105,26,1
2014,47,107,32,1
2014,47,109,47,1
2014,47,111,67,1
2014,47,113,47,1
2014,47,115,50,1
2014,47,117,53,1
2014,47,119,48,1
2014,47,121,30,1
2014,47,123,44,1
2014,47,125,50,1
2014,47,127,61,1
2014,47,129,68,1
2014,47,131,65,1
2014,47,133,77,1
2014,47,135,62,1
2014,47,137,78,1
2014,47,139,57,1
2014,47,141,65,1
2014,47,143,50,1
2014,47,145,39,1
2014,47,147,55,1
2014,47,149,40,1
2014,47,151,71,1
2014,47,153,63,1
2014,47,155,48,1
2014,47,157,26,1
2014,47,159,65,1
2014,47,161,62,1
2014,47,163,40,1
2014,47,165,42,1
2014,47,167,51,1
2014,47,169,64,1
2014,47,171,83,1
2014,47,173,49,1
2014,47,175,74,1
2014,47,177,64,1
2014,47,179,61,1
2014,47,181,60,1
2014,47,183,67,1
2014,47,185,71,1
2014,47,187,43,1
2014,47,189,41,1
2014,48,001,55,1
2014,48,003,80,1
2014,48,005,36,1
2014,48,007,96,1
2014,48,009,79,1
2014,48,011,94,1
2014,48,013,79,1
2014,48,015,74,1
2014,48,017,96,1
2014,48,019,82,1
2014,48,021,74,1
2014,48,023,85,1
2014,48,025,88,1
2014,48,027,66,1
2014,48,029,61,1
2014,48,031,80,1
