year,state,place,subgroup_type,subgroup,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality
2014,01,03076,all,All,20730.238995755524,18879.26003500768,22725.607643199997,2,59098.419431073795,55904.668394555905,62887.235902957305,2,125391.88217247999,119794.38224971572,131991.0115740339,2
2014,01,03076,race-ethnicity,"Black, Non-Hispanic",15537.311608856577,13504.31743170048,17860.161066198525,2,39971.851001366595,36301.368431387134,45519.560035088834,2,88338.15516105888,83196.82350454183,100998.00017986202,2
2014,01,03076,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,03076,race-ethnicity,Other Races and Ethnicities,18046.8060696,12031.204046399998,43257.634369566855,2,59763.17582358816,52971.45051209088,75942.08340869428,2,157557.3421131691,113114.35341925734,189825.6638432,2
2014,01,03076,race-ethnicity,"White, Non-Hispanic",26893.09521081568,22591.927598239996,31233.292254393153,2,75796.58549231998,72312.88158258842,80208.026976,2,145526.81341529408,137690.4463088,154370.64405663576,2
2014,01,07000,all,All,16031.116990839102,14926.307742034303,17113.545017937984,3,42289.419718796096,40611.44539260301,44515.45497168,3,91420.62180382702,86892.029224,97452.75277583998,3
2014,01,07000,race-ethnicity,"Black, Non-Hispanic",13501.68454096,12298.564136319996,14669.325289316545,3,35794.4804985497,33687.371329919995,37590.297713879685,3,70629.9363219838,67396.35382854528,76010.87631777023,3
2014,01,07000,race-ethnicity,Hispanic,19624.090584224898,16584.191196604417,25127.380193745983,3,32083.210790399997,29008.569756319994,40747.68059059174,3,63838.21101048653,49752.57358981325,102822.25325149254,3
2014,01,07000,race-ethnicity,Other Races and Ethnicities,9357.6031472,407.36995477024,28072.8094416,3,58812.20071605894,36208.28178082932,79138.58661631998,3,99591.6334952,84212.0513057824,135825.15675557384,3
2014,01,07000,race-ethnicity,"White, Non-Hispanic",25733.4086548,22003.32011437683,28884.400833297856,3,66840.02248,63434.79915955706,70629.9363219838,3,140965.62517113754,134055.5455058857,152395.2512544,3
2014,01,35896,all,All,35043.16558461241,33543.06818445721,36093.6121392,3,81814.80757149146,80137.01611888403,85977.7663228521,3,166432.62081921796,163004.07875432668,172512.49419042285,3
2014,01,35896,race-ethnicity,"Black, Non-Hispanic",22591.927598239996,20730.238995755524,24463.448227679997,3,54451.69559472967,49189.68676567053,64433.78167071998,3,106403.97942075192,100260.03371999998,114563.79853071996,3
2014,01,35896,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,35896,race-ethnicity,Other Races and Ethnicities,47539.40590208902,39802.59453694093,56386.785733545345,3,75111.00582445646,60156.02023199999,97794.166289581,3,140895.9887093947,122243.04177177524,204530.4687888,3
2014,01,35896,race-ethnicity,"White, Non-Hispanic",39034.57312832,37314.430192359934,41460.47799151105,3,92239.2310224,88287.08649268077,96708.291623259,3,189336.1828279004,179662.07129654786,196946.67764146143,3
2014,01,37000,all,All,26573.18407381299,24183.152079846142,28193.392866772672,3,68176.82292959999,65503.22203039999,70629.9363219838,3,148109.3694818806,142616.8820670711,153891.01252023698,3
2014,01,37000,race-ethnicity,"Black, Non-Hispanic",14533.090091327806,13368.004495999998,16710.00562,3,37314.430192359934,33955.955279094465,41440.8139376,3,81538.94004997172,76010.87631777023,90501.39043792,3
2014,01,37000,race-ethnicity,Hispanic,19348.22306270515,10865.42485919968,29022.33459405773,3,52274.13082983167,40367.35678569933,63444.19744767597,3,103789.12873953748,83397.31139624192,140307.56189724244,3
2014,01,37000,race-ethnicity,Other Races and Ethnicities,21388.8071936,13174.745029028352,30968.13039771405,3,62190.71698726656,52292.94580053913,83015.30792015998,3,122446.34383571745,106944.03596799998,160416.053952,3
2014,01,37000,race-ethnicity,"White, Non-Hispanic",33420.01124,31786.366460158468,35692.57200432,3,80609.06711087999,77827.69594905534,84212.0513057824,3,168424.1026115648,161752.8544016,175214.4922838661,3
2014,01,50000,all,All,19015.495232996414,17929.62056667443,20454.371474235773,3,49461.61663519999,46988.541723712515,52516.60545591398,3,101869.20147647936,98261.06500733602,108660.92678797664,3
2014,01,50000,race-ethnicity,"Black, Non-Hispanic",13039.845470235585,12031.204046399998,14649.101057788735,3,33420.01124,31131.078379622144,35379.340053544256,3,69950.09597123611,67414.79078070598,74628.86038471987,3
2014,01,50000,race-ethnicity,Hispanic,22139.555312365566,9779.550192877696,34550.3983262592,3,47266.93550611155,34550.3983262592,78603.86643647999,3,126996.58167022537,78603.86643647999,180468.060696,3
2014,01,50000,race-ethnicity,Other Races and Ethnicities,36093.6121392,13405.01888549824,53472.01798399999,3,69513.6233792,54194.896015597566,94244.4316968,3,145711.2490064,89030.90994335999,200520.06743999996,3
2014,01,50000,race-ethnicity,"White, Non-Hispanic",29882.255731392062,25399.2085424,33277.45056754272,3,66572.66239007999,62190.71698726656,69929.73837980347,3,133517.17222494114,124381.43397453312,144246.36188615204,3
2014,01,51000,all,All,23795.04800288,22250.18868956576,25747.5790312048,3,62437.76597699379,60022.34018703999,65434.62063935596,3,128310.00616242547,122999.41804148276,132610.60460032,3
2014,01,51000,race-ethnicity,"Black, Non-Hispanic",15891.435153627262,14125.720136557567,17354.47568042989,3,42649.630805650166,38900.491582568,47539.40590208902,3,93407.92717002209,86928.7414303813,99832.35170262816,3
2014,01,51000,race-ethnicity,Hispanic,24876.286794906624,20939.038581536766,33955.955279094465,3,49461.61663519999,36672.64540369337,74737.24717492635,3,116089.33837623092,99575.30302133568,152395.2512544,3
2014,01,51000,race-ethnicity,Other Races and Ethnicities,30542.28428786797,20730.238995755524,43561.107822217215,3,85671.60350488679,61121.520885887614,110561.27464402944,3,141700.84765759998,129034.7670832725,196246.26249315223,3
2014,01,51000,race-ethnicity,"White, Non-Hispanic",37487.385313233855,34708.95136085978,40657.212065885185,3,81635.00140017869,78070.50859008754,85349.6812436231,3,152208.3488490562,146517.56021495082,160601.4521998311,3
2014,01,77256,all,All,19345.441817836287,17781.01486647763,20730.238995755524,2,50256.09602668794,46669.37158715955,53415.18364494189,2,106687.43900641658,99575.30302133568,112291.2377664,2
2014,01,77256,race-ethnicity,"Black, Non-Hispanic",14793.89075659264,13068.866642112513,16584.191196604417,2,35043.16558461241,31648.432699398592,39702.97335312,2,73246.8444516695,67718.78071946802,78778.67105658456,2
2014,01,77256,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,01,77256,race-ethnicity,Other Races and Ethnicities,20328.606032942593,4283.981559910976,26458.927610467967,2,36301.368431387134,26458.927610467967,64013.27328838042,2,83951.06823487999,64013.27328838042,166432.62081921796,2
2014,01,77256,race-ethnicity,"White, Non-Hispanic",23361.665176676284,20987.767058719997,26136.39754560666,2,59533.87022066176,56109.57904929978,63838.21101048653,2,122256.3981637349,115507.08154323924,132008.47885157366,2
2014,02,03000,all,All,47918.28719533363,43561.107822217215,51134.58952286362,2,104938.8352936,101578.17107920206,108904.1052941614,2,189612.05034942017,184641.52467929415,196305.2117256187,2
2014,02,03000,race-ethnicity,"Black, Non-Hispanic",32350.570880319996,21188.58020483635,40221.76127629721,2,86892.029224,70129.25130098274,101644.36590333132,2,160313.8482338427,117356.3178878133,203738.4029529587,2
2014,02,03000,race-ethnicity,Hispanic,34708.95136085978,30612.730295839992,41109.7387666775,2,68043.14288464,58749.023840322814,92036.62785020703,2,146121.59931729114,117056.21386427584,211953.5306618576,2
2014,02,03000,race-ethnicity,Other Races and Ethnicities,33165.05415545907,27474.262483005183,39688.39141570195,2,78221.83397810567,70449.38369391998,84074.06011731864,2,143314.51659223283,130876.37319477952,160416.053952,2
2014,02,03000,race-ethnicity,"White, Non-Hispanic",60007.5977964503,54382.05913298682,65196.556072785985,2,119067.74044132352,112378.22764052192,123819.09602301748,2,202125.30347006416,196375.98604623997,212435.86986524673,2
2014,04,04720,all,All,33420.01124,29409.60989119999,37314.430192359934,2,69515.93709752384,65196.556072785985,78507.53629980308,2,126589.21171545512,120312.04046399998,138201.5933050368,2
2014,04,04720,race-ethnicity,"Black, Non-Hispanic",28469.26038829242,21732.185357595325,42842.49392456141,2,64166.42158079999,43464.37071519065,84218.4283248,2,122243.04177177524,114707.32244318054,151058.45080479997,2
2014,04,04720,race-ethnicity,Hispanic,27165.565606793152,20730.238995755524,33420.01124,2,56662.65325506509,50305.64779557857,70629.9363219838,2,114707.32244318054,105862.15263911305,129985.74219080171,2
2014,04,04720,race-ethnicity,Other Races and Ethnicities,40747.68059059174,29437.475039063167,59426.68512116583,2,68176.82292959999,60156.02023199999,109732.3329167444,2,137690.4463088,122718.28127327998,185815.26249439997,2
2014,04,04720,race-ethnicity,"White, Non-Hispanic",42513.39560766144,37176.49643160007,48124.81618559999,2,82920.9559830221,74703.6358696862,90052.80150975045,2,137319.73701586202,128527.48177368422,146078.54845833356,2
2014,04,07940,all,All,31782.870307254525,27165.565606793152,34635.79562984218,2,70629.9363219838,66840.02248,76839.8180450553,2,128527.48177368422,121648.84091359998,136086.28576928,2
2014,04,07940,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,07940,race-ethnicity,Hispanic,27165.565606793152,22591.927598239996,36093.6121392,2,58150.81955759999,55280.63732201472,65503.22203039999,2,107302.58172567718,88558.22124946227,121648.84091359998,2
2014,04,07940,race-ethnicity,Other Races and Ethnicities,24876.286794906624,17657.150170696958,31786.366460158468,2,64539.60840836186,49752.57358981325,90246.17609327935,2,133680.04496,105944.23666337771,208540.8701376,2
2014,04,07940,race-ethnicity,"White, Non-Hispanic",33168.382393208834,28523.91066909261,38030.99046599283,2,76876.72084152613,71035.88679133408,86115.33716003678,2,137155.72612896,128466.52320655998,145111.67297028867,2
2014,04,12000,all,All,36131.64851938611,34550.3983262592,38046.952203385656,3,81495.36118118349,78871.22652639999,84219.65562672076,3,155068.8521536,152125.2975031673,159898.7077888373,3
2014,04,12000,race-ethnicity,"Black, Non-Hispanic",27034.67296558829,22057.2074184,34849.42055322113,3,63498.02135599999,50798.4170848,75247.24102244517,3,124381.43397453312,114092.97139797849,148109.3694818806,3
2014,04,12000,race-ethnicity,Hispanic,27640.31866100736,24448.87548219424,32083.210790399997,3,61121.520885887614,55878.25879327999,66840.02248,3,113544.4613643993,105264.74184789024,126602.49961068372,3
2014,04,12000,race-ethnicity,Other Races and Ethnicities,39932.94068105126,34480.76186451636,45093.02084904109,3,89446.40084039475,79322.27620934354,103651.1949787776,3,171341.87127115522,158780.78761667584,203287.3960680443,3
2014,04,12000,race-ethnicity,"White, Non-Hispanic",38915.40890753332,36592.55945019136,40541.46978779744,3,85841.53112486335,83474.0301887874,89049.50374032205,3,164426.45530079998,160274.03223776806,167855.31797774433,3
2014,04,23620,all,All,25265.49596643072,22507.1957195008,29041.629040557054,3,65151.16105369133,61594.41815737549,68591.75090893664,3,130684.65920527,125659.2422624,137364.68803572835,3
2014,04,23620,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,04,23620,race-ethnicity,Hispanic,20199.86999748256,16584.191196604417,30542.28428786797,3,58581.13513515648,47810.54065887053,71251.46396367998,3,110954.4373168,94115.0172081849,143838.9919313818,3
2014,04,23620,race-ethnicity,Other Races and Ethnicities,15755.24946931936,13213.126412896256,17966.207129654784,3,45739.697508775425,42390.70613237152,50256.09602668794,3,97014.71809749842,85570.39636808186,108536.67535099066,3
2014,04,23620,race-ethnicity,"White, Non-Hispanic",31945.524796889084,28449.893747874365,35558.89195935999,3,75392.15094148954,71518.8240536,80208.026976,3,143037.6481072,137697.9176781282,151013.26523821265,3
2014,04,27400,all,All,54329.79557439033,51210.34866919417,57046.48569898924,1,110954.4373168,108660.92678797664,114130.8505078354,1,200668.17781382307,195974.94591135997,206455.09307755763,1
2014,04,27400,race-ethnicity,"Black, Non-Hispanic",41460.47799151105,23232.501789274625,52637.451734027774,1,71436.29644635547,52637.451734027774,107302.58172567718,1,165841.9119660442,153483.64256546673,211214.4710368,1
2014,04,27400,race-ethnicity,Hispanic,47539.40590208902,41440.8139376,56899.78749574873,1,100260.03371999998,89565.63012319998,110561.27464402944,1,156145.57148303097,145711.2490064,186352.38753904327,1
2014,04,27400,race-ethnicity,Other Races and Ethnicities,56899.78749574873,42842.49392456141,70629.9363219838,1,125137.890087056,105206.19538351998,138643.51700455873,1,220716.48128154737,188507.2411006154,260553.82307104548,1
2014,04,27400,race-ethnicity,"White, Non-Hispanic",55418.57108277459,52516.60545591398,58892.10344070592,1,113325.30651013018,109391.10353063692,116365.20589775064,1,205644.50650298508,199010.294359253,215867.34249154417,1
2014,04,27820,all,All,26334.968857119995,24047.34506762157,28088.49229120704,1,64109.34576726802,60310.532520209665,66438.98234511999,1,127145.46584063389,122243.04177177524,133680.04496,1
2014,04,27820,race-ethnicity,"Black, Non-Hispanic",17137.26540236973,11816.399966728895,26736.008991999995,1,46788.015736,34826.26584777894,64954.748853367295,1,90460.17146452072,72259.41614106476,103227.5465387788,1
