year,state,county,poverty_exposure,poverty_exposure_quality
2021,01,001,0,1
2021,01,003,0,1
2021,01,005,0,1
2021,01,007,0,1
2021,01,009,0,1
2021,01,011,0.6381729200652528,1
2021,01,013,0,1
2021,01,015,0.11056869652742829,1
2021,01,017,0,1
2021,01,019,0,1
2021,01,021,0,1
2021,01,023,0,1
2021,01,025,0,1
2021,01,027,0,1
2021,01,029,0,1
2021,01,031,0,1
2021,01,033,0.11600846262341326,1
2021,01,035,0,1
2021,01,037,0,1
2021,01,039,0,1
2021,01,041,0,1
2021,01,043,0,1
2021,01,045,0,1
2021,01,047,0.38592,1
2021,01,049,0,1
2021,01,051,0,1
2021,01,053,0,1
2021,01,055,0.19919394235466537,1
2021,01,057,0,1
2021,01,059,0,1
2021,01,061,0,1
2021,01,063,0.6696979538811303,1
2021,01,065,0.2055662717001929,1
2021,01,067,0,1
2021,01,069,0.1159061558329746,1
2021,01,071,0,1
2021,01,073,0.18963654270933936,1
2021,01,075,0,1
2021,01,077,0.10070700427490957,1
2021,01,079,0,1
2021,01,081,0.26639666324125005,1
2021,01,083,0,1
2021,01,085,0,1
2021,01,087,0.16565549986810868,1
2021,01,089,0.15299509646896484,1
2021,01,091,0,1
2021,01,093,0.13796516231195566,1
2021,01,095,0,1
2021,01,097,0.1350201553847656,1
2021,01,099,0,1
2021,01,101,0.2693397856895956,1
2021,01,103,0.04621776993568217,1
2021,01,105,0.5487761617594892,1
2021,01,107,0.2799397439116244,1
2021,01,109,0.21673360107095047,1
2021,01,111,0,1
2021,01,113,0.2934731199747753,1
2021,01,115,0,1
2021,01,117,0,1
2021,01,119,0.3778563656147987,1
2021,01,121,0.08630870639934084,1
2021,01,123,0,1
2021,01,125,0.17091383193078108,1
2021,01,127,0,1
2021,01,129,0,1
2021,01,131,0,1
2021,01,133,0,1
2021,02,013,0,1
2021,02,016,0,2
2021,02,020,0.08903063173172408,1
2021,02,050,0,1
2021,02,060,NA,NA
2021,02,063,0,2
2021,02,066,0,2
2021,02,068,0,3
2021,02,070,0,1
2021,02,090,0,1
2021,02,100,0,2
2021,02,105,0,1
2021,02,110,0,1
2021,02,122,0,1
2021,02,130,0,1
2021,02,150,0,1
2021,02,158,0,1
2021,02,164,0,2
2021,02,170,0,1
2021,02,180,0,1
2021,02,185,0,1
2021,02,188,0,1
2021,02,195,0,2
2021,02,198,0,1
2021,02,220,0,1
2021,02,230,0,2
2021,02,240,0,1
2021,02,275,0,1
2021,02,282,0,3
2021,02,290,0,1
2021,04,001,0.4929602969803975,1
2021,04,003,0,1
2021,04,005,0.1782477341389728,1
2021,04,007,0.3806757672572369,1
2021,04,009,0.3,1
2021,04,011,0,2
2021,04,012,0.26849067949488875,1
2021,04,013,0.06319286406616424,1
2021,04,015,0.034898763500707,1
2021,04,017,0.2851046151522018,1
2021,04,019,0.07662973561920765,1
2021,04,021,0.024867491166077737,1
2021,04,023,0.1721808927173062,1
2021,04,025,0,1
2021,04,027,0.053270379114011945,1
2021,05,001,0,1
2021,05,003,0,1
2021,05,005,0,1
2021,05,007,0,1
2021,05,009,0,1
2021,05,011,0,1
2021,05,013,0,1
2021,05,015,0,1
2021,05,017,0,1
2021,05,019,0,1
2021,05,021,0,1
2021,05,023,0.09864864864864865,1
2021,05,025,0,2
2021,05,027,0.33057517658930374,1
2021,05,029,0,1
2021,05,031,0.16613655640373198,1
