year,state,place,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2020,12,58050,all,All,0.1401661640846728,1
2020,12,58050,race-ethnicity,Black,0.2941617323678033,1
2020,12,58050,race-ethnicity,Hispanic,0.011902630530941634,2
2020,12,58050,race-ethnicity,Other Races and Ethnicities,0.05841756026889976,2
2020,12,58050,race-ethnicity,"White, Non-Hispanic",0.007431852697706791,1
2020,12,58715,all,All,0,1
2020,12,58715,race-ethnicity,Black,0,2
2020,12,58715,race-ethnicity,Hispanic,0,2
2020,12,58715,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,58715,race-ethnicity,"White, Non-Hispanic",0,1
2020,12,63000,all,All,0.12022085302866331,1
2020,12,63000,race-ethnicity,Black,0.26589417317726183,1
2020,12,63000,race-ethnicity,Hispanic,0.029876027911595156,2
2020,12,63000,race-ethnicity,Other Races and Ethnicities,0.06440287191168896,2
2020,12,63000,race-ethnicity,"White, Non-Hispanic",0.022802508361085716,1
2020,12,69700,all,All,0,1
2020,12,69700,race-ethnicity,Black,0,2
2020,12,69700,race-ethnicity,Hispanic,0,2
2020,12,69700,race-ethnicity,Other Races and Ethnicities,0,2
2020,12,69700,race-ethnicity,"White, Non-Hispanic",0,2
2020,12,70600,all,All,0.579029953287738,1
2020,12,70600,race-ethnicity,Black,0.5381510788437651,1
2020,12,70600,race-ethnicity,Hispanic,0.6600437294991272,1
2020,12,70600,race-ethnicity,Other Races and Ethnicities,0.6250612965414327,1
2020,12,70600,race-ethnicity,"White, Non-Hispanic",0.6072672096641845,1
2020,12,71000,all,All,0.1799642695460134,1
2020,12,71000,race-ethnicity,Black,0.25624222193885376,1
2020,12,71000,race-ethnicity,Hispanic,0.19433953973545975,1
2020,12,71000,race-ethnicity,Other Races and Ethnicities,0.19175013801220075,1
2020,12,71000,race-ethnicity,"White, Non-Hispanic",0.09025877633555651,1
2020,12,76600,all,All,0.06451330624596027,1
2020,12,76600,race-ethnicity,Black,0.1005458841573087,1
2020,12,76600,race-ethnicity,Hispanic,0.04237965481435776,1
2020,12,76600,race-ethnicity,Other Races and Ethnicities,0.08572712606548243,2
2020,12,76600,race-ethnicity,"White, Non-Hispanic",0.03067009485977232,1
2020,13,03440,all,All,0.48478998207062274,1
2020,13,03440,race-ethnicity,Black,0.44612047984563197,1
2020,13,03440,race-ethnicity,Hispanic,0.28763705135040457,2
2020,13,03440,race-ethnicity,Other Races and Ethnicities,0.36037317301088473,2
2020,13,03440,race-ethnicity,"White, Non-Hispanic",0.569834546413486,1
2020,13,04000,all,All,0.2636237721292297,1
2020,13,04000,race-ethnicity,Black,0.29142810702824967,1
2020,13,04000,race-ethnicity,Hispanic,0.27956462239966606,2
2020,13,04000,race-ethnicity,Other Races and Ethnicities,0.274408148793821,1
2020,13,04000,race-ethnicity,"White, Non-Hispanic",0.13665714860982292,1
2020,13,04204,all,All,0.2356847111544769,1
2020,13,04204,race-ethnicity,Black,0.2625364970035127,1
2020,13,04204,race-ethnicity,Hispanic,0.22846530243568583,2
2020,13,04204,race-ethnicity,Other Races and Ethnicities,0.19802659662941866,2
2020,13,04204,race-ethnicity,"White, Non-Hispanic",0.13940036233017594,1
2020,13,19000,all,All,0.23778122575640032,1
2020,13,19000,race-ethnicity,Black,0.2958340432782416,1
2020,13,19000,race-ethnicity,Hispanic,0.2195589645254075,2
2020,13,19000,race-ethnicity,Other Races and Ethnicities,0.22155943757988922,2
2020,13,19000,race-ethnicity,"White, Non-Hispanic",0.10127226463104326,1
2020,13,42425,all,All,0,2
2020,13,42425,race-ethnicity,Black,0,3
2020,13,42425,race-ethnicity,Hispanic,0,3
2020,13,42425,race-ethnicity,Other Races and Ethnicities,0,3
2020,13,42425,race-ethnicity,"White, Non-Hispanic",0,2
2020,13,49008,all,All,0.48556741795175956,1
2020,13,49008,race-ethnicity,Black,0.5738817044731821,1
2020,13,49008,race-ethnicity,Hispanic,0.30228136882129275,2
2020,13,49008,race-ethnicity,Other Races and Ethnicities,0.30924548352816156,2
2020,13,49008,race-ethnicity,"White, Non-Hispanic",0.19596180935983723,1
2020,13,67284,all,All,0,1
2020,13,67284,race-ethnicity,Black,0,3
2020,13,67284,race-ethnicity,Hispanic,0,2
2020,13,67284,race-ethnicity,Other Races and Ethnicities,0,3
2020,13,67284,race-ethnicity,"White, Non-Hispanic",0,2
2020,13,68516,all,All,0,1
2020,13,68516,race-ethnicity,Black,0,2
2020,13,68516,race-ethnicity,Hispanic,0,3
2020,13,68516,race-ethnicity,Other Races and Ethnicities,0,3
2020,13,68516,race-ethnicity,"White, Non-Hispanic",0,1
2020,13,69000,all,All,0.12189154676820306,1
2020,13,69000,race-ethnicity,Black,0.16298389088522883,1
2020,13,69000,race-ethnicity,Hispanic,0.04103741925887761,2
2020,13,69000,race-ethnicity,Other Races and Ethnicities,0.09616627935283797,2
2020,13,69000,race-ethnicity,"White, Non-Hispanic",0.04570124169536569,1
2020,13,72122,all,All,0,2
2020,13,72122,race-ethnicity,Black,0,2
2020,13,72122,race-ethnicity,Hispanic,0,3
2020,13,72122,race-ethnicity,Other Races and Ethnicities,0,3
2020,13,72122,race-ethnicity,"White, Non-Hispanic",0,3
2020,13,80508,all,All,0.10206323926236106,1
2020,13,80508,race-ethnicity,Black,0.1671173034703686,2
2020,13,80508,race-ethnicity,Hispanic,0.037910426897599526,3
2020,13,80508,race-ethnicity,Other Races and Ethnicities,0,3
2020,13,80508,race-ethnicity,"White, Non-Hispanic",0.0780841115492928,2
2020,15,71550,all,All,0.05534384244288841,1
2020,15,71550,race-ethnicity,Black,0,3
2020,15,71550,race-ethnicity,Hispanic,0.001722199862327343,2
2020,15,71550,race-ethnicity,Other Races and Ethnicities,0.06890753894680361,1
2020,15,71550,race-ethnicity,"White, Non-Hispanic",0,1
2020,16,08830,all,All,0.1414662039955505,1
2020,16,08830,race-ethnicity,Black,0.09050586746186685,3
2020,16,08830,race-ethnicity,Hispanic,0.1416762148146466,2
2020,16,08830,race-ethnicity,Other Races and Ethnicities,0.12064797464748303,2
2020,16,08830,race-ethnicity,"White, Non-Hispanic",0.1431940322104619,1
2020,16,52120,all,All,0,2
2020,16,52120,race-ethnicity,Black,0,3
2020,16,52120,race-ethnicity,Hispanic,0,3
2020,16,52120,race-ethnicity,Other Races and Ethnicities,0,3
2020,16,52120,race-ethnicity,"White, Non-Hispanic",0,2
2020,16,56260,all,All,0,1
2020,16,56260,race-ethnicity,Black,0,3
2020,16,56260,race-ethnicity,Hispanic,0,2
2020,16,56260,race-ethnicity,Other Races and Ethnicities,0,2
2020,16,56260,race-ethnicity,"White, Non-Hispanic",0,1
2020,17,02154,all,All,0,2
2020,17,02154,race-ethnicity,Black,0,3
2020,17,02154,race-ethnicity,Hispanic,0,3
2020,17,02154,race-ethnicity,Other Races and Ethnicities,0,3
2020,17,02154,race-ethnicity,"White, Non-Hispanic",0,2
2020,17,03012,all,All,0,1
2020,17,03012,race-ethnicity,Black,0,2
2020,17,03012,race-ethnicity,Hispanic,0,1
2020,17,03012,race-ethnicity,Other Races and Ethnicities,0,2
2020,17,03012,race-ethnicity,"White, Non-Hispanic",0,2
2020,17,06613,all,All,0.05424542982755045,1
2020,17,06613,race-ethnicity,Black,0.005278685565064815,2
2020,17,06613,race-ethnicity,Hispanic,0,3
2020,17,06613,race-ethnicity,Other Races and Ethnicities,0.026824800140868525,3
2020,17,06613,race-ethnicity,"White, Non-Hispanic",0.08372396703713741,1
2020,17,12385,all,All,0.5085281919908559,1
2020,17,12385,race-ethnicity,Black,0.13477634892850518,2
2020,17,12385,race-ethnicity,Hispanic,0.3732752911708166,2
2020,17,12385,race-ethnicity,Other Races and Ethnicities,0.7073961089758384,1
2020,17,12385,race-ethnicity,"White, Non-Hispanic",0.560582454560279,1
2020,17,14000,all,All,0.16023684042958725,1
2020,17,14000,race-ethnicity,Black,0.2722062107798236,1
2020,17,14000,race-ethnicity,Hispanic,0.07788905630867163,1
2020,17,14000,race-ethnicity,Other Races and Ethnicities,0.06954298357786373,1
2020,17,14000,race-ethnicity,"White, Non-Hispanic",0.0367361951172063,1
2020,17,14351,all,All,0,1
2020,17,14351,race-ethnicity,Black,0,2
2020,17,14351,race-ethnicity,Hispanic,0,1
2020,17,14351,race-ethnicity,Other Races and Ethnicities,0,1
2020,17,14351,race-ethnicity,"White, Non-Hispanic",0,2
2020,17,23074,all,All,0,1
2020,17,23074,race-ethnicity,Black,0,2
2020,17,23074,race-ethnicity,Hispanic,0,1
2020,17,23074,race-ethnicity,Other Races and Ethnicities,0,2
2020,17,23074,race-ethnicity,"White, Non-Hispanic",0,2
2020,17,24582,all,All,0.22176324796412133,1
2020,17,24582,race-ethnicity,Black,0.14949374627754616,2
2020,17,24582,race-ethnicity,Hispanic,0.20057581573896352,3
2020,17,24582,race-ethnicity,Other Races and Ethnicities,0.2735085945399393,2
2020,17,24582,race-ethnicity,"White, Non-Hispanic",0.24369142033165103,1
2020,17,38570,all,All,0.0894246629130205,1
2020,17,38570,race-ethnicity,Black,0.19523851496216463,1
2020,17,38570,race-ethnicity,Hispanic,0.04705527746830581,1
2020,17,38570,race-ethnicity,Other Races and Ethnicities,0.0856695219855502,2
2020,17,38570,race-ethnicity,"White, Non-Hispanic",0.03155308955448459,1
2020,17,51622,all,All,0,1
2020,17,51622,race-ethnicity,Black,0,3
2020,17,51622,race-ethnicity,Hispanic,0,3
2020,17,51622,race-ethnicity,Other Races and Ethnicities,0,2
2020,17,51622,race-ethnicity,"White, Non-Hispanic",0,1
2020,17,59000,all,All,0.2940311908721063,1
2020,17,59000,race-ethnicity,Black,0.374872702718636,1
2020,17,59000,race-ethnicity,Hispanic,0.4498628795839938,2
2020,17,59000,race-ethnicity,Other Races and Ethnicities,0.30816152301220334,2
2020,17,59000,race-ethnicity,"White, Non-Hispanic",0.18626166545153702,1
2020,17,65000,all,All,0.2668448994318221,1
2020,17,65000,race-ethnicity,Black,0.4470091238494734,1
2020,17,65000,race-ethnicity,Hispanic,0.21079951544115344,1
2020,17,65000,race-ethnicity,Other Races and Ethnicities,0.22672919239765923,1
2020,17,65000,race-ethnicity,"White, Non-Hispanic",0.12543446562672897,1
2020,17,68003,all,All,0,1
2020,17,68003,race-ethnicity,Black,0,3
2020,17,68003,race-ethnicity,Hispanic,0,3
2020,17,68003,race-ethnicity,Other Races and Ethnicities,0,2
2020,17,68003,race-ethnicity,"White, Non-Hispanic",0,2
2020,17,72000,all,All,0.10348554522988068,1
2020,17,72000,race-ethnicity,Black,0.1415178018380083,1
2020,17,72000,race-ethnicity,Hispanic,0,3
2020,17,72000,race-ethnicity,Other Races and Ethnicities,0.08965323483987254,2
2020,17,72000,race-ethnicity,"White, Non-Hispanic",0.0721398994380683,1
2020,17,79293,all,All,0.08740184215436486,1
2020,17,79293,race-ethnicity,Black,0.253494227349595,2
2020,17,79293,race-ethnicity,Hispanic,0.024407847686676407,2
2020,17,79293,race-ethnicity,Other Races and Ethnicities,0.04950540576781363,2
2020,17,79293,race-ethnicity,"White, Non-Hispanic",0.04362363114917866,2
2020,18,05860,all,All,0.44093014318770263,1
2020,18,05860,race-ethnicity,Black,0.2728543781752136,2
2020,18,05860,race-ethnicity,Hispanic,0.273833918263618,2
2020,18,05860,race-ethnicity,Other Races and Ethnicities,0.2810654138059686,1
2020,18,05860,race-ethnicity,"White, Non-Hispanic",0.4991035576725047,1
2020,18,10342,all,All,0,2
2020,18,10342,race-ethnicity,Black,0,3
2020,18,10342,race-ethnicity,Hispanic,0,3
2020,18,10342,race-ethnicity,Other Races and Ethnicities,0,3
2020,18,10342,race-ethnicity,"White, Non-Hispanic",0,2
2020,18,22000,all,All,1.804944950826012e-4,1
2020,18,22000,race-ethnicity,Black,0,1
2020,18,22000,race-ethnicity,Hispanic,0,2
2020,18,22000,race-ethnicity,Other Races and Ethnicities,0,2
2020,18,22000,race-ethnicity,"White, Non-Hispanic",2.7841860847521e-4,1
2020,18,23278,all,All,0,2
2020,18,23278,race-ethnicity,Black,0,3
2020,18,23278,race-ethnicity,Hispanic,0,3
2020,18,23278,race-ethnicity,Other Races and Ethnicities,0,3
2020,18,23278,race-ethnicity,"White, Non-Hispanic",0,2
2020,18,25000,all,All,0.09276403314465989,1
2020,18,25000,race-ethnicity,Black,0.17754145577244815,1
2020,18,25000,race-ethnicity,Hispanic,0.12657805687184034,1
2020,18,25000,race-ethnicity,Other Races and Ethnicities,0.10616189675556917,1
2020,18,25000,race-ethnicity,"White, Non-Hispanic",0.014297757082250992,1
2020,18,31000,all,All,0.21793307527289818,1
2020,18,31000,race-ethnicity,Black,0.17612743452389643,1
2020,18,31000,race-ethnicity,Hispanic,0.2691198442002895,2
2020,18,31000,race-ethnicity,Other Races and Ethnicities,0.26595217707052404,2
2020,18,31000,race-ethnicity,"White, Non-Hispanic",0.20813845584135646,1
2020,18,36003,all,All,0.09310081939350993,1
2020,18,36003,race-ethnicity,Black,0.13350377316180495,1
2020,18,36003,race-ethnicity,Hispanic,0.08982343839798722,1
2020,18,36003,race-ethnicity,Other Races and Ethnicities,0.05970732936278015,1
2020,18,36003,race-ethnicity,"White, Non-Hispanic",0.05254033977690739,1
2020,18,71000,all,All,0.2244795779069211,1
2020,18,71000,race-ethnicity,Black,0.29229226388082724,1
2020,18,71000,race-ethnicity,Hispanic,0.19549138813889683,2
2020,18,71000,race-ethnicity,Other Races and Ethnicities,0.17848830315152794,2
2020,18,71000,race-ethnicity,"White, Non-Hispanic",0.17535368506783944,1
2020,19,12000,all,All,0.04477126574802464,1
2020,19,12000,race-ethnicity,Black,0.06309583283268712,2
2020,19,12000,race-ethnicity,Hispanic,0.09676463059222594,3
2020,19,12000,race-ethnicity,Other Races and Ethnicities,0.08680883678560698,2
2020,19,12000,race-ethnicity,"White, Non-Hispanic",0.02627957515969119,1
2020,19,19000,all,All,0.08883778446339656,1
2020,19,19000,race-ethnicity,Black,0.05461671410565057,2
2020,19,19000,race-ethnicity,Hispanic,0.09824579656419606,2
2020,19,19000,race-ethnicity,Other Races and Ethnicities,0.059192301903170465,2
2020,19,19000,race-ethnicity,"White, Non-Hispanic",0.11455238492633535,1
2020,19,21000,all,All,0.0943450214306904,1
2020,19,21000,race-ethnicity,Black,0.13957124664344403,1
2020,19,21000,race-ethnicity,Hispanic,0.14190080807571653,1
2020,19,21000,race-ethnicity,Other Races and Ethnicities,0.16441700361191275,1
2020,19,21000,race-ethnicity,"White, Non-Hispanic",0.04888234964057338,1
2020,19,73335,all,All,0.07183347683809124,1
2020,19,73335,race-ethnicity,Black,0.1195019038083214,3
2020,19,73335,race-ethnicity,Hispanic,0.1301139856342594,2
2020,19,73335,race-ethnicity,Other Races and Ethnicities,0.14895075228404944,2
2020,19,73335,race-ethnicity,"White, Non-Hispanic",0.030374483462924658,1
2020,20,36000,all,All,0.06938349334104735,1
2020,20,36000,race-ethnicity,Black,0.1826979130232016,1
2020,20,36000,race-ethnicity,Hispanic,0.009884870333759739,1
2020,20,36000,race-ethnicity,Other Races and Ethnicities,0.03348405590202526,1
2020,20,36000,race-ethnicity,"White, Non-Hispanic",0.005672677006620619,1
2020,20,38900,all,All,0.19042072078483682,1
2020,20,38900,race-ethnicity,Black,0.13095676733593994,3
2020,20,38900,race-ethnicity,Hispanic,0.0896831419857691,2
2020,20,38900,race-ethnicity,Other Races and Ethnicities,0.08895855249608663,2
2020,20,38900,race-ethnicity,"White, Non-Hispanic",0.2363316581768244,1
2020,20,52575,all,All,0,1
2020,20,52575,race-ethnicity,Black,0,3
2020,20,52575,race-ethnicity,Hispanic,0,2
2020,20,52575,race-ethnicity,Other Races and Ethnicities,0,2
2020,20,52575,race-ethnicity,"White, Non-Hispanic",0,1
2020,20,53775,all,All,0,1
2020,20,53775,race-ethnicity,Black,0,3
2020,20,53775,race-ethnicity,Hispanic,0,3
2020,20,53775,race-ethnicity,Other Races and Ethnicities,0,2
2020,20,53775,race-ethnicity,"White, Non-Hispanic",0,1
2020,20,71000,all,All,0,1
2020,20,71000,race-ethnicity,Black,0,1
2020,20,71000,race-ethnicity,Hispanic,0,2
2020,20,71000,race-ethnicity,Other Races and Ethnicities,0,2
2020,20,71000,race-ethnicity,"White, Non-Hispanic",0,1
2020,20,79000,all,All,0.11441622018931771,1
2020,20,79000,race-ethnicity,Black,0.1983481747693633,1
2020,20,79000,race-ethnicity,Hispanic,0.13645511921375644,1
2020,20,79000,race-ethnicity,Other Races and Ethnicities,0.10957887595876067,1
2020,20,79000,race-ethnicity,"White, Non-Hispanic",0.07110327036974246,1
2020,21,46027,all,All,0.20047009340013608,1
2020,21,46027,race-ethnicity,Black,0.14805461289558836,1
2020,21,46027,race-ethnicity,Hispanic,0.05176789037387921,1
2020,21,46027,race-ethnicity,Other Races and Ethnicities,0.13635795525559305,1
2020,21,46027,race-ethnicity,"White, Non-Hispanic",0.25303360298693217,1
2020,21,48006,all,All,0.07029653183452857,1
2020,21,48006,race-ethnicity,Black,0.1832968490837217,1
2020,21,48006,race-ethnicity,Hispanic,0.057401473036601064,2
2020,21,48006,race-ethnicity,Other Races and Ethnicities,0.03144148089118333,2
2020,21,48006,race-ethnicity,"White, Non-Hispanic",0.016328712266222633,1
2020,22,05000,all,All,0.286868380872952,1
2020,22,05000,race-ethnicity,Black,0.2403927325657232,1
2020,22,05000,race-ethnicity,Hispanic,0.21969027462573054,2
2020,22,05000,race-ethnicity,Other Races and Ethnicities,0.3881164411591969,2
2020,22,05000,race-ethnicity,"White, Non-Hispanic",0.36555894804999406,1
2020,22,40735,all,All,0.10788154118579685,1
2020,22,40735,race-ethnicity,Black,0.19569799516320463,1
2020,22,40735,race-ethnicity,Hispanic,0.001001286051804938,3
2020,22,40735,race-ethnicity,Other Races and Ethnicities,0.0011792597456383898,2
2020,22,40735,race-ethnicity,"White, Non-Hispanic",1.1812175681213193e-4,1
2020,22,41155,all,All,0.1863293123692075,1
2020,22,41155,race-ethnicity,Black,0.23365723183459233,1
2020,22,41155,race-ethnicity,Hispanic,0.08465237386709323,3
2020,22,41155,race-ethnicity,Other Races and Ethnicities,0.15538806364764926,2
2020,22,41155,race-ethnicity,"White, Non-Hispanic",0.09788032282744837,2
2020,22,55000,all,All,0.29167183535382013,1
2020,22,55000,race-ethnicity,Black,0.34980999750575875,1
2020,22,55000,race-ethnicity,Hispanic,0.21156181685693465,1
2020,22,55000,race-ethnicity,Other Races and Ethnicities,0.11106252732837779,1
2020,22,55000,race-ethnicity,"White, Non-Hispanic",0.08458235437089849,1
2020,22,70000,all,All,0.4099536375454558,1
2020,22,70000,race-ethnicity,Black,0.46875908730785554,1
2020,22,70000,race-ethnicity,Hispanic,0.3880217907611807,3
2020,22,70000,race-ethnicity,Other Races and Ethnicities,0.18311003094364925,2
2020,22,70000,race-ethnicity,"White, Non-Hispanic",0.19708108815270212,1
2020,24,04000,all,All,0.22535162594602068,1
2020,24,04000,race-ethnicity,Black,0.2612634558277654,1
2020,24,04000,race-ethnicity,Hispanic,0.1495480690221857,1
2020,24,04000,race-ethnicity,Other Races and Ethnicities,0.14893837389953393,1
2020,24,04000,race-ethnicity,"White, Non-Hispanic",0.08985636343391605,1
2020,24,30325,all,All,0,1
2020,24,30325,race-ethnicity,Black,0,2
2020,24,30325,race-ethnicity,Hispanic,0,2
2020,24,30325,race-ethnicity,Other Races and Ethnicities,0,2
2020,24,30325,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,07000,all,All,0.13792480768536242,1
2020,25,07000,race-ethnicity,Black,0.09890994465872882,1
2020,25,07000,race-ethnicity,Hispanic,0.1508136073296916,1
2020,25,07000,race-ethnicity,Other Races and Ethnicities,0.1685797936611209,1
2020,25,07000,race-ethnicity,"White, Non-Hispanic",0.12402242616862479,1
2020,25,09000,all,All,0,1
2020,25,09000,race-ethnicity,Black,0,2
2020,25,09000,race-ethnicity,Hispanic,0,2
2020,25,09000,race-ethnicity,Other Races and Ethnicities,0,2
2020,25,09000,race-ethnicity,"White, Non-Hispanic",0,2
2020,25,11000,all,All,0,1
2020,25,11000,race-ethnicity,Black,0,2
2020,25,11000,race-ethnicity,Hispanic,0,2
2020,25,11000,race-ethnicity,Other Races and Ethnicities,0,1
2020,25,11000,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,23000,all,All,0,1
2020,25,23000,race-ethnicity,Black,0,2
2020,25,23000,race-ethnicity,Hispanic,0,2
2020,25,23000,race-ethnicity,Other Races and Ethnicities,0,2
2020,25,23000,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,34550,all,All,0,1
2020,25,34550,race-ethnicity,Black,0,3
2020,25,34550,race-ethnicity,Hispanic,0,1
2020,25,34550,race-ethnicity,Other Races and Ethnicities,0,1
2020,25,34550,race-ethnicity,"White, Non-Hispanic",0,2
2020,25,37000,all,All,0,1
2020,25,37000,race-ethnicity,Black,0,2
2020,25,37000,race-ethnicity,Hispanic,0,1
2020,25,37000,race-ethnicity,Other Races and Ethnicities,0,1
2020,25,37000,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,37490,all,All,0,1
2020,25,37490,race-ethnicity,Black,0,2
2020,25,37490,race-ethnicity,Hispanic,0,1
2020,25,37490,race-ethnicity,Other Races and Ethnicities,0,2
2020,25,37490,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,45000,all,All,0.11168254655695106,1
2020,25,45000,race-ethnicity,Black,0.019081272084805655,2
2020,25,45000,race-ethnicity,Hispanic,0.14449986145746743,1
2020,25,45000,race-ethnicity,Other Races and Ethnicities,0.1319514097849103,1
2020,25,45000,race-ethnicity,"White, Non-Hispanic",0.09161147902869757,1
2020,25,45560,all,All,0,1
2020,25,45560,race-ethnicity,Black,0,3
2020,25,45560,race-ethnicity,Hispanic,0,3
2020,25,45560,race-ethnicity,Other Races and Ethnicities,0,2
2020,25,45560,race-ethnicity,"White, Non-Hispanic",0,2
2020,25,55745,all,All,0,1
2020,25,55745,race-ethnicity,Black,0,3
2020,25,55745,race-ethnicity,Hispanic,0,3
2020,25,55745,race-ethnicity,Other Races and Ethnicities,0,1
2020,25,55745,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,62535,all,All,0,1
2020,25,62535,race-ethnicity,Black,0,3
2020,25,62535,race-ethnicity,Hispanic,0,2
2020,25,62535,race-ethnicity,Other Races and Ethnicities,0,2
2020,25,62535,race-ethnicity,"White, Non-Hispanic",0,1
2020,25,67000,all,All,0.3328775794404355,1
2020,25,67000,race-ethnicity,Black,0.25990373935579414,1
2020,25,67000,race-ethnicity,Hispanic,0.4096874882479034,1
2020,25,67000,race-ethnicity,Other Races and Ethnicities,0.40913705583756343,1
2020,25,67000,race-ethnicity,"White, Non-Hispanic",0.07826253348641408,1
2020,25,82000,all,All,0.16935549914011958,1
2020,25,82000,race-ethnicity,Black,0.15824231648463297,2
2020,25,82000,race-ethnicity,Hispanic,0.2048934490923441,1
2020,25,82000,race-ethnicity,Other Races and Ethnicities,0.23024439918533604,1
2020,25,82000,race-ethnicity,"White, Non-Hispanic",0.13783751205400194,1
2020,26,03000,all,All,0.5300771247172696,1
2020,26,03000,race-ethnicity,Black,0.27285719761792415,2
2020,26,03000,race-ethnicity,Hispanic,0.47134340235813893,2
2020,26,03000,race-ethnicity,Other Races and Ethnicities,0.5041826516225952,1
2020,26,03000,race-ethnicity,"White, Non-Hispanic",0.5679076390906936,1
2020,26,21000,all,All,0.22711724241626885,1
2020,26,21000,race-ethnicity,Black,0.3754116355653128,3
2020,26,21000,race-ethnicity,Hispanic,0.036734693877551024,3
2020,26,21000,race-ethnicity,Other Races and Ethnicities,0.3351063829787234,2
2020,26,21000,race-ethnicity,"White, Non-Hispanic",0.21423129021334236,1
2020,26,22000,all,All,0.40698297309323894,1
2020,26,22000,race-ethnicity,Black,0.39922762039482745,1
2020,26,22000,race-ethnicity,Hispanic,0.36948506820695587,1
2020,26,22000,race-ethnicity,Other Races and Ethnicities,0.3786724852879245,1
2020,26,22000,race-ethnicity,"White, Non-Hispanic",0.5235307768157659,1
2020,26,27440,all,All,0,1
2020,26,27440,race-ethnicity,Black,0,2
2020,26,27440,race-ethnicity,Hispanic,0,3
2020,26,27440,race-ethnicity,Other Races and Ethnicities,0,3
2020,26,27440,race-ethnicity,"White, Non-Hispanic",0,2
2020,26,29000,all,All,0.3924431993249021,1
2020,26,29000,race-ethnicity,Black,0.421616931321305,1
2020,26,29000,race-ethnicity,Hispanic,0.4656310214058694,2
2020,26,29000,race-ethnicity,Other Races and Ethnicities,0.5628100958759614,2
2020,26,29000,race-ethnicity,"White, Non-Hispanic",0.28553574771101514,1
2020,26,34000,all,All,0.08541482454370511,1
2020,26,34000,race-ethnicity,Black,0.11882212111428785,1
2020,26,34000,race-ethnicity,Hispanic,0.08738407015071724,1
2020,26,34000,race-ethnicity,Other Races and Ethnicities,0.09191231848350816,1
2020,26,34000,race-ethnicity,"White, Non-Hispanic",0.06220366543260036,1
2020,26,46000,all,All,0.04969484441085549,1
2020,26,46000,race-ethnicity,Black,0.096106570037088307,1
2020,26,46000,race-ethnicity,Hispanic,0.0517991192254642,1
2020,26,46000,race-ethnicity,Other Races and Ethnicities,0.034125298961011234,1
2020,26,46000,race-ethnicity,"White, Non-Hispanic",0.026132496834269377,1
2020,26,49000,all,All,0.012907608695652174,1
2020,26,49000,race-ethnicity,Black,0.05952380952380952,3
2020,26,49000,race-ethnicity,Hispanic,0,3
2020,26,49000,race-ethnicity,Other Races and Ethnicities,0.01585014409221902,3
2020,26,49000,race-ethnicity,"White, Non-Hispanic",0.0035460992907801418,1
2020,26,69035,all,All,0,1
2020,26,69035,race-ethnicity,Black,0,3
2020,26,69035,race-ethnicity,Hispanic,NA,NA
2020,26,69035,race-ethnicity,Other Races and Ethnicities,0,3
2020,26,69035,race-ethnicity,"White, Non-Hispanic",0,2
2020,26,74900,all,All,0,1
2020,26,74900,race-ethnicity,Black,0,1
2020,26,74900,race-ethnicity,Hispanic,0,3
2020,26,74900,race-ethnicity,Other Races and Ethnicities,0,3
2020,26,74900,race-ethnicity,"White, Non-Hispanic",0,2
2020,26,76460,all,All,0.0017619120576068638,1
2020,26,76460,race-ethnicity,Black,0,2
2020,26,76460,race-ethnicity,Hispanic,0,3
2020,26,76460,race-ethnicity,Other Races and Ethnicities,0.020480854853072127,2
2020,26,76460,race-ethnicity,"White, Non-Hispanic",0,1
2020,26,80700,all,All,0,1
2020,26,80700,race-ethnicity,Black,0,3
2020,26,80700,race-ethnicity,Hispanic,0,3
2020,26,80700,race-ethnicity,Other Races and Ethnicities,0,2
2020,26,80700,race-ethnicity,"White, Non-Hispanic",0,1
2020,26,84000,all,All,0.004120683938805475,1
2020,26,84000,race-ethnicity,Black,0.004281555060798082,1
2020,26,84000,race-ethnicity,Hispanic,0,3
2020,26,84000,race-ethnicity,Other Races and Ethnicities,0.0023262576330328583,2
2020,26,84000,race-ethnicity,"White, Non-Hispanic",0.004650361694798484,1
2020,26,86000,all,All,0,1
2020,26,86000,race-ethnicity,Black,0,2
2020,26,86000,race-ethnicity,Hispanic,0,3
2020,26,86000,race-ethnicity,Other Races and Ethnicities,0,3
2020,26,86000,race-ethnicity,"White, Non-Hispanic",0,1
2020,26,88940,all,All,0,1
2020,26,88940,race-ethnicity,Black,0,2
2020,26,88940,race-ethnicity,Hispanic,0,2
2020,26,88940,race-ethnicity,Other Races and Ethnicities,0,2
2020,26,88940,race-ethnicity,"White, Non-Hispanic",0,1
2020,27,06616,all,All,0,1
2020,27,06616,race-ethnicity,Black,0,2
2020,27,06616,race-ethnicity,Hispanic,0,2
2020,27,06616,race-ethnicity,Other Races and Ethnicities,0,2
2020,27,06616,race-ethnicity,"White, Non-Hispanic",0,2
2020,27,07966,all,All,0,2
2020,27,07966,race-ethnicity,Black,0,2
