year,state,county,share_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2022,01,027,,3,race-ethnicity,Majority Non-White
2022,01,027,.3823529,1,race-ethnicity,Majority White
2022,01,029,.3333333,1,race-ethnicity,All
2022,01,029,,3,race-ethnicity,Majority Non-White
2022,01,029,.3326087,1,race-ethnicity,Majority White
2022,01,031,.3017677,1,race-ethnicity,All
2022,01,031,,3,race-ethnicity,Majority Non-White
2022,01,031,.3026144,1,race-ethnicity,Majority White
2022,01,033,.3515931,1,race-ethnicity,All
2022,01,033,,3,race-ethnicity,Majority Non-White
2022,01,033,.3529412,1,race-ethnicity,Majority White
2022,01,035,.4172185,1,race-ethnicity,All
2022,01,035,.4329004,1,race-ethnicity,Majority Non-White
2022,01,035,.3714286,1,race-ethnicity,Majority White
2022,01,037,.3566879,1,race-ethnicity,All
2022,01,037,,3,race-ethnicity,Majority Non-White
2022,01,037,.3944954,1,race-ethnicity,Majority White
2022,01,039,.3733906,1,race-ethnicity,All
2022,01,039,,3,race-ethnicity,Majority Non-White
2022,01,039,.3737024,1,race-ethnicity,Majority White
2022,01,041,.3485149,1,race-ethnicity,All
2022,01,041,,3,race-ethnicity,Majority Non-White
2022,01,041,.3415133,1,race-ethnicity,Majority White
2022,01,043,.302627,1,race-ethnicity,All
2022,01,043,,3,race-ethnicity,Majority Non-White
2022,01,043,.3027945,1,race-ethnicity,Majority White
2022,01,045,.3150309,1,race-ethnicity,All
2022,01,045,,3,race-ethnicity,Majority Non-White
2022,01,045,.3151171,1,race-ethnicity,Majority White
2022,01,047,.4802571,1,race-ethnicity,All
2022,01,047,.4788462,1,race-ethnicity,Majority Non-White
2022,01,047,,3,race-ethnicity,Majority White
2022,01,049,.3506744,1,race-ethnicity,All
2022,01,049,,3,race-ethnicity,Majority Non-White
2022,01,049,.3506744,1,race-ethnicity,Majority White
2022,01,051,.2647059,1,race-ethnicity,All
2022,01,051,,3,race-ethnicity,Majority Non-White
2022,01,051,.2581661,1,race-ethnicity,Majority White
2022,01,053,.4027073,1,race-ethnicity,All
2022,01,053,,3,race-ethnicity,Majority Non-White
2022,01,053,.3985816,1,race-ethnicity,Majority White
2022,01,055,.3402226,1,race-ethnicity,All
2022,01,055,,3,race-ethnicity,Majority Non-White
2022,01,055,.3242009,1,race-ethnicity,Majority White
2022,01,057,.3468992,1,race-ethnicity,All
2022,01,057,,3,race-ethnicity,Majority Non-White
2022,01,057,.3468992,1,race-ethnicity,Majority White
2022,01,059,.3928571,1,race-ethnicity,All
2022,01,059,,3,race-ethnicity,Majority Non-White
2022,01,059,.3834459,1,race-ethnicity,Majority White
2022,01,061,.3598655,1,race-ethnicity,All
2022,01,061,,3,race-ethnicity,Majority Non-White
2022,01,061,.3602694,1,race-ethnicity,Majority White
2022,01,063,.4644352,1,race-ethnicity,All
2022,01,063,.470339,1,race-ethnicity,Majority Non-White
2022,01,063,,3,race-ethnicity,Majority White
2022,01,065,.4265594,1,race-ethnicity,All
2022,01,065,.5105634,1,race-ethnicity,Majority Non-White
2022,01,065,,3,race-ethnicity,Majority White
2022,01,067,.2683363,1,race-ethnicity,All
2022,01,067,,3,race-ethnicity,Majority Non-White
2022,01,067,.2696629,1,race-ethnicity,Majority White
2022,01,069,.3215846,1,race-ethnicity,All
2022,01,069,,3,race-ethnicity,Majority Non-White
2022,01,069,.3142976,1,race-ethnicity,Majority White
2022,01,071,.3296837,1,race-ethnicity,All
2022,01,071,,3,race-ethnicity,Majority Non-White
2022,01,071,.3296837,1,race-ethnicity,Majority White
2022,01,073,.358093,1,race-ethnicity,All
2022,01,073,.5388932,1,race-ethnicity,Majority Non-White
2022,01,073,.2252166,1,race-ethnicity,Majority White
2022,01,075,.3100961,1,race-ethnicity,All
2022,01,075,,3,race-ethnicity,Majority Non-White
2022,01,075,.3100961,1,race-ethnicity,Majority White
2022,01,077,.2913117,1,race-ethnicity,All
2022,01,077,,3,race-ethnicity,Majority Non-White
2022,01,077,.2918381,1,race-ethnicity,Majority White
2022,01,079,.3812207,1,race-ethnicity,All
2022,01,079,.4576271,1,race-ethnicity,Majority Non-White
2022,01,079,.3767396,1,race-ethnicity,Majority White
2022,01,081,.2730619,1,race-ethnicity,All
2022,01,081,,3,race-ethnicity,Majority Non-White
2022,01,081,.2673983,1,race-ethnicity,Majority White
2022,01,083,.2744739,1,race-ethnicity,All
2022,01,083,,3,race-ethnicity,Majority Non-White
2022,01,083,.2965377,1,race-ethnicity,Majority White
2022,01,085,.4371069,1,race-ethnicity,All
2022,01,085,.4907407,1,race-ethnicity,Majority Non-White
2022,01,085,.3389831,1,race-ethnicity,Majority White
2022,01,087,.4863388,1,race-ethnicity,All
2022,01,087,.5084746,1,race-ethnicity,Majority Non-White
2022,01,087,,3,race-ethnicity,Majority White
2022,01,089,.2838273,1,race-ethnicity,All
2022,01,089,.5578368,1,race-ethnicity,Majority Non-White
2022,01,089,.2286996,1,race-ethnicity,Majority White
2022,01,091,.3722872,1,race-ethnicity,All
2022,01,091,.4105263,1,race-ethnicity,Majority Non-White
2022,01,091,.3773585,1,race-ethnicity,Majority White
2022,01,093,.3659622,1,race-ethnicity,All
2022,01,093,,3,race-ethnicity,Majority Non-White
2022,01,093,.3663697,1,race-ethnicity,Majority White
2022,01,095,.3286304,1,race-ethnicity,All
2022,01,095,,3,race-ethnicity,Majority Non-White
2022,01,095,.3283993,1,race-ethnicity,Majority White
2022,01,097,.3737675,1,race-ethnicity,All
2022,01,097,.5177492,1,race-ethnicity,Majority Non-White
2022,01,097,.3064818,1,race-ethnicity,Majority White
2022,01,099,.4176829,1,race-ethnicity,All
2022,01,099,.5454546,1,race-ethnicity,Majority Non-White
2022,01,099,.3231441,1,race-ethnicity,Majority White
2022,01,101,.4061192,1,race-ethnicity,All
2022,01,101,.4526657,1,race-ethnicity,Majority Non-White
2022,01,101,.2746154,1,race-ethnicity,Majority White
2022,01,103,.3522613,1,race-ethnicity,All
2022,01,103,,3,race-ethnicity,Majority Non-White
2022,01,103,.3077453,1,race-ethnicity,Majority White
2022,01,105,.502008,1,race-ethnicity,All
2022,01,105,.502008,1,race-ethnicity,Majority Non-White
2022,01,105,,3,race-ethnicity,Majority White
2022,01,107,.3756806,1,race-ethnicity,All
2022,01,107,.4565217,1,race-ethnicity,Majority Non-White
2022,01,107,.3293413,1,race-ethnicity,Majority White
2022,01,109,.3826754,1,race-ethnicity,All
2022,01,109,,3,race-ethnicity,Majority Non-White
2022,01,109,.3047619,1,race-ethnicity,Majority White
2022,01,111,.4019886,1,race-ethnicity,All
2022,01,111,,3,race-ethnicity,Majority Non-White
2022,01,111,.4019886,1,race-ethnicity,Majority White
2022,01,113,.4661781,1,race-ethnicity,All
2022,01,113,.4899103,1,race-ethnicity,Majority Non-White
2022,01,113,.4129032,1,race-ethnicity,Majority White
2022,01,115,.312456,1,race-ethnicity,All
2022,01,115,,3,race-ethnicity,Majority Non-White
2022,01,115,.3115507,1,race-ethnicity,Majority White
2022,01,117,.2314038,1,race-ethnicity,All
2022,01,117,,3,race-ethnicity,Majority Non-White
2022,01,117,.2317659,1,race-ethnicity,Majority White
2022,01,119,.443804,1,race-ethnicity,All
2022,01,119,.443804,1,race-ethnicity,Majority Non-White
2022,01,119,,3,race-ethnicity,Majority White
2022,01,121,.4486356,1,race-ethnicity,All
2022,01,121,,3,race-ethnicity,Majority Non-White
2022,01,121,.4309963,1,race-ethnicity,Majority White
2022,01,123,.3139278,1,race-ethnicity,All
2022,01,123,.3294118,1,race-ethnicity,Majority Non-White
2022,01,123,.3137417,1,race-ethnicity,Majority White
2022,01,125,.3276284,1,race-ethnicity,All
2022,01,125,,3,race-ethnicity,Majority Non-White
2022,01,125,.2596368,1,race-ethnicity,Majority White
2022,01,127,.3820564,1,race-ethnicity,All
2022,01,127,,3,race-ethnicity,Majority Non-White
2022,01,127,.3842975,1,race-ethnicity,Majority White
2022,01,129,.2964427,1,race-ethnicity,All
2022,01,129,.3486238,1,race-ethnicity,Majority Non-White
2022,01,129,.309375,1,race-ethnicity,Majority White
2022,01,131,.3977591,1,race-ethnicity,All
2022,01,131,.3982036,1,race-ethnicity,Majority Non-White
2022,01,131,,3,race-ethnicity,Majority White
2022,01,133,.3311346,1,race-ethnicity,All
2022,01,133,,3,race-ethnicity,Majority Non-White
2022,01,133,.3311346,1,race-ethnicity,Majority White
2022,02,013,,3,race-ethnicity,All
2022,02,013,,3,race-ethnicity,Majority Non-White
2022,02,013,,3,race-ethnicity,Majority White
2022,02,016,.1948052,1,race-ethnicity,All
2022,02,016,.1948052,1,race-ethnicity,Majority Non-White
2022,02,016,,3,race-ethnicity,Majority White
2022,02,020,.179714,1,race-ethnicity,All
2022,02,020,.2488839,1,race-ethnicity,Majority Non-White
2022,02,020,.1298133,1,race-ethnicity,Majority White
2022,02,050,.2517731,1,race-ethnicity,All
2022,02,050,.2517731,1,race-ethnicity,Majority Non-White
2022,02,050,,3,race-ethnicity,Majority White
2022,02,060,,3,race-ethnicity,All
2022,02,060,,3,race-ethnicity,Majority Non-White
2022,02,060,,3,race-ethnicity,Majority White
2022,02,068,.0980392,1,race-ethnicity,All
2022,02,068,,3,race-ethnicity,Majority Non-White
2022,02,068,.0980392,1,race-ethnicity,Majority White
2022,02,070,.1584158,1,race-ethnicity,All
2022,02,070,.1584158,1,race-ethnicity,Majority Non-White
2022,02,070,,3,race-ethnicity,Majority White
2022,02,090,.1492537,1,race-ethnicity,All
2022,02,090,,3,race-ethnicity,Majority Non-White
2022,02,090,.1273997,1,race-ethnicity,Majority White
2022,02,100,.0684932,1,race-ethnicity,All
2022,02,100,,3,race-ethnicity,Majority Non-White
2022,02,100,.0684932,1,race-ethnicity,Majority White
2022,02,110,.1607516,1,race-ethnicity,All
2022,02,110,,3,race-ethnicity,Majority Non-White
2022,02,110,.1668712,1,race-ethnicity,Majority White
2022,02,122,.1519353,1,race-ethnicity,All
2022,02,122,,3,race-ethnicity,Majority Non-White
2022,02,122,.1499704,1,race-ethnicity,Majority White
2022,02,130,.1724138,1,race-ethnicity,All
2022,02,130,,3,race-ethnicity,Majority Non-White
2022,02,130,.1779449,1,race-ethnicity,Majority White
2022,02,150,.1220238,1,race-ethnicity,All
2022,02,150,,3,race-ethnicity,Majority Non-White
2022,02,150,,3,race-ethnicity,Majority White
2022,02,158,.2295082,1,race-ethnicity,All
2022,02,158,.2295082,1,race-ethnicity,Majority Non-White
2022,02,158,,3,race-ethnicity,Majority White
2022,02,164,,3,race-ethnicity,All
2022,02,164,,3,race-ethnicity,Majority Non-White
2022,02,164,,3,race-ethnicity,Majority White
2022,02,170,.1599453,1,race-ethnicity,All
2022,02,170,,3,race-ethnicity,Majority Non-White
2022,02,170,.1512077,1,race-ethnicity,Majority White
2022,02,180,.1551724,1,race-ethnicity,All
2022,02,180,.1551724,1,race-ethnicity,Majority Non-White
2022,02,180,,3,race-ethnicity,Majority White
2022,02,185,.1858974,1,race-ethnicity,All
2022,02,185,.1870968,1,race-ethnicity,Majority Non-White
2022,02,185,,3,race-ethnicity,Majority White
2022,02,188,.1968504,1,race-ethnicity,All
2022,02,188,.1968504,1,race-ethnicity,Majority Non-White
2022,02,188,,3,race-ethnicity,Majority White
2022,02,195,,3,race-ethnicity,All
2022,02,195,,3,race-ethnicity,Majority Non-White
2022,02,195,,3,race-ethnicity,Majority White
2022,02,198,.1851852,1,race-ethnicity,All
2022,02,198,,3,race-ethnicity,Majority Non-White
2022,02,198,.245283,1,race-ethnicity,Majority White
2022,02,220,.1744681,1,race-ethnicity,All
2022,02,220,,3,race-ethnicity,Majority Non-White
2022,02,220,.1744681,1,race-ethnicity,Majority White
2022,02,240,.1222707,1,race-ethnicity,All
2022,02,240,,3,race-ethnicity,Majority Non-White
2022,02,240,.0860927,1,race-ethnicity,Majority White
2022,02,261,.1312741,1,race-ethnicity,All
2022,02,261,,3,race-ethnicity,Majority Non-White
2022,02,261,.125523,1,race-ethnicity,Majority White
2022,02,282,,3,race-ethnicity,All
2022,02,282,,3,race-ethnicity,Majority Non-White
2022,02,282,,3,race-ethnicity,Majority White
2022,02,290,.1818182,1,race-ethnicity,All
2022,02,290,.1891892,1,race-ethnicity,Majority Non-White
2022,02,290,,3,race-ethnicity,Majority White
2022,04,001,.4554566,1,race-ethnicity,All
2022,04,001,.5210406,1,race-ethnicity,Majority Non-White
2022,04,001,.2773973,1,race-ethnicity,Majority White
2022,04,003,.2394846,1,race-ethnicity,All
2022,04,003,.3127889,1,race-ethnicity,Majority Non-White
2022,04,003,.2099792,1,race-ethnicity,Majority White
2022,04,005,.279448,1,race-ethnicity,All
2022,04,005,.4602649,1,race-ethnicity,Majority Non-White
2022,04,005,.2208613,1,race-ethnicity,Majority White
2022,04,007,.298005,1,race-ethnicity,All
2022,04,007,.5540541,1,race-ethnicity,Majority Non-White
2022,04,007,.231365,1,race-ethnicity,Majority White
2022,04,009,.3545082,1,race-ethnicity,All
2022,04,009,.5986394,1,race-ethnicity,Majority Non-White
2022,04,009,.2898089,1,race-ethnicity,Majority White
2022,04,011,.3957447,1,race-ethnicity,All
2022,04,011,.4857143,1,race-ethnicity,Majority Non-White
2022,04,011,.3552631,1,race-ethnicity,Majority White
2022,04,012,.3032929,1,race-ethnicity,All
2022,04,012,.3113773,1,race-ethnicity,Majority Non-White
2022,04,012,.2842105,1,race-ethnicity,Majority White
2022,04,013,.264425,1,race-ethnicity,All
2022,04,013,.403574,1,race-ethnicity,Majority Non-White
2022,04,013,.190064,1,race-ethnicity,Majority White
2022,04,015,.2922608,1,race-ethnicity,All
2022,04,015,,3,race-ethnicity,Majority Non-White
2022,04,015,.2913927,1,race-ethnicity,Majority White
2022,04,017,.38125,1,race-ethnicity,All
2022,04,017,.5302013,1,race-ethnicity,Majority Non-White
2022,04,017,.2658853,1,race-ethnicity,Majority White
2022,04,019,.2507988,1,race-ethnicity,All
2022,04,019,.3530987,1,race-ethnicity,Majority Non-White
2022,04,019,.1796429,1,race-ethnicity,Majority White
2022,04,021,.2788344,1,race-ethnicity,All
2022,04,021,.3837934,1,race-ethnicity,Majority Non-White
2022,04,021,.2312859,1,race-ethnicity,Majority White
2022,04,023,.271028,1,race-ethnicity,All
2022,04,023,.2955975,1,race-ethnicity,Majority Non-White
2022,04,023,.1442786,1,race-ethnicity,Majority White
2022,04,025,.2209972,1,race-ethnicity,All
2022,04,025,,3,race-ethnicity,Majority Non-White
2022,04,025,.2195366,1,race-ethnicity,Majority White
2022,04,027,.2665177,1,race-ethnicity,All
2022,04,027,.2982697,1,race-ethnicity,Majority Non-White
2022,04,027,.156658,1,race-ethnicity,Majority White
2022,05,001,.3670669,1,race-ethnicity,All
2022,05,001,,3,race-ethnicity,Majority Non-White
2022,05,001,.3708839,1,race-ethnicity,Majority White
2022,05,003,.4324735,1,race-ethnicity,All
2022,05,003,,3,race-ethnicity,Majority Non-White
2022,05,003,.4299674,1,race-ethnicity,Majority White
2022,05,005,.2743823,1,race-ethnicity,All
2022,05,005,,3,race-ethnicity,Majority Non-White
2022,05,005,.2756325,1,race-ethnicity,Majority White
2022,05,007,.2541836,1,race-ethnicity,All
2022,05,007,,3,race-ethnicity,Majority Non-White
2022,05,007,.2575949,1,race-ethnicity,Majority White
2022,05,009,.3077532,1,race-ethnicity,All
2022,05,009,,3,race-ethnicity,Majority Non-White
2022,05,009,.3075658,1,race-ethnicity,Majority White
2022,05,011,.4197531,1,race-ethnicity,All
2022,05,011,,3,race-ethnicity,Majority Non-White
2022,05,011,,3,race-ethnicity,Majority White
2022,05,013,.359375,1,race-ethnicity,All
2022,05,013,,3,race-ethnicity,Majority Non-White
2022,05,013,.3516484,1,race-ethnicity,Majority White
2022,05,015,.3248053,1,race-ethnicity,All
2022,05,015,,3,race-ethnicity,Majority Non-White
2022,05,015,.3248053,1,race-ethnicity,Majority White
2022,05,017,.5460123,1,race-ethnicity,All
2022,05,017,.6097561,1,race-ethnicity,Majority Non-White
2022,05,017,,3,race-ethnicity,Majority White
2022,05,019,.3539683,1,race-ethnicity,All
2022,05,019,,3,race-ethnicity,Majority Non-White
2022,05,019,.3415638,1,race-ethnicity,Majority White
2022,05,021,.4080338,1,race-ethnicity,All
2022,05,021,,3,race-ethnicity,Majority Non-White
2022,05,021,.4080338,1,race-ethnicity,Majority White
2022,05,023,.2793959,1,race-ethnicity,All
2022,05,023,,3,race-ethnicity,Majority Non-White
2022,05,023,.2793959,1,race-ethnicity,Majority White
2022,05,025,.2876712,1,race-ethnicity,All
2022,05,025,,3,race-ethnicity,Majority Non-White
2022,05,025,.2903226,1,race-ethnicity,Majority White
2022,05,027,.4324324,1,race-ethnicity,All
2022,05,027,,3,race-ethnicity,Majority Non-White
2022,05,027,.4368932,1,race-ethnicity,Majority White
2022,05,029,.3435115,1,race-ethnicity,All
2022,05,029,,3,race-ethnicity,Majority Non-White
2022,05,029,.3451464,1,race-ethnicity,Majority White
2022,05,031,.4088714,1,race-ethnicity,All
2022,05,031,,3,race-ethnicity,Majority Non-White
2022,05,031,.4232169,1,race-ethnicity,Majority White
2022,05,033,.3395736,1,race-ethnicity,All
2022,05,033,,3,race-ethnicity,Majority Non-White
2022,05,033,.339267,1,race-ethnicity,Majority White
2022,05,035,.4937376,1,race-ethnicity,All
2022,05,035,.5879575,1,race-ethnicity,Majority Non-White
2022,05,035,,3,race-ethnicity,Majority White
2022,05,037,.4233577,1,race-ethnicity,All
2022,05,037,,3,race-ethnicity,Majority Non-White
2022,05,037,.4097087,1,race-ethnicity,Majority White
2022,05,039,.48,1,race-ethnicity,All
2022,05,039,,3,race-ethnicity,Majority Non-White
2022,05,039,,3,race-ethnicity,Majority White
2022,05,041,.4985337,1,race-ethnicity,All
2022,05,041,.5168539,1,race-ethnicity,Majority Non-White
2022,05,041,,3,race-ethnicity,Majority White
2022,05,043,.4080561,1,race-ethnicity,All
2022,05,043,,3,race-ethnicity,Majority Non-White
2022,05,043,.4221219,1,race-ethnicity,Majority White
2022,05,045,.2866018,1,race-ethnicity,All
2022,05,045,,3,race-ethnicity,Majority Non-White
2022,05,045,.2860262,1,race-ethnicity,Majority White
2022,05,047,.3223819,1,race-ethnicity,All
2022,05,047,,3,race-ethnicity,Majority Non-White
2022,05,047,.3229814,1,race-ethnicity,Majority White
2022,05,049,.3030303,1,race-ethnicity,All
2022,05,049,,3,race-ethnicity,Majority Non-White
2022,05,049,.3027778,1,race-ethnicity,Majority White
2022,05,051,.3323272,1,race-ethnicity,All
2022,05,051,,3,race-ethnicity,Majority Non-White
2022,05,051,.3330224,1,race-ethnicity,Majority White
2022,05,053,.3016158,1,race-ethnicity,All
2022,05,053,,3,race-ethnicity,Majority Non-White
2022,05,053,.2987249,1,race-ethnicity,Majority White
2022,05,055,.4024478,1,race-ethnicity,All
2022,05,055,,3,race-ethnicity,Majority Non-White
2022,05,055,.4040996,1,race-ethnicity,Majority White
2022,05,057,.4375,1,race-ethnicity,All
2022,05,057,,3,race-ethnicity,Majority Non-White
2022,05,057,.3513514,1,race-ethnicity,Majority White
2022,05,059,.3589462,1,race-ethnicity,All
2022,05,059,,3,race-ethnicity,Majority Non-White
2022,05,059,.3593407,1,race-ethnicity,Majority White
2022,05,061,.3418014,1,race-ethnicity,All
2022,05,061,,3,race-ethnicity,Majority Non-White
2022,05,061,.3092783,1,race-ethnicity,Majority White
2022,05,063,.3962873,1,race-ethnicity,All
2022,05,063,,3,race-ethnicity,Majority Non-White
2022,05,063,.3944125,1,race-ethnicity,Majority White
2022,05,065,.3381924,1,race-ethnicity,All
2022,05,065,,3,race-ethnicity,Majority Non-White
2022,05,065,.3343284,1,race-ethnicity,Majority White
2022,05,067,.4596273,1,race-ethnicity,All
2022,05,067,,3,race-ethnicity,Majority Non-White
2022,05,067,.4620253,1,race-ethnicity,Majority White
2022,05,069,.4757136,1,race-ethnicity,All
2022,05,069,.5301961,1,race-ethnicity,Majority Non-White
2022,05,069,.2916667,1,race-ethnicity,Majority White
2022,05,071,.3906706,1,race-ethnicity,All
2022,05,071,,3,race-ethnicity,Majority Non-White
2022,05,071,.3906706,1,race-ethnicity,Majority White
2022,05,073,.4252336,1,race-ethnicity,All
2022,05,073,,3,race-ethnicity,Majority Non-White
2022,05,073,,3,race-ethnicity,Majority White
2022,05,075,.40681,1,race-ethnicity,All
2022,05,075,,3,race-ethnicity,Majority Non-White
2022,05,075,.4082734,1,race-ethnicity,Majority White
2022,05,077,.5258216,1,race-ethnicity,All
2022,05,077,.5574713,1,race-ethnicity,Majority Non-White
2022,05,077,,3,race-ethnicity,Majority White
2022,05,079,.375,1,race-ethnicity,All
2022,05,079,,3,race-ethnicity,Majority Non-White
2022,05,079,.3623188,1,race-ethnicity,Majority White
2022,05,081,.4530831,1,race-ethnicity,All
2022,05,081,,3,race-ethnicity,Majority Non-White
2022,05,081,.4513513,1,race-ethnicity,Majority White
2022,05,083,.3323217,1,race-ethnicity,All
2022,05,083,,3,race-ethnicity,Majority Non-White
2022,05,083,.3323217,1,race-ethnicity,Majority White
2022,05,085,.3081033,1,race-ethnicity,All
2022,05,085,,3,race-ethnicity,Majority Non-White
2022,05,085,.3081502,1,race-ethnicity,Majority White
2022,05,087,.2821159,1,race-ethnicity,All
2022,05,087,,3,race-ethnicity,Majority Non-White
2022,05,087,.2821159,1,race-ethnicity,Majority White
2022,05,089,.3185841,1,race-ethnicity,All
2022,05,089,,3,race-ethnicity,Majority Non-White
2022,05,089,.3185841,1,race-ethnicity,Majority White
2022,05,091,.4875284,1,race-ethnicity,All
2022,05,091,,3,race-ethnicity,Majority Non-White
2022,05,091,.4846154,1,race-ethnicity,Majority White
2022,05,093,.5196983,1,race-ethnicity,All
2022,05,093,,3,race-ethnicity,Majority Non-White
2022,05,093,.4551495,1,race-ethnicity,Majority White
2022,05,095,.3558559,1,race-ethnicity,All
2022,05,095,,3,race-ethnicity,Majority Non-White
2022,05,095,.25,1,race-ethnicity,Majority White
2022,05,097,.3008475,1,race-ethnicity,All
2022,05,097,,3,race-ethnicity,Majority Non-White
2022,05,097,.3008475,1,race-ethnicity,Majority White
2022,05,099,.445,1,race-ethnicity,All
2022,05,099,,3,race-ethnicity,Majority Non-White
2022,05,099,.448718,1,race-ethnicity,Majority White
2022,05,101,.2286996,1,race-ethnicity,All
2022,05,101,,3,race-ethnicity,Majority Non-White
2022,05,101,.2304147,1,race-ethnicity,Majority White
2022,05,103,.4010695,1,race-ethnicity,All
2022,05,103,,3,race-ethnicity,Majority Non-White
2022,05,103,.442623,1,race-ethnicity,Majority White
2022,05,105,.3137255,1,race-ethnicity,All
2022,05,105,,3,race-ethnicity,Majority Non-White
2022,05,105,.3137255,1,race-ethnicity,Majority White
2022,05,107,.5440313,1,race-ethnicity,All
2022,05,107,.588689,1,race-ethnicity,Majority Non-White
2022,05,107,,3,race-ethnicity,Majority White
2022,05,109,.3010753,1,race-ethnicity,All
2022,05,109,,3,race-ethnicity,Majority Non-White
2022,05,109,.3010753,1,race-ethnicity,Majority White
2022,05,111,.5151515,1,race-ethnicity,All
2022,05,111,,3,race-ethnicity,Majority Non-White
2022,05,111,.5165126,1,race-ethnicity,Majority White
2022,05,113,.2928803,1,race-ethnicity,All
2022,05,113,,3,race-ethnicity,Majority Non-White
2022,05,113,.2928803,1,race-ethnicity,Majority White
2022,05,115,.3188688,1,race-ethnicity,All
2022,05,115,,3,race-ethnicity,Majority Non-White
2022,05,115,.3196803,1,race-ethnicity,Majority White
2022,05,117,.3014354,1,race-ethnicity,All
2022,05,117,,3,race-ethnicity,Majority Non-White
2022,05,117,.3058252,1,race-ethnicity,Majority White
2022,05,119,.3541185,1,race-ethnicity,All
2022,05,119,.5513555,1,race-ethnicity,Majority Non-White
2022,05,119,.2459243,1,race-ethnicity,Majority White
2022,05,121,.3780261,1,race-ethnicity,All
2022,05,121,,3,race-ethnicity,Majority Non-White
2022,05,121,.3780261,1,race-ethnicity,Majority White
2022,05,123,.5151033,1,race-ethnicity,All
2022,05,123,.572104,1,race-ethnicity,Majority Non-White
2022,05,123,.3561644,1,race-ethnicity,Majority White
2022,05,125,.2606061,1,race-ethnicity,All
2022,05,125,,3,race-ethnicity,Majority Non-White
2022,05,125,.2577997,1,race-ethnicity,Majority White
2022,05,127,.3956044,1,race-ethnicity,All
2022,05,127,,3,race-ethnicity,Majority Non-White
2022,05,127,.3956044,1,race-ethnicity,Majority White
2022,05,129,.2626263,1,race-ethnicity,All
2022,05,129,,3,race-ethnicity,Majority Non-White
2022,05,129,.2626263,1,race-ethnicity,Majority White
2022,05,131,.3343457,1,race-ethnicity,All
2022,05,131,.4229452,1,race-ethnicity,Majority Non-White
2022,05,131,.3172873,1,race-ethnicity,Majority White
2022,05,133,.3744493,1,race-ethnicity,All
2022,05,133,,3,race-ethnicity,Majority Non-White
2022,05,133,.3433735,1,race-ethnicity,Majority White
2022,05,135,.3913043,1,race-ethnicity,All
2022,05,135,,3,race-ethnicity,Majority Non-White
2022,05,135,.393053,1,race-ethnicity,Majority White
2022,05,137,.3021148,1,race-ethnicity,All
2022,05,137,,3,race-ethnicity,Majority Non-White
2022,05,137,.3021148,1,race-ethnicity,Majority White
2022,05,139,.4162827,1,race-ethnicity,All
2022,05,139,,3,race-ethnicity,Majority Non-White
2022,05,139,.3946188,1,race-ethnicity,Majority White
2022,05,141,.3307292,1,race-ethnicity,All
2022,05,141,,3,race-ethnicity,Majority Non-White
2022,05,141,.3289817,1,race-ethnicity,Majority White
2022,05,143,.2981664,1,race-ethnicity,All
2022,05,143,,3,race-ethnicity,Majority Non-White
2022,05,143,.2739679,1,race-ethnicity,Majority White
2022,05,145,.3118729,1,race-ethnicity,All
