statefip,puma,place,pop20,afact,afact2,products,sum_products,place_pop,puma_flag,small_place
04,00112,65000,53973,0.412,0.2236,0.09212319999999999,0.71355825,241360,2,0
04,00113,65000,21,2e-4,1e-4,2e-8,0.71355825,241360,2,0
04,00117,65000,129,0.0012,5e-4,6e-7,0.71355825,241360,2,0
04,00129,71510,25,2e-4,2e-4,4e-8,0.8615442,143148,1,0
04,00130,71510,9319,0.0742,0.0651,0.00483042,0.8615442,143148,1,0
04,00131,71510,122832,0.9926,0.8581,0.85175006,0.8615442,143148,1,0
04,00134,71510,10972,0.0648,0.0766,0.00496368,0.8615442,143148,1,0
04,00102,73000,1249,0.0087,0.0069,6.002999999999999e-5,0.84654943,180587,1,0
04,00108,73000,61991,0.574,0.3433,0.19705419999999998,0.84654943,180587,1,0
04,00109,73000,117292,0.9999,0.6495,0.64943505,0.84654943,180587,1,0
04,00119,73000,55,5e-4,3e-4,1.5e-7,0.84654943,180587,1,0
04,00201,77000,20184,0.1931,0.0372,0.007183319999999999,0.76997097,542629,1,0
04,00202,77000,47124,0.3627,0.0868,0.03148236,0.76997097,542629,1,0
04,00203,77000,413,0.0034,8e-4,2.72e-6,0.76997097,542629,1,0
04,00204,77000,21078,0.193,0.0388,0.0074884,0.76997097,542629,1,0
04,00205,77000,55027,0.3647,0.1014,0.036980580000000006,0.76997097,542629,1,0
04,00206,77000,101741,0.9809,0.1875,0.18391875,0.76997097,542629,1,0
04,00207,77000,88183,0.8587,0.1625,0.13953875000000002,0.76997097,542629,1,0
04,00208,77000,89471,0.869,0.1649,0.14329809999999998,0.76997097,542629,1,0
04,00209,77000,119408,0.9999,0.2201,0.22007799,0.76997097,542629,1,0
04,00700,85540,95548,0.4686,1,0.4686,0.4686,95548,2,1
05,00200,23290,93949,0.3799,1,0.3799,0.3799,93949,2,1
05,01400,24550,89142,0.4745,1,0.4745,0.4745,89142,2,1
05,00500,35710,78486,0.3993,0.9989,0.39886077,0.39886175999999995,78576,2,1
05,00600,35710,90,9e-4,0.0011,9.9e-7,0.39886175999999995,78576,2,1
05,00900,41000,16382,0.0777,0.0809,0.00628593,0.91086415,202591,1,0
05,01000,41000,186209,0.9842,0.9191,0.90457822,0.91086415,202591,1,0
05,00100,66080,8936,0.0316,0.1062,0.0033559200000000005,0.27524988000000006,84161,3,1
05,00200,66080,75225,0.3042,0.8938,0.27189396000000005,0.27524988000000006,84161,3,1
06,00102,00562,128,7e-4,0.0016,1.12e-6,0.44868208000000004,78280,2,1
06,00105,00562,78152,0.4494,0.9984,0.44868096,0.44868208000000004,78280,2,1
06,03717,00884,249,0.0013,0.003,3.9e-6,0.7104661,82868,2,1
06,03736,00884,82619,0.7126,0.997,0.7104622,0.7104661,82868,2,1
06,05905,02000,12107,0.0519,0.0349,0.00181131,0.79503021,346824,1,0
06,05906,02000,5554,0.029,0.016,4.6400000000000006e-4,0.79503021,346824,1,0
06,05907,02000,5638,0.0286,0.0163,4.6617999999999996e-4,0.79503021,346824,1,0
06,05908,02000,2732,0.0146,0.0079,1.1534000000000002e-4,0.79503021,346824,1,0
06,05909,02000,124993,0.8468,0.3604,0.30518672,0.79503021,346824,1,0
06,05910,02000,181929,0.9258,0.5246,0.4856746799999999,0.79503021,346824,1,0
06,05911,02000,2011,0.0143,0.0058,8.294e-5,0.79503021,346824,1,0
06,05912,02000,6316,0.0372,0.0182,6.7704e-4,0.79503021,346824,1,0
06,05913,02000,5544,0.0345,0.016,5.520000000000001e-4,0.79503021,346824,1,0
06,01307,02252,1691,0.0123,0.0147,1.8081e-4,0.9218404099999999,115291,1,0
06,01308,02252,113577,0.9356,0.9851,0.9216595599999999,0.9218404099999999,115291,1,0
06,01309,02252,23,2e-4,2e-4,4e-8,0.9218404099999999,115291,1,0
06,07101,02364,43,3e-4,6e-4,1.7999999999999997e-7,0.40371922000000005,75791,2,1
06,07102,02364,722,0.0038,0.0095,3.6099999999999997e-5,0.40371922000000005,75791,2,1
06,07103,02364,74769,0.4092,0.9865,0.40367580000000003,0.40371922000000005,75791,2,1
06,07104,02364,257,0.0021,0.0034,7.139999999999999e-6,0.40371922000000005,75791,2,1
06,02901,03526,25014,0.1214,0.062,0.007526799999999999,0.73653105,403455,2,0
06,02902,03526,210861,0.9238,0.5226,0.48277787999999994,0.73653105,403455,2,0
06,02903,03526,97907,0.5814,0.2427,0.14110578000000001,0.73653105,403455,2,0
06,02904,03526,69498,0.6101,0.1723,0.10512023,0.73653105,403455,2,0
06,02905,03526,175,9e-4,4e-4,3.6e-7,0.73653105,403455,2,0
06,03755,04982,13912,0.1169,0.1757,0.02053933,0.47019498000000004,79190,2,1
06,03756,04982,65278,0.5455,0.8243,0.44965565,0.47019498000000004,79190,2,1
06,00101,06000,121722,0.8375,0.9791,0.81999625,0.82019741,124321,1,0
06,00102,06000,972,0.0053,0.0078,4.134e-5,0.82019741,124321,1,0
06,00103,06000,1627,0.0122,0.0131,1.5982000000000002e-4,0.82019741,124321,1,0
06,05907,08786,1917,0.0097,0.0228,2.2116e-4,0.34265211999999995,84034,3,1
06,05908,08786,72485,0.3883,0.8626,0.33494757999999997,0.34265211999999995,84034,3,1
06,05909,08786,9632,0.0653,0.1146,0.0074833799999999995,0.34265211999999995,84034,3,1
06,03719,08954,1100,0.0056,0.0102,5.712e-5,0.8597974,107337,1,1
06,03720,08954,106237,0.8686,0.9898,0.85974028,0.8597974,107337,1,1
06,07301,11194,878,0.0044,0.0077,3.388e-5,0.7740621400000001,114746,1,0
06,07304,11194,104475,0.8454,0.9105,0.7697367,0.7740621400000001,114746,1,0
06,07309,11194,9393,0.0524,0.0819,0.00429156,0.7740621400000001,114746,1,0
06,03757,11530,597,0.0037,0.0062,2.294e-5,0.7884365200000001,95558,1,1
06,03762,11530,93790,0.8032,0.9815,0.7883408000000001,0.7884365200000001,95558,1,1
06,03763,11530,53,4e-4,6e-4,2.4e-7,0.7884365200000001,95558,1,1
06,03767,11530,1118,0.0062,0.0117,7.254e-5,0.7884365200000001,95558,1,1
06,00701,13014,101475,0.8143,1,0.8143,0.8143,101475,1,1
06,07113,13210,5852,0.0336,0.064,0.0021504,0.454332,91403,2,1
06,07114,13210,85551,0.4831,0.936,0.4521816,0.454332,91403,2,1
06,03714,13214,140,0.0013,0.0018,2.3399999999999996e-6,0.43965932999999996,78411,2,1
06,05906,13214,136,7e-4,0.0017,1.1899999999999998e-6,0.43965932999999996,78411,2,1
06,07114,13214,78135,0.4412,0.9965,0.4396558,0.43965932999999996,78411,2,1
06,07318,13392,507,0.0033,0.0018,5.94e-6,0.80196171,275487,1,0
06,07319,13392,3868,0.0282,0.014,3.948e-4,0.80196171,275487,1,0
06,07320,13392,150696,0.9282,0.547,0.5077254000000001,0.80196171,275487,1,0
06,07321,13392,120321,0.6727,0.4368,0.29383536,0.80196171,275487,1,0
06,07322,13392,95,7e-4,3e-4,2.0999999999999997e-7,0.80196171,275487,1,0
06,06701,13588,87053,0.7827,0.9939,0.77792553,0.77794871,87583,1,1
06,06704,13588,530,0.0038,0.0061,2.318e-5,0.77794871,87583,1,1
06,01903,14218,2480,0.0224,0.0206,4.6144000000000003e-4,0.8896587000000001,120124,1,0
06,01906,14218,117644,0.9079,0.9794,0.8891972600000001,0.8896587000000001,120124,1,0
06,03752,15044,642,0.0039,0.0067,2.613e-5,0.5870664299999999,95740,2,1
06,03757,15044,95098,0.591,0.9933,0.5870403,0.5870664299999999,95740,2,1
06,01303,16000,36610,0.2687,0.2919,0.07843353,0.34315132,125410,3,0
06,01306,16000,54319,0.4519,0.4331,0.19571789,0.34315132,125410,3,0
06,01307,16000,34481,0.251,0.2749,0.06899989999999999,0.34315132,125410,3,0
06,06509,16350,2489,0.0187,0.0158,2.9546000000000005e-4,0.68595358,157136,2,0
06,06512,16350,36627,0.3431,0.2331,0.07997661,0.68595358,157136,2,0
06,06513,16350,118004,0.8065,0.751,0.6056815,0.68595358,157136,2,0
06,06514,16350,16,1e-4,1e-4,1e-8,0.68595358,157136,2,0
06,05903,16532,315,0.0015,0.0028,4.2000000000000004e-6,0.61071394,111918,2,0
06,05904,16532,390,0.0015,0.0035,5.2500000000000006e-6,0.61071394,111918,2,0
06,05916,16532,27,2e-4,2e-4,4e-8,0.61071394,111918,2,0
06,05918,16532,111186,0.6147,0.9935,0.6107044500000001,0.61071394,111918,2,0
06,07507,17918,213,0.0019,0.002,3.8e-6,0.61952892,104901,2,1
06,08101,17918,95683,0.6724,0.9121,0.61329604,0.61952892,104901,2,1
06,08102,17918,9005,0.0726,0.0858,0.00622908,0.61952892,104901,2,1
06,03753,19766,112920,1,0.9875,0.9875,0.9876512500000001,114355,1,0
06,03755,19766,1435,0.0121,0.0125,1.5125000000000002e-4,0.9876512500000001,114355,1,0
06,07307,21712,1764,0.0157,0.0166,2.6062e-4,0.5368997400000001,106215,2,1
06,07313,21712,103762,0.5493,0.9769,0.53661117,0.5368997400000001,106215,2,1
06,07314,21712,689,0.0043,0.0065,2.795e-5,0.5368997400000001,106215,2,1
06,06709,22020,269,0.0018,0.0015,2.7e-6,0.91442906,176124,1,0
06,06710,22020,161090,0.9892,0.9146,0.90472232,0.91442906,176124,1,0
06,06711,22020,14765,0.1158,0.0838,0.00970404,0.91442906,176124,1,0
06,03717,22230,986,0.0052,0.009,4.679999999999999e-5,0.8381485500000001,109450,1,1
06,03737,22230,385,0.003,0.0035,1.0500000000000001e-5,0.8381485500000001,109450,1,1
06,03738,22230,108079,0.8487,0.9875,0.8380912500000001,0.8381485500000001,109450,1,1
06,07302,22804,8,1e-4,1e-4,1e-8,0.76391189,151038,1,0
06,07305,22804,24490,0.1892,0.1621,0.03066932,0.76391189,151038,1,0
06,07306,22804,126540,0.8752,0.8378,0.73324256,0.76391189,151038,1,0
06,09502,23182,119869,0.7758,0.9999,0.77572242,0.7757224300000001,119881,1,0
06,09503,23182,12,1e-4,1e-4,1e-8,0.7757224300000001,119881,1,0
06,06712,24638,80454,0.6776,1,0.6776,0.6776,80454,2,1
06,07104,24680,44,4e-4,2e-4,8e-8,0.80050107,208393,1,0
06,07109,24680,11438,0.0991,0.0549,0.0054405899999999995,0.80050107,208393,1,0
06,07110,24680,97595,0.8817,0.4683,0.41290011,0.80050107,208393,1,0
06,07111,24680,899,0.0052,0.0043,2.236e-5,0.80050107,208393,1,0
06,07115,24680,98417,0.8091,0.4723,0.38213793,0.80050107,208393,1,0
06,00108,26000,29220,0.2053,0.1268,0.02603204,0.8807630900000001,230504,1,0
06,00109,26000,199529,0.98740000000000006,0.8656,0.8546934400000001,0.8807630900000001,230504,1,0
06,00110,26000,1378,0.0056,0.006,3.3600000000000004e-5,0.8807630900000001,230504,1,0
06,08502,26000,15,1e-4,1e-4,1e-8,0.8807630900000001,230504,1,0
06,08504,26000,362,0.0025,0.0016,4.000000000000001e-6,0.8807630900000001,230504,1,0
06,01901,27000,20,1e-4,0,0,0.89328656,542107,1,0
06,01902,27000,177084,0.9308,0.3267,0.30409236,0.89328656,542107,1,0
06,01903,27000,93600,0.8459,0.1727,0.14608693,0.89328656,542107,1,0
06,01904,27000,163723,0.9054,0.302,0.2734308,0.89328656,542107,1,0
06,01905,27000,103476,0.8875,0.1909,0.16942374999999998,0.89328656,542107,1,0
06,01906,27000,4204,0.0324,0.0078,2.5271999999999995e-4,0.89328656,542107,1,0
06,03754,28000,210,0.0015,0.0015,2.25e-6,0.70550924,143617,2,0
06,05906,28000,1598,0.0083,0.0111,9.213e-5,0.70550924,143617,2,0
06,05907,28000,141438,0.7163,0.9848,0.70541224,0.70550924,143617,2,0
06,05908,28000,228,0.0012,0.0016,1.92e-6,0.70550924,143617,2,0
06,05910,28000,143,7e-4,0.001,7e-7,0.70550924,143617,2,0
06,05908,29000,203,0.0011,0.0012,1.32e-6,0.7924470299999999,171949,1,0
06,05909,29000,867,0.0059,0.005,2.95e-5,0.7924470299999999,171949,1,0
06,05912,29000,19390,0.1142,0.1128,0.012881759999999999,0.7924470299999999,171949,1,0
06,05913,29000,146585,0.9133,0.8525,0.77858825,0.7924470299999999,171949,1,0
06,05916,29000,4904,0.0332,0.0285,9.462e-4,0.7924470299999999,171949,1,0
06,03708,30000,47,3e-4,2e-4,6e-8,0.98185454,196543,1,0
06,03709,30000,1014,0.0091,0.0052,4.732e-5,0.98185454,196543,1,0
06,03719,30000,194626,0.9915,0.9902,0.9817833,0.98185454,196543,1,0
06,03720,30000,754,0.0062,0.0038,2.3559999999999998e-5,0.98185454,196543,1,0
06,03735,30000,102,6e-4,5e-4,3e-7,0.98185454,196543,1,0
06,03749,32548,108,0.001,0.0012,1.2e-6,0.71964077,88083,2,1
06,03758,32548,2637,0.0167,0.0299,4.9933e-4,0.71964077,88083,2,1
06,03759,32548,85338,0.7423,0.9688,0.71914024,0.71964077,88083,2,1
06,00106,33000,10345,0.0702,0.0635,0.0044577,0.87213202,162949,1,0
06,00107,33000,152493,0.9272,0.9358,0.86767376,0.87213202,162949,1,0
06,00108,33000,111,8e-4,7e-4,5.6e-7,0.87213202,162949,1,0
06,06506,33182,82969,0.4806,0.9236,0.44388216,0.44688468000000003,89833,2,1
06,06507,33182,6864,0.0393,0.0764,0.00300252,0.44688468000000003,89833,2,1
06,07102,33434,878,0.0046,0.0088,4.048e-5,0.53662203,99818,2,1
06,07103,33434,98926,0.5414,0.9911,0.53658154,0.53662203,99818,2,1
06,07104,33434,14,1e-4,1e-4,1e-8,0.53662203,99818,2,1
06,05908,36000,138,7e-4,7e-4,4.9e-7,0.94740509,198711,1,0
06,05912,36000,6031,0.0355,0.0304,0.0010792,0.94740509,198711,1,0
06,05914,36000,192542,0.9766,0.969,0.9463254,0.94740509,198711,1,0
06,06501,36448,88569,0.4748,0.9936,0.47176128,0.47178432,89137,2,1
06,06515,36448,568,0.0036,0.0064,2.304e-5,0.47178432,89137,2,1
06,03748,36546,257,0.0013,0.0024,3.1199999999999998e-6,0.9517010499999998,107762,1,1
06,03749,36546,107040,0.9581,0.9933,0.9516807299999999,0.9517010499999998,107762,1,1
06,03759,36546,465,0.004,0.0043,1.72e-5,0.9517010499999998,107762,1,1
06,05903,36770,18635,0.087,0.0606,0.0052721999999999995,0.7317756,307670,2,0
06,05904,36770,238417,0.8915,0.7749,0.69082335,0.7317756,307670,2,0
06,05905,36770,50618,0.2169,0.1645,0.035680050000000005,0.7317756,307670,2,0
06,06514,37692,105045,0.6,0.9999,0.59994,0.59994,105045,2,1
06,05902,39496,2563,0.0239,0.0299,7.146100000000001e-4,0.25899068000000003,85858,3,1
06,05904,39496,12273,0.0459,0.1429,0.006559110000000001,0.25899068000000003,85858,3,1
06,05905,39496,71022,0.3043,0.8272,0.25171696000000005,0.25899068000000003,85858,3,1
06,03763,39892,1009,0.0069,0.0122,8.418000000000001e-5,0.49194674,82496,2,1
06,03764,39892,80698,0.5028,0.9782,0.49183896,0.49194674,82496,2,1
06,03765,39892,374,0.0028,0.0045,1.26e-5,0.49194674,82496,2,1
06,05908,39892,415,0.0022,0.005,1.1000000000000001e-5,0.49194674,82496,2,1
06,03701,40130,4046,0.0286,0.0233,6.6638e-4,0.8947354599999999,173516,1,0
06,03703,40130,167554,0.9258,0.9656,0.8939524799999999,0.8947354599999999,173516,1,0
06,03704,40130,1916,0.0106,0.011,1.1659999999999999e-4,0.8947354599999999,173516,1,0
06,00110,41992,87955,0.3568,1,0.3568,0.3568,87955,2,1
06,03756,43000,612,0.0051,0.0013,6.63e-6,0.96845583,466742,1,0
06,03762,43000,20,2e-4,0,0,0.96845583,466742,1,0
06,03763,43000,144674,0.9927,0.31,0.307737,0.96845583,466742,1,0
06,03765,43000,132658,0.9849,0.2842,0.27990858,0.96845583,466742,1,0
06,03766,43000,102257,1,0.2191,0.2191,0.96845583,466742,1,0
06,03769,43000,85895,0.8788,0.184,0.16169920000000002,0.96845583,466742,1,0
06,05908,43000,626,0.0034,0.0013,4.419999999999999e-6,0.96845583,466742,1,0
06,03701,44000,366,0.0026,1e-4,2.6e-7,0.96024611,3898743,1,0
06,03705,44000,177373,0.9887,0.0455,0.04498585,0.96024611,3898743,1,0
06,03706,44000,143024,0.9997,0.0367,0.036688990000000005,0.96024611,3898743,1,0
06,03707,44000,123797,0.8313,0.0318,0.02643534,0.96024611,3898743,1,0
06,03708,44000,137084,0.9997,0.0352,0.03518944,0.96024611,3898743,1,0
06,03719,44000,99,5e-4,0,0,0.96024611,3898743,1,0
06,03720,44000,15318,0.1252,0.0039,4.8828e-4,0.96024611,3898743,1,0
06,03721,44000,135948,1,0.0349,0.0349,0.96024611,3898743,1,0
06,03722,44000,166269,1,0.0426,0.0426,0.96024611,3898743,1,0
06,03723,44000,142813,1,0.0366,0.0366,0.96024611,3898743,1,0
06,03724,44000,174337,1,0.0447,0.0447,0.96024611,3898743,1,0
06,03725,44000,179848,0.9956,0.0461,0.045897160000000006,0.96024611,3898743,1,0
06,03726,44000,15827,0.1608,0.0041,6.5928e-4,0.96024611,3898743,1,0
06,03727,44000,159039,0.9989,0.0408,0.040755120000000006,0.96024611,3898743,1,0
06,03728,44000,14055,0.1313,0.0036,4.7268e-4,0.96024611,3898743,1,0
06,03729,44000,207279,0.9943,0.0532,0.052896759999999994,0.96024611,3898743,1,0
06,03730,44000,167704,1,0.043,0.043,0.96024611,3898743,1,0
06,03731,44000,41252,0.3762,0.0106,0.00398772,0.96024611,3898743,1,0
06,03732,44000,172343,1,0.0442,0.0442,0.96024611,3898743,1,0
06,03733,44000,113324,1,0.0291,0.0291,0.96024611,3898743,1,0
06,03734,44000,192514,1,0.0494,0.0494,0.96024611,3898743,1,0
06,03735,44000,182989,0.9966,0.0469,0.04674054,0.96024611,3898743,1,0
06,03736,44000,6051,0.0522,0.0016,8.352000000000001e-5,0.96024611,3898743,1,0
06,03744,44000,190188,1,0.0488,0.0488,0.96024611,3898743,1,0
06,03745,44000,121879,1,0.0313,0.0313,0.96024611,3898743,1,0
06,03746,44000,109171,1,0.028,0.028,0.96024611,3898743,1,0
06,03747,44000,158958,1,0.0408,0.0408,0.96024611,3898743,1,0
06,03748,44000,123791,0.6352,0.0318,0.02019936,0.96024611,3898743,1,0
06,03750,44000,178552,1,0.0458,0.0458,0.96024611,3898743,1,0
06,03751,44000,158027,1,0.0405,0.0405,0.96024611,3898743,1,0
06,03757,44000,38,2e-4,0,0,0.96024611,3898743,1,0
06,03758,44000,11405,0.0721,0.0029,2.0908999999999996e-4,0.96024611,3898743,1,0
06,03762,44000,97,8e-4,0,0,0.96024611,3898743,1,0
06,03767,44000,177867,0.9837,0.0456,0.04485672,0.96024611,3898743,1,0
06,03768,44000,117,0.001,0,0,0.96024611,3898743,1,0
06,07703,45484,83243,0.3374,0.9969,0.33635405999999995,0.33635839999999995,83498,3,1
06,07704,45484,255,0.0014,0.0031,4.34e-6,0.33635839999999995,83498,3,1
06,06504,46842,1944,0.0133,0.019,2.5269999999999996e-4,0.43021499999999996,102527,2,1
06,06505,46842,99026,0.445,0.9659,0.42982549999999997,0.43021499999999996,102527,2,1
06,06506,46842,1557,0.009,0.0152,1.368e-4,0.43021499999999996,102527,2,1
06,04701,46898,11,1e-4,1e-4,1e-8,0.5238476200000001,86333,2,1
06,04702,46898,86322,0.5239,0.9999,0.52384761,0.5238476200000001,86333,2,1
06,08503,47766,1639,0.0104,0.0204,2.1216e-4,0.53242884,80272,2,1
06,08504,47766,78633,0.5433,0.9796,0.53221668,0.53242884,80272,2,1
06,05902,48256,88564,0.8243,0.9457,0.77954051,0.78039453,93653,1,1
06,05905,48256,2765,0.0118,0.0295,3.4809999999999995e-4,0.78039453,93653,1,1
06,05915,48256,2324,0.0204,0.0248,5.0592e-4,0.78039453,93653,1,1
06,09901,48354,20,2e-4,1e-4,2e-8,0.9005947099999999,218464,1,0
06,09902,48354,104321,0.8286,0.4775,0.39565649999999997,0.9005947099999999,218464,1,0
06,09903,48354,1018,0.0054,0.0047,2.538e-5,0.9005947099999999,218464,1,0
06,09904,48354,113105,0.9753,0.5177,0.50491281,0.9005947099999999,218464,1,0
06,06508,49270,195822,0.9894,0.9386,0.92865084,0.9337163399999999,208634,1,0
06,06510,49270,12812,0.0825,0.0614,0.0050655000000000006,0.9337163399999999,208634,1,0
06,08501,49670,82166,0.3708,0.9975,0.36987300000000006,0.3698762500000001,82376,2,1
06,08502,49670,210,0.0013,0.0025,3.25e-6,0.3698762500000001,82376,2,1
06,06503,50076,10617,0.0758,0.0957,0.00725406,0.6275134299999999,110949,2,0
06,06504,50076,100332,0.6859,0.9043,0.62025937,0.6275134299999999,110949,2,0
06,05500,50258,79246,0.5677,1,0.5677,0.5677,79246,2,1
06,05903,51182,71965,0.3359,0.8443,0.28360037,0.29453793,85239,3,1
06,05904,51182,206,8e-4,0.0024,1.92e-6,0.29453793,85239,3,1
06,05914,51182,89,5e-4,0.001,5e-7,0.29453793,85239,3,1
06,05918,51182,12979,0.0718,0.1523,0.01093514,0.29453793,85239,3,1
06,03755,52526,102773,0.8635,1,0.8635,0.8635,102773,1,1
06,00101,53000,2042,0.014,0.0046,6.440000000000001e-5,0.9162854800000001,440646,1,0
06,00102,53000,170293,0.924,0.3865,0.357126,0.9162854800000001,440646,1,0
06,00103,53000,120570,0.9019,0.2736,0.24675984,0.9162854800000001,440646,1,0
06,00104,53000,139823,0.9828,0.3173,0.31184244000000005,0.9162854800000001,440646,1,0
06,00105,53000,5925,0.0341,0.0134,4.5693999999999997e-4,0.9162854800000001,440646,1,0
06,00106,53000,775,0.0053,0.0018,9.54e-6,0.9162854800000001,440646,1,0
