year,state,county,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,housing_quality
2021,05,003,1.7869271024,1.7763607147,1.775483707,2
2021,05,005,1.7537582767,1.8863717785,1.9123226651,2
2021,05,007,2.1262578368,2.1364435294,2.2031225483,1
2021,05,009,1.7537582568,1.8863717604,1.9123226539,2
2021,05,011,1.7869270773,1.7763607184,1.7754837289,2
2021,05,013,1.8906653979,1.7609931275,1.7272488641,2
2021,05,015,1.6988663685,1.9256202513,1.9123226229,2
2021,05,017,1.7869271217,1.7763607975,1.7754838077,2
2021,05,019,1.7235176159,1.7334110668,1.8617939067,2
2021,05,021,1.7101534287,1.5542022318,1.5354541326,2
2021,05,023,1.5500780358,1.6668679471,1.6991968692,2
2021,05,025,1.7807879476,1.8160417103,1.7754838291,2
2021,05,027,1.8706801215,1.7588348132,1.7272488003,2
2021,05,029,1.7828085919,1.8448410555,1.8472301324,2
2021,05,031,1.7080485511,1.5970945907,1.5263935892,2
2021,05,033,1.8256051755,1.8099470513,1.7464513226,2
2021,05,035,1.5242803287,1.6631426956,1.438094472,2
2021,05,037,1.6708800893,1.7701412337,1.8061435095,2
2021,05,039,1.8706801399,1.7588348595,1.7272488492,2
2021,05,041,1.7869271133,1.7763608019,1.7754837997,2
2021,05,043,1.7542044173,1.8126570267,1.7754837986,2
2021,05,045,1.6894809532,1.4972604939,1.3632791125,2
2021,05,047,1.8890880517,2.0436455296,2.0394277381,2
2021,05,049,1.550569394,1.6645023445,1.6991968637,2
2021,05,051,1.7225378361,1.7608831185,1.8617938836,2
2021,05,053,1.9329440734,1.9281609687,1.6342603312,2
2021,05,055,1.7013268478,1.5885501827,1.5354541364,2
2021,05,057,1.5594057189,1.7584324655,1.7586683682,2
2021,05,059,1.8370126007,1.8305180592,1.8617938364,2
2021,05,061,1.8890880583,2.043645563,2.0394277739,2
2021,05,063,1.557332261,1.7136863862,1.6991968417,2
2021,05,065,1.5505693788,1.664502293,1.6991968257,2
2021,05,067,1.9528476191,1.911549914,1.9264592714,2
2021,05,069,1.9514234188,1.6905350362,1.6342602809,2
2021,05,071,1.8032731969,1.8315354848,1.8472301421,2
2021,05,073,1.5594057201,1.7584325107,1.7586684149,2
2021,05,075,1.7101534089,1.5542022159,1.5354541173,2
2021,05,077,1.6539581499,1.7605925222,1.8061435174,2
2021,05,079,1.7807878885,1.8160415864,1.7754837322,2
2021,05,081,1.5792524121,1.8139722421,1.7586685044,2
2021,05,083,1.8890880672,2.0436455729,2.0394278024,2
2021,05,085,1.6894809738,1.4972605488,1.3632791494,2
2021,05,087,1.4777052064,1.8135842499,1.9123227054,2
2021,05,089,1.753758239,1.8863717295,1.9123226111,2
2021,05,091,1.5631613546,1.7508334846,1.758668485,2
2021,05,093,1.6892914214,1.4632250612,1.4380944452,2
2021,05,095,1.6539581979,1.7605925399,1.8061435486,2
2021,05,097,1.8378360056,1.8724068137,1.8617938302,2
2021,05,099,1.5594057014,1.758432411,1.7586683142,2
2021,05,101,1.753758239,1.8863717295,1.9123226111,2
2021,05,103,1.8706801276,1.7588348467,1.7272488356,2
2021,05,105,1.5409449309,1.8718126475,1.8472302194,2
2021,05,107,1.6539582178,1.7605925823,1.806143588,2
2021,05,109,1.5594057091,1.7584324622,1.7586683721,2
2021,05,111,1.6539581939,1.7605925441,1.8061435455,2
2021,05,113,1.8890880476,2.0436455925,2.0394278117,2
2021,05,115,1.8032732091,1.8315354844,1.8472301431,2
2021,05,117,1.9528475938,1.9115499371,1.9264592871,2
2021,05,119,1.5124507666,1.3597892047,1.0513039448,1
2021,05,121,1.7101534306,1.5542022415,1.5354541417,2
2021,05,123,1.6539581805,1.7605925599,1.8061435666,2
2021,05,125,1.8701539966,2.2686403509,1.7004281346,1
2021,05,127,1.8890880867,2.043645644,2.0394278545,2
2021,05,129,1.7537582961,1.886371798,1.9123226919,2
2021,05,131,1.825605131,1.809946962,1.7464512401,2
2021,05,133,1.8566494579,2.0743578658,2.0394277775,2
2021,05,135,1.5505693988,1.6645023056,1.6991968211,2
2021,05,137,1.5505693994,1.6645022809,1.699196809,2
2021,05,139,1.9141334622,1.7906336309,1.7272488709,2
2021,05,141,1.5505693884,1.6645023476,1.6991968573,2
2021,05,143,1.7874437392,1.6392933959,1.2956114009,1
2021,05,145,1.8871902598,1.9799780106,1.9264593169,2
2021,05,147,1.9528476272,1.9115499716,1.9264593398,2
2021,05,149,1.8032732271,1.8315355124,1.8472301816,2
2021,06,001,1.3138146849,1.1167085053,0.991808585,1
2021,06,003,1.3202016383,1.3544958572,1.2712688775,2
2021,06,005,1.2942755872,1.4267952398,1.2712688431,2
2021,06,007,1.4166159729,1.18912276,1.046524128,1
2021,06,009,1.3329541646,1.3693403451,1.2712688952,2
2021,06,011,1.3997516261,1.1961635128,1.0163039418,2
2021,06,013,1.2798626453,1.0627762066,0.9767764204,1
2021,06,015,1.4325893429,1.5066051713,1.4613583462,2
2021,06,017,1.3265600825,1.2956270329,0.9673593151,1
2021,06,019,1.3646370925,1.046797508,0.8738192011,1
2021,06,021,1.3997516051,1.1961635261,1.0163039462,2
2021,06,023,1.098638292,0.8898253056,0.8736778023,1
2021,06,025,1.2731813078,1.2163217251,1.0578873459,1
2021,06,027,1.2761060036,1.4766891486,1.2712688584,2
2021,06,029,1.2438260539,1.0516477528,0.847661169,1
2021,06,031,1.3942603902,1.0538386611,0.897954272,1
2021,06,033,1.2753840415,1.1194994283,1.0538645191,2
2021,06,035,1.399387863,1.5206116495,1.4613583484,2
2021,06,037,1.166280148,0.8972124771,0.6594121351,1
2021,06,039,1.2356100926,0.9372108895,0.8745955486,1
2021,06,041,1.1878282464,1.1117985612,0.86038897,1
2021,06,043,1.2894375188,1.4088605667,1.2712689049,2
2021,06,045,1.297270146,1.1136776872,1.0538644764,2
2021,06,047,1.2258191229,1.0010531119,0.917642632,1
2021,06,049,1.4325893466,1.5066051343,1.4613582597,2
2021,06,051,1.3071601967,1.367332433,1.2712689532,2
2021,06,053,1.177641057,0.9739318112,1.1654518728,1
2021,06,055,1.2167254112,1.0958734705,1.0692991338,1
2021,06,057,1.118654321,0.9521252553,0.7964386349,1
2021,06,059,1.2391001325,0.9842896289,0.8770259671,1
2021,06,061,1.2459818687,1.1559975889,1.0986259708,1
2021,06,063,1.4111243497,1.5355597884,1.4613583116,2
2021,06,065,1.1331262839,1.0106284209,0.9787662674,1
2021,06,067,1.3057666097,1.0694724649,0.9099330824,1
2021,06,069,1.2666702884,1.3155218789,1.1469986616,2
2021,06,071,1.184982426,1.0033255202,0.9413041289,1
2021,06,073,1.2170391703,0.9043118877,0.7406168775,1
2021,06,075,1.3764833174,1.2583642204,1.0514515518,1
2021,06,077,1.2688225803,1.0953715909,1.0160073547,1
2021,06,079,1.1473701836,1.0526251675,1.0079897045,1
2021,06,081,1.2994141505,1.1789148352,0.9523226042,1
2021,06,083,1.2115601352,1.0069034608,0.8134941073,1
2021,06,085,1.4060981447,1.1678554834,1.0652967177,1
2021,06,087,1.2100864065,1.1222883352,1.1888248611,1
2021,06,089,1.3403462051,1.1929731808,0.8898745406,1
2021,06,091,1.1025627393,0.9447040552,0.8256868618,2
2021,06,093,1.4325893654,1.5066051919,1.4613583848,2
2021,06,095,1.0763274641,0.9068402018,0.9154664997,1
2021,06,097,1.1908184436,1.0129227851,0.9776051741,1
2021,06,099,1.3022597594,1.131071174,1.0256944912,1
2021,06,101,1.3840284928,1.326708481,1.0105987165,2
2021,06,103,1.3997516063,1.1961634743,1.0163038772,2
2021,06,105,1.3997516017,1.1961634664,1.0163039092,2
2021,06,107,1.3424980816,1.2145664006,1.1410515343,1
2021,06,109,1.285591829,1.4291672834,1.2712689853,2
2021,06,111,1.1865836203,1.0446921028,0.9928206903,1
2021,06,113,1.200326499,1.0197117701,0.8632570659,1
2021,06,115,1.3840284938,1.3267085,1.0105987061,2
2021,08,001,1.3893716394,1.024569659,1.1212656811,1
2021,08,003,1.6016071615,2.0244025389,2.1871430177,2
2021,08,005,1.4061862667,1.1067962578,1.0747369739,1
2021,08,007,1.4374308684,1.5379978802,1.6997766552,2
2021,08,009,1.6016071477,2.0244025691,2.187143056,2
2021,08,011,1.4921776273,1.5343903883,1.5949522988,2
2021,08,013,1.381862959,1.1618110003,1.1256610306,2
2021,08,014,1.5913644502,1.287650229,1.5796862305,2
2021,08,015,1.5185111908,1.8057933585,1.8194760619,2
2021,08,017,1.4777772915,1.5216263809,1.5949522885,2
2021,08,019,1.5952175463,1.6087123512,1.5264448172,2
2021,08,021,1.6016071455,2.0244024565,2.1871429073,2
2021,08,023,1.6016071695,2.0244025403,2.187142971,2
2021,08,025,1.4921776551,1.5343903888,1.5949522899,2
2021,08,027,1.5185112431,1.8057933573,1.8194761499,2
2021,08,029,1.4811375273,1.6156283382,1.8244189728,2
2021,08,031,1.3673275274,1.0258200701,0.8203112108,1
2021,08,033,1.4374308571,1.5379978576,1.6997765588,2
2021,08,035,1.7876549284,1.5534780487,2.1097140626,1
2021,08,037,1.4405283798,1.4608649511,1.4573133801,2
2021,08,039,1.7756936192,1.5687774103,2.0512024859,2
2021,08,041,1.3326467183,1.2936399645,1.3851298696,1
2021,08,043,1.5185112172,1.8057933432,1.8194761321,2
2021,08,045,1.4469647979,1.3615235156,1.7434506267,2
2021,08,047,1.5952176171,1.6087124571,1.5264449464,2
2021,08,049,1.4259702348,1.4263243288,1.5325024147,2
2021,08,051,1.4452860334,1.545301832,1.6997766588,2
2021,08,053,1.4374308754,1.5379978766,1.6997765836,2
2021,08,055,1.5185112179,1.8057933704,1.8194761229,2
2021,08,057,1.4167494648,1.3092562698,1.5325024059,2
2021,08,059,1.4670603274,1.2100605547,1.3233430379,1
2021,08,061,1.4921776255,1.5343903723,1.5949522849,2
2021,08,063,1.4921776175,1.53439036,1.5949522886,2
2021,08,065,1.51851122,1.8057933855,1.819476105,2
2021,08,067,1.444832774,1.4949689891,1.6997766251,2
2021,08,069,1.3586280554,1.2986218551,1.3371626298,1
2021,08,071,1.6016071474,2.0244025571,2.1871430045,2
2021,08,073,1.4921776261,1.5343903661,1.5949522794,2
2021,08,075,1.4921776274,1.5343903573,1.5949522898,2
2021,08,077,1.5349782531,1.4703982733,1.3720226691,1
2021,08,079,1.6016071308,2.0244025402,2.187143055,2
2021,08,081,1.3448036765,1.3681732892,1.7434507059,2
2021,08,083,1.437430852,1.5379978683,1.6997766443,2
2021,08,085,1.4811375353,1.6156283281,1.824419003,2
2021,08,087,1.4921776553,1.5343904048,1.5949523249,2
2021,08,089,1.6016071729,2.024402576,2.187143022,2
2021,08,091,1.4352921735,1.6365621682,1.8244190175,2
2021,08,093,1.4116739623,1.5871275322,1.8045342556,2
2021,08,095,1.4921776227,1.5343903905,1.5949522991,2
2021,08,097,1.4513474926,1.4480356644,1.2949531255,2
2021,08,099,1.6016071577,2.0244025338,2.1871430055,2
2021,08,101,1.3958816778,1.3677798057,1.2307714892,1
2021,08,103,1.3521995299,1.4143005088,1.7434507333,2
2021,08,105,1.6016071499,2.0244025008,2.1871430212,2
2021,08,107,1.4304392751,1.3616450774,1.7871553639,2
2021,08,109,1.6016071643,2.0244025342,2.1871430781,2
2021,08,111,1.4374308544,1.5379978392,1.6997765495,2
2021,08,113,1.3915509429,1.5529108892,1.8244190107,2
2021,08,115,1.4921776412,1.5343904076,1.5949523537,2
2021,08,117,1.5350644714,1.5446506388,1.3783174981,2
2021,08,119,1.018406499,1.2262480882,1.3886755113,2
2021,08,121,1.4921776412,1.5343904076,1.5949523537,2
2021,08,123,1.4039748169,1.2658990131,1.2577774905,1
2021,08,125,1.492177613,1.5343903562,1.5949522704,2
2021,09,001,1.2540641469,1.0368679833,0.6540888824,1
2021,09,003,1.5233857871,1.3527381519,0.7855129156,1
2021,09,005,1.5686701115,1.6203625829,1.1197314133,1
2021,09,007,1.736412953,1.5964480874,0.9006867884,1
2021,09,009,1.4205327468,1.2111767305,0.7389763028,1
2021,09,011,1.5840260739,1.4377878943,0.9580147365,1
2021,09,013,1.4704073524,1.1918777093,0.7363149313,1
2021,09,015,1.5241541245,1.7948278325,1.0084555827,1
2021,10,001,1.688562941,1.6545511028,1.7263973697,1
2021,10,003,1.5797328867,1.4049554607,1.2194589054,1
2021,10,005,1.68531682,1.8682223747,2.0766721044,1
2021,11,001,1.3293265091,1.1640029213,0.7766065791,1
2021,12,001,1.4761043516,1.1477993117,0.9899219041,1
2021,12,003,1.6543999415,1.6022189702,1.8996886856,2
2021,12,005,1.4341008585,1.5625499964,1.6128483938,2
2021,12,007,1.714582871,2.1125994286,2.0635078002,2
2021,12,009,1.4903491945,1.4745573055,1.4383493305,1
2021,12,011,1.2105043526,0.8972623536,0.7847932807,1
2021,12,013,1.6352266115,1.8051204905,1.8747264648,2
2021,12,015,1.6397031832,1.7607192254,1.9770699909,1
2021,12,017,1.6419939113,2.0527621925,2.0601322573,1
2021,12,019,1.744727563,1.4623160233,1.8951507208,1
2021,12,021,1.417383105,1.2988847407,1.4423520724,1
2021,12,023,1.7110248002,2.1342422391,2.0635077994,2
2021,12,027,1.6599047587,1.7654942555,1.7758120644,2
2021,12,029,1.7272642221,2.0649677932,2.0635078282,2
2021,12,031,1.3988228271,1.1692766286,1.0409997463,1
2021,12,033,1.4486913427,1.2017448726,1.1867268129,1
2021,12,035,1.4102928149,1.5028487842,1.6251868992,1
2021,12,037,1.587877679,1.7909661511,1.8747264679,2
2021,12,039,1.5526066173,1.7306849211,1.8747263973,2
2021,12,041,1.4967352748,1.8545178117,2.0635077994,2
2021,12,043,1.5684176218,1.7002022245,1.616511431,2
2021,12,045,1.5974664042,1.8161134093,1.8747264588,2
2021,12,047,1.7265394789,1.7620094272,1.7537307097,2
2021,12,049,1.6599047683,1.7654942994,1.7758121252,2
2021,12,051,1.5684176293,1.7002022492,1.6165114511,2
2021,12,053,1.5913795548,1.6116281881,1.7617553002,1
2021,12,055,1.6561631977,1.7564888128,1.7584981101,2
2021,12,057,1.3341581566,1.0361448042,0.9237241051,1
2021,12,059,1.4995491886,1.5983352892,1.612848457,2
2021,12,061,1.5375364857,1.5754994422,1.5621227561,1
2021,12,063,1.6352266178,1.8051205231,1.8747264847,2
2021,12,065,1.552606599,1.7306849075,1.874726425,2
2021,12,067,1.6955185326,1.746102115,1.7537307416,2
2021,12,069,1.5869228412,1.7509167118,2.0039405892,1
2021,12,071,1.4482817685,1.2438700897,1.1765996879,1
2021,12,073,1.5076676847,1.126595343,0.9197634149,1
2021,12,075,1.7272642002,2.0649677206,2.0635077602,2
2021,12,077,1.6352266014,1.8051205065,1.8747264711,2
2021,12,079,1.7265394915,1.7620094624,1.7537307383,2
2021,12,081,1.4819565099,1.5384064169,1.5541614077,1
2021,12,083,1.6958692339,1.8498839382,1.8739716913,1
2021,12,085,1.3741867919,1.3364564743,1.3831088404,1
2021,12,086,1.0830632247,0.8211157646,0.6906131763,1
2021,12,087,1.2337682203,1.251295874,1.504624311,2
2021,12,089,1.658814243,1.6322765024,1.8996887111,2
2021,12,091,1.454439615,1.2845757562,1.4652142221,1
2021,12,093,1.5684176206,1.7002022164,1.616511426,2
2021,12,095,1.1745777037,0.7835500071,0.704874223,1
2021,12,097,1.3282694848,0.938740073,0.8715668529,1
2021,12,099,1.2877019826,1.1331800573,0.9224455778,1
2021,12,101,1.4522348895,1.4567728386,1.5101617156,1
2021,12,103,1.3688327981,1.2425370718,1.1174179639,1
2021,12,105,1.4694200048,1.4165004433,1.4139313704,1
2021,12,107,1.5450078245,1.6562049095,1.7533755347,2
2021,12,109,1.6168694455,2.0010459607,2.0867854841,1
2021,12,111,1.4905785563,1.511970691,1.6325709445,1
2021,12,113,2.0395601323,2.590032322,2.5537940379,1
2021,12,115,1.6016315668,1.6854799526,1.6009942054,1
2021,12,117,1.3547628577,1.2338038278,1.1927494221,1
2021,12,119,1.7157845725,2.0791990099,2.404459306,2
2021,12,121,1.7265394984,1.7620094755,1.7537307523,2
2021,12,123,1.7265394872,1.7620094482,1.7537307245,2
2021,12,125,1.7272642129,2.0649677816,2.0635078128,2
2021,12,127,1.5129836543,1.31373825,1.2919626991,1
2021,12,129,1.561431881,1.7295771464,1.8747264821,2
2021,12,131,1.4175871656,1.5411159279,1.6128484613,2
2021,12,133,1.499549187,1.5983352842,1.6128484435,2
2021,13,001,1.6333498019,1.5563086559,1.5819628068,2
2021,13,003,1.6602044698,1.7316097782,1.6978751433,2
2021,13,005,1.6602044877,1.7316097685,1.6978751452,2
2021,13,007,1.5435598267,1.4705918181,1.4112740078,2
2021,13,009,1.9020028794,1.9569618945,1.9295756978,2
2021,13,011,1.6259970286,1.780942164,1.8678715734,2
2021,13,013,1.655368692,1.8487166523,1.6733392101,2
2021,13,015,1.7730857024,1.8405429072,2.1055159591,1
2021,13,017,1.6257004588,1.6602777425,1.6473472863,2
2021,13,019,1.6257004579,1.6602777426,1.6473472953,2
2021,13,021,1.4801813237,1.2850356295,1.247641364,1
2021,13,023,1.74116187,1.8278188903,1.8057563972,2
2021,13,025,1.5876225844,1.7817377437,1.697875097,2
2021,13,027,1.6047411666,1.6614172841,1.6473472325,2
2021,13,029,1.4643899257,1.2328110122,1.255741678,2
2021,13,031,1.7282514722,1.341855962,1.3781578778,2
2021,13,033,1.5748005322,1.9124374941,1.6875782586,2
2021,13,035,1.8242539435,1.6286036953,1.6337302604,2
2021,13,037,1.5431953103,1.4699311908,1.4112740834,2
2021,13,039,1.5669589072,1.3228480528,1.227764895,2
2021,13,043,1.7608035688,1.8269491151,1.8057563699,2
2021,13,045,1.5959363467,1.4661011922,1.3544637625,1
2021,13,047,1.5654247558,1.7130630863,1.8278412521,2
2021,13,049,1.6602044535,1.7316097235,1.6978750959,2
2021,13,051,1.4695497163,1.1093483753,0.9583924547,1
2021,13,053,1.6459467768,1.3104278712,1.0874426568,2
2021,13,055,1.5781434367,1.7757483633,1.8278412764,2
2021,13,057,1.8387750842,1.6596446133,1.7715551181,1
2021,13,059,1.3634205864,0.9991098544,0.7953884504,1
2021,13,061,1.6540249907,1.5632339231,1.5065475235,2
2021,13,063,1.4392896085,1.093010636,0.8975975262,1
2021,13,065,1.6602044611,1.7316097612,1.697875121,2
2021,13,067,1.6743774851,1.2156078266,1.2170196854,1
2021,13,069,1.6602044733,1.7316097629,1.6978751391,2
2021,13,071,1.6910247662,1.6937244668,1.6376031752,2
2021,13,073,1.9282575128,1.5776462728,1.4649564257,1
2021,13,075,1.6257004561,1.6602777381,1.6473472787,2
2021,13,077,1.6775023999,1.6041055718,2.0568920676,1
2021,13,079,1.9095418747,1.9637106822,1.9295757294,2
2021,13,081,1.6540249527,1.5632338728,1.5065474573,2
2021,13,083,1.5654247287,1.713063109,1.8278412639,2
2021,13,085,1.6234706391,1.7835219111,2.0110877408,2
2021,13,087,1.5431952897,1.4699311244,1.4112740315,2
2021,13,089,1.5316019665,1.0417221989,0.8703967014,1
2021,13,091,1.7608035957,1.8269490921,1.8057563471,2
2021,13,093,1.6540249603,1.5632339082,1.5065475123,2
2021,13,095,1.6298767678,1.4498161956,1.4066417877,1
2021,13,097,1.5398220327,1.2575068826,1.1656818182,1
2021,13,099,1.5431952596,1.4699311004,1.4112740016,2
2021,13,101,1.6218888343,1.7387190234,1.6978751631,2
2021,13,103,1.8023277919,1.5781091318,1.3781579199,2
2021,13,105,1.7750158481,1.9487206088,1.9900705137,2
2021,13,107,1.7608035503,1.8269490537,1.805756312,2
2021,13,109,1.6333497915,1.5563086571,1.5819628051,2
2021,13,111,1.9218013968,2.0205429534,2.126779115,2
2021,13,113,1.6109596329,1.6834313085,1.7922892455,1
2021,13,115,1.8562941766,1.6811991071,1.6692809442,2
2021,13,117,1.8239615711,1.9317302842,1.928817768,1
2021,13,119,1.6667738734,1.8648832289,1.8678715938,2
2021,13,121,1.4374128447,1.0475618488,0.815429851,1
2021,13,123,1.9276679774,2.033382652,2.126779061,2
2021,13,125,1.649767205,1.7965423915,1.6875782,2
2021,13,127,1.5295412303,1.3027111257,1.2277649223,2
2021,13,129,1.9129774969,2.086634078,2.1267791485,2
2021,13,131,1.5431952847,1.4699311443,1.4112740462,2
2021,13,133,1.7230793479,1.9824142655,1.9900704914,2
2021,13,135,1.409400148,1.0456624031,1.165179237,1
2021,13,137,1.6659751049,1.7626096608,1.8678715771,2
2021,13,139,1.6699135517,1.5774503786,1.5237789661,1
2021,13,141,1.6323238611,1.7369911017,1.6875781621,2
2021,13,143,1.8921976335,1.6872056533,1.669280938,2
2021,13,145,1.6458606948,1.7178938618,1.5065475057,2
2021,13,147,1.6195279198,1.7818701427,1.8678716731,2
2021,13,149,1.3421132242,1.5364087871,1.3292751425,2
2021,13,151,1.6136398234,1.335631652,1.2956998038,1
2021,13,153,2.0269141107,1.7006236668,1.4054079606,1
2021,13,155,1.6257004252,1.6602777248,1.6473472762,2
2021,13,157,1.6945411869,1.6108004881,1.6733392401,2
2021,13,159,1.6535288739,1.5406996355,1.3950015583,2
2021,13,161,1.6333498086,1.556308663,1.5819628175,2
2021,13,163,1.6323238813,1.7369911174,1.6875781957,2
