year,state,county,rate_crime_violent,rate_crime_property,rate_crime_violent_quality,rate_crime_property_quality
2021,12,133,NA,NA,NA,NA
2021,13,001,578.0971419309525,1610.0275541628396,3,3
2021,13,003,544.201233522796,1257.7095174749063,3,3
2021,13,005,653.9460718444863,1352.682970527636,3,3
2021,13,007,NA,NA,NA,NA
2021,13,009,2393.107849393746,5082.505242045765,3,3
2021,13,011,845.8139417251832,2723.1688995481777,3,3
2021,13,013,1443.9264221559222,2662.1460475293793,3,3
2021,13,015,709.2001334964957,2688.471094300441,2,2
2021,13,017,2384.405639032314,4763.009804490341,1,1
2021,13,019,1357.5158010442428,2346.798571035999,2,2
2021,13,021,1488.0895406193567,5067.927586448941,3,3
2021,13,023,1154.274797006846,2523.483521732208,1,1
2021,13,025,901.9477644975652,2290.836653386454,3,3
2021,13,027,689.0611541774332,1371.9699766211395,3,3
2021,13,029,977.4019132122556,1922.4548269328525,1,1
2021,13,031,1196.7099893263012,2011.6782821623658,3,3
2021,13,033,759.3578473855805,2092.3610251330942,3,3
2021,13,035,561.1222444889779,1959.9198396793586,3,3
2021,13,037,178.66856113733667,216.19386186535792,3,3
2021,13,039,79.25390740194632,226.70303745207903,3,3
2021,13,043,1175.9301791456132,2057.8778135048233,3,3
2021,13,045,927.7270651467887,2905.723495933699,1,1
2021,13,047,750.0916900375378,1922.2330618356557,1,1
2021,13,049,48.32474226804124,587.9510309278351,3,3
2021,13,051,239.4722113868019,732.6628563675525,3,3
2021,13,053,NA,NA,NA,NA
2021,13,055,702.8677002168849,1968.0295606072775,3,3
2021,13,057,576.7580248326373,1284.736129389102,3,3
2021,13,059,2137.368852139319,4305.160107648504,2,2
2021,13,061,416.2330905306972,971.2105445716268,3,3
2021,13,063,2006.5185787740556,3579.1622503262274,3,3
2021,13,065,385.9284548018406,1157.7853644055217,1,1
2021,13,067,1216.5245901639344,2610.7540983606555,2,2
2021,13,069,764.2631481137336,1358.9481509013194,3,3
2021,13,071,650.205824974341,2081.5050224266956,3,3
2021,13,073,85.56205193357273,217.79431401273058,1,1
2021,13,075,424.7149173842215,1338.142890388643,3,3
2021,13,077,1148.3607014121444,2326.178743630769,1,1
2021,13,079,485.2372728020396,2278.1478740027965,3,3
2021,13,081,1398.362892223738,4618.9826544533225,3,3
2021,13,083,NA,NA,NA,NA
2021,13,085,824.3645523242501,1690.710632776124,3,3
2021,13,087,2146.7953135768435,4476.223294279806,3,3
2021,13,089,2678.6107244695027,5955.895775490475,2,2
2021,13,091,1991.1394295385535,3061.376872915526,3,3
2021,13,093,34.64403256539061,17.322016282695305,3,3
2021,13,095,2429.0238986467034,4615.030233227757,2,2
2021,13,097,1226.5393808637848,2989.1892892245137,3,3
2021,13,099,1358.3008041684616,2781.3384991165403,3,3
2021,13,101,NA,NA,NA,NA
2021,13,103,446.0345479762955,1199.407388727777,1,1
2021,13,105,899.6041741633682,2297.846090577289,3,3
2021,13,107,905.932538809974,1090.6372311887067,3,3
2021,13,109,641.2043490381935,1115.137998327293,3,3
2021,13,111,559.5682196999762,948.4879752361298,3,3
2021,13,113,400.58390195878735,1653.2572902875377,2,2
2021,13,115,2108.7465634864066,3722.6351695346707,1,1
2021,13,117,469.16835534721713,1027.4502144420842,3,3
2021,13,119,761.09391124871,1493.9025604377587,3,3
2021,13,121,898.3298327352182,3235.9851220161017,2,2
2021,13,123,1050.0209360002577,1710.3101748961253,3,3
2021,13,125,964.5194626248708,1756.803306923872,3,3
2021,13,127,1326.2536593459993,2814.881537932751,3,3
2021,13,129,1092.9915843139993,2355.3444844082833,3,3
2021,13,131,939.5612824052768,2247.2771897530297,3,3
2021,13,133,882.9424191538919,2036.726071177076,3,3
2021,13,135,225.59198257818815,513.9241741050392,3,3
2021,13,137,265.331074400126,983.571370706095,3,3
2021,13,139,1062.9199797965853,2248.1410642610153,2,2
2021,13,141,705.039297272307,1467.8687008784095,3,3
2021,13,143,714.9175708579932,2046.4234409619676,1,1
2021,13,145,111.44104805345245,583.0977013203291,3,3
2021,13,147,1115.933044017359,2850.1938179812264,3,3
2021,13,149,445.8041958041958,1582.167832167832,3,3
2021,13,151,1079.3905711810326,2719.1851742281765,2,2
2021,13,153,1334.4017231595412,3203.204065109977,2,2
2021,13,155,1248.04992199688,2589.703588143526,1,1
2021,13,157,656.3095925346489,1753.1053468843215,3,3
2021,13,159,1270.8937698577151,2355.2976930515265,3,3
2021,13,161,935.4029688876839,1884.362502541856,1,1
2021,13,163,948.5612426788897,2317.2905525846704,3,3
2021,13,165,816.7491084780859,2024.6175083400437,1,1
2021,13,167,NA,NA,NA,NA
2021,13,169,491.2181503339576,1508.9938862776971,1,1
2021,13,171,340.87219997835734,773.7257872524618,3,3
2021,13,173,1083.6540409155357,2693.943690500304,3,3
2021,13,175,812.9750823137272,1459.29027275314,3,3
2021,13,177,749.6850708206593,2258.272651857314,3,3
2021,13,179,1604.1284546274132,2242.9819380110052,2,2
2021,13,181,0,13.010668748373666,3,3
2021,13,183,231.73557750945238,603.7321624588365,3,3
2021,13,185,1625.5524238527892,2654.1890545569113,2,2
2021,13,187,982.2827528022177,1488.4898155959986,3,3
2021,13,189,621.3467114649975,1067.795830073181,3,3
2021,13,191,743.9553626782393,2320.43220263927,3,3
2021,13,193,364.963503649635,843.471208434712,3,3
2021,13,195,912.8602955928576,1631.7795760048152,3,3
2021,13,197,581.7797170435013,1084.225836308343,1,1
2021,13,199,521.7703503998631,1627.9466599738514,3,3
2021,13,201,NA,NA,NA,NA
2021,13,205,1248.8605287146765,2739.2889699179577,3,3
2021,13,207,93.44115004492363,373.7646001796945,3,3
2021,13,209,1043.7681703560315,2548.9032436991124,3,3
2021,13,211,172.6414136285163,863.2070681425815,3,3
2021,13,213,850.6260507364565,870.6998218452813,1,1
2021,13,215,341.54409246156405,1232.5925056026933,2,2
2021,13,217,1439.9691413096282,2730.7513102815547,3,3
2021,13,219,385.30946690728183,1707.067258449983,3,3
2021,13,221,926.9910007442993,1867.5147168279314,1,1
2021,13,223,1537.830138573705,2194.4860219207185,2,2
2021,13,225,2653.480463888816,6024.627215792153,1,1
2021,13,227,673.4930212714086,1289.0839275918815,3,3
2021,13,229,1656.0375458352473,4283.461374744351,3,3
2021,13,231,394.5824890689986,1098.4323344353204,3,3
2021,13,233,707.3924857116087,2187.763515412724,2,2
2021,13,235,1039.89601039896,2989.7010298970104,3,3
2021,13,237,1010.5166895290353,1755.8299039780522,1,1
2021,13,239,NA,NA,NA,NA
2021,13,241,466.2004662004662,1691.4709222401532,3,3
2021,13,243,415.19298785176073,999.5386744579424,3,3
2021,13,245,112.74614622008825,181.75456330307333,3,3
2021,13,247,158.09341492530893,49.471408752137485,3,3
2021,13,249,540.891389009087,1298.1393336218086,1,1
2021,13,251,163.95779868833762,463.35899629312803,3,3
2021,13,253,746.5963987703118,1383.399209486166,1,1
2021,13,255,1723.5694373669855,4281.94598483259,1,1
2021,13,257,322.81070530385495,1629.0679779287564,3,3
2021,13,259,NA,NA,NA,NA
2021,13,261,1202.4250589424048,3304.1428090266086,3,3
2021,13,263,701.8220534670132,918.051950161348,3,3
2021,13,265,444.7268106734435,381.19440914866584,3,3
2021,13,267,310.19775106630476,1085.6921287320667,3,3
2021,13,269,165.45755377370497,280.0050910016546,3,3
2021,13,271,73.42862737419229,308.40023497160763,3,3
2021,13,273,340.58448692595033,823.9947264337508,3,3
2021,13,275,1712.3212682563665,3777.179268212573,3,3
2021,13,277,1650.6409355539802,2307.9389028107644,3,3
