year,state,county,subgroup_type,subgroup,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2014,01,001,all,All,0.6917892934162121,0.6720073675234938,0.7115712193089304,3
2014,01,001,gender,Female,0.6337553999702071,0.604366734869184,0.6631440650712302,3
2014,01,001,gender,Male,0.7578222990609852,0.7343691739641881,0.7812754241577823,3
2014,01,003,all,All,0.7573410968418874,0.7324519943986681,0.7822301992851067,1
2014,01,003,gender,Female,0.698104062722737,0.659138044473195,0.7370700809722789,1
2014,01,003,gender,Male,0.8210910652920962,0.7942734854930172,0.8479086450911751,1
2014,01,005,all,All,0.7207047299740329,0.6942555626031784,0.7471538973448874,3
2014,01,005,gender,Female,0.6443754401690248,0.6046862827936637,0.684064597544386,3
2014,01,005,gender,Male,0.8012361523912456,0.7747069588815318,0.8277653459009593,3
2014,01,007,all,All,0.650483111075621,0.625010777424909,0.675955444726333,3
2014,01,007,gender,Female,0.5771263635341305,0.540547157711531,0.61370556935673,3
2014,01,007,gender,Male,0.7340593636557762,0.6979239009871997,0.7701948263243527,3
2014,01,009,all,All,0.6854698288802162,0.6618036923744788,0.7091359653859537,2
2014,01,009,gender,Female,0.5947152188691514,0.559988354678521,0.6294420830597817,2
2014,01,009,gender,Male,0.7791197730807943,0.7513882243028469,0.8068513218587416,2
2014,01,011,all,All,0.7207047299740328,0.6942555626031783,0.7471538973448872,3
2014,01,011,gender,Female,0.6443754401690249,0.6046862827936639,0.684064597544386,3
2014,01,011,gender,Male,0.8012361523912457,0.774706958881532,0.8277653459009594,3
2014,01,013,all,All,0.7151100215259508,0.6939327160204475,0.7362873270314542,3
2014,01,013,gender,Female,0.6489254581547226,0.616614407049021,0.6812365092604241,3
2014,01,013,gender,Male,0.7866944643246103,0.7604609673397861,0.8129279613094346,3
2014,01,015,all,All,0.6656513169682853,0.6393053261312539,0.6919973078053167,1
2014,01,015,gender,Female,0.5919600325316603,0.5621122233871261,0.6218078416761945,1
2014,01,015,gender,Male,0.7436086529006883,0.7061995606684078,0.7810177451329688,1
2014,01,017,all,All,0.6725014986726043,0.6518975676151958,0.6931054297300129,3
2014,01,017,gender,Female,0.6068325238708825,0.5723286980108672,0.6413363497308978,3
2014,01,017,gender,Male,0.7431894160324348,0.7163221283029202,0.7700567037619495,3
2014,01,019,all,All,0.6777535125524226,0.654162517066921,0.7013445080379241,3
2014,01,019,gender,Female,0.6106572876484381,0.5761122934622279,0.6452022818346482,3
2014,01,019,gender,Male,0.7478755780403937,0.7139816388929151,0.7817695171878724,3
2014,01,021,all,All,0.6725014986726043,0.6518975676151958,0.6931054297300129,3
2014,01,021,gender,Female,0.6068325238708825,0.5723286980108672,0.6413363497308978,3
2014,01,021,gender,Male,0.7431894160324348,0.7163221283029202,0.7700567037619495,3
2014,01,023,all,All,0.6454377026401111,0.6215816540350446,0.6692937512451776,3
2014,01,023,gender,Female,0.5957733249843457,0.5625458004711666,0.6290008494975247,3
2014,01,023,gender,Male,0.7010732323232324,0.6726824758440604,0.7294639888024044,3
2014,01,025,all,All,0.6454377026401111,0.6215816540350446,0.6692937512451776,3
2014,01,025,gender,Female,0.5957733249843457,0.5625458004711665,0.6290008494975248,3
2014,01,025,gender,Male,0.7010732323232324,0.6726824758440604,0.7294639888024044,3
2014,01,027,all,All,0.6777535125524226,0.654162517066921,0.7013445080379241,3
2014,01,027,gender,Female,0.6106572876484382,0.5761122934622281,0.6452022818346482,3
2014,01,027,gender,Male,0.7478755780403936,0.7139816388929149,0.7817695171878724,3
2014,01,029,all,All,0.6777535125524226,0.6541625170669209,0.7013445080379243,3
2014,01,029,gender,Female,0.6106572876484382,0.5761122934622281,0.6452022818346482,3
2014,01,029,gender,Male,0.7478755780403936,0.713981638892915,0.7817695171878722,3
2014,01,031,all,All,0.7151100215259506,0.6939327160204473,0.7362873270314539,2
2014,01,031,gender,Female,0.6489254581547225,0.6166144070490209,0.681236509260424,2
2014,01,031,gender,Male,0.7866944643246102,0.760460967339786,0.8129279613094345,2
2014,01,033,all,All,0.7079395085066162,0.6863566562380139,0.7295223607752186,3
2014,01,033,gender,Female,0.6355262747057171,0.6034392340596895,0.6676133153517447,3
2014,01,033,gender,Male,0.7842408290837308,0.7538288053365345,0.8146528528309271,3
2014,01,035,all,All,0.6454377026401111,0.6215816540350447,0.6692937512451775,3
2014,01,035,gender,Female,0.5957733249843457,0.5625458004711666,0.6290008494975247,3
2014,01,035,gender,Male,0.7010732323232324,0.6726824758440604,0.7294639888024044,3
2014,01,037,all,All,0.6725014986726042,0.6518975676151957,0.6931054297300128,3
2014,01,037,gender,Female,0.6068325238708825,0.5723286980108672,0.6413363497308978,3
2014,01,037,gender,Male,0.7431894160324347,0.7163221283029201,0.7700567037619493,3
2014,01,039,all,All,0.7151100215259507,0.6939327160204474,0.736287327031454,3
2014,01,039,gender,Female,0.6489254581547225,0.6166144070490209,0.681236509260424,3
2014,01,039,gender,Male,0.7866944643246102,0.7604609673397861,0.8129279613094343,3
2014,01,041,all,All,0.7151100215259508,0.6939327160204475,0.7362873270314542,3
2014,01,041,gender,Female,0.6489254581547226,0.616614407049021,0.6812365092604241,3
2014,01,041,gender,Male,0.7866944643246102,0.7604609673397861,0.8129279613094343,3
2014,01,043,all,All,0.6526683580362309,0.6234622655712604,0.6818744505012014,1
2014,01,043,gender,Female,0.5851101166973764,0.5430674326990528,0.6271528006957001,1
2014,01,043,gender,Male,0.7222222222222223,0.6853714754797218,0.7590729689647229,1
2014,01,045,all,All,0.7089715187351576,0.6939259154224936,0.7240171220478216,3
2014,01,045,gender,Female,0.6326492882233314,0.6103286331852502,0.6549699432614127,3
2014,01,045,gender,Male,0.7907491168410975,0.7721311055207747,0.8093671281614203,3
2014,01,047,all,All,0.6504831110756208,0.6250107774249087,0.675955444726333,3
2014,01,047,gender,Female,0.5771263635341306,0.5405471577115311,0.6137055693567302,3
2014,01,047,gender,Male,0.7340593636557762,0.6979239009871997,0.7701948263243527,3
2014,01,049,all,All,0.6771631749276104,0.6506108200094474,0.7037155298457733,2
2014,01,049,gender,Female,0.5945316798577899,0.5594406057181535,0.6296227539974263,2
