year,state,place,subgroup_type,subgroup,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2018,04,27820,disability,Without Disability,0.7809654466872666,0.767381263321651,0.7945496300528823,1
2018,04,28380,all,All,0.8030228902281142,0.7811845865600968,0.8248611938961317,2
2018,04,28380,disability,With Disability,0.5199331956216635,0.40806125949073624,0.6318051317525908,2
2018,04,28380,disability,Without Disability,0.8268054108523417,0.805937895370942,0.8476729263337415,2
2018,04,46000,all,All,0.7871905528146761,0.7774838987791914,0.7968972068501607,2
2018,04,46000,disability,With Disability,0.4405684675414558,0.39588454288217345,0.4852523922007381,2
2018,04,46000,disability,Without Disability,0.8178415090217236,0.8083561040810062,0.827326913962441,2
2018,04,54050,all,All,0.805125192737842,0.790292018970501,0.819958366505183,2
2018,04,54050,disability,With Disability,0.450699523387433,0.3850423692998937,0.5163566774749723,2
2018,04,54050,disability,Without Disability,0.8364098060237313,0.8212789000381784,0.8515407120092842,2
2018,04,55000,all,All,0.7673665756549833,0.7609091866154475,0.7738239646945192,2
2018,04,55000,disability,With Disability,0.4215089194252811,0.39556800993737384,0.4474498289131884,2
2018,04,55000,disability,Without Disability,0.79546142957879,0.7894454629039956,0.8014773962535843,2
2018,04,65000,all,All,0.8143067099603023,0.8015940845136549,0.8270193354069497,3
