year,state,county,subgroup_type,subgroup,share_employed,share_employed_quality
2021,01,013,race-ethnicity,"White, Non-Hispanic",0.834246392303581,3
2021,01,013,all,All,0.7760372565622354,3
2021,01,015,race-ethnicity,"Black, Non-Hispanic",0.7088735818476499,1
2021,01,015,race-ethnicity,Hispanic,0.5739130434782609,1
2021,01,015,race-ethnicity,Other Races and Ethnicities,0.6703296703296703,1
2021,01,015,race-ethnicity,"White, Non-Hispanic",0.7608999441028508,1
2021,01,015,all,All,0.7204110398763243,1
2021,01,017,race-ethnicity,"Black, Non-Hispanic",0.7087112784528495,3
2021,01,017,race-ethnicity,Hispanic,0.6264044943820225,3
2021,01,017,race-ethnicity,Other Races and Ethnicities,0.8573529411764705,3
2021,01,017,race-ethnicity,"White, Non-Hispanic",0.767322382207801,3
2021,01,017,all,All,0.7778218607419163,3
2021,01,019,race-ethnicity,"Black, Non-Hispanic",0.7311608961303462,3
2021,01,019,race-ethnicity,Hispanic,0.6504201680672269,3
2021,01,019,race-ethnicity,Other Races and Ethnicities,0.7975986277873071,3
2021,01,019,race-ethnicity,"White, Non-Hispanic",0.7679163214581607,3
2021,01,019,all,All,0.768980959217858,3
2021,01,021,race-ethnicity,"Black, Non-Hispanic",0.7087112784528495,3
2021,01,021,race-ethnicity,Hispanic,0.6264044943820225,3
2021,01,021,race-ethnicity,Other Races and Ethnicities,0.8573529411764705,3
2021,01,021,race-ethnicity,"White, Non-Hispanic",0.767322382207801,3
2021,01,021,all,All,0.7778218607419163,3
2021,01,023,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,023,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,023,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,023,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,023,all,All,0.6358381502890174,3
2021,01,025,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,025,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,025,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,025,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,025,all,All,0.6358381502890174,3
2021,01,027,race-ethnicity,"Black, Non-Hispanic",0.7311608961303462,3
2021,01,027,race-ethnicity,Hispanic,0.6504201680672269,3
2021,01,027,race-ethnicity,Other Races and Ethnicities,0.7975986277873071,3
2021,01,027,race-ethnicity,"White, Non-Hispanic",0.7679163214581607,3
2021,01,027,all,All,0.768980959217858,3
2021,01,029,race-ethnicity,"Black, Non-Hispanic",0.7311608961303462,3
2021,01,029,race-ethnicity,Hispanic,0.6504201680672269,3
2021,01,029,race-ethnicity,Other Races and Ethnicities,0.7975986277873071,3
2021,01,029,race-ethnicity,"White, Non-Hispanic",0.7679163214581607,3
2021,01,029,all,All,0.768980959217858,3
2021,01,031,race-ethnicity,"Black, Non-Hispanic",0.6922498118886381,2
2021,01,031,race-ethnicity,Hispanic,0.89798087141339,2
2021,01,031,race-ethnicity,Other Races and Ethnicities,0.8982511923688394,2
2021,01,031,race-ethnicity,"White, Non-Hispanic",0.834246392303581,2
2021,01,031,all,All,0.7760372565622354,2
2021,01,033,race-ethnicity,"Black, Non-Hispanic",0.7272289156626506,3
2021,01,033,race-ethnicity,Hispanic,0.7388809182209469,3
2021,01,033,race-ethnicity,Other Races and Ethnicities,0.7651098901098901,3
2021,01,033,race-ethnicity,"White, Non-Hispanic",0.7603324867236204,3
2021,01,033,all,All,0.7947274433245558,3
2021,01,035,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,035,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,035,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,035,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,035,all,All,0.6358381502890174,3
2021,01,037,race-ethnicity,"Black, Non-Hispanic",0.7087112784528495,3
2021,01,037,race-ethnicity,Hispanic,0.6264044943820225,3
2021,01,037,race-ethnicity,Other Races and Ethnicities,0.8573529411764705,3
2021,01,037,race-ethnicity,"White, Non-Hispanic",0.767322382207801,3
2021,01,037,all,All,0.7778218607419163,3
2021,01,039,race-ethnicity,"Black, Non-Hispanic",0.6922498118886381,3
2021,01,039,race-ethnicity,Hispanic,0.89798087141339,3
2021,01,039,race-ethnicity,Other Races and Ethnicities,0.8982511923688394,3
2021,01,039,race-ethnicity,"White, Non-Hispanic",0.834246392303581,3
2021,01,039,all,All,0.7760372565622354,3
2021,01,041,race-ethnicity,"Black, Non-Hispanic",0.6922498118886381,3
2021,01,041,race-ethnicity,Hispanic,0.89798087141339,3
2021,01,041,race-ethnicity,Other Races and Ethnicities,0.8982511923688394,3
2021,01,041,race-ethnicity,"White, Non-Hispanic",0.834246392303581,3
2021,01,041,all,All,0.7760372565622354,3
2021,01,043,race-ethnicity,"Black, Non-Hispanic",0.6779661016949152,3
2021,01,043,race-ethnicity,Hispanic,0.7802631578947369,3
2021,01,043,race-ethnicity,Other Races and Ethnicities,0.6909090909090909,1
2021,01,043,race-ethnicity,"White, Non-Hispanic",0.8001535592848524,1
2021,01,043,all,All,0.83353629480595115,1
2021,01,045,race-ethnicity,"Black, Non-Hispanic",0.7389189786669614,3
2021,01,045,race-ethnicity,Hispanic,0.70625,3
2021,01,045,race-ethnicity,Other Races and Ethnicities,0.7629107981220657,3
2021,01,045,race-ethnicity,"White, Non-Hispanic",0.7941410004596933,3
2021,01,045,all,All,0.774705501618123,3
2021,01,047,race-ethnicity,"Black, Non-Hispanic",0.6390202383204086,3
2021,01,047,race-ethnicity,Hispanic,0.6443661971830986,3
2021,01,047,race-ethnicity,Other Races and Ethnicities,0.5251396648044693,3
2021,01,047,race-ethnicity,"White, Non-Hispanic",0.7837259100642399,3
2021,01,047,all,All,0.6956975658003187,3
2021,01,049,race-ethnicity,"Black, Non-Hispanic",0.9024390243902439,3
2021,01,049,race-ethnicity,Hispanic,0.8046342571558383,2
2021,01,049,race-ethnicity,Other Races and Ethnicities,0.7717287488061128,2
2021,01,049,race-ethnicity,"White, Non-Hispanic",0.761410906604365,2
2021,01,049,all,All,0.7719160234033138,2
2021,01,051,race-ethnicity,"Black, Non-Hispanic",0.7662311955661124,2
2021,01,051,race-ethnicity,Hispanic,0.8448117539026629,2
2021,01,051,race-ethnicity,Other Races and Ethnicities,0.7561497326203208,2
2021,01,051,race-ethnicity,"White, Non-Hispanic",0.8321144817623691,2
2021,01,051,all,All,0.7936549402066644,2
2021,01,053,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,053,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,053,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,053,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,053,all,All,0.6358381502890174,3
2021,01,055,race-ethnicity,"Black, Non-Hispanic",0.7758998435054774,1
2021,01,055,race-ethnicity,Hispanic,0.7884322678843226,1
2021,01,055,race-ethnicity,Other Races and Ethnicities,0.7399527186761229,3
2021,01,055,race-ethnicity,"White, Non-Hispanic",0.7927433493406509,1
2021,01,055,all,All,0.7570182773862143,1
2021,01,057,race-ethnicity,"Black, Non-Hispanic",0.5775917578879588,3
2021,01,057,race-ethnicity,Hispanic,0.9792099792099792,3
2021,01,057,race-ethnicity,Other Races and Ethnicities,0.7113924050632912,3
2021,01,057,race-ethnicity,"White, Non-Hispanic",0.785625,3
2021,01,057,all,All,0.7931375399825531,3
2021,01,059,race-ethnicity,"Black, Non-Hispanic",0.7272289156626506,3
2021,01,059,race-ethnicity,Hispanic,0.7388809182209469,3
2021,01,059,race-ethnicity,Other Races and Ethnicities,0.7651098901098901,3
2021,01,059,race-ethnicity,"White, Non-Hispanic",0.7603324867236204,3
2021,01,059,all,All,0.7947274433245558,3
2021,01,061,race-ethnicity,"Black, Non-Hispanic",0.7389189786669614,3
2021,01,061,race-ethnicity,Hispanic,0.70625,3
2021,01,061,race-ethnicity,Other Races and Ethnicities,0.7629107981220657,3
2021,01,061,race-ethnicity,"White, Non-Hispanic",0.7941410004596933,3
2021,01,061,all,All,0.774705501618123,3
2021,01,063,race-ethnicity,"Black, Non-Hispanic",0.6390202383204086,3
2021,01,063,race-ethnicity,Hispanic,0.6443661971830986,3
2021,01,063,race-ethnicity,Other Races and Ethnicities,0.5251396648044693,3
2021,01,063,race-ethnicity,"White, Non-Hispanic",0.7837259100642399,3
2021,01,063,all,All,0.6956975658003187,3
2021,01,065,race-ethnicity,"Black, Non-Hispanic",0.6390202383204086,3
2021,01,065,race-ethnicity,Hispanic,0.6443661971830986,3
2021,01,065,race-ethnicity,Other Races and Ethnicities,0.5251396648044693,3
2021,01,065,race-ethnicity,"White, Non-Hispanic",0.7837259100642399,3
2021,01,065,all,All,0.6956975658003187,3
2021,01,067,race-ethnicity,"Black, Non-Hispanic",0.7389189786669614,3
2021,01,067,race-ethnicity,Hispanic,0.70625,3
2021,01,067,race-ethnicity,Other Races and Ethnicities,0.7629107981220657,3
2021,01,067,race-ethnicity,"White, Non-Hispanic",0.7941410004596933,3
2021,01,067,all,All,0.774705501618123,3
2021,01,069,race-ethnicity,"Black, Non-Hispanic",0.7389189786669614,2
2021,01,069,race-ethnicity,Hispanic,0.70625,2
2021,01,069,race-ethnicity,Other Races and Ethnicities,0.7629107981220657,2
2021,01,069,race-ethnicity,"White, Non-Hispanic",0.7941410004596933,2
2021,01,069,all,All,0.774705501618123,2
2021,01,071,race-ethnicity,"Black, Non-Hispanic",0.9024390243902439,3
2021,01,071,race-ethnicity,Hispanic,0.8046342571558383,2
2021,01,071,race-ethnicity,Other Races and Ethnicities,0.7717287488061128,2
2021,01,071,race-ethnicity,"White, Non-Hispanic",0.761410906604365,2
2021,01,071,all,All,0.7719160234033138,2
2021,01,073,race-ethnicity,"Black, Non-Hispanic",0.7998649917821085,1
2021,01,073,race-ethnicity,Hispanic,0.8115610387026166,1
2021,01,073,race-ethnicity,Other Races and Ethnicities,0.8673028857077937,1
2021,01,073,race-ethnicity,"White, Non-Hispanic",0.8631958377257115,1
2021,01,073,all,All,0.8494909022343735,1
2021,01,075,race-ethnicity,"Black, Non-Hispanic",0.5775917578879588,3
2021,01,075,race-ethnicity,Hispanic,0.9792099792099792,3
2021,01,075,race-ethnicity,Other Races and Ethnicities,0.7113924050632912,3
2021,01,075,race-ethnicity,"White, Non-Hispanic",0.785625,3
2021,01,075,all,All,0.7931375399825531,3
2021,01,077,race-ethnicity,"Black, Non-Hispanic",0.7272289156626506,2
2021,01,077,race-ethnicity,Hispanic,0.7388809182209469,2
2021,01,077,race-ethnicity,Other Races and Ethnicities,0.7651098901098901,2
2021,01,077,race-ethnicity,"White, Non-Hispanic",0.7603324867236204,2
2021,01,077,all,All,0.7947274433245558,2
2021,01,079,race-ethnicity,"Black, Non-Hispanic",0.8177192457348099,3
2021,01,079,race-ethnicity,Hispanic,0.9206500956022945,3
2021,01,079,race-ethnicity,Other Races and Ethnicities,0.8448918717375093,3
2021,01,079,race-ethnicity,"White, Non-Hispanic",0.7767671025203714,3
2021,01,079,all,All,0.7848172512048405,3
2021,01,081,race-ethnicity,"Black, Non-Hispanic",0.7915527610716239,1
2021,01,081,race-ethnicity,Hispanic,0.9499105545617174,1
2021,01,081,race-ethnicity,Other Races and Ethnicities,0.862378459237098,1
2021,01,081,race-ethnicity,"White, Non-Hispanic",0.8620323949093713,1
2021,01,081,all,All,0.8084895789146235,1
2021,01,083,race-ethnicity,"Black, Non-Hispanic",0.8746849942726231,2
2021,01,083,race-ethnicity,Hispanic,0.8191603875134553,2
2021,01,083,race-ethnicity,Other Races and Ethnicities,0.9313766019016122,2
2021,01,083,race-ethnicity,"White, Non-Hispanic",0.864071918882191,2
2021,01,083,all,All,0.8599833554510897,2
2021,01,085,race-ethnicity,"Black, Non-Hispanic",0.7662311955661124,3
2021,01,085,race-ethnicity,Hispanic,0.8448117539026629,3
2021,01,085,race-ethnicity,Other Races and Ethnicities,0.7561497326203208,3
2021,01,085,race-ethnicity,"White, Non-Hispanic",0.8321144817623691,3
2021,01,085,all,All,0.7936549402066644,3
2021,01,087,race-ethnicity,"Black, Non-Hispanic",0.7149243196612031,3
2021,01,087,race-ethnicity,Hispanic,0.7183833116036505,3
2021,01,087,race-ethnicity,Other Races and Ethnicities,0.774859287054409,3
2021,01,087,race-ethnicity,"White, Non-Hispanic",0.8035306334371755,3
2021,01,087,all,All,0.7410029265206043,3
2021,01,089,race-ethnicity,"Black, Non-Hispanic",0.8305926753186738,1
2021,01,089,race-ethnicity,Hispanic,0.8150928486764125,1
2021,01,089,race-ethnicity,Other Races and Ethnicities,0.8986417657045841,1
2021,01,089,race-ethnicity,"White, Non-Hispanic",0.8594320950060901,1
2021,01,089,all,All,0.8547320189732504,1
2021,01,091,race-ethnicity,"Black, Non-Hispanic",0.6390202383204086,3
2021,01,091,race-ethnicity,Hispanic,0.6443661971830986,3
2021,01,091,race-ethnicity,Other Races and Ethnicities,0.5251396648044693,3
2021,01,091,race-ethnicity,"White, Non-Hispanic",0.7837259100642399,3
2021,01,091,all,All,0.6956975658003187,3
2021,01,093,race-ethnicity,"Black, Non-Hispanic",0.6864807995791689,3
2021,01,093,race-ethnicity,Hispanic,0.7838258164852255,3
2021,01,093,race-ethnicity,Other Races and Ethnicities,0.7462154942119323,3
2021,01,093,race-ethnicity,"White, Non-Hispanic",0.7699709426951841,3
2021,01,093,all,All,0.7941832225186128,3
2021,01,095,race-ethnicity,"Black, Non-Hispanic",0.8136482939632546,2
2021,01,095,race-ethnicity,Hispanic,0.8040816326530612,2
2021,01,095,race-ethnicity,Other Races and Ethnicities,0.7530434782608696,2
2021,01,095,race-ethnicity,"White, Non-Hispanic",0.8098697394789579,2
2021,01,095,all,All,0.8001912777352717,2
2021,01,097,race-ethnicity,"Black, Non-Hispanic",0.7257418084657573,1
2021,01,097,race-ethnicity,Hispanic,0.7926872559460418,1
2021,01,097,race-ethnicity,Other Races and Ethnicities,0.8651233014594867,1
2021,01,097,race-ethnicity,"White, Non-Hispanic",0.8225219691958802,1
2021,01,097,all,All,0.8018888146364221,1
2021,01,099,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,099,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,099,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,099,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,099,all,All,0.6358381502890174,3
2021,01,101,race-ethnicity,"Black, Non-Hispanic",0.7710897797854319,1
2021,01,101,race-ethnicity,Hispanic,0.798343685300207,1
2021,01,101,race-ethnicity,Other Races and Ethnicities,0.8605215281989085,1
2021,01,101,race-ethnicity,"White, Non-Hispanic",0.8521903845575634,1
2021,01,101,all,All,0.7805978351161037,1
2021,01,103,race-ethnicity,"Black, Non-Hispanic",0.8177192457348099,1
2021,01,103,race-ethnicity,Hispanic,0.9206500956022945,1
2021,01,103,race-ethnicity,Other Races and Ethnicities,0.8448918717375093,1
2021,01,103,race-ethnicity,"White, Non-Hispanic",0.7767671025203714,1
2021,01,103,all,All,0.7848172512048405,1
2021,01,105,race-ethnicity,"Black, Non-Hispanic",0.6390202383204086,3
2021,01,105,race-ethnicity,Hispanic,0.6443661971830986,3
2021,01,105,race-ethnicity,Other Races and Ethnicities,0.5251396648044693,3
2021,01,105,race-ethnicity,"White, Non-Hispanic",0.7837259100642399,3
2021,01,105,all,All,0.6956975658003187,3
2021,01,107,race-ethnicity,"Black, Non-Hispanic",0.8562898908791435,3
2021,01,107,race-ethnicity,Hispanic,0.9879807692307693,3
2021,01,107,race-ethnicity,Other Races and Ethnicities,0.8160136286201022,3
2021,01,107,race-ethnicity,"White, Non-Hispanic",0.8458681522748375,3
2021,01,107,all,All,0.869979633401222,3
2021,01,109,race-ethnicity,"Black, Non-Hispanic",0.7149243196612031,3
2021,01,109,race-ethnicity,Hispanic,0.7183833116036505,3
2021,01,109,race-ethnicity,Other Races and Ethnicities,0.774859287054409,3
2021,01,109,race-ethnicity,"White, Non-Hispanic",0.8035306334371755,3
2021,01,109,all,All,0.7410029265206043,3
2021,01,111,race-ethnicity,"Black, Non-Hispanic",0.7311608961303462,3
2021,01,111,race-ethnicity,Hispanic,0.6504201680672269,3
2021,01,111,race-ethnicity,Other Races and Ethnicities,0.7975986277873071,3
2021,01,111,race-ethnicity,"White, Non-Hispanic",0.7679163214581607,3
2021,01,111,all,All,0.768980959217858,3
2021,01,113,race-ethnicity,"Black, Non-Hispanic",0.7149243196612031,2
2021,01,113,race-ethnicity,Hispanic,0.7183833116036505,2
2021,01,113,race-ethnicity,Other Races and Ethnicities,0.774859287054409,2
2021,01,113,race-ethnicity,"White, Non-Hispanic",0.8035306334371755,2
2021,01,113,all,All,0.7410029265206043,2
2021,01,115,race-ethnicity,"Black, Non-Hispanic",0.8011620400258231,2
2021,01,115,race-ethnicity,Hispanic,0.7099879663056559,2
2021,01,115,race-ethnicity,Other Races and Ethnicities,0.7336747759282971,3
2021,01,115,race-ethnicity,"White, Non-Hispanic",0.8390607856045644,2
2021,01,115,all,All,0.8321271929824562,2
2021,01,117,race-ethnicity,"Black, Non-Hispanic",0.8454579721070486,1
2021,01,117,race-ethnicity,Hispanic,0.8371694883013125,1
2021,01,117,race-ethnicity,Other Races and Ethnicities,0.8935828877005347,1
2021,01,117,race-ethnicity,"White, Non-Hispanic",0.8716830877437731,1
2021,01,117,all,All,0.8894549020676128,1
2021,01,119,race-ethnicity,"Black, Non-Hispanic",0.6390202383204086,3
2021,01,119,race-ethnicity,Hispanic,0.6443661971830986,3
2021,01,119,race-ethnicity,Other Races and Ethnicities,0.5251396648044693,3
2021,01,119,race-ethnicity,"White, Non-Hispanic",0.7837259100642399,3
2021,01,119,all,All,0.6956975658003187,3
2021,01,121,race-ethnicity,"Black, Non-Hispanic",0.7311608961303462,2
2021,01,121,race-ethnicity,Hispanic,0.6504201680672269,2
2021,01,121,race-ethnicity,Other Races and Ethnicities,0.7975986277873071,2
2021,01,121,race-ethnicity,"White, Non-Hispanic",0.7679163214581607,2
2021,01,121,all,All,0.768980959217858,2
2021,01,123,race-ethnicity,"Black, Non-Hispanic",0.7087112784528495,3
2021,01,123,race-ethnicity,Hispanic,0.6264044943820225,3
2021,01,123,race-ethnicity,Other Races and Ethnicities,0.8573529411764705,3
2021,01,123,race-ethnicity,"White, Non-Hispanic",0.767322382207801,3
2021,01,123,all,All,0.7778218607419163,3
2021,01,125,race-ethnicity,"Black, Non-Hispanic",0.790651785163717,1
2021,01,125,race-ethnicity,Hispanic,0.9326556543837357,1
2021,01,125,race-ethnicity,Other Races and Ethnicities,0.8079427083333334,1
2021,01,125,race-ethnicity,"White, Non-Hispanic",0.8642572789009445,1
2021,01,125,all,All,0.8635403817607827,1
2021,01,127,race-ethnicity,"Black, Non-Hispanic",0.5775917578879588,2
2021,01,127,race-ethnicity,Hispanic,0.9792099792099792,3
2021,01,127,race-ethnicity,Other Races and Ethnicities,0.7113924050632912,3
2021,01,127,race-ethnicity,"White, Non-Hispanic",0.785625,2
2021,01,127,all,All,0.7931375399825531,2
2021,01,129,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,129,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,129,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,129,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,129,all,All,0.6358381502890174,3
2021,01,131,race-ethnicity,"Black, Non-Hispanic",0.5399654209336348,3
2021,01,131,race-ethnicity,Hispanic,0.7620817843866171,3
2021,01,131,race-ethnicity,Other Races and Ethnicities,0.6805555555555556,3
2021,01,131,race-ethnicity,"White, Non-Hispanic",0.7690415171706817,3
2021,01,131,all,All,0.6358381502890174,3
2021,01,133,race-ethnicity,"Black, Non-Hispanic",0.6779661016949152,3
2021,01,133,race-ethnicity,Hispanic,0.7802631578947369,3
2021,01,133,race-ethnicity,Other Races and Ethnicities,0.6909090909090909,3
2021,01,133,race-ethnicity,"White, Non-Hispanic",0.8001535592848524,3
2021,01,133,all,All,0.83353629480595115,3
2021,02,013,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,013,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,013,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,013,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,013,all,All,0.8183214793741109,3
2021,02,016,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,016,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,016,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,016,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,016,all,All,0.8183214793741109,3
2021,02,020,race-ethnicity,"Black, Non-Hispanic",0.8501403584538977,1
2021,02,020,race-ethnicity,Hispanic,0.9073364552291755,1
2021,02,020,race-ethnicity,Other Races and Ethnicities,0.8241988297815235,1
2021,02,020,race-ethnicity,"White, Non-Hispanic",0.8468518639847998,1
2021,02,020,all,All,0.8582063711911357,1
2021,02,050,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,050,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,050,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,050,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,050,all,All,0.8183214793741109,3
2021,02,060,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,060,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,060,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,060,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,060,all,All,0.8183214793741109,3
2021,02,063,race-ethnicity,"Black, Non-Hispanic",0.9300265721877768,3
2021,02,063,race-ethnicity,Hispanic,0.9113871635610766,3
2021,02,063,race-ethnicity,Other Races and Ethnicities,0.8103277060575969,3
2021,02,063,race-ethnicity,"White, Non-Hispanic",0.8128135854882285,3
2021,02,063,all,All,0.8587757901354518,3
2021,02,066,race-ethnicity,"Black, Non-Hispanic",0.9300265721877768,3
2021,02,066,race-ethnicity,Hispanic,0.9113871635610766,3
2021,02,066,race-ethnicity,Other Races and Ethnicities,0.8103277060575969,3
2021,02,066,race-ethnicity,"White, Non-Hispanic",0.8128135854882285,3
2021,02,066,all,All,0.8587757901354518,3
2021,02,068,race-ethnicity,"Black, Non-Hispanic",0.8961593172119487,3
2021,02,068,race-ethnicity,Hispanic,0.8874059694248969,3
2021,02,068,race-ethnicity,Other Races and Ethnicities,0.7807612865151963,3
2021,02,068,race-ethnicity,"White, Non-Hispanic",0.791535325515908,3
2021,02,068,all,All,0.8430248999092114,3
2021,02,070,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,070,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,070,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,070,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,070,all,All,0.8183214793741109,3
2021,02,090,race-ethnicity,"Black, Non-Hispanic",0.9406461307287753,2
2021,02,090,race-ethnicity,Hispanic,0.9256995818591187,2
2021,02,090,race-ethnicity,Other Races and Ethnicities,0.7661832108997301,2
2021,02,090,race-ethnicity,"White, Non-Hispanic",0.832438238453276,2
2021,02,090,all,All,0.8452510034430938,2
2021,02,100,race-ethnicity,"Black, Non-Hispanic",0.9300265721877768,3
2021,02,100,race-ethnicity,Hispanic,0.9113871635610766,3
2021,02,100,race-ethnicity,Other Races and Ethnicities,0.8103277060575969,3
2021,02,100,race-ethnicity,"White, Non-Hispanic",0.8128135854882285,3
2021,02,100,all,All,0.8587757901354518,3
2021,02,105,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,105,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,105,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,105,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,105,all,All,0.8183214793741109,3
2021,02,110,race-ethnicity,"Black, Non-Hispanic",0.9406461307287753,3
2021,02,110,race-ethnicity,Hispanic,0.9256995818591187,3
2021,02,110,race-ethnicity,Other Races and Ethnicities,0.7661832108997301,3
2021,02,110,race-ethnicity,"White, Non-Hispanic",0.832438238453276,3
2021,02,110,all,All,0.8452510034430938,3
2021,02,122,race-ethnicity,"Black, Non-Hispanic",0.7581227436823105,3
2021,02,122,race-ethnicity,Hispanic,0.8534583821805393,2
2021,02,122,race-ethnicity,Other Races and Ethnicities,0.7374545454545455,2
2021,02,122,race-ethnicity,"White, Non-Hispanic",0.7710883092265216,2
2021,02,122,all,All,0.8259046435781954,2
2021,02,130,race-ethnicity,"Black, Non-Hispanic",0.9300265721877768,3
2021,02,130,race-ethnicity,Hispanic,0.9113871635610766,3
2021,02,130,race-ethnicity,Other Races and Ethnicities,0.8103277060575969,3
2021,02,130,race-ethnicity,"White, Non-Hispanic",0.8128135854882285,3
2021,02,130,all,All,0.8587757901354518,3
2021,02,150,race-ethnicity,"Black, Non-Hispanic",1,3
2021,02,150,race-ethnicity,Hispanic,0.9755043227665706,3
2021,02,150,race-ethnicity,Other Races and Ethnicities,0.7392008093070308,3
2021,02,150,race-ethnicity,"White, Non-Hispanic",0.9150126308191988,3
2021,02,150,all,All,0.8183214793741109,3
