year,state,place,subgroup_type,subgroup,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2018,01,03076,all,All,0.78690535388695515,0.7644392557082452,0.8093714520656651,2
2018,01,07000,all,All,0.7362671394890647,0.7207479351720246,0.7517863438061049,3
2018,01,35896,all,All,0.8267949498498163,0.8145093951297039,0.8390805045699287,3
2018,01,37000,all,All,0.7766508535486119,0.7627221207888386,0.7905795863083851,3
2018,01,50000,all,All,0.7375783538676125,0.7202558930653918,0.7549008146698332,3
2018,01,51000,all,All,0.7355290850802779,0.713541732294218,0.7575164378663378,3
2018,01,77256,all,All,0.7431817432610254,0.7205051818909953,0.7658583046310554,2
2018,02,03000,all,All,0.8096510442994809,0.791066787602264,0.8282353009966977,2
2018,04,04720,all,All,0.7963306906102604,0.7767489500497172,0.8159124311708036,2
2018,04,07940,all,All,0.7671443586323614,0.7447995594664327,0.7894891577982901,2
2018,04,12000,all,All,0.8341760638469479,0.8233823916423806,0.8449697360515152,3
2018,04,23620,all,All,0.7716107256703544,0.7529418283502077,0.790279622990501,3
2018,04,27400,all,All,0.8078393547172374,0.7960241686901316,0.8196545407443433,1
2018,04,27820,all,All,0.7428870322297075,0.729176669103411,0.7565973953560041,1
2018,04,28380,all,All,0.8030228902281142,0.7811845865600968,0.8248611938961317,2
2018,04,46000,all,All,0.7871905528146761,0.7774838987791914,0.7968972068501607,2
2018,04,54050,all,All,0.805125192737842,0.790292018970501,0.819958366505183,2
2018,04,55000,all,All,0.7673665756549833,0.7609091866154475,0.7738239646945192,2
2018,04,65000,all,All,0.8143067099603023,0.8015940845136549,0.8270193354069497,3
2018,04,71510,all,All,0.8073213838510457,0.7866826878366502,0.8279600798654412,1
2018,04,73000,all,All,0.81254703246376,0.7975024352365776,0.8275916296909425,3
2018,04,77000,all,All,0.7657553787196186,0.7572266792023229,0.7742840782369144,2
2018,04,85540,all,All,0.7365336587580883,0.7173481117087525,0.7557192058074241,2
2018,05,23290,all,All,0.8026231353785533,0.7833574294365041,0.8218888413206026,2
2018,05,24550,all,All,0.7465331491712708,0.7282246641174226,0.764841634225119,2
2018,05,35710,all,All,0.7608447266131559,0.7435857657013336,0.7781036875249783,2
2018,05,41000,all,All,0.7836761245270373,0.7625636569803255,0.8047885920737491,1
2018,05,66080,all,All,0.8026006226940372,0.7852490136476231,0.8199522317404513,3
2018,06,00562,all,All,0.82188995215311,0.8030712986912129,0.8407086056150072,2
2018,06,00884,all,All,0.8107151690416848,0.7914497533713313,0.8299805847120384,2
2018,06,02000,all,All,0.7934098676819429,0.7824356053253089,0.8043841300385769,3
2018,06,02252,all,All,0.7336993322931767,0.7095080253187843,0.7578906392675692,1
2018,06,02364,all,All,0.6669709958139902,0.64677598312922,0.6871660084987604,2
2018,06,03526,all,All,0.723841174411128,0.7107906236154883,0.7368917252067678,2
2018,06,04982,all,All,0.763950443027471,0.7487999046290118,0.7791009814259301,2
2018,06,06000,all,All,0.7945013893745054,0.7777067159732616,0.8112960627757493,1
2018,06,08786,all,All,0.7949173720137985,0.7816800529111481,0.808154691116449,3
2018,06,08954,all,All,0.8239724395741328,0.8043265929416126,0.843618286206653,1
2018,06,11194,all,All,0.8255066162923399,0.8060416107997236,0.8449716217849562,1
2018,06,11530,all,All,0.7932904329173299,0.7701156623953487,0.8164652034393112,1
2018,06,13014,all,All,0.7903593633723023,0.766656490339787,0.8140622364048176,1
2018,06,13210,all,All,0.7817868861488825,0.7632232780701653,0.8003504942275996,2
2018,06,13214,all,All,0.7824395920742351,0.7625741228363823,0.8023050613120879,2
2018,06,13392,all,All,0.7737886125316911,0.7579662868611283,0.7896109382022538,1
2018,06,13588,all,All,0.7649663855010012,0.742781552268075,0.7871512187339273,1
2018,06,14218,all,All,0.7833194699039024,0.7642568613581187,0.8023820784496862,1
2018,06,15044,all,All,0.7059492888443627,0.6876734128014728,0.7242251648872526,2
2018,06,16000,all,All,0.7976379990039723,0.7869889445764003,0.8082870534315442,3
2018,06,16350,all,All,0.7684851167311392,0.756902426164717,0.7800678072975613,2
2018,06,16532,all,All,0.8238158419924163,0.8105053075672956,0.8371263764175371,2
2018,06,17918,all,All,0.8526199400522219,0.8395972611003486,0.8656426190040951,2
2018,06,19766,all,All,0.8090955295976415,0.7909090720392512,0.8272819871560319,1
2018,06,21712,all,All,0.7701955717017132,0.7525162200271582,0.7878749233762681,2
2018,06,22020,all,All,0.7969377530293125,0.7791711083684734,0.8147043976901516,1
2018,06,22230,all,All,0.7419095392445347,0.7233133243907169,0.7605057540983525,1
2018,06,22804,all,All,0.7862922044580858,0.7713322902821781,0.8012521186339935,1
2018,06,23182,all,All,0.7831171800986573,0.7661409947599417,0.8000933654373729,1
2018,06,24638,all,All,0.8213839620284786,0.8017132210520352,0.841054703004922,2
2018,06,24680,all,All,0.7361163709969909,0.7214935960060688,0.750739145987913,1
2018,06,26000,all,All,0.7988517314195565,0.7836832311242913,0.8140202317148216,2
2018,06,27000,all,All,0.7157972115222574,0.7053025183870845,0.7262919046574303,3
2018,06,28000,all,All,0.7777209400726018,0.7597615410201424,0.7956803391250613,3
2018,06,29000,all,All,0.7822583120121533,0.7672756568168239,0.7972409672074828,3
2018,06,30000,all,All,0.77282645745365,0.7567246683996,0.7889282465077,2
2018,06,32548,all,All,0.8104152313105196,0.793033218375674,0.8277972442453653,2
2018,06,33000,all,All,0.8090510625556607,0.7941629666733812,0.8239391584379403,1
2018,06,33182,all,All,0.6769859909386069,0.6562222288923822,0.6977497529848316,2
