year,state,county,subgroup_type,subgroup,share_employed,share_employed_quality
2018,45,055,race-ethnicity,Hispanic,0.7181110029211295,2
2018,45,055,race-ethnicity,Other Races and Ethnicities,0.5161943319838056,2
2018,45,055,race-ethnicity,"White, Non-Hispanic",0.7576753398757541,2
2018,45,055,all,All,0.7297677338355304,2
2018,45,057,race-ethnicity,"Black, Non-Hispanic",0.75840768702814,2
2018,45,057,race-ethnicity,Hispanic,0.7998246639392168,2
2018,45,057,race-ethnicity,Other Races and Ethnicities,0.868082368082368,2
2018,45,057,race-ethnicity,"White, Non-Hispanic",0.7579275735792756,2
2018,45,057,all,All,0.7634962328056957,2
2018,45,059,race-ethnicity,"Black, Non-Hispanic",0.7730750672089335,2
2018,45,059,race-ethnicity,Hispanic,0.9051926298157453,2
2018,45,059,race-ethnicity,Other Races and Ethnicities,0.8168202764976958,2
2018,45,059,race-ethnicity,"White, Non-Hispanic",0.7849507795006125,2
2018,45,059,all,All,0.7889491947682179,2
2018,45,061,race-ethnicity,"Black, Non-Hispanic",0.7394587791063563,3
2018,45,061,race-ethnicity,Hispanic,0.7046979865771813,3
2018,45,061,race-ethnicity,Other Races and Ethnicities,0.7738712065136936,3
2018,45,061,race-ethnicity,"White, Non-Hispanic",0.7522973173262191,3
2018,45,061,all,All,0.7455042527339003,3
2018,45,063,race-ethnicity,"Black, Non-Hispanic",0.825876639644693,1
2018,45,063,race-ethnicity,Hispanic,0.6724815496914403,1
2018,45,063,race-ethnicity,Other Races and Ethnicities,0.6219547986352781,1
2018,45,063,race-ethnicity,"White, Non-Hispanic",0.7959356353144232,1
2018,45,063,all,All,0.7847974555247614,1
2018,45,065,race-ethnicity,"Black, Non-Hispanic",0.5949285828919917,3
2018,45,065,race-ethnicity,Hispanic,0.5783521809369951,3
2018,45,065,race-ethnicity,Other Races and Ethnicities,1,3
2018,45,065,race-ethnicity,"White, Non-Hispanic",0.7972328469566039,3
2018,45,065,all,All,0.7165691571256613,3
2018,45,067,race-ethnicity,"Black, Non-Hispanic",0.6976389946686976,3
2018,45,067,race-ethnicity,Hispanic,0.6621004566210046,3
2018,45,067,race-ethnicity,Other Races and Ethnicities,0.551452486459872,3
2018,45,067,race-ethnicity,"White, Non-Hispanic",0.7153668484937834,3
2018,45,067,all,All,0.6976784997994384,3
2018,45,069,race-ethnicity,"Black, Non-Hispanic",0.75840768702814,3
2018,45,069,race-ethnicity,Hispanic,0.7998246639392168,3
2018,45,069,race-ethnicity,Other Races and Ethnicities,0.8680823680823682,3
2018,45,069,race-ethnicity,"White, Non-Hispanic",0.7579275735792758,3
2018,45,069,all,All,0.7634962328056957,3
2018,45,071,race-ethnicity,"Black, Non-Hispanic",0.7230749048930867,3
2018,45,071,race-ethnicity,Hispanic,0.4995325646618884,3
2018,45,071,race-ethnicity,Other Races and Ethnicities,0.4328205128205128,3
2018,45,071,race-ethnicity,"White, Non-Hispanic",0.8207067234978688,3
2018,45,071,all,All,0.7687785643874898,3
2018,45,073,race-ethnicity,"Black, Non-Hispanic",0.8365291497191555,2
2018,45,073,race-ethnicity,Hispanic,0.742283950617284,2
2018,45,073,race-ethnicity,Other Races and Ethnicities,0.5560146923783288,2
2018,45,073,race-ethnicity,"White, Non-Hispanic",0.7626810038304962,2
2018,45,073,all,All,0.7608950843727074,2
2018,45,075,race-ethnicity,"Black, Non-Hispanic",0.7165811464594634,2
2018,45,075,race-ethnicity,Hispanic,0.6512388966806919,2
2018,45,075,race-ethnicity,Other Races and Ethnicities,0.7079388201019665,2
2018,45,075,race-ethnicity,"White, Non-Hispanic",0.7793919057167409,2
2018,45,075,all,All,0.7388725948367552,2
2018,45,077,race-ethnicity,"Black, Non-Hispanic",0.8365291497191556,2
2018,45,077,race-ethnicity,Hispanic,0.742283950617284,2
2018,45,077,race-ethnicity,Other Races and Ethnicities,0.5560146923783287,2
2018,45,077,race-ethnicity,"White, Non-Hispanic",0.7626810038304962,2
2018,45,077,all,All,0.7608950843727073,2
2018,45,079,race-ethnicity,"Black, Non-Hispanic",0.762520302328059,1
2018,45,079,race-ethnicity,Hispanic,0.8042560176263702,1
2018,45,079,race-ethnicity,Other Races and Ethnicities,0.7943155241011454,1
2018,45,079,race-ethnicity,"White, Non-Hispanic",0.8178297827291257,1
2018,45,079,all,All,0.7898572096562226,1
2018,45,081,race-ethnicity,"Black, Non-Hispanic",0.8681292476451652,3
2018,45,081,race-ethnicity,Hispanic,0.7048748353096179,3
2018,45,081,race-ethnicity,Other Races and Ethnicities,0.5918141592920354,3
2018,45,081,race-ethnicity,"White, Non-Hispanic",0.7957016074419931,3
2018,45,081,all,All,0.7872144165340963,3
2018,45,083,race-ethnicity,"Black, Non-Hispanic",0.7799905355311934,1
2018,45,083,race-ethnicity,Hispanic,0.8236554021894336,1
2018,45,083,race-ethnicity,Other Races and Ethnicities,0.7901907356948229,1
2018,45,083,race-ethnicity,"White, Non-Hispanic",0.7885179041370967,1
2018,45,083,all,All,0.7892452702244525,1
2018,45,085,race-ethnicity,"Black, Non-Hispanic",0.7394587791063563,2
2018,45,085,race-ethnicity,Hispanic,0.7046979865771813,2
2018,45,085,race-ethnicity,Other Races and Ethnicities,0.7738712065136936,2
2018,45,085,race-ethnicity,"White, Non-Hispanic",0.7522973173262192,2
2018,45,085,all,All,0.7455042527339004,2
2018,45,087,race-ethnicity,"Black, Non-Hispanic",0.7230749048930867,3
2018,45,087,race-ethnicity,Hispanic,0.49953256466188845,3
2018,45,087,race-ethnicity,Other Races and Ethnicities,0.4328205128205128,3
2018,45,087,race-ethnicity,"White, Non-Hispanic",0.8207067234978688,3
2018,45,087,all,All,0.7687785643874898,3
2018,45,089,race-ethnicity,"Black, Non-Hispanic",0.7394587791063562,3
2018,45,089,race-ethnicity,Hispanic,0.7046979865771813,3
2018,45,089,race-ethnicity,Other Races and Ethnicities,0.7738712065136936,3
2018,45,089,race-ethnicity,"White, Non-Hispanic",0.752297317326219,3
2018,45,089,all,All,0.7455042527339003,3
2018,45,091,race-ethnicity,"Black, Non-Hispanic",0.86488579171506,1
2018,45,091,race-ethnicity,Hispanic,0.8164881229622729,1
2018,45,091,race-ethnicity,Other Races and Ethnicities,0.7151398264223723,1
2018,45,091,race-ethnicity,"White, Non-Hispanic",0.8250322951054974,1
2018,45,091,all,All,0.8268565185858419,1
2018,46,003,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,003,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,003,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,003,all,All,0.8666053574797208,3
2018,46,005,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,005,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,005,race-ethnicity,"White, Non-Hispanic",0.8801997116462862,3
2018,46,005,all,All,0.8666053574797209,3
2018,46,007,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,007,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,007,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,007,race-ethnicity,"White, Non-Hispanic",0.9026568430453225,3
2018,46,007,all,All,0.6844684409753807,3
2018,46,009,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,009,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,009,race-ethnicity,"White, Non-Hispanic",0.8801997116462862,3
2018,46,009,all,All,0.8666053574797208,3
2018,46,011,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,011,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,011,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,011,all,All,0.8666053574797209,3
2018,46,013,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,013,race-ethnicity,Hispanic,0.8091490408263651,3
2018,46,013,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,013,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,013,all,All,0.8843718536749077,3
2018,46,015,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,015,race-ethnicity,Other Races and Ethnicities,0.8137186629526462,3
2018,46,015,race-ethnicity,"White, Non-Hispanic",0.8801997116462862,3
2018,46,015,all,All,0.8666053574797208,3
2018,46,017,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,017,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,017,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,017,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,017,all,All,0.6844684409753807,3
2018,46,019,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,019,race-ethnicity,Hispanic,1,3
2018,46,019,race-ethnicity,Other Races and Ethnicities,0.6421757083867294,3
2018,46,019,race-ethnicity,"White, Non-Hispanic",0.8872227775926542,3
2018,46,019,all,All,0.8673480398957899,3
2018,46,021,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,021,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,021,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,021,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,021,all,All,0.8843718536749077,3
2018,46,023,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,023,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,023,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,023,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,023,all,All,0.6844684409753808,3
2018,46,025,race-ethnicity,"Black, Non-Hispanic",0.7775061124694376,3
2018,46,025,race-ethnicity,Hispanic,0.8091490408263651,3
2018,46,025,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,025,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,025,all,All,0.8843718536749078,3
2018,46,027,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,027,race-ethnicity,Hispanic,0.9128787878787878,3
2018,46,027,race-ethnicity,Other Races and Ethnicities,0.9515250544662309,3
2018,46,027,race-ethnicity,"White, Non-Hispanic",0.9168381685808493,3
2018,46,027,all,All,0.9187115305703734,3
2018,46,029,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,029,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,029,race-ethnicity,Other Races and Ethnicities,0.6309077269317328,3
2018,46,029,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,029,all,All,0.8843718536749077,3
2018,46,031,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,031,race-ethnicity,Hispanic,0.605421686746988,3
2018,46,031,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,031,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,031,all,All,0.6844684409753807,3
2018,46,033,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,033,race-ethnicity,Hispanic,1,3
2018,46,033,race-ethnicity,Other Races and Ethnicities,0.6421757083867292,3
2018,46,033,race-ethnicity,"White, Non-Hispanic",0.8872227775926543,3
2018,46,033,all,All,0.8673480398957899,3
2018,46,035,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,035,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,035,race-ethnicity,"White, Non-Hispanic",0.880199711646286,3
2018,46,035,all,All,0.8666053574797209,3
2018,46,037,race-ethnicity,"Black, Non-Hispanic",0.7775061124694376,3
2018,46,037,race-ethnicity,Hispanic,0.8091490408263651,3
2018,46,037,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,037,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,037,all,All,0.8843718536749078,3
2018,46,039,race-ethnicity,"Black, Non-Hispanic",0.7775061124694376,3
2018,46,039,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,039,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,039,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,039,all,All,0.8843718536749078,3
2018,46,041,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,041,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,041,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,041,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,041,all,All,0.6844684409753806,3
2018,46,043,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,043,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,043,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,043,all,All,0.8666053574797208,3
2018,46,045,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,045,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,045,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,045,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,045,all,All,0.8843718536749078,3
2018,46,047,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,047,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,047,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,047,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,047,all,All,0.6844684409753807,3
2018,46,049,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,049,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,049,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,049,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,049,all,All,0.8843718536749078,3
2018,46,051,race-ethnicity,"Black, Non-Hispanic",0.7775061124694376,3
2018,46,051,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,051,race-ethnicity,Other Races and Ethnicities,0.630907726931733,3
2018,46,051,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,051,all,All,0.8843718536749078,3
2018,46,053,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,053,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,053,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,053,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,053,all,All,0.6844684409753807,3
2018,46,055,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,055,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,055,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,055,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,055,all,All,0.6844684409753806,3
2018,46,057,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,057,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,057,race-ethnicity,Other Races and Ethnicities,0.630907726931733,3
2018,46,057,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,057,all,All,0.8843718536749078,3
2018,46,059,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,059,race-ethnicity,Other Races and Ethnicities,0.8137186629526462,3
2018,46,059,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,059,all,All,0.8666053574797208,3
2018,46,061,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,061,race-ethnicity,Other Races and Ethnicities,0.8137186629526464,3
2018,46,061,race-ethnicity,"White, Non-Hispanic",0.8801997116462862,3
2018,46,061,all,All,0.8666053574797208,3
2018,46,063,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,063,race-ethnicity,Hispanic,1,3
2018,46,063,race-ethnicity,Other Races and Ethnicities,0.6421757083867294,3
2018,46,063,race-ethnicity,"White, Non-Hispanic",0.8872227775926542,3
2018,46,063,all,All,0.8673480398957899,3
2018,46,065,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,065,race-ethnicity,Hispanic,0.605421686746988,3
2018,46,065,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,065,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,065,all,All,0.6844684409753807,3
2018,46,067,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,067,race-ethnicity,Other Races and Ethnicities,0.8137186629526462,3
2018,46,067,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,067,all,All,0.8666053574797208,3
2018,46,069,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,069,race-ethnicity,Hispanic,0.605421686746988,3
2018,46,069,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,069,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,069,all,All,0.6844684409753807,3
2018,46,071,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,071,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,071,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,071,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,071,all,All,0.6844684409753807,3
2018,46,073,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,073,race-ethnicity,Other Races and Ethnicities,0.8137186629526462,3
2018,46,073,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,073,all,All,0.8666053574797209,3
2018,46,075,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,075,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,075,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,075,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,075,all,All,0.6844684409753806,3
2018,46,077,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,077,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,077,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,077,all,All,0.8666053574797208,3
2018,46,079,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,079,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,079,race-ethnicity,"White, Non-Hispanic",0.880199711646286,3
2018,46,079,all,All,0.8666053574797208,3
2018,46,081,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,081,race-ethnicity,Hispanic,1,3
2018,46,081,race-ethnicity,Other Races and Ethnicities,0.6421757083867293,3
2018,46,081,race-ethnicity,"White, Non-Hispanic",0.8872227775926543,3
2018,46,081,all,All,0.8673480398957899,3
2018,46,083,race-ethnicity,"Black, Non-Hispanic",0.856498381163097,3
2018,46,083,race-ethnicity,Hispanic,0.7570198092842773,3
2018,46,083,race-ethnicity,Other Races and Ethnicities,0.7744550747793785,3
2018,46,083,race-ethnicity,"White, Non-Hispanic",0.8877985659774946,3
2018,46,083,all,All,0.8752564423054275,3
2018,46,085,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,085,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,085,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,085,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,085,all,All,0.6844684409753807,3
2018,46,087,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,087,race-ethnicity,Hispanic,0.912878787878788,3
2018,46,087,race-ethnicity,Other Races and Ethnicities,0.9515250544662309,3
2018,46,087,race-ethnicity,"White, Non-Hispanic",0.9168381685808493,3
2018,46,087,all,All,0.9187115305703735,3
2018,46,089,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,089,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,089,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,089,race-ethnicity,"White, Non-Hispanic",0.9077543519322068,3
2018,46,089,all,All,0.8843718536749077,3
2018,46,091,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,091,race-ethnicity,Hispanic,0.8091490408263651,3
2018,46,091,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,091,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,091,all,All,0.8843718536749077,3
2018,46,093,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,093,race-ethnicity,Hispanic,1,3
2018,46,093,race-ethnicity,Other Races and Ethnicities,0.6421757083867293,3
2018,46,093,race-ethnicity,"White, Non-Hispanic",0.8872227775926542,3
2018,46,093,all,All,0.86734803989579,3
2018,46,095,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,095,race-ethnicity,Hispanic,0.605421686746988,3
2018,46,095,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,095,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,095,all,All,0.6844684409753806,3
2018,46,097,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,097,race-ethnicity,Other Races and Ethnicities,0.8137186629526462,3
2018,46,097,race-ethnicity,"White, Non-Hispanic",0.8801997116462862,3
2018,46,097,all,All,0.8666053574797208,3
2018,46,099,race-ethnicity,"Black, Non-Hispanic",0.8473170522678327,2
2018,46,099,race-ethnicity,Hispanic,0.7130483352626423,2
2018,46,099,race-ethnicity,Other Races and Ethnicities,0.7048399211116682,2
2018,46,099,race-ethnicity,"White, Non-Hispanic",0.8699386028549244,2
2018,46,099,all,All,0.8514581593457823,2
2018,46,101,race-ethnicity,Hispanic,0.6950048030739673,3
2018,46,101,race-ethnicity,Other Races and Ethnicities,0.8137186629526463,3
2018,46,101,race-ethnicity,"White, Non-Hispanic",0.8801997116462861,3
2018,46,101,all,All,0.8666053574797208,3
2018,46,102,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,102,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,102,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,102,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,102,all,All,0.6844684409753807,3
2018,46,103,race-ethnicity,"Black, Non-Hispanic",1,2
2018,46,103,race-ethnicity,Hispanic,1,2
2018,46,103,race-ethnicity,Other Races and Ethnicities,0.6421757083867293,2
2018,46,103,race-ethnicity,"White, Non-Hispanic",0.8872227775926543,2
2018,46,103,all,All,0.86734803989579,2
2018,46,105,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,105,race-ethnicity,Hispanic,1,3
2018,46,105,race-ethnicity,Other Races and Ethnicities,0.6421757083867293,3
2018,46,105,race-ethnicity,"White, Non-Hispanic",0.8872227775926542,3
2018,46,105,all,All,0.8673480398957901,3
2018,46,107,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,107,race-ethnicity,Hispanic,0.8091490408263651,3
2018,46,107,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,107,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,107,all,All,0.8843718536749077,3
2018,46,109,race-ethnicity,"Black, Non-Hispanic",0.7775061124694376,3
2018,46,109,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,109,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,109,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,109,all,All,0.8843718536749078,3
2018,46,111,race-ethnicity,Hispanic,0.6950048030739674,3
2018,46,111,race-ethnicity,Other Races and Ethnicities,0.8137186629526462,3
2018,46,111,race-ethnicity,"White, Non-Hispanic",0.8801997116462862,3
2018,46,111,all,All,0.8666053574797208,3
2018,46,115,race-ethnicity,"Black, Non-Hispanic",0.7775061124694377,3
2018,46,115,race-ethnicity,Hispanic,0.8091490408263651,3
2018,46,115,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,115,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,115,all,All,0.8843718536749077,3
2018,46,117,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,117,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,117,race-ethnicity,Other Races and Ethnicities,0.43494568028970515,3
2018,46,117,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,117,all,All,0.6844684409753808,3
2018,46,119,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,119,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,119,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,119,race-ethnicity,"White, Non-Hispanic",0.9026568430453227,3
2018,46,119,all,All,0.6844684409753807,3
2018,46,121,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,121,race-ethnicity,Hispanic,0.605421686746988,3
2018,46,121,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,121,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,121,all,All,0.6844684409753807,3
2018,46,123,race-ethnicity,"Black, Non-Hispanic",0.7428571428571428,3
2018,46,123,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,123,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,123,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,123,all,All,0.6844684409753807,3
2018,46,125,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,125,race-ethnicity,Hispanic,0.9128787878787878,3
2018,46,125,race-ethnicity,Other Races and Ethnicities,0.9515250544662308,3
2018,46,125,race-ethnicity,"White, Non-Hispanic",0.9168381685808493,3
2018,46,125,all,All,0.9187115305703735,3
2018,46,127,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,127,race-ethnicity,Hispanic,0.9128787878787878,3
2018,46,127,race-ethnicity,Other Races and Ethnicities,0.9515250544662309,3
2018,46,127,race-ethnicity,"White, Non-Hispanic",0.9168381685808492,3
2018,46,127,all,All,0.9187115305703735,3
2018,46,129,race-ethnicity,"Black, Non-Hispanic",0.7775061124694376,3
2018,46,129,race-ethnicity,Hispanic,0.809149040826365,3
2018,46,129,race-ethnicity,Other Races and Ethnicities,0.6309077269317329,3
2018,46,129,race-ethnicity,"White, Non-Hispanic",0.9077543519322069,3
2018,46,129,all,All,0.8843718536749077,3
2018,46,135,race-ethnicity,"Black, Non-Hispanic",1,3
2018,46,135,race-ethnicity,Hispanic,0.9128787878787878,3
2018,46,135,race-ethnicity,Other Races and Ethnicities,0.9515250544662309,3
2018,46,135,race-ethnicity,"White, Non-Hispanic",0.9168381685808493,3
2018,46,135,all,All,0.9187115305703735,3
2018,46,137,race-ethnicity,"Black, Non-Hispanic",0.7428571428571429,3
2018,46,137,race-ethnicity,Hispanic,0.6054216867469879,3
2018,46,137,race-ethnicity,Other Races and Ethnicities,0.4349456802897051,3
2018,46,137,race-ethnicity,"White, Non-Hispanic",0.9026568430453226,3
2018,46,137,all,All,0.6844684409753807,3
2018,47,001,race-ethnicity,"Black, Non-Hispanic",0.8815789473684211,2
2018,47,001,race-ethnicity,Hispanic,1,2
2018,47,001,race-ethnicity,Other Races and Ethnicities,0.5263157894736842,2
2018,47,001,race-ethnicity,"White, Non-Hispanic",0.75396359365825,2
2018,47,001,all,All,0.7512424797279624,2
2018,47,003,race-ethnicity,"Black, Non-Hispanic",0.8675479852548621,3
2018,47,003,race-ethnicity,Hispanic,0.7612813799476359,3
2018,47,003,race-ethnicity,Other Races and Ethnicities,1,3
2018,47,003,race-ethnicity,"White, Non-Hispanic",0.7612707142340256,3
2018,47,003,all,All,0.7764024416150915,3
2018,47,005,race-ethnicity,"Black, Non-Hispanic",0.6035947712418301,3
2018,47,005,race-ethnicity,Hispanic,0.9771812080536912,3
2018,47,005,race-ethnicity,Other Races and Ethnicities,0.9307262569832402,3
