year,state,place,subgroup_type,subgroup,share_employed,share_employed_quality
2021,01,03076,race-ethnicity,"Black, Non-Hispanic",0.7915527610716239,2
2021,01,03076,race-ethnicity,Hispanic,0.9499105545617174,2
2021,01,03076,race-ethnicity,Other Races and Ethnicities,0.862378459237098,2
2021,01,03076,race-ethnicity,"White, Non-Hispanic",0.8620323949093713,2
2021,01,03076,all,All,0.7918990052192533,2
2021,01,07000,race-ethnicity,"Black, Non-Hispanic",0.7998348224341166,2
2021,01,07000,race-ethnicity,Hispanic,0.8316843485516748,2
2021,01,07000,race-ethnicity,Other Races and Ethnicities,0.8803141752898641,2
2021,01,07000,race-ethnicity,"White, Non-Hispanic",0.8689940216990184,2
2021,01,07000,all,All,0.7923017786024358,2
2021,01,35896,race-ethnicity,"Black, Non-Hispanic",0.8454579721070486,3
2021,01,35896,race-ethnicity,Hispanic,0.8371694883013125,3
2021,01,35896,race-ethnicity,Other Races and Ethnicities,0.8935828877005347,3
2021,01,35896,race-ethnicity,"White, Non-Hispanic",0.8716830877437731,3
2021,01,35896,all,All,0.8325009013339743,3
2021,01,37000,race-ethnicity,"Black, Non-Hispanic",0.8305926753186738,2
2021,01,37000,race-ethnicity,Hispanic,0.8150928486764125,2
2021,01,37000,race-ethnicity,Other Races and Ethnicities,0.8986417657045841,2
2021,01,37000,race-ethnicity,"White, Non-Hispanic",0.8594320950060901,2
2021,01,37000,all,All,0.7850652122775073,2
2021,01,50000,race-ethnicity,"Black, Non-Hispanic",0.7257418084657573,1
2021,01,50000,race-ethnicity,Hispanic,0.7926872559460418,1
2021,01,50000,race-ethnicity,Other Races and Ethnicities,0.8651233014594867,1
2021,01,50000,race-ethnicity,"White, Non-Hispanic",0.8225219691958802,1
2021,01,50000,all,All,0.7624491023051836,1
2021,01,51000,race-ethnicity,"Black, Non-Hispanic",0.7710897797854319,1
2021,01,51000,race-ethnicity,Hispanic,0.798343685300207,1
2021,01,51000,race-ethnicity,Other Races and Ethnicities,0.8605215281989085,1
2021,01,51000,race-ethnicity,"White, Non-Hispanic",0.8521903845575634,1
2021,01,51000,all,All,0.7622100671605622,1
2021,01,77256,race-ethnicity,"Black, Non-Hispanic",0.790651785163717,2
2021,01,77256,race-ethnicity,Hispanic,0.9326556543837357,2
2021,01,77256,race-ethnicity,Other Races and Ethnicities,0.8079427083333334,2
2021,01,77256,race-ethnicity,"White, Non-Hispanic",0.8642572789009445,2
2021,01,77256,all,All,0.7964262572347973,2
2021,02,03000,race-ethnicity,"Black, Non-Hispanic",0.8501403584538977,1
2021,02,03000,race-ethnicity,Hispanic,0.9073364552291755,1
2021,02,03000,race-ethnicity,Other Races and Ethnicities,0.8241988297815235,1
2021,02,03000,race-ethnicity,"White, Non-Hispanic",0.8468518639847998,1
2021,02,03000,all,All,0.7892053521490341,1
2021,04,04720,race-ethnicity,"Black, Non-Hispanic",0.9014951627088831,2
2021,04,04720,race-ethnicity,Hispanic,0.861789027833804,2
2021,04,04720,race-ethnicity,Other Races and Ethnicities,0.8379411103618791,2
2021,04,04720,race-ethnicity,"White, Non-Hispanic",0.8611343336120033,2
2021,04,04720,all,All,0.8039898526082252,2
2021,04,07940,race-ethnicity,"Black, Non-Hispanic",0.8901639344262295,2
2021,04,07940,race-ethnicity,Hispanic,0.87770812713076,2
2021,04,07940,race-ethnicity,Other Races and Ethnicities,0.7531954450383453,2
2021,04,07940,race-ethnicity,"White, Non-Hispanic",0.8519305946094232,2
2021,04,07940,all,All,0.7878506379566332,2
2021,04,12000,race-ethnicity,"Black, Non-Hispanic",0.9044594781168024,1
2021,04,12000,race-ethnicity,Hispanic,0.8940338722093918,1
2021,04,12000,race-ethnicity,Other Races and Ethnicities,0.8906339681711453,1
2021,04,12000,race-ethnicity,"White, Non-Hispanic",0.8730852700111671,1
2021,04,12000,all,All,0.8363583684126392,1
2021,04,23620,race-ethnicity,"Black, Non-Hispanic",0.8931034482758621,3
2021,04,23620,race-ethnicity,Hispanic,0.890038809831824,2
2021,04,23620,race-ethnicity,Other Races and Ethnicities,0.7396544213736025,2
2021,04,23620,race-ethnicity,"White, Non-Hispanic",0.8588684484553974,2
2021,04,23620,all,All,0.7791996749949218,2
2021,04,27400,race-ethnicity,"Black, Non-Hispanic",0.8762480294272201,1
2021,04,27400,race-ethnicity,Hispanic,0.8970706136293556,1
2021,04,27400,race-ethnicity,Other Races and Ethnicities,0.8511282333516786,1
2021,04,27400,race-ethnicity,"White, Non-Hispanic",0.8629019148866999,1
2021,04,27400,all,All,0.8343165936629545,1
2021,04,27820,race-ethnicity,"Black, Non-Hispanic",0.8424556213017751,1
2021,04,27820,race-ethnicity,Hispanic,0.8274022443431515,1
2021,04,27820,race-ethnicity,Other Races and Ethnicities,0.8613414506140443,1
2021,04,27820,race-ethnicity,"White, Non-Hispanic",0.8512030761462723,1
2021,04,27820,all,All,0.774331941745705,1
2021,04,28380,race-ethnicity,"Black, Non-Hispanic",0.8855686819550613,2
2021,04,28380,race-ethnicity,Hispanic,0.8612585804619078,2
2021,04,28380,race-ethnicity,Other Races and Ethnicities,0.8122523117569352,2
2021,04,28380,race-ethnicity,"White, Non-Hispanic",0.8528843353718264,2
2021,04,28380,all,All,0.7888335352991338,2
2021,04,46000,race-ethnicity,"Black, Non-Hispanic",0.8708422485897686,1
2021,04,46000,race-ethnicity,Hispanic,0.8495650690772641,1
2021,04,46000,race-ethnicity,Other Races and Ethnicities,0.8647714507906333,1
2021,04,46000,race-ethnicity,"White, Non-Hispanic",0.8541086899448674,1
2021,04,46000,all,All,0.8185909916661914,1
2021,04,54050,race-ethnicity,"Black, Non-Hispanic",0.868144690781797,2
2021,04,54050,race-ethnicity,Hispanic,0.8407363801776732,2
2021,04,54050,race-ethnicity,Other Races and Ethnicities,0.8647578434358818,2
2021,04,54050,race-ethnicity,"White, Non-Hispanic",0.8616579223504722,2
2021,04,54050,all,All,0.7849842705155161,2
2021,04,55000,race-ethnicity,"Black, Non-Hispanic",0.8350010842962917,1
2021,04,55000,race-ethnicity,Hispanic,0.8129109240253831,1
2021,04,55000,race-ethnicity,Other Races and Ethnicities,0.8634638251166195,1
2021,04,55000,race-ethnicity,"White, Non-Hispanic",0.8708967949031882,1
2021,04,55000,all,All,0.784815320030877,1
2021,04,65000,race-ethnicity,"Black, Non-Hispanic",0.9531459170013387,2
2021,04,65000,race-ethnicity,Hispanic,0.8338920900995286,2
2021,04,65000,race-ethnicity,Other Races and Ethnicities,0.8661923862862333,2
2021,04,65000,race-ethnicity,"White, Non-Hispanic",0.8778467908902692,2
2021,04,65000,all,All,0.8223115491009682,2
2021,04,71510,race-ethnicity,"Black, Non-Hispanic",0.8919975932611311,1
2021,04,71510,race-ethnicity,Hispanic,0.8570116209636672,1
2021,04,71510,race-ethnicity,Other Races and Ethnicities,0.8101898101898102,1
2021,04,71510,race-ethnicity,"White, Non-Hispanic",0.8713264778742136,1
2021,04,71510,all,All,0.7832520972352159,1
2021,04,73000,race-ethnicity,"Black, Non-Hispanic",0.8289568778607564,1
2021,04,73000,race-ethnicity,Hispanic,0.8280230850664207,1
2021,04,73000,race-ethnicity,Other Races and Ethnicities,0.8711670838548186,1
2021,04,73000,race-ethnicity,"White, Non-Hispanic",0.8576323666013005,1
2021,04,73000,all,All,0.7839764722386444,1
2021,04,77000,race-ethnicity,"Black, Non-Hispanic",0.8232614637109019,1
2021,04,77000,race-ethnicity,Hispanic,0.8362644109420834,1
2021,04,77000,race-ethnicity,Other Races and Ethnicities,0.8167128903894851,1
2021,04,77000,race-ethnicity,"White, Non-Hispanic",0.8389739732895757,1
2021,04,77000,all,All,0.7967444449624179,1
2021,04,85540,race-ethnicity,"Black, Non-Hispanic",0.874296435272045,3
2021,04,85540,race-ethnicity,Hispanic,0.7914868901427149,2
2021,04,85540,race-ethnicity,Other Races and Ethnicities,0.8243430152143845,2
2021,04,85540,race-ethnicity,"White, Non-Hispanic",0.8317295517852621,2
2021,04,85540,all,All,0.7446019186737385,2
2021,05,23290,race-ethnicity,"Black, Non-Hispanic",0.7987141444114738,2
2021,05,23290,race-ethnicity,Hispanic,0.8374132261600292,2
2021,05,23290,race-ethnicity,Other Races and Ethnicities,0.8140839971035482,2
2021,05,23290,race-ethnicity,"White, Non-Hispanic",0.832868667694863,2
2021,05,23290,all,All,0.8168726391854163,2
2021,05,24550,race-ethnicity,"Black, Non-Hispanic",0.8105436573311368,2
2021,05,24550,race-ethnicity,Hispanic,0.8553846153846154,2
2021,05,24550,race-ethnicity,Other Races and Ethnicities,0.8087394957983193,2
2021,05,24550,race-ethnicity,"White, Non-Hispanic",0.776767413259792,2
2021,05,24550,all,All,0.7208135235076598,2
2021,05,35710,race-ethnicity,"Black, Non-Hispanic",0.7315212981744422,2
2021,05,35710,race-ethnicity,Hispanic,0.8895985401459854,2
2021,05,35710,race-ethnicity,Other Races and Ethnicities,0.7362191410213054,2
2021,05,35710,race-ethnicity,"White, Non-Hispanic",0.8137047103707952,2
2021,05,35710,all,All,0.7273502236562294,2
