year,state,place,share_employed,share_employed_quality
2021,12,53000,0.7812310756883736,2
2021,12,54000,0.7753830923752758,1
2021,12,54200,0.7540807221959797,2
2021,12,55775,0.8282324374617055,2
2021,12,57425,0.7872746205475886,2
2021,12,58050,0.8118947489094167,2
2021,12,58715,0.7840254389414117,1
2021,12,63000,0.8147933605763155,1
2021,12,69700,0.8009139924134128,2
2021,12,70600,0.8443318581017811,1
2021,12,71000,0.8154079485118327,1
2021,12,76600,0.8005784517696295,2
2021,13,03440,0.8382534759126304,1
2021,13,04000,0.8417033070293736,1
2021,13,04204,0.7428446612545051,1
2021,13,19000,0.7333019414662417,1
2021,13,42425,0.8446427655536749,2
2021,13,49008,0.7210897264469155,1
2021,13,67284,0.8446427655536749,2
2021,13,68516,0.865585958457883,1
2021,13,69000,0.7919843378066029,2
2021,13,72122,0.8122772552632952,2
2021,13,80508,0.7722786063494028,2
2021,15,71550,0.8021681522524693,1
2021,16,08830,0.8264061291391949,2
2021,16,52120,0.8402924887807326,2
2021,16,56260,0.840849449245324,2
2021,17,02154,0.8245265659233371,3
2021,17,03012,0.8277072379862767,2
2021,17,06613,0.845679626131053,2
2021,17,12385,0.858811536337765,2
2021,17,14000,0.7919189265819407,1
2021,17,14351,0.8123416598333069,2
2021,17,23074,0.8323130334747373,2
2021,17,24582,0.8428975578637895,2
2021,17,38570,0.817950478216957,2
2021,17,51622,0.8178927371036095,2
2021,17,59000,0.7781788825930664,2
2021,17,65000,0.73645438841273,1
2021,17,68003,0.8224676893428945,2
2021,17,72000,0.7683228417266187,2
2021,17,79293,0.7817599771083152,2
2021,18,05860,0.7952602952602953,2
2021,18,10342,0.888492129318398,2
2021,18,22000,0.8723384922918497,2
2021,18,23278,0.8661507265369732,2
2021,18,25000,0.792651641325955,1
2021,18,31000,0.6856794979863258,2
2021,18,36003,0.7866404824228166,1
2021,18,71000,0.8068433783511388,1
2021,19,12000,0.8535414300653301,2
2021,19,19000,0.8613258161316723,2
2021,19,21000,0.8676737282554735,1
2021,19,73335,0.8571643039440667,2
2021,20,36000,0.7254125104875547,1
2021,20,38900,0.8155538677529978,1
2021,20,52575,0.8702747142787601,2
2021,20,53775,0.8659313357017954,2
2021,20,71000,0.8044015327215892,1
2021,20,79000,0.8174788012918667,2
2021,21,46027,0.8523138411455186,1
2021,21,48006,0.8109423418174113,2
2021,22,05000,0.7400768323300765,2
2021,22,40735,0.8068237755353187,2
2021,22,41155,0.7460463501432167,2
2021,22,55000,0.7349854356356192,1
2021,22,70000,0.718517207098013,1
2021,24,04000,0.7491876952954797,1
2021,24,30325,0.8309125462381647,2
2021,25,07000,0.8270080486300179,1
2021,25,09000,0.8430981000387747,1
2021,25,11000,0.8357231920199502,1
2021,25,23000,0.7870671062743251,1
2021,25,34550,0.782360641161797,2
2021,25,37000,0.8016608187134503,1
2021,25,37490,0.8357850630316327,1
2021,25,45000,0.7949192284579764,1
2021,25,45560,0.8655369986590272,2
2021,25,55745,0.817762932511134,1
2021,25,62535,0.8209773961747373,2
2021,25,67000,0.6622333103922918,1
2021,25,82000,0.7335515587819638,1
2021,26,03000,0.8177699582142072,1
2021,26,21000,0.6107342736490442,2
2021,26,22000,0.6161547711246077,1
2021,26,27440,0.8067884812161965,2
2021,26,29000,0.6828324648440288,1
2021,26,34000,0.8471979868853663,1
2021,26,46000,0.7944064111756135,1
2021,26,49000,0.797541174573021,2
2021,26,69035,0.7909335587339013,2
2021,26,74900,0.7973530667425643,2
2021,26,76460,0.7004950979432888,1
2021,26,80700,0.8056962489906775,2
2021,26,84000,0.7926276052406179,1
2021,26,86000,0.7021133540135389,2
2021,26,88940,0.8292657682833426,2
2021,27,06616,0.8723179353421648,2
2021,27,07966,0.8574516562481743,2
2021,27,17000,0.8140151313335819,1
2021,27,43000,0.8451605311817112,1
2021,27,51730,0.8901513954296912,2
2021,27,54880,0.8864007926678227,2
2021,27,58000,0.8486002892874362,1
2021,27,71428,0.8919013556100245,2
2021,28,36000,0.7445135317247085,1
2021,29,15670,0.8433081318173948,2
2021,29,35000,0.8318044596758638,2
2021,29,38000,0.8353640180252924,1
2021,29,41348,0.8384834095862138,1
2021,29,54074,0.8733007665989718,3
2021,29,65000,0.8185937909677785,1
2021,29,70000,0.8234015748031496,2
2021,30,06550,0.8134473128823894,1
2021,31,28000,0.8735995771021264,1
2021,31,37000,0.8561365734603061,1
2021,32,31900,0.7488370366048365,1
2021,32,40000,0.7194518444301907,1
2021,32,51800,0.7223496004374562,1
2021,32,60600,0.8345462798157885,1
2021,32,68400,0.8344215487288864,2
2021,33,45140,0.8506607968148453,1
2021,33,50260,0.8387598345616818,2
2021,34,13690,0.8108953330709006,2
2021,34,21000,0.7785129142718613,1
2021,34,36000,0.7999508913579623,1
2021,34,51000,0.7112719152772782,1
2021,34,57000,0.7431053182011853,1
2021,34,74000,0.8066816403020448,2
2021,35,02000,0.7716763189311387,1
2021,35,39380,0.7058279250397477,1
2021,35,63460,0.7387869608619325,2
2021,35,70500,0.7930624805235276,2
2021,36,01000,0.8039100734094616,1
2021,36,11000,0.6791171632242734,1
2021,36,50617,0.8204890274175768,2
2021,36,51000,0.7437868785669214,1
2021,36,63000,0.8006767195311589,1
2021,36,73000,0.7725748275643866,1
2021,36,84000,0.7860955628869036,1
2021,37,02140,0.7950438076511581,2
2021,37,10740,0.8361030319687901,2
2021,37,12000,0.8443976625890769,1
2021,37,14100,0.8285923553859781,2
2021,37,19000,0.8275880847356096,1
2021,37,22920,0.7396409613187896,1
2021,37,25580,0.7616147972244312,2
2021,37,28000,0.8113164510274006,1
2021,37,28080,0.7872254652175316,2
2021,37,31400,0.7861415699204193,2
2021,37,55000,0.8267823884640347,1
2021,37,74440,0.8160712383252247,2
2021,37,75000,0.7977896256803287,1
2021,38,25700,0.9262086848929196,2
2021,39,01000,0.8116636914860659,1
2021,39,15000,0.8196257362166718,1
2021,39,16000,0.7576450208117798,1
2021,39,18000,0.8219562228271459,2
2021,39,21000,0.788278095444568,1
2021,39,61000,0.8202731411229135,2
2021,39,77000,0.7896314715569838,1
2021,40,09050,0.7991667275783934,2
2021,40,23200,0.8102758642582775,2
2021,40,41850,0.7045250713412149,1
2021,40,52500,0.8302876334826041,2
2021,40,55000,0.7963825504341822,2
2021,40,75000,0.7703455931586181,2
2021,41,05350,0.8247427342200632,2
2021,41,05800,0.8226827864133563,2
2021,41,23850,0.7694828944406932,2
2021,41,31250,0.798918981082169,2
2021,41,34100,0.8025931623394971,1
2021,41,47000,0.7631043831902395,2
2021,41,59000,0.8071741247895136,1
2021,41,64900,0.782429831796256,2
2021,42,02000,0.7593020153983424,1
2021,42,06088,0.8025757789149179,2
2021,42,24000,0.7469064018844858,1
2021,42,60000,0.7648897103859796,1
2021,42,61000,0.800361374517089,1
2021,42,63624,0.7108817902487101,2
2021,42,69000,0.8296350218384457,2
2021,44,19180,0.7816955932640816,2
2021,44,54640,0.7689643293351289,2
2021,44,59000,0.7738934571653373,1
2021,44,74300,0.8464404725840654,2
2021,45,13330,0.8265267576075551,2
2021,45,16000,0.7979968989649248,2
2021,45,48535,0.8243118015808122,2
2021,45,50875,0.8178666893856296,2
2021,46,59020,0.9017591489160202,1
2021,47,14000,0.7846500734302576,2
2021,47,15160,0.7381905843444305,2
2021,47,27740,0.834198292790446,3
2021,47,40000,0.808563399803999,1
2021,47,48000,0.7769401861197948,1
2021,47,51560,0.8226906850416777,2
2021,47,52006,0.8297945656055584,1
2021,48,01000,0.7882818685669042,1
2021,48,01924,0.7961616297895305,2
2021,48,03000,0.7904071108129638,1
2021,48,04000,0.8097114409079111,2
2021,48,05000,0.8387269118370675,1
2021,48,06128,0.7404486615558628,2
2021,48,07000,0.7444994842380893,1
2021,48,10768,0.7291176810700382,1
2021,48,10912,0.7681536282840121,2
2021,48,13024,0.8303878649120319,2
2021,48,13552,0.8434628182421433,3
2021,48,15976,0.7681536282840121,2
2021,48,16432,0.7801694676199672,3
2021,48,17000,0.7578433340022744,1
2021,48,19000,0.800367285669899,1
2021,48,19972,0.8390399769363829,2
2021,48,22660,0.7026620332781224,2
2021,48,24000,0.7449213144693618,1
2021,48,26232,0.8225833533221396,2
2021,48,27000,0.8078762832831641,2
2021,48,27684,0.8291421419039836,2
2021,48,29000,0.7988428434158608,2
2021,48,30464,0.8080828551060842,2
2021,48,35000,0.7697042901817144,1
2021,48,37000,0.82272211424922,1
2021,48,39148,0.7553297723327681,1
2021,48,41464,0.6945958900005991,1
2021,48,41980,0.7803232989954981,2
2021,48,42508,0.8334724284563332,1
2021,48,43888,0.750232629359592,2
2021,48,45000,0.807308823399539,1
2021,48,45384,0.7063492389203297,1
2021,48,45744,0.8151222951185968,1
2021,48,47892,0.7751132384593145,2
2021,48,48072,0.8153029689856885,1
2021,48,48768,0.6981519367621171,2
2021,48,50820,0.8172931345717114,2
2021,48,53388,0.7978056999174031,2
2021,48,56000,0.7432385925354537,1
2021,48,56348,0.7763208438150746,2
2021,48,57200,0.6822130675147815,2
2021,48,58016,0.8004668093028425,1
2021,48,61796,0.8060137378287945,2
2021,48,63500,0.8452214893097225,2
2021,48,64472,0.8072909288378901,1
2021,48,65000,0.7703626538964782,1
2021,48,70808,0.7901926519478305,2
2021,48,72176,0.7636627369558725,2
2021,48,74144,0.7682012472847033,1
2021,48,76000,0.8168126784132297,1
2021,48,79000,0.8247793776126335,1
2021,49,43660,0.811450920181754,3
2021,49,44320,0.7999698343632309,3
2021,49,55980,0.81477888570709,2
2021,49,57300,0.7850763601507847,2
2021,49,62470,0.7850763601507847,1
2021,49,65330,0.7761497761497762,2
2021,49,67000,0.8356776435545259,2
2021,49,67440,0.8360539961218939,2
2021,49,70850,0.8292482881967594,3
2021,49,82950,0.8248672154389826,3
2021,49,83470,0.8190604683085515,2
2021,51,01000,0.8959291549392462,1
2021,51,16000,0.8308886097491794,1
2021,51,35000,0.8000983823363386,1
2021,51,47672,0.8061354043945235,2
2021,51,56000,0.8039448412784048,1
2021,51,57000,0.8271304177673418,1
2021,51,64000,0.8237196409714889,1
2021,51,67000,0.8099270759821219,1
2021,51,68000,0.8018662545285339,2
2021,51,76432,0.8217502263933482,2
2021,51,82000,0.8252087747133208,1
2021,53,03180,0.8088694023602955,2
2021,53,05210,0.788250319284802,1
2021,53,05280,0.8113036943094013,2
2021,53,22640,0.7941260206580041,2
2021,53,23515,0.74228508625221,2
2021,53,35275,0.7942307288274472,2
2021,53,35415,0.7855813508702241,1
2021,53,35940,0.7911265935052306,2
2021,53,53545,0.8026355940823454,2
2021,53,57745,0.8112552391365572,2
2021,53,63000,0.8345858933158815,1
2021,53,67000,0.7598560671051378,1
2021,53,67167,0.7630900841841537,2
2021,53,70000,0.8008328128253175,2
2021,53,74060,0.7766984076966253,1
2021,53,80010,0.743401200474961,2
2021,55,02375,0.883816976415607,3
2021,55,31000,0.8313344201210993,1
2021,55,39225,0.8214885368012944,2
2021,55,48000,0.8722391218092845,2
2021,55,53000,0.7997268856070869,1
2021,55,66000,0.8162934730824202,2
