year,state,county,share_medical_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,Kansas,"Pottawatomie County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Pottawatomie County, Kansas",.0333333,1,race-ethnicity,Majority White
2023,Kansas,"Pratt County, Kansas",.0472973,1,race-ethnicity,All
2023,Kansas,"Pratt County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Pratt County, Kansas",.0472973,1,race-ethnicity,Majority White
2023,Kansas,"Rawlins County, Kansas",.0416667,1,race-ethnicity,All
2023,Kansas,"Rawlins County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Rawlins County, Kansas",.0416667,1,race-ethnicity,Majority White
2023,Kansas,"Reno County, Kansas",.1621041,1,race-ethnicity,All
2023,Kansas,"Reno County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Reno County, Kansas",.1621041,1,race-ethnicity,Majority White
2023,Kansas,"Republic County, Kansas",.0189873,1,race-ethnicity,All
2023,Kansas,"Republic County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Republic County, Kansas",.0189873,1,race-ethnicity,Majority White
2023,Kansas,"Rice County, Kansas",.0950413,1,race-ethnicity,All
2023,Kansas,"Rice County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Rice County, Kansas",.0950413,1,race-ethnicity,Majority White
2023,Kansas,"Riley County, Kansas",.0342857,1,race-ethnicity,All
2023,Kansas,"Riley County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Riley County, Kansas",.0342857,1,race-ethnicity,Majority White
2023,Kansas,"Rooks County, Kansas",.0827586,1,race-ethnicity,All
2023,Kansas,"Rooks County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Rooks County, Kansas",.0827586,1,race-ethnicity,Majority White
2023,Kansas,"Rush County, Kansas",.0947368,1,race-ethnicity,All
2023,Kansas,"Rush County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Rush County, Kansas",.0947368,1,race-ethnicity,Majority White
2023,Kansas,"Russell County, Kansas",.125,1,race-ethnicity,All
2023,Kansas,"Russell County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Russell County, Kansas",.125,1,race-ethnicity,Majority White
2023,Kansas,"Saline County, Kansas",.1288943,1,race-ethnicity,All
2023,Kansas,"Saline County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Saline County, Kansas",.1285363,1,race-ethnicity,Majority White
2023,Kansas,"Scott County, Kansas",.0294118,1,race-ethnicity,All
2023,Kansas,"Scott County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Scott County, Kansas",.0294118,1,race-ethnicity,Majority White
2023,Kansas,"Sedgwick County, Kansas",.0560231,1,race-ethnicity,All
2023,Kansas,"Sedgwick County, Kansas",.0806862,1,race-ethnicity,Majority Non-White
2023,Kansas,"Sedgwick County, Kansas",.0531808,1,race-ethnicity,Majority White
2023,Kansas,"Seward County, Kansas",.0594059,1,race-ethnicity,All
2023,Kansas,"Seward County, Kansas",.0610998,1,race-ethnicity,Majority Non-White
2023,Kansas,"Seward County, Kansas",NA,3,race-ethnicity,Majority White
2023,Kansas,"Shawnee County, Kansas",.068242,1,race-ethnicity,All
2023,Kansas,"Shawnee County, Kansas",.1861862,1,race-ethnicity,Majority Non-White
2023,Kansas,"Shawnee County, Kansas",.0603187,1,race-ethnicity,Majority White
2023,Kansas,"Sheridan County, Kansas",.038961,1,race-ethnicity,All
2023,Kansas,"Sheridan County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Sheridan County, Kansas",.038961,1,race-ethnicity,Majority White
2023,Kansas,"Sherman County, Kansas",.0457143,1,race-ethnicity,All
2023,Kansas,"Sherman County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Sherman County, Kansas",.0457143,1,race-ethnicity,Majority White
2023,Kansas,"Smith County, Kansas",.0380952,1,race-ethnicity,All
2023,Kansas,"Smith County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Smith County, Kansas",.0380952,1,race-ethnicity,Majority White
2023,Kansas,"Stafford County, Kansas",.0813008,1,race-ethnicity,All
2023,Kansas,"Stafford County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Stafford County, Kansas",.0813008,1,race-ethnicity,Majority White
2023,Kansas,"Stanton County, Kansas",.0175439,1,race-ethnicity,All
2023,Kansas,"Stanton County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Stanton County, Kansas",.0175439,1,race-ethnicity,Majority White
2023,Kansas,"Stevens County, Kansas",.038961,1,race-ethnicity,All
2023,Kansas,"Stevens County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Stevens County, Kansas",.038961,1,race-ethnicity,Majority White
2023,Kansas,"Sumner County, Kansas",.0563798,1,race-ethnicity,All
2023,Kansas,"Sumner County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Sumner County, Kansas",.0563798,1,race-ethnicity,Majority White
2023,Kansas,"Thomas County, Kansas",.0707547,1,race-ethnicity,All
2023,Kansas,"Thomas County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Thomas County, Kansas",.0707547,1,race-ethnicity,Majority White
2023,Kansas,"Trego County, Kansas",.047619,1,race-ethnicity,All
2023,Kansas,"Trego County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Trego County, Kansas",.047619,1,race-ethnicity,Majority White
2023,Kansas,"Wabaunsee County, Kansas",.0118343,1,race-ethnicity,All
2023,Kansas,"Wabaunsee County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Wabaunsee County, Kansas",.0118343,1,race-ethnicity,Majority White
2023,Kansas,"Wallace County, Kansas",NA,3,race-ethnicity,All
2023,Kansas,"Wallace County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Wallace County, Kansas",NA,3,race-ethnicity,Majority White
2023,Kansas,"Washington County, Kansas",.0430108,1,race-ethnicity,All
2023,Kansas,"Washington County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Washington County, Kansas",.0430108,1,race-ethnicity,Majority White
2023,Kansas,"Wichita County, Kansas",NA,3,race-ethnicity,All
2023,Kansas,"Wichita County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Wichita County, Kansas",NA,3,race-ethnicity,Majority White
2023,Kansas,"Wilson County, Kansas",.0553191,1,race-ethnicity,All
2023,Kansas,"Wilson County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Wilson County, Kansas",.0553191,1,race-ethnicity,Majority White
2023,Kansas,"Woodson County, Kansas",.1111111,1,race-ethnicity,All
2023,Kansas,"Woodson County, Kansas",NA,3,race-ethnicity,Majority Non-White
2023,Kansas,"Woodson County, Kansas",.1111111,1,race-ethnicity,Majority White
2023,Kansas,"Wyandotte County, Kansas",.1073243,1,race-ethnicity,All
2023,Kansas,"Wyandotte County, Kansas",.1236162,1,race-ethnicity,Majority Non-White
2023,Kansas,"Wyandotte County, Kansas",.0854871,1,race-ethnicity,Majority White
2023,Kentucky,"Adair County, Kentucky",.0408922,1,race-ethnicity,All
2023,Kentucky,"Adair County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Adair County, Kentucky",.0408922,1,race-ethnicity,Majority White
2023,Kentucky,"Allen County, Kentucky",.0803709,1,race-ethnicity,All
2023,Kentucky,"Allen County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Allen County, Kentucky",.0803709,1,race-ethnicity,Majority White
2023,Kentucky,"Anderson County, Kentucky",.0550206,1,race-ethnicity,All
2023,Kentucky,"Anderson County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Anderson County, Kentucky",.0550206,1,race-ethnicity,Majority White
2023,Kentucky,"Ballard County, Kentucky",.0403226,1,race-ethnicity,All
2023,Kentucky,"Ballard County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Ballard County, Kentucky",.0403226,1,race-ethnicity,Majority White
2023,Kentucky,"Barren County, Kentucky",.0802377,1,race-ethnicity,All
2023,Kentucky,"Barren County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Barren County, Kentucky",.0802377,1,race-ethnicity,Majority White
2023,Kentucky,"Bath County, Kentucky",.0534759,1,race-ethnicity,All
2023,Kentucky,"Bath County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Bath County, Kentucky",.0534759,1,race-ethnicity,Majority White
2023,Kentucky,"Bell County, Kentucky",.0756824,1,race-ethnicity,All
2023,Kentucky,"Bell County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Bell County, Kentucky",.0756824,1,race-ethnicity,Majority White
2023,Kentucky,"Boone County, Kentucky",.0377834,1,race-ethnicity,All
2023,Kentucky,"Boone County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Boone County, Kentucky",.0377834,1,race-ethnicity,Majority White
2023,Kentucky,"Bourbon County, Kentucky",.0475504,1,race-ethnicity,All
2023,Kentucky,"Bourbon County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Bourbon County, Kentucky",.0475504,1,race-ethnicity,Majority White
2023,Kentucky,"Boyd County, Kentucky",.0828912,1,race-ethnicity,All
2023,Kentucky,"Boyd County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Boyd County, Kentucky",.0828912,1,race-ethnicity,Majority White
2023,Kentucky,"Boyle County, Kentucky",.039657,1,race-ethnicity,All
2023,Kentucky,"Boyle County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Boyle County, Kentucky",.039657,1,race-ethnicity,Majority White
2023,Kentucky,"Bracken County, Kentucky",.0244755,1,race-ethnicity,All
2023,Kentucky,"Bracken County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Bracken County, Kentucky",.0244755,1,race-ethnicity,Majority White
2023,Kentucky,"Breathitt County, Kentucky",.0617978,1,race-ethnicity,All
2023,Kentucky,"Breathitt County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Breathitt County, Kentucky",.0617978,1,race-ethnicity,Majority White
2023,Kentucky,"Breckinridge County, Kentucky",.0460405,1,race-ethnicity,All
2023,Kentucky,"Breckinridge County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Breckinridge County, Kentucky",.0460405,1,race-ethnicity,Majority White
2023,Kentucky,"Bullitt County, Kentucky",.0655861,1,race-ethnicity,All
2023,Kentucky,"Bullitt County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Bullitt County, Kentucky",.0655861,1,race-ethnicity,Majority White
2023,Kentucky,"Butler County, Kentucky",.078329,1,race-ethnicity,All
2023,Kentucky,"Butler County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Butler County, Kentucky",.078329,1,race-ethnicity,Majority White
2023,Kentucky,"Caldwell County, Kentucky",.0642674,1,race-ethnicity,All
2023,Kentucky,"Caldwell County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Caldwell County, Kentucky",.0642674,1,race-ethnicity,Majority White
2023,Kentucky,"Calloway County, Kentucky",.0372849,1,race-ethnicity,All
2023,Kentucky,"Calloway County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Calloway County, Kentucky",.0372849,1,race-ethnicity,Majority White
2023,Kentucky,"Campbell County, Kentucky",.0366544,1,race-ethnicity,All
2023,Kentucky,"Campbell County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Campbell County, Kentucky",.0366544,1,race-ethnicity,Majority White
2023,Kentucky,"Carlisle County, Kentucky",.0743243,1,race-ethnicity,All
2023,Kentucky,"Carlisle County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Carlisle County, Kentucky",.0743243,1,race-ethnicity,Majority White
2023,Kentucky,"Carroll County, Kentucky",.1101449,1,race-ethnicity,All
2023,Kentucky,"Carroll County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Carroll County, Kentucky",.1101449,1,race-ethnicity,Majority White
2023,Kentucky,"Carter County, Kentucky",.0686164,1,race-ethnicity,All
2023,Kentucky,"Carter County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Carter County, Kentucky",.0686164,1,race-ethnicity,Majority White
2023,Kentucky,"Casey County, Kentucky",.0423387,1,race-ethnicity,All
2023,Kentucky,"Casey County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Casey County, Kentucky",.0423387,1,race-ethnicity,Majority White
2023,Kentucky,"Christian County, Kentucky",.070028,1,race-ethnicity,All
2023,Kentucky,"Christian County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Christian County, Kentucky",.0700673,1,race-ethnicity,Majority White
2023,Kentucky,"Clark County, Kentucky",.0338563,1,race-ethnicity,All
2023,Kentucky,"Clark County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Clark County, Kentucky",.0338563,1,race-ethnicity,Majority White
2023,Kentucky,"Clay County, Kentucky",.031457,1,race-ethnicity,All
2023,Kentucky,"Clay County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Clay County, Kentucky",.031457,1,race-ethnicity,Majority White
2023,Kentucky,"Clinton County, Kentucky",.0753425,1,race-ethnicity,All
2023,Kentucky,"Clinton County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Clinton County, Kentucky",.0753425,1,race-ethnicity,Majority White
2023,Kentucky,"Crittenden County, Kentucky",.0415094,1,race-ethnicity,All
2023,Kentucky,"Crittenden County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Crittenden County, Kentucky",.0415094,1,race-ethnicity,Majority White
2023,Kentucky,"Cumberland County, Kentucky",.0854701,1,race-ethnicity,All
2023,Kentucky,"Cumberland County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Cumberland County, Kentucky",.0854701,1,race-ethnicity,Majority White
2023,Kentucky,"Daviess County, Kentucky",.0528648,1,race-ethnicity,All
2023,Kentucky,"Daviess County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Daviess County, Kentucky",.0528648,1,race-ethnicity,Majority White
2023,Kentucky,"Edmonson County, Kentucky",.0732394,1,race-ethnicity,All
2023,Kentucky,"Edmonson County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Edmonson County, Kentucky",.0732394,1,race-ethnicity,Majority White
2023,Kentucky,"Elliott County, Kentucky",.0985916,1,race-ethnicity,All
2023,Kentucky,"Elliott County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Elliott County, Kentucky",.0985916,1,race-ethnicity,Majority White
2023,Kentucky,"Estill County, Kentucky",.0677201,1,race-ethnicity,All
2023,Kentucky,"Estill County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Estill County, Kentucky",.0677201,1,race-ethnicity,Majority White
2023,Kentucky,"Fayette County, Kentucky",.0319182,1,race-ethnicity,All
2023,Kentucky,"Fayette County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Fayette County, Kentucky",.0319247,1,race-ethnicity,Majority White
2023,Kentucky,"Fleming County, Kentucky",.0334821,1,race-ethnicity,All
2023,Kentucky,"Fleming County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Fleming County, Kentucky",.0334821,1,race-ethnicity,Majority White
2023,Kentucky,"Floyd County, Kentucky",.0733163,1,race-ethnicity,All
2023,Kentucky,"Floyd County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Floyd County, Kentucky",.0733788,1,race-ethnicity,Majority White
2023,Kentucky,"Franklin County, Kentucky",.0400254,1,race-ethnicity,All
2023,Kentucky,"Franklin County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Franklin County, Kentucky",.0400254,1,race-ethnicity,Majority White
2023,Kentucky,"Fulton County, Kentucky",.1222222,1,race-ethnicity,All
2023,Kentucky,"Fulton County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Fulton County, Kentucky",.1222222,1,race-ethnicity,Majority White
2023,Kentucky,"Gallatin County, Kentucky",.0538462,1,race-ethnicity,All
2023,Kentucky,"Gallatin County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Gallatin County, Kentucky",.0538462,1,race-ethnicity,Majority White
2023,Kentucky,"Garrard County, Kentucky",.0398482,1,race-ethnicity,All
2023,Kentucky,"Garrard County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Garrard County, Kentucky",.0398482,1,race-ethnicity,Majority White
2023,Kentucky,"Grant County, Kentucky",.0517039,1,race-ethnicity,All
2023,Kentucky,"Grant County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Grant County, Kentucky",.0517039,1,race-ethnicity,Majority White
2023,Kentucky,"Graves County, Kentucky",.047153,1,race-ethnicity,All
2023,Kentucky,"Graves County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Graves County, Kentucky",.047153,1,race-ethnicity,Majority White
2023,Kentucky,"Grayson County, Kentucky",.0787949,1,race-ethnicity,All
2023,Kentucky,"Grayson County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Grayson County, Kentucky",.078271,1,race-ethnicity,Majority White
2023,Kentucky,"Green County, Kentucky",.0446429,1,race-ethnicity,All
2023,Kentucky,"Green County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Green County, Kentucky",.0446429,1,race-ethnicity,Majority White
2023,Kentucky,"Greenup County, Kentucky",.0732839,1,race-ethnicity,All
2023,Kentucky,"Greenup County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Greenup County, Kentucky",.0732839,1,race-ethnicity,Majority White
2023,Kentucky,"Hancock County, Kentucky",.0732601,1,race-ethnicity,All
2023,Kentucky,"Hancock County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Hancock County, Kentucky",.0732601,1,race-ethnicity,Majority White
2023,Kentucky,"Hardin County, Kentucky",.0657066,1,race-ethnicity,All
2023,Kentucky,"Hardin County, Kentucky",.0344828,1,race-ethnicity,Majority Non-White
2023,Kentucky,"Hardin County, Kentucky",.0662595,1,race-ethnicity,Majority White
2023,Kentucky,"Harlan County, Kentucky",.0496183,1,race-ethnicity,All
2023,Kentucky,"Harlan County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Harlan County, Kentucky",.0487179,1,race-ethnicity,Majority White
2023,Kentucky,"Harrison County, Kentucky",.0598705,1,race-ethnicity,All
2023,Kentucky,"Harrison County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Harrison County, Kentucky",.0598705,1,race-ethnicity,Majority White
2023,Kentucky,"Hart County, Kentucky",.1059829,1,race-ethnicity,All
2023,Kentucky,"Hart County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Hart County, Kentucky",.1059829,1,race-ethnicity,Majority White
2023,Kentucky,"Henderson County, Kentucky",.0538514,1,race-ethnicity,All
2023,Kentucky,"Henderson County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Henderson County, Kentucky",.0538514,1,race-ethnicity,Majority White
2023,Kentucky,"Henry County, Kentucky",.0585859,1,race-ethnicity,All
2023,Kentucky,"Henry County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Henry County, Kentucky",.0585859,1,race-ethnicity,Majority White
2023,Kentucky,"Hickman County, Kentucky",.03125,1,race-ethnicity,All
2023,Kentucky,"Hickman County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Hickman County, Kentucky",.03125,1,race-ethnicity,Majority White
2023,Kentucky,"Hopkins County, Kentucky",.0408739,1,race-ethnicity,All
2023,Kentucky,"Hopkins County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Hopkins County, Kentucky",.0408739,1,race-ethnicity,Majority White
2023,Kentucky,"Jackson County, Kentucky",.0506329,1,race-ethnicity,All
2023,Kentucky,"Jackson County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Jackson County, Kentucky",.0508906,1,race-ethnicity,Majority White
2023,Kentucky,"Jefferson County, Kentucky",.0752444,1,race-ethnicity,All
2023,Kentucky,"Jefferson County, Kentucky",.1230737,1,race-ethnicity,Majority Non-White
2023,Kentucky,"Jefferson County, Kentucky",.0641316,1,race-ethnicity,Majority White
2023,Kentucky,"Jessamine County, Kentucky",.020552,1,race-ethnicity,All
2023,Kentucky,"Jessamine County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Jessamine County, Kentucky",.0205882,1,race-ethnicity,Majority White
2023,Kentucky,"Johnson County, Kentucky",.0690648,1,race-ethnicity,All
2023,Kentucky,"Johnson County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Johnson County, Kentucky",.0690648,1,race-ethnicity,Majority White
2023,Kentucky,"Kenton County, Kentucky",.0510533,1,race-ethnicity,All
2023,Kentucky,"Kenton County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Kenton County, Kentucky",.0510533,1,race-ethnicity,Majority White
2023,Kentucky,"Knott County, Kentucky",.0441176,1,race-ethnicity,All
2023,Kentucky,"Knott County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Knott County, Kentucky",.0441176,1,race-ethnicity,Majority White
2023,Kentucky,"Knox County, Kentucky",.0461712,1,race-ethnicity,All
2023,Kentucky,"Knox County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Knox County, Kentucky",.0461712,1,race-ethnicity,Majority White
2023,Kentucky,"Larue County, Kentucky",.0659341,1,race-ethnicity,All
2023,Kentucky,"Larue County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Larue County, Kentucky",.0659341,1,race-ethnicity,Majority White
2023,Kentucky,"Laurel County, Kentucky",.0461008,1,race-ethnicity,All
2023,Kentucky,"Laurel County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Laurel County, Kentucky",.0461008,1,race-ethnicity,Majority White
2023,Kentucky,"Lawrence County, Kentucky",.0856574,1,race-ethnicity,All
2023,Kentucky,"Lawrence County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Lawrence County, Kentucky",.0856574,1,race-ethnicity,Majority White
2023,Kentucky,"Lee County, Kentucky",.0659898,1,race-ethnicity,All
2023,Kentucky,"Lee County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Lee County, Kentucky",.0659898,1,race-ethnicity,Majority White
2023,Kentucky,"Leslie County, Kentucky",.066879,1,race-ethnicity,All
2023,Kentucky,"Leslie County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Leslie County, Kentucky",.0690789,1,race-ethnicity,Majority White
2023,Kentucky,"Letcher County, Kentucky",.0634675,1,race-ethnicity,All
2023,Kentucky,"Letcher County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Letcher County, Kentucky",.0639626,1,race-ethnicity,Majority White
2023,Kentucky,"Lewis County, Kentucky",.0829016,1,race-ethnicity,All
2023,Kentucky,"Lewis County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Lewis County, Kentucky",.0829016,1,race-ethnicity,Majority White
2023,Kentucky,"Lincoln County, Kentucky",.0448808,1,race-ethnicity,All
2023,Kentucky,"Lincoln County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Lincoln County, Kentucky",.043662,1,race-ethnicity,Majority White
2023,Kentucky,"Livingston County, Kentucky",.0666667,1,race-ethnicity,All
2023,Kentucky,"Livingston County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Livingston County, Kentucky",.0666667,1,race-ethnicity,Majority White
2023,Kentucky,"Logan County, Kentucky",.0872093,1,race-ethnicity,All
2023,Kentucky,"Logan County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Logan County, Kentucky",.0872093,1,race-ethnicity,Majority White
2023,Kentucky,"Lyon County, Kentucky",.0580913,1,race-ethnicity,All
2023,Kentucky,"Lyon County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Lyon County, Kentucky",.0580913,1,race-ethnicity,Majority White
2023,Kentucky,"Madison County, Kentucky",.0503011,1,race-ethnicity,All
2023,Kentucky,"Madison County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Madison County, Kentucky",.0503011,1,race-ethnicity,Majority White
2023,Kentucky,"Magoffin County, Kentucky",.0762943,1,race-ethnicity,All
2023,Kentucky,"Magoffin County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Magoffin County, Kentucky",.0762943,1,race-ethnicity,Majority White
2023,Kentucky,"Marion County, Kentucky",.048951,1,race-ethnicity,All
2023,Kentucky,"Marion County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Marion County, Kentucky",.048951,1,race-ethnicity,Majority White
2023,Kentucky,"Marshall County, Kentucky",.0335145,1,race-ethnicity,All
2023,Kentucky,"Marshall County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Marshall County, Kentucky",.0335145,1,race-ethnicity,Majority White
2023,Kentucky,"Martin County, Kentucky",.0750751,1,race-ethnicity,All
2023,Kentucky,"Martin County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Martin County, Kentucky",.0725552,1,race-ethnicity,Majority White
2023,Kentucky,"Mason County, Kentucky",.0305755,1,race-ethnicity,All
2023,Kentucky,"Mason County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Mason County, Kentucky",.0305755,1,race-ethnicity,Majority White
2023,Kentucky,"McCracken County, Kentucky",.0621118,1,race-ethnicity,All
2023,Kentucky,"McCracken County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"McCracken County, Kentucky",.0621118,1,race-ethnicity,Majority White
2023,Kentucky,"McCreary County, Kentucky",.0454545,1,race-ethnicity,All
2023,Kentucky,"McCreary County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"McCreary County, Kentucky",.0462963,1,race-ethnicity,Majority White
2023,Kentucky,"McLean County, Kentucky",.04947,1,race-ethnicity,All
2023,Kentucky,"McLean County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"McLean County, Kentucky",.0496454,1,race-ethnicity,Majority White
2023,Kentucky,"Meade County, Kentucky",.0475382,1,race-ethnicity,All
2023,Kentucky,"Meade County, Kentucky",.0243902,1,race-ethnicity,Majority Non-White
2023,Kentucky,"Meade County, Kentucky",.050237,1,race-ethnicity,Majority White
2023,Kentucky,"Menifee County, Kentucky",.0291262,1,race-ethnicity,All
2023,Kentucky,"Menifee County, Kentucky",NA,3,race-ethnicity,Majority Non-White
2023,Kentucky,"Menifee County, Kentucky",.0291262,1,race-ethnicity,Majority White
2023,Kentucky,"Mercer County, Kentucky",.0277411,1,race-ethnicity,All
2023,Kentucky,"Mercer County, Kentucky",NA,3,race-ethnicity,Majority Non-White
