year,state,place,count_membership_associations_per_10k,count_membership_associations_per_10k_quality
2020,37,14100,9.3,2
2020,37,19000,8.6,1
2020,37,22920,7.9,1
2020,37,25580,11.3,2
2020,37,28000,9.6,1
2020,37,28080,7.6,2
2020,37,31400,9.6,1
2020,37,55000,10.3,1
2020,37,74440,10.4,2
2020,37,75000,9.1,1
2020,38,25700,9.3,1
2020,39,01000,8.9,1
2020,39,15000,9.5,1
2020,39,16000,9.6,1
2020,39,18000,8.8,1
2020,39,21000,10.6,2
2020,39,61000,5.8,1
2020,39,77000,8.2,1
2020,40,09050,6.5,1
2020,40,23200,7.3,2
2020,40,41850,5.6,1
2020,40,52500,9,1
2020,40,55000,7.6,1
2020,40,75000,9.8,1
2020,41,05350,6.9,2
2020,41,05800,9,1
2020,41,23850,10,1
2020,41,31250,6.6,1
2020,41,34100,7.2,1
2020,41,47000,9.4,1
2020,41,59000,11,1
2020,41,64900,9.1,1
2020,42,02000,8.7,1
2020,42,06088,9.6,1
2020,42,24000,11.5,1
2020,42,60000,6.6,1
2020,42,61000,12.1,1
2020,42,63624,7.7,1
2020,42,69000,9.1,1
2020,44,19180,6.1,1
2020,44,54640,4.8,1
2020,44,59000,10.7,1
2020,44,74300,10.1,1
2020,45,13330,11.8,1
2020,45,16000,15,2
2020,45,48535,8.4,1
2020,45,50875,6.5,1
2020,46,59020,10.7,1
2020,47,14000,14.3,1
2020,47,15160,5.4,1
2020,47,27740,14.1,2
2020,47,40000,12.5,1
2020,47,48000,7.5,1
2020,47,51560,6.3,2
2020,47,52006,11.2,1
2020,48,01000,9.6,1
2020,48,01924,5.2,1
2020,48,03000,7.4,1
2020,48,04000,5.3,1
2020,48,05000,8.5,1
2020,48,06128,4.9,1
2020,48,07000,10.2,1
2020,48,10768,3.6,1
2020,48,10912,7.4,1
2020,48,13024,8,1
2020,48,13552,5.6,1
2020,48,15976,6.2,1
2020,48,16432,5.6,2
2020,48,17000,5.5,1
2020,48,19000,6.3,1
2020,48,19972,6.9,1
2020,48,22660,3.1,2
2020,48,24000,4.4,1
2020,48,26232,6.6,1
2020,48,27000,5.7,1
2020,48,27684,5.7,1
2020,48,29000,5.3,1
2020,48,30464,4.2,1
2020,48,35000,5.5,1
2020,48,37000,5.5,1
2020,48,39148,5.1,1
2020,48,41464,3.4,1
2020,48,41980,4.9,1
2020,48,42508,5.8,1
2020,48,43888,11,1
2020,48,45000,6.8,1
2020,48,45384,4.9,1
2020,48,45744,5.1,1
2020,48,47892,5,1
2020,48,48072,9.8,1
2020,48,48768,2.7,2
2020,48,50820,8.2,1
2020,48,53388,7.9,1
2020,48,56000,3.4,1
2020,48,56348,4.9,1
2020,48,57200,4.5,1
2020,48,58016,6.6,1
2020,48,61796,9.5,1
2020,48,63500,5.2,2
2020,48,64472,9.9,1
2020,48,65000,5.6,1
2020,48,70808,6.7,1
2020,48,72176,8.4,1
2020,48,74144,13.5,1
2020,48,76000,10.5,1
2020,48,79000,8.3,1
2020,49,43660,2,1
2020,49,44320,1.8,1
2020,49,55980,3.1,2
2020,49,57300,1.1,1
2020,49,62470,0.3,1
2020,49,65330,2.8,1
2020,49,67000,6.4,1
2020,49,67440,3.6,1
2020,49,70850,1.7,1
2020,49,82950,0.8,1
2020,49,83470,2.5,1
2020,51,01000,20,1
2020,51,16000,8,1
2020,51,35000,7.9,1
2020,51,47672,13.1,1
2020,51,56000,7.9,1
2020,51,57000,9.7,1
2020,51,64000,8.9,1
2020,51,67000,13,1
2020,51,68000,13.4,1
2020,51,76432,9.7,1
2020,51,82000,6.4,1
2020,53,03180,4.4,1
2020,53,05210,10.3,1
2020,53,05280,8.9,2
2020,53,22640,8.6,1
2020,53,23515,6.4,1
2020,53,35275,7.8,1
2020,53,35415,5,1
2020,53,35940,7.6,1
2020,53,53545,4.2,1
2020,53,57745,5.5,1
2020,53,63000,10,1
2020,53,67000,10,1
2020,53,67167,5,1
2020,53,70000,8,1
2020,53,74060,6.5,1
2020,53,80010,7.6,1
2020,55,02375,9.2,2
2020,55,31000,7.1,2
2020,55,39225,5.8,1
2020,55,48000,11.9,1
2020,55,53000,6.9,1
2020,55,66000,8.3,2
2021,01,03076,6.9,1
2021,01,07000,13,1
2021,01,35896,9.1,2
2021,01,37000,9.9,1
2021,01,50000,11.4,1
2021,01,51000,12.3,1
2021,01,77256,8.8,1
2021,02,03000,10.3,1
2021,04,04720,2.3,1
2021,04,07940,1.7,1
2021,04,12000,4.6,1
2021,04,23620,8.8,1
2021,04,27400,3.8,1
2021,04,27820,3.8,1
2021,04,28380,3.3,1
2021,04,46000,3.1,1
2021,04,54050,2.9,1
2021,04,55000,4.8,1
2021,04,65000,8.1,1
2021,04,71510,1.8,1
2021,04,73000,6.2,1
2021,04,77000,5,1
2021,04,85540,4.7,1
2021,05,23290,7.8,1
2021,05,24550,8.8,1
2021,05,35710,8.1,1
2021,05,41000,14.7,1
2021,05,66080,5.1,1
2021,06,00562,6.7,1
2021,06,00884,5.8,1
2021,06,02000,4.8,1
2021,06,02252,3.6,1
2021,06,02364,2.5,1
2021,06,03526,3.8,1
2021,06,04982,5.9,1
2021,06,06000,8.6,1
2021,06,08786,5.6,1
2021,06,08954,6.5,1
2021,06,11194,6.9,1
2021,06,11530,3.6,1
2021,06,13014,7,1
2021,06,13210,4.8,1
2021,06,13214,3,1
2021,06,13392,3.5,1
2021,06,13588,3.6,1
2021,06,14218,4.9,1
2021,06,15044,2,2
2021,06,16000,6.1,1
2021,06,16350,3.5,1
2021,06,16532,9.9,1
2021,06,17918,2.6,1
2021,06,19766,5.1,1
2021,06,21712,3.9,2
2021,06,22020,3.6,1
2021,06,22230,2.9,1
2021,06,22804,4.4,1
2021,06,23182,4.2,1
2021,06,24638,5.4,1
2021,06,24680,1.6,1
2021,06,26000,4.4,1
2021,06,27000,4.8,1
2021,06,28000,7.1,1
2021,06,29000,3.5,1
2021,06,30000,4.7,1
2021,06,32548,2.9,1
2021,06,33000,3.8,1
2021,06,33182,2.6,1
2021,06,33434,3.2,1
2021,06,36000,5.3,1
2021,06,36448,3.9,1
2021,06,36546,3.8,1
2021,06,36770,6.4,1
2021,06,37692,1.4,1
2021,06,39496,5.1,1
2021,06,39892,2.9,1
2021,06,40130,3.4,1
2021,06,41992,7,1
2021,06,43000,5.5,1
2021,06,44000,5,1
2021,06,45484,3.6,1
2021,06,46842,2,1
2021,06,46898,4.1,1
2021,06,47766,6.9,1
2021,06,48256,5.3,1
2021,06,48354,5.1,1
2021,06,49270,1.9,1
2021,06,49670,5,1
2021,06,50076,4.4,1
2021,06,50258,7.1,1
2021,06,51182,11,1
2021,06,52526,4.3,1
2021,06,53000,7.4,1
2021,06,53322,4.3,1
2021,06,53896,3.7,1
2021,06,53980,6.7,1
2021,06,54652,3.8,1
2021,06,55156,2.5,1
2021,06,56000,12.2,1
2021,06,56700,1,1
2021,06,57456,2.1,1
2021,06,57792,8.2,1
2021,06,58072,4.3,1
2021,06,59444,5.5,1
2021,06,59451,4.5,1
2021,06,59920,7.8,1
2021,06,60102,6.2,1
2021,06,60466,2.3,1
2021,06,60620,3.8,1
2021,06,62000,4,1
2021,06,62938,6,1
2021,06,64000,9.7,1
2021,06,64224,3.1,1
2021,06,65000,2.6,2
2021,06,65042,9.5,1
2021,06,66000,6.2,1
2021,06,67000,8.7,1
2021,06,68000,4,1
2021,06,68084,5.5,1
2021,06,68196,5.2,1
2021,06,68252,6.4,1
2021,06,68378,5,1
2021,06,69000,3.3,1
2021,06,69070,10,1
2021,06,69084,5.6,1
2021,06,69088,4.5,1
2021,06,69196,3.6,1
2021,06,70000,13.1,1
2021,06,70098,5.7,1
2021,06,72016,3.9,1
2021,06,73080,1.9,1
2021,06,75000,2.8,1
2021,06,77000,4.1,1
2021,06,78120,4.8,1
2021,06,78582,6.6,1
2021,06,80000,7.1,1
2021,06,80238,3.9,1
2021,06,80854,6.8,1
2021,06,81344,6.4,1
2021,06,81554,4.4,1
2021,06,81666,3.6,1
2021,06,82590,2.7,1
2021,06,82954,5.4,1
2021,06,82996,4.7,1
2021,06,84200,3.9,1
2021,06,84550,3.8,1
2021,06,85292,5.2,1
2021,08,03455,4.3,1
2021,08,04000,3.7,1
2021,08,07850,11.4,1
2021,08,12815,10.2,2
2021,08,16000,8.5,1
2021,08,20000,9.7,1
2021,08,27425,8.1,1
2021,08,32155,6.3,1
2021,08,43000,6.2,1
2021,08,45970,6.1,1
2021,08,46465,7.3,1
2021,08,62000,6.8,1
2021,08,77290,2.9,2
2021,08,83835,5.4,2
2021,09,08000,6.1,1
2021,09,18430,6.6,1
2021,09,37000,10.9,1
2021,09,52000,7.9,1
2021,09,55990,6.7,1
2021,09,73000,8.4,1
2021,09,80000,3.3,1
2021,11,50000,28.1,1
2021,12,07300,7,1
2021,12,07875,5,1
2021,12,10275,2.7,1
2021,12,12875,6.4,1
2021,12,14400,4.3,1
2021,12,16475,5.2,2
2021,12,16725,6.3,1
2021,12,17200,4.1,1
2021,12,17935,5.1,1
2021,12,24000,7.4,1
2021,12,24125,7.5,2
2021,12,25175,7.3,2
2021,12,30000,2.8,1
2021,12,32000,5.3,1
2021,12,32275,2.7,2
2021,12,35000,7.4,1
2021,12,36950,4.4,2
2021,12,38250,7.8,2
2021,12,39425,5.3,2
2021,12,43975,7.7,1
2021,12,45000,5.6,1
2021,12,45025,10,1
2021,12,45060,5.1,1
2021,12,45975,3.3,2
2021,12,49675,2.3,1
2021,12,53000,8.2,2
2021,12,54000,3.1,1
2021,12,54200,3.7,1
2021,12,55775,3.4,2
2021,12,57425,4.5,2
2021,12,58050,5.2,1
2021,12,58715,3.1,1
2021,12,63000,7.3,1
2021,12,69700,3.3,2
2021,12,70600,12.9,2
2021,12,71000,6.9,1
2021,12,76600,7.8,2
2021,13,03440,8.8,1
2021,13,04000,10.1,1
2021,13,04204,8,1
2021,13,19000,8.6,1
2021,13,42425,8.4,2
2021,13,49008,10.9,1
2021,13,67284,8,1
2021,13,68516,8.6,1
2021,13,69000,10.3,2
2021,13,72122,4.8,2
2021,13,80508,5.7,2
2021,15,71550,8.7,1
2021,16,08830,7.9,1
2021,16,52120,5.7,1
2021,16,56260,4.1,1
2021,17,02154,7.3,1
2021,17,03012,6.6,1
2021,17,06613,10.6,1
2021,17,12385,10,1
2021,17,14000,6.4,1
2021,17,14351,1.4,1
2021,17,23074,5.1,1
2021,17,24582,7.3,1
2021,17,38570,6,1
2021,17,51622,6.5,1
2021,17,59000,11.8,1
2021,17,65000,9,1
2021,17,68003,8,1
2021,17,72000,20.1,1
2021,17,79293,5.2,1
2021,18,05860,7.2,2
2021,18,10342,10.8,1
2021,18,22000,12.9,1
2021,18,23278,6.8,1
2021,18,25000,9.9,1
2021,18,31000,7.4,1
2021,18,36003,10.3,1
2021,18,71000,10.4,1
2021,19,12000,9.5,1
2021,19,19000,8.2,1
2021,19,21000,11.4,1
2021,19,73335,9.3,1
2021,20,36000,8.7,1
2021,20,38900,9.8,1
2021,20,52575,5.6,1
2021,20,53775,7.5,1
2021,20,71000,14.1,1
2021,20,79000,8.6,1
2021,21,46027,9.5,1
2021,21,48006,3.5,1
2021,22,05000,12.4,1
2021,22,40735,7.6,1
2021,22,41155,9.5,1
2021,22,55000,8.8,1
2021,22,70000,10,1
2021,24,04000,9.1,1
2021,24,30325,8.9,2
2021,25,07000,9.9,1
2021,25,09000,6.4,1
2021,25,11000,10.6,1
2021,25,23000,4.4,1
2021,25,34550,4.4,1
2021,25,37000,5.2,1
2021,25,37490,3.5,1
2021,25,45000,5.3,1
2021,25,45560,9,1
2021,25,55745,7,1
2021,25,62535,6.7,1
2021,25,67000,5.9,1
2021,25,82000,6.3,1
2021,26,03000,11.5,1
2021,26,21000,5.5,1
2021,26,22000,6.9,1
2021,26,27440,9.1,1
2021,26,29000,9.2,2
2021,26,34000,12.2,1
2021,26,46000,14.8,1
2021,26,49000,7.4,1
2021,26,69035,6.4,1
2021,26,74900,7.9,1
2021,26,76460,4.3,1
2021,26,80700,8.7,1
2021,26,84000,5.6,1
2021,26,86000,4.5,1
2021,26,88940,10.2,1
2021,27,06616,8.6,1
2021,27,07966,5.8,1
2021,27,17000,14.5,1
2021,27,43000,11.7,1
2021,27,51730,5.8,1
2021,27,54880,9.3,1
2021,27,58000,11.3,1
2021,27,71428,5.2,1
2021,28,36000,11.7,1
2021,29,15670,8.7,1
2021,29,35000,6.4,1
2021,29,38000,9,1
2021,29,41348,7.3,1
2021,29,54074,4.5,2
2021,29,65000,12.2,1
2021,29,70000,11.7,1
2021,30,06550,13,1
2021,31,28000,10.4,1
2021,31,37000,9.4,1
2021,32,31900,2.8,1
2021,32,40000,3.2,1
2021,32,51800,1.2,1
2021,32,60600,5.6,1
2021,32,68400,4.1,1
2021,33,45140,10,1
2021,33,50260,6.9,1
2021,34,13690,5.9,1
2021,34,21000,4.4,1
2021,34,36000,4.8,1
2021,34,51000,6.7,1
2021,34,57000,3.7,1
2021,34,74000,9.6,2
2021,35,02000,7.2,1
2021,35,39380,5.7,1
2021,35,63460,4,1
2021,35,70500,9.6,1
2021,36,01000,16.3,1
2021,36,11000,7.6,1
2021,36,50617,6.6,1
2021,36,51000,5.3,1
2021,36,63000,7.7,1
2021,36,73000,9.3,1
2021,36,84000,4.2,1
2021,37,02140,15.6,2
2021,37,10740,7.4,1
2021,37,12000,8.2,1
2021,37,14100,9.3,2
2021,37,19000,8.6,1
2021,37,22920,7.9,1
2021,37,25580,10.9,2
2021,37,28000,9.7,1
2021,37,28080,7.6,2
2021,37,31400,9.8,1
2021,37,55000,10.5,1
2021,37,74440,10.7,2
2021,37,75000,9.3,1
2021,38,25700,9.2,1
2021,39,01000,8.9,1
2021,39,15000,9.3,1
2021,39,16000,9.7,1
2021,39,18000,8.9,1
2021,39,21000,10.2,2
2021,39,61000,6.2,1
2021,39,77000,8,1
2021,40,09050,6.7,1
2021,40,23200,7.4,2
2021,40,41850,6.4,1
2021,40,52500,9.2,1
2021,40,55000,7.8,1
2021,40,75000,9.8,1
2021,41,05350,5.9,2
2021,41,05800,9.2,1
2021,41,23850,9.6,1
2021,41,31250,6.4,1
2021,41,34100,7.1,1
2021,41,47000,8.5,1
2021,41,59000,10.8,1
2021,41,64900,9.1,1
2021,42,02000,8.5,1
2021,42,06088,9.1,1
2021,42,24000,11.3,1
2021,42,60000,6.6,1
2021,42,61000,11.4,1
2021,42,63624,7.3,1
2021,42,69000,8.6,1
2021,44,19180,7,1
2021,44,54640,4.2,1
2021,44,59000,11.1,1
2021,44,74300,10.1,1
2021,45,13330,12,1
2021,45,16000,15.2,2
2021,45,48535,8.3,1
2021,45,50875,6.3,1
2021,46,59020,10.6,1
2021,47,14000,14.4,1
2021,47,15160,5.4,1
2021,47,27740,14.2,2
2021,47,40000,12.6,1
2021,47,48000,7.8,1
2021,47,51560,6.3,2
2021,47,52006,11.3,1
2021,48,01000,10.1,1
2021,48,01924,5.5,1
2021,48,03000,7.4,1
2021,48,04000,5.5,1
2021,48,05000,8.6,1
2021,48,06128,5.2,1
2021,48,07000,10.5,1
2021,48,10768,3.6,1
2021,48,10912,7.8,1
2021,48,13024,8.1,1
2021,48,13552,5,1
2021,48,15976,6.4,1
2021,48,16432,5.6,2
2021,48,17000,5,1
2021,48,19000,6.5,1
2021,48,19972,6.8,1
2021,48,22660,3,2
2021,48,24000,4.6,1
2021,48,26232,7.5,1
2021,48,27000,5.5,1
2021,48,27684,5.8,1
2021,48,29000,5.7,1
2021,48,30464,4.1,1
2021,48,35000,5.6,1
2021,48,37000,5.1,1
2021,48,39148,5.2,1
2021,48,41464,3.3,1
2021,48,41980,4.7,1
2021,48,42508,5.2,1
2021,48,43888,11.2,1
2021,48,45000,6.8,1
2021,48,45384,5.1,1
2021,48,45744,5.4,1
2021,48,47892,4.8,1
2021,48,48072,9.8,1
2021,48,48768,2.5,2
2021,48,50820,7.9,1
2021,48,53388,7.7,1
2021,48,56000,3.6,1
2021,48,56348,4.8,1
2021,48,57200,4,1
2021,48,58016,6.8,1
2021,48,61796,10.3,1
2021,48,63500,5.2,2
2021,48,64472,10.2,1
2021,48,65000,5.4,1
2021,48,70808,7.5,1
2021,48,72176,7.9,1
2021,48,74144,13.3,1
2021,48,76000,10.3,1
2021,48,79000,9,1
2021,49,43660,2,1
2021,49,44320,2.1,1
2021,49,55980,3.1,2
2021,49,57300,1.1,1
2021,49,62470,0.3,1
2021,49,65330,3.4,1
2021,49,67000,6.5,1
2021,49,67440,3.7,1
2021,49,70850,2.1,1
2021,49,82950,1.2,1
2021,49,83470,2.5,1
2021,51,01000,20.2,1
2021,51,16000,8.1,1
2021,51,35000,7.7,1
2021,51,47672,12.6,1
2021,51,56000,8.4,1
2021,51,57000,9.7,1
2021,51,64000,8.2,1
2021,51,67000,12.9,1
2021,51,68000,14.6,1
2021,51,76432,9.2,1
2021,51,82000,6.3,1
2021,53,03180,4,1
2021,53,05210,9.8,1
2021,53,05280,9.7,2
2021,53,22640,8.6,1
2021,53,23515,6.6,1
2021,53,35275,7.8,1
2021,53,35415,4.8,1
2021,53,35940,7.3,1
2021,53,53545,3.5,1
2021,53,57745,6.4,1
2021,53,63000,9.8,1
2021,53,67000,10,1
2021,53,67167,4.9,1
2021,53,70000,8.1,1
2021,53,74060,6.6,1
2021,53,80010,7.6,1
2021,55,02375,8.8,2
2021,55,31000,7.4,2
2021,55,39225,5.9,1
2021,55,48000,11.9,1
2021,55,53000,6.7,1
2021,55,66000,8.1,2
