state_name,place_name,quality_good,quality_marginal,quality_poor,missing_values,total_metrics,shr_good,shr_poor,shr_missing,good_score,marginal_score,poor_score,missing_score,total_score
Louisiana,New Orleans city,24,1,2,0,27,0.8888888888888888,0.07407407407407407,0,48,1,-2,-0,47
Louisiana,Shreveport city,18,2,7,0,27,0.6666666666666666,0.25925925925925924,0,36,2,-7,-0,31
Maryland,Baltimore city,23,2,0,2,27,0.8518518518518519,0,0.07407407407407407,46,2,-0,-4,44
Massachusetts,Boston city,23,3,0,1,27,0.8518518518518519,0,0.037037037037037035,46,3,-0,-2,47
Massachusetts,Cambridge city,23,1,2,1,27,0.8518518518518519,0.07407407407407407,0.037037037037037035,46,1,-2,-2,43
Massachusetts,Fall River city,22,1,3,1,27,0.8148148148148148,0.1111111111111111,0.037037037037037035,44,1,-3,-2,40
Massachusetts,Lowell city,22,0,4,1,27,0.8148148148148148,0.14814814814814814,0.037037037037037035,44,0,-4,-2,38
Massachusetts,New Bedford city,20,4,2,1,27,0.7407407407407407,0.07407407407407407,0.037037037037037035,40,4,-2,-2,40
Massachusetts,Quincy city,17,5,4,1,27,0.6296296296296297,0.14814814814814814,0.037037037037037035,34,5,-4,-2,33
Massachusetts,Springfield city,23,1,2,1,27,0.8518518518518519,0.07407407407407407,0.037037037037037035,46,1,-2,-2,43
Massachusetts,Worcester city,20,4,2,1,27,0.7407407407407407,0.07407407407407407,0.037037037037037035,40,4,-2,-2,40
Michigan,Ann Arbor city,22,2,2,1,27,0.8148148148148148,0.07407407407407407,0.037037037037037035,44,2,-2,-2,42
Michigan,Detroit city,26,1,0,0,27,0.9629629629629629,0,0,52,1,-0,-0,53
Michigan,Grand Rapids city,23,2,1,1,27,0.8518518518518519,0.037037037037037035,0.037037037037037035,46,2,-1,-2,45
Michigan,Lansing city,21,4,1,1,27,0.7777777777777778,0.037037037037037035,0.037037037037037035,42,4,-1,-2,43
Michigan,Sterling Heights city,21,1,4,1,27,0.7777777777777778,0.14814814814814814,0.037037037037037035,42,1,-4,-2,37
Michigan,Warren city,20,1,5,1,27,0.7407407407407407,0.18518518518518517,0.037037037037037035,40,1,-5,-2,34
Minnesota,Minneapolis city,26,1,0,0,27,0.9629629629629629,0,0,52,1,-0,-0,53
Minnesota,Rochester city,15,4,7,1,27,0.5555555555555556,0.25925925925925924,0.037037037037037035,30,4,-7,-2,25
Minnesota,St. Paul city,24,1,1,1,27,0.8888888888888888,0.037037037037037035,0.037037037037037035,48,1,-1,-2,46
Mississippi,Jackson city,19,4,1,3,27,0.7037037037037037,0.037037037037037035,0.1111111111111111,38,4,-1,-6,35
Missouri,Columbia city,15,5,6,1,27,0.5555555555555556,0.2222222222222222,0.037037037037037035,30,5,-6,-2,27
Missouri,Independence city,15,6,5,1,27,0.5555555555555556,0.18518518518518517,0.037037037037037035,30,6,-5,-2,29
Missouri,Kansas City city,21,6,0,0,27,0.7777777777777778,0,0,42,6,-0,-0,48
Missouri,Lee's Summit city,17,6,1,3,27,0.6296296296296297,0.037037037037037035,0.1111111111111111,34,6,-1,-6,33
Missouri,Springfield city,13,10,3,1,27,0.48148148148148145,0.1111111111111111,0.037037037037037035,26,10,-3,-2,31
Missouri,St. Louis city,26,0,0,1,27,0.9629629629629629,0,0.037037037037037035,52,0,-0,-2,50
Montana,Billings city,17,5,4,1,27,0.6296296296296297,0.14814814814814814,0.037037037037037035,34,5,-4,-2,33
Nebraska,Lincoln city,22,1,4,0,27,0.8148148148148148,0.14814814814814814,0,44,1,-4,-0,41
Nebraska,Omaha city,20,5,2,0,27,0.7407407407407407,0.07407407407407407,0,40,5,-2,-0,43
Nevada,Henderson city,19,0,5,3,27,0.7037037037037037,0.18518518518518517,0.1111111111111111,38,0,-5,-6,27
Nevada,Las Vegas city,19,8,0,0,27,0.7037037037037037,0,0,38,8,-0,-0,46
Nevada,North Las Vegas city,17,5,2,3,27,0.6296296296296297,0.07407407407407407,0.1111111111111111,34,5,-2,-6,31
Nevada,Reno city,18,6,2,1,27,0.6666666666666666,0.07407407407407407,0.037037037037037035,36,6,-2,-2,38
Nevada,Sparks city,11,6,7,3,27,0.4074074074074074,0.25925925925925924,0.1111111111111111,22,6,-7,-6,15
New Hampshire,Manchester city,21,0,5,1,27,0.7777777777777778,0.18518518518518517,0.037037037037037035,42,0,-5,-2,35
New Jersey,Elizabeth city,23,1,3,1,28,0.8214285714285714,0.10714285714285714,0.03571428571428571,46,1,-3,-2,42
New Jersey,Jersey City city,23,3,1,0,27,0.8518518518518519,0.037037037037037035,0,46,3,-1,-0,48
New Jersey,Newark city,23,3,1,0,27,0.8518518518518519,0.037037037037037035,0,46,3,-1,-0,48
New Jersey,Paterson city,19,1,4,3,27,0.7037037037037037,0.14814814814814814,0.1111111111111111,38,1,-4,-6,29
New Mexico,Albuquerque city,21,3,2,1,27,0.7777777777777778,0.07407407407407407,0.037037037037037035,42,3,-2,-2,41
New Mexico,Las Cruces city,18,1,6,2,27,0.6666666666666666,0.2222222222222222,0.07407407407407407,36,1,-6,-4,27
New York,Albany city,18,1,4,4,27,0.6666666666666666,0.14814814814814814,0.14814814814814814,36,1,-4,-8,25
New York,Buffalo city,23,3,0,1,27,0.8518518518518519,0,0.037037037037037035,46,3,-0,-2,47
New York,New York city,24,0,1,2,27,0.8888888888888888,0.037037037037037035,0.07407407407407407,48,0,-1,-4,43
New York,Rochester city,23,1,0,3,27,0.8518518518518519,0,0.1111111111111111,46,1,-0,-6,41
New York,Syracuse city,21,0,2,4,27,0.7777777777777778,0.07407407407407407,0.14814814814814814,42,0,-2,-8,32
New York,Yonkers city,23,1,1,2,27,0.8518518518518519,0.037037037037037035,0.07407407407407407,46,1,-1,-4,42
North Carolina,Asheville city,15,6,5,1,27,0.5555555555555556,0.18518518518518517,0.037037037037037035,30,6,-5,-2,29
North Carolina,Cary town,14,10,2,1,27,0.5185185185185185,0.07407407407407407,0.037037037037037035,28,10,-2,-2,34
North Carolina,Charlotte city,23,2,2,0,27,0.8518518518518519,0.07407407407407407,0,46,2,-2,-0,46
North Carolina,Durham city,21,4,2,0,27,0.7777777777777778,0.07407407407407407,0,42,4,-2,-0,44
North Carolina,Fayetteville city,20,7,0,0,27,0.7407407407407407,0,0,40,7,-0,-0,47
North Carolina,Greensboro city,22,4,1,0,27,0.8148148148148148,0.037037037037037035,0,44,4,-1,-0,47
North Carolina,High Point city,12,7,5,3,27,0.4444444444444444,0.18518518518518517,0.1111111111111111,24,7,-5,-6,20
North Carolina,Raleigh city,17,7,2,1,27,0.6296296296296297,0.07407407407407407,0.037037037037037035,34,7,-2,-2,37
North Carolina,Wilmington city,14,10,2,1,27,0.5185185185185185,0.07407407407407407,0.037037037037037035,28,10,-2,-2,34
North Carolina,Winston-Salem city,17,8,1,1,27,0.6296296296296297,0.037037037037037035,0.037037037037037035,34,8,-1,-2,39
North Dakota,Fargo city,15,6,5,1,27,0.5555555555555556,0.18518518518518517,0.037037037037037035,30,6,-5,-2,29
Ohio,Akron city,22,4,1,0,27,0.8148148148148148,0.037037037037037035,0,44,4,-1,-0,47
Ohio,Cincinnati city,23,3,1,0,27,0.8518518518518519,0.037037037037037035,0,46,3,-1,-0,48
Ohio,Cleveland city,23,3,1,0,27,0.8518518518518519,0.037037037037037035,0,46,3,-1,-0,48
Ohio,Columbus city,14,12,1,0,27,0.5185185185185185,0.037037037037037035,0,28,12,-1,-0,39
Ohio,Dayton city,18,6,2,1,27,0.6666666666666666,0.07407407407407407,0.037037037037037035,36,6,-2,-2,38
Ohio,Toledo city,24,3,0,0,27,0.8888888888888888,0,0,48,3,-0,-0,51
Oklahoma,Broken Arrow city,12,7,7,1,27,0.4444444444444444,0.25925925925925924,0.037037037037037035,24,7,-7,-2,22
Oklahoma,Norman city,13,6,7,1,27,0.48148148148148145,0.25925925925925924,0.037037037037037035,26,6,-7,-2,23
Oklahoma,Oklahoma City city,15,12,0,0,27,0.5555555555555556,0,0,30,12,-0,-0,42
Oklahoma,Tulsa city,16,11,0,0,27,0.5925925925925926,0,0,32,11,-0,-0,43
Oregon,Beaverton city,14,10,2,1,27,0.5185185185185185,0.07407407407407407,0.037037037037037035,28,10,-2,-2,34
Oregon,Bend city,13,5,8,1,27,0.48148148148148145,0.2962962962962963,0.037037037037037035,26,5,-8,-2,21
Oregon,Eugene city,12,12,2,1,27,0.4444444444444444,0.07407407407407407,0.037037037037037035,24,12,-2,-2,32
Oregon,Gresham city,14,7,5,1,27,0.5185185185185185,0.18518518518518517,0.037037037037037035,28,7,-5,-2,28
Oregon,Hillsboro city,19,2,5,1,27,0.7037037037037037,0.18518518518518517,0.037037037037037035,38,2,-5,-2,33
Oregon,Portland city,25,2,0,0,27,0.9259259259259259,0,0,50,2,-0,-0,52
Oregon,Salem city,14,10,2,1,27,0.5185185185185185,0.07407407407407407,0.037037037037037035,28,10,-2,-2,34
Pennsylvania,Allentown city,21,0,3,3,27,0.7777777777777778,0.1111111111111111,0.1111111111111111,42,0,-3,-6,33
Pennsylvania,Erie city,19,3,4,1,27,0.7037037037037037,0.14814814814814814,0.037037037037037035,38,3,-4,-2,35
Pennsylvania,Philadelphia city,25,2,0,0,27,0.9259259259259259,0,0,50,2,-0,-0,52
Pennsylvania,Pittsburgh city,23,1,1,2,27,0.8518518518518519,0.037037037037037035,0.07407407407407407,46,1,-1,-4,42
Rhode Island,Providence city,23,2,1,1,27,0.8518518518518519,0.037037037037037035,0.037037037037037035,46,2,-1,-2,45
South Carolina,Charleston city,15,5,6,1,27,0.5555555555555556,0.2222222222222222,0.037037037037037035,30,5,-6,-2,27
South Carolina,Columbia city,12,12,2,1,27,0.4444444444444444,0.07407407407407407,0.037037037037037035,24,12,-2,-2,32
South Carolina,North Charleston city,12,7,5,3,27,0.4444444444444444,0.18518518518518517,0.1111111111111111,24,7,-5,-6,20
