year,state,county,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2021,01,099,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,101,all,All,0.2693397856895956,1
2021,01,101,race-ethnicity,Black,0.30746847720659554,1
2021,01,101,race-ethnicity,Hispanic,0.27294117647058824,1
2021,01,101,race-ethnicity,Other Races and Ethnicities,0.12178127840048472,1
2021,01,101,race-ethnicity,"White, Non-Hispanic",0.10830385716691932,1
2021,01,103,all,All,0.04621776993568217,1
2021,01,103,race-ethnicity,Black,0.11803588290840417,1
2021,01,103,race-ethnicity,Hispanic,0.09746791536593824,2
2021,01,103,race-ethnicity,Other Races and Ethnicities,0.09477234401349072,1
2021,01,103,race-ethnicity,"White, Non-Hispanic",0.00319258496395468,1
2021,01,105,all,All,0.5487761617594892,1
2021,01,105,race-ethnicity,Black,0.5890202058711399,1
2021,01,105,race-ethnicity,Hispanic,0,3
2021,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,01,105,race-ethnicity,"White, Non-Hispanic",0,3
2021,01,107,all,All,0.2799397439116244,1
2021,01,107,race-ethnicity,Black,0.4100691775557264,1
2021,01,107,race-ethnicity,Hispanic,0,3
2021,01,107,race-ethnicity,Other Races and Ethnicities,0,2
2021,01,107,race-ethnicity,"White, Non-Hispanic",0.0402347024308466,2
2021,01,109,all,All,0.2167336010709505,1
2021,01,109,race-ethnicity,Black,0.01452991452991453,1
2021,01,109,race-ethnicity,Hispanic,0.2318181818181818,2
2021,01,109,race-ethnicity,Other Races and Ethnicities,0.5971223021582733,2
2021,01,109,race-ethnicity,"White, Non-Hispanic",0.34425675675675677,1
2021,01,111,all,All,0,1
2021,01,111,race-ethnicity,Black,0,1
2021,01,111,race-ethnicity,Hispanic,0,3
2021,01,111,race-ethnicity,Other Races and Ethnicities,0,2
2021,01,111,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,113,all,All,0.2934731199747753,1
2021,01,113,race-ethnicity,Black,0.33118701007838747,1
2021,01,113,race-ethnicity,Hispanic,0.5655405405405406,2
2021,01,113,race-ethnicity,Other Races and Ethnicities,0.6971569839307787,2
2021,01,113,race-ethnicity,"White, Non-Hispanic",0.06402349486049927,1
2021,01,115,all,All,0,1
2021,01,115,race-ethnicity,Black,0,2
2021,01,115,race-ethnicity,Hispanic,0,3
2021,01,115,race-ethnicity,Other Races and Ethnicities,0,2
2021,01,115,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,117,all,All,0,1
2021,01,117,race-ethnicity,Black,0,1
2021,01,117,race-ethnicity,Hispanic,0,2
2021,01,117,race-ethnicity,Other Races and Ethnicities,0,2
2021,01,117,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,119,all,All,0.3778563656147987,1
2021,01,119,race-ethnicity,Black,0.37979937737806985,1
2021,01,119,race-ethnicity,Hispanic,0,3
2021,01,119,race-ethnicity,Other Races and Ethnicities,0.6770833333333334,3
2021,01,119,race-ethnicity,"White, Non-Hispanic",0.33933933933933935,2
2021,01,121,all,All,0.08630870639934084,1
2021,01,121,race-ethnicity,Black,0.1796206144032231,1
2021,01,121,race-ethnicity,Hispanic,0.08450704225352113,2
2021,01,121,race-ethnicity,Other Races and Ethnicities,0.04604691572545612,2
2021,01,121,race-ethnicity,"White, Non-Hispanic",0.01891853734293378,1
2021,01,123,all,All,0,1
2021,01,123,race-ethnicity,Black,0,1
2021,01,123,race-ethnicity,Hispanic,0,3
2021,01,123,race-ethnicity,Other Races and Ethnicities,0,3
2021,01,123,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,125,all,All,0.17091383193078108,1
2021,01,125,race-ethnicity,Black,0.0964896270608992,1
2021,01,125,race-ethnicity,Hispanic,0.03682719546742209,2
2021,01,125,race-ethnicity,Other Races and Ethnicities,0.1192950745594216,1
2021,01,125,race-ethnicity,"White, Non-Hispanic",0.2672994909891319,1
2021,01,127,all,All,0,1
2021,01,127,race-ethnicity,Black,0,2
2021,01,127,race-ethnicity,Hispanic,0,2
2021,01,127,race-ethnicity,Other Races and Ethnicities,0,2
2021,01,127,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,129,all,All,0,1
2021,01,129,race-ethnicity,Black,0,2
2021,01,129,race-ethnicity,Hispanic,0,3
2021,01,129,race-ethnicity,Other Races and Ethnicities,0,3
2021,01,129,race-ethnicity,"White, Non-Hispanic",0,1
2021,01,131,all,All,0,1
2021,01,131,race-ethnicity,Black,0,1
2021,01,131,race-ethnicity,Hispanic,NA,NA
2021,01,131,race-ethnicity,Other Races and Ethnicities,0,3
2021,01,131,race-ethnicity,"White, Non-Hispanic",0,2
2021,01,133,all,All,0,1
2021,01,133,race-ethnicity,Black,0,3
2021,01,133,race-ethnicity,Hispanic,0,3
2021,01,133,race-ethnicity,Other Races and Ethnicities,0,2
2021,01,133,race-ethnicity,"White, Non-Hispanic",0,1
2021,02,013,all,All,0,1
2021,02,013,race-ethnicity,Black,NA,NA
2021,02,013,race-ethnicity,Hispanic,0,3
2021,02,013,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,013,race-ethnicity,"White, Non-Hispanic",0,3
2021,02,016,all,All,0,2
2021,02,016,race-ethnicity,Black,0,3
2021,02,016,race-ethnicity,Hispanic,0,2
2021,02,016,race-ethnicity,Other Races and Ethnicities,0,2
2021,02,016,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,020,all,All,0.08903063173172408,1
2021,02,020,race-ethnicity,Black,0.07097457627118645,2
2021,02,020,race-ethnicity,Hispanic,0.23293768545994065,1
2021,02,020,race-ethnicity,Other Races and Ethnicities,0.15606519544208855,1
2021,02,020,race-ethnicity,"White, Non-Hispanic",0.00345658321985964,1
2021,02,050,all,All,0,1
2021,02,050,race-ethnicity,Black,NA,NA
2021,02,050,race-ethnicity,Hispanic,0,3
2021,02,050,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,050,race-ethnicity,"White, Non-Hispanic",0,3
2021,02,060,all,All,NA,NA
2021,02,060,race-ethnicity,Black,NA,NA
2021,02,060,race-ethnicity,Hispanic,NA,NA
2021,02,060,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,02,060,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,02,063,all,All,0,2
2021,02,063,race-ethnicity,Black,NA,NA
2021,02,063,race-ethnicity,Hispanic,NA,NA
2021,02,063,race-ethnicity,Other Races and Ethnicities,0,3
2021,02,063,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,066,all,All,0,2
2021,02,066,race-ethnicity,Black,NA,NA
2021,02,066,race-ethnicity,Hispanic,NA,NA
2021,02,066,race-ethnicity,Other Races and Ethnicities,0,2
2021,02,066,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,068,all,All,0,3
2021,02,068,race-ethnicity,Black,NA,NA
2021,02,068,race-ethnicity,Hispanic,NA,NA
2021,02,068,race-ethnicity,Other Races and Ethnicities,0,3
2021,02,068,race-ethnicity,"White, Non-Hispanic",0,3
2021,02,070,all,All,0,1
2021,02,070,race-ethnicity,Black,NA,NA
2021,02,070,race-ethnicity,Hispanic,0,3
2021,02,070,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,070,race-ethnicity,"White, Non-Hispanic",0,3
2021,02,090,all,All,0,1
2021,02,090,race-ethnicity,Black,0,3
2021,02,090,race-ethnicity,Hispanic,0,2
2021,02,090,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,090,race-ethnicity,"White, Non-Hispanic",0,1
2021,02,100,all,All,0,2
2021,02,100,race-ethnicity,Black,NA,NA
2021,02,100,race-ethnicity,Hispanic,NA,NA
2021,02,100,race-ethnicity,Other Races and Ethnicities,0,3
2021,02,100,race-ethnicity,"White, Non-Hispanic",0,3
2021,02,105,all,All,0,1
2021,02,105,race-ethnicity,Black,NA,NA
2021,02,105,race-ethnicity,Hispanic,NA,NA
2021,02,105,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,105,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,110,all,All,0,1
2021,02,110,race-ethnicity,Black,NA,NA
2021,02,110,race-ethnicity,Hispanic,0,2
2021,02,110,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,110,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,122,all,All,0,1
2021,02,122,race-ethnicity,Black,NA,NA
2021,02,122,race-ethnicity,Hispanic,0,2
2021,02,122,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,122,race-ethnicity,"White, Non-Hispanic",0,1
2021,02,130,all,All,0,1
2021,02,130,race-ethnicity,Black,NA,NA
2021,02,130,race-ethnicity,Hispanic,0,3
2021,02,130,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,130,race-ethnicity,"White, Non-Hispanic",0,1
2021,02,150,all,All,0,1
2021,02,150,race-ethnicity,Black,0,3
2021,02,150,race-ethnicity,Hispanic,NA,NA
2021,02,150,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,150,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,158,all,All,0,1
2021,02,158,race-ethnicity,Black,NA,NA
2021,02,158,race-ethnicity,Hispanic,NA,NA
2021,02,158,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,158,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,02,164,all,All,0,2
2021,02,164,race-ethnicity,Black,NA,NA
2021,02,164,race-ethnicity,Hispanic,NA,NA
2021,02,164,race-ethnicity,Other Races and Ethnicities,0,2
2021,02,164,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,02,170,all,All,0,1
2021,02,170,race-ethnicity,Black,0,3
2021,02,170,race-ethnicity,Hispanic,0,1
2021,02,170,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,170,race-ethnicity,"White, Non-Hispanic",0,1
2021,02,180,all,All,0,1
2021,02,180,race-ethnicity,Black,NA,NA
2021,02,180,race-ethnicity,Hispanic,NA,NA
2021,02,180,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,180,race-ethnicity,"White, Non-Hispanic",0,3
2021,02,185,all,All,0,1
2021,02,185,race-ethnicity,Black,NA,NA
2021,02,185,race-ethnicity,Hispanic,NA,NA
2021,02,185,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,185,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,02,188,all,All,0,1
2021,02,188,race-ethnicity,Black,NA,NA
2021,02,188,race-ethnicity,Hispanic,NA,NA
2021,02,188,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,188,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,02,195,all,All,0,2
2021,02,195,race-ethnicity,Black,NA,NA
2021,02,195,race-ethnicity,Hispanic,NA,NA
2021,02,195,race-ethnicity,Other Races and Ethnicities,0,2
2021,02,195,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,198,all,All,0,1
2021,02,198,race-ethnicity,Black,NA,NA
2021,02,198,race-ethnicity,Hispanic,NA,NA
2021,02,198,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,198,race-ethnicity,"White, Non-Hispanic",0,1
2021,02,220,all,All,0,1
2021,02,220,race-ethnicity,Black,NA,NA
2021,02,220,race-ethnicity,Hispanic,0,3
2021,02,220,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,220,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,230,all,All,0,2
2021,02,230,race-ethnicity,Black,NA,NA
2021,02,230,race-ethnicity,Hispanic,NA,NA
2021,02,230,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,02,230,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,240,all,All,0,1
2021,02,240,race-ethnicity,Black,NA,NA
2021,02,240,race-ethnicity,Hispanic,0,3
2021,02,240,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,240,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,275,all,All,0,1
2021,02,275,race-ethnicity,Black,NA,NA
2021,02,275,race-ethnicity,Hispanic,NA,NA
2021,02,275,race-ethnicity,Other Races and Ethnicities,0,2
2021,02,275,race-ethnicity,"White, Non-Hispanic",0,2
2021,02,282,all,All,0,3
2021,02,282,race-ethnicity,Black,NA,NA
2021,02,282,race-ethnicity,Hispanic,NA,NA
2021,02,282,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,02,282,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,02,290,all,All,0,1
2021,02,290,race-ethnicity,Black,NA,NA
2021,02,290,race-ethnicity,Hispanic,NA,NA
2021,02,290,race-ethnicity,Other Races and Ethnicities,0,1
2021,02,290,race-ethnicity,"White, Non-Hispanic",0,2
2021,04,001,all,All,0.4929602969803975,1
2021,04,001,race-ethnicity,Black,NA,NA
2021,04,001,race-ethnicity,Hispanic,0.08803986710963455,2
2021,04,001,race-ethnicity,Other Races and Ethnicities,0.5413027202395807,1
2021,04,001,race-ethnicity,"White, Non-Hispanic",0.03127221037668799,1
2021,04,003,all,All,0,1
2021,04,003,race-ethnicity,Black,0,2
2021,04,003,race-ethnicity,Hispanic,0,1
2021,04,003,race-ethnicity,Other Races and Ethnicities,0,1
2021,04,003,race-ethnicity,"White, Non-Hispanic",0,1
2021,04,005,all,All,0.1782477341389728,1
2021,04,005,race-ethnicity,Black,0.03485838779956427,2
2021,04,005,race-ethnicity,Hispanic,0.1701580301359794,1
2021,04,005,race-ethnicity,Other Races and Ethnicities,0.13224332772301034,1
2021,04,005,race-ethnicity,"White, Non-Hispanic",0.2509547190398254,1
2021,04,007,all,All,0.3806757672572369,1
2021,04,007,race-ethnicity,Black,0,3
2021,04,007,race-ethnicity,Hispanic,0.07780458383594692,1
2021,04,007,race-ethnicity,Other Races and Ethnicities,0.8138375233741949,1
2021,04,007,race-ethnicity,"White, Non-Hispanic",0.00316027088036117,1
2021,04,009,all,All,0.3,1
2021,04,009,race-ethnicity,Black,0,3
2021,04,009,race-ethnicity,Hispanic,0.0899397311080204,1
2021,04,009,race-ethnicity,Other Races and Ethnicities,0.7273363668183409,1
2021,04,009,race-ethnicity,"White, Non-Hispanic",0.00147547030616008,1
2021,04,011,all,All,0,2
2021,04,011,race-ethnicity,Black,0,3
2021,04,011,race-ethnicity,Hispanic,0,2
2021,04,011,race-ethnicity,Other Races and Ethnicities,0,2
2021,04,011,race-ethnicity,"White, Non-Hispanic",0,2
2021,04,012,all,All,0.26849067949488875,1
2021,04,012,race-ethnicity,Black,NA,NA
2021,04,012,race-ethnicity,Hispanic,0.1890179514255544,2
2021,04,012,race-ethnicity,Other Races and Ethnicities,0.05696689761354888,1
