year,state,place,population,subgroup_type,subgroup,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2018,06,22230,115586,all,All,0.8654143609694139,0.8074335663477813,0.9233951555910466,1,0.7419095392445347,0.7233133243907169,0.7605057540983525,1
2018,06,22230,115586,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,22230,115586,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,22804,152213,all,All,0.8236154341477817,0.7588603044400083,0.8883705638555551,1,0.7862922044580858,0.7713322902821781,0.8012521186339935,1
2018,06,22804,152213,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,22804,152213,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,23182,116884,all,All,0.8880909634949132,0.8174324078724732,0.9587495191173532,1,0.7831171800986573,0.7661409947599417,0.8000933654373729,1
2018,06,23182,116884,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,23182,116884,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,24638,79022,all,All,0.9426229508196722,0.8909508437496498,0.9942950578896944,2,0.8213839620284786,0.8017132210520352,0.841054703004922,2
2018,06,24638,79022,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,24638,79022,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,24680,213739,all,All,0.915720050044447,0.880676392389022,0.950763707699872,1,0.7361163709969909,0.7214935960060688,0.750739145987913,1
2018,06,24680,213739,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,24680,213739,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,26000,237807,all,All,0.9202264304517238,0.8671031239571152,0.9733497369463324,2,0.7988517314195565,0.7836832311242913,0.8140202317148216,2
2018,06,26000,237807,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,26000,237807,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,27000,530093,all,All,0.8782059937885257,0.8561065727832848,0.9003054147937666,3,0.7157972115222574,0.7053025183870845,0.7262919046574303,3
2018,06,27000,530093,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,27000,530093,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,28000,139640,all,All,0.9430595369117142,0.9019652120358648,0.9841538617875636,3,0.7777209400726018,0.7597615410201424,0.7956803391250613,3
2018,06,28000,139640,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,28000,139640,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,29000,172646,all,All,0.9302992329495896,0.898460915529822,0.9621375503693572,3,0.7822583120121533,0.7672756568168239,0.7972409672074828,3
2018,06,29000,172646,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,29000,172646,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,30000,201361,all,All,0.9415905096314228,0.9076363935581384,0.975544625704707,2,0.77282645745365,0.7567246683996,0.7889282465077,2
2018,06,30000,201361,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,30000,201361,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,32548,86965,all,All,0.8649340903696474,0.7994602901590968,0.930407890580198,2,0.8104152313105196,0.793033218375674,0.8277972442453653,2
2018,06,32548,86965,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,32548,86965,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,33000,159620,all,All,0.9410361965091564,0.9038593700685402,0.9782130229497724,1,0.8090510625556607,0.7941629666733812,0.8239391584379403,1
2018,06,33000,159620,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,33000,159620,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,33182,85275,all,All,0.8903150607902771,0.8359111006775568,0.9447190209029974,2,0.6769859909386069,0.6562222288923822,0.6977497529848316,2
2018,06,33182,85275,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,33182,85275,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,33434,95274,all,All,0.8646344359880198,0.8084707024092125,0.9207981695668273,2,0.6667534711110293,0.6465122276822488,0.6869947145398099,2
2018,06,33434,95274,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,33434,95274,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36000,200641,all,All,0.9401690681771956,0.894269235383174,0.9860689009712174,3,0.8254792654333126,0.8095468839551617,0.8414116469114635,3
2018,06,36000,200641,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36000,200641,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36448,91240,all,All,0.8209145717804294,0.7322974676646323,0.9095316758962264,2,0.7453940893037738,0.7252906836261063,0.7654974949814414,2
2018,06,36448,91240,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36448,91240,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36546,109419,all,All,0.9084104286715272,0.8500480632495673,0.9667727940934874,1,0.7739358871722347,0.7534672635995519,0.7944045107449176,1
2018,06,36546,109419,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36546,109419,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36770,282572,all,All,0.9830463511700313,0.970294974331362,0.9957977280087004,2,0.7846800718053842,0.7699179620333392,0.7994421815774293,2
2018,06,36770,282572,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,36770,282572,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,37692,108393,all,All,0.9046385834827264,0.8477911469906996,0.961486019974753,2,0.7616010540932832,0.7416609401699942,0.7815411680165721,2
2018,06,37692,108393,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,37692,108393,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,39496,85623,all,All,0.9672451837860706,0.9487964808693804,0.9856938867027608,3,0.8163740880005522,0.8007613041015964,0.831986871899508,3
2018,06,39496,85623,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,39496,85623,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,39892,80140,all,All,0.9257931459253188,0.8797823157884923,0.9718039760621456,2,0.7810733463146785,0.7645391137739505,0.7976075788554066,2
2018,06,39892,80140,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,39892,80140,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,40130,159053,all,All,0.8500919982314541,0.796385522729596,0.9037984737333122,1,0.6315118516064662,0.6113924594780845,0.6516312437348478,1
2018,06,40130,159053,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,40130,159053,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,41992,90269,all,All,0.9475794901174448,0.9049399660069548,0.9902190142279348,2,0.8230458780936554,0.8091394256293845,0.8369523305579263,2
2018,06,41992,90269,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,41992,90269,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,43000,467354,all,All,0.9036452988969368,0.8759440130283108,0.9313465847655628,2,0.7758240244626653,0.7653755632293301,0.7862724856960005,2
2018,06,43000,467354,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,43000,467354,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,44000,3990456,all,All,0.8914326596409295,0.8813116182384493,0.9015537010434098,1,0.7823627359978037,0.7789329338048321,0.7857925381907753,1
2018,06,44000,3990456,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,44000,3990456,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,45484,81592,all,All,0.8991750823417637,0.863200900817552,0.9351492638659754,3,0.7701427654553379,0.7529524355723073,0.7873330953383685,3
2018,06,45484,81592,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,45484,81592,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,46842,92595,all,All,0.9073263231512017,0.8559365545968245,0.9587160917055786,2,0.7232598479037049,0.7032387996091569,0.7432808961982529,2
2018,06,46842,92595,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,46842,92595,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,46898,83316,all,All,0.908743279741684,0.8672271458063089,0.9502594136770592,2,0.6804102758133272,0.6572144892846893,0.7036060623419652,2
2018,06,46898,83316,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,46898,83316,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,47766,80430,all,All,0.937130583743334,0.8962634091349824,0.9779977583516856,2,0.8161517976545121,0.8022410998984217,0.8300624954106024,2
2018,06,47766,80430,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,47766,80430,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,48256,95202,all,All,0.9553300081497615,0.9107778064343258,0.9998822098651976,1,0.8254438797288765,0.8066659862397134,0.8442217732180395,1
2018,06,48256,95202,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,48256,95202,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,48354,215030,all,All,0.9056690171898378,0.857982660154111,0.9533553742255648,1,0.7008980192939078,0.6819559774930228,0.7198400610947928,1
2018,06,48354,215030,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,48354,215030,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,49270,209050,all,All,0.9077171364152504,0.8739590958269065,0.9414751770035946,1,0.727071413150868,0.7111193404271668,0.7430234858745691,1
2018,06,49270,209050,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,49270,209050,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,49670,83377,all,All,0.9888923654568208,0.9754439991406658,1,2,0.8188882042856166,0.8053755776557456,0.8324008309154876,2
2018,06,49670,83377,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,49670,83377,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,50076,114985,all,All,0.930085526184276,0.876165698408646,0.9840053539599062,2,0.7504141565987943,0.7299840547451714,0.7708442584524172,2
2018,06,50076,114985,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,50076,114985,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,50258,79263,all,All,0.94751049790042,0.9085204006119408,0.9865005951888988,2,0.8322094556413637,0.8163184022520902,0.8481005090306373,2
2018,06,50258,79263,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,50258,79263,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,51182,85326,all,All,0.9700452089089048,0.9381868790552989,1,3,0.8153539343254681,0.8008835798705862,0.82982428878035,3
2018,06,51182,85326,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,51182,85326,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,52526,105120,all,All,0.926450922706606,0.8774055942674784,0.9754962511457336,1,0.7793906237520964,0.7611818581411349,0.797599389363058,1
2018,06,52526,105120,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,52526,105120,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53000,429082,all,All,0.8448726500082228,0.7970328751430207,0.8927124248734248,3,0.8007376758162486,0.7916702812763777,0.8098050703561194,3
2018,06,53000,429082,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53000,429082,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53322,176080,all,All,0.951011802152932,0.9151083277875252,0.9869152765183388,2,0.79236694615824,0.7724444574051658,0.8122894349113142,2
2018,06,53322,176080,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53322,176080,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53896,181107,all,All,0.904789244935586,0.858023956529878,0.951554533341294,1,0.773545111355173,0.7592857226328238,0.7878045000775222,1
2018,06,53896,181107,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53896,181107,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53980,139484,all,All,0.9527296837042998,0.9270934286948128,0.9783659387137866,2,0.813474814952183,0.8002053704181709,0.8267442594861951,2
2018,06,53980,139484,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,53980,139484,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,54652,209877,all,All,0.8866214229045989,0.8427258403731669,0.9305170054360308,1,0.7853089652242372,0.7704160265436807,0.8002019039047937,1
2018,06,54652,209877,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,54652,209877,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,55156,156667,all,All,0.7878179070390849,0.7263288250090388,0.849306989069131,1,0.6934664736771633,0.6736924397533023,0.7132405076010243,1
2018,06,55156,156667,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,55156,156667,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,56000,141371,all,All,0.9039289547241504,0.8369233054259123,0.9709346040223884,3,0.821104807032691,0.8047896239272436,0.8374199901381383,3
2018,06,56000,141371,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,56000,141371,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,56700,79133,all,All,0.9245399386335093,0.8770054547925695,0.972074422474449,2,0.7272526905968706,0.7008720102896164,0.7536333709041247,2
2018,06,56700,79133,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,56700,79133,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,57456,72437,all,All,0.8332796910202768,0.742584569669223,0.9239748123713304,2,0.7588399807613516,0.7398903966159932,0.77778956490671,2
2018,06,57456,72437,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,57456,72437,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,57792,82372,all,All,0.9475794901174448,0.9049399660069546,0.990219014227935,3,0.8230458780936554,0.8091394256293846,0.8369523305579262,3
2018,06,57792,82372,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,57792,82372,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,58072,152361,all,All,0.9196793448364724,0.8876845006211235,0.9516741890518216,1,0.7413730015126836,0.721258855957209,0.7614871470681582,1
2018,06,58072,152361,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,58072,152361,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,59444,74585,all,All,0.8577132486388385,0.7889889719498671,0.92643752532781,2,0.7778475054910574,0.7592233943151183,0.7964716166669965,2
2018,06,59444,74585,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,59444,74585,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,59451,177751,all,All,0.9516441691979064,0.9168522525950936,0.9864360858007192,1,0.7716681468772383,0.7532746978810441,0.7900615958734325,1
2018,06,59451,177751,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,59451,177751,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,59920,91772,all,All,0.9015713015120072,0.8422593285344294,0.9608832744895848,2,0.712607636844032,0.6953721601534841,0.72984311353458,2
2018,06,59920,91772,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,59920,91772,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,60102,86200,all,All,0.9328517583915548,0.899948380641531,0.9657551361415788,2,0.8408502116186051,0.8255374955490554,0.8561629276881547,2
2018,06,60102,86200,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,60102,86200,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,60466,103440,all,All,0.8802422168974133,0.8274620156632219,0.9330224181316048,2,0.7220131389354694,0.7020545961573643,0.7419716817135744,2
2018,06,60466,103440,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,60466,103440,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,60620,110146,all,All,0.9016986859369216,0.85538328252196,0.9480140893518832,2,0.7818575831269756,0.7678499532536337,0.7958652130003175,2
2018,06,60620,110146,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,60620,110146,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,62000,330063,all,All,0.9546041063962416,0.936586247937962,0.9726219648545212,2,0.7555297643591286,0.7426899496320971,0.76836957908616,2
2018,06,62000,330063,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,62000,330063,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,62938,139117,all,All,0.936928990561829,0.893554573404822,0.980303407718836,1,0.8165312733257595,0.7981257071714668,0.8349368394800522,1
2018,06,62938,139117,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,62938,139117,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,64000,508529,all,All,0.9069875017632796,0.8805877971752822,0.9333872063512768,2,0.7648800528159324,0.7560811683082796,0.7736789373235852,2
2018,06,64000,508529,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,64000,508529,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,64224,156259,all,All,0.7954066985645933,0.7326513647863931,0.8581620323427935,1,0.7402671924197394,0.7201029331476422,0.7604314516918366,1
2018,06,64224,156259,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,64224,156259,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,65000,215941,all,All,0.844822618337599,0.8026432215095559,0.887002015165642,3,0.6895893166754555,0.6725287264737653,0.7066499068771458,3
2018,06,65000,215941,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,65000,215941,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,65042,111128,all,All,0.9178658732660168,0.8589059331046957,0.9768258134273377,1,0.8182286068575076,0.7961190132925234,0.8403382004224919,1
2018,06,65042,111128,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,65042,111128,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,66000,1425976,all,All,0.9395352044517504,0.9276148870932251,0.951455521810276,1,0.8009129749664999,0.7961963912621612,0.8056295586708386,1
2018,06,66000,1425976,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,66000,1425976,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,67000,883305,all,All,0.9537627551020408,0.932801453309081,0.9747240568950004,2,0.8516689101826104,0.8452643168142051,0.8580735035510156,2
2018,06,67000,883305,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,67000,883305,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68000,1030119,all,All,0.9205269675438504,0.9014514621773436,0.9396024729103574,1,0.8175792465418574,0.8121266543131777,0.8230318387705372,1
2018,06,68000,1030119,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68000,1030119,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68084,89703,all,All,0.8774714536447372,0.8096404990828487,0.9453024082066256,2,0.8218501793846321,0.8030565530543823,0.840643805714882,2
2018,06,68084,89703,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68084,89703,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68196,96847,all,All,0.929772177839258,0.8887165292297426,0.9708278264487734,2,0.7899919877267639,0.7664227360062886,0.8135612394472392,2
2018,06,68196,96847,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68196,96847,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68252,105025,all,All,0.9233213683509456,0.8688745132210159,0.9777682234808754,2,0.8462199142481154,0.83588033884471,0.8565594896515207,2
2018,06,68252,105025,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68252,105025,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68378,75839,all,All,0.9576837416481068,0.9095492167764868,1,2,0.8029666117294124,0.7873278868526042,0.8186053366062206,2
2018,06,68378,75839,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,68378,75839,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69000,332725,all,All,0.837549959947149,0.7975463362615243,0.8775535836327737,2,0.783897356385522,0.7746361022440413,0.7931586105270028,2
2018,06,69000,332725,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69000,332725,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69070,91350,all,All,0.9929644081825706,0.9887789604304638,0.9971498559346774,2,0.8302002362583675,0.812972522674393,0.8474279498423419,2
2018,06,69070,91350,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69070,91350,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69084,129488,all,All,0.9657314870043696,0.9308788013784478,1,1,0.824218246850023,0.807690363257014,0.8407461304430319,1
2018,06,69084,129488,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69084,129488,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69088,210089,all,All,0.9624442285049268,0.9402676052303428,0.9846208517795108,1,0.7939638234546351,0.7815962103700839,0.8063314365391864,1
2018,06,69088,210089,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69088,210089,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69196,107408,all,All,0.8356244756391523,0.7693120571951266,0.901936894083178,2,0.7851949615021008,0.7679658973762422,0.8024240256279593,2
2018,06,69196,107408,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,69196,107408,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,70000,91411,all,All,0.9434318038969204,0.8686274076097532,1,3,0.8234978848840994,0.8030688130832561,0.8439269566849427,3
2018,06,70000,91411,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,70000,91411,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,70098,177586,all,All,0.9255523264554713,0.8716404541717223,0.97946419873922,1,0.8113394062605624,0.796071690750673,0.8266071217704519,1
2018,06,70098,177586,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,70098,177586,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,72016,125851,all,All,0.8481149884646204,0.7713984805552891,0.9248314963739516,1,0.8104466420696691,0.7931046063312329,0.8277886778081053,1
2018,06,72016,125851,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,72016,125851,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,73080,94443,all,All,0.8291527802139976,0.7922761123154883,0.8660294481125069,2,0.7374887917507286,0.7208287418280066,0.7541488416734505,2
2018,06,73080,94443,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,73080,94443,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,75000,311178,all,All,0.9014498639237462,0.8688604275511996,0.9340393002962928,3,0.700933028013764,0.6822748882620293,0.7195911677654987,3
2018,06,75000,311178,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,75000,311178,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,77000,153185,all,All,0.8998658405012225,0.8285273418695444,0.9712043391329008,3,0.8190880853624063,0.8046753661587182,0.8335008045660944,3
2018,06,77000,153185,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,77000,153185,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,78120,114742,all,All,0.971640362773366,0.9444274229522056,0.9988533025945264,1,0.7715813558448305,0.7497928847356397,0.7933698269540213,1
2018,06,78120,114742,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,78120,114742,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,78582,127690,all,All,0.987511223151176,0.9690636439922572,1,1,0.806656714345886,0.7884951646934044,0.8248182639983677,1
2018,06,78582,127690,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,78582,127690,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,80000,145182,all,All,0.8989190249397494,0.8363382826460588,0.96149976723344,2,0.7990674980978955,0.7801599879038282,0.8179750082919627,2
2018,06,80000,145182,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,80000,145182,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,80238,91812,all,All,0.8992210321324244,0.8631740775215345,0.9352679867433144,2,0.7701998262380538,0.7529720428751977,0.78742760960091,2
2018,06,80238,91812,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,80238,91812,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,80854,79795,all,All,0.9672881908242552,0.9491782779685336,0.9853981036799766,3,0.8156669274193673,0.8000882748477688,0.8312455799909658,3
2018,06,80854,79795,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,80854,79795,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,81344,77000,all,All,0.9268748331998934,0.869426990715235,0.9843226756845518,2,0.7734398402396405,0.7512334123072091,0.795646268172072,2
2018,06,81344,77000,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,81344,77000,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,81554,100154,all,All,0.9016026833731796,0.8399645681675827,0.9632407985787764,2,0.7931072070122698,0.7719418310404736,0.8142725829840659,2
2018,06,81554,100154,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,81554,100154,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,81666,121913,all,All,0.916108388640896,0.8680434839611526,0.9641732933206392,1,0.7720504624406092,0.7492773616860613,0.794823563195157,1
2018,06,81666,121913,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,81666,121913,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,82590,122312,all,All,0.840827829475137,0.7616669276457454,0.9199887313045286,2,0.6601964384681246,0.6329030008120133,0.6874898761242358,2
2018,06,82590,122312,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,82590,122312,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,82954,133800,all,All,0.826430452477855,0.7434490689447971,0.9094118360109128,1,0.74781693651116,0.7250253687779616,0.7706085042443583,1
