year,state,place,population,subgroup_type,subgroup,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2016,01,03076,63118,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,03076,63118,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,03076,63118,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,07000,212157,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,07000,212157,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,07000,212157,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,35896,84978,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,35896,84978,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,35896,84978,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,37000,193079,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,37000,193079,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,37000,193079,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,50000,192904,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,50000,192904,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,50000,192904,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,51000,200022,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,51000,200022,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,51000,200022,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,77256,99543,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,77256,99543,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,01,77256,99543,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,02,03000,298192,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,02,03000,298192,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,02,03000,298192,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,04720,82881,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,04720,82881,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,04720,82881,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,07940,64629,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,07940,64629,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,07940,64629,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,12000,247477,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,12000,247477,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,12000,247477,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,23620,71459,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,23620,71459,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,23620,71459,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,27400,237133,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,27400,237133,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,27400,237133,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,27820,245895,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,27820,245895,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,27820,245895,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,28380,77258,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,28380,77258,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,28380,77258,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,46000,484587,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,46000,484587,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,46000,484587,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,54050,164173,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,54050,164173,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,54050,164173,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,55000,1615017,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,55000,1615017,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,55000,1615017,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,65000,246645,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,65000,246645,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,65000,246645,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,71510,132677,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,71510,132677,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,71510,132677,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,73000,182498,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,73000,182498,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,73000,182498,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,77000,530706,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,77000,530706,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,77000,530706,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,85540,94906,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,85540,94906,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,04,85540,94906,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,23290,83826,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,23290,83826,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,23290,83826,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,24550,88133,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,24550,88133,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,24550,88133,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,35710,74889,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,35710,74889,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,35710,74889,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,41000,198541,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,41000,198541,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,41000,198541,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,66080,78557,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,66080,78557,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,05,66080,78557,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,00562,78906,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,00562,78906,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,00562,78906,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,00884,85474,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,00884,85474,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,00884,85474,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02000,351043,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02000,351043,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02000,351043,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02252,110898,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02252,110898,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02252,110898,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02364,72553,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02364,72553,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,02364,72553,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,03526,376380,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,03526,376380,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,03526,376380,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,04982,77790,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,04982,77790,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,04982,77790,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,06000,121240,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,06000,121240,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,06000,121240,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,08786,83156,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,08786,83156,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,08786,83156,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,08954,104447,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,08954,104447,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,08954,104447,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,11194,113952,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,11194,113952,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,11194,113952,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,11530,92797,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,11530,92797,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,11530,92797,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13014,91567,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13014,91567,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13014,91567,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13210,87776,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13210,87776,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13210,87776,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13214,78822,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13214,78822,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13214,78822,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13392,267172,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13392,267172,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13392,267172,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13588,87432,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13588,87432,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,13588,87432,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,14218,106583,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,14218,106583,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,14218,106583,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,15044,97550,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,15044,97550,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,15044,97550,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16000,128726,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16000,128726,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16000,128726,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16350,166785,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16350,166785,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16350,166785,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16532,112822,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16532,112822,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,16532,112822,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,17918,106472,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,17918,106472,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,17918,106472,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,19766,113267,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,19766,113267,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,19766,113267,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,21712,103768,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,21712,103768,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,21712,103768,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22020,169743,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22020,169743,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22020,169743,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22230,115807,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22230,115807,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22230,115807,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22804,151613,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22804,151613,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,22804,151613,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,23182,114756,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,23182,114756,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,23182,114756,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24638,77271,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24638,77271,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24638,77271,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24680,209665,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24680,209665,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,24680,209665,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,26000,233136,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,26000,233136,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,26000,233136,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,27000,522053,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,27000,522053,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,27000,522053,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,28000,140721,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,28000,140721,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,28000,140721,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,29000,174858,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,29000,174858,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,29000,174858,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,30000,200831,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,30000,200831,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,30000,200831,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,32548,88031,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,32548,88031,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,32548,88031,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33000,158937,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33000,158937,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33000,158937,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33182,84281,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33182,84281,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33182,84281,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33434,93724,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33434,93724,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,33434,93724,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36000,200652,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36000,200652,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36000,200652,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36448,88488,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36448,88488,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36448,88488,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36546,110654,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36546,110654,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36546,110654,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36770,266122,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36770,266122,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,36770,266122,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,37692,103541,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,37692,103541,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,37692,103541,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,39496,83240,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,39496,83240,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,39496,83240,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,39892,81138,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,39892,81138,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,39892,81138,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,40130,160106,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,40130,160106,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,40130,160106,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,41992,89115,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,41992,89115,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,41992,89115,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,43000,470130,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,43000,470130,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,43000,470130,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,44000,3976322,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,44000,3976322,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,44000,3976322,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,45484,76908,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,45484,76908,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,45484,76908,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,46842,88531,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,46842,88531,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,46842,88531,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,46898,82594,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,46898,82594,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,46898,82594,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,47766,77528,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,47766,77528,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,47766,77528,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,48256,96396,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,48256,96396,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,48256,96396,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,48354,212175,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,48354,212175,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,48354,212175,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,49270,205499,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,49270,205499,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,49270,205499,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,49670,80447,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,49670,80447,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,49670,80447,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,50076,111674,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,50076,111674,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,50076,111674,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,50258,80416,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,50258,80416,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,50258,80416,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,51182,86688,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,51182,86688,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,51182,86688,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,52526,106178,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,52526,106178,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,52526,106178,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53000,420005,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53000,420005,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53000,420005,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53322,175464,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53322,175464,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53322,175464,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53896,173212,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53896,173212,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53896,173212,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53980,140504,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53980,140504,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,53980,140504,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,54652,207906,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,54652,207906,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,54652,207906,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,55156,157356,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,55156,157356,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,55156,157356,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,56000,142059,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,56000,142059,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,56000,142059,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,56700,76331,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,56700,76331,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,56700,76331,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,57456,70679,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,57456,70679,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,57456,70679,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,57792,82270,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,57792,82270,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,57792,82270,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,58072,152494,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,58072,152494,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,58072,152494,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59444,72326,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59444,72326,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59444,72326,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59451,176534,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59451,176534,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59451,176534,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59920,91808,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59920,91808,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,59920,91808,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60102,84950,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60102,84950,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60102,84950,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60466,103314,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60466,103314,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60466,103314,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60620,109813,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60620,109813,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,60620,109813,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,62000,324722,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,62000,324722,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,62000,324722,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,62938,132671,all,All,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,62938,132671,disability,With Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,62938,132671,disability,Without Disability,NA,NA,NA,NA,NA,NA,NA,NA
2016,06,64000,495234,all,All,NA,NA,NA,NA,NA,NA,NA,NA
